Store,Market,Region,Actual Install Scheduled Date
"REG 23 - Store Lost DR and all Cables from Elo Pack - Re-Visit Needed""",Received at Store,10,0
2612,505,7,10/7/2024
4111,65,6,10/7/2024
3226,65,6,10/8/2024
1689,376,54,10/9/2024
3060,140,11,1/9/2025
1008,378,54,1/12/2025
1593,202,19,1/12/2025
4428,294,4,1/13/2025
2599,86,7,1/13/2025
1996,553,9,1/13/2025
2755,140,11,1/13/2025
1217,294,4,1/14/2025
1771,202,19,1/14/2025
26,411,47,1/14/2025
482,61,6,1/14/2025
2811,21,2,1/14/2025
5709,19,2,1/14/2025
1791,200,19,1/14/2025
477,119,12,1/15/2025
898,73,7,1/15/2025
1412,381,47,1/15/2025
477,119,12,1/15/2025
3609,19,2,1/15/2025
594,19,2,1/16/2025
385,84,6,1/19/2025
1046,88,7,1/20/2025
1054,411,47,1/20/2025
1710,140,11,1/20/2025
2131,411,47,1/20/2025
1067,84,6,1/21/2025
1508,382,47,1/21/2025
780,21,2,1/21/2025
5441,411,47,1/21/2025
6469,140,11,1/21/2025
951,85,6,1/22/2025
1461,381,47,1/22/2025
1642,202,19,1/22/2025
874,141,13,1/22/2025
1802,411,47,1/22/2025
3201,19,2,1/22/2025
887,141,13,1/23/2025
1315,381,47,1/26/2025
1423,203,19,1/26/2025
3402,19,2,1/26/2025
4653,381,47,1/26/2025
1456,381,47,1/27/2025
1422,204,19,1/27/2025
1617,381,47,1/27/2025
1791,200,19,1/27/2025
5482,21,2,1/27/2025
1400,21,2,1/28/2025
1432,204,19,1/28/2025
1611,205,19,1/28/2025
3778,381,47,1/28/2025
1485,382,47,1/29/2025
708,140,11,1/29/2025
1111,21,2,1/29/2025
1752,204,19,1/29/2025
1778,381,47,1/29/2025
1790,197,19,1/29/2025
2357,280,76,2/3/2025
3481,282,75,2/3/2025
3804,293,75,2/4/2025
3868,127,42,2/4/2025
3489,281,75,2/5/2025
1457,381,47,2/9/2025
1138,441,53,2/9/2025
1152,426,52,2/9/2025
1703,280,76,2/9/2025
1522,320,76,2/10/2025
2083,320,76,2/10/2025
2320,468,56,2/11/2025
2958,439,53,2/11/2025
1721,418,52,2/16/2025
1782,216,20,2/16/2025
1828,439,53,2/16/2025
1982,439,53,2/16/2025
2643,422,52,2/16/2025
3088,424,52,2/16/2025
5669,442,53,2/16/2025
1528,415,52,2/17/2025
1723,413,52,2/17/2025
1860,284,22,2/17/2025
2642,423,52,2/17/2025
2799,508,75,2/17/2025
3364,422,52,2/17/2025
3857,441,53,2/17/2025
5397,438,53,2/17/2025
1415,421,52,2/18/2025
1496,415,52,2/18/2025
1657,425,53,2/18/2025
1875,282,75,2/18/2025
2335,441,53,2/18/2025
1722,421,52,2/19/2025
2412,293,75,2/19/2025
2823,216,20,2/19/2025
4257,425,53,2/19/2025
1450,316,20,2/23/2025
1855,423,52,2/23/2025
2986,439,53,2/23/2025
3215,320,76,2/23/2025
1515,442,53,2/24/2025
1864,422,52,2/24/2025
1981,508,75,2/24/2025
1985,283,76,2/25/2025
2452,444,53,2/25/2025
2828,435,53,2/26/2025
1414,384,46,3/2/2025
2284,173,17,3/2/2025
611,387,46,3/3/2025
1380,375,46,3/3/2025
1397,384,46,3/3/2025
2900,163,17,3/3/2025
851,387,46,3/4/2025
2152,188,16,3/4/2025
2299,163,17,3/4/2025
2924,384,46,3/4/2025
824,385,46,3/5/2025
1831,191,76,3/5/2025
2331,162,17,3/5/2025
5732,190,17,3/5/2025
2585,173,17,3/9/2025
3423,385,46,3/9/2025
3159,577,17,3/10/2025
5439,173,17,3/10/2025
5476,165,22,3/10/2025
873,375,46,3/11/2025
1959,164,17,3/11/2025
1977,178,22,3/11/2025
5447,176,17,3/11/2025
3212,165,22,3/12/2025
5095,163,17,3/12/2025
5293,172,17,3/12/2025
5295,172,17,3/12/2025
2371,163,17,3/16/2025
2547,164,17,3/16/2025
3598,176,17,3/16/2025
3339,165,22,3/17/2025
3469,175,17,3/17/2025
5294,173,17,3/17/2025
2164,194,76,3/18/2025
3520,577,17,3/18/2025
3795,577,17,3/19/2025
1326,433,47,3/23/2025
1997,188,16,3/24/2025
3395,433,47,3/24/2025
1940,188,16,3/25/2025
1943,433,47,3/25/2025
3278,433,47,3/25/2025
4358,432,47,3/25/2025
2656,375,46,3/26/2025
3267,432,47,3/26/2025
5361,432,47,3/26/2025
3739,399,56,4/1/2025
1964,161,17,4/1/2025
2443,430,47,4/1/2025
2781,399,56,4/2/2025
2885,161,17,4/2/2025
3872,429,47,4/2/2025
2283,161,17,4/6/2025
2861,399,56,4/6/2025
3237,430,47,4/6/2025
4232,370,46,4/6/2025
5753,283,76,4/6/2025
1535,430,47,4/7/2025
1581,427,47,4/7/2025
2147,383,47,4/7/2025
2747,161,17,4/7/2025
2862,399,56,4/7/2025
3765,239,21,4/7/2025
7032,287,75,4/7/2025
2373,161,17,4/8/2025
2634,180,16,4/8/2025
2831,400,56,4/8/2025
3093,399,56,4/8/2025
3259,383,47,4/8/2025
3648,427,47,4/8/2025
4352,427,47,4/8/2025
4865,430,47,4/8/2025
1873,161,17,4/9/2025
1905,400,56,4/9/2025
2073,214,20,4/9/2025
2259,383,47,4/9/2025
2369,181,16,4/9/2025
3472,474,60,4/9/2025
3734,430,47,4/9/2025
3875,427,47,4/9/2025
1761,341,40,4/10/2025
5841,399,56,4/10/2025
1538,430,47,4/13/2025
1924,179,16,4/13/2025
2316,214,20,4/13/2025
3301,161,17,4/13/2025
3602,275,25,4/13/2025
4412,382,47,4/13/2025
1329,246,21,4/14/2025
1932,179,16,4/14/2025
1956,382,47,4/14/2025
2225,161,17,4/14/2025
2362,209,20,4/14/2025
2923,382,47,4/14/2025
3853,430,47,4/14/2025
1520,430,47,4/15/2025
1557,482,41,4/15/2025
1852,291,75,4/15/2025
1856,179,16,4/15/2025
2142,184,16,4/15/2025
2608,382,47,4/15/2025
5092,53,5,4/15/2025
1695,427,47,4/22/2025
1698,183,16,4/22/2025
1901,383,47,4/22/2025
1930,184,16,4/22/2025
1939,180,16,4/22/2025
2399,184,16,4/22/2025
2538,478,60,4/22/2025
5368,477,60,4/22/2025
5396,478,60,4/22/2025
5440,477,60,4/22/2025
1545,412,52,4/23/2025
1784,477,60,4/23/2025
1817,475,60,4/23/2025
1872,383,47,4/23/2025
1907,184,16,4/23/2025
2055,183,16,4/23/2025
2202,180,16,4/23/2025
3239,478,60,4/23/2025
4395,474,60,4/23/2025
1649,427,47,4/24/2025
2084,383,47,4/24/2025
5935,477,60,4/24/2025
1483,430,47,4/27/2025
1543,429,47,4/27/2025
1636,427,47,4/27/2025
1788,183,16,4/27/2025
2069,468,56,4/27/2025
5076,179,16,4/27/2025
7199,383,47,4/27/2025
1565,382,47,4/28/2025
1834,468,56,4/28/2025
2046,180,16,4/28/2025
2153,183,16,4/28/2025
2455,383,47,4/28/2025
2990,430,47,4/28/2025
1567,382,47,4/29/2025
1685,430,47,4/29/2025
1868,180,16,4/29/2025
2330,183,16,4/29/2025
4247,383,47,4/29/2025
1317,294,4,4/30/2025
1534,427,47,4/30/2025
1604,429,47,4/30/2025
1749,183,16,4/30/2025
2033,427,47,4/30/2025
1500,430,47,5/1/2025
55,321,42,5/4/2025
165,46,13,5/4/2025
666,116,9,5/4/2025
740,7,14,5/4/2025
1058,388,54,5/4/2025
1498,298,26,5/4/2025
1515,442,53,5/4/2025
2258,283,76,5/4/2025
2832,29,4,5/4/2025
3282,218,21,5/4/2025
5835,370,46,5/4/2025
345,46,13,5/5/2025
388,321,42,5/5/2025
1091,7,14,5/5/2025
1191,296,26,5/5/2025
1519,218,21,5/5/2025
1825,286,76,5/5/2025
1864,422,52,5/5/2025
2512,369,46,5/5/2025
2534,7,14,5/5/2025
5669,442,53,5/5/2025
6190,118,9,5/5/2025
7181,33,4,5/5/2025
265,45,5,5/6/2025
359,322,42,5/6/2025
604,7,14,5/6/2025
616,41,4,5/6/2025
959,95,3,5/6/2025
1462,7,14,5/6/2025
2137,296,26,5/6/2025
2307,403,54,5/6/2025
2843,95,3,5/6/2025
3088,424,52,5/6/2025
3499,442,53,5/6/2025
3515,218,21,5/6/2025
5763,403,54,5/6/2025
5936,283,76,5/6/2025
6477,370,46,5/6/2025
887,141,13,5/7/2025
1063,7,14,5/7/2025
1275,482,41,5/7/2025
2335,441,53,5/7/2025
2928,36,4,5/7/2025
3284,44,5,5/7/2025
4262,95,3,5/7/2025
5118,297,26,5/7/2025
5330,369,46,5/7/2025
1888,401,54,5/7/2025
590,48,5,5/8/2025
874,141,13,5/8/2025
990,14,14,5/8/2025
2554,368,46,5/8/2025
2712,37,4,5/8/2025
2958,439,53,5/8/2025
3435,249,41,5/8/2025
4272,401,54,5/8/2025
5292,297,26,5/8/2025
157,328,42,5/11/2025
314,5,12,5/11/2025
497,242,41,5/11/2025
875,140,11,5/11/2025
1101,8,14,5/11/2025
1315,381,47,5/11/2025
1455,44,5,5/11/2025
1456,381,47,5/11/2025
1508,382,47,5/11/2025
1657,425,53,5/11/2025
1767,37,4,5/11/2025
1982,439,53,5/11/2025
2007,473,60,5/11/2025
2083,320,76,5/11/2025
2121,472,60,5/11/2025
2131,411,47,5/11/2025
2256,296,26,5/11/2025
2310,122,12,5/11/2025
2978,44,5,5/11/2025
3212,165,22,5/11/2025
3215,320,76,5/11/2025
3267,432,47,5/11/2025
4358,432,47,5/11/2025
4394,474,60,5/11/2025
4407,8,14,5/11/2025
5087,37,4,5/11/2025
6469,140,11,5/11/2025
5436,284,22,5/11/2025
371,48,5,5/12/2025
431,253,41,5/12/2025
507,260,41,5/12/2025
574,37,4,5/12/2025
578,123,12,5/12/2025
869,375,46,5/12/2025
930,8,14,5/12/2025
1242,294,4,5/12/2025
1326,433,47,5/12/2025
1485,382,47,5/12/2025
1710,140,11,5/12/2025
1782,216,20,5/12/2025
1802,411,47,5/12/2025
2515,370,46,5/12/2025
2539,474,60,5/12/2025
2587,326,42,5/12/2025
2642,423,52,5/12/2025
2656,375,46,5/12/2025
2755,140,11,5/12/2025
2823,216,20,5/12/2025
3060,140,11,5/12/2025
3220,405,57,5/12/2025
3232,403,54,5/12/2025
3423,385,46,5/12/2025
3432,49,5,5/12/2025
3537,467,60,5/12/2025
4288,379,54,5/12/2025
5397,438,53,5/12/2025
5476,165,22,5/12/2025
5872,15,14,5/12/2025
2555,284,22,5/12/2025
1089,120,12,5/12/2025
143,253,41,5/13/2025
180,46,13,5/13/2025
412,45,5,5/13/2025
480,275,25,5/13/2025
483,8,14,5/13/2025
493,259,21,5/13/2025
625,36,4,5/13/2025
680,123,12,5/13/2025
706,89,3,5/13/2025
723,7,14,5/13/2025
814,107,9,5/13/2025
873,375,46,5/13/2025
984,376,54,5/13/2025
1068,92,9,5/13/2025
1440,403,54,5/13/2025
1461,381,47,5/13/2025
1606,119,12,5/13/2025
1778,381,47,5/13/2025
2194,283,76,5/13/2025
2438,291,75,5/13/2025
2986,439,53,5/13/2025
3218,467,60,5/13/2025
3289,124,12,5/13/2025
3395,433,47,5/13/2025
3469,175,17,5/13/2025
3581,216,20,5/13/2025
4284,380,54,5/13/2025
5244,324,42,5/13/2025
5429,368,46,5/13/2025
5441,411,47,5/13/2025
1741,284,22,5/13/2025
85,324,42,5/14/2025
240,47,44,5/14/2025
251,45,5,5/14/2025
410,146,11,5/14/2025
481,273,25,5/14/2025
630,38,4,5/14/2025
702,259,21,5/14/2025
728,29,4,5/14/2025
759,116,9,5/14/2025
824,385,46,5/14/2025
851,387,46,5/14/2025
980,378,54,5/14/2025
1036,294,4,5/14/2025
1054,411,47,5/14/2025
1138,441,53,5/14/2025
1397,384,46,5/14/2025
1492,376,54,5/14/2025
1682,288,75,5/14/2025
2037,472,60,5/14/2025
2319,471,60,5/14/2025
2437,286,76,5/14/2025
2595,471,60,5/14/2025
3262,216,20,5/14/2025
3364,422,52,5/14/2025
3486,218,21,5/14/2025
3620,403,54,5/14/2025
3705,467,60,5/14/2025
3789,401,54,5/14/2025
4318,8,14,5/14/2025
5329,370,46,5/14/2025
5433,325,42,5/14/2025
5447,176,17,5/14/2025
4166,121,12,5/14/2025
26,411,47,5/15/2025
261,325,42,5/15/2025
550,273,25,5/15/2025
655,253,41,5/15/2025
687,121,12,5/15/2025
1132,298,26,5/15/2025
1164,41,4,5/15/2025
1406,286,76,5/15/2025
1687,288,75,5/15/2025
1748,33,4,5/15/2025
2123,47,44,5/15/2025
2207,403,54,5/15/2025
2751,380,54,5/15/2025
2934,273,25,5/15/2025
3454,401,54,5/15/2025
3795,577,17,5/15/2025
4278,317,20,5/15/2025
4460,324,42,5/15/2025
5033,378,54,5/15/2025
5348,8,14,5/15/2025
5361,432,47,5/15/2025
5626,367,46,5/15/2025
119,328,42,5/18/2025
334,275,25,5/18/2025
627,38,4,5/18/2025
938,8,14,5/18/2025
1053,242,41,5/18/2025
1380,375,46,5/18/2025
1412,381,47,5/18/2025
1522,320,76,5/18/2025
1842,298,26,5/18/2025
2196,472,60,5/18/2025
2533,14,14,5/18/2025
2865,474,60,5/18/2025
3159,577,17,5/18/2025
3251,218,21,5/18/2025
3366,401,54,5/18/2025
2224,181,16,5/18/2025
2,322,42,5/19/2025
430,253,41,5/19/2025
571,260,41,5/19/2025
700,8,14,5/19/2025
1123,35,4,5/19/2025
1617,381,47,5/19/2025
1730,287,75,5/19/2025
2016,473,60,5/19/2025
2309,221,21,5/19/2025
2452,444,53,5/19/2025
2594,471,60,5/19/2025
2605,218,21,5/19/2025
2729,378,54,5/19/2025
2924,384,46,5/19/2025
3520,577,17,5/19/2025
4208,401,54,5/19/2025
4653,381,47,5/19/2025
5254,297,26,5/19/2025
2332,181,16,5/19/2025
296,325,42,5/20/2025
584,260,41,5/20/2025
693,259,21,5/20/2025
1140,259,21,5/20/2025
1414,384,46,5/20/2025
1457,381,47,5/20/2025
1564,218,21,5/20/2025
1579,296,26,5/20/2025
1655,482,41,5/20/2025
1947,473,60,5/20/2025
1977,178,22,5/20/2025
2065,122,12,5/20/2025
2295,287,75,5/20/2025
2968,242,41,5/20/2025
3387,118,9,5/20/2025
3526,95,3,5/20/2025
3598,176,17,5/20/2025
3660,120,12,5/20/2025
5235,403,54,5/20/2025
16,321,42,5/27/2025
678,123,12,5/27/2025
1104,95,3,5/27/2025
1289,221,21,5/27/2025
1308,380,54,5/27/2025
1525,287,75,5/27/2025
1943,433,47,5/27/2025
2643,422,52,5/27/2025
2932,122,12,5/27/2025
5003,375,46,5/27/2025
5370,379,54,5/27/2025
2071,469,60,5/27/2025
5274,470,57,5/27/2025
3035,283,76,5/27/2025
611,387,46,5/28/2025
923,482,41,5/28/2025
924,378,54,5/28/2025
1194,121,12,5/28/2025
1686,403,54,5/28/2025
3278,433,47,5/28/2025
3857,441,53,5/28/2025
4257,425,53,5/28/2025
2188,469,60,5/28/2025
3478,470,57,5/28/2025
1689,376,54,5/28/2025
54,322,42,5/29/2025
698,119,12,5/29/2025
1141,249,41,5/29/2025
1722,421,52,5/29/2025
2265,35,4,5/29/2025
3835,119,12,5/29/2025
2070,469,60,5/29/2025
2473,470,57,5/29/2025
4395,474,60,6/1/2025
1535,430,47,6/1/2025
3301,161,17,6/1/2025
1785,184,16,6/1/2025
1549,368,46,6/1/2025
1270,39,4,6/1/2025
1339,41,4,6/1/2025
4583,35,4,6/1/2025
5263,119,12,6/1/2025
2727,110,9,6/1/2025
3417,105,9,6/1/2025
5455,92,9,6/1/2025
2201,505,7,6/1/2025
8930,583,5,6/1/2025
1581,427,47,6/1/2025
4865,430,47,6/1/2025
2990,430,47,6/2/2025
2862,399,56,6/2/2025
3472,474,60,6/2/2025
3237,430,47,6/2/2025
2259,383,47,6/2/2025
2373,161,17,6/2/2025
2142,184,16,6/2/2025
1533,369,46,6/2/2025
2687,35,4,6/2/2025
4487,39,4,6/2/2025
4506,41,4,6/2/2025
1469,119,12,6/2/2025
5251,119,12,6/2/2025
1119,105,9,6/2/2025
1702,92,9,6/2/2025
5671,110,9,6/2/2025
2427,53,5,6/2/2025
2612,505,7,6/2/2025
2781,399,56,6/2/2025
1873,161,17,6/2/2025
2861,399,56,6/3/2025
2443,430,47,6/3/2025
3853,430,47,6/3/2025
2747,161,17,6/3/2025
3739,399,56,6/3/2025
3259,383,47,6/3/2025
3465,369,46,6/3/2025
514,39,4,6/3/2025
1286,41,4,6/3/2025
3659,119,12,6/3/2025
3538,92,9,6/3/2025
5055,105,9,6/3/2025
6397,110,9,6/3/2025
2105,53,5,6/3/2025
3763,505,7,6/3/2025
2634,180,16,6/3/2025
1035,42,4,6/3/2025
1520,430,47,6/3/2025
2831,400,56,6/4/2025
3093,399,56,6/4/2025
2283,161,17,6/4/2025
1500,430,47,6/4/2025
3734,430,47,6/4/2025
2147,383,47,6/4/2025
5189,369,46,6/4/2025
1281,42,4,6/4/2025
4440,41,4,6/4/2025
6887,39,4,6/4/2025
477,119,12,6/4/2025
174,92,9,6/4/2025
1680,110,9,6/4/2025
5391,105,9,6/4/2025
5717,505,7,6/4/2025
5889,53,5,6/4/2025
5841,399,56,6/5/2025
1538,430,47,6/5/2025
1905,400,56,6/5/2025
1483,430,47,6/5/2025
1964,161,17,6/5/2025
3407,368,46,6/5/2025
1382,39,4,6/5/2025
2806,42,4,6/5/2025
4521,41,4,6/5/2025
4226,119,12,6/5/2025
5461,476,60,6/5/2025
649,92,9,6/5/2025
1957,105,9,6/5/2025
5854,110,9,6/5/2025
5823,583,5,6/5/2025
5947,505,7,6/5/2025
1762,157,16,6/8/2025
2084,383,47,6/8/2025
4412,382,47,6/8/2025
100,323,42,6/8/2025
1565,382,47,6/8/2025
863,10,14,6/8/2025
890,91,9,6/8/2025
1105,326,42,6/8/2025
1255,309,26,6/8/2025
1372,299,26,6/8/2025
1381,372,46,6/8/2025
1464,305,26,6/8/2025
1795,294,4,6/8/2025
2482,372,46,6/8/2025
2667,55,5,6/8/2025
2891,73,7,6/8/2025
4068,582,54,6/8/2025
4161,110,9,6/8/2025
5057,151,12,6/8/2025
5058,153,12,6/8/2025
5347,105,9,6/8/2025
6395,29,4,6/8/2025
6878,5,12,6/8/2025
1749,183,16,6/9/2025
1901,383,47,6/9/2025
1956,382,47,6/9/2025
2885,161,17,6/9/2025
1698,183,16,6/9/2025
144,322,42,6/9/2025
1567,382,47,6/9/2025
126,324,42,6/9/2025
416,151,12,6/9/2025
688,153,12,6/9/2025
733,10,14,6/9/2025
987,105,9,6/9/2025
1097,309,26,6/9/2025
1383,33,4,6/9/2025
1663,294,4,6/9/2025
2091,110,9,6/9/2025
2247,299,26,6/9/2025
3568,403,54,6/9/2025
3645,73,7,6/9/2025
3861,373,46,6/9/2025
5745,305,26,6/9/2025
5768,371,46,6/9/2025
5894,91,9,6/9/2025
7324,5,12,6/9/2025
3014,49,5,6/9/2025
2923,382,47,6/10/2025
2330,183,16,6/10/2025
1543,429,47,6/10/2025
1872,383,47,6/10/2025
2225,161,17,6/10/2025
2055,183,16,6/10/2025
355,10,14,6/10/2025
433,5,12,6/10/2025
682,151,12,6/10/2025
1746,371,46,6/10/2025
1751,297,26,6/10/2025
2440,294,4,6/10/2025
3310,94,3,6/10/2025
3589,403,54,6/10/2025
3717,153,12,6/10/2025
3733,42,4,6/10/2025
3826,71,7,6/10/2025
4063,105,9,6/10/2025
5186,373,46,6/10/2025
5706,324,42,6/10/2025
5787,310,4,6/10/2025
1358,33,4,6/10/2025
1590,553,9,6/10/2025
1604,429,47,6/11/2025
2608,382,47,6/11/2025
2369,181,16,6/11/2025
2455,383,47,6/11/2025
1,323,42,6/11/2025
124,324,42,6/11/2025
356,10,14,6/11/2025
406,151,12,6/11/2025
628,33,4,6/11/2025
1217,294,4,6/11/2025
1238,310,4,6/11/2025
1816,297,26,6/11/2025
4299,71,7,6/11/2025
4451,373,46,6/11/2025
4593,42,4,6/11/2025
5034,105,9,6/11/2025
5350,403,54,6/11/2025
5616,153,12,6/11/2025
6480,371,46,6/11/2025
5703,137,11,6/11/2025
1391,94,3,6/11/2025
1685,430,47,6/12/2025
1907,184,16,6/12/2025
4247,383,47,6/12/2025
2348,33,4,6/12/2025
2814,110,9,6/12/2025
332,5,12,6/12/2025
1079,94,3,6/12/2025
515,18,2,6/12/2025
659,153,12,6/12/2025
1057,10,14,6/12/2025
1144,42,4,6/12/2025
1312,310,4,6/12/2025
1827,582,54,6/12/2025
2237,118,9,6/12/2025
2671,373,46,6/12/2025
2947,476,60,6/12/2025
3230,324,42,6/12/2025
3751,373,46,6/12/2025
4499,299,26,6/12/2025
6898,71,7,6/12/2025
7020,153,12,6/12/2025
432,10,14,6/15/2025
644,39,4,6/15/2025
663,119,12,6/15/2025
807,50,5,6/15/2025
880,50,5,6/15/2025
1075,149,12,6/15/2025
1160,243,41,6/15/2025
1552,308,26,6/15/2025
1699,401,54,6/15/2025
2098,219,21,6/15/2025
2266,214,20,6/15/2025
3177,378,54,6/15/2025
3658,298,26,6/15/2025
3730,364,58,6/15/2025
300,3,14,6/15/2025
442,78,6,6/15/2025
4428,294,4,6/15/2025
5113,2,14,6/15/2025
819,105,9,6/15/2025
943,91,9,6/15/2025
3311,553,9,6/15/2025
2086,56,5,6/15/2025
3383,70,7,6/15/2025
3433,49,5,6/15/2025
5482,21,2,6/15/2025
329,10,14,6/16/2025
366,121,12,6/16/2025
396,39,4,6/16/2025
426,53,5,6/16/2025
490,78,6,6/16/2025
673,149,12,6/16/2025
730,10,14,6/16/2025
940,479,5,6/16/2025
1175,364,58,6/16/2025
2005,306,26,6/16/2025
3304,298,26,6/16/2025
3749,221,21,6/16/2025
3848,401,54,6/16/2025
4599,378,54,6/16/2025
5082,214,20,6/16/2025
5857,219,21,6/16/2025
562,2,14,6/16/2025
4334,294,4,6/16/2025
613,94,3,6/16/2025
623,118,9,6/16/2025
3397,553,9,6/16/2025
1216,53,5,6/16/2025
5216,70,7,6/16/2025
5288,49,5,6/16/2025
5709,19,2,6/16/2025
217,53,5,6/17/2025
220,48,5,6/17/2025
470,78,6,6/17/2025
741,121,12,6/17/2025
1130,39,4,6/17/2025
1927,209,20,6/17/2025
2749,124,12,6/17/2025
2774,217,21,6/17/2025
3271,13,14,6/17/2025
3305,298,26,6/17/2025
3495,149,12,6/17/2025
4252,364,58,6/17/2025
4574,306,26,6/17/2025
5051,378,54,6/17/2025
5126,3,14,6/17/2025
5234,401,54,6/17/2025
5499,221,21,6/17/2025
7280,2,14,6/17/2025
7,326,42,6/17/2025
778,118,9,6/17/2025
860,94,3,6/17/2025
3235,553,9,6/17/2025
2649,50,5,6/17/2025
3201,19,2,6/17/2025
2918,51,5,6/17/2025
1201,3,14,6/18/2025
4410,304,26,6/18/2025
670,2,14,6/18/2025
1060,304,26,6/18/2025
284,49,5,6/18/2025
304,149,12,6/18/2025
424,8,14,6/18/2025
464,78,6,6/18/2025
467,52,5,6/18/2025
624,39,4,6/18/2025
672,122,12,6/18/2025
691,3,14,6/18/2025
1328,364,58,6/18/2025
1708,401,54,6/18/2025
2134,306,26,6/18/2025
3250,209,20,6/18/2025
3342,225,21,6/18/2025
3812,217,21,6/18/2025
4477,308,26,6/18/2025
5957,585,54,6/18/2025
24,326,42,6/18/2025
811,118,9,6/18/2025
1996,553,9,6/18/2025
3207,94,3,6/18/2025
1178,50,5,6/18/2025
4215,55,5,6/18/2025
3402,19,2,6/18/2025
39,410,44,6/18/2025
440,78,6,6/19/2025
316,3,14,6/19/2025
421,479,5,6/19/2025
726,10,14,6/19/2025
896,49,5,6/19/2025
1320,122,12,6/19/2025
1368,218,21,6/19/2025
1863,209,20,6/19/2025
2704,298,26,6/19/2025
2921,401,54,6/19/2025
4355,364,58,6/19/2025
4483,149,12,6/19/2025
4567,379,54,6/19/2025
5185,217,21,6/19/2025
5879,306,26,6/19/2025
18,328,42,6/19/2025
1384,389,54,6/19/2025
721,118,9,6/19/2025
955,91,9,6/19/2025
3163,553,9,6/19/2025
5312,479,5,6/19/2025
5987,583,5,6/19/2025
3609,19,2,6/19/2025
2893,410,44,6/19/2025
4417,251,41,6/22/2025
828,251,41,6/22/2025
2786,482,41,6/22/2025
195,360,40,6/22/2025
4,323,42,6/22/2025
58,325,42,6/22/2025
1001,389,54,6/22/2025
769,115,9,6/22/2025
942,89,3,6/22/2025
1511,553,9,6/22/2025
3225,583,5,6/22/2025
5080,50,5,6/22/2025
1179,294,4,6/22/2025
1284,16,14,6/22/2025
1711,2,14,6/22/2025
5799,367,46,6/22/2025
435,272,25,6/22/2025
1933,267,25,6/22/2025
1263,254,41,6/22/2025
1151,362,40,6/22/2025
3371,309,26,6/22/2025
6789,308,26,6/22/2025
2313,209,20,6/22/2025
2441,225,21,6/22/2025
308,151,12,6/22/2025
587,121,12,6/22/2025
5196,144,11,6/22/2025
297,59,6,6/22/2025
744,59,6,6/22/2025
1424,290,75,6/22/2025
2795,287,75,6/22/2025
319,361,40,6/22/2025
1159,123,12,6/22/2025
40,359,40,6/22/2025
780,21,2,6/22/2025
1088,143,13,6/22/2025
631,35,4,6/22/2025
42,410,44,6/22/2025
772,64,6,6/22/2025
2101,475,60,6/22/2025
2550,476,60,6/22/2025
3384,70,7,6/22/2025
6286,81,7,6/22/2025
1167,435,53,6/22/2025
701,254,41,6/23/2025
6476,482,41,6/23/2025
2788,482,41,6/23/2025
5191,55,5,6/23/2025
184,361,40,6/23/2025
66,321,42,6/23/2025
76,322,42,6/23/2025
842,389,54,6/23/2025
1220,90,9,6/23/2025
2591,109,9,6/23/2025
5264,115,9,6/23/2025
1158,2,14,6/23/2025
1638,7,14,6/23/2025
3884,367,46,6/23/2025
256,341,40,6/23/2025
5442,264,25,6/23/2025
566,580,41,6/23/2025
1691,362,40,6/23/2025
1849,308,26,6/23/2025
1504,223,21,6/23/2025
2506,208,20,6/23/2025
4237,42,4,6/23/2025
175,144,11,6/23/2025
657,121,12,6/23/2025
667,151,12,6/23/2025
3852,124,12,6/23/2025
522,60,6,6/23/2025
849,59,6,6/23/2025
1523,290,75,6/23/2025
2160,290,75,6/23/2025
560,360,40,6/23/2025
685,123,12,6/23/2025
159,359,40,6/23/2025
1400,21,2,6/23/2025
2074,469,60,6/23/2025
970,143,13,6/23/2025
1244,35,4,6/23/2025
72,410,44,6/23/2025
2339,246,21,6/23/2025
2476,475,60,6/23/2025
3742,476,60,6/23/2025
1232,81,7,6/23/2025
1516,70,7,6/23/2025
2257,67,6,6/23/2025
5416,50,5,6/23/2025
2668,435,53,6/23/2025
404,87,7,6/24/2025
881,41,4,6/24/2025
34,334,42,6/24/2025
6370,123,12,6/24/2025
67,321,42,6/24/2025
1273,389,54,6/24/2025
1845,109,9,6/24/2025
2459,115,9,6/24/2025
4332,90,9,6/24/2025
2980,479,5,6/24/2025
5211,52,5,6/24/2025
734,7,14,6/24/2025
4497,13,14,6/24/2025
3379,366,46,6/24/2025
361,341,40,6/24/2025
1897,268,25,6/24/2025
492,580,41,6/24/2025
1599,362,40,6/24/2025
1452,309,26,6/24/2025
2793,308,26,6/24/2025
3722,208,20,6/24/2025
5104,223,21,6/24/2025
737,151,12,6/24/2025
950,145,11,6/24/2025
3829,124,12,6/24/2025
5175,121,12,6/24/2025
194,60,6,6/24/2025
602,68,13,6/24/2025
2645,314,75,6/24/2025
3869,287,75,6/24/2025
820,359,40,6/24/2025
2811,21,2,6/24/2025
69,335,40,6/24/2025
1195,143,13,6/24/2025
71,328,42,6/24/2025
641,35,4,6/24/2025
111,410,44,6/24/2025
1580,249,41,6/24/2025
3529,249,41,6/24/2025
2006,475,60,6/24/2025
5929,476,60,6/24/2025
2463,56,5,6/24/2025
3500,60,6,6/24/2025
4509,48,5,6/24/2025
6929,76,5,6/24/2025
5667,435,53,6/24/2025
3169,83,7,6/25/2025
1709,248,21,6/25/2025
11,328,42,6/25/2025
