sn,Procedure,Equipment,Compliance,Compliance2,Compliance3,Compliance4,Operational,Operational2,Operational3,Operational4
1772,1,1,1,1,1,1,1,1,1,1
1775,1,1,1,1,1,1,1,1,1,1
1776,1,1,1,1,1,1,1,1,1,1
1777,0,0,0,0,0,0,0,0,0,0
1778,1,1,0,1,1,1,0,1,1,1
1782,1,1,1,1,1,1,1,1,1,1
1783,1,1,1,1,1,1,1,1,1,1
1787,1,1,1,1,1,1,1,1,1,1
1788,1,1,1,1,1,1,1,1,1,1
1789,1,1,1,1,1,1,1,1,1,1
1791,1,1,1,1,1,1,1,1,1,1
1792,1,1,1,0,1,1,1,0,1,1
1794,1,1,1,1,1,1,1,1,0,1
1798,1,1,1,1,1,1,1,1,1,1
1799,1,1,1,0,1,0,1,0,1,0
1801,1,1,1,1,1,1,1,1,1,1
1802,1,1,1,1,1,1,1,1,1,1
1803,1,1,1,1,1,1,1,1,1,1
1804,1,1,1,1,1,1,1,1,1,1
1805,1,1,1,1,1,1,1,1,1,1
1809,1,1,1,0,1,1,1,1,1,1
1811,1,0,0,0,0,0,0,0,0,0
1817,1,1,1,1,1,1,1,1,1,1
1819,1,1,1,1,1,1,1,1,1,1
1826,1,1,1,1,1,1,1,1,1,1
1828,1,1,1,1,1,1,1,1,1,1
1829,1,1,1,1,1,1,1,1,1,1
1830,1,1,1,1,1,1,1,1,1,1
1832,1,1,1,0,1,0,1,0,1,0
1833,1,1,1,1,1,1,1,1,1,1
1834,1,1,1,1,1,1,1,1,1,1
1836,1,1,1,1,1,1,1,1,1,1
1837,1,1,1,1,1,1,1,1,1,1
1839,1,1,0,1,1,1,0,1,1,1
1846,1,1,1,1,1,1,1,1,1,1
1849,1,1,1,1,1,1,1,1,1,1
1853,1,1,1,1,1,1,1,1,1,1
1859,1,1,1,1,1,1,1,1,1,1
1860,0,0,0,0,0,0,0,0,0,0
1861,1,1,1,1,1,1,1,1,1,1
1862,1,1,1,1,1,1,1,1,1,1
1866,1,1,1,1,1,1,1,1,1,1
1868,1,1,1,1,1,1,1,1,1,1
1872,1,1,1,1,1,1,1,1,1,1
1874,0,0,0,0,0,0,0,0,0,0
1875,0,0,1,1,0,1,1,1,0,1
1877,1,1,1,0,1,1,1,0,1,1
1878,1,1,1,1,1,1,1,1,1,1
1879,1,1,1,1,1,1,1,1,1,1
1880,1,1,1,1,1,1,1,1,1,1
1881,1,1,1,1,1,1,1,1,1,1
1882,1,1,1,1,1,1,1,1,1,1
1884,1,1,1,1,1,0,1,1,1,0
1885,1,1,1,1,1,1,1,1,1,1
1888,1,1,1,1,1,1,1,1,1,1
1890,0,1,1,0,1,1,1,0,1,1
1894,1,1,1,1,1,1,1,1,1,1
1900,1,1,1,1,1,1,1,1,1,1
1901,1,1,1,1,1,1,1,1,1,1
1902,1,1,1,1,1,1,1,1,1,1
1903,1,1,1,1,1,1,1,1,1,1
1904,1,1,1,1,0,1,1,1,0,1
1907,1,1,1,1,1,1,1,0,1,1
1909,1,1,1,1,1,1,1,1,1,1
1912,1,1,1,1,1,1,1,1,1,1
1913,0,0,1,0,0,0,0,0,0,0
1915,1,1,1,1,0,1,1,1,0,1
1917,1,1,1,1,1,1,1,1,1,1
1922,1,0,1,0,0,0,1,0,0,0
1923,0,1,0,0,1,1,0,0,0,0
1924,0,1,1,1,0,1,1,1,0,1
1927,1,1,1,1,1,1,1,1,1,1
1928,1,1,1,1,1,1,1,1,1,1
1929,1,1,1,1,1,1,1,1,1,1
1931,1,1,1,1,1,1,1,1,1,1
1932,1,1,1,1,1,1,1,1,1,0
1934,1,1,1,0,1,1,1,0,1,1
1935,1,1,1,1,1,0,1,1,1,0
1936,1,1,1,1,1,1,1,1,1,1
1937,1,1,1,1,1,1,1,1,1,1
1939,1,1,1,1,1,1,1,1,1,1
1940,1,0,1,1,1,1,1,1,1,1
1941,1,1,1,1,1,1,1,1,1,1
1942,1,1,0,1,1,1,0,1,1,1
1943,1,1,1,1,1,1,1,1,1,1
1946,1,1,1,1,1,1,1,1,1,1
1947,1,1,1,1,1,1,1,1,1,1
1948,0,1,1,1,1,0,1,1,1,0
1949,0,0,0,0,0,0,0,0,0,0
1954,1,1,1,1,0,1,1,1,0,0
1955,1,1,1,1,1,1,1,1,1,1
1956,1,1,0,1,1,1,0,1,1,1
1958,1,1,1,1,1,1,1,1,1,1
1959,1,0,1,1,1,1,1,1,1,1
1961,1,1,1,1,1,1,1,1,0,1
1962,1,1,1,1,1,1,1,1,1,1
1963,1,1,1,1,1,1,1,1,1,1
1965,1,1,1,1,1,1,1,1,1,1
1966,1,1,1,1,1,1,1,1,1,1
1971,1,1,0,1,0,1,0,0,0,0
1972,1,1,1,1,1,1,1,1,1,1
1973,1,1,1,1,1,1,1,1,1,1
1975,1,1,1,1,1,1,1,1,1,1
1976,1,1,1,1,1,1,1,1,1,1
1978,1,1,1,1,1,1,1,1,1,1
1979,1,1,1,1,1,1,1,1,1,1
1981,1,1,1,1,1,1,1,1,0,1
1986,1,1,1,1,1,1,1,1,1,1
1987,1,1,1,1,1,1,1,1,1,1
1988,1,1,1,1,1,1,1,1,1,1
1990,1,1,1,0,1,1,1,0,1,1
1991,1,1,1,1,1,1,1,1,1,1
1992,1,1,1,1,1,1,1,1,1,1
1993,1,1,1,1,1,1,1,1,1,1
1995,1,1,1,1,1,1,1,1,1,1
2002,1,1,1,1,1,1,1,1,1,1
2004,1,1,1,1,1,1,1,1,1,1
2005,1,1,1,1,1,1,1,1,1,1
2006,1,1,1,1,1,1,1,1,1,1
2007,1,1,1,1,1,1,1,1,1,1
2010,1,1,1,1,1,0,1,1,1,0
2013,1,1,1,1,1,1,1,1,1,1
2014,1,1,1,1,1,1,1,1,1,1
2016,1,1,1,1,0,1,1,1,0,1
2019,1,1,1,1,1,1,1,1,1,1
2022,1,1,1,1,1,1,1,1,1,1
2023,1,0,0,1,1,0,0,1,1,1
2025,1,1,1,1,1,1,1,1,1,1
2027,1,1,1,1,1,1,1,1,1,1
2030,1,1,1,1,1,1,1,1,1,1
2031,1,1,1,1,1,1,1,1,1,1
2032,1,1,1,1,1,1,1,1,1,0
2033,1,1,1,1,1,1,0,1,1,1
2035,1,1,1,1,1,1,1,1,1,1
2036,1,1,1,1,1,1,1,1,1,1
2038,1,1,1,1,1,1,1,1,1,1
2039,1,1,1,1,1,1,1,1,1,1
2044,1,1,1,1,1,1,1,1,1,1
2049,1,1,1,1,1,1,1,1,1,1
2050,1,1,1,1,0,1,1,1,0,1
2051,1,1,1,1,1,1,1,1,1,1
2052,1,1,1,1,1,1,1,1,1,1
2054,1,1,1,1,1,1,1,1,1,1
2056,1,1,1,1,1,1,1,1,1,1
2058,1,1,1,1,1,1,1,1,1,1
2059,1,1,1,1,1,1,1,1,1,1
2061,0,0,0,0,0,0,0,0,0,0
2062,1,1,1,0,1,1,1,0,1,1
2063,1,1,1,1,1,1,1,1,1,1
2064,0,0,0,0,0,0,0,0,0,0
2065,1,0,1,1,1,1,1,1,1,1
2066,1,1,1,1,1,1,1,1,1,1
2073,1,1,1,1,0,0,0,1,1,0
2078,1,1,1,1,1,1,1,1,1,1
2079,1,1,1,1,1,1,1,1,1,1
2080,1,1,1,1,1,1,1,1,1,1
2083,1,1,1,1,1,1,1,1,1,1
2084,1,1,1,1,1,1,1,1,1,1
2086,1,1,1,1,1,1,1,1,1,1
2087,1,1,1,1,1,1,1,1,1,1
2088,1,0,1,1,1,1,1,1,1,1
2089,1,1,1,1,1,1,1,1,1,1
2092,1,1,1,1,1,1,1,1,1,1
2094,1,1,1,1,1,1,1,1,1,1
2097,1,1,1,1,0,0,1,1,0,1
2098,1,0,1,1,1,1,1,1,1,1
2099,0,1,1,1,1,1,1,1,1,1
2100,1,1,1,1,1,1,1,1,1,1
2101,1,1,0,1,1,1,0,1,1,1
2102,1,1,0,1,1,1,0,1,1,1
2104,1,1,1,1,1,1,1,1,1,1
2105,1,1,1,1,1,1,1,1,1,1
2107,1,1,0,1,0,0,0,1,0,0
2108,1,1,1,1,1,1,1,1,0,1
2110,1,1,1,1,1,1,1,1,1,1
2111,1,1,1,1,1,1,1,0,1,1
2112,1,1,1,1,1,1,1,1,1,0
2113,1,1,1,1,1,1,1,1,1,1
2114,1,1,1,0,1,1,1,0,1,1
2115,1,1,1,1,1,1,1,1,1,1
2116,1,1,1,1,1,1,1,1,1,1
2117,1,1,1,1,1,1,1,1,1,1
2118,0,1,1,1,1,1,1,0,1,1
2119,1,1,1,1,1,1,1,1,1,1
2120,1,1,1,1,1,1,1,1,1,1
2121,1,1,1,1,1,1,1,1,1,1
2123,1,1,1,1,1,1,1,1,1,1
2125,1,1,1,1,1,1,1,1,1,1
2127,1,1,1,0,0,1,1,0,0,1
2129,1,1,1,1,1,1,1,1,1,1
2130,1,1,0,1,1,1,0,1,1,1
2131,1,1,1,1,1,1,1,1,1,1
2132,1,1,1,1,1,1,1,1,1,1
2133,1,1,1,1,1,1,0,1,1,1
2135,1,1,1,1,1,1,1,1,1,1
2136,1,1,1,1,1,1,1,1,1,1
2137,0,1,1,0,1,0,1,1,0,0
2142,1,1,1,1,1,1,1,1,1,1
2143,1,1,1,1,1,0,1,1,1,0
2146,0,0,0,0,1,1,0,0,1,1
2149,1,1,1,1,1,1,1,1,1,1
2150,1,1,1,1,1,1,1,1,1,1
2153,1,1,1,1,1,1,1,1,1,1
2154,1,1,1,1,1,1,1,1,1,1
2155,1,1,1,1,1,1,1,1,1,1
2156,1,1,1,1,1,1,1,1,1,1
2159,1,1,1,1,1,1,1,1,1,1
2160,1,1,1,1,0,1,1,1,0,1
2161,1,1,1,1,1,1,1,1,1,1
2164,1,0,1,0,1,1,1,1,1,1
2166,1,1,1,1,1,1,1,1,1,0
2167,1,1,1,1,1,1,1,1,1,1
2169,1,1,1,1,1,1,1,1,1,1
2170,1,1,1,1,1,1,1,1,1,1
2175,1,1,1,1,1,1,1,1,1,1
2177,1,1,1,1,1,1,1,1,1,1
2178,1,1,0,1,1,1,0,1,1,1
2183,1,1,1,1,0,1,1,1,0,1
2189,1,1,1,1,1,1,1,1,1,1
2190,1,1,1,1,1,1,1,1,1,1
2191,1,1,1,1,1,1,1,1,1,1
2193,1,1,1,1,1,1,1,1,1,1
2194,0,1,1,1,1,1,1,1,1,1
2197,1,1,1,1,1,1,1,1,1,1
2199,1,1,1,1,1,1,1,1,1,1
2201,1,1,1,1,1,1,1,1,1,1
2202,1,1,1,1,1,1,1,1,1,1
2204,0,1,1,1,1,1,1,1,1,1
2205,1,1,0,0,0,1,0,0,0,1
2206,1,1,1,1,1,1,1,1,1,1
2207,1,1,1,1,1,1,1,1,1,1
2209,1,1,1,1,1,1,0,1,1,1
2213,1,1,1,1,1,1,1,1,1,1
2214,1,1,1,1,1,1,1,1,1,1
2215,1,1,1,1,1,1,1,1,1,1
2218,1,1,1,1,1,1,1,1,1,1
2221,1,1,1,1,1,1,1,1,1,1
2223,1,1,1,1,1,1,1,1,1,1
2228,0,1,0,0,0,1,0,0,0,0
2230,1,1,1,1,1,1,1,1,1,1
2233,0,1,1,1,1,0,1,1,1,0
2234,1,1,0,1,1,1,0,1,1,1
2237,1,0,0,0,0,0,0,0,0,1
2238,1,1,0,1,1,0,0,1,1,0
2239,1,1,1,0,1,1,1,0,1,1
2241,1,1,1,1,1,1,1,1,1,1
2242,1,1,1,1,1,1,1,1,1,1
2243,1,1,1,1,1,1,1,1,1,1
2244,1,1,1,1,1,1,1,1,1,1
2245,1,1,1,1,1,1,1,1,1,1
2249,1,1,1,1,1,1,1,1,1,1
2251,1,1,1,1,1,1,1,1,1,1
2252,1,1,1,1,0,1,1,1,0,1
2253,1,1,1,1,1,1,1,1,1,1
2255,1,1,1,1,1,1,1,1,1,1
2256,0,0,0,0,0,0,0,0,0,0
2257,1,1,1,1,1,1,1,1,1,1
2262,1,1,1,1,1,1,1,1,1,1
2264,1,1,1,1,1,1,1,1,1,1
2265,1,1,1,1,1,1,1,1,1,1
2269,1,1,0,1,1,1,0,0,0,1
2270,1,1,1,1,1,1,1,1,1,1
2271,1,1,1,1,1,1,1,1,1,1
2273,1,1,1,1,1,1,1,1,1,1
2274,1,1,1,1,1,1,1,1,0,1
2275,1,1,1,1,0,1,1,1,0,1
2276,1,1,1,1,1,1,1,1,1,1
2277,1,1,1,1,1,1,1,1,1,1
2281,0,0,1,1,1,1,1,1,1,1
2283,0,1,1,1,1,1,1,1,1,1
2285,1,1,1,1,1,1,1,1,1,1
2286,1,1,1,1,1,1,1,1,1,1
2287,1,1,1,1,1,1,1,1,1,1
2288,1,1,1,1,1,1,1,1,1,1
2291,1,1,1,1,1,1,1,1,1,1
2292,1,0,0,1,1,1,0,1,0,0
2293,0,0,0,1,1,0,0,1,1,0
2295,1,1,0,1,1,1,0,1,0,1
2297,1,1,1,1,1,1,1,1,1,1
2300,1,1,1,1,1,1,1,1,1,1
2306,1,1,1,1,1,1,1,1,1,1
2307,1,1,1,1,1,1,1,1,1,1
2309,1,1,1,1,0,1,1,1,0,1
2310,1,1,1,1,1,0,1,1,1,0
2311,1,1,1,1,1,1,1,1,1,1
2312,0,0,0,0,0,1,0,0,0,1
2313,1,1,1,1,1,0,1,1,1,0
2315,1,1,1,1,1,1,1,1,1,1
2317,1,1,1,1,1,1,1,1,1,1
2318,1,1,1,1,1,1,1,1,1,1
2319,1,1,1,1,1,1,1,1,1,1
2322,1,1,1,1,1,0,1,0,1,0
2325,1,1,1,1,1,1,1,1,1,1
2326,1,1,1,1,1,1,0,1,1,1
2330,1,1,1,1,1,1,1,1,1,1
2331,1,1,1,1,1,0,1,1,1,0
2332,0,0,0,0,0,0,0,0,0,0
2333,1,1,1,1,1,1,1,1,1,1
2334,1,1,1,1,0,0,1,1,0,0
2335,1,1,1,1,1,1,1,1,1,1
2336,0,0,1,0,1,1,1,0,1,1
2337,1,1,1,1,1,1,1,1,1,1
2339,1,1,1,1,1,1,1,1,1,1
2350,1,1,1,1,1,1,1,1,1,1
2351,1,1,1,1,1,1,1,1,1,1
2352,0,0,1,0,0,1,1,0,0,1
2354,1,0,1,1,1,0,0,1,1,0
2355,0,0,0,0,1,0,0,0,0,0
2357,1,1,1,1,1,1,1,1,1,1
2358,1,1,1,1,1,1,1,1,1,1
2359,1,1,1,1,1,1,1,1,1,1
2361,0,1,1,1,1,1,1,1,1,1
2367,1,1,1,1,1,1,1,1,1,1
2369,1,1,1,1,1,1,1,1,1,1
2387,0,1,1,1,1,1,1,1,1,1
2388,1,1,1,1,1,1,1,1,1,1
2400,1,1,0,1,1,1,0,1,1,1
2402,1,1,1,1,1,1,1,1,1,1
2405,1,1,1,1,1,1,1,1,1,1
2417,1,1,1,1,1,1,1,1,1,1
2418,1,1,1,1,1,1,1,1,1,1
2420,1,1,1,1,1,1,1,1,1,1
2421,1,0,1,1,1,1,1,1,1,1
2422,1,1,1,1,1,1,1,1,1,1
2426,1,1,1,1,1,1,1,1,1,1
2428,1,1,1,1,1,1,1,1,1,1
2429,1,1,1,1,1,1,1,1,1,1
2434,1,1,1,1,1,1,1,1,1,1
2435,1,1,1,1,1,1,1,1,1,1
2436,0,1,0,0,0,0,0,0,1,0
2437,1,1,1,1,0,1,1,1,0,1
2438,0,0,0,1,0,1,0,1,0,1
2439,1,1,1,1,1,1,1,1,1,1
2441,1,1,1,1,1,1,1,1,1,1
2443,1,1,1,1,1,1,1,1,1,1
2444,1,1,1,1,1,1,1,0,1,1
2447,1,1,1,1,1,1,1,1,1,1
2450,1,1,1,1,1,1,1,1,1,1
2453,1,1,1,1,1,1,1,1,1,1
2455,1,1,1,1,1,1,1,1,1,1
2460,1,1,1,1,1,1,1,1,1,1
2463,1,1,1,1,1,1,1,1,1,1
2464,1,1,1,1,1,0,1,1,1,0
2469,1,1,1,1,1,1,1,1,1,1
2471,1,1,1,1,1,0,1,1,1,0
2472,1,1,1,1,1,1,1,1,1,1
2474,1,1,1,1,1,1,1,1,1,1
2475,1,1,1,1,1,1,1,1,1,1
2476,1,1,1,1,1,1,1,1,1,1
2480,1,1,1,1,1,1,1,1,1,1
2481,1,1,1,1,1,1,1,1,1,1
2482,1,1,1,1,1,1,1,1,1,1
2484,1,1,0,0,0,1,0,0,0,1
2485,1,1,1,1,1,1,1,1,1,1
2491,1,1,1,1,1,1,1,1,1,1
2492,1,1,1,1,1,1,1,1,1,1
2494,1,1,1,0,1,1,1,0,1,1
2495,1,1,1,1,1,1,1,1,1,1
2502,1,1,1,1,1,1,1,1,1,1
2504,1,1,1,1,1,0,1,0,1,1
2505,1,1,1,1,1,1,1,1,1,1
2506,1,1,1,1,1,1,1,1,1,1
2507,1,1,1,1,1,1,1,1,1,1
2508,1,1,1,1,1,1,1,1,1,1
2509,1,1,1,1,1,1,1,1,1,1
2511,1,1,1,1,1,1,1,1,1,1
2512,1,1,1,1,1,1,1,1,1,1
2514,1,1,0,1,0,1,0,1,0,1
2517,1,1,1,1,1,1,1,1,1,1
2518,0,0,0,1,0,0,0,1,0,0
2519,1,1,1,1,1,1,1,1,1,1
2520,1,1,1,1,1,1,1,1,1,1
2522,1,1,1,1,1,0,1,1,1,0
2523,1,1,1,1,0,1,1,1,0,1
2527,1,1,1,1,1,1,1,1,1,1
2528,1,1,1,1,1,1,1,1,1,1
2532,1,1,1,1,1,1,1,1,1,1
2533,1,1,1,1,1,1,1,1,1,1
2534,1,1,1,1,1,1,1,1,1,1
2535,1,1,1,1,1,0,1,1,1,0
2536,1,1,1,1,1,1,1,1,1,1
2537,1,1,1,1,1,1,1,1,1,1
2539,1,1,1,1,1,1,1,1,1,1
2540,1,1,1,1,1,1,1,1,1,1
2541,1,0,1,1,1,1,1,1,1,1
2544,0,1,0,0,1,1,0,0,0,1
2547,1,1,1,1,1,1,1,1,1,1
2549,1,1,1,1,1,1,1,1,1,1
2550,1,1,1,1,1,1,1,1,1,1
2551,1,1,1,1,1,1,1,1,1,1
2553,1,1,1,1,1,1,1,1,1,1
2554,1,1,1,1,1,1,1,1,1,1
2555,0,0,0,0,1,1,0,0,1,1
2558,1,1,1,1,1,1,1,1,1,1
2559,1,1,1,1,1,1,1,1,1,1
2565,1,1,1,1,1,1,1,1,1,1
2567,1,1,1,1,1,1,1,1,1,1
2571,1,1,1,1,1,1,1,1,1,1
2574,1,0,0,0,0,0,0,0,0,0
2575,0,0,0,0,0,0,0,0,0,0
2576,1,1,1,1,1,1,1,1,1,1
2580,0,1,1,1,1,1,1,1,1,1
2581,1,1,1,1,1,1,1,1,1,1
2584,1,1,1,1,1,1,1,1,1,1
2587,1,1,1,1,1,1,1,1,1,1
2588,1,1,1,1,1,1,1,1,1,1
2592,1,1,1,1,1,1,1,1,1,1
2593,1,1,1,1,1,1,1,1,1,1
2595,1,1,1,1,1,1,1,1,1,1
2596,1,1,0,0,0,1,0,0,0,1
2597,1,1,1,1,1,1,1,1,1,1
2599,1,1,1,1,1,1,1,1,1,1
2600,1,1,1,1,1,1,1,1,1,1
2603,1,1,1,0,1,1,1,0,1,1
2605,1,1,1,1,1,0,1,1,1,0
2608,1,1,1,0,1,1,1,0,1,1
2609,1,1,1,1,1,1,1,1,1,1
2610,1,1,1,1,1,1,1,1,1,1
2611,1,1,1,1,1,1,1,1,1,1
2612,1,1,1,1,1,1,1,1,1,1
2614,0,0,0,0,0,0,0,0,0,0
2615,1,1,1,1,1,1,1,1,1,1
2616,1,1,1,1,1,1,1,1,1,1
2617,1,1,1,1,1,1,1,1,1,1
2618,1,1,1,1,1,1,1,1,1,1
2619,1,1,1,1,1,1,1,1,1,1
2621,1,1,1,1,1,1,1,1,1,1
2626,1,1,0,1,1,1,0,1,1,1
2628,0,0,0,0,0,0,0,0,0,0
2630,1,1,1,1,1,1,1,1,1,1
2631,0,0,1,0,1,0,0,0,0,0
2637,1,1,1,1,1,1,1,1,1,1
2638,1,1,1,1,1,1,1,1,1,1
2641,1,1,1,1,1,1,1,0,0,1
2642,1,1,1,1,1,1,1,1,1,1
2643,1,1,1,1,1,1,1,1,1,1
2644,1,1,1,0,1,1,1,0,0,1
2649,1,1,1,1,1,1,1,0,1,1
2656,0,0,0,0,0,0,0,0,0,0
2658,1,1,1,1,1,1,1,1,1,1
2663,1,1,1,1,1,1,1,1,1,1
2665,1,1,1,1,1,1,1,1,1,1
2667,1,1,0,1,1,1,0,1,1,1
2668,1,1,1,1,1,1,1,1,1,1
2671,1,1,1,1,1,1,0,1,1,1
2672,1,1,1,1,1,1,1,1,1,1
2674,1,1,1,1,1,1,1,1,1,1
2679,1,1,1,1,1,1,1,1,1,1
2680,1,1,1,1,1,1,1,1,1,1
2687,1,1,1,1,1,1,1,1,1,1
2688,1,1,1,1,1,1,1,1,1,1
2690,1,1,1,1,1,1,1,1,0,1
2691,1,1,1,1,1,1,1,1,1,1
2692,1,1,1,1,1,1,1,1,1,1
2695,1,1,1,1,1,1,1,1,1,0
2697,1,1,1,1,1,1,1,1,1,1
2702,1,1,1,1,1,0,1,1,1,0
2703,1,1,1,1,1,1,1,1,1,1
2704,1,1,1,0,1,1,1,0,1,1
2705,1,1,1,1,1,0,1,1,1,0
2706,1,1,1,1,1,1,1,1,1,1
2708,1,1,1,1,1,1,1,1,1,1
2712,1,1,1,1,1,1,1,1,1,1
2713,1,1,1,1,1,1,1,1,1,1
2714,1,1,1,1,1,1,1,1,1,1
2715,1,1,1,1,1,1,1,1,1,1
2716,1,1,1,1,1,1,1,1,1,1
2717,1,1,1,1,0,1,1,1,0,1
2720,0,0,1,1,1,1,1,1,1,1
2722,1,1,1,1,1,1,1,1,1,1
2723,1,1,1,1,1,1,1,1,1,1
2725,1,1,1,1,1,1,1,1,1,1
2726,1,1,1,1,1,1,1,1,1,1
2727,1,1,1,1,1,1,1,1,1,1
2728,1,1,1,1,1,1,1,1,1,1
2730,1,1,1,1,1,1,1,1,1,1
2732,1,1,1,1,1,1,1,1,1,1
2733,1,1,1,0,1,0,0,0,1,0
2734,1,1,1,1,1,1,1,1,1,1
2739,1,1,1,1,1,1,1,1,1,1
2748,1,0,0,1,0,1,0,1,0,1
2749,1,1,1,1,1,1,1,1,1,1
2752,1,1,1,1,1,1,1,1,1,1
2753,1,1,1,1,1,1,1,1,1,1
2755,1,1,1,1,1,1,1,1,1,1
2756,0,0,0,0,0,1,0,0,0,1
2757,1,1,1,1,1,1,1,1,1,1
2758,1,1,1,1,1,1,1,1,1,1
2761,1,1,1,1,1,1,1,1,1,1
2762,1,1,1,1,1,1,1,1,1,1
2763,1,1,1,1,1,1,1,1,1,1
2764,1,1,1,1,1,0,1,1,1,0
2766,1,1,1,1,1,1,1,1,1,1
2767,1,1,1,1,1,1,1,1,1,1
2768,1,1,1,1,1,1,1,1,1,1
2769,1,1,0,1,0,0,1,1,1,1
2771,1,1,1,1,1,1,1,1,1,1
2772,1,1,1,1,1,1,1,1,1,1
2777,1,1,1,1,1,1,1,1,1,1
2780,1,1,1,1,1,1,1,1,1,1
2781,1,1,1,1,1,1,1,1,1,1
2782,1,1,1,1,1,1,1,1,1,1
2784,1,1,1,1,1,1,1,1,1,1
2786,1,1,1,1,1,1,1,1,1,1
2787,1,1,1,1,1,0,1,1,1,1
2788,1,1,1,1,1,0,1,1,1,0
2789,1,1,1,1,1,1,1,1,1,1
2793,1,1,1,1,1,1,1,1,0,1
2796,1,1,1,1,0,1,1,1,0,1
2799,1,1,1,1,1,1,1,1,1,1
2803,1,1,1,0,0,1,1,1,0,1
2804,1,1,1,1,1,1,1,1,1,1
2806,1,1,1,0,1,1,1,0,1,1
2807,1,1,1,1,1,1,1,1,1,1
2808,0,0,1,1,1,0,1,0,1,0
2809,1,1,1,1,1,1,1,1,1,1
2811,1,1,1,1,0,1,1,1,0,1
2812,1,1,1,1,1,1,1,1,1,1
2813,1,1,1,1,1,1,1,1,1,1
2814,1,1,1,0,1,1,1,0,1,1
2815,1,1,1,1,1,0,1,1,1,0
2816,1,1,1,1,1,1,0,0,1,1
2818,1,1,1,0,1,1,1,0,1,1
2819,1,1,0,1,1,1,0,1,1,1
2820,1,1,1,1,0,1,1,1,0,1
2821,1,1,1,1,1,1,0,1,1,1
2822,1,1,1,1,1,1,1,1,0,1
2823,1,1,1,1,1,1,1,1,1,1
2825,1,1,1,1,1,1,1,1,1,1
2827,1,1,1,1,0,1,1,1,1,1
2828,1,1,1,1,1,1,1,1,1,1
2830,1,1,1,1,1,1,1,1,1,1
2831,1,1,1,1,1,1,1,1,1,1
2832,1,0,0,0,0,0,0,0,0,0
2836,0,0,0,1,1,1,0,1,1,1
2838,1,1,1,1,1,1,1,1,1,1
2841,1,1,1,1,1,1,1,1,1,1
2842,1,1,1,1,1,1,1,1,1,1
2843,1,1,1,1,1,1,0,1,1,1
2844,1,1,1,0,1,0,1,0,1,0
2845,1,1,1,0,0,1,1,0,0,1
2846,0,0,0,0,0,0,0,0,0,0
2847,1,1,1,1,1,1,1,1,1,1
2850,1,1,1,1,1,1,1,1,1,1
2852,1,1,1,1,1,1,1,1,1,1
2853,1,1,1,1,1,1,1,1,1,1
2854,0,1,1,1,0,1,1,1,1,1
2855,0,0,0,1,1,1,0,1,0,1
2857,1,1,1,1,1,1,1,1,1,1
2859,1,1,1,1,1,1,1,1,1,1
2860,1,1,1,1,1,1,1,0,1,1
2862,1,1,1,1,1,1,1,1,1,1
2864,1,1,1,1,1,1,1,1,1,1
2866,1,1,1,1,1,1,1,1,1,1
2867,1,1,1,1,1,1,1,1,1,1
2869,1,1,1,1,1,1,1,1,1,1
2872,1,1,1,1,1,1,1,1,1,1
2874,1,1,1,1,1,1,1,1,1,1
2881,1,0,1,1,1,0,1,1,1,0
2882,1,1,1,1,1,1,1,1,1,1
2883,1,1,1,1,1,1,1,1,1,1
2884,1,1,1,1,1,1,1,1,1,1
2886,1,1,1,1,1,1,1,1,1,1
2888,1,1,1,1,1,1,1,1,1,1
2889,1,1,1,1,1,1,1,1,1,1
2890,1,1,1,1,1,1,1,1,1,1
2891,1,1,1,1,1,1,1,1,0,1
2892,1,1,1,1,1,1,1,1,1,1
2893,1,1,1,1,1,1,1,1,1,1
2894,1,1,1,1,1,1,1,1,1,1
2910,1,1,1,1,1,1,1,1,1,1
2911,1,1,1,1,1,1,1,1,1,1
2912,1,1,1,1,1,0,1,1,1,0
2913,1,1,1,1,1,1,1,1,1,1
2914,1,1,1,1,1,1,1,1,1,1
2915,1,1,1,1,1,1,1,1,1,1
2917,1,1,1,1,1,1,1,1,1,1
2921,1,1,1,0,1,1,1,0,1,1
2922,1,1,1,1,1,1,1,1,1,1
2923,1,1,1,1,1,1,1,1,1,1
2924,1,1,1,1,1,1,1,1,1,1
2927,1,1,1,0,1,1,1,0,1,1
2928,0,1,1,1,1,1,1,1,1,1
2929,1,1,1,1,1,1,1,1,1,1
2931,1,1,1,1,1,1,1,1,1,1
2932,1,1,1,0,1,1,1,0,1,1
2933,1,1,1,1,1,1,0,1,0,0
2937,1,1,1,1,1,1,1,1,1,1
2938,1,1,1,1,1,1,1,1,1,1
2939,1,1,1,1,1,0,1,1,1,0
2941,1,1,0,0,0,0,0,0,0,0
2945,0,0,1,0,1,0,1,0,1,0
2946,1,1,1,1,1,1,1,1,1,1
2947,1,1,1,1,1,1,1,1,1,1
2948,1,1,1,1,1,1,1,1,1,1
2950,1,1,1,1,1,1,1,1,1,1
2951,1,1,1,1,1,1,1,1,1,1
2952,1,1,1,1,1,1,1,1,1,1
2955,0,0,0,1,1,0,0,0,1,0
2956,1,1,0,1,1,1,0,1,1,1
2957,1,1,1,1,1,0,1,1,1,0
2958,1,1,1,1,1,1,1,1,1,1
2962,1,1,0,0,0,1,0,0,1,1
2965,1,1,1,0,1,1,1,0,1,1
2966,1,1,1,1,1,1,1,1,1,1
2967,1,1,1,1,0,1,1,1,0,1
