Userid2,Store,Store Rank
BAA005F,3750,2
PJM005I,3751,2
J0B0376,3752,2
C0H0JOU,3754,2
TBCUNNI,3757,2
G0I00B8,3758,2
S0A0F4Q,3760,2
K0B0O9K,3761,2
TPWHEEL,3762,2
C0R04MO,3763,2
JLR00RR,3764,2
M0P07EO,3765,2
MJHALL,3768,2
CLCINTR,3774,2
WRSADOY,3777,2
MEMATCH,3778,2
K0S0KEF,3780,2
RSR003W,3785,2
JMS00CB,3788,2
J0H0RMO,3789,2
MDKONRA,3790,2
PTMILLE,3792,2
MLS00BF,3794,2
R0G01AE,3796,2
CCREMED,3801,2
AMRUGGI,3802,2
K0G01SB,3805,2
NMC004P,3806,2
RMM00H4,3807,2
CKSWART,3809,2
TLTHIVE,3812,2
FGALBAR,3817,2
M0G0BSD,3823,2
RSWASSE,3824,2
M0H09NI,3826,2
MDM00ME,3828,2
CWLANE,3829,2
DJDOWNS,3830,2
A0W0MPR,3833,2
LWOWENS,3835,2
H0G02NN,3837,2
KSL001O,3838,2
JIKETCH,3840,2
CMM00Q7,3842,2
J0A06SN,3846,2
S0J021H,3847,2
MAM00YV,3848,2
B0M00OE,3850,2
JPBRADL,3852,2
MFAMERI,3853,2
H0W05O3,3857,2
BCWOOD,3860,2
KLN0031,3861,2
SRSTUTT,3862,2
TATALMA,3867,2
LEH004A,3868,2
R0W013H,3872,2
T0B0KLC,3874,2
M0M04R9,3875,2
RLS00JV,3877,2
MDHOUCH,3880,2
VLTOMAS,3883,2
CJM006Y,3884,2
BMLUNA,3886,2
A0F03N9,3887,2
A0G03L3,3888,2
D0P05B8,3889,2
MDPECHU,3891,2
R0C01XJ,3894,2
CEM001F,3897,2
AND0040,3899,2
S0C0OYI,3935,2
JAL00G9,3947,2
JRMYNAT,3959,2
R0M0576,3988,2
DLI0013,4053,2
JRB004Y,4054,2
RBUSH2,4055,2
N0G00HL,4056,2
BEL002C,4057,2
C0M0AG3,4068,2
K0H06PE,4100,2
TDPATEL,4101,2
NDB003P,4102,2
M0V00A3,4103,2
K0I005M,4104,2
J0S0IB5,4105,2
E0M072X,4108,2
MAABBAS,4111,2
J0V0DWZ,4112,2
CMNIELS,4114,2
J0C0U52,4115,2
L0V00FV,4127,2
E0H0B27,4128,2
L0B0EUB,4131,2
F0C01KP,4132,2
MYP000G,4137,2
R0C03BH,4140,2
ORJ0005,4141,2
M0D0105,4142,2
JEBARKE,4145,2
J0V08KU,4147,2
TFENWIC,4148,2
F0M00J5,4153,2
RLBOUGE,4159,2
BNKING,4160,2
A0A05T5,4161,2
SBMCWIL,4163,2
JJZAMAN,4165,2
JPM008T,4166,2
MCM00CL,4168,2
T0L02S9,4169,2
HQGIANG,4171,2
LMS00DF,4176,2
E0E01YB,4180,2
MBP0018,4183,2
JAM01CM,4184,2
V0A00WJ,4185,2
JCSENSI,4187,2
S0P04CZ,4188,2
E0G00XJ,4189,2
C0R0HGY,4194,2
ARC00D4,4195,2
FJGRECO,4196,2
DJFINCH,4197,2
S0G0565,4198,2
LAB005Y,4200,2
R0H0218,4201,2
M0M119L,4202,2
B0K02T2,4203,2
M0L0PXH,4208,2
JWH006L,4209,2
LAR00EF,4210,2
DRSENTO,4211,2
NHP0006,4216,2
ELCRAFT,4219,2
J0T04AX,4220,2
K0A019T,4221,2
L0H0GEO,4223,2
A0S0B24,4224,2
CTMAUK,4226,2
ESF000H,4230,2
J0V03DF,4231,2
J0K06JM,4232,2
JLSHANN,4235,2
A0E02Q6,4238,2
J0R0Y9V,4239,2
C0N037K,4240,2
CJH00GA,4241,2
TMF003B,4243,2
B0T06HR,4244,2
HAW001Q,4246,2
JFMURR,4247,2
J0H11W0,4249,2
RDBETHE,4250,2
VABEYAL,4252,2
R0D0BFT,4253,2
F0D02TN,4255,2
S0W09UC,4256,2
TSH0052,4257,2
C0F052Q,4258,2
J0D0AND,4259,2
Y0G020M,4260,2
S0S09ZP,4262,2
TSW0022,4264,2
C0S044O,4272,2
BNEVENS,4273,2
G0H03V2,4274,2
SLC00A1,4275,2
NSKILGO,4277,2
A0S06T3,4278,2
S0T06BI,4281,2
AWD000O,4283,2
CDRYERS,4284,2
JRA007F,4286,2
M0K01RM,4288,2
J0W0AF5,4293,2
JNRAGSD,4299,2
K0A020B,4303,2
ARO002C,4309,2
S1B04RN,4317,2
MWM001Q,4321,2
NCBAUMF,4322,2
DJBATTE,4324,2
A0C0MP8,4325,2
JSB0051,4330,2
MAKLEBA,4333,2
K0F0274,4334,2
DTDERBY,4335,2
MDN002B,4337,2
A0D05NR,4339,2
RCV000D,4340,2
O0G009E,4341,2
JSFARAB,4348,2
A0B05PD,4350,2
TJRIXEN,4352,2
JRDIEUD,4354,2
A0B0WN8,4355,2
RCIBRIA,4356,2
JBCABRE,4357,2
S0P02SR,4358,2
T0B0L36,4359,2
TBORRER,4365,2
A0M0633,4370,2
S0S0WBM,4372,2
CMFICKE,4374,2
SKR004O,4375,2
L0B01R4,4376,2
KJW0098,4377,2
JLC004Z,4380,2
JJS00EU,4381,2
M0W0AEI,4388,2
RAH007V,4392,2
BJMUMFO,4393,2
NNMATHE,4394,2
H0V013Q,4395,2
RSLACHA,4403,2
JEC00A5,4409,2
NGH0012,4410,2
KRSHAY,4412,2
CMG00GT,4413,2
L0C04E0,4414,2
E0D016P,4415,2
AEW002Z,4416,2
CEL002T,4417,2
CMKINNA,4423,2
CVKEMP,4424,2
A0C1A73,4425,2
ACSHAW,4427,2
YLC000K,4430,2
C0A014D,4431,2
AGC005F,4432,2
W0T00F5,4434,2
APSCHUB,4435,2
AOFEDRI,4438,2
K0T07OQ,4439,2
WAB002Q,4440,2
JCDEVOE,4441,2
KAM00NC,4444,2
N0M0BMR,4446,2
DJPERSO,4451,2
RVROGER,4453,2
H0S05QT,4460,2
JNP003P,4461,2
B0M0BO3,4464,2
ALSEN,4465,2
B0M0GUC,4466,2
KRM0071,4468,2
KWCASTL,4470,2
D0G0AJP,4471,2
S0L076L,4472,2
MCLAGUN,4473,2
F0R02D8,4474,2
TARIEDL,4475,2
TESALEE,4476,2
KEPAXSO,4478,2
KLSTARK,4479,2
ARBONIL,4482,2
CRGRAMS,4483,2
BLOCONN,4487,2
RRR004Z,4488,2
TLM00GL,4490,2
TMLEMLE,4494,2
J0C0LS1,4497,2
ADB00A4,4498,2
GRDAVIS,4501,2
MGP001Y,4503,2
ARB0054,4504,2
C0V0182,4508,2
D0N008Z,4509,2
WAG000V,4511,2
L0W04HN,4514,2
MJC00BZ,4516,2
D0D01BF,4519,2
C0D0ARU,4520,2
SRSICKL,4521,2
B0C05CV,4524,2
ANGANGE,4525,2
R0W01GD,4528,2
O0O01OU,4530,2
R0R01IK,4533,2
ACALLOR,4540,2
N0C02CG,4543,2
RPRIOLE,4546,2
DRHARBI,4553,2
TAB002S,4557,2
A0M093W,4560,2
DCJ003E,4561,2
T0M0J97,4563,2
MRKOLES,4565,2
T0M0DTB,4567,2
SLW00GS,4568,2
AFLAROC,4569,2
MLDORSE,4574,2
D0S026V,4579,2
A0B03KK,4580,2
RAABALO,4581,2
J0U0145,4582,2
A0R0CPT,4583,2
B0N0287,4585,2
J0B07EY,4586,2
PNH000A,4588,2
ALK005U,4589,2
JSCURNU,4590,2
CLWINE,4593,2
BDLAYE,4594,2
D0S03AL,4595,2
R0R0GGC,4597,2
MPSANDL,4599,2
JMMATNE,4600,2
M0T084Y,4603,2
ALTIMPE,4606,2
MWWYLIE,4607,2
JMH00MB,4609,2
DCALMON,4611,2
J0K00M5,4615,2
JRC00HK,4616,2
C0S07QC,4617,2
JKW004E,4619,2
LLL001U,4625,2
JGMCCAR,4627,2
BSNELLI,4635,2
LDWESLE,4636,2
J0Y02FP,4637,2
RFLAMBE,4638,2
S0P0HYK,4639,2
D0G04E8,4641,2
C0G01IW,4643,2
LHCHAFF,4648,2
MCWEBBE,4653,2
JCHARMO,4654,2
J0R0TPQ,4655,2
TOBASS,4657,2
DAK0038,4664,2
H0S08L6,4667,2
CIDENTO,4673,2
D0C0CR6,4677,2
ASLATER,4678,2
T0D08PG,4681,2
TJO001L,4682,2
J0S0COY,4683,2
APT001K,4686,2
J0M07GO,4689,2
TJDENNI,4690,2
KCB001P,4691,2
RRDUCHE,4692,2
BAW00AE,4695,2
H0A03MF,4696,2
JLT00II,4697,2
AWH000G,4699,2
B0H054R,4706,2
MPC002I,4734,2
KBECTON,4756,2
TAOLSON,4757,2
KRLONGT,4762,2
J0J0CNO,4826,2
KPO000J,4848,2
JEH005O,4849,2
JEMOREA,4865,2
EAV002E,5003,2
C0H01HE,5005,2
SAF006P,5007,2
SNBRYAN,5013,2
JEV002B,5014,2
JFIMPER,5023,2
KJWATSO,5025,2
PFHUTCH,5027,2
CMB00HD,5029,2
N0B01OE,5030,2
FMROJAS,5032,2
VGG000B,5033,2
K0A04ED,5035,2
MTS007Q,5036,2
JMR00ZC,5037,2
M0S054Q,5041,2
K0T051T,5043,2
ANASHTO,5044,2
J0P0SNG,5048,2
EGKUHL,5049,2
GLVENEG,5051,2
Y0G04HW,5055,2
JAMORTO,5057,2
ENZELAY,5058,2
PWLATIN,5060,2
D0M0E5R,5062,2
L0W090G,5063,2
JDCASTI,5065,2
A0O03NM,5066,2
AMW0033,5070,2
TBKRAUS,5071,2
S0C0IQN,5072,2
D0A024R,5073,2
PWDAVIS,5075,2
DLCORRI,5076,2
EER003L,5077,2
DLASHWO,5078,2
JLJ00H9,5079,2
F0K00EF,5082,2
VBG0003,5087,2
MADINNE,5089,2
JAG00Q2,5090,2
E0S03FM,5091,2
J0T02EP,5092,2
KMAGNAN,5093,2
L0L0857,5096,2
D0C08ME,5097,2
ALESTEP,5098,2
C0S0IHZ,5099,2
M0T03ZI,5100,2
T0T010K,5101,2
AML009Y,5102,2
M0J02BK,5103,2
J0F01FV,5104,2
B0B0H5G,5106,2
MTH002G,5107,2
A0O01RT,5108,2
A0C18L6,5109,2
ALL0094,5110,2
MLM0049,5113,2
M0W03FQ,5115,2
NAGONZA,5116,2
D0A0182,5117,2
B0C0E9D,5118,2
BCMILLS,5119,2
PRGLADN,5122,2
KKDAS,5123,2
E0E02B4,5124,2
EDW0020,5126,2
N0K02W7,5127,2
DDRENNI,5132,2
TKBUCHA,5133,2
RMA0038,5134,2
SMFARNS,5135,2
CAG00F2,5136,2
KEDURAN,5137,2
J0R0TA2,5139,2
N0T01LQ,5140,2
ZWZGODA,5141,2
KJNORMA,5143,2
MPG002Y,5144,2
I0P00N8,5145,2
L0L05WW,5146,2
J0F08DY,5147,2
CEA000L,5148,2
M0R09V7,5149,2
ACS00C3,5151,2
M0P01NA,5152,2
BBRAZO,5154,2
L0T01SQ,5156,2
TMPLACE,5157,2
PMB001J,5159,2
J0E01Y5,5160,2
N0S08TO,5162,2
ELMACIA,5165,2
MAC00N3,5166,2
T0V002I,5167,2
DAN0036,5168,2
KAREINS,5170,2
KOJONAS,5172,2
M0B0E4O,5173,2
C0M072B,5174,2
H0C02D8,5175,2
PAGOULD,5178,2
V0S040E,5179,2
MLB00CF,5182,2
R0G01OE,5183,2
MOTEDRI,5184,2
B0B022X,5185,2
M0L0AZU,5186,2
S0H07DL,5188,2
LNV000E,5189,2
JSMAYNA,5190,2
DEBRADF,5191,2
M0M03R0,5192,2
T0B00WA,5193,2
A0O03WB,5196,2
KLC00G1,5197,2
AMW0097,5199,2
D0B06YE,5203,2
CRKEYS,5204,2
SGB000Y,5205,2
MJWEBER,5206,2
KKOANG,5207,2
CMBUTSC,5210,2
VJLONG,5211,2
D0M0I3F,5214,2
AGT0028,5215,2
TLSWAN,5216,2
MRW00B7,5218,2
RAMCGAN,5219,2
D0G016X,5221,2
J0D0RFY,5231,2
C0H07QA,5232,2
A0F01Z6,5233,2
HRC0020,5234,2
WJS0010,5235,2
RMH006F,5236,2
PRVIDAS,5239,2
S0M0426,5240,2
K0S0DO7,5241,2
M0D0A9R,5242,2
BWORR,5244,2
B0F05VY,5246,2
VMW001G,5247,2
MRR0080,5248,2
ACR008A,5250,2
K0B0HVF,5251,2
KDLANDE,5253,2
HPFRANC,5254,2
I0M00J8,5255,2
GTRENT,5256,2
C0E00TO,5257,2
JJN0034,5258,2
DFKIRLI,5259,2
E0J0446,5261,2
K0T03ZE,5262,2
VRH000T,5263,2
DJBISSA,5264,2
MAV0065,5265,2
KDB009O,5266,2
JKR004L,5267,2
J0H10MZ,5269,2
MALEDES,5270,2
BJO0011,5272,2
TLL006M,5273,2
AEAKION,5274,2
TLW00HS,5275,2
TMC00EE,5276,2
S0H09EJ,5279,2
CAR00HH,5281,2
JSE002X,5285,2
GAB0028,5287,2
COM001C,5291,2
FBURFOR,5292,2
DAA008T,5296,2
V0C02SC,5297,2
CBC001K,5301,2
JLV005E,5303,2
JTM002F,5304,2
MYPATRO,5305,2
T0W0D76,5306,2
JSVAUGH,5307,2
JLSTANT,5308,2
SLHOWAR,5309,2
JDM00YV,5311,2
LCHEE,5314,2
EBS001E,5316,2
ACC006X,5321,2
J0M02KT,5326,2
CDM00EB,5330,2
NYF0006,5331,2
P0G03HS,5334,2
CYJACQU,5335,2
ALSOURJ,5336,2
A0P0780,5337,2
MAR00HM,5338,2
SAPULLI,5340,2
JLE006S,5341,2
A0A02B6,5342,2
A0P04TW,5343,2
M0B06CU,5346,2
GOSBORN,5350,2
ALSACKS,5355,2
KRPAINT,5356,2
J0M1O4A,5358,2
M0B0XUT,5359,2
MJSONNE,5360,2
NPP000U,5361,2
MCHUDGE,5363,2
BKPIGEO,5364,2
J0S0BV5,5365,2
ALB00I8,5366,2
M0B09Y7,5367,2
JAS00I1,5368,2
J0C0314,5369,2
A0S02RU,5370,2
SMF0082,5373,2
JMS00BI,5374,2
BMY000A,5376,2
C0L06KM,5378,2
CAFORCI,5379,2
C0R0862,5384,2
S0V02E2,5386,2
MWL0014,5387,2
MCP0017,5389,2
S0G041A,5391,2
BGRUTRO,5393,2
MHM002S,5394,2
PSRICE,5396,2
NBOLAR,5398,2
AAP0066,5399,2
TLBLOSS,5408,2
MLHUDAK,5410,2
J0K07ZF,5414,2
C0C0K02,5416,2
B0G04TN,5418,2
J0J0AIV,5419,2
MMJUNIO,5422,2
DEBRASS,5423,2
DDB003U,5424,2
CSW005K,5425,2
HKAMERI,5427,2
SJC00B8,5428,2
B0C02QU,5430,2
MEGERMA,5432,2
JRGASTO,5433,2
RWOLPHA,5434,2
LEL001B,5435,2
A0B0V5R,5440,2
L0W0BD7,5441,2
C0S04VZ,5443,2
J0A0R52,5444,2
P0N00TX,5445,2
J0S0ULD,5449,2
N0A049Z,5450,2
AKDUVAL,5451,2
AJSTINC,5452,2
ELADAMS,5453,2
M0J038W,5455,2
EFORTIZ,5458,2
IBLENOI,5459,2
E0P0509,5460,2
H0K04UO,5461,2
SBM000S,5462,2
S0M06UV,5463,2
JNHICKE,5466,2
JLDARNE,5467,2
KEWERTZ,5470,2
J0N03WT,5471,2
J0A01R9,5472,2
DJNULL,5477,2
SRW002Y,5479,2
JDM00HC,5482,2
J0E05JS,5483,2
EPETTYC,5485,2
B0L025V,5487,2
ZTM0018,5489,2
DKCUNNI,5491,2
KESEIBE,5492,2
D0H0D6A,5494,2
EJE001N,5497,2
SMHIPKE,5498,2
DMDICKT,5499,2
MBSHAIK,5600,2
T0P0CCD,5601,2
M0S03DK,5604,2
ARVARTY,5608,2
M0S02ES,5612,2
HCMEADO,5615,2
I0L0327,5616,2
SLRUIZ,5622,2
LDF0026,5623,2
SPL001D,5624,2
S0H0A1Z,5626,2
M0R0H2P,5628,2
D0H0270,5629,2
D0G0E58,5632,2
T0M0KV7,5641,2
KJESTRA,5644,2
DVBIDDL,5653,2
KPT000R,5654,2
S0G03O5,5657,2
ERLOPEZ,5663,2
R0A040R,5667,2
HLH003B,5668,2
RLHECTO,5670,2
CGKAPPE,5672,2
MAA00K9,5673,2
JKBAGWE,5676,2
CMS00DB,5678,2
J0L0EAV,5686,2
TLG0086,5689,2
DSPELAY,5691,2
JSDAHME,5692,2
AGC002I,5693,2
D0H050L,5695,2
JMM00MB,5701,2
LCWILFO,5703,2
H0K035J,5704,2
D0J08X3,5706,2
CAP00AE,5707,2
L0C033Z,5710,2
R0G01B8,5713,2
WEGARDN,5715,2
PAM0064,5716,2
P0D01H0,5717,2
MTC002K,5719,2
BJPICKE,5722,2
MFCOSAN,5725,2
DMD006Q,5727,2
C0W081I,5732,2
C0B0TFH,5734,2
N0W05SG,5737,2
BDM0074,5738,2
KJS0024,5740,2
M0N00OV,5741,2
RSLANE,5743,2
A0M07NL,5744,2
JMW00TE,5747,2
S0D01SU,5748,2
G0V012N,5751,2
MDG0098,5752,2
K0W04MY,5754,2
RASTOTT,5755,2
M0L0LCT,5758,2
W0H00X9,5759,2
BMSANTA,5760,2
JAOLOFS,5763,2
MAS013O,5764,2
VARAMIL,5766,2
ONBLAKE,5767,2
ACB008B,5769,2
WLRAUGH,5771,2
J0A05E3,5772,2
C0W02S2,5776,2
BJGLUCK,5777,2
M0P04ZG,5780,2
JHW002C,5782,2
LBB001O,5789,2
LGW000R,5790,2
S0T01AX,5791,2
CDB0077,5797,2
SOP0002,5799,2
DAMORAG,5804,2
JRY0016,5805,2
TRR001H,5806,2
JCB00EE,5807,2
CDI000C,5809,2
ACSCURR,5812,2
LLT001B,5813,2
TMM00C6,5815,2
ALSORRE,5816,2
JESANTO,5817,2
VIHERRE,5818,2
RAH005I,5819,2
CBC001H,5820,2
AYM000L,5823,2
MSL001O,5826,2
BLM00CM,5829,2
S0C07WM,5831,2
K0L00UG,5832,2
OPMAKA,5835,2
A0M07P3,5837,2
J0M032X,5839,2
VIFRAIL,5840,2
ZBOSNJA,5841,2
SLY001Q,5842,2
D0R02BR,5843,2
MLMCCLU,5845,2
A0G027F,5846,2
WASOLIM,5848,2
AJL00AN,5851,2
SAD0067,5853,2
BAT003M,5855,2
M0N049O,5857,2
JFLEGAS,5858,2
R0S07SF,5859,2
ELP0035,5861,2
KLBALTA,5864,2
JMHAGGA,5866,2
JLS01DV,5869,2
T0G01AE,5871,2
MCDUSSA,5872,2
CFS001A,5874,2
AJR00C5,5875,2
A0S04K9,5876,2
K0K01JG,5880,2
RDJ0031,5883,2
T0L0CHW,5884,2
VMR002M,5886,2
A0J03UH,5889,2
AIS001V,5890,2
TLKNORR,5893,2
F0T01RN,5894,2
CPHANNA,5908,2
FALEO,5923,2
RMM00AO,5929,2
S0V00PW,5930,2
CDS00BD,5935,2
WJETANA,5936,2
M0V0118,5938,2
J0R02UL,5944,2
R0Q00AA,5945,2
C0I0045,5947,2
CLK0053,5956,2
NAVERAZ,5957,2
JDMENJI,5959,2
ALB00IZ,5960,2
JPMCCLI,5963,2
PPOKHAR,5968,2
GJKNUDS,5976,2
PTV0003,5977,2
DAF006E,5979,2
D0W024M,5982,2
TME000O,5987,2
R0M0AYC,5988,2
KLB00CR,5990,2
JKGOETZ,5991,2
W0R00AC,5992,2
CAR00G2,5996,2
J0H08MF,6078,2
JRR00E2,6098,2
S0P08WC,6165,2
TMHINES,6166,2
MDHAVIC,6170,2
NDD0019,6172,2
A0H0S49,6174,2
SMBERGM,6207,2
L0G03PO,6226,2
J0O02AM,6233,2
RNCLEND,6243,2
MCSTANC,6263,2
A0S0TX5,6264,2
LNJ0016,6286,2
HOA0004,6323,2
T0R019Q,6370,2
AAC00EX,6392,2
J0A04BY,6397,2
BKGEERT,6398,2
RLA004K,6467,2
J0S0GTV,6469,2
VEBROCK,6470,2
MGIUFFR,6477,2
JEROMER,6480,2
B0D00PH,6531,2
RJW006F,6548,2
ARB001Z,6576,2
WWBAGLE,6577,2
A0L0699,6585,2
REZELLE,6586,2
A0T040I,6587,2
BLBROUS,6590,2
J0V08KS,6786,2
JTPENA,6813,2
KNSLAUG,6814,2
A0H0WFL,6828,2
J0V0BI7,6850,2
NHO0006,6851,2
H0G05WX,6876,2
VQHANNA,6878,2
WAHOWAR,6879,2
J0S1A7Z,6887,2
E0O00D7,6894,2
P0R01A5,6898,2
TLKIGHT,6929,2
M0J02ZC,6932,2
MAFEDER,6936,2
SPLUCAS,6937,2
PEHEIM,6941,2
JRF005Q,6943,2
CWS0035,6951,2
EBILLME,6952,2
SMCOSTL,6953,2
ACE0027,6958,2
AJSWATS,6960,2
JDBRICE,6962,2
G0L05AD,6963,2
LRJ0036,6964,2
J0T05VT,6967,2
C0J02AL,6968,2
P0H01ZK,6971,2
DCG002M,6975,2
JMD00CJ,6978,2
C0W074R,6998,2
ANWHISN,7004,2
IMA000V,7020,2
S0F03TG,7032,2
H0S04G1,7062,2
SCPORTE,7072,2
KJW00AV,7087,2
GSJ001O,7098,2
DOR000X,7099,2
MLB00E7,7127,2
JKG0020,7129,2
TAHIRN,7137,2
T0W04WY,7146,2
RLT006U,7156,2
ATANTAN,7168,2
KLZAWHO,7174,2
DRL0025,7177,2
CCWILLE,7178,2
I0G00JP,7180,2
DLB00SP,7181,2
CDB00GZ,7194,2
G0L024K,7199,2
LGLANTZ,7205,2
CLD008Y,7206,2
J0T0BAX,7218,2
JLCARLO,7221,2
CMR005D,7235,2
EJCONLO,7240,2
JMAKEY,7242,2
EBR000N,7246,2
KRL001J,7247,2
E0G06L1,7249,2
BSBRANU,7294,2
LAB00HD,7296,2
ANRUSSE,7298,2
N0R05IW,7299,2
WHW000P,7304,2
RFLANG,7307,2
KAD007O,7308,2
C0T0181,7315,2
D0U003W,7317,2
F0M00VV,7320,2
KNR0032,7324,2
JTKIEHL,7326,2
WLSHIRL,7334,2
SAR00F6,7337,2
DAC00CG,7339,2
SASTEIN,7342,2
J0B03NY,7357,2
D0R04K6,7361,2
YNASIR,8930,2
