Stores,Dept, July End Inv 
2417,94," 19,019 "
2417,98," 18,101 "
2420,80," 10,530 "
2420,93," 72,350 "
2420,94," 40,545 "
2420,98," 26,929 "
2421,80," 18,800 "
2421,93," 50,909 "
2421,94," 17,203 "
2421,98," 22,588 "
2424,80," 12,019 "
2424,93," 34,101 "
2424,94," 26,576 "
2424,98," 13,147 "
2425,80," 6,865 "
2425,93," 25,229 "
2425,94," 9,792 "
2425,98," 13,779 "
2426,80," 13,475 "
2426,93," 61,189 "
2426,94," 32,760 "
2426,98," 21,345 "
2427,80," 21,843 "
2427,93," 7,490 "
2427,94," 24,518 "
2427,98," 23,100 "
2428,80," 13,515 "
2428,93," 38,437 "
2428,94," 14,270 "
2428,98," 19,824 "
2429,80," 25,136 "
2429,93," 48,217 "
2429,94," 25,422 "
2429,98," 18,735 "
2431,80," 5,081 "
2431,93," 32,016 "
2431,94," 18,685 "
2431,98," 7,158 "
2432,80," 11,671 "
2432,93," 36,848 "
2432,94," 32,361 "
2432,98," 16,863 "
2433,80," 8,250 "
2433,93," 32,270 "
2433,94," 30,556 "
2433,98," 11,090 "
2434,80," 8,872 "
2434,93," 45,093 "
2434,94," 15,766 "
2434,98," 23,007 "
2435,80," 25,038 "
2435,93," 76,659 "
2435,94," 22,060 "
2435,98," 25,836 "
2436,80," 15,142 "
2436,93," 56,950 "
2436,94," 41,684 "
2436,98," 19,207 "
2437,80," 11,546 "
2437,93," 34,777 "
2437,94," 21,180 "
2437,98," 17,491 "
2438,80," 11,697 "
2438,93," 34,515 "
2438,94," 21,014 "
2438,98," 19,615 "
2439,80," 9,124 "
2439,93," 44,847 "
2439,94," 22,240 "
2439,98," 18,961 "
2440,80," 14,689 "
2440,93," 53,350 "
2440,94," 26,067 "
2440,98," 21,327 "
2441,80," 14,159 "
2441,93," 60,496 "
2441,94," 22,086 "
2441,98," 16,864 "
2442,80," 8,760 "
2442,93," 35,532 "
2442,94," 15,154 "
2442,98," 9,408 "
2443,80," 8,725 "
2443,93," 38,954 "
2443,94," 18,320 "
2443,98," 27,454 "
2444,80," 17,735 "
2444,93," 54,510 "
2444,94," 39,346 "
2444,98," (20,169)"
2445,80," 10,585 "
2445,93," 40,634 "
2445,94," 13,520 "
2445,98," 20,177 "
2446,80," 16,864 "
2446,93," 53,035 "
2446,94," 29,653 "
2446,98," 26,242 "
2447,80," 23,124 "
2447,93," 47,532 "
2447,94," 27,614 "
2447,98," 15,840 "
2448,80," 10,496 "
2448,93," 55,263 "
2448,94," 20,929 "
2448,98," 23,610 "
2451,80," 1,919 "
2451,93," 24,125 "
2451,94," 17,841 "
2451,98," 6,467 "
2452,80," 15,493 "
2452,93," 102,239 "
2452,94," 36,864 "
2452,98," 22,925 "
2453,80," 5,456 "
2453,93," 46,315 "
2453,94," 28,810 "
2453,98," 37,759 "
2455,80," 22,020 "
2455,93," 49,001 "
2455,94," 25,790 "
2455,98," 20,690 "
2457,80," 15,453 "
2457,93," 45,640 "
2457,94," 34,776 "
2457,98," 13,937 "
2458,80," 13,355 "
2458,93," 52,100 "
2458,94," 29,683 "
2458,98," 24,585 "
2459,80," 12,661 "
2459,93," 48,978 "
2459,94," 24,907 "
2459,98," 17,832 "
2460,80," 10,189 "
2460,93," 34,792 "
2460,94," 16,404 "
2460,98," 25,864 "
2463,80," 12,649 "
2463,93," 50,975 "
2463,94," 43,514 "
2463,98," 18,262 "
2464,80," 29,055 "
2464,93," 49,826 "
2464,94," 42,819 "
2464,98," 30,555 "
2465,80," 8,940 "
2465,93," 58,936 "
2465,94," 17,977 "
2465,98," 13,596 "
2466,80," 3,555 "
2466,94, (49)
2466,98, 76 
2468,80," 3,722 "
2468,93," 30,597 "
2468,94," 13,245 "
2468,98," 4,193 "
2469,80," 20,775 "
2469,93," 42,728 "
2469,94," 28,865 "
2469,98," 22,475 "
2471,80," 16,186 "
2471,93," 40,652 "
2471,94," 20,072 "
2471,98," 19,091 "
2472,80," 26,789 "
2472,93," 50,169 "
2472,94," 30,890 "
2472,98," 21,564 "
2474,80," 8,945 "
2474,93," 35,508 "
2474,94," 20,682 "
2474,98," 18,689 "
2475,80," 10,405 "
2475,93," 39,414 "
2475,94," 28,757 "
2475,98," 17,711 "
2476,80," 14,733 "
2476,93," 61,565 "
2476,94," 29,376 "
2476,98," 25,600 "
2477,80," 15,292 "
2477,93," 53,975 "
2477,94," 26,969 "
2477,98," 21,105 "
2479,80," 15,186 "
2479,93," 62,801 "
2479,94," 50,826 "
2479,98," 20,457 "
2480,80," 12,199 "
2480,93," 40,787 "
2480,94," 27,417 "
2480,98," 21,877 "
2481,80," 13,365 "
2481,93," 44,113 "
2481,94," 26,413 "
2481,98," 35,908 "
2482,80," 44,259 "
2482,93," 79,523 "
2482,94," 33,696 "
2482,98," 31,598 "
2483,80," 8,765 "
2483,93," 54,665 "
2483,94," 49,871 "
2483,98," 19,558 "
2484,80," 10,485 "
2484,93," 46,542 "
2484,94," 29,440 "
2484,98," 14,203 "
2485,80," 8,727 "
2485,93," 44,723 "
2485,94," 29,357 "
2485,98," 22,867 "
2486,80," 6,648 "
2486,93," 53,640 "
2486,94," 35,079 "
2486,98," 6,783 "
2487,80," 5,985 "
2487,93," 23,142 "
2487,94," 16,451 "
2487,98," 6,936 "
2488,80," 10,259 "
2488,93," 34,694 "
2488,94," 19,038 "
2488,98," 7,503 "
2491,80," 13,563 "
2491,93," 42,400 "
2491,94," 13,172 "
2491,98," 19,848 "
2492,80," 10,971 "
2492,93," 39,842 "
2492,94," 28,505 "
2492,98," 16,551 "
2493,80," 21,575 "
2493,93," 43,468 "
2493,94," 16,537 "
2493,98," 19,308 "
2494,80," 10,866 "
2494,93," 48,627 "
2494,94," 37,021 "
2494,98," 18,617 "
2496,80," 16,183 "
2496,93," 46,610 "
2496,94," 28,367 "
2496,98," 22,822 "
2497,80," 9,860 "
2497,93," 46,937 "
2497,94," 17,152 "
2497,98," 26,984 "
2499,80," 11,570 "
2499,93," 39,156 "
2499,94," 24,499 "
2499,98," 11,503 "
2502,80," 21,813 "
2502,93," 44,795 "
2502,94," 30,513 "
2502,98," 25,493 "
2503,80," 16,354 "
2503,93," 50,925 "
2503,94," 31,357 "
2503,98," 16,794 "
2504,80," 23,195 "
2504,93," 43,006 "
2504,94," 22,399 "
2504,98," 16,795 "
2505,80," 16,344 "
2505,93," 57,842 "
2505,94," 39,015 "
2505,98," 23,512 "
2506,80," 11,493 "
2506,93," 56,552 "
2506,94," 40,992 "
2506,98," 22,765 "
2508,80," 14,651 "
2508,93," 55,558 "
2508,94," 31,876 "
2508,98," 24,587 "
2509,80," 10,550 "
2509,93," 44,745 "
2509,94," 19,761 "
2509,98," 18,005 "
2510,80," 8,469 "
2510,93," 45,044 "
2510,94," 15,699 "
2510,98," 16,606 "
2511,80," 11,798 "
2511,93," 51,645 "
2511,94," 43,319 "
2511,98," 26,185 "
2512,80," 15,581 "
2512,93," 48,835 "
2512,94," 21,295 "
2512,98," 21,911 "
2513,80," 13,186 "
2513,93," 36,074 "
2513,94," 15,150 "
2513,98," 17,563 "
2514,80," 18,777 "
2514,93," 35,478 "
2514,94," 13,847 "
2514,98," 18,106 "
2515,80," 16,120 "
2515,93," 70,564 "
2515,94," 31,281 "
2515,98," 23,529 "
2516,80," 7,580 "
2516,93," 68,700 "
2516,94," 33,416 "
2516,98," 21,986 "
2517,80," 15,822 "
2517,93," 49,705 "
2517,94," 45,062 "
2517,98," 14,632 "
2519,80," 19,057 "
2519,93," 43,474 "
2519,94," 44,807 "
2519,98," 19,820 "
2520,80," 9,457 "
2520,93," 43,564 "
2520,94," 22,426 "
2520,98," 14,036 "
2522,80," 15,002 "
2522,93," 50,085 "
2522,94," 17,001 "
2522,98," 20,016 "
2526,80," 14,781 "
2526,93," 64,484 "
2526,94," 49,789 "
2526,98," 14,491 "
2528,80," 11,373 "
2528,93," 39,143 "
2528,94," 30,798 "
2528,98," 16,934 "
2529,80," 13,418 "
2529,93," 71,464 "
2529,94," 44,501 "
2529,98," 22,671 "
2532,80," 15,509 "
2532,93," 48,133 "
2532,94," 15,565 "
2532,98," 21,971 "
2533,80," 12,977 "
2533,93," 43,873 "
2533,94," 21,083 "
2533,98," 18,284 "
2534,80," 15,584 "
2534,93," 40,531 "
2534,94," 15,749 "
2534,98," 18,031 "
2535,80," 10,792 "
2535,93," 53,796 "
2535,94," 31,486 "
2535,98," 18,246 "
2537,80," 20,819 "
2537,93," 39,640 "
2537,94," 14,518 "
2537,98," 40,521 "
2539,80," 11,107 "
2539,93," 60,867 "
2539,94," 36,216 "
2539,98," 28,123 "
2540,80," 20,850 "
2540,93," 37,505 "
2540,94," 27,513 "
2540,98," 22,249 "
2541,80," 17,684 "
2541,93," 72,699 "
2541,94," 30,739 "
2541,98," 24,662 "
2542,80," 5,336 "
2542,93," 35,726 "
2542,94," 23,607 "
2542,98," 6,885 "
2543,80," 12,926 "
2543,93," 39,974 "
2543,94," 28,593 "
2543,98," 19,628 "
2544,80," 22,682 "
2544,93," 48,805 "
2544,94," 20,018 "
2544,98," 22,914 "
2545,80," 9,547 "
2545,93," 54,915 "
2545,94," 23,021 "
2545,98," 23,598 "
2547,80," 16,828 "
2547,93," 51,697 "
2547,94," 24,698 "
2547,98," 20,560 "
2548,80," 20,783 "
2548,93," 29,528 "
2548,94," 13,558 "
2548,98," 20,321 "
2549,80," 24,241 "
2549,93," 64,742 "
2549,94," 40,479 "
2549,98," 29,924 "
2550,80," 11,344 "
2550,93," 41,483 "
2550,94," 26,844 "
2550,98," 23,793 "
2554,80," 17,016 "
2554,93," 64,940 "
2554,94," 41,569 "
2554,98," 19,319 "
2557,80," 13,437 "
2557,93," 69,173 "
2557,94," 38,729 "
2557,98," 20,056 "
2559,80," 17,880 "
2559,93," 47,855 "
2559,94," 17,862 "
2559,98," 18,955 "
2560,80," 19,703 "
2560,93," 53,330 "
2560,94," 31,512 "
2560,98," 23,723 "
2561,80," 14,165 "
2561,93," 52,083 "
2561,94," 30,069 "
2561,98," 22,518 "
2562,80," 13,729 "
2562,93," 31,735 "
2562,94," 19,456 "
2562,98," 5,900 "
2563,80," 5,544 "
2563,93," 34,928 "
2563,94," 21,001 "
2563,98," 7,407 "
2564,80," 11,309 "
2564,93," 37,287 "
2564,94," 33,778 "
2564,98," 5,745 "
2565,80," 20,863 "
2565,93," 39,759 "
2565,94," 20,047 "
2565,98," 14,776 "
2566,80," 15,120 "
2566,93," 44,573 "
2566,94," 34,820 "
2566,98," 31,283 "
2567,80," 20,801 "
2567,93," 42,657 "
2567,94," 25,544 "
2567,98," 20,359 "
2572,80," 10,152 "
2572,93," 28,193 "
2572,94," 15,987 "
2572,98," 14,518 "
2574,80," 14,236 "
2574,93," 51,908 "
2574,94," 25,966 "
2574,98," 20,149 "
2575,80," 11,650 "
2575,93," 46,214 "
2575,94," 28,725 "
2575,98," 17,226 "
2576,80," 7,074 "
2576,93," 48,190 "
2576,94," 18,486 "
2576,98," 26,381 "
2577,80," 21,077 "
2577,93," 69,084 "
2577,94," 40,816 "
2577,98," 15,418 "
2579,80," 13,462 "
2579,93," 27,480 "
2579,94," 15,026 "
2579,98," 4,396 "
2580,80," 12,615 "
2580,93," 45,040 "
2580,94," 30,049 "
2580,98," 13,522 "
2581,80," 12,881 "
2581,93," 55,788 "
2581,94," 20,092 "
2581,98," 19,019 "
2584,80," 6,917 "
2584,93," 37,419 "
2584,94," 19,490 "
2584,98," 11,184 "
2586,80," 15,271 "
2586,93," 81,065 "
2586,94," 46,225 "
2586,98," 29,566 "
2587,80," 9,977 "
2587,93," 68,416 "
2587,94," 14,373 "
2587,98," 20,720 "
2588,80," 31,714 "
2588,93," 94,262 "
2588,94," 44,758 "
2588,98," 30,029 "
2590,80," 6,043 "
2590,93," 26,979 "
2590,94," 14,689 "
2590,98," 6,913 "
2591,80," 22,344 "
2591,93," 56,691 "
2591,94," 30,314 "
2591,98," 18,044 "
2592,80," 25,363 "
2592,93," 68,195 "
2592,94," 45,505 "
2592,98," 24,773 "
2593,80," 21,131 "
2593,93," 61,904 "
2593,94," 44,072 "
2593,98," 24,856 "
2595,80," 12,941 "
2595,93," 52,522 "
2595,94," 26,302 "
2595,98," 13,533 "
2596,80," 17,298 "
2596,93," 80,937 "
2596,94," 83,713 "
2596,98," 23,647 "
2597,80," 10,736 "
2597,93," 65,373 "
2597,94," 31,703 "
2597,98," 18,487 "
2599,80," 15,867 "
2599,93," 57,337 "
2599,94," 19,671 "
2599,98," 38,269 "
2600,80," 16,724 "
2600,93," 53,755 "
2600,94," 30,836 "
2600,98," 16,881 "
2605,80," 11,600 "
2605,93," 46,490 "
2605,94," 27,912 "
2605,98," 24,535 "
2607,80," 4,766 "
2607,93," 45,330 "
2607,94," 22,440 "
2607,98," 13,076 "
2608,80," 6,058 "
2608,93," 45,404 "
2608,94," 21,544 "
2608,98," 20,476 "
2609,80," 18,370 "
2609,93," 58,452 "
2609,94," 27,623 "
2609,98," 17,487 "
2610,80," 10,439 "
2610,93," 47,585 "
2610,94," 27,550 "
2610,98," 25,283 "
2611,80," 15,078 "
2611,93," 53,555 "
2611,94," 44,384 "
2611,98," 20,563 "
2612,80," 22,405 "
2612,93," 73,048 "
2612,94," 41,623 "
2612,98," 25,490 "
2613,80," 4,982 "
2613,93," 30,198 "
2613,94," 16,942 "
2613,98," 7,687 "
2614,80," 16,004 "
2614,93," 40,350 "
2614,94," 16,820 "
2614,98," 20,682 "
2615,80," 14,212 "
2615,93," 58,395 "
2615,94," 26,653 "
2615,98," 21,937 "
2616,80," 15,681 "
2616,93," 66,800 "
2616,94," 41,913 "
2616,98," 22,521 "
2617,80," 9,721 "
2617,93," 33,132 "
2617,94," 28,810 "
2617,98," 22,715 "
2618,80," 16,316 "
2618,93," 52,449 "
2618,94," 28,249 "
2618,98," 32,032 "
2619,80," 14,960 "
2619,93," 49,953 "
2619,94," 19,348 "
2619,98," 20,433 "
2620,80, 4 
2620,93," 28,668 "
2620,94," 13,002 "
2620,98," 7,239 "
2626,80," 11,528 "
2626,93," 41,910 "
2626,94," 23,703 "
2626,98," 20,840 "
2627,80," 18,038 "
2627,93," 54,802 "
2627,94," 20,673 "
2627,98," 18,693 "
2628,80," 15,508 "
2628,93," 43,169 "
2628,94," 26,755 "
2628,98," 20,098 "
2629,80," 13,487 "
2629,93," 58,949 "
2629,94," 35,803 "
2629,98," 23,299 "
2630,80," 17,841 "
2630,93," 51,438 "
2630,94," 16,309 "
2630,98," 19,143 "
2631,80," 19,430 "
2631,93," 62,820 "
2631,94," 25,121 "
2631,98," 23,872 "
2632,80," 4,572 "
2632,93," 26,374 "
2632,94," 11,809 "
2632,98," 10,357 "
2634,80," 11,085 "
2634,93," 35,904 "
2634,94," 24,418 "
2634,98," 14,650 "
2637,80," 28,509 "
2637,93," 95,144 "
2637,94," 52,580 "
2637,98," 27,458 "
2638,80," 7,471 "
2638,93," 43,982 "
2638,94," 32,097 "
2638,98," 24,328 "
2639,80," 10,488 "
2639,93," 39,885 "
2639,94," 20,763 "
2639,98," 14,939 "
2641,80," 18,321 "
2641,93," 52,103 "
2641,94," 35,070 "
2641,98," 20,487 "
2642,80," 10,603 "
2642,93," 53,577 "
2642,94," 29,912 "
2642,98," 20,370 "
2643,80," 15,241 "
2643,93," 54,731 "
2643,94," 30,651 "
2643,98," 16,961 "
2644,80," 11,148 "
2644,93," 56,025 "
2644,94," 31,854 "
2644,98," 18,391 "
2645,80," 5,677 "
2645,93," 30,649 "
2645,94," 19,394 "
2645,98," 5,262 "
2646,80," 13,834 "
2646,93," 26,942 "
2646,94," 14,797 "
2646,98," 6,475 "
2647,80," 10,139 "
2647,93," 34,455 "
2647,94," 24,327 "
2647,98," 18,801 "
2649,80," 15,666 "
2649,93," 61,927 "
2649,94," 53,964 "
2649,98," 22,160 "
2650,80," 13,604 "
2650,93," 51,642 "
2650,94," 24,453 "
2650,98," 23,579 "
2651,80," 25,891 "
2651,93," 56,400 "
2651,94," 33,525 "
2651,98," 25,261 "
2652,80," 5,775 "
2652,93," 44,345 "
2652,94," 16,762 "
2652,98," 8,340 "
2653,80, 1 
2653,93," 34,321 "
2653,94," 17,854 "
2653,98," 7,766 "
2654,80, (27)
2654,93," 22,988 "
2654,94," 22,325 "
2654,98," 3,823 "
2656,80," 12,984 "
2656,93," 48,455 "
2656,94," 28,512 "
2656,98," 29,838 "
2658,80," 37,676 "
2658,93," 55,710 "
2658,94," 36,549 "
2658,98," 28,714 "
2662,80," 10,751 "
2662,93," 33,255 "
2662,94," 19,054 "
2662,98," 16,211 "
2663,80," 10,595 "
2663,93," 36,175 "
2663,94," 34,983 "
2663,98," 20,339 "
2664,80," 10,261 "
2664,93," 30,328 "
2664,94," 18,882 "
2664,98," 9,650 "
2665,80," 16,038 "
2665,93," 58,665 "
2665,94," 20,391 "
2665,98," 16,583 "
2667,80," 14,644 "
2667,93," 69,735 "
2667,94," 9,841 "
2667,98," 21,544 "
2668,80," 21,737 "
2668,93," 64,598 "
2668,94," 29,182 "
2668,98," 20,926 "
2671,80," 19,250 "
2671,93," 51,375 "
2671,94," 15,416 "
2671,98," 26,647 "
2672,80," 14,708 "
2672,93," 42,838 "
2672,94," 25,158 "
2672,98," 7,668 "
2674,80," 23,581 "
2674,93," 38,817 "
2674,94," 27,488 "
2674,98," 19,410 "
2678,80," 18,569 "
2678,93," 50,435 "
2678,94," 22,092 "
2678,98," 25,660 "
2679,80," 14,979 "
2679,93," 51,218 "
2679,94," 20,804 "
2679,98," 19,899 "
2682,80," 11,575 "
2682,93," 28,803 "
2682,94," 22,366 "
2682,98," 11,831 "
2684,80," 8,518 "
2684,93," 26,999 "
2684,94," 19,766 "
2684,98," 17,122 "
2686,80," 5,386 "
2686,93," 28,264 "
2686,94," 12,431 "
2686,98," 8,828 "
2687,80," 12,997 "
2687,93," 49,807 "
2687,94," 22,877 "
2687,98," 18,138 "
2688,80," 15,675 "
2688,93," 69,015 "
2688,94," 29,510 "
2688,98," 23,927 "
2689,80," 10,292 "
2689,93," 49,546 "
2689,94," 20,921 "
2689,98," 12,473 "
2690,80," 15,892 "
2690,93," 63,019 "
2690,94," 25,826 "
2690,98," 17,165 "
2691,80," 13,359 "
2691,93," 42,510 "
2691,94," 13,088 "
2691,98," 20,383 "
2692,80," 20,356 "
2692,93," 47,595 "
2692,94," 9,079 "
2692,98," 22,754 "
2693,80," 11,324 "
2693,93," 39,379 "
2693,94," 20,613 "
2693,98," 19,048 "
2694,80," 12,749 "
2694,93," 48,772 "
2694,94," 34,353 "
2694,98," 15,404 "
2695,80," 13,984 "
2695,93," 52,286 "
2695,94," 40,962 "
2695,98," 18,760 "
2696,80," 9,700 "
2696,93," 35,621 "
2696,94," 21,497 "
2696,98," 5,793 "
2697,80," 19,869 "
2697,93," 57,878 "
2697,94," 29,464 "
2697,98," 18,768 "
2699,80," 4,063 "
2699,93," 23,511 "
2699,94," 18,692 "
2699,98," 3,205 "
2700,80," 17,855 "
2700,93," 55,027 "
2700,94," 26,512 "
2700,98," 23,203 "
2702,80," 25,122 "
2702,93," 48,473 "
2702,94," 30,679 "
2702,98," 19,390 "
2703,80," 62,645 "
2703,93," 50,076 "
2703,94," 26,841 "
2703,98," 16,867 "
2704,80," 16,504 "
2704,93," 39,885 "
2704,94," 22,895 "
2704,98," 18,105 "
2705,80," 18,825 "
2705,93," 43,324 "
2705,94," 16,983 "
2705,98," 14,827 "
2706,80," 29,247 "
2706,93," 52,612 "
2706,94," 27,344 "
2706,98," 24,940 "
2708,80," 25,622 "
2708,93," 42,360 "
2708,94," 52,111 "
2708,98," 31,169 "
2712,80," 29,565 "
2712,93," 52,516 "
2712,94," 38,208 "
2712,98," 22,742 "
2713,80," 12,978 "
2713,93," 63,582 "
2713,94," 31,225 "
2713,98," 18,000 "
2714,80," 9,603 "
2714,93," 41,850 "
2714,94," 15,864 "
2714,98," 19,310 "
2715,80," 23,056 "
2715,93," 55,059 "
2715,94," 2,235 "
2715,98," 25,869 "
2716,80," 16,702 "
2716,93," 72,838 "
2716,94," 22,347 "
2716,98," 26,851 "
2717,80," 11,994 "
2717,93," 55,684 "
2717,94," 30,270 "
2717,98," 14,538 "
2720,80," 20,226 "
2720,93," 51,168 "
2720,94," 34,196 "
2720,98," 18,465 "
2722,80," 41,050 "
2722,93," 114,211 "
2722,94," 70,624 "
2722,98," 50,066 "
2723,80," 22,271 "
2723,93," 45,785 "
2723,94," 18,929 "
2723,98," 21,971 "
2724,80," 31,507 "
2724,93," 59,278 "
2724,94," 30,294 "
2724,98," 20,542 "
2725,80," 11,922 "
2725,93," 49,572 "
2725,94," 30,563 "
2725,98," 20,587 "
2726,80," 11,592 "
2726,93," 60,050 "
2726,94," 29,883 "
2726,98," 21,700 "
2727,80," 32,879 "
2727,93," 108,798 "
2727,94," 74,220 "
2727,98," 21,974 "
2728,80," 19,050 "
2728,93," 50,245 "
2728,94," 28,989 "
2728,98," 20,760 "
2729,80," 14,560 "
2729,93," 68,517 "
2729,94," 43,358 "
2729,98," 22,854 "
2730,80," 11,398 "
2730,93," 45,553 "
2730,94," 20,618 "
2730,98," 14,887 "
2731,80," 8,303 "
2731,93," 25,224 "
2731,94," 12,917 "
2731,98," 8,574 "
2732,80," 13,162 "
2732,93," 38,370 "
2732,94," 32,043 "
2732,98," 22,898 "
2733,80," 9,589 "
2733,93," 37,143 "
2733,94," 34,152 "
2733,98," 16,771 "
2734,80," 11,993 "
2734,93," 41,268 "
2734,94," 21,307 "
2734,98," 19,837 "
2735,80," 33,891 "
2735,93," 71,827 "
2735,94," 33,627 "
2735,98," 20,954 "
2737,80, -   
2737,93, -   
2737,94, -   
2737,98, -   
2739,80," 18,531 "
2739,93," 56,420 "
2739,94," 24,786 "
2739,98," 21,253 "
2740,80," 17,593 "
2740,93," 29,003 "
2740,94," 17,094 "
2740,98," 18,178 "
2741,80," 3,059 "
2741,93," 23,692 "
2741,94," 14,384 "
2741,98," 5,120 "
2742,80," 9,069 "
2742,93," 23,050 "
2742,94," 20,109 "
2742,98," 8,910 "
2743,80," 8,650 "
2743,93," 26,621 "
2743,94," 21,294 "
2743,98," 8,490 "
2744,80," 32,411 "
2744,93," 129,763 "
2744,94," 130,324 "
2744,98," 23,846 "
2745,80," 12,247 "
2745,93," 27,538 "
2745,94," 19,348 "
2745,98," 9,159 "
2748,80," 16,605 "
2748,93," 54,640 "
2748,94," 12,603 "
2748,98," 23,103 "
2749,80," 11,864 "
2749,93," 30,152 "
2749,94," 19,390 "
2749,98," 18,545 "
2751,80," 12,452 "
2751,93," 44,387 "
2751,94," 21,678 "
2751,98," 19,513 "
2752,80," 9,924 "
2752,93," 53,638 "
2752,94," 18,075 "
2752,98," 20,968 "
2753,80," 9,368 "
2753,93," 23,201 "
2753,94," 18,941 "
2753,98," 16,552 "
2754,80, (42)
2754,93," 50,472 "
2754,94," 29,219 "
2754,98," 3,404 "
2755,80," 16,077 "
2755,93," 55,653 "
2755,94," 24,719 "
2755,98," 19,586 "
2756,80," 12,851 "
2756,93," 73,802 "
2756,94," 31,452 "
2756,98," 21,332 "
2757,80," 7,937 "
2757,93," 55,647 "
2757,94," 13,933 "
2757,98," 17,134 "
2758,80," 10,561 "
2758,93," 45,907 "
2758,94," 23,257 "
2758,98," 14,682 "
2760,80," 10,899 "
2760,93," 31,818 "
2760,94," 16,657 "
2760,98," 5,041 "
2761,80," 9,762 "
2761,93," 28,096 "
2761,94," 22,236 "
2761,98," 15,840 "
2762,80," 17,652 "
2762,93," 27,328 "
2762,94," 17,386 "
2762,98," 15,213 "
2763,80," 14,908 "
2763,93," 38,700 "
2763,94," 16,362 "
2763,98," 28,207 "
2764,80," 11,350 "
2764,93," 40,401 "
2764,94," 17,858 "
2764,98," 19,012 "
2765,80," 14,206 "
2765,93," 44,263 "
2765,94," 13,018 "
2765,98," 17,901 "
2766,80," 17,741 "
2766,93," 79,464 "
2766,94," 21,925 "
2766,98," 28,407 "
2767,80," 16,683 "
2767,93," 55,106 "
2767,94," 33,766 "
2767,98," 18,678 "
2768,80," 17,827 "
2768,93," 39,614 "
2768,94," 8,195 "
2768,98," 17,807 "
2769,80," 15,750 "
2769,93," 45,789 "
2769,94," 24,521 "
2769,98," 21,776 "
2771,80," 17,112 "
2771,93," 26,873 "
2771,94," 10,768 "
2771,98," 17,860 "
2772,80," 7,896 "
2772,93," 37,960 "
2772,94," 22,799 "
2772,98," 17,216 "
2773,80," 5,350 "
2773,93," 31,106 "
2773,94," 26,403 "
2773,98," 8,851 "
2774,80," 13,382 "
2774,93," 48,688 "
2774,94," 25,159 "
2774,98," 14,962 "
2777,80," 16,944 "
2777,93," 52,843 "
2777,94," 30,952 "
2777,98," 22,932 "
2778,80," 17,140 "
2778,93," 36,314 "
2778,94," 22,044 "
2778,98," 7,899 "
2779,80, -   
2779,93, -   
2779,94, -   
2779,98, -   
2780,80," 12,339 "
2780,93," 70,095 "
2780,94," 50,234 "
2780,98," 24,495 "
2781,80," 17,499 "
2781,93," 209,420 "
2781,94," 48,950 "
2781,98," 22,689 "
2782,80," 23,263 "
2782,93," 45,170 "
2782,94," 26,607 "
2782,98," 18,652 "
2783,80," 13,881 "
2783,93," 53,245 "
2783,94," 23,566 "
2783,98," 22,845 "
2784,80," 17,283 "
2784,93," 42,050 "
2784,94," 26,387 "
2784,98," 18,326 "
2785,80," 12,623 "
2785,93," 28,154 "
2785,94," 15,525 "
2785,98," 9,795 "
2786,80," 15,516 "
2786,93," 61,321 "
2786,94," 31,397 "
2786,98," 22,327 "
2787,80," 19,773 "
2787,93," 51,602 "
2787,94," 8,919 "
2787,98," 12,191 "
2788,80," 16,027 "
2788,93," 47,124 "
2788,94," 34,144 "
2788,98," 20,305 "
2789,80," 16,430 "
2789,93," 52,088 "
2789,94," 32,582 "
2789,98," 21,501 "
2790,80," 9,605 "
2790,93," 41,048 "
2790,94," 19,642 "
2790,98," 20,024 "
2791,80," 15,234 "
2791,93," 32,683 "
2791,94," 13,809 "
2791,98," 6,083 "
2792,80, (29)
2792,93," 40,132 "
2792,94," 19,374 "
2792,98," 5,429 "
2793,80," 17,213 "
2793,93," 44,162 "
2793,94," 39,292 "
2793,98," 18,383 "
2794,80," 5,456 "
2794,93," 34,146 "
2794,94," 21,778 "
2794,98," 12,332 "
2795,80," 21,890 "
2795,93," 25,410 "
2795,94," 20,460 "
2795,98," 19,646 "
2796,80," 28,546 "
2796,93," 40,946 "
2796,94," 17,987 "
2796,98," 19,819 "
2800,80, -   
2800,93, -   
2800,94, -   
2800,98, -   
2801,80," 5,627 "
2801,93," 42,152 "
2801,94," 24,679 "
2801,98," 8,728 "
2803,80," 19,778 "
2803,93," 80,210 "
2803,94," 37,918 "
2803,98," 22,372 "
2804,80," 9,308 "
2804,93," 63,463 "
2804,94," 20,510 "
2804,98," 33,826 "
2805,80," 7,937 "
2805,93," 38,807 "
2805,94," 12,526 "
2805,98," 5,440 "
2806,80," 24,368 "
2806,93," 54,112 "
2806,94," 40,063 "
2806,98," 18,562 "
2807,80," 11,546 "
2807,93," 40,005 "
2807,94," 23,841 "
2807,98," 15,914 "
2808,80," 16,075 "
2808,93," 54,080 "
2808,94," 33,642 "
2808,98," 25,089 "
2809,80," 11,611 "
2809,93," 44,381 "
2809,94," 25,588 "
2809,98," 21,468 "
2810,80," 7,987 "
2810,93," 30,321 "
2810,94," 17,452 "
2810,98," 7,419 "
2811,80," 15,043 "
2811,93," 45,283 "
2811,94," 25,118 "
2811,98," 16,555 "
2812,80," 10,784 "
2812,93," 58,913 "
2812,94," 28,095 "
2812,98," 18,548 "
2813,80," 9,688 "
2813,93," 32,906 "
2813,94," (7,733)"
2813,98," 21,138 "
2814,80," 47,849 "
2814,93," 91,731 "
