Market ,Avg. ,Stores ,Avg Returns volume ,Volume bucket ,Avg Return Units Per day ,Avg DotCom Return Units Per Day ,Average MP Return Units  ,Avg MP Return Units Per Day,Avg NPS ,Avg Wait Time 
359,,189,15703,Low,207,12,307,4,70,4.61
359,,203,6418,Low,84,4,139,2,60,6.9
359,,363,11645,Low,153,10,215,3,91,4.72
359,,451,22734,Medium,299,24,430,6,58,7.96
359,,783,5129,Low,67,3,115,2,67,7.53
359,,820,12219,Low,161,10,178,2,67,4.21
360,Mkt Avg,,17856,,235,17,422,6,52,7.45
360,,109,9116,Low,120,7,177,2,50,4.56
360,,135,11704,Low,154,9,247,3,31,8.11
360,,195,13203,Low,174,11,311,4,64,5.61
360,,234,31828,High,419,36,954,13,36,7.48
360,,325,11237,Low,148,8,175,2,92,4.34
360,,560,19780,Medium,260,17,505,7,26,9.37
360,,801,12577,Low,165,9,239,3,78,10.41
360,,834,6157,Low,81,3,126,2,38,8.33
360,,1120,28217,High,371,30,685,9,55,7.53
360,,2857,36657,High,482,42,937,12,42,9.49
360,,2994,15944,Low,210,10,290,4,62,6.68
361,Mkt Avg,,20260,,267,21,470,6,58,7.14
361,,20,11328,Low,149,10,253,3,69,4.16
361,,61,21238,Medium,279,28,394,5,41,8.62
361,,96,15650,Low,206,14,360,5,69,8.24
361,,184,33697,High,443,41,857,11,50,6.73
361,,319,25723,Medium,338,23,653,9,47,9.76
361,,326,3636,Low,48,2,42,1,50,6.8
361,,573,29702,High,391,34,686,9,40,7.31
361,,1014,32372,High,426,29,768,10,69,6.15
361,,1094,15216,Low,200,11,356,5,46,6.45
361,,2856,10706,Low,141,11,257,3,100,4.28
361,,4553,20843,Medium,274,12,394,5,60,10.89
361,,4590,23012,Medium,303,34,614,8,57,6.31
362,Mkt Avg,,23933,,315,29,608,8,58,7.45
362,,486,11739,Low,154,13,240,3,54,6.41
362,,577,39723,High,523,49,1011,13,69,6.12
362,,1151,19997,Medium,263,17,514,7,58,9.86
362,,1599,26214,High,345,38,895,12,77,6.41
362,,1691,19056,Medium,251,19,432,6,55,7.77
362,,2490,16609,Medium,219,18,387,5,47,13.27
362,,2855,27959,High,368,38,669,9,47,8.34
362,,2955,19797,Medium,260,19,497,7,57,5.44
362,,3273,34794,High,458,50,1001,13,56,6.9
362,,4475,27790,High,366,38,564,7,53,6.08
362,,4611,19583,Medium,258,26,481,6,69,5.4
364,Mkt Avg,,19419,,256,15,367,5,55,7.76
364,,1175,14807,Low,195,10,285,4,64,9.61
364,,1230,22952,Medium,302,18,547,7,51,7.48
364,,1299,25256,Medium,332,17,502,7,58,7.65
364,,1328,9809,Low,129,3,60,1,45,10.47
364,,1369,15711,Low,207,11,295,4,79,4.54
364,,1417,24290,Medium,320,17,406,5,53,8.06
364,,3730,26575,High,350,25,592,8,57,7.41
364,,4252,20179,Medium,266,15,318,4,46,5.27
364,,4355,11431,Low,150,11,197,3,38,8.04
364,,5303,23181,Medium,305,19,472,6,57,9.09
365,Mkt Avg,,25939,,341,19,506,7,66,7.75
365,,1364,25852,Medium,340,19,605,8,71,7.13
365,,1370,24977,Medium,329,15,565,7,61,7.61
365,,1474,30327,High,399,27,495,7,72,6.87
365,,4203,16990,Low,224,11,321,4,42,12.43
365,,4325,36764,High,484,33,881,12,68,5.95
365,,4337,25995,High,342,17,315,4,80,7.47
365,,4543,9964,Low,131,5,136,2,68,6.7
365,,5342,36645,High,482,27,733,10,69,7.84
366,Mkt Avg,,30073,,396,25,709,9,57,6.54
366,,1218,34765,High,457,27,704,9,79,6.41
366,,1324,27007,High,355,21,545,7,62,5.31
366,,1325,19736,Medium,260,17,492,6,26,9.07
366,,1411,33029,High,435,26,822,11,62,6.34
366,,1612,35280,High,464,24,810,11,61,5.61
366,,1846,19033,Medium,250,15,423,6,48,5.17
366,,2922,34141,High,449,33,873,11,57,6.32
366,,3379,33054,High,435,30,817,11,67,4.81
366,,5031,34610,High,455,34,893,12,55,9.8
367,Mkt Avg,,23088,,304,21,563,7,56,6.84
367,,1149,20872,Medium,275,18,324,4,52,8.09
367,,1240,30435,High,400,25,747,10,43,5.99
367,,1291,41760,High,549,38,1108,15,59,7.38
367,,3807,10563,Low,139,6,195,3,59,5.95
367,,3884,19471,Medium,256,21,582,8,48,12.16
367,,5626,25728,Medium,339,18,468,6,62,6.63
367,,5799,17401,Low,229,21,608,8,56,4.69
367,,5858,18471,Medium,243,22,472,6,70,3.79
368,Mkt Avg,,33600,,442,33,787,10,59,7.4
368,,1549,24213,Medium,319,14,362,5,68,5.34
368,,2554,32185,High,423,35,738,10,40,10.97
368,,2777,48067,High,632,37,1120,15,66,8.94
368,,3407,31116,High,409,29,668,9,47,6.28
368,,3896,39944,High,526,53,1150,15,65,5.74
368,,4336,22568,Medium,297,15,374,5,71,6.13
368,,5331,26429,High,348,24,592,8,61,9.46
368,,5369,38281,High,504,42,1086,14,50,7.15
368,,5429,39600,High,521,47,991,13,64,6.63
369,Mkt Avg,,30962,,407,25,634,8,52,7.55
369,,1532,36606,High,482,33,863,11,46,8.28
369,,1533,34810,High,458,26,779,10,46,9.43
369,,2512,34423,High,453,34,822,11,55,5.47
369,,3241,41953,High,552,43,1009,13,58,5.82
369,,3465,29997,High,395,26,621,8,49,7.83
369,,5124,27442,High,361,17,428,6,59,7.99
369,,5189,21470,Medium,283,10,322,4,60,6.2
369,,5330,20992,Medium,276,12,230,3,42,9.37
370,Mkt Avg,,28047,,369,29,666,9,52,8.15
370,,1598,32875,High,433,37,823,11,40,8.02
370,,2113,26230,High,345,25,541,7,48,8.49
370,,2515,33420,High,440,31,630,8,31,15.22
370,,4232,27454,High,361,32,836,11,56,5.64
370,,5190,38111,High,501,46,1001,13,49,8.87
370,,5329,25758,Medium,339,27,550,7,76,6.09
370,,5835,22354,Medium,294,23,567,7,63,5.64
370,,6477,18175,Medium,239,12,383,5,53,7.23
371,Mkt Avg,,26329,,346,27,598,8,56,8.16
371,,1512,19702,Medium,259,20,396,5,57,7.23
371,,1746,33151,High,436,36,835,11,42,9.61
371,,2768,29921,High,394,33,599,8,64,6.23
371,,3771,28782,High,379,23,647,9,73,9.38
371,,3799,26540,High,349,21,431,6,73,6.56
371,,5768,16553,Low,218,22,484,6,26,10.84
371,,6480,29654,High,390,32,792,10,55,7.26
372,Mkt Avg,,32224,,424,30,674,9,60,7.62
372,,1334,8552,Low,113,3,123,2,56,6.73
372,,1381,25300,Medium,333,15,469,6,72,8.12
372,,1646,32172,High,423,25,666,9,61,6.37
372,,2112,38114,High,502,28,744,10,62,8.17
372,,2482,29018,High,382,25,426,6,34,9.73
372,,2766,46909,High,617,56,1250,16,68,6.56
372,,2767,40936,High,539,47,975,13,71,7.35
372,,5428,36793,High,484,40,737,10,59,7.91
373,Mkt Avg,,35635,,469,42,848,11,63,6.37
373,,2671,28748,High,378,29,707,9,58,7.25
373,,2778,12337,Low,162,8,228,3,70,8.13
373,,3360,43449,High,572,55,1104,15,61,5.89
373,,3751,36777,High,484,37,717,9,81,6.32
373,,3833,44680,High,588,44,1031,14,45,6.63
373,,3861,33046,High,435,40,761,10,67,3.93
373,,4430,29774,High,392,25,649,9,52,8.3
373,,4451,48782,High,642,69,1191,16,79,4.81
373,,5186,43123,High,567,69,1248,16,55,6.03
375,Mkt Avg,,15301,,201,9,197,3,33,11.51
375,,826,24996,Medium,329,15,386,5,43,8.82
375,,869,16585,Low,218,10,263,3,44,9.99
375,,873,11780,Low,155,6,144,2,15,12.79
375,,966,15346,Low,202,8,150,2,75,5.06
375,,1380,11008,Low,145,6,144,2,39,14
375,,2270,20346,Medium,268,16,306,4,46,11.86
375,,2656,12690,Low,167,6,80,1,14,14.89
375,,3428,16556,Low,218,7,151,2,-14,11.8
375,,5003,8403,Low,111,7,150,2,39,14.39
376,Mkt Avg,,25827,,340,29,602,8,46,8.39
376,,984,32434,High,427,42,916,12,41,11.69
376,,1492,19148,Medium,252,12,471,6,42,7.7
376,,1689,26283,High,346,24,660,9,47,11.16
376,,2892,36791,High,484,52,1126,15,39,7.43
376,,3313,21192,Medium,279,23,379,5,49,6.64
376,,4639,8935,Low,118,7,155,2,69,4.68
376,,5137,31883,High,420,47,873,11,63,6.63
376,,5334,29948,High,394,21,237,3,19,11.19
378,Mkt Avg,,21285,,280,21,443,6,59,7.16
378,,924,12176,Low,160,11,181,2,56,5.48
378,,953,29165,High,384,26,615,8,63,9.12
378,,980,20243,Medium,266,13,324,4,70,6.41
378,,1008,20770,Medium,273,22,420,6,64,7.85
378,,2729,24393,Medium,321,20,510,7,67,5.37
378,,3177,15858,Low,209,19,527,7,50,7.24
378,,4599,27970,High,368,38,743,10,46,5.16
378,,5033,12771,Low,168,7,179,2,76,10.36
378,,5051,28220,High,371,29,488,6,41,7.4
379,Mkt Avg,,24255,,319,24,566,7,61,6.04
379,,905,21590,Medium,284,23,559,7,59,5.88
379,,1045,27444,High,361,26,643,8,59,6.39
379,,1231,27561,High,363,20,607,8,57,6.21
379,,1659,22259,Medium,293,23,502,7,78,6.94
379,,3867,27568,High,363,28,626,8,59,6.73
379,,4288,27338,High,360,27,656,9,68,4.1
379,,4567,27808,High,366,34,694,9,53,6.16
379,,5341,16524,Low,217,19,428,6,61,6.97
379,,5370,20206,Medium,266,17,383,5,57,5.01
380,Mkt Avg,,23365,,307,23,606,8,37,7.71
380,,1252,34940,High,460,54,1434,19,48,7.48
380,,1308,22775,Medium,300,29,810,11,42,5.81
380,,2125,23159,Medium,305,13,346,5,31,7.65
380,,2751,20869,Medium,275,16,207,3,38,6.04
380,,3566,26283,High,346,20,549,7,43,9.88
380,,4284,20408,Medium,269,14,443,6,59,5.23
380,,5049,26287,High,346,29,784,10,51,7.46
380,,5676,12199,Low,161,7,278,4,-12,12.14
381,Mkt Avg,,13673,,180,12,234,3,47,7.28
381,,1315,24394,Medium,321,20,453,6,36,6.84
381,,1412,16192,Low,213,12,253,3,19,6.81
381,,1456,9519,Low,125,7,144,2,50,5.08
381,,1457,10807,Low,142,8,159,2,56,6.76
381,,1461,16525,Low,217,17,279,4,58,4.53
381,,1617,16524,Low,217,15,344,5,63,6.03
381,,3778,13076,Low,172,11,196,3,85,7.89
381,,4471,3475,Low,46,3,66,1,11,13.61
381,,4653,12549,Low,165,13,208,3,44,7.92
382,Mkt Avg,,16679,,219,17,351,5,52,6.74
382,,1485,17449,Low,230,22,329,4,33,7.26
382,,1508,16946,Low,223,13,322,4,67,4.99
382,,1778,13701,Low,180,12,282,4,57,6.49
382,,1956,25156,Medium,331,27,553,7,52,6.95
382,,2084,20046,Medium,264,26,545,7,63,8.08
382,,2608,7585,Low,100,6,124,2,70,5
382,,2923,20982,Medium,276,22,433,6,67,5.75
382,,4412,11562,Low,152,10,220,3,5,9.45
383,Mkt Avg,,17391,,229,17,372,5,61,6.68
383,,1872,23271,Medium,306,20,462,6,63,5.27
383,,1901,19898,Medium,262,16,383,5,41,6.73
383,,2147,20191,Medium,266,29,475,6,36,7.75
383,,2259,25004,Medium,329,21,682,9,79,5.28
383,,2455,17464,Low,230,17,347,5,59,7.14
383,,2607,9010,Low,119,5,112,1,59,9.16
383,,3259,19118,Medium,252,23,438,6,61,6.12
383,,4247,6806,Low,90,6,124,2,93,6.83
383,,7199,15755,Low,207,15,325,4,56,5.82
384,Mkt Avg,,19931,,262,13,335,4,49,7.01
384,,906,27247,High,359,12,198,3,29,7.82
384,,1397,34089,High,449,29,785,10,64,6.31
384,,1414,16212,Low,213,8,248,3,57,7.27
384,,2652,8260,Low,109,3,60,1,9,7.08
384,,2924,27604,High,363,22,555,7,47,6.64
384,,3596,16646,Low,219,11,323,4,59,10.36
384,,5430,24271,Medium,319,14,433,6,51,5.5
384,,5492,5123,Low,67,3,81,1,79,5.07
385,Mkt Avg,,20873,,275,16,402,5,50,7.29
385,,824,22494,Medium,296,25,578,8,44,8.04
385,,829,17543,Medium,231,12,372,5,8,11.33
385,,835,20365,Medium,268,12,395,5,53,5.83
385,,850,25484,Medium,335,14,298,4,64,6.66
385,,3423,13598,Low,179,10,305,4,65,7.71
385,,3731,24114,Medium,317,20,336,4,29,5.94
385,,3732,22938,Medium,302,21,522,7,71,6.42
385,,4201,12764,Low,168,8,287,4,45,6.59
385,,5491,28562,High,376,17,528,7,66,7.1
387,Mkt Avg,,17197,,226,13,291,4,56,7.16
387,,611,16786,Low,221,14,336,4,56,8.89
387,,806,27445,High,361,25,484,6,61,6.45
387,,851,10492,Low,138,4,113,1,33,7.63
387,,868,14056,Low,185,8,101,1,56,5.93
387,,1306,20417,Medium,269,15,402,5,52,9.08
387,,1357,15550,Low,205,13,221,3,57,9.04
387,,3427,10021,Low,132,7,164,2,60,8.93
387,,4341,7422,Low,98,3,127,2,61,5.3
387,,4601,27879,High,367,28,645,8,50,7.66
387,,5155,23900,Medium,314,17,440,6,68,6.26
387,,5166,15199,Low,200,7,165,2,67,3.62
388,Mkt Avg,,16770,,221,12,280,4,53,6.55
388,,921,17084,Low,225,7,142,2,67,5
388,,986,12136,Low,160,8,157,2,74,7.23
388,,1058,22976,Medium,302,22,431,6,60,4.48
388,,1095,17109,Medium,225,9,218,3,63,6.2
388,,1199,21703,Medium,286,12,211,3,35,13.45
388,,1280,25425,Medium,335,17,537,7,44,5.95
388,,1550,4937,Low,65,2,80,1,0,6.8
388,,1808,10791,Low,142,4,125,2,57,8.42
388,,4377,7341,Low,97,4,126,2,60,4.83
388,,5099,33732,High,444,37,841,11,54,5.79
388,,5232,13898,Low,183,12,232,3,52,6.18
388,,5458,14114,Low,186,9,263,3,75,4.31
389,Mkt Avg,,16502,,217,13,315,4,45,9.2
389,,842,24492,Medium,322,16,410,5,63,6.09
389,,962,8827,Low,116,5,154,2,44,17.43
389,,1001,23112,Medium,304,15,381,5,64,3.99
389,,1019,18677,Medium,246,17,337,4,58,14.39
389,,1273,20559,Medium,271,20,491,6,38,9.97
389,,1384,9553,Low,126,6,145,2,50,9.71
389,,2672,7440,Low,98,3,111,1,22,5.21
389,,3018,17127,Low,225,17,394,5,21,10.12
389,,3382,18734,Medium,247,20,409,5,45,5.88
391,Mkt Avg,,26271,,346,27,562,7,53,6.23
391,,1200,23798,Medium,313,11,346,5,46,6.74
391,,1434,23008,Medium,303,18,360,5,43,8.12
391,,1896,33771,High,444,37,876,12,52,6.15
391,,3227,30369,High,400,38,682,9,42,3.64
391,,3582,28842,High,379,28,679,9,47,6.26
391,,3805,13550,Low,178,15,269,4,78,5.27
391,,4335,20152,Medium,265,23,483,6,57,6.79
391,,5123,36676,High,483,46,803,11,57,6.84
392,Mkt Avg,,16845,,222,16,335,4,46,8.36
392,,1616,8767,Low,115,6,129,2,82,3.76
392,,2106,13413,Low,176,7,186,2,29,10.36
392,,2189,18755,Medium,247,20,366,5,42,11.22
392,,2453,13384,Low,176,12,214,3,24,10.58
392,,3254,23812,Medium,313,22,488,6,50,8.29
392,,3277,23575,Medium,310,30,516,7,44,9.51
392,,3729,23612,Medium,311,25,565,7,59,7.74
392,,4239,13945,Low,183,18,313,4,47,8.55
392,,4370,12347,Low,162,8,242,3,41,5.25
394,Mkt Avg,,28700,,378,28,731,10,51,8.33
394,,1559,24774,Medium,326,21,667,9,41,9.6
394,,1838,22079,Medium,291,19,581,8,44,6.83
394,,2483,30837,High,406,40,755,10,73,5.97
394,,2592,26471,High,348,24,736,10,48,8.02
394,,2884,40531,High,533,51,1208,16,53,8.72
394,,3350,23705,Medium,312,17,549,7,63,6.98
394,,3351,45034,High,593,53,1107,15,63,5.81
394,,3473,26043,High,343,16,574,8,35,13.53
394,,3728,18824,Medium,248,12,401,5,39,9.47
396,Mkt Avg,,34961,,460,32,864,11,53,7.95
396,,1560,28377,High,373,18,445,6,53,6.98
396,,1584,34894,High,459,26,866,11,51,7.22
396,,2050,26421,High,348,24,658,9,52,12.58
396,,2593,55990,High,737,61,1664,22,58,6.61
396,,2838,43941,High,578,43,1087,14,46,8.08
396,,4356,41733,High,549,41,939,12,57,7.92
396,,4557,17888,Medium,235,10,322,4,58,7.55
396,,5070,44929,High,591,53,1270,17,53,9.02
396,,5101,20480,Medium,269,16,525,7,55,5.63
397,Mkt Avg,,2280,,30,5,117,2,52,9.21
397,,3354,2695,High,35,12,242,3,78,3.5
397,,3355,2101,Medium,28,4,130,2,20,12.4
397,,3356,1756,Medium,23,4,193,3,67,3.17
397,,3655,2720,High,36,8,238,3,27,10.73
397,,3788,2588,High,34,4,155,2,33,3.6
397,,4339,1998,Medium,26,4,1,0,60,24.33
397,,5258,2065,Medium,27,4,126,2,100,3.5
397,,5259,1928,Medium,25,4,4,0,0,0
397,,5269,2815,High,37,6,12,0,100,14.33
397,,5306,2384,High,31,5,130,2,33,13.75
397,,5423,2033,Medium,27,3,52,1,50,12
399,Mkt Avg,,25662,,338,30,575,8,52,7.78
399,,1951,20860,Medium,274,25,414,5,55,6.6
399,,2508,29495,High,388,36,781,10,40,9.47
399,,2617,8767,Low,115,6,166,2,80,7.85
399,,2780,29863,High,393,30,349,5,57,7.82
399,,2781,31245,High,411,32,602,8,39,8.5
399,,2861,20519,Medium,270,22,513,7,51,6.56
399,,2862,31725,High,417,41,806,11,51,6.81
399,,3093,26204,High,345,35,711,9,58,7.99
399,,3739,24044,Medium,316,25,527,7,29,8.71
399,,5841,33898,High,446,48,885,12,58,7.5
400,Mkt Avg,,23335,,307,29,542,7,59,6.42
400,,1878,31033,High,408,46,700,9,76,5.66
400,,1900,17624,Medium,232,17,375,5,87,8.15
400,,1902,41561,High,547,68,1166,15,56,7.47
400,,1905,15334,Low,202,13,338,4,69,5.69
400,,1995,32154,High,423,38,733,10,55,5.76
400,,2402,16110,Low,212,16,256,3,44,9.79
400,,2782,12789,Low,168,10,257,3,61,3.31
400,,2831,9826,Low,129,9,181,2,36,7.12
400,,3897,29822,High,392,37,778,10,49,6.25
400,,5494,27096,High,357,36,636,8,55,4.99
401,Mkt Avg,,29192,,384,39,757,10,47,7.71
401,,1699,41352,High,544,61,1154,15,53,7.71
401,,1708,35429,High,466,37,637,8,56,8.57
401,,1888,36672,High,483,49,1075,14,43,5.86
401,,2921,33092,High,435,47,786,10,42,8.84
401,,3366,38298,High,504,66,1167,15,60,6.47
401,,3454,21128,Medium,278,25,445,6,72,6.09
401,,3789,18935,Medium,249,16,409,5,24,12.46
401,,3848,22333,Medium,294,30,621,8,48,5.79
401,,4208,16472,Low,217,26,561,7,19,10.94
401,,4272,28792,High,379,38,622,8,51,4.49
401,,5234,28611,High,376,36,854,11,45,7.57
403,Mkt Avg,,29081,,383,38,705,9,52,8.43
403,,1440,31015,High,408,41,762,10,74,5.44
403,,1686,30556,High,402,30,593,8,39,11.3
403,,2207,24255,Medium,319,40,630,8,55,9.56
403,,2307,37625,High,495,58,953,13,45,7.16
403,,3232,29985,High,395,37,788,10,37,5.7
403,,3568,25277,Medium,333,25,484,6,55,9.44
403,,3589,23472,Medium,309,17,434,6,59,8.85
403,,3620,40513,High,533,64,1228,16,45,9.83
403,,5233,23564,Medium,310,28,562,7,29,10.47
403,,5235,28714,High,378,38,647,9,66,7.82
403,,5350,21807,Medium,287,26,506,7,65,6.97
403,,5763,32192,High,424,52,873,11,55,8.65
405,Mkt Avg,,23057,,303,24,485,6,50,6.41
405,,1438,31820,High,419,36,662,9,52,5.23
405,,1439,41085,High,541,49,936,12,37,10.06
405,,1442,8187,Low,108,5,58,1,56,6.27
405,,1573,20777,Medium,273,13,279,4,44,9
405,,2051,31198,High,411,24,741,10,53,6.68
405,,2794,11891,Low,156,13,192,3,38,3.62
405,,3220,31561,High,415,52,841,11,59,6.43
405,,3847,20978,Medium,276,14,449,6,72,6.74
405,,4678,19229,Medium,253,23,463,6,45,6.83
405,,5168,13848,Low,182,13,233,3,47,3.2
406,Mkt Avg,,12485,,164,10,236,3,59,6.94
406,,369,9123,Low,120,4,119,2,69,7.57
406,,370,7498,Low,99,6,76,1,90,4.85
406,,372,17948,Medium,236,11,313,4,86,2.9
406,,419,7763,Low,102,7,114,2,83,3.13
406,,592,22649,Medium,298,22,573,8,79,4.93
406,,652,17019,Low,224,14,377,5,57,9.35
406,,664,22546,Medium,297,25,604,8,67,4.45
406,,770,15590,Low,205,13,318,4,54,6.77
406,,799,13859,Low,182,13,193,3,35,8.61
406,,978,9766,Low,128,7,111,1,25,6.36
406,,1214,5622,Low,74,3,91,1,67,9
406,,1437,8009,Low,105,6,114,2,20,15.17
406,,2562,4911,Low,65,5,70,1,33,7.17
407,Mkt Avg,,11903,,157,12,264,3,53,8.72
407,,35,25424,Medium,335,30,691,9,66,8.36
407,,43,14688,Low,193,13,315,4,42,8.86
407,,341,6018,Low,79,7,121,2,0,20
407,,418,3896,Low,51,3,62,1,100,17.8
407,,557,17429,Low,229,18,320,4,65,6
407,,558,22228,Medium,292,19,581,8,51,6.3
407,,993,11096,Low,146,13,147,2,88,4.07
407,,1282,6452,Low,85,5,139,2,33,8.39
407,,2784,11209,Low,147,10,247,3,-6,6.08
407,,4209,6989,Low,92,6,177,2,47,7.29
407,,4322,5503,Low,72,4,107,1,100,2.75
409,Mkt Avg,,20601,,271,20,421,6,60,7.64
409,,186,12337,Low,162,11,195,3,79,7.88
409,,346,8407,Low,111,7,174,2,70,4.24
409,,794,22134,Medium,291,21,503,7,56,6.94
409,,1099,24148,Medium,318,11,300,4,37,10.83
409,,1221,26966,High,355,22,492,6,64,7.1
409,,1507,26704,High,351,27,635,8,64,11.66
409,,2428,16573,Low,218,15,339,4,63,5.22
409,,3103,10258,Low,135,13,272,4,67,5.91
409,,3283,32388,High,426,36,800,11,52,8.24
409,,3492,29999,High,395,30,634,8,57,6.39
409,,4321,16694,Low,220,22,289,4,54,9.66
410,Mkt Avg,,11047,,145,10,218,3,43,6.85
410,,39,9134,Low,120,6,148,2,47,4.45
410,,42,6689,Low,88,7,127,2,54,5.73
410,,72,17777,Medium,234,14,387,5,52,10.79
410,,111,9790,Low,129,8,140,2,25,8.46
410,,242,11613,Low,153,12,217,3,53,7.32
410,,368,8927,Low,117,7,184,2,10,5.32
410,,382,12131,Low,160,11,289,4,48,5.3
410,,1187,6941,Low,91,6,128,2,67,6.91
410,,2893,8958,Low,118,7,171,2,19,7.66
410,,5307,18512,Medium,244,24,388,5,58,6.59
411,Mkt Avg,,14580,,192,15,316,4,44,7.97
411,,26,18713,Medium,246,22,375,5,59,6.73
411,,342,6712,Low,88,5,127,2,53,4.72
411,,378,5441,Low,72,3,103,1,67,4.14
411,,484,21009,Medium,276,21,508,7,42,7.12
411,,1054,9391,Low,124,9,165,2,-9,15.91
411,,1802,28841,High,379,33,679,9,60,5.25
411,,2131,15447,Low,203,12,323,4,42,11.36
411,,5219,12304,Low,162,21,275,4,29,5.75
411,,5441,15269,Low,201,14,365,5,37,7.06
411,,6392,12675,Low,167,8,243,3,60,11.67
412,Mkt Avg,,12347,,162,17,303,4,60,6.73
412,,1545,18087,Medium,238,23,512,7,58,9.06
412,,1632,25357,Medium,334,46,739,10,72,4.51
412,,1696,13034,Low,172,16,275,4,61,8.61
412,,2957,15165,Low,200,17,342,5,56,4.34
412,,3758,5475,Low,72,9,86,1,60,6.4
412,,3761,8839,Low,116,9,202,3,42,6.31
412,,4244,8282,Low,109,6,147,2,46,8.55
412,,4246,7168,Low,94,8,171,2,50,9.5
412,,4253,11919,Low,157,17,312,4,88,4.31
412,,5806,10141,Low,133,21,239,3,65,5.75
413,Mkt Avg,,14510,,191,14,339,4,57,6.52
413,,751,10862,Low,143,11,176,2,45,9.24
413,,1393,11133,Low,146,9,240,3,50,6.62
413,,1435,9373,Low,123,6,143,2,92,4.5
413,,1491,15414,Low,203,13,318,4,49,6.01
413,,1683,7196,Low,95,4,121,2,64,4.95
413,,1723,21337,Medium,281,15,388,5,50,5.88
413,,1764,27234,High,358,27,694,9,50,5.96
413,,2935,8294,Low,109,6,151,2,17,6.43
413,,3394,9569,Low,126,7,238,3,72,6.85
413,,3762,33576,High,442,51,1139,15,53,9.8
413,,4606,5623,Low,74,6,116,2,89,5.44
414,Mkt Avg,,16145,,212,18,410,5,57,6.5
414,,581,16404,Low,216,13,309,4,76,5.76
414,,647,7165,Low,94,5,158,2,67,8.5
414,,748,9778,Low,129,8,204,3,62,4.54
414,,749,16553,Low,218,19,401,5,44,6.35
414,,892,33218,High,437,47,1034,14,58,5.49
414,,1389,9366,Low,123,8,190,3,58,6.39
414,,1732,7542,Low,99,7,148,2,67,5.95
414,,1787,13164,Low,173,11,314,4,42,8.48
414,,2764,23963,Medium,315,24,569,7,55,5.97
414,,4256,18893,Medium,249,21,425,6,49,6.71
414,,5748,21551,Medium,284,31,757,10,45,7.38
415,Mkt Avg,,17885,,235,19,451,6,68,5.48
415,,646,7719,Low,102,6,183,2,80,4.42
415,,750,9085,Low,120,11,296,4,78,4.94
415,,753,30611,High,403,40,844,11,57,5.31
415,,841,2782,Low,37,1,48,1,71,2.75
415,,1496,22473,Medium,296,18,503,7,65,5.84
415,,1506,8873,Low,117,10,202,3,92,4
415,,1509,7835,Low,103,7,193,3,71,4.29
415,,1528,29167,High,384,31,750,10,59,5.89
415,,2004,26985,High,355,33,779,10,55,7.72
415,,2716,26146,High,344,23,587,8,51,4.92
415,,2889,17144,Low,226,19,449,6,71,8.69
415,,3630,25800,Medium,339,34,582,8,70,7.01
418,Mkt Avg,,16594,,218,16,385,5,58,7.24
418,,559,17801,Medium,234,16,406,5,41,9.15
418,,784,12221,Low,161,8,193,3,93,3.83
418,,797,20565,Medium,271,20,465,6,46,6.88
418,,985,8912,Low,117,5,145,2,69,9.37
418,,1241,34181,High,450,45,1068,14,49,7
418,,1285,16891,Low,222,12,322,4,64,7.75
418,,1431,13332,Low,175,9,283,4,25,8.61
418,,1475,7692,Low,101,9,124,2,92,6.67
418,,1621,6917,Low,91,5,147,2,89,4.86
418,,1721,16766,Low,221,14,411,5,46,7.1
418,,2827,22825,Medium,300,25,612,8,31,10.17
418,,5115,21018,Medium,277,20,443,6,54,5.48
419,Mkt Avg,,16477,,217,17,421,6,53,7.74
419,,1447,16213,Low,213,15,363,5,38,10.01
419,,1609,16611,Low,219,17,392,5,70,3.9
419,,1634,15541,Low,204,20,331,4,38,5.63
419,,1654,25570,Medium,336,28,693,9,49,10.41
419,,1757,21861,Medium,288,21,691,9,41,10.36
419,,1929,17543,Low,231,17,409,5,55,7.11
419,,2367,11414,Low,150,10,258,3,53,9.25
419,,2937,10997,Low,145,9,221,3,54,9.82
419,,3233,16731,Low,220,15,526,7,67,5.91
419,,4849,12292,Low,162,12,329,4,69,4.99
421,Mkt Avg,,13497,,178,16,312,4,54,7.89
421,,1415,12011,Low,158,12,207,3,47,11.33
421,,1470,20110,Medium,265,31,526,7,41,9.92
421,,1473,25728,Medium,339,26,807,11,60,8.46
421,,1722,15834,Low,208,24,300,4,48,6.49
421,,1738,17446,Low,230,23,486,6,53,9.65
421,,1858,7212,Low,95,4,134,2,57,8.06
421,,1865,5582,Low,73,4,120,2,17,11.94
421,,2820,11231,Low,148,11,161,2,63,5.42
421,,3760,12745,Low,168,17,247,3,50,6.69
421,,3806,10513,Low,138,11,231,3,77,4.76
421,,4374,10060,Low,132,14,212,3,79,4.03
422,Mkt Avg,,23788,,313,29,766,10,43,8.69
422,,1861,20926,Medium,275,26,571,8,57,7
422,,1864,23499,Medium,309,25,646,9,45,7.52
422,,1952,17435,Low,229,15,496,7,51,9.36
422,,2087,26638,High,350,34,911,12,35,8.61
422,,2643,23759,Medium,313,30,930,12,39,8.73
422,,2882,33524,High,441,57,1395,18,43,9.43
422,,3364,17293,Low,228,13,396,5,32,9.85
