Store #,Bag Size,Bunzl Delivery,Qty,3rd Party Tracking,3rd party carrier
2286,Med,9/22/2022,3,N/A,N/A
2287,Med,9/21/2022,7,N/A,N/A
2287,Small,9/21/2022,3,N/A,N/A
2288,Small,9/23/2022,3,N/A,N/A
2291,Small,9/27/2022,3,N/A,N/A
2291,Med,9/27/2022,3,N/A,N/A
2292,Med,9/23/2022,6,N/A,N/A
2292,Small,9/23/2022,3,N/A,N/A
2293,Med,9/16/2022,5,N/A,N/A
2293,Small,9/16/2022,3,N/A,N/A
2294,Med,9/23/2022,7,N/A,N/A
2294,Small,9/23/2022,3,N/A,N/A
2294,Med,9/23/2022,2,N/A,N/A
2295,Med,9/20/2022,7,N/A,N/A
2295,Small,9/20/2022,3,N/A,N/A
2297,Med,9/22/2022,7,N/A,N/A
2297,Small,9/22/2022,3,N/A,N/A
2299,Med,9/17/2022,7,N/A,N/A
2299,Small,9/17/2022,3,N/A,N/A
2300,Small,9/20/2022,3,N/A,N/A
2300,Med,9/20/2022,3,N/A,N/A
2306,Small,9/20/2022,3,N/A,N/A
2306,Med,9/20/2022,3,N/A,N/A
2307,Small,9/21/2022,3,N/A,N/A
2307,Med,9/21/2022,2,N/A,N/A
2308,Small,9/22/2022,3,N/A,N/A
2309,Small,9/30/2022,3,N/A,N/A
2309,Med,9/30/2022,2,N/A,N/A
2310,Small,9/21/2022,3,N/A,N/A
2310,Med,9/21/2022,3,N/A,N/A
2311,Small,9/30/2022,3,N/A,N/A
2311,Med,9/30/2022,2,N/A,N/A
2312,Med,9/16/2022,7,N/A,N/A
2312,Small,9/16/2022,3,N/A,N/A
2313,Med,9/15/2022,7,N/A,N/A
2313,Small,9/15/2022,3,N/A,N/A
2314,Small,9/22/2022,3,N/A,N/A
2314,Med,9/22/2022,3,N/A,N/A
2315,Med,9/28/2022,7,N/A,N/A
2315,Small,9/28/2022,3,N/A,N/A
2315,Med,9/28/2022,2,N/A,N/A
2316,Small,9/16/2022,3,N/A,N/A
2316,Med,9/16/2022,3,N/A,N/A
2317,Med,9/26/2022,6,N/A,N/A
2317,Small,9/26/2022,3,N/A,N/A
2317,Med,9/26/2022,2,N/A,N/A
2318,Small,9/20/2022,3,N/A,N/A
2318,Med,9/20/2022,3,N/A,N/A
2319,Med,9/22/2022,6,N/A,N/A
2319,Small,9/22/2022,3,N/A,N/A
2319,Med,9/22/2022,2,N/A,N/A
2320,Med,10/3/2022,6,N/A,N/A
2320,Small,10/3/2022,3,N/A,N/A
2320,Med,10/3/2022,2,N/A,N/A
2321,Small,9/22/2022,3,N/A,N/A
2321,Med,9/22/2022,3,N/A,N/A
2322,Med,9/20/2022,7,N/A,N/A
2322,Small,9/20/2022,3,N/A,N/A
2323,Small,9/15/2022,3,N/A,N/A
2325,Med,9/26/2022,7,N/A,N/A
2325,Small,9/26/2022,3,N/A,N/A
2325,Med,9/26/2022,2,N/A,N/A
2326,Small,9/17/2022,3,N/A,N/A
2326,Small,9/17/2022,2,N/A,N/A
2329,Med,9/20/2022,7,N/A,N/A
2329,Small,9/20/2022,3,N/A,N/A
2331,Med,9/21/2022,7,N/A,N/A
2331,Small,9/21/2022,3,N/A,N/A
2333,Small,9/27/2022,3,N/A,N/A
2334,Small,9/21/2022,3,N/A,N/A
2334,Med,9/21/2022,2,N/A,N/A
2335,Med,9/20/2022,6,N/A,N/A
2335,Small,9/20/2022,3,N/A,N/A
2336,Med,9/21/2022,2,N/A,N/A
2337,Small,9/16/2022,3,N/A,N/A
2338,Small,9/20/2022,3,N/A,N/A
2338,Med,9/20/2022,3,N/A,N/A
2339,Med,9/27/2022,7,N/A,N/A
2339,Small,9/27/2022,3,N/A,N/A
2340,Small,9/22/2022,3,N/A,N/A
2340,Med,9/22/2022,3,N/A,N/A
2341,Small,9/21/2022,3,N/A,N/A
2341,Med,9/21/2022,2,N/A,N/A
2348,Med,9/21/2022,6,N/A,N/A
2348,Small,9/21/2022,3,N/A,N/A
2350,Med,9/21/2022,7,N/A,N/A
2350,Small,9/21/2022,3,N/A,N/A
2351,Med,9/22/2022,7,N/A,N/A
2351,Small,9/22/2022,3,N/A,N/A
2352,Small,9/17/2022,3,N/A,N/A
2354,Med,9/16/2022,7,N/A,N/A
2354,Small,9/16/2022,3,N/A,N/A
2355,Med,9/16/2022,7,N/A,N/A
2355,Small,9/16/2022,3,N/A,N/A
2355,Small,9/16/2022,2,N/A,N/A
2357,Small,9/23/2022,3,N/A,N/A
2357,Med,9/23/2022,2,N/A,N/A
2358,Med,9/20/2022,7,N/A,N/A
2358,Small,9/20/2022,3,N/A,N/A
2359,Small,9/21/2022,3,N/A,N/A
2359,Med,9/21/2022,3,N/A,N/A
2360,Med,9/21/2022,6,N/A,N/A
2360,Small,9/21/2022,3,N/A,N/A
2361,Small,9/15/2022,3,N/A,N/A
2361,Med,9/22/2022,3,N/A,N/A
2362,Med,9/15/2022,6,N/A,N/A
2362,Small,9/15/2022,3,N/A,N/A
2365,Small,9/17/2022,3,N/A,N/A
2365,Med,9/17/2022,2,N/A,N/A
2366,Med,9/21/2022,2,N/A,N/A
2367,Med,9/17/2022,7,N/A,N/A
2367,Small,9/17/2022,3,N/A,N/A
2368,Small,9/23/2022,3,N/A,N/A
2368,Med,9/23/2022,2,N/A,N/A
2369,Small,9/20/2022,3,N/A,N/A
2369,Med,9/20/2022,2,N/A,N/A
2370,Med,9/21/2022,7,N/A,N/A
2370,Small,9/21/2022,3,N/A,N/A
2371,Small,9/17/2022,3,N/A,N/A
2371,Med,9/17/2022,2,N/A,N/A
2373,Small,9/23/2022,3,N/A,N/A
2385,Small,9/22/2022,3,N/A,N/A
2385,Med,9/22/2022,2,N/A,N/A
2386,Med,9/22/2022,2,N/A,N/A
2387,Med,9/16/2022,2,N/A,N/A
2388,Med,9/30/2022,7,N/A,N/A
2388,Small,9/30/2022,3,N/A,N/A
2398,Med,9/21/2022,6,N/A,N/A
2398,Small,9/21/2022,3,N/A,N/A
2398,Med,9/21/2022,2,N/A,N/A
2400,Small,9/24/2022,3,N/A,N/A
2400,Med,9/24/2022,2,N/A,N/A
2401,Med,9/23/2022,7,N/A,N/A
2401,Small,9/23/2022,3,N/A,N/A
2403,Small,9/22/2022,3,N/A,N/A
2403,Med,9/22/2022,2,N/A,N/A
2404,Med,9/21/2022,7,N/A,N/A
2404,Small,9/21/2022,3,N/A,N/A
2405,Small,9/20/2022,3,N/A,N/A
2405,Med,9/20/2022,3,N/A,N/A
2405,Small,9/20/2022,2,N/A,N/A
2412,Small,9/24/2022,3,N/A,N/A
2412,Med,9/24/2022,2,N/A,N/A
2417,Med,9/20/2022,7,N/A,N/A
2417,Small,9/20/2022,3,N/A,N/A
2418,Med,9/23/2022,6,N/A,N/A
2418,Small,9/23/2022,3,N/A,N/A
2419,Small,9/22/2022,3,N/A,N/A
2419,Med,9/22/2022,2,N/A,N/A
2420,Small,9/16/2022,3,N/A,N/A
2420,Med,9/16/2022,3,N/A,N/A
2421,Med,9/20/2022,6,N/A,N/A
2421,Small,9/20/2022,3,N/A,N/A
2422,Med,9/26/2022,6,N/A,N/A
2422,Small,9/26/2022,3,N/A,N/A
2422,Med,9/26/2022,2,N/A,N/A
2424,Med,9/22/2022,6,N/A,N/A
2424,Small,9/22/2022,3,N/A,N/A
2426,Med,9/24/2022,2,N/A,N/A
2427,Med,9/21/2022,7,N/A,N/A
2427,Small,9/21/2022,3,N/A,N/A
2428,Med,9/17/2022,7,N/A,N/A
2428,Small,9/17/2022,3,N/A,N/A
2429,Small,9/24/2022,3,N/A,N/A
2429,Med,9/24/2022,2,N/A,N/A
2432,Med,9/23/2022,7,N/A,N/A
2432,Small,9/23/2022,3,N/A,N/A
2434,Small,9/21/2022,3,N/A,N/A
2435,Small,9/22/2022,3,N/A,N/A
2435,Med,9/22/2022,2,N/A,N/A
2436,Med,9/23/2022,7,N/A,N/A
2436,Small,9/23/2022,3,N/A,N/A
2436,Med,9/23/2022,2,N/A,N/A
2437,Med,9/24/2022,7,N/A,N/A
2437,Small,9/24/2022,3,N/A,N/A
2437,Med,9/24/2022,2,N/A,N/A
2438,Small,9/22/2022,3,N/A,N/A
2439,Small,9/17/2022,3,N/A,N/A
2439,Med,9/17/2022,3,N/A,N/A
2440,Small,9/20/2022,3,N/A,N/A
2440,Med,9/20/2022,3,N/A,N/A
2441,Med,9/30/2022,7,N/A,N/A
2441,Small,9/30/2022,3,N/A,N/A
2443,Med,9/22/2022,7,N/A,N/A
2443,Small,9/22/2022,3,N/A,N/A
2444,Med,9/17/2022,7,N/A,N/A
2444,Small,9/17/2022,3,N/A,N/A
2445,Med,9/21/2022,7,N/A,N/A
2445,Small,9/21/2022,3,N/A,N/A
2445,Med,9/21/2022,2,N/A,N/A
2446,Small,9/16/2022,3,N/A,N/A
2446,Med,9/16/2022,2,N/A,N/A
2447,Small,9/30/2022,3,N/A,N/A
2448,Med,9/20/2022,6,N/A,N/A
2448,Small,9/20/2022,3,N/A,N/A
2450,Med,9/28/2022,7,N/A,N/A
2450,Small,9/28/2022,3,N/A,N/A
2450,Med,9/28/2022,2,N/A,N/A
2452,Med,9/21/2022,6,N/A,N/A
2452,Small,9/21/2022,3,N/A,N/A
2455,Small,9/21/2022,3,N/A,N/A
2455,Med,9/21/2022,2,N/A,N/A
2457,Med,9/23/2022,6,N/A,N/A
2457,Small,9/23/2022,3,N/A,N/A
2458,Med,9/21/2022,6,N/A,N/A
2458,Small,9/21/2022,3,N/A,N/A
2459,Med,9/15/2022,7,N/A,N/A
2459,Small,9/15/2022,3,N/A,N/A
2460,Small,9/20/2022,3,N/A,N/A
2460,Med,9/20/2022,3,N/A,N/A
2463,Med,9/21/2022,6,N/A,N/A
2463,Small,9/21/2022,3,N/A,N/A
2464,Med,9/22/2022,7,N/A,N/A
2464,Small,9/22/2022,3,N/A,N/A
2469,Med,9/26/2022,7,N/A,N/A
2469,Small,9/26/2022,3,N/A,N/A
2469,Med,9/26/2022,2,N/A,N/A
2471,Med,9/24/2022,6,N/A,N/A
2471,Small,9/24/2022,3,N/A,N/A
2472,Small,9/17/2022,3,N/A,N/A
2473,Small,9/22/2022,3,N/A,N/A
2473,Med,9/22/2022,3,N/A,N/A
2474,Small,9/17/2022,3,N/A,N/A
2475,Small,9/16/2022,3,N/A,N/A
2476,Small,9/30/2022,3,N/A,N/A
2476,Small,9/30/2022,3,N/A,N/A
2476,Med,9/30/2022,2,N/A,N/A
2477,Small,10/3/2022,3,N/A,N/A
2477,Med,10/3/2022,3,N/A,N/A
2479,Small,9/27/2022,3,N/A,N/A
2479,Med,9/27/2022,3,N/A,N/A
2480,Med,9/21/2022,7,N/A,N/A
2480,Small,9/21/2022,3,N/A,N/A
2481,Med,9/22/2022,7,N/A,N/A
2481,Small,9/22/2022,3,N/A,N/A
2482,Small,9/22/2022,3,N/A,N/A
2482,Med,9/22/2022,3,N/A,N/A
2483,Small,9/22/2022,3,N/A,N/A
2484,Med,9/28/2022,7,N/A,N/A
2484,Small,9/28/2022,3,N/A,N/A
2485,Med,9/29/2022,6,N/A,N/A
2485,Small,9/29/2022,3,N/A,N/A
2485,Small,9/29/2022,3,N/A,N/A
2490,Med,9/23/2022,7,N/A,N/A
2490,Small,9/23/2022,3,N/A,N/A
2491,Small,9/16/2022,3,N/A,N/A
2491,Med,9/16/2022,3,N/A,N/A
2492,Small,9/27/2022,3,N/A,N/A
2492,Med,9/27/2022,2,N/A,N/A
2493,Med,9/22/2022,6,N/A,N/A
2493,Small,9/22/2022,3,N/A,N/A
2494,Med,9/22/2022,7,N/A,N/A
2494,Small,9/22/2022,3,N/A,N/A
2495,Med,9/23/2022,7,N/A,N/A
2495,Small,9/23/2022,3,N/A,N/A
2496,Small,9/22/2022,3,N/A,N/A
2496,Med,9/22/2022,3,N/A,N/A
2497,Med,9/23/2022,2,N/A,N/A
2502,Small,9/16/2022,3,N/A,N/A
2503,Med,9/22/2022,6,N/A,N/A
2503,Small,9/22/2022,3,N/A,N/A
2503,Med,9/22/2022,2,N/A,N/A
2505,Small,9/16/2022,3,N/A,N/A
2505,Med,9/16/2022,3,N/A,N/A
2506,Med,9/15/2022,7,N/A,N/A
2506,Small,9/15/2022,3,N/A,N/A
2507,Small,9/27/2022,3,N/A,N/A
2508,Small,9/17/2022,3,N/A,N/A
2508,Med,9/17/2022,2,N/A,N/A
2509,Med,9/21/2022,6,N/A,N/A
2509,Small,9/21/2022,3,N/A,N/A
2510,Med,9/21/2022,6,N/A,N/A
2510,Small,9/21/2022,3,N/A,N/A
2511,Med,9/22/2022,2,N/A,N/A
2512,Small,9/22/2022,3,N/A,N/A
2512,Med,9/22/2022,3,N/A,N/A
2513,Med,9/17/2022,7,N/A,N/A
2513,Small,9/17/2022,3,N/A,N/A
2514,Med,9/20/2022,7,N/A,N/A
2514,Small,9/20/2022,3,N/A,N/A
2514,Med,9/20/2022,2,N/A,N/A
2515,Small,9/24/2022,3,N/A,N/A
2515,Med,9/24/2022,3,N/A,N/A
2516,Med,9/27/2022,7,N/A,N/A
2516,Small,9/27/2022,3,N/A,N/A
2516,Med,9/27/2022,2,N/A,N/A
2517,Small,9/24/2022,3,N/A,N/A
2517,Med,9/24/2022,3,N/A,N/A
2518,Small,9/21/2022,3,N/A,N/A
2518,Med,9/21/2022,2,N/A,N/A
2519,Small,9/20/2022,3,N/A,N/A
2520,Med,9/22/2022,7,N/A,N/A
2520,Small,9/22/2022,3,N/A,N/A
2522,Med,9/21/2022,7,N/A,N/A
2522,Small,9/21/2022,3,N/A,N/A
2523,Med,9/23/2022,7,N/A,N/A
2523,Small,9/23/2022,3,N/A,N/A
2526,Small,9/22/2022,3,N/A,N/A
2527,Med,9/22/2022,6,N/A,N/A
2527,Small,9/22/2022,3,N/A,N/A
2528,Med,9/17/2022,7,N/A,N/A
2528,Small,9/17/2022,3,N/A,N/A
2530,Med,9/17/2022,6,N/A,N/A
2530,Small,9/17/2022,3,N/A,N/A
2531,Small,9/23/2022,3,N/A,N/A
2531,Med,9/23/2022,3,N/A,N/A
2532,Med,9/20/2022,7,N/A,N/A
2532,Small,9/20/2022,3,N/A,N/A
2533,Med,9/28/2022,7,N/A,N/A
2533,Small,9/28/2022,3,N/A,N/A
2533,Med,9/28/2022,2,N/A,N/A
2534,Small,9/20/2022,3,N/A,N/A
2535,Med,9/17/2022,3,N/A,N/A
2536,Small,9/27/2022,3,N/A,N/A
2536,Med,9/27/2022,3,N/A,N/A
2537,Med,9/24/2022,7,N/A,N/A
2537,Small,9/24/2022,3,N/A,N/A
2538,Med,9/27/2022,7,N/A,N/A
2538,Small,9/27/2022,3,N/A,N/A
2538,Med,9/27/2022,2,N/A,N/A
2539,Small,9/30/2022,3,N/A,N/A
2539,Small,9/30/2022,3,N/A,N/A
2539,Med,9/30/2022,2,N/A,N/A
2540,Med,9/20/2022,7,N/A,N/A
2540,Small,9/20/2022,3,N/A,N/A
2541,Small,9/22/2022,3,N/A,N/A
2541,Med,9/22/2022,3,N/A,N/A
2542,Med,9/21/2022,6,N/A,N/A
2542,Small,9/21/2022,3,N/A,N/A
2543,Small,9/20/2022,3,N/A,N/A
2544,Small,9/15/2022,3,N/A,N/A
2544,Med,9/15/2022,2,N/A,N/A
2545,Med,9/21/2022,7,N/A,N/A
2545,Small,9/21/2022,3,N/A,N/A
2546,Small,9/23/2022,3,N/A,N/A
2547,Small,9/17/2022,3,N/A,N/A
2547,Med,9/17/2022,2,N/A,N/A
2548,Small,9/29/2022,3,N/A,N/A
2548,Med,9/29/2022,2,N/A,N/A
2549,Small,9/30/2022,3,N/A,N/A
2549,Small,9/30/2022,3,N/A,N/A
2549,Med,9/30/2022,2,N/A,N/A
2550,Small,9/28/2022,3,N/A,N/A
2550,Med,9/28/2022,2,N/A,N/A
2551,Med,9/24/2022,6,N/A,N/A
2551,Small,9/24/2022,3,N/A,N/A
2551,Med,9/24/2022,2,N/A,N/A
2552,Med,9/30/2022,7,N/A,N/A
2552,Small,9/30/2022,3,N/A,N/A
2552,Med,9/30/2022,2,N/A,N/A
2553,Med,9/24/2022,7,N/A,N/A
2553,Small,9/24/2022,3,N/A,N/A
2554,Small,9/20/2022,3,N/A,N/A
2554,Med,9/20/2022,3,N/A,N/A
2555,Med,9/24/2022,7,N/A,N/A
2555,Small,9/24/2022,3,N/A,N/A
2555,Med,9/24/2022,2,N/A,N/A
2556,Med,9/27/2022,7,N/A,N/A
2556,Small,9/27/2022,3,N/A,N/A
2557,Small,9/21/2022,3,N/A,N/A
2557,Med,9/21/2022,3,N/A,N/A
2558,Med,9/16/2022,6,N/A,N/A
2558,Small,9/16/2022,3,N/A,N/A
2559,Small,9/16/2022,3,N/A,N/A
2559,Med,9/16/2022,3,N/A,N/A
2560,Small,9/20/2022,3,N/A,N/A
2560,Med,9/20/2022,3,N/A,N/A
2561,Small,9/16/2022,3,N/A,N/A
2561,Med,9/16/2022,3,N/A,N/A
2561,Small,9/16/2022,2,N/A,N/A
2562,Med,9/20/2022,5,N/A,N/A
2562,Small,9/20/2022,3,N/A,N/A
2563,Med,9/28/2022,6,N/A,N/A
2563,Small,9/28/2022,3,N/A,N/A
2564,Med,9/22/2022,6,N/A,N/A
2564,Small,9/22/2022,3,N/A,N/A
2565,Med,9/21/2022,7,N/A,N/A
2565,Small,9/21/2022,3,N/A,N/A
2566,Small,9/24/2022,3,N/A,N/A
2566,Med,9/24/2022,2,N/A,N/A
2567,Small,9/22/2022,3,N/A,N/A
2568,Small,9/27/2022,3,N/A,N/A
2568,Med,9/27/2022,3,N/A,N/A
2571,Med,9/27/2022,5,N/A,N/A
2571,Small,9/27/2022,3,N/A,N/A
2571,Med,9/27/2022,2,N/A,N/A
2572,Small,9/29/2022,3,N/A,N/A
2572,Med,9/29/2022,2,N/A,N/A
2574,Small,9/20/2022,3,N/A,N/A
2575,Med,9/22/2022,6,N/A,N/A
2575,Small,9/22/2022,3,N/A,N/A
2576,Small,9/29/2022,3,N/A,N/A
2576,Med,9/29/2022,2,N/A,N/A
2577,Med,9/23/2022,7,N/A,N/A
2577,Small,9/23/2022,3,N/A,N/A
2577,Med,9/23/2022,2,N/A,N/A
2580,Small,9/16/2022,3,N/A,N/A
2581,Small,9/17/2022,3,N/A,N/A
2582,Med,9/23/2022,6,N/A,N/A
2582,Small,9/23/2022,3,N/A,N/A
2582,Med,9/23/2022,2,N/A,N/A
2583,Small,9/23/2022,3,N/A,N/A
2583,Med,9/23/2022,2,N/A,N/A
2584,Med,9/21/2022,6,N/A,N/A
2584,Small,9/21/2022,3,N/A,N/A
2585,Small,9/22/2022,3,N/A,N/A
2586,Small,9/22/2022,3,N/A,N/A
2586,Med,9/22/2022,3,N/A,N/A
2587,Small,9/23/2022,3,N/A,N/A
2587,Med,9/23/2022,3,N/A,N/A
2588,Small,9/16/2022,3,N/A,N/A
2591,Med,9/29/2022,7,N/A,N/A
2591,Small,9/29/2022,3,N/A,N/A
2592,Small,9/20/2022,3,N/A,N/A
2593,Med,9/24/2022,2,N/A,N/A
2594,Med,9/22/2022,6,N/A,N/A
2594,Small,9/22/2022,3,N/A,N/A
2594,Med,9/22/2022,2,N/A,N/A
2595,Med,9/22/2022,7,N/A,N/A
2595,Small,9/22/2022,3,N/A,N/A
2595,Med,9/22/2022,2,N/A,N/A
2596,Med,9/27/2022,7,N/A,N/A
2596,Small,9/27/2022,3,N/A,N/A
2596,Med,9/27/2022,2,N/A,N/A
2597,Small,9/21/2022,3,N/A,N/A
2597,Med,9/21/2022,3,N/A,N/A
2598,Small,9/24/2022,3,N/A,N/A
2599,Small,9/24/2022,3,N/A,N/A
2599,Med,9/24/2022,3,N/A,N/A
2600,Med,9/17/2022,7,N/A,N/A
2600,Small,9/17/2022,3,N/A,N/A
2603,Med,9/20/2022,6,N/A,N/A
2603,Small,9/20/2022,3,N/A,N/A
2604,Med,9/22/2022,7,N/A,N/A
2604,Small,9/22/2022,3,N/A,N/A
2605,Small,9/29/2022,3,N/A,N/A
2605,Med,9/29/2022,2,N/A,N/A
2607,Med,9/30/2022,6,N/A,N/A
2607,Small,9/30/2022,3,N/A,N/A
2607,Small,9/30/2022,3,N/A,N/A
2608,Med,9/15/2022,5,N/A,N/A
2608,Small,9/15/2022,3,N/A,N/A
2609,Med,9/28/2022,7,N/A,N/A
2609,Small,9/28/2022,3,N/A,N/A
2610,Small,9/17/2022,3,N/A,N/A
2610,Med,9/17/2022,3,N/A,N/A
2611,Small,9/16/2022,3,N/A,N/A
2611,Med,9/16/2022,3,N/A,N/A
2612,Med,9/22/2022,3,N/A,N/A
2613,Med,9/24/2022,7,N/A,N/A
2613,Small,9/24/2022,3,N/A,N/A
2614,Med,9/22/2022,5,N/A,N/A
2614,Small,9/22/2022,3,N/A,N/A
2615,Small,9/16/2022,3,N/A,N/A
2616,Med,9/20/2022,3,N/A,N/A
2618,Med,9/16/2022,6,N/A,N/A
2618,Small,9/16/2022,3,N/A,N/A
2619,Small,9/20/2022,3,N/A,N/A
2619,Med,9/20/2022,3,N/A,N/A
2620,Med,9/22/2022,6,N/A,N/A
2620,Small,9/22/2022,3,N/A,N/A
2621,Med,9/22/2022,7,N/A,N/A
2621,Small,9/22/2022,3,N/A,N/A
2626,Small,9/17/2022,3,N/A,N/A
2627,Small,9/16/2022,3,N/A,N/A
2628,Small,9/29/2022,3,N/A,N/A
2628,Med,9/29/2022,2,N/A,N/A
2629,Med,9/20/2022,7,N/A,N/A
2630,Small,9/17/2022,3,N/A,N/A
2630,Med,9/17/2022,3,N/A,N/A
2631,Med,9/17/2022,7,N/A,N/A
2631,Small,9/17/2022,3,N/A,N/A
2633,Small,9/21/2022,3,N/A,N/A
2634,Med,9/21/2022,5,N/A,N/A
2634,Small,9/21/2022,3,N/A,N/A
2636,Med,9/23/2022,7,N/A,N/A
2636,Small,9/23/2022,3,N/A,N/A
2637,Small,9/22/2022,3,N/A,N/A
2638,Small,9/29/2022,3,N/A,N/A
2638,Med,9/29/2022,2,N/A,N/A
2639,Med,9/23/2022,6,N/A,N/A
2639,Small,9/23/2022,3,N/A,N/A
2639,Med,9/23/2022,2,N/A,N/A
2640,Med,9/22/2022,6,N/A,N/A
2640,Small,9/22/2022,3,N/A,N/A
2641,Small,9/17/2022,3,N/A,N/A
2642,Small,9/16/2022,3,N/A,N/A
2643,Small,9/20/2022,3,N/A,N/A
2644,Small,9/20/2022,3,N/A,N/A
2645,Med,9/21/2022,6,N/A,N/A
2645,Small,9/21/2022,3,N/A,N/A
2646,Med,9/17/2022,6,N/A,N/A
2646,Small,9/17/2022,3,N/A,N/A
2647,Med,9/22/2022,6,N/A,N/A
2647,Small,9/22/2022,3,N/A,N/A
2648,Small,9/22/2022,3,N/A,N/A
2649,Small,9/15/2022,3,N/A,N/A
2650,Small,9/20/2022,3,N/A,N/A
2651,Small,9/23/2022,3,N/A,N/A
2651,Med,9/23/2022,3,N/A,N/A
2652,Med,9/22/2022,7,N/A,N/A
2652,Small,9/22/2022,3,N/A,N/A
2653,Small,9/24/2022,3,N/A,N/A
2656,Med,9/28/2022,7,N/A,N/A
2656,Small,9/28/2022,3,N/A,N/A
2658,Med,9/22/2022,6,N/A,N/A
2658,Small,9/22/2022,3,N/A,N/A
2659,Med,9/23/2022,5,N/A,N/A
2659,Small,9/23/2022,3,N/A,N/A
2659,Med,9/23/2022,2,N/A,N/A
2660,Med,9/22/2022,7,N/A,N/A
2660,Small,9/22/2022,3,N/A,N/A
2662,Med,9/21/2022,6,N/A,N/A
2662,Small,9/21/2022,3,N/A,N/A
2663,Small,9/20/2022,3,N/A,N/A
2664,Small,9/20/2022,3,N/A,N/A
2665,Small,9/29/2022,3,N/A,N/A
2665,Med,9/29/2022,2,N/A,N/A
2666,Med,9/24/2022,6,N/A,N/A
2666,Small,9/24/2022,3,N/A,N/A
2667,Small,9/15/2022,3,N/A,N/A
2667,Med,9/15/2022,2,N/A,N/A
2668,Small,9/21/2022,3,N/A,N/A
2668,Med,9/21/2022,2,N/A,N/A
2671,Small,9/24/2022,3,N/A,N/A
2671,Med,9/24/2022,3,N/A,N/A
2672,Med,9/16/2022,5,N/A,N/A
2672,Small,9/16/2022,3,N/A,N/A
2674,Med,9/21/2022,6,N/A,N/A
2674,Small,9/21/2022,3,N/A,N/A
2678,Small,9/15/2022,3,N/A,N/A
2678,Med,9/15/2022,2,N/A,N/A
2679,Small,9/15/2022,3,N/A,N/A
2680,Med,9/15/2022,6,N/A,N/A
2680,Small,9/15/2022,3,N/A,N/A
2681,Med,9/20/2022,7,N/A,N/A
2681,Small,9/20/2022,3,N/A,N/A
2682,Med,9/22/2022,6,N/A,N/A
2682,Small,9/22/2022,3,N/A,N/A
2683,Med,9/20/2022,6,N/A,N/A
2683,Small,9/20/2022,3,N/A,N/A
2684,Small,9/17/2022,3,N/A,N/A
2687,Small,9/20/2022,3,N/A,N/A
2688,Small,9/21/2022,3,N/A,N/A
2688,Med,9/21/2022,3,N/A,N/A
2690,Med,9/21/2022,7,N/A,N/A
2690,Small,9/21/2022,3,N/A,N/A
2691,Small,9/28/2022,3,N/A,N/A
2692,Small,9/16/2022,3,N/A,N/A
2692,Med,9/16/2022,3,N/A,N/A
2693,Small,9/16/2022,3,N/A,N/A
2694,Med,9/17/2022,6,N/A,N/A
2694,Small,9/17/2022,3,N/A,N/A
2695,Small,9/20/2022,3,N/A,N/A
2695,Med,9/20/2022,2,N/A,N/A
2696,Med,9/17/2022,6,N/A,N/A
2696,Small,9/17/2022,3,N/A,N/A
2697,Small,9/21/2022,3,N/A,N/A
2700,Small,9/16/2022,3,N/A,N/A
2700,Med,9/16/2022,3,N/A,N/A
2702,Med,9/22/2022,7,N/A,N/A
2702,Small,9/22/2022,3,N/A,N/A
2703,Med,9/21/2022,6,N/A,N/A
2703,Small,9/21/2022,3,N/A,N/A
2704,Small,9/16/2022,3,N/A,N/A
2705,Med,9/17/2022,6,N/A,N/A
2705,Small,9/17/2022,3,N/A,N/A
2706,Small,9/27/2022,3,N/A,N/A
2706,Med,9/27/2022,2,N/A,N/A
2708,Med,9/22/2022,3,N/A,N/A
2710,Med,9/27/2022,6,N/A,N/A
2710,Small,9/27/2022,3,N/A,N/A
2710,Med,9/27/2022,2,N/A,N/A
2711,Med,9/27/2022,6,N/A,N/A
2711,Small,9/27/2022,3,N/A,N/A
2711,Med,9/27/2022,2,N/A,N/A
2712,Small,9/22/2022,3,N/A,N/A
2712,Med,9/22/2022,3,N/A,N/A
2713,Small,9/15/2022,3,N/A,N/A
2713,Med,9/22/2022,3,N/A,N/A
2714,Small,9/17/2022,3,N/A,N/A
2715,Small,9/24/2022,3,N/A,N/A
2715,Med,9/24/2022,2,N/A,N/A
2716,Small,9/20/2022,3,N/A,N/A
2717,Med,9/30/2022,7,N/A,N/A
2717,Small,9/30/2022,3,N/A,N/A
2717,Med,9/30/2022,2,N/A,N/A
2718,Med,9/20/2022,7,N/A,N/A
2718,Small,9/20/2022,3,N/A,N/A
2719,Med,9/23/2022,7,N/A,N/A
2719,Small,9/23/2022,3,N/A,N/A
2720,Small,9/21/2022,3,N/A,N/A
2722,Small,9/27/2022,3,N/A,N/A
2722,Med,9/27/2022,3,N/A,N/A
2723,Small,9/22/2022,3,N/A,N/A
2723,Med,9/22/2022,3,N/A,N/A
2724,Small,9/17/2022,3,N/A,N/A
2724,Med,9/17/2022,3,N/A,N/A
2725,Small,9/24/2022,3,N/A,N/A
2726,Small,9/24/2022,3,N/A,N/A
2727,Small,10/1/2022,3,N/A,N/A
2728,Med,9/22/2022,7,N/A,N/A
2728,Small,9/22/2022,3,N/A,N/A
2729,Med,9/20/2022,6,N/A,N/A
2729,Small,9/20/2022,3,N/A,N/A
2730,Med,9/17/2022,7,N/A,N/A
