Store Number,Week,Day,Remodel
350,35,10/1/2025,No
359,35,10/1/2025,No
379,35,10/1/2025,No
382,35,10/1/2025,No
415,35,10/1/2025,No
419,35,10/1/2025,No
444,35,10/1/2025,No
471,35,10/1/2025,No
484,35,10/1/2025,No
519,35,10/1/2025,No
526,35,10/1/2025,No
539,35,10/1/2025,No
551,35,10/1/2025,No
571,35,10/1/2025,No
574,35,10/1/2025,No
604,35,10/1/2025,No
612,35,10/1/2025,No
624,35,10/1/2025,No
634,35,10/1/2025,No
639,35,10/1/2025,No
646,35,10/1/2025,No
657,35,10/1/2025,No
667,35,10/1/2025,No
668,35,10/1/2025,No
674,35,10/1/2025,No
680,35,10/1/2025,No
698,35,10/1/2025,No
700,35,10/1/2025,No
795,35,10/1/2025,No
798,35,10/1/2025,No
822,35,10/1/2025,No
828,35,10/1/2025,No
838,35,10/1/2025,No
856,35,10/1/2025,No
892,35,10/1/2025,No
905,35,10/1/2025,No
934,35,10/1/2025,No
944,35,10/1/2025,No
962,35,10/1/2025,No
982,35,10/1/2025,No
999,35,10/1/2025,No
1006,35,10/1/2025,No
1036,35,10/1/2025,No
1045,35,10/1/2025,No
1052,35,10/1/2025,No
1057,35,10/1/2025,No
1069,35,10/1/2025,No
1073,35,10/1/2025,No
1196,35,10/1/2025,No
1201,35,10/1/2025,No
1207,35,10/1/2025,No
1234,35,10/1/2025,No
1265,35,10/1/2025,No
1277,35,10/1/2025,No
602,35,10/1/2025,Remodel Site
1958,35,10/1/2025,Remodel Site
2441,35,10/1/2025,Remodel Site
2664,35,10/1/2025,Remodel Site
4112,35,10/1/2025,Remodel Site
5489,35,10/1/2025,Remodel Site
5751,35,10/1/2025,Remodel Site
7329,35,10/1/2025,Remodel Site
1291,35,10/2/2025,No
1304,35,10/2/2025,No
1318,35,10/2/2025,No
1327,35,10/2/2025,No
1341,35,10/2/2025,No
1356,35,10/2/2025,No
1363,35,10/2/2025,No
1367,35,10/2/2025,No
1368,35,10/2/2025,No
1371,35,10/2/2025,No
1379,35,10/2/2025,No
1396,35,10/2/2025,No
1397,35,10/2/2025,No
1399,35,10/2/2025,No
1411,35,10/2/2025,No
1434,35,10/2/2025,No
1465,35,10/2/2025,No
1483,35,10/2/2025,No
1505,35,10/2/2025,No
1506,35,10/2/2025,No
1545,35,10/2/2025,No
1564,35,10/2/2025,No
1566,35,10/2/2025,No
1574,35,10/2/2025,No
1609,35,10/2/2025,No
1641,35,10/2/2025,No
1661,35,10/2/2025,No
1671,35,10/2/2025,No
1682,35,10/2/2025,No
1711,35,10/2/2025,No
1719,35,10/2/2025,No
1757,35,10/2/2025,No
1764,35,10/2/2025,No
1770,35,10/2/2025,No
1817,35,10/2/2025,No
1831,35,10/2/2025,No
1832,35,10/2/2025,No
1836,35,10/2/2025,No
1846,35,10/2/2025,No
1856,35,10/2/2025,No
1900,35,10/2/2025,No
1956,35,10/2/2025,No
1957,35,10/2/2025,No
1981,35,10/2/2025,No
1993,35,10/2/2025,No
2022,35,10/2/2025,No
2030,35,10/2/2025,No
2047,35,10/2/2025,No
2048,35,10/2/2025,No
2049,35,10/2/2025,No
2055,35,10/2/2025,No
2059,35,10/2/2025,No
2147,35,10/2/2025,No
2149,35,10/2/2025,No
2243,35,10/2/2025,No
2265,35,10/2/2025,No
2281,35,10/2/2025,No
2285,35,10/2/2025,No
2299,35,10/2/2025,No
2306,35,10/2/2025,No
2316,35,10/2/2025,No
2323,35,10/2/2025,No
2399,35,10/2/2025,No
2417,35,10/2/2025,No
2544,35,10/2/2025,No
2560,35,10/2/2025,No
2577,35,10/2/2025,No
2597,35,10/2/2025,No
2600,35,10/2/2025,No
2646,35,10/2/2025,No
2665,35,10/2/2025,No
2671,35,10/2/2025,No
2690,35,10/2/2025,No
2728,35,10/2/2025,No
2763,35,10/2/2025,No
2768,35,10/2/2025,No
2832,35,10/2/2025,No
2843,35,10/2/2025,No
2845,35,10/2/2025,No
2855,35,10/2/2025,No
2884,35,10/2/2025,No
2886,35,10/2/2025,No
2892,35,10/2/2025,No
2950,35,10/2/2025,No
2967,35,10/2/2025,No
3150,35,10/2/2025,No
3169,35,10/2/2025,No
3210,35,10/2/2025,No
3220,35,10/2/2025,No
3221,35,10/2/2025,No
3281,35,10/2/2025,No
3293,35,10/2/2025,No
3344,35,10/2/2025,No
3351,35,10/2/2025,No
3383,35,10/2/2025,No
3484,35,10/2/2025,No
3525,35,10/2/2025,No
3528,35,10/2/2025,No
3648,35,10/2/2025,No
3731,35,10/2/2025,No
3734,35,10/2/2025,No
3790,35,10/2/2025,No
3802,35,10/2/2025,No
3851,35,10/2/2025,No
3886,35,10/2/2025,No
3888,35,10/2/2025,No
4132,35,10/2/2025,No
4137,35,10/2/2025,No
4162,35,10/2/2025,No
4219,35,10/2/2025,No
4243,35,10/2/2025,No
4325,35,10/2/2025,No
4348,35,10/2/2025,No
4394,35,10/2/2025,No
4412,35,10/2/2025,No
4483,35,10/2/2025,No
4487,35,10/2/2025,No
4508,35,10/2/2025,No
4540,35,10/2/2025,No
4554,35,10/2/2025,No
4564,35,10/2/2025,No
4679,35,10/2/2025,No
5090,35,10/2/2025,No
5097,35,10/2/2025,No
5099,35,10/2/2025,No
5136,35,10/2/2025,No
5175,35,10/2/2025,No
5270,35,10/2/2025,No
5358,35,10/2/2025,No
5411,35,10/2/2025,No
5419,35,10/2/2025,No
5430,35,10/2/2025,No
5443,35,10/2/2025,No
5494,35,10/2/2025,No
5649,35,10/2/2025,No
5710,35,10/2/2025,No
5797,35,10/2/2025,No
5799,35,10/2/2025,No
5839,35,10/2/2025,No
5957,35,10/2/2025,No
7129,35,10/2/2025,No
7181,35,10/2/2025,No
2981,35,10/2/2025,No
7307,35,10/2/2025,No
5321,35,10/2/2025,No
3356,35,10/2/2025,No
5306,35,10/2/2025,No
5604,35,10/2/2025,No
5643,35,10/2/2025,No
3011,35,10/2/2025,No
5759,35,10/2/2025,No
4196,35,10/2/2025,No
2743,35,10/2/2025,No
3599,35,10/2/2025,No
5780,35,10/2/2025,No
7180,35,10/2/2025,No
5829,35,10/2/2025,No
7235,35,10/2/2025,No
3456,35,10/2/2025,No
6966,35,10/2/2025,No
3198,35,10/2/2025,No
5963,35,10/2/2025,No
2880,35,10/2/2025,No
6814,35,10/2/2025,No
4275,35,10/2/2025,No
5367,35,10/2/2025,No
5286,35,10/2/2025,No
5863,35,10/2/2025,No
3275,35,10/2/2025,No
5776,35,10/2/2025,No
5102,35,10/2/2025,No
5774,35,10/2/2025,No
2944,35,10/2/2025,No
5005,35,10/2/2025,No
5820,35,10/2/2025,No
2975,35,10/2/2025,No
4603,35,10/3/2025,No
5624,35,10/3/2025,No
5613,35,10/3/2025,No
5614,35,10/3/2025,No
3392,35,10/3/2025,No
5366,35,10/3/2025,No
4160,35,10/3/2025,No
4425,35,10/3/2025,No
5365,35,10/3/2025,No
5826,35,10/3/2025,No
6937,35,10/3/2025,No
2392,35,10/3/2025,No
4826,35,10/3/2025,No
5615,35,10/3/2025,No
5258,35,10/3/2025,No
5269,35,10/3/2025,No
3147,35,10/3/2025,No
5602,35,10/3/2025,No
5149,35,10/3/2025,No
4198,35,10/3/2025,No
6172,35,10/3/2025,No
6500,35,10/3/2025,No
4546,35,10/3/2025,No
4441,35,10/3/2025,No
5704,35,10/3/2025,No
3082,35,10/3/2025,No
3127,35,10/3/2025,No
5828,35,10/3/2025,No
3083,35,10/3/2025,No
6585,35,10/3/2025,No
3155,35,10/3/2025,No
4139,35,10/3/2025,No
4625,35,10/3/2025,No
6876,35,10/3/2025,No
6943,35,10/3/2025,No
2431,35,10/3/2025,No
5804,35,10/3/2025,No
4413,35,10/3/2025,No
6470,35,10/3/2025,No
5408,35,10/3/2025,No
5378,35,10/3/2025,No
4519,35,10/3/2025,No
4445,35,10/3/2025,No
7339,35,10/3/2025,No
4145,35,10/3/2025,No
5183,35,10/3/2025,No
5467,35,10/3/2025,No
3959,35,10/3/2025,No
4848,35,10/3/2025,No
6962,35,10/3/2025,No
7146,35,10/3/2025,No
7062,35,10/3/2025,No
4545,35,10/3/2025,No
7334,35,10/3/2025,No
4157,35,10/3/2025,No
3330,35,10/3/2025,No
4184,35,10/3/2025,No
6798,35,10/3/2025,No
6078,35,10/3/2025,No
2974,35,10/3/2025,No
3574,35,10/3/2025,No
4585,35,10/3/2025,No
5336,35,10/3/2025,No
6942,35,10/3/2025,No
4390,35,10/3/2025,No
5013,35,10/3/2025,No
6828,35,10/3/2025,No
4431,35,10/3/2025,No
6243,35,10/3/2025,No
2632,35,10/3/2025,No
3314,35,10/3/2025,No
5332,35,10/3/2025,No
3315,35,10/3/2025,No
5634,35,10/3/2025,No
5633,35,10/3/2025,No
5611,35,10/3/2025,No
3133,35,10/3/2025,No
2826,35,10/3/2025,No
2998,35,10/3/2025,No
3131,35,10/3/2025,No
7218,35,10/3/2025,No
5923,35,10/3/2025,No
5383,35,10/3/2025,No
7137,35,10/3/2025,No
4366,35,10/3/2025,No
6587,35,10/3/2025,No
5962,35,10/3/2025,No
6813,35,10/3/2025,No
5490,35,10/3/2025,No
6159,35,10/3/2025,No
6459,35,10/3/2025,No
7311,35,10/3/2025,No
2877,35,10/3/2025,No
3615,35,10/3/2025,No
2878,35,10/3/2025,No
2742,35,10/3/2025,No
3164,35,10/3/2025,No
2686,35,10/3/2025,No
5738,35,10/3/2025,No
5737,35,10/3/2025,No
5790,35,10/3/2025,No
2745,35,10/3/2025,No
7242,35,10/3/2025,No
7241,35,10/3/2025,No
5125,35,10/3/2025,No
5328,35,10/3/2025,No
4367,35,10/3/2025,No
4373,35,10/3/2025,No
4577,35,10/3/2025,No
4674,35,10/3/2025,No
6166,35,10/3/2025,No
4586,35,10/3/2025,No
5464,35,10/3/2025,No
3424,35,10/3/2025,No
4756,35,10/3/2025,No
5256,35,10/3/2025,No
5769,35,10/3/2025,No
5623,35,10/3/2025,No
5771,35,10/3/2025,No
4648,35,10/3/2025,No
5098,35,10/3/2025,No
5907,35,10/3/2025,No
920,35,10/3/2025,No
5760,35,10/3/2025,No
5876,35,10/3/2025,No
3629,35,10/3/2025,No
5817,35,10/3/2025,No
5819,35,10/3/2025,No
4178,35,10/3/2025,No
2590,35,10/3/2025,No
3178,35,10/3/2025,No
3099,35,10/3/2025,No
5601,35,10/3/2025,No
5637,35,10/3/2025,No
5008,35,10/3/2025,No
4759,35,10/3/2025,No
3022,35,10/3/2025,No
4127,35,10/3/2025,No
5979,35,10/3/2025,No
3072,35,10/3/2025,No
3070,35,10/3/2025,No
3619,35,10/3/2025,No
5143,35,10/3/2025,No
5875,35,10/3/2025,No
5846,35,10/3/2025,No
7232,35,10/3/2025,No
2397,35,10/3/2025,No
3015,35,10/3/2025,No
5021,35,10/3/2025,No
5353,35,10/3/2025,No
4466,35,10/3/2025,No
4618,35,10/3/2025,No
6583,35,10/3/2025,No
5182,35,10/3/2025,No
4589,35,10/3/2025,No
4591,35,10/3/2025,No
4469,35,10/3/2025,No
5702,35,10/3/2025,No
2451,35,10/3/2025,No
7362,35,10/3/2025,No
1675,35,10/3/2025,Remodel Site
1758,35,10/3/2025,Remodel Site
1879,35,10/3/2025,Remodel Site
1905,35,10/3/2025,Remodel Site
3055,35,10/3/2025,Remodel Site
3712,35,10/3/2025,Remodel Site
3720,35,10/3/2025,Remodel Site
4747,35,10/3/2025,Remodel Site
5314,35,10/3/2025,Remodel Site
5659,35,10/3/2025,Remodel Site
5976,35,10/3/2025,Remodel Site
431,36,10/6/2025,No
442,36,10/6/2025,No
452,36,10/6/2025,No
483,36,10/6/2025,No
495,36,10/6/2025,No
501,36,10/6/2025,No
511,36,10/6/2025,No
514,36,10/6/2025,No
520,36,10/6/2025,No
535,36,10/6/2025,No
540,36,10/6/2025,No
542,36,10/6/2025,No
550,36,10/6/2025,No
601,36,10/6/2025,No
631,36,10/6/2025,No
644,36,10/6/2025,No
653,36,10/6/2025,No
658,36,10/6/2025,No
661,36,10/6/2025,No
663,36,10/6/2025,No
673,36,10/6/2025,No
678,36,10/6/2025,No
690,36,10/6/2025,No
737,36,10/6/2025,No
741,36,10/6/2025,No
764,36,10/6/2025,No
766,36,10/6/2025,No
818,36,10/6/2025,No
835,36,10/6/2025,No
851,36,10/6/2025,No
899,36,10/6/2025,No
913,36,10/6/2025,No
916,36,10/6/2025,No
922,36,10/6/2025,No
991,36,10/6/2025,No
1002,36,10/6/2025,No
1058,36,10/6/2025,No
1066,36,10/6/2025,No
1076,36,10/6/2025,No
1094,36,10/6/2025,No
1115,36,10/6/2025,No
1120,36,10/6/2025,No
1162,36,10/6/2025,No
1190,36,10/6/2025,No
1229,36,10/6/2025,No
1232,36,10/6/2025,No
1329,36,10/6/2025,No
1331,36,10/6/2025,No
1342,36,10/6/2025,No
1347,36,10/6/2025,No
1357,36,10/6/2025,No
1358,36,10/6/2025,No
1377,36,10/6/2025,No
1388,36,10/6/2025,No
1404,36,10/6/2025,No
1414,36,10/6/2025,No
1418,36,10/6/2025,No
1425,36,10/6/2025,No
1439,36,10/6/2025,No
1441,36,10/6/2025,No
1458,36,10/6/2025,No
1473,36,10/6/2025,No
1475,36,10/6/2025,No
1497,36,10/6/2025,No
1512,36,10/6/2025,No
1527,36,10/6/2025,No
1540,36,10/6/2025,No
1565,36,10/6/2025,No
1572,36,10/6/2025,No
1654,36,10/6/2025,No
1665,36,10/6/2025,No
1673,36,10/6/2025,No
1676,36,10/6/2025,No
1677,36,10/6/2025,No
1679,36,10/6/2025,No
1704,36,10/6/2025,No
1714,36,10/6/2025,No
1727,36,10/6/2025,No
1752,36,10/6/2025,No
1759,36,10/6/2025,No
1769,36,10/6/2025,No
1772,36,10/6/2025,No
1805,36,10/6/2025,No
1860,36,10/6/2025,No
1874,36,10/6/2025,No
1901,36,10/6/2025,No
1902,36,10/6/2025,No
1903,36,10/6/2025,No
1927,36,10/6/2025,No
1934,36,10/6/2025,No
1945,36,10/6/2025,No
1951,36,10/6/2025,No
1962,36,10/6/2025,No
1986,36,10/6/2025,No
1987,36,10/6/2025,No
1989,36,10/6/2025,No
1995,36,10/6/2025,No
2002,36,10/6/2025,No
2007,36,10/6/2025,No
2087,36,10/6/2025,No
2115,36,10/6/2025,No
2121,36,10/6/2025,No
2128,36,10/6/2025,No
2129,36,10/6/2025,No
2158,36,10/6/2025,No
2174,36,10/6/2025,No
2202,36,10/6/2025,No
2215,36,10/6/2025,No
2231,36,10/6/2025,No
2271,36,10/6/2025,No
2276,36,10/6/2025,No
2300,36,10/6/2025,No
2325,36,10/6/2025,No
2359,36,10/6/2025,No
2440,36,10/6/2025,No
2455,36,10/6/2025,No
2539,36,10/6/2025,No
2540,36,10/6/2025,No
2549,36,10/6/2025,No
2580,36,10/6/2025,No
2588,36,10/6/2025,No
2618,36,10/6/2025,No
2637,36,10/6/2025,No
2656,36,10/6/2025,No
2705,36,10/6/2025,No
2723,36,10/6/2025,No
2739,36,10/6/2025,No
2755,36,10/6/2025,No
2772,36,10/6/2025,No
2810,36,10/6/2025,No
2822,36,10/6/2025,No
2854,36,10/6/2025,No
3061,36,10/6/2025,No
3088,36,10/6/2025,No
3151,36,10/6/2025,No
3219,36,10/6/2025,No
3241,36,10/6/2025,No
3253,36,10/6/2025,No
3261,36,10/6/2025,No
3265,36,10/6/2025,No
3288,36,10/6/2025,No
3360,36,10/6/2025,No
3382,36,10/6/2025,No
3407,36,10/6/2025,No
3458,36,10/6/2025,No
3464,36,10/6/2025,No
3535,36,10/6/2025,No
3580,36,10/6/2025,No
3583,36,10/6/2025,No
3639,36,10/6/2025,No
1231,36,10/6/2025,Remodel Site
2155,36,10/6/2025,Remodel Site
1888,36,10/7/2025,No
3726,36,10/7/2025,No
3796,36,10/7/2025,No
3847,36,10/7/2025,No
3858,36,10/7/2025,No
3884,36,10/7/2025,No
3889,36,10/7/2025,No
3947,36,10/7/2025,No
4103,36,10/7/2025,No
4129,36,10/7/2025,No
4168,36,10/7/2025,No
4240,36,10/7/2025,No
4255,36,10/7/2025,No
4257,36,10/7/2025,No
4274,36,10/7/2025,No
4277,36,10/7/2025,No
4299,36,10/7/2025,No
4321,36,10/7/2025,No
4334,36,10/7/2025,No
4499,36,10/7/2025,No
4512,36,10/7/2025,No
4529,36,10/7/2025,No
4538,36,10/7/2025,No
4581,36,10/7/2025,No
4615,36,10/7/2025,No
4641,36,10/7/2025,No
4682,36,10/7/2025,No
5003,36,10/7/2025,No
5139,36,10/7/2025,No
5141,36,10/7/2025,No
5146,36,10/7/2025,No
5157,36,10/7/2025,No
5167,36,10/7/2025,No
5239,36,10/7/2025,No
5240,36,10/7/2025,No
5398,36,10/7/2025,No
5447,36,10/7/2025,No
5462,36,10/7/2025,No
5477,36,10/7/2025,No
5497,36,10/7/2025,No
5673,36,10/7/2025,No
5777,36,10/7/2025,No
5893,36,10/7/2025,No
5968,36,10/7/2025,No
5977,36,10/7/2025,No
6964,36,10/7/2025,No
7185,36,10/7/2025,No
277,36,10/7/2025,No
316,36,10/7/2025,No
321,36,10/7/2025,No
364,36,10/7/2025,No
402,36,10/7/2025,No
403,36,10/7/2025,No
416,36,10/7/2025,No
425,36,10/7/2025,No
428,36,10/7/2025,No
432,36,10/7/2025,No
458,36,10/7/2025,No
467,36,10/7/2025,No
481,36,10/7/2025,No
559,36,10/7/2025,No
564,36,10/7/2025,No
568,36,10/7/2025,No
573,36,10/7/2025,No
590,36,10/7/2025,No
625,36,10/7/2025,No
636,36,10/7/2025,No
671,36,10/7/2025,No
682,36,10/7/2025,No
694,36,10/7/2025,No
707,36,10/7/2025,No
726,36,10/7/2025,No
736,36,10/7/2025,No
755,36,10/7/2025,No
780,36,10/7/2025,No
797,36,10/7/2025,No
813,36,10/7/2025,No
839,36,10/7/2025,No
852,36,10/7/2025,No
859,36,10/7/2025,No
867,36,10/7/2025,No
868,36,10/7/2025,No
936,36,10/7/2025,No
966,36,10/7/2025,No
967,36,10/7/2025,No
980,36,10/7/2025,No
981,36,10/7/2025,No
1024,36,10/7/2025,No
1025,36,10/7/2025,No
1033,36,10/7/2025,No
1038,36,10/7/2025,No
1055,36,10/7/2025,No
1101,36,10/7/2025,No
1106,36,10/7/2025,No
1113,36,10/7/2025,No
1126,36,10/7/2025,No
1146,36,10/7/2025,No
1182,36,10/7/2025,No
1198,36,10/7/2025,No
1202,36,10/7/2025,No
1211,36,10/7/2025,No
1236,36,10/7/2025,No
1237,36,10/7/2025,No
1260,36,10/7/2025,No
1276,36,10/7/2025,No
1293,36,10/7/2025,No
1297,36,10/7/2025,No
1308,36,10/7/2025,No
1317,36,10/7/2025,No
1352,36,10/7/2025,No
1366,36,10/7/2025,No
1375,36,10/7/2025,No
1393,36,10/7/2025,No
1429,36,10/7/2025,No
1438,36,10/7/2025,No
1446,36,10/7/2025,No
1449,36,10/7/2025,No
1452,36,10/7/2025,No
1463,36,10/7/2025,No
1494,36,10/7/2025,No
1520,36,10/7/2025,No
1547,36,10/7/2025,No
1548,36,10/7/2025,No
1575,36,10/7/2025,No
1592,36,10/7/2025,No
1597,36,10/7/2025,No
1643,36,10/7/2025,No
1648,36,10/7/2025,No
1664,36,10/7/2025,No
1669,36,10/7/2025,No
1686,36,10/7/2025,No
1724,36,10/7/2025,No
1726,36,10/7/2025,No
1728,36,10/7/2025,No
1730,36,10/7/2025,No
1736,36,10/7/2025,No
1763,36,10/7/2025,No
1790,36,10/7/2025,No
1796,36,10/7/2025,No
1800,36,10/7/2025,No
1820,36,10/7/2025,No
1837,36,10/7/2025,No
1858,36,10/7/2025,No
1878,36,10/7/2025,No
360,36,10/7/2025,Remodel Site
876,36,10/7/2025,Remodel Site
889,36,10/7/2025,Remodel Site
1279,36,10/7/2025,Remodel Site
1416,36,10/7/2025,Remodel Site
1865,36,10/7/2025,Remodel Site
3391,36,10/7/2025,Remodel Site
4734,36,10/7/2025,Remodel Site
5840,36,10/7/2025,Remodel Site
26,36,10/8/2025,No
36,36,10/8/2025,No
39,36,10/8/2025,No
67,36,10/8/2025,No
71,36,10/8/2025,No
80,36,10/8/2025,No
87,36,10/8/2025,No
130,36,10/8/2025,No
153,36,10/8/2025,No
168,36,10/8/2025,No
234,36,10/8/2025,No
244,36,10/8/2025,No
262,36,10/8/2025,No
272,36,10/8/2025,No
275,36,10/8/2025,No
306,36,10/8/2025,No
314,36,10/8/2025,No
363,36,10/8/2025,No
383,36,10/8/2025,No
399,36,10/8/2025,No
2,36,10/8/2025,No
21,36,10/8/2025,No
24,36,10/8/2025,No
41,36,10/8/2025,No
54,36,10/8/2025,No
72,36,10/8/2025,No
135,36,10/8/2025,No
151,36,10/8/2025,No
158,36,10/8/2025,No
160,36,10/8/2025,No
196,36,10/8/2025,No
203,36,10/8/2025,No
205,36,10/8/2025,No
220,36,10/8/2025,No
251,36,10/8/2025,No
292,36,10/8/2025,No
1,36,10/8/2025,No
18,36,10/8/2025,No
46,36,10/8/2025,No
68,36,10/8/2025,No
111,36,10/8/2025,No
165,36,10/8/2025,No
175,36,10/8/2025,No
177,36,10/8/2025,No
182,36,10/8/2025,No
188,36,10/8/2025,No
189,36,10/8/2025,No
216,36,10/8/2025,No
217,36,10/8/2025,No
221,36,10/8/2025,No
248,36,10/8/2025,No
257,36,10/8/2025,No
259,36,10/8/2025,No
1030,36,10/8/2025,No
1044,36,10/8/2025,No
1051,36,10/8/2025,No
1098,36,10/8/2025,No
1112,36,10/8/2025,No
1149,36,10/8/2025,No
1247,36,10/8/2025,No
1263,36,10/8/2025,No
1281,36,10/8/2025,No
1288,36,10/8/2025,No
1337,36,10/8/2025,No
1338,36,10/8/2025,No
1412,36,10/8/2025,No
13,36,10/8/2025,No
31,36,10/8/2025,No
83,36,10/8/2025,No
120,36,10/8/2025,No
129,36,10/8/2025,No
155,36,10/8/2025,No
170,36,10/8/2025,No
201,36,10/8/2025,No
227,36,10/8/2025,No
236,36,10/8/2025,No
238,36,10/8/2025,No
256,36,10/8/2025,No
280,36,10/8/2025,No
303,36,10/8/2025,No
391,36,10/8/2025,No
394,36,10/8/2025,No
106,36,10/8/2025,No
131,36,10/8/2025,No
149,36,10/8/2025,No
166,36,10/8/2025,No
192,36,10/8/2025,No
231,36,10/8/2025,No
240,36,10/8/2025,No
315,36,10/8/2025,No
318,36,10/8/2025,No
333,36,10/8/2025,No
373,36,10/8/2025,No
393,36,10/8/2025,No
398,36,10/8/2025,No
424,36,10/8/2025,No
524,36,10/8/2025,No
530,36,10/8/2025,No
533,36,10/8/2025,No
561,36,10/8/2025,No
583,36,10/8/2025,No
297,36,10/8/2025,No
301,36,10/8/2025,No
323,36,10/8/2025,No
344,36,10/8/2025,No
354,36,10/8/2025,No
355,36,10/8/2025,No
376,36,10/8/2025,No
390,36,10/8/2025,No
465,36,10/8/2025,No
468,36,10/8/2025,No
489,36,10/8/2025,No
557,36,10/8/2025,No
687,36,10/8/2025,No
701,36,10/8/2025,No
727,36,10/8/2025,No
739,36,10/8/2025,No
742,36,10/8/2025,No
743,36,10/8/2025,No
754,36,10/8/2025,No
759,36,10/8/2025,No
791,36,10/8/2025,No
804,36,10/8/2025,No
891,36,10/8/2025,No
924,36,10/8/2025,No
958,36,10/8/2025,No
1019,36,10/8/2025,No
1034,36,10/8/2025,No
1062,36,10/8/2025,No
1104,36,10/8/2025,No
1116,36,10/8/2025,No
1151,36,10/8/2025,No
1185,36,10/8/2025,No
4,36,10/8/2025,No
8,36,10/8/2025,No
17,36,10/8/2025,No
94,36,10/8/2025,No
104,36,10/8/2025,No
125,36,10/8/2025,No
144,36,10/8/2025,No
214,36,10/8/2025,No
224,36,10/8/2025,No
264,36,10/8/2025,No
265,36,10/8/2025,No
268,36,10/8/2025,No
284,36,10/8/2025,No
287,36,10/8/2025,No
298,36,10/8/2025,No
322,36,10/8/2025,No
336,36,10/8/2025,No
366,36,10/8/2025,No
381,36,10/8/2025,No
423,36,10/8/2025,No
427,36,10/8/2025,No
10,36,10/8/2025,No
14,36,10/8/2025,No
29,36,10/8/2025,No
61,36,10/8/2025,No
63,36,10/8/2025,No
74,36,10/8/2025,No
79,36,10/8/2025,No
105,36,10/8/2025,No
112,36,10/8/2025,No
119,36,10/8/2025,No
123,36,10/8/2025,No
134,36,10/8/2025,No
141,36,10/8/2025,No
195,36,10/8/2025,No
218,36,10/8/2025,No
249,36,10/8/2025,No
253,36,10/8/2025,No
3,36,10/8/2025,No
9,36,10/8/2025,No
12,36,10/8/2025,No
27,36,10/8/2025,No
34,36,10/8/2025,No
42,36,10/8/2025,No
43,36,10/8/2025,No
73,36,10/8/2025,No
101,36,10/8/2025,No
132,36,10/8/2025,No
133,36,10/8/2025,No
137,36,10/8/2025,No
147,36,10/8/2025,No
174,36,10/8/2025,No
28,36,10/9/2025,No
40,36,10/9/2025,No
78,36,10/9/2025,No
50,36,10/9/2025,No
163,36,10/9/2025,No
4473,36,10/9/2025,No
3357,36,10/9/2025,No
4293,36,10/9/2025,No
2979,36,10/9/2025,No
3419,36,10/9/2025,No
2499,36,10/9/2025,No
4142,36,10/9/2025,No
4354,36,10/9/2025,No
5622,36,10/9/2025,No
7298,36,10/9/2025,No
2226,36,10/9/2025,No
5664,36,10/9/2025,No
5207,36,10/9/2025,No
4380,36,10/9/2025,No
4560,36,10/9/2025,No
7299,36,10/9/2025,No
3126,36,10/9/2025,No
3175,36,10/9/2025,No
3154,36,10/9/2025,No
4138,36,10/9/2025,No
5855,36,10/9/2025,No
5991,36,10/9/2025,No
3990,36,10/9/2025,No
4619,36,10/9/2025,No
5122,36,10/9/2025,No
4054,36,10/9/2025,No
5767,36,10/9/2025,No
6390,36,10/9/2025,No
5279,36,10/9/2025,No
5291,36,10/9/2025,No
2328,36,10/9/2025,No
5371,36,10/9/2025,No
5734,36,10/9/2025,No
5908,36,10/9/2025,No
3359,36,10/9/2025,No
4432,36,10/9/2025,No
3600,36,10/9/2025,No
4147,36,10/9/2025,No
7222,36,10/9/2025,No
3157,36,10/9/2025,No
3299,36,10/9/2025,No
3199,36,10/9/2025,No
3287,36,10/9/2025,No
4453,36,10/9/2025,No
5657,36,10/9/2025,No
2395,36,10/9/2025,No
3508,36,10/9/2025,No
4655,36,10/9/2025,No
5364,36,10/9/2025,No
5014,36,10/9/2025,No
7206,36,10/9/2025,No
4218,36,10/9/2025,No
5257,36,10/9/2025,No
5349,36,10/9/2025,No
3047,36,10/9/2025,No
2487,36,10/9/2025,No
3132,36,10/9/2025,No
5600,36,10/9/2025,No
2870,36,10/9/2025,No
3442,36,10/9/2025,No
3638,36,10/9/2025,No
7162,36,10/9/2025,No
5108,36,10/9/2025,No
5960,36,10/9/2025,No
4056,36,10/9/2025,No
5290,36,10/9/2025,No
2394,36,10/9/2025,No
2984,36,10/9/2025,No
3202,36,10/9/2025,No
2741,36,10/9/2025,No
3479,36,10/9/2025,No
2744,36,10/9/2025,No
3723,36,10/9/2025,No
5310,36,10/9/2025,No
3743,36,10/9/2025,No
5700,36,10/9/2025,No
5832,36,10/9/2025,No
6165,36,10/9/2025,No
4189,36,10/9/2025,No
5653,36,10/9/2025,No
5744,36,10/9/2025,No
2801,36,10/9/2025,No
3161,36,10/9/2025,No
5221,36,10/9/2025,No
3862,36,10/9/2025,No
5818,36,10/9/2025,No
3146,36,10/9/2025,No
5994,36,10/9/2025,No
5603,36,10/9/2025,No
5661,36,10/9/2025,No
3090,36,10/9/2025,No
5608,36,10/9/2025,No
5683,36,10/9/2025,No
3074,36,10/9/2025,No
4692,36,10/9/2025,No
3094,36,10/9/2025,No
2433,36,10/9/2025,No
2976,36,10/9/2025,No
3452,36,10/9/2025,No
3509,36,10/9/2025,No
3542,36,10/9/2025,No
5094,36,10/9/2025,No
7357,36,10/9/2025,No
2488,36,10/9/2025,No
