Region,Market,Store Number,Total Five Star,AES,W+ Enrolled,Sales Comp,Controllable Profit,OPD Growth,Presub,Shrink
44,353,2734,4.6,62.6%,66.36,8.8%,16.7%,29.5%,96.0%,-1.6%
44,353,7294,4.55,62.2%,70.38,10.5%,16.5%,25.2%,94.6%,-1.3%
44,353,7326,4.57,68.6%,77.22,4.6%,17.8%,58.6%,94.9%,-1.7%
44,356,73,4.52,64.1%,85.53,8.3%,17.3%,36.9%,95.5%,-1.1%
44,356,324,4.7,65.9%,85.88,6.5%,14.4%,16.7%,97.0%,-0.9%
44,356,472,4.5,65.1%,80.90,10.4%,17.7%,70.5%,94.7%,-1.4%
44,356,894,4.52,65.6%,87.44,8.9%,16.5%,63.1%,95.7%,-2.4%
44,356,992,4.53,77.0%,81.98,6.6%,15.5%,94.1%,95.5%,-2.6%
44,356,1597,4.58,66.8%,85.31,10.2%,16.9%,46.8%,94.9%,-1.7%
44,356,3295,4.51,61.3%,77.35,10.9%,18.3%,39.1%,96.6%,-0.7%
44,356,4615,4.53,71.4%,80.81,8.8%,17.9%,34.1%,95.4%,-1.2%
44,356,4637,4.53,64.0%,85.12,9.8%,18.9%,54.5%,96.3%,-1.0%
44,409,186,4.54,69.9%,83.40,5.9%,15.8%,26.8%,96.3%,-1.8%
44,409,346,4.69,83.4%,78.36,7.7%,16.1%,61.6%,97.1%,-1.0%
44,409,794,4.48,61.4%,86.02,7.3%,18.5%,39.0%,95.5%,-1.8%
44,409,1099,4.52,69.8%,90.73,6.1%,14.8%,41.7%,94.0%,-4.1%
44,409,1221,4.46,74.2%,77.16,7.8%,15.7%,45.6%,95.4%,-2.8%
44,409,1507,4.48,65.4%,82.45,5.9%,15.6%,28.0%,94.2%,-3.7%
44,409,2428,4.52,64.9%,74.64,7.2%,17.7%,25.8%,96.9%,-1.2%
44,409,3103,4.58,55.8%,72.06,10.6%,15.6%,38.9%,96.9%,-1.2%
44,409,3283,4.47,66.0%,76.44,3.7%,18.5%,22.6%,94.9%,-2.6%
44,409,3492,4.46,66.0%,73.57,7.6%,17.7%,42.0%,94.4%,-3.5%
44,409,4321,4.47,68.5%,76.62,8.9%,16.7%,31.4%,96.1%,-1.6%
44,410,39,4.54,72.3%,67.81,4.8%,15.3%,24.2%,95.2%,-1.2%
44,410,42,4.53,65.6%,88.73,9.5%,16.2%,17.1%,96.4%,-0.8%
44,410,72,4.5,64.4%,82.39,5.7%,15.2%,50.0%,94.6%,-1.7%
44,410,111,4.53,63.7%,76.17,5.7%,15.4%,15.2%,96.6%,-1.1%
44,410,242,4.6,63.4%,77.68,8.7%,15.5%,35.0%,95.8%,-2.4%
44,410,368,4.55,77.6%,86.61,9.4%,14.9%,21.2%,95.8%,-1.7%
44,410,382,4.56,66.5%,72.53,8.7%,16.5%,33.7%,96.2%,-1.2%
44,410,1187,4.65,56.3%,87.89,4.7%,15.8%,56.1%,96.9%,-1.0%
44,410,2893,4.55,66.1%,83.52,9.5%,15.6%,38.3%,95.4%,-1.8%
44,410,5307,4.57,59.3%,84.91,11.0%,16.2%,47.0%,94.2%,-1.4%
46,366,1218,4.52,68.7%,62.39,7.1%,17.6%,42.2%,93.9%,-1.8%
46,366,1324,4.53,76.0%,66.67,11.9%,17.6%,26.1%,94.0%,-1.1%
46,366,1325,4.63,74.0%,77.06,3.0%,16.4%,62.2%,94.9%,-1.7%
46,366,1411,4.58,68.0%,79.73,6.7%,18.6%,21.4%,92.8%,
46,366,1612,4.54,76.0%,65.09,9.8%,18.2%,173.5%,95.0%,-1.6%
46,366,1846,4.71,80.3%,81.71,11.8%,16.5%,27.0%,95.6%,-0.8%
46,366,2922,4.56,68.4%,61.25,7.7%,18.7%,30.9%,94.4%,
46,366,3379,4.59,62.9%,72.22,11.1%,17.6%,22.4%,94.2%,-1.1%
46,366,5031,4.51,63.0%,45.00,11.5%,18.4%,38.6%,94.0%,-1.6%
46,367,1149,4.52,59.8%,74.56,7.6%,19.0%,28.1%,93.6%,-1.1%
46,367,1240,4.47,62.0%,72.61,7.6%,20.6%,28.6%,94.2%,-0.9%
46,367,1291,4.54,67.5%,72.73,13.1%,17.6%,84.6%,94.1%,-3.5%
46,367,3807,4.64,67.8%,81.82,7.3%,16.4%,70.6%,96.7%,-0.7%
46,367,3884,4.51,77.0%,70.04,9.3%,13.4%,62.2%,94.4%,-5.4%
46,367,5626,4.5,66.5%,74.29,6.4%,15.5%,30.7%,93.3%,-2.9%
46,367,5799,4.6,66.1%,61.84,7.7%,18.4%,38.5%,96.5%,-1.1%
46,367,5858,4.55,69.2%,82.87,13.8%,18.1%,69.5%,94.7%,-0.7%
46,368,1549,4.43,71.7%,62.56,8.7%,13.3%,39.8%,93.1%,-3.7%
46,368,2554,4.46,65.8%,55.38,6.6%,13.5%,42.0%,93.6%,-3.5%
46,368,2777,4.59,70.7%,61.44,1.5%,17.0%,32.7%,95.5%,-2.0%
46,368,3407,4.35,70.8%,60.10,13.7%,16.2%,69.9%,93.5%,-2.7%
46,368,3896,4.59,63.2%,56.85,8.0%,15.5%,28.3%,94.7%,-1.3%
46,368,4336,4.56,64.4%,52.40,5.8%,12.5%,48.0%,94.3%,-3.1%
46,368,5331,4.45,73.7%,56.25,9.8%,13.7%,36.9%,95.1%,-3.5%
46,368,5369,4.5,67.8%,68.14,9.1%,16.4%,50.0%,93.8%,-2.9%
46,368,5429,4.55,72.8%,52.71,8.1%,18.6%,43.1%,95.7%,-1.1%
46,369,1532,4.6,59.6%,55.59,9.8%,16.0%,67.1%,95.8%,-2.6%
46,369,1533,4.54,67.3%,60.90,6.7%,16.0%,54.1%,94.2%,-2.2%
46,369,2512,4.52,78.1%,76.23,5.6%,15.8%,53.4%,94.7%,-2.4%
46,369,3241,4.63,69.6%,78.95,4.5%,16.0%,37.3%,95.6%,-1.4%
46,369,3465,4.46,75.2%,61.00,10.7%,14.3%,47.8%,93.9%,-3.7%
46,369,5189,4.57,76.7%,76.08,4.1%,15.1%,48.2%,94.0%,-2.9%
46,369,5330,4.53,71.4%,55.11,1.6%,10.5%,20.9%,93.2%,-4.3%
46,369,6477,4.59,78.4%,46.33,2.0%,12.8%,42.2%,93.8%,-2.5%
46,370,1598,4.61,76.6%,73.63,4.8%,14.8%,41.7%,94.6%,-2.4%
46,370,2113,4.51,74.5%,76.45,5.7%,14.9%,115.7%,93.4%,-3.9%
46,370,2766,4.57,79.5%,81.71,5.0%,14.5%,41.2%,93.1%,-3.1%
46,370,4232,4.64,74.9%,86.25,5.8%,11.9%,19.8%,95.9%,-2.4%
46,370,5124,4.54,74.6%,70.59,7.9%,14.2%,51.8%,94.4%,-3.5%
46,370,5190,4.52,72.2%,77.90,-0.7%,16.2%,37.4%,93.8%,-2.2%
46,370,5329,4.59,64.5%,75.86,5.0%,14.6%,23.3%,96.0%,-2.1%
46,370,5835,4.65,73.1%,77.83,4.8%,13.0%,28.4%,95.3%,-0.8%
46,371,1512,4.6,67.5%,82.43,6.0%,12.5%,30.1%,93.1%,-3.3%
46,371,1746,4.49,77.3%,63.32,3.9%,15.2%,45.9%,93.5%,-2.6%
46,371,2482,4.54,69.0%,69.21,6.5%,12.3%,54.2%,93.4%,-5.5%
46,371,2515,4.44,70.5%,55.58,2.9%,12.8%,22.4%,92.7%,-4.2%
46,371,3771,4.42,72.7%,71.10,8.2%,14.6%,43.0%,90.8%,-3.4%
46,371,3799,4.46,77.1%,65.47,4.8%,11.9%,20.4%,91.3%,-3.8%
46,371,5768,4.52,68.5%,95.92,4.6%,13.1%,28.6%,93.7%,-3.2%
46,372,1334,4.58,67.6%,82.97,5.9%,16.3%,76.8%,95.8%,-1.2%
46,372,1381,4.46,68.2%,50.85,5.9%,13.8%,20.8%,93.9%,-3.0%
46,372,1646,4.52,62.8%,79.22,3.1%,14.5%,42.6%,94.1%,-2.9%
46,372,2112,4.59,69.8%,70.45,8.9%,13.9%,40.2%,94.3%,-3.8%
46,372,2767,4.54,65.3%,59.54,6.8%,16.5%,52.4%,93.6%,-2.6%
46,372,2768,4.55,65.8%,62.64,7.2%,15.3%,59.0%,94.1%,-3.0%
46,372,3833,4.52,66.1%,53.38,5.3%,16.8%,48.5%,93.7%,-2.7%
46,372,5428,4.56,67.3%,55.97,2.0%,12.4%,19.7%,94.1%,-3.0%
46,373,2671,4.52,67.0%,70.09,6.9%,12.3%,52.5%,92.7%,-3.6%
46,373,2778,4.65,73.5%,80.06,5.9%,13.3%,26.2%,95.3%,-0.6%
46,373,3360,4.59,67.1%,53.26,10.2%,15.5%,38.9%,93.8%,-2.5%
46,373,3751,4.56,61.3%,68.78,6.8%,16.6%,37.5%,94.0%,-2.2%
46,373,3861,4.5,69.6%,66.42,5.1%,12.2%,15.0%,93.5%,-2.8%
46,373,4430,4.5,57.9%,55.74,10.5%,16.0%,47.1%,92.6%,-2.9%
46,373,4451,4.53,67.5%,56.38,6.4%,16.6%,31.3%,93.4%,-1.9%
46,373,5186,4.61,65.8%,66.57,5.1%,14.2%,36.6%,93.4%,-2.1%
46,373,6480,4.68,68.4%,72.76,3.9%,10.9%,14.6%,95.0%,-2.1%
46,375,826,4.47,67.5%,74.94,3.1%,17.5%,29.5%,94.3%,-2.4%
46,375,869,4.52,60.7%,76.62,3.1%,17.1%,22.0%,94.7%,-2.2%
46,375,873,4.59,65.9%,68.00,8.9%,16.5%,69.6%,90.2%,-2.0%
46,375,966,4.49,62.8%,68.68,-3.3%,17.8%,37.8%,94.1%,-1.3%
46,375,1380,4.47,69.8%,83.20,12.8%,16.4%,58.4%,90.7%,-2.3%
46,375,2270,4.56,69.1%,69.21,4.3%,18.6%,26.6%,94.7%,-2.2%
46,375,2656,4.51,69.9%,59.43,6.1%,13.9%,26.1%,89.4%,-4.2%
46,375,3428,4.49,71.6%,74.26,2.5%,15.9%,19.9%,93.7%,-3.5%
46,375,5003,4.54,59.1%,70.63,3.0%,16.9%,35.2%,92.3%,-1.3%
46,384,906,4.4,69.8%,75.39,-0.7%,17.1%,19.4%,94.0%,-2.5%
46,384,1397,4.46,64.3%,80.89,2.5%,18.3%,24.9%,94.4%,-3.0%
46,384,1414,4.42,71.8%,88.32,6.5%,15.2%,18.4%,95.3%,-1.8%
46,384,2652,4.47,77.1%,71.07,4.4%,16.8%,32.2%,95.1%,-2.1%
46,384,2924,4.47,70.1%,77.30,4.0%,17.8%,52.9%,93.0%,-3.8%
46,384,3596,4.44,67.7%,79.06,8.7%,17.6%,25.0%,93.7%,
46,384,5430,4.42,67.1%,78.55,2.8%,18.1%,15.5%,92.9%,-3.3%
46,384,5492,4.53,76.2%,81.68,8.4%,14.5%,47.6%,94.7%,-2.2%
46,385,824,4.46,61.3%,55.35,3.8%,15.9%,30.9%,91.8%,-3.5%
46,385,829,4.43,68.1%,62.62,6.5%,16.1%,178.3%,92.9%,-3.7%
46,385,835,4.47,65.0%,55.75,15.6%,15.1%,31.0%,91.2%,-4.2%
46,385,850,4.38,65.0%,50.25,15.5%,15.9%,30.1%,91.5%,-4.7%
46,385,3423,4.53,70.2%,60.63,3.2%,16.0%,16.0%,91.3%,-3.3%
46,385,3731,4.44,63.6%,74.16,9.4%,18.0%,13.1%,92.2%,-2.7%
46,385,3732,4.46,62.1%,57.83,6.8%,17.6%,39.1%,92.9%,-3.6%
46,385,4201,4.47,63.3%,51.25,12.4%,16.8%,41.7%,95.5%,-2.1%
46,385,5491,4.43,68.4%,55.03,9.7%,18.8%,57.9%,92.1%,-2.5%
46,387,611,4.41,68.6%,61.79,7.1%,16.3%,32.2%,94.2%,-2.8%
46,387,806,4.5,70.3%,64.90,5.1%,15.2%,26.6%,94.3%,-3.8%
46,387,851,4.52,71.9%,66.91,4.7%,17.0%,38.6%,92.2%,
46,387,868,4.41,73.8%,68.46,13.0%,17.6%,45.4%,91.0%,-2.2%
46,387,1306,4.51,67.9%,73.56,3.9%,18.9%,26.7%,94.4%,
46,387,1357,4.49,59.6%,68.59,3.5%,16.6%,26.1%,91.8%,-2.8%
46,387,3427,4.6,73.7%,78.46,7.2%,16.2%,20.9%,94.3%,-2.6%
46,387,4341,4.65,74.6%,84.54,4.0%,15.6%,11.4%,95.7%,-1.7%
46,387,4601,4.5,66.0%,70.97,10.5%,16.8%,38.6%,94.2%,-3.3%
46,387,5155,4.45,67.7%,68.97,6.1%,16.3%,25.7%,92.7%,-3.1%
46,387,5166,4.6,75.5%,69.90,2.8%,17.4%,15.3%,95.2%,-0.8%
47,381,1315,4.49,68.2%,70.25,5.3%,16.3%,21.8%,92.9%,-2.8%
47,381,1412,4.45,56.6%,78.15,7.1%,17.2%,26.0%,93.2%,
47,381,1456,4.53,65.5%,80.34,6.3%,16.7%,21.6%,96.3%,-1.0%
47,381,1457,4.51,68.9%,81.37,6.3%,16.3%,86.6%,94.5%,-2.4%
47,381,1461,4.5,65.0%,91.30,6.3%,15.4%,36.1%,94.2%,-1.0%
47,381,1617,4.55,71.7%,80.11,8.2%,17.5%,28.4%,95.9%,-2.2%
47,381,3778,4.51,69.5%,77.05,8.5%,16.2%,29.6%,95.0%,-2.0%
47,381,4471,4.66,71.7%,86.34,13.8%,13.2%,60.9%,95.9%,
47,381,4653,4.5,63.9%,81.85,9.0%,15.8%,32.0%,94.7%,
47,382,1485,4.51,69.4%,82.73,10.1%,19.2%,40.8%,92.0%,-0.9%
47,382,1508,4.55,71.0%,82.64,6.0%,19.6%,21.8%,93.7%,-1.6%
47,382,1778,4.62,74.7%,90.57,3.1%,18.4%,14.8%,94.5%,-0.5%
47,382,1956,4.45,69.2%,82.60,5.3%,18.6%,36.3%,90.8%,-1.8%
47,382,2084,4.53,57.0%,73.99,4.6%,15.2%,23.0%,86.2%,-2.3%
47,382,2608,4.7,68.7%,84.85,8.4%,16.9%,34.2%,96.2%,-1.2%
47,382,2923,4.61,76.9%,84.69,7.2%,18.0%,31.9%,93.3%,-1.5%
47,382,4412,4.55,66.0%,80.97,5.3%,16.9%,26.5%,93.2%,-1.1%
47,383,1872,4.56,68.6%,80.47,7.7%,17.9%,24.7%,92.0%,-2.0%
47,383,1901,4.52,62.8%,78.82,4.8%,18.2%,16.8%,93.5%,-1.2%
47,383,2147,4.63,69.7%,80.99,5.0%,16.9%,24.6%,94.1%,-1.4%
47,383,2259,4.63,77.7%,82.41,14.8%,17.2%,63.2%,92.8%,-1.8%
47,383,2455,4.6,60.0%,79.04,7.0%,15.6%,27.3%,94.6%,-1.9%
47,383,2607,4.65,67.9%,69.67,7.7%,15.5%,85.7%,92.7%,-1.7%
47,383,3259,4.51,61.1%,81.15,7.0%,15.3%,21.4%,92.1%,-2.1%
47,383,4247,4.69,65.5%,81.22,7.9%,16.0%,69.7%,95.7%,-1.0%
47,383,7199,4.63,66.8%,81.90,9.2%,16.2%,35.7%,93.4%,-1.7%
47,406,369,4.56,74.7%,77.93,5.2%,12.9%,35.1%,96.4%,-2.4%
47,406,370,4.6,69.8%,83.13,7.7%,13.4%,51.9%,97.1%,-1.2%
47,406,372,4.52,73.5%,79.36,8.6%,16.6%,23.9%,93.9%,-2.9%
47,406,419,4.63,75.5%,96.02,8.7%,14.6%,75.8%,96.6%,-1.4%
47,406,592,4.52,66.5%,84.18,7.6%,16.7%,33.4%,95.6%,-2.4%
47,406,652,4.56,66.4%,81.43,5.3%,17.0%,24.4%,95.5%,-1.5%
47,406,664,4.52,67.2%,75.31,7.7%,19.1%,31.7%,95.2%,-1.0%
47,406,770,4.59,68.9%,85.71,5.9%,16.7%,15.7%,96.5%,-1.8%
47,406,799,4.52,67.7%,72.52,4.9%,16.5%,16.6%,95.4%,-1.7%
47,406,978,4.71,70.9%,81.86,5.7%,13.9%,15.9%,96.9%,-1.9%
47,406,1214,4.68,70.6%,78.92,5.9%,16.1%,89.6%,96.2%,-0.6%
47,406,1437,4.57,78.3%,74.12,5.1%,15.6%,20.0%,95.3%,-1.2%
47,406,2562,4.64,71.0%,86.19,6.3%,13.9%,55.3%,96.6%,-1.0%
47,407,35,4.43,55.5%,83.14,4.9%,16.6%,23.8%,95.1%,-1.1%
47,407,43,4.56,60.8%,86.83,1.2%,18.9%,27.5%,95.0%,-1.0%
47,407,341,4.64,62.5%,88.97,7.8%,15.3%,50.9%,95.5%,-0.7%
47,407,418,4.73,78.2%,94.74,9.6%,12.1%,54.7%,96.4%,-0.6%
47,407,557,4.57,71.5%,87.84,7.3%,17.3%,33.1%,94.7%,-1.1%
47,407,558,4.54,68.2%,93.71,6.0%,17.6%,41.9%,95.3%,-1.2%
47,407,993,4.49,49.0%,82.01,5.3%,16.9%,15.0%,94.3%,-1.2%
47,407,1282,4.67,66.0%,92.02,12.2%,15.6%,68.0%,97.7%,-1.3%
47,407,2784,4.53,65.6%,85.71,7.8%,15.3%,26.1%,94.3%,-2.1%
47,407,4209,4.61,66.1%,88.54,11.6%,15.0%,25.4%,96.2%,-0.8%
47,407,4322,4.67,81.2%,85.44,9.5%,11.6%,31.4%,96.0%,-1.7%
47,411,26,4.55,67.4%,71.98,7.7%,15.9%,35.3%,92.8%,-1.7%
47,411,342,4.71,76.3%,76.06,9.1%,14.1%,65.9%,96.7%,-0.7%
47,411,378,4.67,70.6%,86.77,8.6%,12.8%,64.6%,97.1%,-0.2%
47,411,484,4.5,52.6%,80.46,10.3%,13.8%,60.3%,92.2%,-4.7%
47,411,1054,4.55,62.1%,75.40,7.2%,14.7%,19.1%,94.7%,-0.6%
47,411,1802,4.45,62.3%,81.30,9.0%,17.2%,41.2%,93.9%,-2.7%
47,411,2131,4.47,57.7%,79.51,8.2%,10.7%,39.3%,93.3%,-4.5%
47,411,5219,4.58,63.9%,91.10,7.9%,14.0%,20.9%,94.6%,-2.3%
47,411,5441,4.51,65.9%,80.86,8.1%,15.0%,36.8%,94.1%,-1.7%
47,411,6392,4.6,68.7%,81.96,6.9%,12.0%,28.4%,95.3%,-2.9%
47,427,1534,4.52,68.5%,80.96,5.5%,18.2%,31.6%,94.1%,-0.7%
47,427,1565,4.46,64.3%,76.68,11.8%,17.7%,45.0%,89.7%,-2.3%
47,427,1567,4.52,70.7%,81.42,8.3%,17.2%,23.5%,90.5%,-2.1%
47,427,1581,4.42,70.4%,59.33,4.7%,13.8%,44.9%,86.4%,-4.7%
47,427,1627,4.47,63.8%,79.54,8.1%,15.7%,38.7%,93.7%,-2.6%
47,427,1636,4.55,69.2%,91.72,10.3%,18.9%,95.7%,91.3%,-1.6%
47,427,1649,4.49,73.9%,73.60,7.8%,17.9%,20.6%,94.5%,-0.7%
47,427,1695,4.66,73.9%,79.28,5.9%,16.6%,104.4%,92.3%,-1.0%
47,427,2033,4.61,70.4%,80.85,9.5%,16.5%,42.2%,93.9%,-1.3%
47,427,3648,4.51,74.3%,87.73,6.3%,18.1%,11.5%,92.7%,-0.8%
47,427,3875,4.49,51.3%,65.16,4.4%,19.1%,29.8%,93.2%,-1.6%
47,427,4352,4.53,70.9%,84.13,12.5%,20.3%,66.0%,93.0%,-1.8%
47,427,4569,4.72,68.3%,78.98,9.2%,16.6%,99.1%,95.2%,-1.1%
47,429,598,4.36,50.6%,79.90,7.8%,18.6%,34.2%,92.8%,-1.7%
47,429,637,4.47,73.9%,86.67,5.6%,15.1%,14.9%,94.6%,-0.9%
47,429,790,4.66,71.3%,79.86,7.4%,16.4%,23.2%,96.1%,-0.6%
47,429,867,4.52,54.7%,77.96,9.0%,17.5%,32.8%,93.4%,-1.8%
47,429,1326,4.43,64.3%,76.51,7.0%,17.4%,22.4%,90.4%,-1.4%
47,429,1460,4.48,62.3%,78.72,9.8%,16.5%,31.2%,95.1%,-1.9%
47,429,1585,4.37,59.5%,62.16,8.1%,18.5%,17.8%,94.8%,-1.5%
47,429,2579,4.61,63.7%,86.34,2.5%,17.8%,25.5%,95.5%,-0.7%
47,429,3395,4.44,74.7%,79.78,10.7%,14.2%,4.0%,91.6%,-2.0%
47,429,5170,4.57,66.4%,82.42,6.3%,15.4%,19.2%,95.9%,-1.0%
47,429,7129,4.74,68.2%,64.52,3.5%,16.2%,77.6%,95.0%,-1.6%
47,430,1483,4.52,67.7%,82.15,8.7%,19.1%,8.6%,96.2%,-1.1%
47,430,1500,4.47,64.1%,82.03,11.2%,17.6%,44.8%,96.0%,-1.2%
47,430,1520,4.51,70.7%,80.65,8.3%,17.1%,49.3%,94.8%,-2.1%
47,430,1535,4.51,62.9%,82.82,-0.3%,14.9%,6.6%,95.3%,-1.5%
47,430,1538,4.52,60.5%,77.31,9.9%,18.2%,19.5%,94.7%,-0.9%
47,430,1543,4.55,52.7%,79.95,5.9%,19.9%,5.2%,94.9%,
47,430,1604,4.54,59.9%,76.13,10.9%,18.5%,45.0%,93.8%,
47,430,1685,4.51,66.7%,78.96,5.8%,18.1%,-14.4%,95.1%,-1.3%
47,430,2443,4.47,70.8%,84.58,16.2%,17.6%,52.5%,95.4%,-0.7%
47,430,2990,4.52,63.2%,70.00,7.5%,18.5%,26.7%,95.1%,-0.7%
47,430,3237,4.5,71.8%,83.46,11.7%,16.5%,39.9%,95.6%,-1.9%
47,430,3734,4.7,60.0%,86.49,8.4%,14.4%,39.6%,97.7%,-0.7%
47,430,3853,4.5,84.3%,81.57,9.6%,15.2%,30.0%,95.5%,-0.9%
47,430,3872,4.57,66.6%,81.15,7.4%,19.7%,23.9%,94.5%,
47,430,4865,4.61,59.7%,79.57,10.6%,17.1%,37.0%,95.9%,-1.0%
47,432,776,4.54,74.7%,90.14,12.9%,16.5%,49.7%,97.5%,-1.2%
47,432,1637,4.54,65.9%,89.29,12.3%,13.0%,48.9%,94.4%,-1.8%
47,432,1965,4.61,72.7%,92.75,8.4%,15.0%,48.5%,96.7%,-1.5%
47,432,3150,4.5,66.1%,88.02,12.7%,15.1%,45.7%,96.8%,-2.0%
47,432,3151,4.57,68.9%,91.69,16.3%,11.0%,72.6%,94.4%,-3.2%
47,432,3267,4.6,68.0%,87.47,11.4%,15.9%,40.8%,95.5%,-0.8%
47,432,4358,4.51,63.5%,83.87,10.3%,14.7%,69.3%,96.8%,-2.1%
47,432,4568,4.59,63.4%,88.56,15.8%,14.5%,56.3%,95.9%,-0.8%
47,432,5141,4.49,67.0%,89.44,12.4%,15.3%,39.5%,94.8%,-1.7%
47,432,5361,4.55,65.8%,86.86,10.0%,13.9%,44.2%,94.3%,-2.3%
47,433,350,4.56,71.4%,86.74,9.4%,14.1%,33.2%,95.9%,-1.9%
47,433,645,4.48,65.3%,88.45,13.1%,15.9%,32.6%,92.2%,-2.3%
47,433,774,4.54,74.0%,87.42,6.7%,13.9%,34.8%,92.2%,-2.9%
47,433,885,4.62,59.7%,85.71,13.6%,13.2%,29.3%,96.3%,-1.2%
47,433,1671,4.53,67.9%,83.22,10.7%,15.3%,56.7%,94.6%,-2.0%
47,433,1943,4.4,67.2%,79.95,13.9%,15.5%,59.5%,93.1%,-1.8%
47,433,2432,4.51,69.3%,89.51,10.6%,16.0%,27.1%,95.1%,-1.2%
47,433,2847,4.54,65.1%,82.90,16.1%,15.8%,63.7%,94.1%,
47,433,3278,4.6,69.8%,81.33,14.1%,15.8%,67.5%,95.9%,-0.7%
47,433,3823,4.53,62.8%,91.80,9.3%,15.7%,10.4%,94.3%,-1.7%
47,433,4600,4.53,63.7%,85.34,14.2%,15.6%,62.3%,95.2%,-1.7%
52,412,1545,4.49,62.1%,77.74,9.8%,18.4%,46.6%,91.9%,-1.7%
52,412,1632,4.48,55.3%,67.61,7.9%,18.5%,28.9%,94.3%,-0.9%
52,412,1696,4.59,71.8%,65.79,8.4%,16.5%,25.7%,94.2%,-0.9%
52,412,2957,4.52,64.5%,71.59,8.3%,18.8%,44.2%,94.8%,-0.7%
52,412,3758,4.72,67.7%,57.32,7.4%,13.5%,87.9%,96.0%,-0.7%
52,412,3761,4.47,60.0%,65.90,11.5%,16.9%,74.5%,92.4%,-1.4%
52,412,4244,4.65,64.5%,85.43,7.4%,16.9%,27.2%,94.8%,-1.0%
52,412,4246,4.63,63.0%,74.88,8.2%,17.4%,22.3%,95.6%,-0.3%
52,412,4253,4.66,63.5%,83.40,7.9%,16.5%,19.6%,96.6%,-0.6%
52,412,5806,4.57,67.5%,77.48,14.0%,17.1%,60.2%,94.2%,-1.4%
52,413,751,4.57,45.9%,78.69,6.2%,15.5%,65.1%,94.6%,-1.1%
52,413,1393,4.48,58.7%,74.61,7.5%,15.4%,16.0%,94.7%,-1.0%
52,413,1435,4.63,71.5%,71.23,7.3%,16.2%,86.1%,96.7%,-0.9%
52,413,1491,4.5,63.4%,81.33,7.6%,16.3%,21.6%,95.0%,-1.3%
52,413,1683,4.64,66.4%,72.19,11.0%,14.7%,76.2%,96.2%,-0.8%
52,413,1723,4.46,63.5%,68.44,9.0%,15.4%,57.9%,94.2%,-2.2%
52,413,1764,4.49,61.7%,74.44,6.0%,15.6%,47.3%,91.5%,-2.4%
52,413,2935,4.53,72.3%,78.97,7.2%,16.0%,52.6%,96.4%,-0.8%
52,413,3394,4.66,75.7%,71.24,8.4%,15.6%,65.4%,96.5%,-1.1%
52,413,3762,4.5,69.5%,74.51,6.7%,16.3%,16.8%,94.0%,-1.6%
52,413,4606,4.75,70.3%,83.77,9.6%,14.8%,70.2%,96.8%,-0.5%
52,414,581,4.44,66.1%,71.31,3.8%,14.6%,25.3%,93.6%,-2.5%
52,414,647,4.55,61.0%,76.19,8.1%,17.1%,70.9%,96.2%,-0.5%
52,414,748,4.56,63.9%,61.97,6.8%,16.6%,25.0%,95.0%,-0.9%
52,414,749,4.63,55.0%,72.62,9.0%,14.3%,26.7%,96.0%,-2.0%
52,414,892,4.46,67.5%,61.94,4.5%,16.2%,16.8%,92.2%,-2.0%
52,414,1389,4.6,70.1%,83.80,7.2%,16.1%,22.0%,96.7%,-1.0%
52,414,1732,4.61,68.9%,81.55,10.5%,15.9%,55.2%,95.8%,-1.5%
52,414,1787,4.69,75.6%,61.29,8.4%,16.9%,102.4%,95.5%,-1.3%
52,414,2764,4.43,63.8%,59.42,13.2%,16.6%,142.1%,93.4%,-2.7%
52,414,4256,4.57,61.0%,78.47,8.1%,15.8%,38.1%,94.7%,-2.5%
52,414,5748,4.5,60.8%,52.94,9.4%,18.5%,30.3%,95.2%,-1.7%
52,415,646,4.69,67.0%,68.42,6.5%,13.3%,15.6%,96.8%,-0.3%
52,415,750,4.62,66.9%,81.86,5.9%,16.7%,15.6%,96.5%,-0.7%
52,415,753,4.49,59.8%,78.16,11.7%,17.8%,44.7%,95.6%,-1.2%
52,415,841,4.9,71.7%,81.25,8.0%,9.5%,49.9%,97.1%,-0.7%
52,415,1496,4.54,66.4%,62.29,7.3%,16.0%,33.7%,95.0%,-2.1%
52,415,1506,4.64,65.6%,70.22,6.3%,14.8%,20.1%,97.0%,-0.7%
52,415,1509,4.74,71.9%,71.35,11.8%,13.4%,57.3%,97.0%,-0.3%
52,415,1528,4.53,65.5%,78.29,8.9%,17.1%,38.2%,95.7%,-1.8%
52,415,2004,4.49,59.6%,60.96,10.2%,14.9%,70.9%,94.0%,-2.5%
52,415,2716,4.56,66.8%,80.87,9.2%,15.8%,44.3%,96.2%,-1.8%
52,415,2889,4.57,63.1%,69.11,7.5%,14.0%,39.1%,95.2%,-2.1%
52,415,3630,4.59,66.0%,81.82,9.2%,16.6%,27.2%,96.0%,-0.7%
52,418,559,4.58,63.8%,85.75,7.4%,16.6%,29.3%,96.2%,-0.3%
52,418,784,4.56,64.4%,85.06,5.2%,15.1%,18.7%,97.1%,-0.9%
52,418,797,4.56,66.9%,85.02,11.1%,16.3%,44.3%,94.7%,-1.0%
52,418,985,4.67,76.7%,75.28,8.5%,15.2%,36.4%,97.1%,-0.8%
52,418,1241,4.48,57.8%,82.79,8.4%,15.8%,41.8%,94.5%,-2.3%
