Region,Market,Store Number,Total Five Star,AES,W+ Enrolled,Sales Comp,Controllable Profit,OPD Growth,Presub,Shrink
60,467,3218,4.52,62.7%,75.20,3.7%,13.6%,15.0%,91.5%,-4.3%
60,467,3531,4.56,51.4%,61.81,6.8%,14.8%,30.5%,94.1%,-2.2%
60,467,3537,4.55,60.6%,63.59,3.4%,14.1%,52.8%,90.8%,-3.0%
60,467,3705,4.5,58.9%,72.55,2.6%,15.6%,20.9%,92.4%,-1.5%
60,467,3850,4.47,59.1%,81.00,4.9%,15.7%,39.3%,92.9%,-2.2%
60,467,4137,4.52,60.4%,70.54,2.6%,11.2%,93.6%,90.9%,-4.7%
60,467,5853,4.45,73.3%,81.08,2.2%,12.5%,20.4%,94.4%,-1.9%
60,469,2070,4.63,75.4%,84.04,3.1%,8.1%,53.5%,91.1%,-7.5%
60,469,2071,4.61,81.4%,83.95,4.5%,13.3%,42.2%,92.0%,-3.4%
60,469,2074,4.51,61.5%,81.46,8.4%,16.9%,42.7%,91.7%,-1.9%
60,469,2188,4.65,72.4%,83.76,9.0%,12.3%,62.8%,92.7%,-1.7%
60,469,2710,4.66,75.9%,84.30,1.9%,20.6%,58.8%,93.5%,-0.3%
60,469,2711,4.77,74.6%,92.03,4.7%,10.5%,55.2%,93.6%,1.1%
60,469,2722,4.32,66.9%,81.87,9.8%,16.9%,39.6%,89.2%,-2.0%
60,469,4359,4.54,71.2%,87.32,0.9%,9.3%,20.5%,89.7%,-4.5%
60,469,4474,4.66,60.6%,81.61,6.6%,14.0%,46.7%,93.7%,-1.3%
60,471,2319,4.65,60.2%,70.83,4.3%,18.8%,75.4%,94.8%,-1.0%
60,471,2450,4.49,59.7%,70.31,9.7%,18.2%,66.7%,91.1%,-3.2%
60,471,2594,4.57,71.6%,87.22,13.9%,18.4%,163.6%,91.7%,-2.1%
60,471,2595,4.66,74.9%,86.98,6.5%,13.7%,18.2%,93.6%,-3.8%
60,471,2596,4.53,64.6%,62.96,2.8%,14.8%,14.4%,92.9%,-3.8%
60,471,3053,4.53,66.5%,60.43,24.5%,11.5%,28.8%,91.0%,
60,471,3757,4.52,68.3%,77.16,9.8%,15.3%,27.4%,94.7%,-2.3%
60,471,3801,4.61,68.3%,69.48,7.9%,14.5%,27.9%,92.2%,-3.1%
60,471,5628,4.51,55.9%,83.65,4.1%,11.6%,9.6%,91.7%,-4.0%
60,472,2037,4.47,71.6%,72.40,4.6%,15.2%,32.9%,93.0%,
60,472,2121,4.5,64.1%,71.73,3.9%,15.8%,32.8%,93.9%,
60,472,2196,4.56,54.0%,79.53,4.7%,15.8%,23.6%,94.3%,-1.4%
60,472,2317,4.51,70.3%,59.43,1.5%,12.3%,138.3%,94.6%,-3.5%
60,472,2325,4.47,68.2%,79.84,5.3%,16.5%,13.6%,93.4%,-2.1%
60,472,5272,4.53,60.5%,82.40,1.2%,15.9%,8.3%,94.7%,-2.7%
60,472,5273,4.6,60.6%,78.37,5.9%,14.7%,23.3%,95.3%,-1.6%
60,472,5861,4.49,69.6%,68.81,4.6%,15.1%,19.7%,92.5%,-1.5%
60,473,1947,4.5,60.7%,84.19,3.1%,15.4%,21.4%,94.8%,-2.3%
60,473,2007,4.5,58.3%,72.59,9.3%,16.6%,37.4%,93.6%,-2.4%
60,473,2016,4.51,73.2%,82.65,4.5%,15.8%,17.1%,94.6%,-2.4%
60,473,2187,4.54,61.2%,78.33,9.3%,16.7%,39.2%,94.6%,-1.6%
60,473,2269,4.51,68.9%,82.09,2.0%,13.5%,16.0%,91.4%,
60,473,3217,4.65,71.7%,86.70,7.7%,13.1%,36.2%,95.7%,-1.9%
60,473,3260,4.65,63.8%,76.12,5.8%,15.5%,12.1%,93.9%,-1.3%
60,473,3754,4.66,79.6%,80.08,3.3%,13.5%,-3.5%,94.5%,-1.6%
60,473,5078,4.49,58.3%,77.27,8.8%,16.8%,33.3%,92.9%,-3.2%
60,474,2485,4.61,73.7%,79.06,6.0%,18.1%,23.4%,93.9%,-1.1%
60,474,2539,4.44,68.6%,70.73,7.5%,17.7%,30.7%,92.4%,-2.9%
60,474,2549,4.44,54.6%,76.63,8.3%,15.9%,40.0%,92.3%,-4.0%
60,474,2865,4.5,64.2%,79.65,2.9%,17.4%,137.3%,93.7%,-4.3%
60,474,3472,4.46,57.4%,80.47,6.3%,17.0%,26.0%,93.6%,-1.6%
60,474,3511,4.49,55.9%,69.69,11.4%,18.0%,64.7%,92.4%,-2.0%
60,474,4249,4.75,78.0%,78.86,3.9%,14.8%,40.0%,97.0%,-0.2%
60,474,4394,4.46,63.3%,80.00,9.1%,16.4%,35.5%,93.0%,
60,474,4395,4.53,62.5%,76.66,9.9%,15.5%,13.8%,93.4%,
60,474,5883,4.45,62.9%,78.92,10.4%,13.4%,32.1%,93.2%,-3.5%
60,475,1817,4.42,62.2%,72.33,4.6%,14.7%,13.4%,89.7%,-3.3%
60,475,1870,4.61,60.1%,79.41,5.8%,15.2%,16.1%,94.0%,-2.0%
60,475,1889,4.55,62.0%,78.18,2.9%,14.5%,3.0%,94.3%,-1.6%
60,475,2006,4.51,58.2%,79.45,8.2%,18.3%,38.4%,94.5%,-1.4%
60,475,2101,4.45,65.9%,79.91,2.5%,13.1%,14.3%,92.9%,-2.7%
60,475,2241,4.53,71.8%,83.93,5.3%,12.9%,17.2%,93.8%,-2.5%
60,475,2476,4.52,55.0%,80.00,5.7%,17.1%,24.3%,93.0%,-1.3%
60,475,2492,4.62,64.5%,90.41,6.1%,13.5%,19.1%,95.3%,-3.0%
60,475,3261,4.5,67.8%,87.37,6.2%,16.2%,25.8%,92.7%,-2.6%
60,475,3380,4.52,63.4%,82.83,5.4%,15.5%,26.4%,90.9%,-3.1%
60,475,5869,4.62,58.2%,80.28,7.3%,16.3%,20.5%,95.6%,-1.0%
60,476,1876,4.63,66.5%,85.79,3.9%,18.0%,86.1%,94.2%,-1.0%
60,476,2422,4.58,63.3%,77.56,4.9%,14.8%,86.8%,95.0%,-1.9%
60,476,2550,4.59,66.4%,71.47,10.6%,10.4%,52.5%,93.4%,-3.1%
60,476,2927,4.49,64.2%,80.04,9.0%,8.3%,20.1%,90.2%,-6.3%
60,476,2947,4.58,66.2%,71.23,7.7%,13.7%,77.5%,93.6%,-2.9%
60,476,3742,4.67,60.3%,70.13,6.5%,14.5%,21.6%,94.6%,-1.7%
60,476,5461,4.55,60.3%,82.59,5.5%,13.5%,22.1%,94.0%,-3.1%
60,476,5462,4.52,61.3%,79.14,10.8%,13.6%,50.6%,93.5%,-3.1%
60,476,5929,4.62,60.4%,83.33,8.6%,15.6%,25.4%,94.6%,-1.5%
60,477,1784,4.4,62.2%,61.38,-3.9%,11.4%,16.7%,90.0%,-9.0%
60,477,1793,4.63,65.7%,68.99,4.9%,13.2%,21.5%,92.6%,-2.6%
60,477,1843,4.58,59.2%,79.71,6.3%,17.7%,86.6%,94.2%,-1.3%
60,477,1920,4.51,60.0%,73.43,1.5%,15.6%,41.2%,92.3%,-2.1%
60,477,4176,4.57,59.4%,65.76,2.7%,12.1%,15.1%,93.5%,-2.2%
60,477,4221,4.5,64.6%,71.52,5.5%,12.9%,14.8%,91.8%,-3.4%
60,477,5368,4.36,56.5%,78.15,0.5%,15.1%,22.7%,90.4%,-5.4%
60,477,5440,4.47,66.5%,63.71,30.6%,12.0%,247.8%,90.7%,-5.8%
60,477,5935,4.44,62.4%,50.20,4.3%,13.2%,55.1%,89.2%,
60,478,1775,4.5,57.6%,75.84,5.5%,13.1%,23.8%,95.2%,-3.5%
60,478,1925,4.6,76.3%,79.33,5.2%,14.4%,35.8%,94.2%,-1.6%
60,478,2075,4.49,63.2%,65.10,5.1%,13.4%,42.5%,92.5%,-3.2%
60,478,2243,4.48,57.8%,83.16,9.3%,16.8%,57.4%,93.2%,-1.0%
60,478,2315,4.6,61.8%,70.79,7.6%,15.8%,121.7%,95.0%,-1.5%
60,478,2538,4.66,60.9%,65.57,5.3%,13.4%,120.7%,93.9%,-3.0%
60,478,3239,4.47,59.4%,70.84,4.2%,12.9%,23.8%,93.3%,-4.3%
60,478,3258,4.55,64.1%,72.31,4.7%,14.0%,23.6%,94.5%,-3.1%
60,478,5396,4.5,59.2%,74.36,2.5%,13.9%,18.1%,94.2%,-3.1%
60,514,2385,4.49,62.1%,85.75,7.7%,10.3%,37.9%,93.0%,-5.5%
60,514,2403,4.53,61.4%,71.68,5.1%,13.6%,17.4%,93.4%,-3.2%
60,514,2516,4.37,78.4%,64.35,12.7%,11.2%,122.3%,90.2%,-5.7%
60,514,2571,4.61,72.5%,56.55,4.9%,10.1%,59.1%,92.5%,-5.7%
60,514,3525,4.52,66.6%,61.82,8.9%,16.3%,34.5%,93.7%,-3.0%
60,514,3794,4.5,72.4%,64.35,3.6%,8.4%,25.1%,91.6%,-5.4%
60,514,5041,4.52,66.6%,60.98,8.7%,15.9%,37.7%,93.8%,-1.9%
60,514,5073,4.51,59.0%,65.07,2.8%,15.9%,64.3%,91.6%,-4.6%
61,9,3049,4.57,72.4%,66.67,12.9%,12.7%,2.0%,96.3%,
61,9,3143,4.62,58.9%,79.44,11.8%,12.6%,10.3%,95.2%,-1.6%
61,9,3357,4.71,72.4%,82.35,9.1%,11.9%,-14.5%,95.4%,
61,9,3377,4.59,56.4%,84.68,9.0%,13.3%,-2.0%,94.1%,-1.0%
61,9,4264,4.69,58.1%,84.54,9.3%,12.6%,-0.8%,96.1%,-0.9%
61,9,4293,4.43,74.0%,76.92,8.4%,11.5%,,92.3%,
61,9,4324,4.75,72.9%,89.62,8.4%,11.9%,-6.8%,95.3%,-2.2%
61,9,4473,4.56,56.3%,81.90,10.1%,12.7%,0.1%,95.2%,-2.0%
61,9,4490,4.59,71.5%,86.01,16.0%,13.2%,5.1%,97.5%,-1.7%
61,9,4603,4.63,73.5%,77.17,8.1%,10.7%,,93.5%,
61,9,5304,4.73,66.1%,72.00,7.4%,10.3%,-14.7%,96.2%,-1.6%
61,9,5725,4.59,71.8%,92.23,20.9%,10.0%,33.2%,94.3%,-3.9%
61,397,3354,4.72,74.6%,92.13,10.3%,13.5%,0.1%,95.9%,
61,397,3355,4.63,72.0%,71.32,9.0%,12.1%,15.7%,92.9%,
61,397,3356,4.7,72.4%,84.04,8.6%,7.9%,0.0%,97.0%,
61,397,3655,4.67,35.4%,75.00,10.5%,15.3%,28.6%,92.7%,
61,397,3788,4.68,72.2%,86.96,8.0%,10.2%,9.3%,94.8%,
61,397,4339,4.61,70.1%,87.05,19.1%,12.5%,0.5%,94.3%,
61,397,5258,4.71,67.2%,75.65,15.0%,13.0%,10.0%,95.1%,
61,397,5259,4.67,80.3%,66.39,15.6%,12.1%,11.3%,94.5%,
61,397,5269,4.64,64.9%,76.09,8.1%,13.6%,1.8%,94.5%,
61,397,5306,4.7,80.5%,96.26,8.2%,11.0%,-5.7%,95.4%,-1.6%
61,397,5423,4.65,68.1%,83.85,9.5%,13.3%,5.0%,94.4%,
61,481,2226,4.69,80.6%,80.73,16.4%,11.9%,64.0%,94.6%,-2.0%
61,481,3138,4.72,66.1%,80.25,5.3%,13.4%,4.3%,95.2%,
61,481,3139,4.71,64.7%,86.36,12.3%,14.7%,20.6%,96.0%,-0.9%
61,481,3140,4.59,66.5%,72.73,2.0%,12.2%,1.8%,94.4%,
61,481,3141,4.72,67.0%,91.16,8.3%,10.7%,3.7%,94.9%,-2.4%
61,481,3147,4.76,80.7%,81.97,6.8%,11.6%,11.7%,95.0%,
61,481,3179,4.69,63.0%,80.95,4.8%,11.3%,40.3%,95.3%,-1.1%
61,481,5602,4.62,54.1%,73.83,8.4%,9.8%,32.0%,92.9%,
61,481,5604,4.64,66.7%,70.34,13.2%,12.4%,74.9%,92.8%,-2.6%
61,481,5605,4.62,64.6%,82.20,10.8%,9.0%,27.0%,93.7%,-2.4%
61,481,5643,4.74,72.7%,79.57,7.2%,9.9%,-27.0%,95.8%,-1.3%
61,481,5658,4.65,57.8%,88.46,6.9%,14.5%,59.1%,95.2%,
61,481,5659,4.58,69.2%,81.48,8.9%,10.0%,23.0%,95.6%,
61,481,5664,4.65,75.7%,80.74,6.6%,13.1%,31.4%,93.5%,-1.9%
61,490,3019,4.54,70.5%,74.51,4.3%,10.6%,-22.3%,92.2%,
61,490,3082,4.61,64.7%,76.52,5.3%,12.3%,-22.2%,95.2%,
61,490,3083,4.7,66.9%,81.25,-0.3%,10.0%,-26.8%,95.2%,-2.7%
61,490,3126,4.75,61.7%,61.86,7.5%,8.5%,-1.1%,94.6%,
61,490,3127,4.54,69.3%,47.76,9.8%,12.5%,-0.4%,93.4%,-3.5%
61,490,3128,4.52,66.8%,48.67,5.3%,11.6%,-12.0%,92.7%,
61,490,3175,4.57,71.3%,83.02,1.5%,11.9%,-26.0%,94.1%,-2.2%
61,490,3176,4.63,70.3%,84.03,6.5%,13.9%,-2.1%,96.4%,
61,490,3740,4.52,73.3%,69.67,13.9%,12.6%,13.7%,90.4%,
61,490,4196,4.56,78.6%,79.57,6.4%,6.9%,5.4%,92.3%,-4.3%
61,490,4491,4.57,65.3%,82.61,8.8%,11.2%,-11.1%,94.6%,-1.4%
61,490,4747,4.57,73.6%,74.36,11.3%,11.0%,0.3%,94.3%,-2.9%
61,490,5828,4.61,74.4%,64.17,6.3%,12.0%,-6.6%,94.0%,
61,490,6178,4.43,67.0%,53.98,4.1%,6.0%,-22.7%,88.0%,
61,491,3152,4.62,67.4%,91.67,18.0%,10.6%,-3.6%,93.6%,
61,491,3153,4.63,64.3%,85.61,11.4%,14.3%,1.2%,95.7%,
61,491,3154,4.67,70.0%,87.80,16.2%,15.9%,24.3%,96.1%,
61,491,3155,4.75,74.8%,90.82,11.2%,14.1%,21.3%,96.4%,
61,491,3172,4.57,59.7%,79.84,7.7%,13.3%,-10.3%,93.5%,-2.0%
61,491,3173,4.57,61.2%,83.09,18.0%,15.2%,9.2%,94.5%,-0.6%
61,491,4138,4.65,62.5%,78.49,15.8%,13.2%,21.4%,95.0%,-1.1%
61,491,4139,4.54,73.3%,76.70,20.1%,11.3%,15.6%,94.5%,-2.2%
61,491,4625,4.63,77.4%,82.28,13.8%,9.5%,18.3%,95.1%,-2.2%
61,491,4626,4.7,74.0%,83.84,10.0%,14.8%,18.1%,96.0%,
61,491,5855,4.63,76.4%,88.10,9.6%,12.3%,-1.2%,96.8%,-1.2%
61,491,5990,4.61,76.5%,89.01,3.3%,10.5%,-27.6%,95.6%,
61,491,5991,4.6,62.4%,79.38,5.4%,12.1%,-14.9%,95.0%,-2.0%
61,491,6585,4.63,67.0%,79.00,7.1%,11.2%,-21.2%,95.3%,-2.3%
61,510,2632,4.62,74.7%,85.44,5.7%,10.3%,7.2%,94.3%,-2.9%
61,510,3314,4.61,71.9%,95.19,8.4%,9.8%,-17.3%,93.7%,
61,510,3315,4.81,66.8%,80.20,8.8%,11.6%,-15.8%,95.8%,-1.7%
61,510,3604,4.64,63.0%,85.22,9.2%,12.3%,-2.5%,93.8%,-1.4%
61,510,3844,4.76,72.9%,81.25,12.4%,12.2%,-1.5%,95.9%,-1.4%
61,510,3845,4.71,64.3%,95.10,6.7%,10.6%,-28.1%,95.7%,
61,510,3846,4.66,60.3%,86.60,6.4%,11.8%,-11.2%,93.8%,
61,510,4218,4.75,74.3%,79.55,6.0%,11.3%,-13.8%,95.9%,-1.4%
61,510,4233,4.82,67.5%,76.67,13.7%,12.2%,-1.2%,95.3%,
61,510,4275,4.71,69.7%,93.68,7.5%,11.8%,-15.1%,96.7%,
61,510,5257,4.74,78.3%,86.67,11.0%,11.1%,-14.6%,96.2%,
61,510,5332,4.64,62.1%,81.19,0.5%,10.4%,-19.5%,94.0%,
61,510,5349,4.74,77.4%,85.42,9.3%,12.1%,-3.8%,95.6%,-0.8%
61,510,7320,4.71,87.6%,79.83,7.4%,10.7%,-16.4%,96.0%,
61,512,2486,4.54,72.5%,49.59,2.1%,12.7%,28.2%,87.9%,
61,512,2689,4.63,73.5%,90.44,6.4%,9.5%,-1.9%,95.3%,-2.0%
61,512,3022,4.56,74.9%,73.29,9.4%,12.8%,11.4%,95.0%,
61,512,3023,4.55,85.7%,71.43,7.7%,10.8%,37.0%,92.4%,-2.2%
61,512,3046,4.66,67.5%,73.45,8.8%,13.3%,11.6%,93.2%,-2.3%
61,512,3047,4.56,63.9%,65.02,4.5%,15.2%,6.6%,93.0%,
61,512,3123,4.62,75.1%,88.57,6.0%,12.6%,44.5%,88.2%,-3.1%
61,512,4174,4.58,70.8%,68.80,12.2%,11.7%,52.8%,91.1%,-2.9%
61,512,5610,4.59,74.9%,83.72,2.1%,11.2%,39.4%,92.5%,
61,512,5611,4.65,68.4%,58.33,8.3%,10.0%,26.9%,90.3%,
61,512,5633,4.56,69.4%,89.80,1.9%,13.8%,-12.3%,94.9%,-1.5%
61,512,5634,4.7,67.5%,83.04,11.1%,14.7%,40.3%,94.2%,
61,512,5635,4.61,81.4%,81.62,12.6%,12.0%,14.1%,94.7%,-1.5%
61,515,2487,4.71,86.9%,77.67,5.8%,12.1%,16.0%,95.8%,-1.4%
61,515,2826,4.64,67.9%,90.83,8.6%,13.9%,-9.7%,95.7%,-1.6%
61,515,2998,4.72,71.9%,94.29,8.2%,13.9%,12.6%,94.6%,-1.7%
61,515,3026,4.68,77.6%,83.33,10.6%,13.9%,-15.0%,94.8%,-2.6%
61,515,3131,4.58,70.0%,91.59,7.7%,10.3%,-0.7%,94.8%,-3.1%
61,515,3132,4.64,76.1%,82.88,0.7%,7.2%,-1.3%,94.1%,-3.3%
61,515,3133,4.69,72.7%,81.90,8.7%,11.8%,,,
61,515,4762,4.75,77.4%,94.23,3.0%,10.3%,-6.4%,94.2%,-1.4%
61,515,5600,4.69,75.7%,86.27,14.5%,13.3%,56.7%,95.7%,
61,515,5663,4.73,67.8%,94.17,4.5%,11.1%,21.2%,95.0%,-2.7%
61,515,5689,4.65,71.5%,89.63,15.2%,14.5%,6.8%,95.2%,
61,515,5691,4.66,67.4%,89.61,5.9%,15.1%,9.3%,95.9%,-2.2%
61,515,8958,4.7,63.1%,89.80,7.1%,11.3%,-15.4%,95.2%,-2.1%
61,550,2590,4.6,77.5%,84.25,6.4%,10.0%,4.2%,94.2%,
61,550,3050,4.65,52.1%,84.92,12.2%,13.5%,5.9%,95.9%,
61,550,3098,4.55,79.7%,46.92,10.4%,12.1%,10.3%,87.0%,
61,550,3144,4.51,74.4%,75.41,18.5%,11.6%,54.4%,93.1%,
61,550,3145,4.5,67.6%,82.18,10.8%,10.0%,74.3%,91.8%,-2.2%
61,550,3146,4.6,68.0%,73.63,12.5%,11.1%,38.3%,94.6%,-1.8%
61,550,3178,4.55,59.5%,77.50,5.2%,11.5%,5.8%,95.3%,-2.1%
61,550,4178,4.54,68.3%,64.52,-2.2%,8.0%,-24.5%,96.5%,
61,550,4757,4.65,56.5%,76.56,8.5%,13.1%,-0.5%,95.4%,
61,550,5627,4.63,63.6%,61.26,20.3%,10.8%,55.6%,93.7%,
61,550,5678,4.61,78.5%,87.39,17.9%,10.0%,28.2%,95.3%,
61,550,5993,4.53,75.4%,59.62,11.9%,10.9%,22.6%,94.6%,
61,550,5994,4.7,49.8%,79.82,10.4%,13.3%,13.8%,95.0%,
61,551,3084,4.66,68.0%,88.19,10.2%,13.3%,18.4%,94.6%,-2.0%
61,551,3099,4.71,74.3%,84.11,11.5%,12.3%,76.7%,95.2%,
61,551,3101,4.67,68.4%,90.00,3.6%,11.1%,-0.8%,95.1%,-3.3%
61,551,4134,4.71,75.3%,61.90,0.8%,10.1%,-2.0%,93.7%,
61,551,4169,4.63,69.0%,83.56,8.0%,11.8%,-3.4%,93.5%,-3.7%
61,551,5008,4.68,73.6%,93.86,4.1%,10.5%,-22.1%,94.8%,
61,551,5601,4.74,77.3%,80.70,2.8%,11.6%,22.9%,94.4%,-2.0%
61,551,5603,4.74,70.0%,86.60,13.3%,12.3%,30.0%,95.3%,
61,551,5637,4.63,72.5%,55.06,6.6%,11.8%,,,-2.0%
61,551,5638,4.56,70.2%,69.17,8.1%,9.0%,2.3%,92.4%,-5.2%
61,551,5640,4.65,80.0%,85.85,14.1%,12.3%,495.4%,96.5%,
61,551,5661,4.73,77.7%,80.91,4.3%,10.2%,31.4%,94.0%,
61,551,5684,4.61,66.2%,83.33,2.9%,15.9%,8.9%,92.7%,-2.5%
61,552,2468,4.68,68.2%,78.69,8.5%,15.2%,51.8%,92.3%,-2.1%
61,552,3090,4.69,59.0%,73.33,2.4%,11.7%,-6.4%,94.8%,
61,552,4127,4.61,81.3%,87.76,15.3%,10.6%,45.1%,94.2%,-2.1%
61,552,4759,4.73,76.7%,77.48,10.2%,13.0%,10.6%,95.5%,
61,552,5007,4.61,63.8%,58.04,7.0%,12.9%,9.9%,94.7%,
61,552,5606,4.53,67.8%,70.54,2.4%,12.2%,-1.5%,92.7%,-2.3%
61,552,5608,4.66,70.5%,81.51,6.7%,12.9%,4.9%,94.8%,-1.7%
61,552,5609,4.66,67.9%,85.19,7.2%,12.5%,7.0%,94.5%,
61,552,5683,4.62,66.2%,72.31,4.3%,13.8%,7.7%,92.8%,
61,552,5979,4.6,65.9%,60.87,4.4%,14.7%,7.9%,93.9%,-2.2%
61,552,5980,4.73,65.6%,65.06,1.8%,10.7%,2.4%,93.5%,-1.9%
61,552,5981,4.62,69.9%,71.09,0.2%,10.2%,-10.6%,92.7%,
61,552,5982,4.59,79.8%,82.50,5.2%,10.6%,23.6%,90.9%,
61,557,3094,4.67,79.0%,88.68,5.1%,12.7%,-21.0%,96.7%,-0.9%
61,557,3988,4.72,61.1%,87.88,13.1%,15.3%,9.3%,96.5%,-0.7%
61,557,4100,4.67,64.8%,86.40,7.6%,15.0%,-8.2%,94.5%,
61,557,4180,4.64,69.8%,62.02,17.0%,14.5%,7.7%,96.1%,-0.5%
61,557,4494,4.6,74.7%,89.05,8.8%,12.8%,-5.2%,96.2%,
61,557,4700,4.73,67.8%,85.84,1.7%,11.4%,-17.0%,96.4%,-1.5%
61,557,4706,4.73,62.6%,70.00,11.8%,11.5%,-1.6%,95.1%,
61,557,5109,4.68,76.5%,79.67,8.9%,11.7%,-18.5%,95.9%,
61,557,5110,4.7,69.3%,80.95,6.6%,12.5%,-14.6%,95.4%,
61,557,5205,4.7,72.6%,79.71,8.2%,13.9%,12.8%,96.0%,
61,557,5206,4.66,66.9%,81.82,11.6%,14.3%,6.7%,96.0%,
61,557,7043,4.69,73.7%,77.87,3.9%,9.5%,-23.9%,96.7%,
61,557,7168,4.6,67.7%,62.60,2.2%,10.9%,-22.4%,95.7%,
64,58,2979,4.65,70.7%,84.82,9.1%,13.2%,-15.3%,96.4%,
64,58,2981,4.68,71.5%,84.16,8.9%,12.5%,-15.3%,96.7%,
64,58,3043,4.64,57.4%,78.86,2.8%,12.8%,-16.6%,95.9%,
64,58,3135,4.71,80.0%,88.62,13.3%,11.2%,1.7%,95.6%,-2.3%
64,58,3341,4.56,74.1%,76.60,8.5%,12.5%,22.4%,93.6%,-2.9%
64,58,3392,4.64,72.7%,80.00,7.6%,13.9%,-13.7%,96.2%,
64,58,3419,4.64,66.8%,71.82,12.0%,13.4%,-2.5%,95.8%,-0.9%
64,58,3594,4.66,67.3%,87.97,9.0%,13.8%,-29.7%,96.1%,-1.8%
64,58,3653,4.63,67.1%,98.04,8.3%,11.7%,-3.0%,96.5%,
64,58,5613,4.6,74.2%,61.69,9.4%,12.0%,1.9%,94.9%,-3.0%
64,58,5614,4.77,78.6%,95.83,15.5%,14.4%,2.2%,96.9%,-1.3%
64,58,5624,4.67,60.9%,72.13,9.1%,13.7%,-6.5%,96.5%,-1.5%
64,58,6578,4.62,85.5%,83.33,14.2%,12.0%,6.4%,97.1%,-2.0%
64,58,7251,4.51,69.9%,86.86,4.6%,11.6%,3.3%,94.4%,-2.8%
64,58,7347,4.56,84.8%,92.98,5.0%,9.3%,-16.9%,97.5%,
64,504,2974,4.64,71.3%,83.87,9.1%,10.5%,-5.5%,96.0%,-2.2%
64,504,2995,4.7,69.1%,89.58,3.6%,8.6%,-21.9%,96.8%,
64,504,3198,4.67,73.2%,52.42,7.1%,10.9%,-12.2%,95.3%,-3.2%
64,504,3199,4.59,72.7%,84.62,9.1%,11.7%,-3.6%,95.7%,
64,504,3287,4.71,62.7%,86.17,6.7%,12.9%,-19.1%,96.1%,
64,504,3521,4.66,72.4%,74.10,6.8%,12.3%,5.8%,96.6%,-2.5%
64,504,3574,4.74,89.2%,78.57,8.9%,10.8%,-29.0%,97.5%,-1.4%
64,504,4104,4.63,61.7%,82.99,17.0%,14.0%,-2.9%,95.7%,-2.1%
64,504,4182,4.66,69.5%,57.89,-0.7%,10.9%,-20.0%,95.9%,
64,504,4453,4.69,79.5%,94.92,9.1%,11.4%,22.5%,96.0%,-3.8%
64,504,5657,4.65,75.3%,91.23,-3.1%,10.4%,-17.3%,95.6%,
64,504,5963,4.73,70.1%,78.05,13.6%,14.7%,4.6%,96.0%,
64,504,6078,4.69,69.8%,72.73,11.4%,12.7%,-20.9%,96.2%,
64,504,6851,4.69,77.8%,84.09,10.0%,10.1%,-12.0%,97.2%,
64,504,6966,4.7,73.6%,92.04,7.3%,12.3%,-5.9%,96.5%,-1.3%
64,507,2395,4.71,56.6%,88.17,5.8%,13.8%,-1.8%,95.1%,-1.3%
64,507,2880,4.67,68.6%,86.18,11.6%,15.1%,5.3%,96.3%,-0.9%
64,507,3340,4.58,71.1%,86.39,13.8%,15.0%,10.4%,94.9%,-0.8%
64,507,3457,4.57,62.9%,86.57,10.2%,13.1%,-17.4%,95.2%,-1.2%
64,507,3508,4.64,73.4%,74.53,7.2%,13.0%,-31.0%,96.6%,-1.2%
64,507,4390,4.69,69.7%,67.11,9.7%,16.3%,4.4%,96.7%,
64,507,4585,4.61,74.6%,92.00,18.8%,14.9%,10.6%,95.8%,-1.3%
64,507,4655,4.58,70.4%,85.85,8.8%,14.7%,-9.1%,96.0%,-1.0%
64,507,5093,4.6,78.8%,87.77,8.7%,13.9%,0.3%,95.9%,-1.5%
64,507,5336,4.73,81.1%,84.75,18.0%,15.5%,18.2%,96.2%,-0.4%
64,507,5364,4.66,65.8%,91.06,6.8%,15.5%,-11.1%,96.3%,-0.6%
64,507,5840,4.65,71.9%,82.52,9.0%,14.3%,-2.2%,96.4%,-0.7%
64,507,6170,4.64,76.8%,83.33,10.1%,15.7%,5.0%,95.3%,-1.6%
64,507,6942,4.66,75.8%,76.47,12.8%,15.9%,-2.0%,97.0%,-1.0%
64,526,3661,4.7,79.4%,82.09,2.1%,11.6%,-15.8%,96.6%,-0.6%
64,526,4105,4.75,78.3%,80.31,5.8%,10.9%,-8.2%,96.3%,-0.9%
64,526,4366,4.74,67.2%,78.52,7.9%,15.6%,-8.0%,96.4%,
64,526,4415,4.7,78.5%,89.04,5.8%,12.9%,-6.5%,96.0%,-1.5%
64,526,5108,4.68,68.8%,74.38,8.3%,14.0%,-17.6%,96.3%,
64,526,5726,4.66,74.5%,81.75,10.8%,15.0%,-4.4%,96.0%,-1.1%
64,526,5782,4.65,69.1%,91.53,6.3%,13.2%,-5.8%,96.3%,
64,526,5960,4.77,82.3%,86.99,12.4%,12.7%,-0.6%,97.3%,
64,526,5962,4.74,71.3%,83.59,9.5%,14.4%,-18.4%,97.2%,
64,526,6587,4.74,83.5%,89.19,10.6%,15.6%,-2.2%,96.5%,-0.9%
64,526,6813,4.74,76.8%,88.16,11.0%,15.0%,3.3%,97.1%,
64,526,7229,4.74,75.7%,76.38,11.4%,11.4%,-15.7%,96.5%,-1.2%
64,528,2835,4.77,70.2%,95.06,6.9%,9.7%,-20.6%,97.7%,
64,528,3449,4.72,71.7%,85.84,4.1%,13.1%,-18.7%,95.9%,-0.8%
