Store Number,Task,Installer,Install week 
5065,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2631,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2417,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2959,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1540,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1771,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5159,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
4257,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2957,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1472,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
4849,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1861,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2175,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2600,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
37,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
805,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
29,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
17,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
138,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1074,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2720,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1066,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1901,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
7199,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1133,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1385,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
4564,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
4410,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3825,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2256,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3864,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5118,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
776,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
4358,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2055,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1749,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3212,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3291,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3236,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3469,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2108,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1742,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
831,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3731,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
826,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
851,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
4356,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2911,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2586,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1731,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2874,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3842,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1909,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2092,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2262,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2116,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3221,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1911,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1433,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2400,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
4285,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5185,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1519,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1894,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1857,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2316,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1539,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2506,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2313,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5030,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1289,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2209,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
4615,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5071,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
212,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
103,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
576,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5396,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1880,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5424,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1834,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1775,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1784,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
4176,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2049,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2420,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5131,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3514,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2597,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2278,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2059,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1591,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2445,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1607,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2528,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1883,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1887,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2611,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5103,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1777,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2519,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2019,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1964,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1339,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
631,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
630,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1359,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5087,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3733,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
629,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1535,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5058,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1075,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
657,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
690,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
314,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
335,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
684,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5196,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
688,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1194,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3017,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
4483,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
536,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5216,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
194,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
813,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
322,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1216,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
4163,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1150,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
464,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5147,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
447,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
4627,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2763,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1455,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3777,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1800,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
4503,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
266,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
165,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3286,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3500,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3584,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
214,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
275,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
399,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
395,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3572,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
4508,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
408,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3888,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2123,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
963,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5210,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5168,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1708,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5235,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2194,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5253,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1292,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1424,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5343,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
3573,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2821,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1687,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2332,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
5041,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2196,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2549,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2550,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1551,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2335,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2936,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1679,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1776,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1635,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2127,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
1522,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
2610,Walmart Connect Video Feed,Walmart  Associates ,Once Mod is set 
