Store Nbr,Dept Subcategory Description,WK51,WK52,WK01,WK02,WK03,WK04,WK05,WK06,WK07,WK08,WK09,WK10,WK11,WK12,WK13,WK14,WK15,WK16,WK17,WK18,WK19,WK20,WK21,WK22,WK23,WK24
1105,12IN BIKES,2,2,2,3,4,4,5,6,4,5,7,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4
1105,16IN BIKES,2,2,2,3,4,4,5,6,4,5,7,5,4,4,4,5,4,5,5,4,5,5,5,6,5,4
1105,18IN BIKES,1,1,1,1,2,2,3,4,3,3,5,4,3,3,3,2,3,4,3,3,4,4,3,2,2,3
1105,20IN BIKES,7,7,7,7,11,12,15,20,17,19,24,18,17,16,14,14,17,21,18,18,18,18,17,16,16,14
1105,BEACH CRUISERS,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1105,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,MOUNTAIN BIKES,4,4,4,4,5,6,6,8,7,7,7,7,6,6,6,6,6,7,6,6,6,6,6,6,6,5
1105,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1106,16IN BIKES,1,2,2,3,4,4,5,5,4,5,6,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4
1106,18IN BIKES,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1106,20IN BIKES,4,4,4,4,6,6,7,8,7,8,10,8,7,7,7,8,9,9,9,7,7,6,7,7,6,6
1106,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1106,MOUNTAIN BIKES,4,4,4,5,6,7,7,8,8,8,9,8,9,8,8,9,8,9,8,7,7,7,7,7,6,6
1107,16IN BIKES,0,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
1107,18IN BIKES,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1107,20IN BIKES,2,2,2,2,3,4,6,5,6,6,7,6,6,5,4,5,6,6,6,5,6,5,5,5,5,4
1107,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,MOUNTAIN BIKES,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2
1108,12IN BIKES,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1
1108,16IN BIKES,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
1108,18IN BIKES,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1108,20IN BIKES,1,1,1,1,2,2,3,4,3,4,5,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2
1108,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,MOUNTAIN BIKES,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1109,16IN BIKES,1,1,1,1,2,2,3,4,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
1109,18IN BIKES,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1109,20IN BIKES,2,2,1,2,3,3,5,7,5,6,7,5,5,4,4,5,5,6,5,5,5,5,4,4,4,3
1109,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1109,MOUNTAIN BIKES,1,1,1,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2
1110,16IN BIKES,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1
1110,18IN BIKES,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1110,20IN BIKES,3,3,3,3,4,4,6,6,5,5,7,5,5,4,5,6,6,6,7,5,5,5,5,6,6,5
1110,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,MOUNTAIN BIKES,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1111,12IN BIKES,1,1,1,1,2,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1111,16IN BIKES,1,1,2,2,3,3,4,4,3,4,5,3,3,3,3,4,3,4,4,3,3,4,4,4,3,3
1111,18IN BIKES,1,1,1,2,2,3,3,2,2,3,4,3,3,3,3,3,2,3,2,2,2,2,3,2,2,1
1111,20IN BIKES,3,3,3,4,5,5,7,9,8,11,12,10,8,9,8,7,7,9,8,9,9,9,9,9,8,7
1111,BEACH CRUISERS,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1111,MOUNTAIN BIKES,2,2,2,3,3,3,4,5,4,5,5,5,5,4,4,4,4,5,4,4,4,4,5,4,4,4
1111,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,12IN BIKES,2,2,2,4,4,4,4,4,5,6,6,5,4,5,5,5,5,4,4,3,4,4,4,4,4,4
1112,16IN BIKES,2,2,3,4,5,5,6,6,5,6,8,6,5,5,5,5,5,5,5,5,5,6,6,6,5,5
1112,18IN BIKES,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1112,20IN BIKES,4,4,5,7,7,8,10,11,10,11,14,12,10,9,10,10,10,10,11,8,8,10,10,11,9,8
1112,BEACH CRUISERS,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1112,MOUNTAIN BIKES,2,2,2,3,3,4,4,5,4,4,4,4,4,4,4,4,4,5,5,4,4,3,4,3,3,3
1112,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,12IN BIKES,3,2,3,4,6,6,7,9,7,8,11,9,7,7,7,6,6,8,8,7,6,7,6,7,7,5
1113,16IN BIKES,2,2,3,4,6,6,7,9,7,8,11,8,7,7,6,8,7,8,8,7,7,7,7,8,7,7
1113,18IN BIKES,2,2,2,2,3,4,4,5,5,5,6,5,4,4,5,5,5,5,5,4,4,4,4,4,3,3
1113,20IN BIKES,6,7,8,9,12,14,17,19,17,21,23,21,17,16,16,19,17,20,21,14,15,15,15,17,17,16
1113,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1113,MOUNTAIN BIKES,3,3,4,4,5,6,6,8,7,7,8,7,6,6,7,7,7,8,8,7,7,7,7,7,6,6
1113,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1114,12IN BIKES,1,1,0,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1
1114,16IN BIKES,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1114,18IN BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,20IN BIKES,1,1,1,1,2,2,2,3,3,3,4,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2
1114,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,MOUNTAIN BIKES,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1115,16IN BIKES,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1115,18IN BIKES,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1115,20IN BIKES,1,1,1,2,2,2,3,3,3,4,5,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3
1115,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1116,12IN BIKES,2,2,2,3,5,4,6,6,6,7,8,6,6,6,6,6,5,6,6,5,6,6,5,5,6,4
1116,16IN BIKES,3,3,4,5,7,7,9,10,9,10,13,9,9,9,8,9,9,10,9,8,9,10,9,9,8,8
1116,18IN BIKES,1,1,1,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
1116,20IN BIKES,3,3,2,4,6,6,8,9,7,9,12,10,9,9,8,7,8,9,8,8,9,9,8,9,8,7
1116,BEACH CRUISERS,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
1116,MOUNTAIN BIKES,3,3,3,4,5,6,7,7,7,6,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5
1116,MULTI USE BIKES,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1117,12IN BIKES,2,2,2,3,3,4,5,6,4,4,6,4,4,4,4,4,4,5,4,4,3,4,4,3,3,3
1117,16IN BIKES,2,3,3,3,5,5,7,7,6,7,10,7,7,7,6,7,6,7,6,6,6,7,6,6,6,6
1117,18IN BIKES,1,1,1,2,2,2,3,3,2,2,3,3,2,2,2,2,2,2,3,3,3,3,2,2,3,2
1117,20IN BIKES,4,4,4,5,7,8,10,9,9,9,11,9,8,8,7,8,8,9,7,7,8,9,9,9,8,7
1117,BEACH CRUISERS,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1
1117,MOUNTAIN BIKES,4,5,5,6,7,9,12,11,11,11,13,10,10,10,10,10,10,11,12,10,11,10,10,9,8,8
1117,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,12IN BIKES,2,2,2,3,4,4,5,6,5,6,8,6,6,6,5,5,5,6,6,5,5,5,5,5,5,4
1118,16IN BIKES,2,2,2,3,4,5,6,7,7,7,10,7,7,7,6,8,7,7,6,6,6,7,6,6,6,5
1118,18IN BIKES,2,2,2,4,5,5,6,5,5,5,8,6,6,6,5,5,5,6,6,5,5,5,5,5,5,4
1118,20IN BIKES,4,5,5,6,8,9,11,12,11,11,14,11,9,9,8,9,9,10,8,9,9,10,10,10,9,8
1118,BEACH CRUISERS,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1
1118,MOUNTAIN BIKES,3,3,4,4,6,7,9,9,8,8,8,7,7,7,7,7,7,8,8,7,7,7,7,7,6,6
1118,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,12IN BIKES,1,1,1,2,2,2,2,3,3,3,4,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2
1119,16IN BIKES,1,1,1,2,2,2,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1119,18IN BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1119,20IN BIKES,3,3,4,4,5,6,7,8,6,6,9,7,7,6,5,5,6,7,7,6,6,7,6,6,7,7
1119,BEACH CRUISERS,4,5,5,6,7,7,7,7,6,7,8,7,7,8,9,7,6,8,7,7,7,6,6,5,5,5
1119,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,MOUNTAIN BIKES,7,8,7,8,11,11,12,13,12,13,14,13,12,13,12,13,13,13,13,13,13,13,13,12,11,11
1120,12IN BIKES,1,2,2,2,3,3,5,5,5,6,7,6,5,5,5,5,5,5,6,5,5,5,5,5,4,4
1120,16IN BIKES,2,3,3,4,6,6,7,9,8,9,13,9,9,8,7,9,8,9,9,7,7,8,8,8,7,7
1120,18IN BIKES,1,1,1,1,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1120,20IN BIKES,3,3,2,3,6,7,8,11,9,11,14,12,11,10,10,11,9,11,11,11,10,12,11,12,9,8
1120,BEACH CRUISERS,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1120,MOUNTAIN BIKES,3,3,3,4,6,6,6,8,6,6,8,6,6,7,7,7,7,9,8,6,6,6,6,6,6,5
1120,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,12IN BIKES,1,1,1,2,3,3,4,4,3,4,5,4,4,4,4,4,3,4,4,3,3,4,3,3,3,2
1121,16IN BIKES,1,1,1,2,3,3,4,5,4,5,6,4,4,4,4,5,4,5,5,4,4,5,5,5,4,4
1121,18IN BIKES,1,1,1,2,2,2,3,3,3,4,5,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2
1121,20IN BIKES,3,3,3,5,6,7,9,10,9,13,14,13,10,10,10,11,10,11,11,8,10,10,11,10,7,6
1121,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
1121,MOUNTAIN BIKES,3,3,3,4,4,5,5,6,5,6,7,6,6,6,6,6,6,7,6,6,6,5,5,5,4,5
1121,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1122,12IN BIKES,1,1,1,2,3,3,4,4,4,5,6,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3
1122,16IN BIKES,1,1,1,2,2,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1122,18IN BIKES,1,1,1,2,2,2,2,3,2,3,3,2,2,2,2,2,2,3,3,2,3,2,3,2,2,2
1122,20IN BIKES,2,2,2,3,3,3,4,5,4,6,6,5,4,4,4,5,4,5,5,4,5,5,5,5,4,4
1122,BEACH CRUISERS,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
1122,MOUNTAIN BIKES,2,2,2,2,3,3,4,4,4,4,4,3,3,3,4,4,3,4,4,3,3,4,4,3,3,3
1122,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,12IN BIKES,1,1,1,2,3,3,4,5,4,5,6,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3
1123,16IN BIKES,2,3,3,4,5,6,7,8,7,9,11,8,8,8,7,8,8,8,8,7,8,8,8,8,6,6
1123,18IN BIKES,1,1,1,1,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
1123,20IN BIKES,3,4,3,3,4,5,6,7,6,9,10,8,7,7,6,7,6,7,7,6,7,7,7,7,5,5
1123,BEACH CRUISERS,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1
1123,MOUNTAIN BIKES,3,3,4,4,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,6
1123,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1124,12IN BIKES,1,1,1,2,2,2,2,2,3,3,4,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2
1124,16IN BIKES,1,2,2,3,4,4,4,5,4,5,7,5,4,5,4,5,4,4,5,4,4,5,5,5,4,4
1124,18IN BIKES,1,1,1,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1124,20IN BIKES,4,4,5,4,5,6,7,8,6,8,10,8,8,8,7,8,8,8,9,9,8,9,8,8,8,8
1124,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1124,MOUNTAIN BIKES,2,2,3,3,3,4,4,5,4,5,5,5,5,4,4,5,4,5,5,4,5,4,4,4,3,4
1124,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1125,12IN BIKES,2,2,2,2,3,4,5,6,5,6,9,6,6,5,6,7,6,6,7,6,6,6,6,6,5,5
1125,16IN BIKES,1,2,2,2,4,5,6,8,8,9,12,9,9,8,8,8,8,10,10,8,7,9,8,8,6,6
1125,18IN BIKES,1,1,1,1,2,2,2,3,2,2,5,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2
1125,20IN BIKES,7,8,11,4,6,8,9,11,9,11,16,13,11,10,10,12,12,16,16,11,11,12,12,13,12,10
1125,BEACH CRUISERS,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1125,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,MOUNTAIN BIKES,3,4,4,4,5,6,7,8,7,7,9,8,8,8,10,11,10,13,10,9,9,10,8,9,8,8
1125,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1
1126,12IN BIKES,1,1,1,2,2,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1126,16IN BIKES,1,2,1,2,3,3,4,4,4,5,6,5,4,4,4,4,4,4,3,3,4,4,4,4,3,3
1126,18IN BIKES,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1126,20IN BIKES,2,2,2,3,3,4,6,5,5,5,7,5,5,5,4,4,4,4,4,4,4,4,5,5,4,3
1126,BEACH CRUISERS,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1126,MOUNTAIN BIKES,2,2,2,3,4,5,5,5,5,5,6,5,5,4,5,5,5,5,5,5,5,4,5,4,4,4
1126,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,12IN BIKES,1,1,1,2,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2
1128,16IN BIKES,2,2,2,3,4,3,4,5,4,5,6,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4
1128,18IN BIKES,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1
1128,20IN BIKES,4,4,5,5,6,7,8,8,8,8,10,8,7,7,8,9,9,9,9,8,7,7,7,8,7,7
1128,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1128,MOUNTAIN BIKES,3,3,3,3,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,4
1128,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,12IN BIKES,2,2,2,3,3,4,4,4,4,4,5,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3
1129,16IN BIKES,2,2,2,3,3,4,5,6,5,6,8,6,5,5,5,5,5,5,5,4,5,5,5,5,5,4
1129,18IN BIKES,2,2,2,2,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
1129,20IN BIKES,3,3,3,5,6,7,9,8,8,9,11,8,8,8,6,8,7,8,7,7,7,8,8,8,8,6
1129,BEACH CRUISERS,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
1129,MOUNTAIN BIKES,5,5,6,6,8,9,11,10,10,10,12,9,9,9,9,10,10,11,12,10,10,10,10,9,9,9
1129,MULTI USE BIKES,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1130,12IN BIKES,1,1,1,2,3,3,4,4,3,5,5,4,4,4,3,4,3,4,4,3,4,4,3,4,3,3
1130,16IN BIKES,2,2,2,3,3,4,5,6,5,6,8,6,5,6,5,6,5,6,5,5,5,6,6,6,5,4
1130,18IN BIKES,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
1130,20IN BIKES,3,3,3,3,4,5,6,7,6,9,9,8,6,6,6,6,6,6,6,5,6,6,6,6,5,4
1130,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1130,MOUNTAIN BIKES,2,3,3,3,4,4,4,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4
1130,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,16IN BIKES,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1131,18IN BIKES,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1131,20IN BIKES,1,1,2,2,3,3,4,5,5,6,7,7,5,5,4,4,4,6,4,4,5,5,5,5,4,3
1131,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,MOUNTAIN BIKES,1,1,1,2,2,3,2,3,3,3,3,3,2,2,2,3,3,3,3,2,2,2,2,2,2,2
1132,12IN BIKES,2,3,3,4,5,6,6,7,6,7,9,7,7,7,7,6,6,6,7,7,6,6,6,6,6,5
1132,16IN BIKES,2,2,2,3,4,5,5,6,6,7,9,7,6,6,5,6,6,6,6,5,6,6,6,6,6,5
1132,18IN BIKES,1,1,1,2,3,3,3,3,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
1132,20IN BIKES,3,4,4,5,6,8,8,10,10,13,16,12,9,9,9,9,9,10,11,8,8,9,10,8,7,6
1132,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1132,MOUNTAIN BIKES,4,4,4,5,6,6,7,7,7,8,9,7,7,8,7,8,8,8,8,8,7,8,8,8,6,7
1132,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1133,12IN BIKES,2,2,2,3,4,4,5,5,5,5,6,5,5,6,5,5,5,5,5,4,5,5,4,4,4,4
1133,16IN BIKES,2,2,2,3,4,4,5,6,5,6,8,6,5,5,4,5,5,5,5,5,5,5,5,5,5,5
1133,18IN BIKES,1,1,1,1,2,2,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2
1133,20IN BIKES,3,3,4,5,6,7,8,8,8,11,13,9,7,7,7,8,7,7,10,7,7,8,9,7,5,5
1133,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1133,MOUNTAIN BIKES,3,3,3,4,5,5,5,5,6,6,7,6,6,6,6,6,6,7,7,7,6,6,6,6,5,5
1133,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,12IN BIKES,1,1,1,2,3,3,4,5,4,5,6,4,4,4,4,4,3,4,4,4,3,4,3,3,3,3
1134,16IN BIKES,2,2,2,3,4,4,5,5,4,5,7,6,5,5,5,5,5,5,5,4,5,5,5,5,5,4
1134,18IN BIKES,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
1134,20IN BIKES,2,3,3,5,6,6,8,9,8,10,13,11,9,9,9,11,9,9,8,10,10,11,10,9,8,8
1134,BEACH CRUISERS,1,2,2,2,3,3,3,3,3,2,3,3,3,3,4,3,2,3,3,3,3,2,2,2,2,2
1134,MOUNTAIN BIKES,3,4,3,5,6,6,6,7,7,7,8,7,6,6,7,7,7,7,7,7,7,7,7,6,6,6
1134,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,12IN BIKES,1,1,1,2,3,3,3,3,3,3,4,4,3,4,3,3,3,3,4,3,3,3,3,3,3,2
1135,16IN BIKES,2,2,2,3,4,5,6,6,5,6,8,6,5,5,5,6,6,6,7,5,6,6,6,6,5,5
1135,18IN BIKES,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1135,20IN BIKES,2,2,2,3,4,4,5,6,5,7,8,7,6,6,5,5,4,7,6,5,6,6,6,6,5,5
1135,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1135,MOUNTAIN BIKES,1,1,2,2,3,3,3,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,3,3,3
1136,12IN BIKES,1,1,1,1,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2
1136,16IN BIKES,1,1,1,2,2,2,3,3,3,4,5,4,3,3,3,4,3,3,3,3,3,3,3,3,3,2
1136,18IN BIKES,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1136,20IN BIKES,1,2,1,2,3,3,4,4,5,5,6,4,4,3,4,4,5,4,4,4,4,3,3,3,2,2
1136,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1136,MOUNTAIN BIKES,2,2,2,3,4,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,4,4,4
1136,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1137,12IN BIKES,3,4,4,6,8,8,9,10,9,9,12,10,9,9,8,8,8,8,8,7,7,8,7,8,8,6
1137,16IN BIKES,4,4,4,5,7,7,9,10,8,9,12,9,9,8,8,9,8,8,8,7,7,8,8,9,8,7
1137,18IN BIKES,1,1,2,4,4,4,5,4,4,4,6,5,6,6,5,5,3,6,2,3,3,4,4,3,4,3
1137,20IN BIKES,4,4,3,5,5,6,8,8,7,8,12,9,8,8,7,8,8,9,9,7,7,8,8,8,7,7
1137,BEACH CRUISERS,1,1,1,1,2,2,3,3,3,3,3,2,2,3,3,2,2,3,3,3,2,2,2,2,2,1
1137,MOUNTAIN BIKES,4,4,5,5,6,7,8,7,7,7,8,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7
1137,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1138,12IN BIKES,1,1,1,1,2,2,3,4,4,4,7,5,5,5,5,5,4,5,5,4,4,4,4,4,4,3
1138,16IN BIKES,1,1,1,2,2,3,3,5,5,5,7,6,6,5,5,5,5,6,6,4,4,5,5,6,5,4
1138,18IN BIKES,1,1,1,1,1,1,1,2,2,2,3,3,3,2,3,3,2,2,3,3,3,3,2,3,3,2
