Region,Market,Store Nbr,Bucket,Tier,Details
2,18,2513,"> 80%, < 90%",Tier 2,GM Pause
75,285,2514,< 80%,Tier 3,Total Store ISA Pause
46,371,2515,>90%,Tier 1,ISA On in Total Store
60,514,2516,>90%,Tier 1,ISA On in Total Store
57,466,2517,>90%,Tier 1,ISA On in Total Store
22,558,2518,"> 80%, < 90%",Tier 2,GM Pause
22,233,2519,"> 80%, < 90%",Tier 2,GM Pause
75,291,2520,"> 80%, < 90%",Tier 2,GM Pause
53,196,2522,"> 80%, < 90%",Tier 2,GM Pause
57,464,2523,>90%,Tier 1,ISA On in Total Store
57,446,2526,>90%,Tier 1,ISA On in Total Store
57,460,2527,>90%,Tier 1,ISA On in Total Store
22,232,2528,< 80%,Tier 3,Total Store ISA Pause
75,289,2529,"> 80%, < 90%",Tier 2,GM Pause
16,181,2530,"> 80%, < 90%",Tier 2,GM Pause
17,164,2531,"> 80%, < 90%",Tier 2,GM Pause
53,263,2532,>90%,Tier 1,ISA On in Total Store
14,14,2533,"> 80%, < 90%",Tier 2,GM Pause
14,7,2534,"> 80%, < 90%",Tier 2,GM Pause
22,232,2535,"> 80%, < 90%",Tier 2,GM Pause
57,581,2536,"> 80%, < 90%",Tier 2,GM Pause
56,457,2537,>90%,Tier 1,ISA On in Total Store
60,478,2538,"> 80%, < 90%",Tier 2,GM Pause
60,474,2539,"> 80%, < 90%",Tier 2,GM Pause
20,229,2540,"> 80%, < 90%",Tier 2,GM Pause
20,208,2541,"> 80%, < 90%",Tier 2,GM Pause
21,222,2542,"> 80%, < 90%",Tier 2,GM Pause
17,226,2543,>90%,Tier 1,ISA On in Total Store
19,238,2544,"> 80%, < 90%",Tier 2,GM Pause
53,196,2545,"> 80%, < 90%",Tier 2,GM Pause
57,464,2546,>90%,Tier 1,ISA On in Total Store
17,164,2547,>90%,Tier 1,ISA On in Total Store
20,316,2548,"> 80%, < 90%",Tier 2,GM Pause
60,474,2549,"> 80%, < 90%",Tier 2,GM Pause
60,476,2550,>90%,Tier 1,ISA On in Total Store
75,280,2551,"> 80%, < 90%",Tier 2,GM Pause
60,476,2552,>90%,Tier 1,ISA On in Total Store
56,453,2553,>90%,Tier 1,ISA On in Total Store
46,368,2554,>90%,Tier 1,ISA On in Total Store
75,284,2555,"> 80%, < 90%",Tier 2,GM Pause
57,447,2556,>90%,Tier 1,ISA On in Total Store
57,447,2557,>90%,Tier 1,ISA On in Total Store
19,206,2558,"> 80%, < 90%",Tier 2,GM Pause
19,206,2559,>90%,Tier 1,ISA On in Total Store
75,285,2560,"> 80%, < 90%",Tier 2,GM Pause
17,228,2561,"> 80%, < 90%",Tier 2,GM Pause
47,406,2562,< 80%,Tier 3,Total Store ISA Pause
25,580,2563,>90%,Tier 1,ISA On in Total Store
75,286,2564,>90%,Tier 1,ISA On in Total Store
75,315,2565,"> 80%, < 90%",Tier 2,GM Pause
75,280,2566,"> 80%, < 90%",Tier 2,GM Pause
19,200,2567,"> 80%, < 90%",Tier 2,GM Pause
57,446,2568,"> 80%, < 90%",Tier 2,GM Pause
60,514,2571,>90%,Tier 1,ISA On in Total Store
21,218,2572,< 80%,Tier 3,Total Store ISA Pause
22,234,2574,< 80%,Tier 3,Total Store ISA Pause
42,326,2575,"> 80%, < 90%",Tier 2,GM Pause
20,316,2576,"> 80%, < 90%",Tier 2,GM Pause
75,281,2577,"> 80%, < 90%",Tier 2,GM Pause
47,429,2579,"> 80%, < 90%",Tier 2,GM Pause
26,300,2580,"> 80%, < 90%",Tier 2,GM Pause
17,191,2581,>90%,Tier 1,ISA On in Total Store
17,174,2582,"> 80%, < 90%",Tier 2,GM Pause
17,172,2583,"> 80%, < 90%",Tier 2,GM Pause
2,20,2584,>90%,Tier 1,ISA On in Total Store
17,173,2585,>90%,Tier 1,ISA On in Total Store
17,195,2586,"> 80%, < 90%",Tier 2,GM Pause
42,326,2587,"> 80%, < 90%",Tier 2,GM Pause
20,235,2588,>90%,Tier 1,ISA On in Total Store
61,550,2590,"> 80%, < 90%",Tier 2,GM Pause
9,109,2591,>90%,Tier 1,ISA On in Total Store
57,394,2592,>90%,Tier 1,ISA On in Total Store
57,396,2593,"> 80%, < 90%",Tier 2,GM Pause
60,471,2594,"> 80%, < 90%",Tier 2,GM Pause
60,471,2595,"> 80%, < 90%",Tier 2,GM Pause
60,471,2596,>90%,Tier 1,ISA On in Total Store
17,228,2597,"> 80%, < 90%",Tier 2,GM Pause
56,454,2598,>90%,Tier 1,ISA On in Total Store
6,86,2599,>90%,Tier 1,ISA On in Total Store
40,339,2600,>90%,Tier 1,ISA On in Total Store
20,227,2603,"> 80%, < 90%",Tier 2,GM Pause
21,218,2605,"> 80%, < 90%",Tier 2,GM Pause
54,383,2607,"> 80%, < 90%",Tier 2,GM Pause
54,382,2608,< 80%,Tier 3,Total Store ISA Pause
57,465,2609,"> 80%, < 90%",Tier 2,GM Pause
20,316,2610,< 80%,Tier 3,Total Store ISA Pause
20,235,2611,"> 80%, < 90%",Tier 2,GM Pause
46,505,2612,"> 80%, < 90%",Tier 2,GM Pause
19,213,2613,"> 80%, < 90%",Tier 2,GM Pause
22,168,2614,"> 80%, < 90%",Tier 2,GM Pause
3,27,2615,"> 80%, < 90%",Tier 2,GM Pause
40,339,2616,"> 80%, < 90%",Tier 2,GM Pause
56,392,2617,"> 80%, < 90%",Tier 2,GM Pause
19,203,2618,>90%,Tier 1,ISA On in Total Store
19,204,2619,"> 80%, < 90%",Tier 2,GM Pause
19,202,2620,"> 80%, < 90%",Tier 2,GM Pause
57,446,2621,"> 80%, < 90%",Tier 2,GM Pause
3,101,2626,"> 80%, < 90%",Tier 2,GM Pause
9,112,2627,"> 80%, < 90%",Tier 2,GM Pause
41,260,2628,"> 80%, < 90%",Tier 2,GM Pause
16,156,2629,"> 80%, < 90%",Tier 2,GM Pause
3,28,2630,"> 80%, < 90%",Tier 2,GM Pause
19,197,2631,>90%,Tier 1,ISA On in Total Store
61,510,2632,"> 80%, < 90%",Tier 2,GM Pause
16,180,2634,"> 80%, < 90%",Tier 2,GM Pause
57,466,2636,"> 80%, < 90%",Tier 2,GM Pause
17,164,2637,"> 80%, < 90%",Tier 2,GM Pause
41,259,2638,>90%,Tier 1,ISA On in Total Store
16,181,2639,"> 80%, < 90%",Tier 2,GM Pause
16,157,2640,< 80%,Tier 3,Total Store ISA Pause
22,168,2641,>90%,Tier 1,ISA On in Total Store
52,423,2642,"> 80%, < 90%",Tier 2,GM Pause
52,422,2643,< 80%,Tier 3,Total Store ISA Pause
19,204,2644,>90%,Tier 1,ISA On in Total Store
75,314,2645,>90%,Tier 1,ISA On in Total Store
20,317,2646,>90%,Tier 1,ISA On in Total Store
75,286,2647,>90%,Tier 1,ISA On in Total Store
56,511,2648,"> 80%, < 90%",Tier 2,GM Pause
5,50,2649,>90%,Tier 1,ISA On in Total Store
22,166,2650,>90%,Tier 1,ISA On in Total Store
17,175,2651,"> 80%, < 90%",Tier 2,GM Pause
46,384,2652,>90%,Tier 1,ISA On in Total Store
46,71,2653,"> 80%, < 90%",Tier 2,GM Pause
41,257,2654,>90%,Tier 1,ISA On in Total Store
46,375,2656,>90%,Tier 1,ISA On in Total Store
53,444,2658,"> 80%, < 90%",Tier 2,GM Pause
16,183,2659,>90%,Tier 1,ISA On in Total Store
16,157,2660,"> 80%, < 90%",Tier 2,GM Pause
20,317,2662,>90%,Tier 1,ISA On in Total Store
22,237,2663,"> 80%, < 90%",Tier 2,GM Pause
22,231,2664,"> 80%, < 90%",Tier 2,GM Pause
13,125,2665,"> 80%, < 90%",Tier 2,GM Pause
21,219,2666,"> 80%, < 90%",Tier 2,GM Pause
5,55,2667,>90%,Tier 1,ISA On in Total Store
53,435,2668,"> 80%, < 90%",Tier 2,GM Pause
46,373,2671,"> 80%, < 90%",Tier 2,GM Pause
47,389,2672,"> 80%, < 90%",Tier 2,GM Pause
17,228,2674,"> 80%, < 90%",Tier 2,GM Pause
19,201,2678,>90%,Tier 1,ISA On in Total Store
21,247,2679,>90%,Tier 1,ISA On in Total Store
19,201,2680,>90%,Tier 1,ISA On in Total Store
16,180,2681,< 80%,Tier 3,Total Store ISA Pause
16,181,2682,>90%,Tier 1,ISA On in Total Store
16,154,2683,< 80%,Tier 3,Total Store ISA Pause
20,216,2684,"> 80%, < 90%",Tier 2,GM Pause
72,534,2685,"> 80%, < 90%",Tier 2,GM Pause
72,534,2686,"> 80%, < 90%",Tier 2,GM Pause
2,35,2687,>90%,Tier 1,ISA On in Total Store
5,45,2688,>90%,Tier 1,ISA On in Total Store
61,512,2689,"> 80%, < 90%",Tier 2,GM Pause
12,137,2690,"> 80%, < 90%",Tier 2,GM Pause
25,243,2691,"> 80%, < 90%",Tier 2,GM Pause
19,206,2692,"> 80%, < 90%",Tier 2,GM Pause
19,205,2693,"> 80%, < 90%",Tier 2,GM Pause
40,340,2694,"> 80%, < 90%",Tier 2,GM Pause
9,89,2695,>90%,Tier 1,ISA On in Total Store
75,320,2696,"> 80%, < 90%",Tier 2,GM Pause
56,452,2697,>90%,Tier 1,ISA On in Total Store
59,554,2699,"> 80%, < 90%",Tier 2,GM Pause
19,203,2700,"> 80%, < 90%",Tier 2,GM Pause
40,333,2702,>90%,Tier 1,ISA On in Total Store
4,38,2703,< 80%,Tier 3,Total Store ISA Pause
26,298,2704,"> 80%, < 90%",Tier 2,GM Pause
75,314,2705,"> 80%, < 90%",Tier 2,GM Pause
13,125,2706,>90%,Tier 1,ISA On in Total Store
57,460,2708,>90%,Tier 1,ISA On in Total Store
60,469,2710,< 80%,Tier 3,Total Store ISA Pause
60,469,2711,"> 80%, < 90%",Tier 2,GM Pause
4,37,2712,"> 80%, < 90%",Tier 2,GM Pause
14,3,2713,>90%,Tier 1,ISA On in Total Store
52,426,2714,"> 80%, < 90%",Tier 2,GM Pause
13,143,2715,>90%,Tier 1,ISA On in Total Store
52,415,2716,>90%,Tier 1,ISA On in Total Store
13,141,2717,>90%,Tier 1,ISA On in Total Store
6,64,2718,< 80%,Tier 3,Total Store ISA Pause
17,163,2719,"> 80%, < 90%",Tier 2,GM Pause
29,811,2721,< 80%,Tier 3,Total Store ISA Pause
60,469,2722,"> 80%, < 90%",Tier 2,GM Pause
14,2,2723,"> 80%, < 90%",Tier 2,GM Pause
6,63,2724,>90%,Tier 1,ISA On in Total Store
21,217,2725,"> 80%, < 90%",Tier 2,GM Pause
21,219,2726,>90%,Tier 1,ISA On in Total Store
9,110,2727,>90%,Tier 1,ISA On in Total Store
25,275,2728,"> 80%, < 90%",Tier 2,GM Pause
54,378,2729,"> 80%, < 90%",Tier 2,GM Pause
26,301,2730,"> 80%, < 90%",Tier 2,GM Pause
59,554,2731,>90%,Tier 1,ISA On in Total Store
2,22,2732,"> 80%, < 90%",Tier 2,GM Pause
3,32,2733,"> 80%, < 90%",Tier 2,GM Pause
44,353,2734,>90%,Tier 1,ISA On in Total Store
56,454,2735,>90%,Tier 1,ISA On in Total Store
14,14,2739,"> 80%, < 90%",Tier 2,GM Pause
9,112,2740,>90%,Tier 1,ISA On in Total Store
72,534,2741,>90%,Tier 1,ISA On in Total Store
72,534,2742,"> 80%, < 90%",Tier 2,GM Pause
72,492,2743,< 80%,Tier 3,Total Store ISA Pause
72,537,2744,"> 80%, < 90%",Tier 2,GM Pause
72,537,2745,"> 80%, < 90%",Tier 2,GM Pause
16,161,2747,"> 80%, < 90%",Tier 2,GM Pause
14,1,2748,>90%,Tier 1,ISA On in Total Store
4,124,2749,>90%,Tier 1,ISA On in Total Store
47,380,2751,"> 80%, < 90%",Tier 2,GM Pause
47,585,2752,< 80%,Tier 3,Total Store ISA Pause
2,18,2753,"> 80%, < 90%",Tier 2,GM Pause
3,30,2754,>90%,Tier 1,ISA On in Total Store
13,140,2755,"> 80%, < 90%",Tier 2,GM Pause
75,280,2756,>90%,Tier 1,ISA On in Total Store
12,151,2757,"> 80%, < 90%",Tier 2,GM Pause
16,181,2758,>90%,Tier 1,ISA On in Total Store
14,14,2760,>90%,Tier 1,ISA On in Total Store
20,311,2761,"> 80%, < 90%",Tier 2,GM Pause
75,312,2762,>90%,Tier 1,ISA On in Total Store
6,569,2763,"> 80%, < 90%",Tier 2,GM Pause
52,414,2764,"> 80%, < 90%",Tier 2,GM Pause
6,569,2765,< 80%,Tier 3,Total Store ISA Pause
46,370,2766,"> 80%, < 90%",Tier 2,GM Pause
46,372,2767,"> 80%, < 90%",Tier 2,GM Pause
46,372,2768,"> 80%, < 90%",Tier 2,GM Pause
6,87,2769,>90%,Tier 1,ISA On in Total Store
21,246,2771,"> 80%, < 90%",Tier 2,GM Pause
26,300,2772,>90%,Tier 1,ISA On in Total Store
72,546,2773,"> 80%, < 90%",Tier 2,GM Pause
21,217,2774,>90%,Tier 1,ISA On in Total Store
46,368,2777,"> 80%, < 90%",Tier 2,GM Pause
46,373,2778,"> 80%, < 90%",Tier 2,GM Pause
56,399,2780,"> 80%, < 90%",Tier 2,GM Pause
56,399,2781,"> 80%, < 90%",Tier 2,GM Pause
56,400,2782,"> 80%, < 90%",Tier 2,GM Pause
41,260,2783,>90%,Tier 1,ISA On in Total Store
47,407,2784,>90%,Tier 1,ISA On in Total Store
17,192,2785,>90%,Tier 1,ISA On in Total Store
25,482,2786,>90%,Tier 1,ISA On in Total Store
25,249,2787,"> 80%, < 90%",Tier 2,GM Pause
25,482,2788,"> 80%, < 90%",Tier 2,GM Pause
9,108,2789,>90%,Tier 1,ISA On in Total Store
75,280,2790,"> 80%, < 90%",Tier 2,GM Pause
75,285,2791,"> 80%, < 90%",Tier 2,GM Pause
20,316,2792,>90%,Tier 1,ISA On in Total Store
26,308,2793,>90%,Tier 1,ISA On in Total Store
46,405,2794,"> 80%, < 90%",Tier 2,GM Pause
75,287,2795,"> 80%, < 90%",Tier 2,GM Pause
9,111,2796,>90%,Tier 1,ISA On in Total Store
16,154,2797,"> 80%, < 90%",Tier 2,GM Pause
75,508,2799,>90%,Tier 1,ISA On in Total Store
72,546,2801,"> 80%, < 90%",Tier 2,GM Pause
44,352,2803,"> 80%, < 90%",Tier 2,GM Pause
44,352,2804,>90%,Tier 1,ISA On in Total Store
75,314,2805,>90%,Tier 1,ISA On in Total Store
4,42,2806,>90%,Tier 1,ISA On in Total Store
75,315,2807,"> 80%, < 90%",Tier 2,GM Pause
75,290,2808,"> 80%, < 90%",Tier 2,GM Pause
75,320,2809,"> 80%, < 90%",Tier 2,GM Pause
20,316,2810,< 80%,Tier 3,Total Store ISA Pause
2,21,2811,"> 80%, < 90%",Tier 2,GM Pause
53,425,2812,"> 80%, < 90%",Tier 2,GM Pause
53,440,2813,"> 80%, < 90%",Tier 2,GM Pause
9,110,2814,"> 80%, < 90%",Tier 2,GM Pause
25,268,2815,"> 80%, < 90%",Tier 2,GM Pause
25,267,2816,>90%,Tier 1,ISA On in Total Store
19,238,2817,>90%,Tier 1,ISA On in Total Store
19,238,2818,"> 80%, < 90%",Tier 2,GM Pause
21,248,2819,"> 80%, < 90%",Tier 2,GM Pause
52,421,2820,>90%,Tier 1,ISA On in Total Store
75,290,2821,"> 80%, < 90%",Tier 2,GM Pause
13,131,2822,"> 80%, < 90%",Tier 2,GM Pause
20,216,2823,"> 80%, < 90%",Tier 2,GM Pause
61,515,2826,>90%,Tier 1,ISA On in Total Store
52,418,2827,"> 80%, < 90%",Tier 2,GM Pause
53,435,2828,>90%,Tier 1,ISA On in Total Store
22,166,2830,"> 80%, < 90%",Tier 2,GM Pause
56,400,2831,"> 80%, < 90%",Tier 2,GM Pause
4,29,2832,"> 80%, < 90%",Tier 2,GM Pause
75,320,2833,"> 80%, < 90%",Tier 2,GM Pause
5,50,2834,>90%,Tier 1,ISA On in Total Store
64,528,2835,"> 80%, < 90%",Tier 2,GM Pause
26,299,2836,< 80%,Tier 3,Total Store ISA Pause
57,396,2838,>90%,Tier 1,ISA On in Total Store
72,538,2839,"> 80%, < 90%",Tier 2,GM Pause
72,546,2840,"> 80%, < 90%",Tier 2,GM Pause
22,558,2841,"> 80%, < 90%",Tier 2,GM Pause
57,461,2842,>90%,Tier 1,ISA On in Total Store
9,89,2843,>90%,Tier 1,ISA On in Total Store
17,188,2844,"> 80%, < 90%",Tier 2,GM Pause
26,296,2845,"> 80%, < 90%",Tier 2,GM Pause
12,144,2846,>90%,Tier 1,ISA On in Total Store
47,433,2847,"> 80%, < 90%",Tier 2,GM Pause
20,316,2849,"> 80%, < 90%",Tier 2,GM Pause
75,293,2850,"> 80%, < 90%",Tier 2,GM Pause
20,216,2852,>90%,Tier 1,ISA On in Total Store
75,508,2853,"> 80%, < 90%",Tier 2,GM Pause
17,162,2854,"> 80%, < 90%",Tier 2,GM Pause
40,362,2855,"> 80%, < 90%",Tier 2,GM Pause
40,361,2856,>90%,Tier 1,ISA On in Total Store
40,360,2857,>90%,Tier 1,ISA On in Total Store
72,546,2858,"> 80%, < 90%",Tier 2,GM Pause
4,29,2860,>90%,Tier 1,ISA On in Total Store
56,399,2861,"> 80%, < 90%",Tier 2,GM Pause
56,399,2862,< 80%,Tier 3,Total Store ISA Pause
6,506,2864,"> 80%, < 90%",Tier 2,GM Pause
60,474,2865,>90%,Tier 1,ISA On in Total Store
19,203,2866,>90%,Tier 1,ISA On in Total Store
19,203,2867,"> 80%, < 90%",Tier 2,GM Pause
19,203,2869,< 80%,Tier 3,Total Store ISA Pause
59,496,2870,"> 80%, < 90%",Tier 2,GM Pause
22,558,2871,"> 80%, < 90%",Tier 2,GM Pause
19,197,2872,"> 80%, < 90%",Tier 2,GM Pause
19,206,2873,>90%,Tier 1,ISA On in Total Store
17,189,2874,"> 80%, < 90%",Tier 2,GM Pause
64,533,2875,< 80%,Tier 3,Total Store ISA Pause
64,533,2876,>90%,Tier 1,ISA On in Total Store
64,533,2877,< 80%,Tier 3,Total Store ISA Pause
64,533,2878,"> 80%, < 90%",Tier 2,GM Pause
64,507,2880,"> 80%, < 90%",Tier 2,GM Pause
9,90,2881,< 80%,Tier 3,Total Store ISA Pause
52,422,2882,"> 80%, < 90%",Tier 2,GM Pause
5,56,2883,"> 80%, < 90%",Tier 2,GM Pause
57,394,2884,"> 80%, < 90%",Tier 2,GM Pause
16,161,2885,>90%,Tier 1,ISA On in Total Store
57,484,2886,>90%,Tier 1,ISA On in Total Store
59,496,2887,"> 80%, < 90%",Tier 2,GM Pause
22,233,2888,>90%,Tier 1,ISA On in Total Store
52,415,2889,>90%,Tier 1,ISA On in Total Store
3,32,2890,>90%,Tier 1,ISA On in Total Store
46,73,2891,>90%,Tier 1,ISA On in Total Store
47,376,2892,"> 80%, < 90%",Tier 2,GM Pause
44,410,2893,< 80%,Tier 3,Total Store ISA Pause
75,280,2894,< 80%,Tier 3,Total Store ISA Pause
17,173,2897,< 80%,Tier 3,Total Store ISA Pause
17,163,2899,"> 80%, < 90%",Tier 2,GM Pause
17,163,2900,"> 80%, < 90%",Tier 2,GM Pause
16,154,2901,"> 80%, < 90%",Tier 2,GM Pause
16,159,2902,>90%,Tier 1,ISA On in Total Store
16,157,2903,"> 80%, < 90%",Tier 2,GM Pause
16,159,2904,"> 80%, < 90%",Tier 2,GM Pause
17,164,2905,"> 80%, < 90%",Tier 2,GM Pause
72,103,2907,>90%,Tier 1,ISA On in Total Store
26,309,2908,"> 80%, < 90%",Tier 2,GM Pause
17,228,2909,"> 80%, < 90%",Tier 2,GM Pause
20,208,2910,"> 80%, < 90%",Tier 2,GM Pause
17,191,2911,>90%,Tier 1,ISA On in Total Store
19,197,2912,"> 80%, < 90%",Tier 2,GM Pause
13,129,2913,>90%,Tier 1,ISA On in Total Store
20,215,2914,"> 80%, < 90%",Tier 2,GM Pause
17,171,2915,"> 80%, < 90%",Tier 2,GM Pause
17,172,2916,>90%,Tier 1,ISA On in Total Store
5,51,2918,< 80%,Tier 3,Total Store ISA Pause
64,542,2919,>90%,Tier 1,ISA On in Total Store
3,101,2920,>90%,Tier 1,ISA On in Total Store
54,401,2921,< 80%,Tier 3,Total Store ISA Pause
46,366,2922,"> 80%, < 90%",Tier 2,GM Pause
54,382,2923,"> 80%, < 90%",Tier 2,GM Pause
46,384,2924,>90%,Tier 1,ISA On in Total Store
56,453,2925,"> 80%, < 90%",Tier 2,GM Pause
5,56,2926,>90%,Tier 1,ISA On in Total Store
60,476,2927,>90%,Tier 1,ISA On in Total Store
4,36,2928,"> 80%, < 90%",Tier 2,GM Pause
26,310,2929,>90%,Tier 1,ISA On in Total Store
72,103,2930,>90%,Tier 1,ISA On in Total Store
75,285,2931,>90%,Tier 1,ISA On in Total Store
2,122,2932,>90%,Tier 1,ISA On in Total Store
20,317,2933,"> 80%, < 90%",Tier 2,GM Pause
25,273,2934,>90%,Tier 1,ISA On in Total Store
52,413,2935,"> 80%, < 90%",Tier 2,GM Pause
53,442,2936,>90%,Tier 1,ISA On in Total Store
52,419,2937,"> 80%, < 90%",Tier 2,GM Pause
13,132,2938,>90%,Tier 1,ISA On in Total Store
64,542,2940,"> 80%, < 90%",Tier 2,GM Pause
2,24,2941,"> 80%, < 90%",Tier 2,GM Pause
72,549,2944,>90%,Tier 1,ISA On in Total Store
22,233,2945,< 80%,Tier 3,Total Store ISA Pause
9,109,2946,"> 80%, < 90%",Tier 2,GM Pause
60,476,2947,"> 80%, < 90%",Tier 2,GM Pause
57,484,2948,>90%,Tier 1,ISA On in Total Store
57,448,2950,>90%,Tier 1,ISA On in Total Store
57,448,2951,>90%,Tier 1,ISA On in Total Store
57,460,2952,"> 80%, < 90%",Tier 2,GM Pause
16,160,2953,"> 80%, < 90%",Tier 2,GM Pause
17,173,2954,>90%,Tier 1,ISA On in Total Store
40,362,2955,"> 80%, < 90%",Tier 2,GM Pause
25,262,2956,>90%,Tier 1,ISA On in Total Store
52,412,2957,< 80%,Tier 3,Total Store ISA Pause
53,439,2958,>90%,Tier 1,ISA On in Total Store
19,206,2959,>90%,Tier 1,ISA On in Total Store
9,108,2962,< 80%,Tier 3,Total Store ISA Pause
9,108,2963,>90%,Tier 1,ISA On in Total Store
16,156,2964,"> 80%, < 90%",Tier 2,GM Pause
17,163,2965,"> 80%, < 90%",Tier 2,GM Pause
20,215,2966,"> 80%, < 90%",Tier 2,GM Pause
21,225,2967,"> 80%, < 90%",Tier 2,GM Pause
25,243,2968,>90%,Tier 1,ISA On in Total Store
5,51,2973,"> 80%, < 90%",Tier 2,GM Pause
64,561,2974,>90%,Tier 1,ISA On in Total Store
64,561,2975,>90%,Tier 1,ISA On in Total Store
64,561,2976,>90%,Tier 1,ISA On in Total Store
64,58,2977,"> 80%, < 90%",Tier 2,GM Pause
5,44,2978,>90%,Tier 1,ISA On in Total Store
64,58,2979,"> 80%, < 90%",Tier 2,GM Pause
5,479,2980,>90%,Tier 1,ISA On in Total Store
64,58,2981,"> 80%, < 90%",Tier 2,GM Pause
64,533,2984,>90%,Tier 1,ISA On in Total Store
57,449,2985,"> 80%, < 90%",Tier 2,GM Pause
53,439,2986,"> 80%, < 90%",Tier 2,GM Pause
9,109,2987,>90%,Tier 1,ISA On in Total Store
2,120,2988,>90%,Tier 1,ISA On in Total Store
56,511,2989,"> 80%, < 90%",Tier 2,GM Pause
54,430,2990,>90%,Tier 1,ISA On in Total Store
5,82,2991,>90%,Tier 1,ISA On in Total Store
17,190,2992,>90%,Tier 1,ISA On in Total Store
6,62,2993,"> 80%, < 90%",Tier 2,GM Pause
40,360,2994,>90%,Tier 1,ISA On in Total Store
64,504,2995,"> 80%, < 90%",Tier 2,GM Pause
5,53,2996,"> 80%, < 90%",Tier 2,GM Pause
61,515,2998,"> 80%, < 90%",Tier 2,GM Pause
25,268,3004,"> 80%, < 90%",Tier 2,GM Pause
2,23,3008,>90%,Tier 1,ISA On in Total Store
72,488,3011,< 80%,Tier 3,Total Store ISA Pause
72,548,3013,"> 80%, < 90%",Tier 2,GM Pause
5,49,3014,>90%,Tier 1,ISA On in Total Store
64,561,3015,"> 80%, < 90%",Tier 2,GM Pause
12,151,3017,"> 80%, < 90%",Tier 2,GM Pause
47,389,3018,"> 80%, < 90%",Tier 2,GM Pause
61,490,3019,>90%,Tier 1,ISA On in Total Store
61,512,3022,"> 80%, < 90%",Tier 2,GM Pause
61,512,3023,>90%,Tier 1,ISA On in Total Store
61,515,3026,>90%,Tier 1,ISA On in Total Store
75,283,3035,>90%,Tier 1,ISA On in Total Store
64,543,3042,"> 80%, < 90%",Tier 2,GM Pause
64,58,3043,>90%,Tier 1,ISA On in Total Store
5,50,3044,>90%,Tier 1,ISA On in Total Store
61,512,3046,"> 80%, < 90%",Tier 2,GM Pause
61,512,3047,"> 80%, < 90%",Tier 2,GM Pause
61,9,3049,< 80%,Tier 3,Total Store ISA Pause
61,550,3050,"> 80%, < 90%",Tier 2,GM Pause
60,471,3053,"> 80%, < 90%",Tier 2,GM Pause
44,345,3055,"> 80%, < 90%",Tier 2,GM Pause
6,506,3056,"> 80%, < 90%",Tier 2,GM Pause
6,506,3057,< 80%,Tier 3,Total Store ISA Pause
6,86,3058,>90%,Tier 1,ISA On in Total Store
13,140,3059,"> 80%, < 90%",Tier 2,GM Pause
13,140,3060,>90%,Tier 1,ISA On in Total Store
40,340,3061,>90%,Tier 1,ISA On in Total Store
72,538,3062,< 80%,Tier 3,Total Store ISA Pause
72,102,3066,"> 80%, < 90%",Tier 2,GM Pause
2,20,3067,"> 80%, < 90%",Tier 2,GM Pause
59,554,3069,"> 80%, < 90%",Tier 2,GM Pause
59,554,3070,< 80%,Tier 3,Total Store ISA Pause
59,554,3071,< 80%,Tier 3,Total Store ISA Pause
59,554,3072,"> 80%, < 90%",Tier 2,GM Pause
59,554,3074,"> 80%, < 90%",Tier 2,GM Pause
14,15,3075,>90%,Tier 1,ISA On in Total Store
75,292,3077,"> 80%, < 90%",Tier 2,GM Pause
17,175,3078,"> 80%, < 90%",Tier 2,GM Pause
56,454,3081,>90%,Tier 1,ISA On in Total Store
61,490,3082,"> 80%, < 90%",Tier 2,GM Pause
61,490,3083,"> 80%, < 90%",Tier 2,GM Pause
61,551,3084,"> 80%, < 90%",Tier 2,GM Pause
57,446,3087,"> 80%, < 90%",Tier 2,GM Pause
52,424,3088,"> 80%, < 90%",Tier 2,GM Pause
61,552,3090,"> 80%, < 90%",Tier 2,GM Pause
56,399,3093,"> 80%, < 90%",Tier 2,GM Pause
61,557,3094,"> 80%, < 90%",Tier 2,GM Pause
61,550,3098,"> 80%, < 90%",Tier 2,GM Pause
61,551,3099,"> 80%, < 90%",Tier 2,GM Pause
61,551,3101,"> 80%, < 90%",Tier 2,GM Pause
52,424,3102,"> 80%, < 90%",Tier 2,GM Pause
44,409,3103,>90%,Tier 1,ISA On in Total Store
72,488,3104,>90%,Tier 1,ISA On in Total Store
6,86,3106,>90%,Tier 1,ISA On in Total Store
6,506,3107,>90%,Tier 1,ISA On in Total Store
59,495,3110,>90%,Tier 1,ISA On in Total Store
72,538,3111,"> 80%, < 90%",Tier 2,GM Pause
6,77,3112,"> 80%, < 90%",Tier 2,GM Pause
16,157,3114,>90%,Tier 1,ISA On in Total Store
2,20,3118,< 80%,Tier 3,Total Store ISA Pause
14,15,3119,"> 80%, < 90%",Tier 2,GM Pause
61,512,3123,"> 80%, < 90%",Tier 2,GM Pause
61,490,3126,"> 80%, < 90%",Tier 2,GM Pause
61,490,3127,"> 80%, < 90%",Tier 2,GM Pause
61,490,3128,"> 80%, < 90%",Tier 2,GM Pause
61,515,3131,>90%,Tier 1,ISA On in Total Store
61,515,3132,"> 80%, < 90%",Tier 2,GM Pause
61,515,3133,>90%,Tier 1,ISA On in Total Store
64,58,3135,>90%,Tier 1,ISA On in Total Store
46,505,3136,"> 80%, < 90%",Tier 2,GM Pause
