Store Number,Tracking Number,Ship date ,Delivered date,Scheduled delivery date ,Service type 
2069,391049245244,N/A,N/A,N/A,FedEx Ground
725,391049245391,N/A,N/A,N/A,FedEx Ground
556,391049245450,N/A,N/A,N/A,FedEx Ground
4224,391049245472,N/A,N/A,N/A,FedEx Ground
3947,391049245509,N/A,N/A,N/A,FedEx Ground
1841,391049245873,N/A,N/A,N/A,FedEx Ground
1831,391049246240,N/A,N/A,N/A,FedEx Ground
4237,391049246332,N/A,N/A,N/A,FedEx Ground
5814,391049246343,N/A,N/A,N/A,FedEx Ground
2334,391049246376,N/A,N/A,N/A,FedEx Ground
1362,391049246869,N/A,N/A,N/A,FedEx Ground
3188,391049247144,N/A,N/A,N/A,FedEx Ground
4501,391049247339,N/A,N/A,N/A,FedEx Ground
1511,391049247692,N/A,N/A,N/A,FedEx Ground
1651,391049247800,N/A,N/A,N/A,FedEx Ground
2612,391049249743,N/A,N/A,N/A,FedEx Ground
2112,391049252132,N/A,N/A,N/A,FedEx Ground
2821,391049252588,N/A,N/A,N/A,FedEx Ground
2402,391049252740,N/A,N/A,N/A,FedEx Ground
3053,391049253850,N/A,N/A,N/A,FedEx Ground
2791,391049257123,N/A,N/A,N/A,FedEx Ground
2446,391049257498,N/A,N/A,N/A,FedEx Ground
2496,391049257991,N/A,N/A,N/A,FedEx Ground
5070,391049265430,N/A,N/A,N/A,FedEx Ground
2740,391049266161,N/A,N/A,N/A,FedEx Ground
727,391049266301,N/A,N/A,N/A,FedEx Ground
3219,391049266850,N/A,N/A,N/A,FedEx Ground
787,391049267558,N/A,N/A,N/A,FedEx Ground
1760,391049268186,N/A,N/A,N/A,FedEx Ground
1181,391049269322,N/A,N/A,N/A,FedEx Ground
3741,391049270050,N/A,N/A,N/A,FedEx Ground
2145,391049270337,N/A,N/A,N/A,FedEx Ground
5301,391049270598,N/A,N/A,N/A,FedEx Ground
2782,391049271149,N/A,N/A,N/A,FedEx Ground
1442,391049271377,N/A,N/A,N/A,FedEx Ground
5054,391049272189,N/A,N/A,N/A,FedEx Ground
2749,391049272318,N/A,N/A,N/A,FedEx Ground
2000,391049272535,N/A,N/A,N/A,FedEx Ground
5186,391049272855,N/A,N/A,N/A,FedEx Ground
3220,391049272888,N/A,N/A,N/A,FedEx Ground
2564,391049273163,N/A,N/A,N/A,FedEx Ground
4664,391049273244,N/A,N/A,N/A,FedEx Ground
1122,391049273943,N/A,N/A,N/A,FedEx Ground
878,391049274056,N/A,N/A,N/A,FedEx Ground
3253,391049274148,N/A,N/A,N/A,FedEx Ground
1600,391049274402,N/A,N/A,N/A,FedEx Ground
5023,391049274446,N/A,N/A,N/A,FedEx Ground
5872,391049275431,N/A,N/A,N/A,FedEx Ground
2218,391049275832,N/A,N/A,N/A,FedEx Ground
2195,391049277066,N/A,N/A,N/A,FedEx Ground
1035,391049277342,N/A,N/A,N/A,FedEx Ground
800,391049278154,N/A,N/A,N/A,FedEx Ground
2796,391049278989,N/A,N/A,N/A,FedEx Ground
1207,391049279356,N/A,N/A,N/A,FedEx Ground
7238,391049279698,N/A,N/A,N/A,FedEx Ground
3712,391049280511,N/A,N/A,N/A,FedEx Ground
2370,391049280647,N/A,N/A,N/A,FedEx Ground
1940,391049280691,N/A,N/A,N/A,FedEx Ground
1901,391049280728,N/A,N/A,N/A,FedEx Ground
3843,391049280772,N/A,N/A,N/A,FedEx Ground
5839,391049281117,N/A,N/A,N/A,FedEx Ground
4274,391049281220,N/A,N/A,N/A,FedEx Ground
3644,391049281437,N/A,N/A,N/A,FedEx Ground
2520,391049281643,N/A,N/A,N/A,FedEx Ground
2754,391049281779,N/A,N/A,N/A,FedEx Ground
1882,391049281952,N/A,N/A,N/A,FedEx Ground
5489,391049282250,N/A,N/A,N/A,FedEx Ground
3763,391049282433,N/A,N/A,N/A,FedEx Ground
2242,391049282488,N/A,N/A,N/A,FedEx Ground
1996,391049282948,N/A,N/A,N/A,FedEx Ground
621,391049282960,N/A,N/A,N/A,FedEx Ground
5350,391049282970,N/A,N/A,N/A,FedEx Ground
3075,391049282992,N/A,N/A,N/A,FedEx Ground
2107,391049283142,N/A,N/A,N/A,FedEx Ground
2068,391049283565,N/A,N/A,N/A,FedEx Ground
1885,391049283680,N/A,N/A,N/A,FedEx Ground
3462,391049283705,N/A,N/A,N/A,FedEx Ground
1874,391049284171,N/A,N/A,N/A,FedEx Ground
5786,391049284300,N/A,N/A,N/A,FedEx Ground
705,391049284561,N/A,N/A,N/A,FedEx Ground
3794,391049286050,N/A,N/A,N/A,FedEx Ground
2453,391049289026,N/A,N/A,N/A,FedEx Ground
3869,391049291747,N/A,N/A,N/A,FedEx Ground
2535,391049293235,N/A,N/A,N/A,FedEx Ground
1230,391049294047,N/A,N/A,N/A,FedEx Ground
3802,391049294264,N/A,N/A,N/A,FedEx Ground
7243,391049295731,N/A,N/A,N/A,FedEx Ground
3847,391049300458,N/A,N/A,N/A,FedEx Ground
3197,391049302829,N/A,N/A,N/A,FedEx Ground
4409,391049303181,N/A,N/A,N/A,FedEx Ground
3621,391049303262,N/A,N/A,N/A,FedEx Ground
1406,391049303300,N/A,N/A,N/A,FedEx Ground
1815,391049304626,N/A,N/A,N/A,FedEx Ground
1766,391049304980,N/A,N/A,N/A,FedEx Ground
1623,391049305644,N/A,N/A,N/A,FedEx Ground
1203,391049305677,N/A,N/A,N/A,FedEx Ground
1532,391049305780,N/A,N/A,N/A,FedEx Ground
1533,391049306228,N/A,N/A,N/A,FedEx Ground
6978,391049306467,N/A,N/A,N/A,FedEx Ground
1350,391049306754,N/A,N/A,N/A,FedEx Ground
1227,391049306960,N/A,N/A,N/A,FedEx Ground
2781,391049307029,N/A,N/A,N/A,FedEx Ground
1816,391049307290,N/A,N/A,N/A,FedEx Ground
1662,391049307669,N/A,N/A,N/A,FedEx Ground
3848,391049309102,N/A,N/A,N/A,FedEx Ground
3587,391049309282,N/A,N/A,N/A,FedEx Ground
1171,391049309580,N/A,N/A,N/A,FedEx Ground
631,391049310036,N/A,N/A,N/A,FedEx Ground
3796,391049310220,N/A,N/A,N/A,FedEx Ground
2609,391049310312,N/A,N/A,N/A,FedEx Ground
5482,391049310849,N/A,N/A,N/A,FedEx Ground
4185,391049311856,N/A,N/A,N/A,FedEx Ground
3412,391049312110,N/A,N/A,N/A,FedEx Ground
819,391049312359,N/A,N/A,N/A,FedEx Ground
2237,391049312370,N/A,N/A,N/A,FedEx Ground
5447,391049313046,N/A,N/A,N/A,FedEx Ground
628,391049313057,N/A,N/A,N/A,FedEx Ground
7199,391049315222,N/A,N/A,N/A,FedEx Ground
1225,391049315303,N/A,N/A,N/A,FedEx Ground
2435,391049317100,N/A,N/A,N/A,FedEx Ground
2166,391049317730,N/A,N/A,N/A,FedEx Ground
3658,391049317800,N/A,N/A,N/A,FedEx Ground
5293,391049317876,N/A,N/A,N/A,FedEx Ground
5343,391049317968,N/A,N/A,N/A,FedEx Ground
5888,391049318162,N/A,N/A,N/A,FedEx Ground
2251,391049318493,N/A,N/A,N/A,FedEx Ground
520,391049318780,N/A,N/A,N/A,FedEx Ground
1607,391049319066,N/A,N/A,N/A,FedEx Ground
2030,391049319217,N/A,N/A,N/A,FedEx Ground
2814,391049319515,N/A,N/A,N/A,FedEx Ground
5498,391049319629,N/A,N/A,N/A,FedEx Ground
5745,391049319651,N/A,N/A,N/A,FedEx Ground
1614,391049319673,N/A,N/A,N/A,FedEx Ground
1524,391049319695,N/A,N/A,N/A,FedEx Ground
1372,391049319732,N/A,N/A,N/A,FedEx Ground
1925,391049319754,N/A,N/A,N/A,FedEx Ground
1888,391049319798,N/A,N/A,N/A,FedEx Ground
818,391049320405,N/A,N/A,N/A,FedEx Ground
5930,391049320828,N/A,N/A,N/A,FedEx Ground
7245,391049321033,N/A,N/A,N/A,FedEx Ground
5035,391049321044,N/A,N/A,N/A,FedEx Ground
977,391049321375,N/A,N/A,N/A,FedEx Ground
3471,391049321412,N/A,N/A,N/A,FedEx Ground
5717,391049322588,N/A,N/A,N/A,FedEx Ground
5864,391049326296,N/A,N/A,N/A,FedEx Ground
2101,391049326366,N/A,N/A,N/A,FedEx Ground
7032,391049331365,N/A,N/A,N/A,FedEx Ground
2777,391049331619,N/A,N/A,N/A,FedEx Ground
2208,391049332177,N/A,N/A,N/A,FedEx Ground
1287,391049333200,N/A,N/A,N/A,FedEx Ground
2460,391049334103,N/A,N/A,N/A,FedEx Ground
4681,391049338830,N/A,N/A,N/A,FedEx Ground
658,391049339366,N/A,N/A,N/A,FedEx Ground
3611,391049339984,N/A,N/A,N/A,FedEx Ground
2592,391049340028,N/A,N/A,N/A,FedEx Ground
2753,391049340142,N/A,N/A,N/A,FedEx Ground
3344,391049340955,N/A,N/A,N/A,FedEx Ground
110,391049342167,N/A,N/A,N/A,FedEx Ground
2001,391049342395,N/A,N/A,N/A,FedEx Ground
3564,391049342524,N/A,N/A,N/A,FedEx Ground
666,391049342752,N/A,N/A,N/A,FedEx Ground
3739,391049344023,N/A,N/A,N/A,FedEx Ground
4697,391049344034,N/A,N/A,N/A,FedEx Ground
3896,391049344674,N/A,N/A,N/A,FedEx Ground
1586,391049345096,N/A,N/A,N/A,FedEx Ground
630,391049345431,N/A,N/A,N/A,FedEx Ground
1440,391049345486,N/A,N/A,N/A,FedEx Ground
3241,391049346195,N/A,N/A,N/A,FedEx Ground
1563,391049346221,N/A,N/A,N/A,FedEx Ground
2176,391049346265,N/A,N/A,N/A,FedEx Ground
2730,391049346368,N/A,N/A,N/A,FedEx Ground
4273,391049346910,N/A,N/A,N/A,FedEx Ground
1701,391049346920,N/A,N/A,N/A,FedEx Ground
5154,391049347099,N/A,N/A,N/A,FedEx Ground
2032,391049347191,N/A,N/A,N/A,FedEx Ground
7185,391049347240,N/A,N/A,N/A,FedEx Ground
3912,391049347916,N/A,N/A,N/A,FedEx Ground
3501,391049348030,N/A,N/A,N/A,FedEx Ground
1037,391049350305,N/A,N/A,N/A,FedEx Ground
2626,391049352606,N/A,N/A,N/A,FedEx Ground
943,391049352742,N/A,N/A,N/A,FedEx Ground
2920,391049352970,N/A,N/A,N/A,FedEx Ground
3842,391049353521,N/A,N/A,N/A,FedEx Ground
1705,391049354848,N/A,N/A,N/A,FedEx Ground
5320,391049354951,N/A,N/A,N/A,FedEx Ground
4247,391049354984,N/A,N/A,N/A,FedEx Ground
5497,391049355936,N/A,N/A,N/A,FedEx Ground
2137,391049356050,N/A,N/A,N/A,FedEx Ground
5345,391049356141,N/A,N/A,N/A,FedEx Ground
2277,391049356542,N/A,N/A,N/A,FedEx Ground
881,391049356900,N/A,N/A,N/A,FedEx Ground
5275,391049356932,N/A,N/A,N/A,FedEx Ground
2058,391049356965,N/A,N/A,N/A,FedEx Ground
889,391049357078,N/A,N/A,N/A,FedEx Ground
5105,391049357240,N/A,N/A,N/A,FedEx Ground
1029,391049357468,N/A,N/A,N/A,FedEx Ground
4476,391049357490,N/A,N/A,N/A,FedEx Ground
1850,391049357799,N/A,N/A,N/A,FedEx Ground
3119,391049358270,N/A,N/A,N/A,FedEx Ground
3789,391049358306,N/A,N/A,N/A,FedEx Ground
3180,391049358350,N/A,N/A,N/A,FedEx Ground
1656,391049358486,N/A,N/A,N/A,FedEx Ground
1951,391049358556,N/A,N/A,N/A,FedEx Ground
1957,391049359037,N/A,N/A,N/A,FedEx Ground
2727,391049359048,N/A,N/A,N/A,FedEx Ground
5133,391049359666,N/A,N/A,N/A,FedEx Ground
2988,391049360019,N/A,N/A,N/A,FedEx Ground
5947,391049361655,N/A,N/A,N/A,FedEx Ground
2050,391049363187,N/A,N/A,N/A,FedEx Ground
3531,391049365937,N/A,N/A,N/A,FedEx Ground
3243,391049367403,N/A,N/A,N/A,FedEx Ground
955,391049369358,N/A,N/A,N/A,FedEx Ground
5429,391049370145,N/A,N/A,N/A,FedEx Ground
2519,391049370903,N/A,N/A,N/A,FedEx Ground
5390,391049372799,N/A,N/A,N/A,FedEx Ground
5036,391049373968,N/A,N/A,N/A,FedEx Ground
3612,391049374298,N/A,N/A,N/A,FedEx Ground
2985,391049375103,N/A,N/A,N/A,FedEx Ground
2121,391049379017,N/A,N/A,N/A,FedEx Ground
1572,391049379716,N/A,N/A,N/A,FedEx Ground
1064,391049379727,N/A,N/A,N/A,FedEx Ground
2469,391049379852,N/A,N/A,N/A,FedEx Ground
2513,391049380043,N/A,N/A,N/A,FedEx Ground
5151,391049380330,N/A,N/A,N/A,FedEx Ground
5422,391049380904,N/A,N/A,N/A,FedEx Ground
3728,391049381359,N/A,N/A,N/A,FedEx Ground
968,391049381668,N/A,N/A,N/A,FedEx Ground
5096,391049382447,N/A,N/A,N/A,FedEx Ground
817,391049383009,N/A,N/A,N/A,FedEx Ground
2809,391049383020,N/A,N/A,N/A,FedEx Ground
3469,391049383888,N/A,N/A,N/A,FedEx Ground
1457,391049384038,N/A,N/A,N/A,FedEx Ground
5266,391049384119,N/A,N/A,N/A,FedEx Ground
3215,391049384244,N/A,N/A,N/A,FedEx Ground
2278,391049384255,N/A,N/A,N/A,FedEx Ground
4202,391049384440,N/A,N/A,N/A,FedEx Ground
1131,391049384509,N/A,N/A,N/A,FedEx Ground
2081,391049385115,N/A,N/A,N/A,FedEx Ground
3609,391049385435,N/A,N/A,N/A,FedEx Ground
1871,391049385608,N/A,N/A,N/A,FedEx Ground
1379,391049385696,N/A,N/A,N/A,FedEx Ground
3573,391049385847,N/A,N/A,N/A,FedEx Ground
4487,391049386442,N/A,N/A,N/A,FedEx Ground
988,391049386453,N/A,N/A,N/A,FedEx Ground
3465,391049386512,N/A,N/A,N/A,FedEx Ground
2703,391049386545,N/A,N/A,N/A,FedEx Ground
2946,391049387026,N/A,N/A,N/A,FedEx Ground
1017,391049387118,N/A,N/A,N/A,FedEx Ground
511,391049387129,N/A,N/A,N/A,FedEx Ground
3334,391049387541,N/A,N/A,N/A,FedEx Ground
1902,391049388077,N/A,N/A,N/A,FedEx Ground
1883,391049388169,N/A,N/A,N/A,FedEx Ground
1461,391049392378,N/A,N/A,N/A,FedEx Ground
2549,391049393010,N/A,N/A,N/A,FedEx Ground
2566,391049393271,N/A,N/A,N/A,FedEx Ground
5853,391049393422,N/A,N/A,N/A,FedEx Ground
2852,391049393742,N/A,N/A,N/A,FedEx Ground
1714,391049394999,N/A,N/A,N/A,FedEx Ground
4394,391049395907,N/A,N/A,N/A,FedEx Ground
2595,391049396009,N/A,N/A,N/A,FedEx Ground
2036,391049396259,N/A,N/A,N/A,FedEx Ground
2684,391049397770,N/A,N/A,N/A,FedEx Ground
3801,391049398023,N/A,N/A,N/A,FedEx Ground
5628,391049399328,N/A,N/A,N/A,FedEx Ground
2933,391049399410,N/A,N/A,N/A,FedEx Ground
2539,391049399887,N/A,N/A,N/A,FedEx Ground
1360,391049401711,N/A,N/A,N/A,FedEx Ground
5883,391049402155,N/A,N/A,N/A,FedEx Ground
1450,391049402214,N/A,N/A,N/A,FedEx Ground
2007,391049402946,N/A,N/A,N/A,FedEx Ground
2810,391049403942,N/A,N/A,N/A,FedEx Ground
2833,391049404478,N/A,N/A,N/A,FedEx Ground
2241,391049404526,N/A,N/A,N/A,FedEx Ground
2596,391049406220,N/A,N/A,N/A,FedEx Ground
4137,391049407098,N/A,N/A,N/A,FedEx Ground
4277,391049407433,N/A,N/A,N/A,FedEx Ground
2550,391049409080,N/A,N/A,N/A,FedEx Ground
3217,391049409572,N/A,N/A,N/A,FedEx Ground
6951,391049409701,N/A,N/A,N/A,FedEx Ground
4372,391049410407,N/A,N/A,N/A,FedEx Ground
5088,391049411506,N/A,N/A,N/A,FedEx Ground
5461,391049412281,N/A,N/A,N/A,FedEx Ground
1499,391049412307,N/A,N/A,N/A,FedEx Ground
3380,391049412877,N/A,N/A,N/A,FedEx Ground
5462,391049413152,N/A,N/A,N/A,FedEx Ground
2792,391049414001,N/A,N/A,N/A,FedEx Ground
2610,391049414034,N/A,N/A,N/A,FedEx Ground
2325,391049414115,N/A,N/A,N/A,FedEx Ground
1948,391049416151,N/A,N/A,N/A,FedEx Ground
3742,391049416254,N/A,N/A,N/A,FedEx Ground
2403,391049417239,N/A,N/A,N/A,FedEx Ground
1703,391049417434,N/A,N/A,N/A,FedEx Ground
4423,391049417559,N/A,N/A,N/A,FedEx Ground
1617,391049419297,N/A,N/A,N/A,FedEx Ground
2269,391049419404,N/A,N/A,N/A,FedEx Ground
3525,391049419507,N/A,N/A,N/A,FedEx Ground
4653,391049419573,N/A,N/A,N/A,FedEx Ground
2849,391049421518,N/A,N/A,N/A,FedEx Ground
5078,391049421687,N/A,N/A,N/A,FedEx Ground
2516,391049422205,N/A,N/A,N/A,FedEx Ground
2696,391049423153,N/A,N/A,N/A,FedEx Ground
3705,391049423337,N/A,N/A,N/A,FedEx Ground
3261,391049423543,N/A,N/A,N/A,FedEx Ground
1485,391049423922,N/A,N/A,N/A,FedEx Ground
5296,391049425546,N/A,N/A,N/A,FedEx Ground
2083,391049425936,N/A,N/A,N/A,FedEx Ground
5273,391049426049,N/A,N/A,N/A,FedEx Ground
1412,391049426082,N/A,N/A,N/A,FedEx Ground
4471,391049427620,N/A,N/A,N/A,FedEx Ground
297,391049467027,N/A,N/A,N/A,FedEx Ground
4483,391049467428,N/A,N/A,N/A,FedEx Ground
5150,391049467510,N/A,N/A,N/A,FedEx Ground
5025,391049467575,N/A,N/A,N/A,FedEx Ground
2491,391049468181,N/A,N/A,N/A,FedEx Ground
2938,391049468284,N/A,N/A,N/A,FedEx Ground
526,391049468505,N/A,N/A,N/A,FedEx Ground
996,391049468700,N/A,N/A,N/A,FedEx Ground
4187,391049468891,N/A,N/A,N/A,FedEx Ground
2692,391049469203,N/A,N/A,N/A,FedEx Ground
1735,391049469431,N/A,N/A,N/A,FedEx Ground
6930,391049469730,N/A,N/A,N/A,FedEx Ground
591,391049470012,N/A,N/A,N/A,FedEx Ground
1192,391049470056,N/A,N/A,N/A,FedEx Ground
1228,391049470332,N/A,N/A,N/A,FedEx Ground
5082,391049470550,N/A,N/A,N/A,FedEx Ground
3518,391049470777,N/A,N/A,N/A,FedEx Ground
1936,391049471155,N/A,N/A,N/A,FedEx Ground
5174,391049471590,N/A,N/A,N/A,FedEx Ground
450,391049471832,N/A,N/A,N/A,FedEx Ground
1418,391049471957,N/A,N/A,N/A,FedEx Ground
118,391049472130,N/A,N/A,N/A,FedEx Ground
1837,391049472298,N/A,N/A,N/A,FedEx Ground
1235,391049472622,N/A,N/A,N/A,FedEx Ground
211,391049472872,N/A,N/A,N/A,FedEx Ground
4226,391049472920,N/A,N/A,N/A,FedEx Ground
1896,391049473103,N/A,N/A,N/A,FedEx Ground
1567,391049473490,N/A,N/A,N/A,FedEx Ground
423,391049473537,N/A,N/A,N/A,FedEx Ground
1448,391049473607,N/A,N/A,N/A,FedEx Ground
1078,391049474257,N/A,N/A,N/A,FedEx Ground
4318,391049474430,N/A,N/A,N/A,FedEx Ground
2957,391049474441,N/A,N/A,N/A,FedEx Ground
663,391049474669,N/A,N/A,N/A,FedEx Ground
1618,391049474794,N/A,N/A,N/A,FedEx Ground
2125,391049475540,N/A,N/A,N/A,FedEx Ground
3288,391049475827,N/A,N/A,N/A,FedEx Ground
1407,391049475882,N/A,N/A,N/A,FedEx Ground
3404,391049475952,N/A,N/A,N/A,FedEx Ground
2688,391049475974,N/A,N/A,N/A,FedEx Ground
5809,391049476113,N/A,N/A,N/A,FedEx Ground
3169,391049476124,N/A,N/A,N/A,FedEx Ground
696,391049476250,N/A,N/A,N/A,FedEx Ground
3731,391049476411,N/A,N/A,N/A,FedEx Ground
6579,391049476710,N/A,N/A,N/A,FedEx Ground
596,391049476970,N/A,N/A,N/A,FedEx Ground
2426,391049477164,N/A,N/A,N/A,FedEx Ground
827,391049477576,N/A,N/A,N/A,FedEx Ground
2932,391049477793,N/A,N/A,N/A,FedEx Ground
2572,391049477841,N/A,N/A,N/A,FedEx Ground
5064,391049478296,N/A,N/A,N/A,FedEx Ground
1625,391049478539,N/A,N/A,N/A,FedEx Ground
4435,391049478550,N/A,N/A,N/A,FedEx Ground
1938,391049478712,N/A,N/A,N/A,FedEx Ground
171,391049478790,N/A,N/A,N/A,FedEx Ground
589,391049490481,N/A,N/A,N/A,FedEx Ground
677,391049491102,N/A,N/A,N/A,FedEx Ground
609,391049492430,N/A,N/A,N/A,FedEx Ground
995,391049493013,N/A,N/A,N/A,FedEx Ground
1204,391049493219,N/A,N/A,N/A,FedEx Ground
904,391049493572,N/A,N/A,N/A,FedEx Ground
254,391049493610,N/A,N/A,N/A,FedEx Ground
735,391049494123,N/A,N/A,N/A,FedEx Ground
58,391049495380,N/A,N/A,N/A,FedEx Ground
692,391049495910,N/A,N/A,N/A,FedEx Ground
1787,391049498872,N/A,N/A,N/A,FedEx Ground
617,391049499033,N/A,N/A,N/A,FedEx Ground
1165,391049499857,N/A,N/A,N/A,FedEx Ground
24,391049500041,N/A,N/A,N/A,FedEx Ground
1313,391049500660,N/A,N/A,N/A,FedEx Ground
1071,391049501460,N/A,N/A,N/A,FedEx Ground
1271,391049501552,N/A,N/A,N/A,FedEx Ground
1509,391049501861,N/A,N/A,N/A,FedEx Ground
1581,391049504220,N/A,N/A,N/A,FedEx Ground
2215,391049504551,N/A,N/A,N/A,FedEx Ground
3018,391049506484,N/A,N/A,N/A,FedEx Ground
1042,391049506624,N/A,N/A,N/A,FedEx Ground
853,391049506896,N/A,N/A,N/A,FedEx Ground
1161,391049507068,N/A,N/A,N/A,FedEx Ground
3487,391049507193,N/A,N/A,N/A,FedEx Ground
1468,391049512034,N/A,N/A,N/A,FedEx Ground
201,391049512940,N/A,N/A,N/A,FedEx Ground
3386,391049513339,N/A,N/A,N/A,FedEx Ground
3623,391049513604,N/A,N/A,N/A,FedEx Ground
1487,391049513659,N/A,N/A,N/A,FedEx Ground
4660,391049514210,N/A,N/A,N/A,FedEx Ground
5460,391049515125,N/A,N/A,N/A,FedEx Ground
3812,391049515191,N/A,N/A,N/A,FedEx Ground
726,391049515228,N/A,N/A,N/A,FedEx Ground
950,391049515456,N/A,N/A,N/A,FedEx Ground
1898,391049515592,N/A,N/A,N/A,FedEx Ground
5616,391049515710,N/A,N/A,N/A,FedEx Ground
3868,391049516018,N/A,N/A,N/A,FedEx Ground
4479,391049516176,N/A,N/A,N/A,FedEx Ground
782,391049516511,N/A,N/A,N/A,FedEx Ground
1330,391049516658,N/A,N/A,N/A,FedEx Ground
868,391049516761,N/A,N/A,N/A,FedEx Ground
5857,391049516853,N/A,N/A,N/A,FedEx Ground
443,391049516875,N/A,N/A,N/A,FedEx Ground
435,391049516912,N/A,N/A,N/A,FedEx Ground
1627,391049517047,N/A,N/A,N/A,FedEx Ground
4284,391049517106,N/A,N/A,N/A,FedEx Ground
344,391049517183,N/A,N/A,N/A,FedEx Ground
645,391049517264,N/A,N/A,N/A,FedEx Ground
3088,391049517389,N/A,N/A,N/A,FedEx Ground
383,391049518087,N/A,N/A,N/A,FedEx Ground
2359,391049518157,N/A,N/A,N/A,FedEx Ground
4683,391049518591,N/A,N/A,N/A,FedEx Ground
5065,391049518628,N/A,N/A,N/A,FedEx Ground
793,391049518640,N/A,N/A,N/A,FedEx Ground
7020,391049520455,N/A,N/A,N/A,FedEx Ground
4298,391049521164,N/A,N/A,N/A,FedEx Ground
1170,391049524222,N/A,N/A,N/A,FedEx Ground
1378,391049527118,N/A,N/A,N/A,FedEx Ground
691,391049529522,N/A,N/A,N/A,FedEx Ground
690,391049530169,N/A,N/A,N/A,FedEx Ground
4049,391049530754,N/A,N/A,N/A,FedEx Ground
188,391049530776,N/A,N/A,N/A,FedEx Ground
405,391049530880,N/A,N/A,N/A,FedEx Ground
535,391049531485,N/A,N/A,N/A,FedEx Ground
709,391049533694,N/A,N/A,N/A,FedEx Ground
157,391049535881,N/A,N/A,N/A,FedEx Ground
3434,391049535951,N/A,N/A,N/A,FedEx Ground
1676,391049536351,N/A,N/A,N/A,FedEx Ground
45,391049536487,N/A,N/A,N/A,FedEx Ground
719,391049537288,N/A,N/A,N/A,FedEx Ground
1347,391049537597,N/A,N/A,N/A,FedEx Ground
753,391049538090,N/A,N/A,N/A,FedEx Ground
874,391049542380,N/A,N/A,N/A,FedEx Ground
1405,391049542530,N/A,N/A,N/A,FedEx Ground
5806,391049542714,N/A,N/A,N/A,FedEx Ground
3582,391049543158,N/A,N/A,N/A,FedEx Ground
786,391049543364,N/A,N/A,N/A,FedEx Ground
866,391049544257,N/A,N/A,N/A,FedEx Ground
1143,391048936390,N/A,N/A,N/A,FedEx Ground
3304,391048936426,N/A,N/A,N/A,FedEx Ground
1584,391048936470,N/A,N/A,N/A,FedEx Ground
3303,391048936724,N/A,N/A,N/A,FedEx Ground
1370,391048938197,N/A,N/A,N/A,FedEx Ground
1354,391048938290,N/A,N/A,N/A,FedEx Ground
629,391048938613,N/A,N/A,N/A,FedEx Ground
3401,391048939675,N/A,N/A,N/A,FedEx Ground
1373,391048939984,N/A,N/A,N/A,FedEx Ground
2279,391048940554,N/A,N/A,N/A,FedEx Ground
1912,391048941080,N/A,N/A,N/A,FedEx Ground
4404,391048941208,N/A,N/A,N/A,FedEx Ground
4623,391048941399,N/A,N/A,N/A,FedEx Ground
3265,391048941723,N/A,N/A,N/A,FedEx Ground
5192,391048941826,N/A,N/A,N/A,FedEx Ground
643,391048942064,N/A,N/A,N/A,FedEx Ground
641,391048942248,N/A,N/A,N/A,FedEx Ground
3795,391048942454,N/A,N/A,N/A,FedEx Ground
4570,391048942579,N/A,N/A,N/A,FedEx Ground
1536,391048942708,N/A,N/A,N/A,FedEx Ground
1640,391048942752,N/A,N/A,N/A,FedEx Ground
3415,391048942796,N/A,N/A,N/A,FedEx Ground
5250,391048943108,N/A,N/A,N/A,FedEx Ground
2515,391048943370,N/A,N/A,N/A,FedEx Ground
795,391048943553,N/A,N/A,N/A,FedEx Ground
4689,391048943851,N/A,N/A,N/A,FedEx Ground
1337,391048943998,N/A,N/A,N/A,FedEx Ground
5379,391048944170,N/A,N/A,N/A,FedEx Ground
5299,391048944240,N/A,N/A,N/A,FedEx Ground
3332,391048944332,N/A,N/A,N/A,FedEx Ground
3454,391048944619,N/A,N/A,N/A,FedEx Ground
4395,391048944630,N/A,N/A,N/A,FedEx Ground
756,391048944641,N/A,N/A,N/A,FedEx Ground
2950,391048944917,N/A,N/A,N/A,FedEx Ground
1083,391048945420,N/A,N/A,N/A,FedEx Ground
5173,391048945590,N/A,N/A,N/A,FedEx Ground
580,391048945615,N/A,N/A,N/A,FedEx Ground
2051,391048953911,N/A,N/A,N/A,FedEx Ground
639,391048954220,N/A,N/A,N/A,FedEx Ground
1900,391048955785,N/A,N/A,N/A,FedEx Ground
2557,391048955877,N/A,N/A,N/A,FedEx Ground
5172,391048955970,N/A,N/A,N/A,FedEx Ground
2438,391048956152,N/A,N/A,N/A,FedEx Ground
771,391048957527,N/A,N/A,N/A,FedEx Ground
3782,391048959611,N/A,N/A,N/A,FedEx Ground
1941,391048960306,N/A,N/A,N/A,FedEx Ground
3439,391048962055,N/A,N/A,N/A,FedEx Ground
2136,391048963338,N/A,N/A,N/A,FedEx Ground
1458,391048964389,N/A,N/A,N/A,FedEx Ground
973,391048965308,N/A,N/A,N/A,FedEx Ground
2483,391048966370,N/A,N/A,N/A,FedEx Ground
3729,391048967561,N/A,N/A,N/A,FedEx Ground
154,391048967734,N/A,N/A,N/A,FedEx Ground
1880,391048967881,N/A,N/A,N/A,FedEx Ground
4477,391048968546,N/A,N/A,N/A,FedEx Ground
3305,391048968605,N/A,N/A,N/A,FedEx Ground
3371,391048969760,N/A,N/A,N/A,FedEx Ground
1674,391048970075,N/A,N/A,N/A,FedEx Ground
