Store Number,Tracking Number,Ship date ,Delivered date,Scheduled delivery date ,Service type 
5370,391048278824,N/A,N/A,N/A,FedEx Ground
3824,391048280798,N/A,N/A,N/A,FedEx Ground
339,391048280835,N/A,N/A,N/A,FedEx Ground
176,391048280938,N/A,N/A,N/A,FedEx Ground
5048,391048281084,N/A,N/A,N/A,FedEx Ground
3571,391048281420,N/A,N/A,N/A,FedEx Ground
2638,391048281625,N/A,N/A,N/A,FedEx Ground
2934,391048282676,N/A,N/A,N/A,FedEx Ground
1719,391048282687,N/A,N/A,N/A,FedEx Ground
1489,391048282780,N/A,N/A,N/A,FedEx Ground
1750,391048285892,N/A,N/A,N/A,FedEx Ground
4352,391048287336,N/A,N/A,N/A,FedEx Ground
2819,391048287748,N/A,N/A,N/A,FedEx Ground
2913,391048288527,N/A,N/A,N/A,FedEx Ground
2718,391048289523,N/A,N/A,N/A,FedEx Ground
5170,391048289980,N/A,N/A,N/A,FedEx Ground
4330,391048290181,N/A,N/A,N/A,FedEx Ground
2361,391048290230,N/A,N/A,N/A,FedEx Ground
1808,391048290803,N/A,N/A,N/A,FedEx Ground
760,391048291085,N/A,N/A,N/A,FedEx Ground
1685,391048291270,N/A,N/A,N/A,FedEx Ground
1809,391048291604,N/A,N/A,N/A,FedEx Ground
1791,391048292118,N/A,N/A,N/A,FedEx Ground
1786,391048292379,N/A,N/A,N/A,FedEx Ground
3486,391048292622,N/A,N/A,N/A,FedEx Ground
3781,391048293938,N/A,N/A,N/A,FedEx Ground
2765,391048294761,N/A,N/A,N/A,FedEx Ground
3913,391048295460,N/A,N/A,N/A,FedEx Ground
5184,391048295600,N/A,N/A,N/A,FedEx Ground
5057,391048295702,N/A,N/A,N/A,FedEx Ground
5262,391048295849,N/A,N/A,N/A,FedEx Ground
1895,391048296043,N/A,N/A,N/A,FedEx Ground
1861,391048296488,N/A,N/A,N/A,FedEx Ground
3428,391048296694,N/A,N/A,N/A,FedEx Ground
5030,391048297153,N/A,N/A,N/A,FedEx Ground
5280,391048297473,N/A,N/A,N/A,FedEx Ground
4257,391048297484,N/A,N/A,N/A,FedEx Ground
2724,391048297554,N/A,N/A,N/A,FedEx Ground
2755,391048297885,N/A,N/A,N/A,FedEx Ground
1562,391048298241,N/A,N/A,N/A,FedEx Ground
1952,391048298480,N/A,N/A,N/A,FedEx Ground
1095,391048298550,N/A,N/A,N/A,FedEx Ground
503,391048298572,N/A,N/A,N/A,FedEx Ground
1253,391048299260,N/A,N/A,N/A,FedEx Ground
4288,391048299590,N/A,N/A,N/A,FedEx Ground
3792,391048299785,N/A,N/A,N/A,FedEx Ground
2558,391048299833,N/A,N/A,N/A,FedEx Ground
5458,391048299855,N/A,N/A,N/A,FedEx Ground
2087,391048299888,N/A,N/A,N/A,FedEx Ground
1836,391048300212,N/A,N/A,N/A,FedEx Ground
1690,391048300500,N/A,N/A,N/A,FedEx Ground
1990,391048300738,N/A,N/A,N/A,FedEx Ground
2816,391048300988,N/A,N/A,N/A,FedEx Ground
1665,391048301068,N/A,N/A,N/A,FedEx Ground
2700,391048301080,N/A,N/A,N/A,FedEx Ground
1804,391048302009,N/A,N/A,N/A,FedEx Ground
2199,391048302329,N/A,N/A,N/A,FedEx Ground
1721,391048312032,N/A,N/A,N/A,FedEx Ground
5003,391048312308,N/A,N/A,N/A,FedEx Ground
5433,391048312628,N/A,N/A,N/A,FedEx Ground
2618,391048312937,N/A,N/A,N/A,FedEx Ground
4417,391048313668,N/A,N/A,N/A,FedEx Ground
1728,391048313863,N/A,N/A,N/A,FedEx Ground
1323,391048313988,N/A,N/A,N/A,FedEx Ground
2967,391048314355,N/A,N/A,N/A,FedEx Ground
3528,391048314609,N/A,N/A,N/A,FedEx Ground
3427,391048315351,N/A,N/A,N/A,FedEx Ground
2010,391048316303,N/A,N/A,N/A,FedEx Ground
2149,391048316781,N/A,N/A,N/A,FedEx Ground
7254,391048319600,N/A,N/A,N/A,FedEx Ground
2706,391048319714,N/A,N/A,N/A,FedEx Ground
4567,391048321438,N/A,N/A,N/A,FedEx Ground
2914,391048321471,N/A,N/A,N/A,FedEx Ground
1713,391048322700,N/A,N/A,N/A,FedEx Ground
7260,391048324518,N/A,N/A,N/A,FedEx Ground
1654,391048324573,N/A,N/A,N/A,FedEx Ground
3383,391048324827,N/A,N/A,N/A,FedEx Ground
320,391048325948,N/A,N/A,N/A,FedEx Ground
3534,391048326256,N/A,N/A,N/A,FedEx Ground
5959,391048326289,N/A,N/A,N/A,FedEx Ground
2014,391048326576,N/A,N/A,N/A,FedEx Ground
3875,391048326680,N/A,N/A,N/A,FedEx Ground
5144,391048326750,N/A,N/A,N/A,FedEx Ground
2867,391048326793,N/A,N/A,N/A,FedEx Ground
4508,391048326808,N/A,N/A,N/A,FedEx Ground
2605,391048327712,N/A,N/A,N/A,FedEx Ground
2191,391048327881,N/A,N/A,N/A,FedEx Ground
3495,391048328112,N/A,N/A,N/A,FedEx Ground
1743,391048328351,N/A,N/A,N/A,FedEx Ground
202,391048328487,N/A,N/A,N/A,FedEx Ground
5113,391048328970,N/A,N/A,N/A,FedEx Ground
2275,391048329358,N/A,N/A,N/A,FedEx Ground
6469,391048329440,N/A,N/A,N/A,FedEx Ground
1707,391048329553,N/A,N/A,N/A,FedEx Ground
5051,391048330190,N/A,N/A,N/A,FedEx Ground
1962,391048330627,N/A,N/A,N/A,FedEx Ground
2725,391048330811,N/A,N/A,N/A,FedEx Ground
1738,391048330855,N/A,N/A,N/A,FedEx Ground
841,391048331303,N/A,N/A,N/A,FedEx Ground
2309,391048331597,N/A,N/A,N/A,FedEx Ground
5341,391048331895,N/A,N/A,N/A,FedEx Ground
3458,391048331987,N/A,N/A,N/A,FedEx Ground
5317,391048332480,N/A,N/A,N/A,FedEx Ground
1937,391048332549,N/A,N/A,N/A,FedEx Ground
411,391048332674,N/A,N/A,N/A,FedEx Ground
3791,391048333762,N/A,N/A,N/A,FedEx Ground
3641,391048333990,N/A,N/A,N/A,FedEx Ground
4246,391048334508,N/A,N/A,N/A,FedEx Ground
2729,391048334986,N/A,N/A,N/A,FedEx Ground
3758,391048335033,N/A,N/A,N/A,FedEx Ground
7266,391048335240,N/A,N/A,N/A,FedEx Ground
1657,391048335283,N/A,N/A,N/A,FedEx Ground
4231,391048335570,N/A,N/A,N/A,FedEx Ground
2728,391048335905,N/A,N/A,N/A,FedEx Ground
829,391048336029,N/A,N/A,N/A,FedEx Ground
2080,391048336393,N/A,N/A,N/A,FedEx Ground
1933,391048336566,N/A,N/A,N/A,FedEx Ground
4055,391048345343,N/A,N/A,N/A,FedEx Ground
7263,391048345685,N/A,N/A,N/A,FedEx Ground
5373,391048345803,N/A,N/A,N/A,FedEx Ground
2127,391048346008,N/A,N/A,N/A,FedEx Ground
3322,391048346074,N/A,N/A,N/A,FedEx Ground
2123,391048346100,N/A,N/A,N/A,FedEx Ground
482,391048346203,N/A,N/A,N/A,FedEx Ground
3643,391048346394,N/A,N/A,N/A,FedEx Ground
4281,391048346659,N/A,N/A,N/A,FedEx Ground
3279,391048349350,N/A,N/A,N/A,FedEx Ground
1669,391048349544,N/A,N/A,N/A,FedEx Ground
2986,391048349717,N/A,N/A,N/A,FedEx Ground
6467,391048349978,N/A,N/A,N/A,FedEx Ground
1138,391048350169,N/A,N/A,N/A,FedEx Ground
2769,391048350467,N/A,N/A,N/A,FedEx Ground
7281,391048352091,N/A,N/A,N/A,FedEx Ground
2421,391048352551,N/A,N/A,N/A,FedEx Ground
1365,391048354360,N/A,N/A,N/A,FedEx Ground
2813,391048354418,N/A,N/A,N/A,FedEx Ground
330,391048354635,N/A,N/A,N/A,FedEx Ground
5146,391048354646,N/A,N/A,N/A,FedEx Ground
2271,391048354922,N/A,N/A,N/A,FedEx Ground
5432,391048355138,N/A,N/A,N/A,FedEx Ground
1982,391048355171,N/A,N/A,N/A,FedEx Ground
2670,391048723085,N/A,N/A,N/A,FedEx Ground
2711,391048763218,N/A,N/A,N/A,FedEx 2Day
4359,391048763300,N/A,N/A,N/A,FedEx 2Day
3290,391048763480,N/A,N/A,N/A,FedEx 2Day
2722,391048764269,N/A,N/A,N/A,FedEx 2Day
4474,391048764270,N/A,N/A,N/A,FedEx 2Day
2074,391048764409,N/A,N/A,N/A,FedEx 2Day
987,391048861468,N/A,N/A,N/A,FedEx Ground
1744,391048861480,N/A,N/A,N/A,FedEx Ground
1558,391048861630,N/A,N/A,N/A,FedEx Ground
5124,391048861950,N/A,N/A,N/A,FedEx Ground
2511,391048862269,N/A,N/A,N/A,FedEx Ground
1765,391048862270,N/A,N/A,N/A,FedEx Ground
2735,391048862578,N/A,N/A,N/A,FedEx Ground
3201,391048862681,N/A,N/A,N/A,FedEx Ground
638,391048862730,N/A,N/A,N/A,FedEx Ground
1222,391048862740,N/A,N/A,N/A,FedEx Ground
1244,391048862854,N/A,N/A,N/A,FedEx Ground
2540,391048862979,N/A,N/A,N/A,FedEx Ground
548,391048862980,N/A,N/A,N/A,FedEx Ground
2697,391048863243,N/A,N/A,N/A,FedEx Ground
4355,391048863287,N/A,N/A,N/A,FedEx Ground
967,391048863302,N/A,N/A,N/A,FedEx Ground
890,391048863313,N/A,N/A,N/A,FedEx Ground
2881,391048863324,N/A,N/A,N/A,FedEx Ground
5392,391048863416,N/A,N/A,N/A,FedEx Ground
1032,391048863520,N/A,N/A,N/A,FedEx Ground
2554,391048863563,N/A,N/A,N/A,FedEx Ground
5101,391048863574,N/A,N/A,N/A,FedEx Ground
811,391048863666,N/A,N/A,N/A,FedEx Ground
1905,391048863703,N/A,N/A,N/A,FedEx Ground
3417,391048863714,N/A,N/A,N/A,FedEx Ground
1439,391048863736,N/A,N/A,N/A,FedEx Ground
1243,391048863942,N/A,N/A,N/A,FedEx Ground
1023,391048863964,N/A,N/A,N/A,FedEx Ground
2807,391048864191,N/A,N/A,N/A,FedEx Ground
2561,391048864240,N/A,N/A,N/A,FedEx Ground
5632,391048864294,N/A,N/A,N/A,FedEx Ground
5851,391048864342,N/A,N/A,N/A,FedEx Ground
1578,391048864353,N/A,N/A,N/A,FedEx Ground
3347,391048864423,N/A,N/A,N/A,FedEx Ground
3503,391048864526,N/A,N/A,N/A,FedEx Ground
4644,391048864629,N/A,N/A,N/A,FedEx Ground
5295,391048864651,N/A,N/A,N/A,FedEx Ground
4616,391048864662,N/A,N/A,N/A,FedEx Ground
2951,391048864743,N/A,N/A,N/A,FedEx Ground
1146,391048864798,N/A,N/A,N/A,FedEx Ground
1292,391048864993,N/A,N/A,N/A,FedEx Ground
1953,391048865121,N/A,N/A,N/A,FedEx Ground
2838,391048865213,N/A,N/A,N/A,FedEx Ground
1598,391048865235,N/A,N/A,N/A,FedEx Ground
1872,391048865393,N/A,N/A,N/A,FedEx Ground
1768,391048865511,N/A,N/A,N/A,FedEx Ground
2485,391048865810,N/A,N/A,N/A,FedEx Ground
1832,391048865853,N/A,N/A,N/A,FedEx Ground
3182,391048865897,N/A,N/A,N/A,FedEx Ground
2651,391048866194,N/A,N/A,N/A,FedEx Ground
5118,391048866768,N/A,N/A,N/A,FedEx Ground
5337,391048868006,N/A,N/A,N/A,FedEx Ground
3403,391048869219,N/A,N/A,N/A,FedEx Ground
2233,391048869517,N/A,N/A,N/A,FedEx Ground
1658,391048869572,N/A,N/A,N/A,FedEx Ground
396,391048870094,N/A,N/A,N/A,FedEx Ground
5220,391048870598,N/A,N/A,N/A,FedEx Ground
2708,391048870782,N/A,N/A,N/A,FedEx Ground
1946,391048870819,N/A,N/A,N/A,FedEx Ground
1104,391048871090,N/A,N/A,N/A,FedEx Ground
2243,391048871300,N/A,N/A,N/A,FedEx Ground
594,391048871528,N/A,N/A,N/A,FedEx Ground
3372,391048872145,N/A,N/A,N/A,FedEx Ground
4514,391048873461,N/A,N/A,N/A,FedEx Ground
5369,391048885259,N/A,N/A,N/A,FedEx Ground
3232,391048885384,N/A,N/A,N/A,FedEx Ground
1574,391048886851,N/A,N/A,N/A,FedEx Ground
5812,391048886943,N/A,N/A,N/A,FedEx Ground
908,391048887560,N/A,N/A,N/A,FedEx Ground
2508,391048887755,N/A,N/A,N/A,FedEx Ground
5034,391048888409,N/A,N/A,N/A,FedEx Ground
1224,391048888935,N/A,N/A,N/A,FedEx Ground
4638,391048889552,N/A,N/A,N/A,FedEx Ground
5231,391048889666,N/A,N/A,N/A,FedEx Ground
579,391048891780,N/A,N/A,N/A,FedEx Ground
5214,391048891910,N/A,N/A,N/A,FedEx Ground
1166,391048892754,N/A,N/A,N/A,FedEx Ground
5055,391048895374,N/A,N/A,N/A,FedEx Ground
1660,391048895547,N/A,N/A,N/A,FedEx Ground
2611,391048895786,N/A,N/A,N/A,FedEx Ground
5768,391048895834,N/A,N/A,N/A,FedEx Ground
3388,391048896705,N/A,N/A,N/A,FedEx Ground
5705,391048896999,N/A,N/A,N/A,FedEx Ground
1969,391048897583,N/A,N/A,N/A,FedEx Ground
836,391048897631,N/A,N/A,N/A,FedEx Ground
1789,391048897881,N/A,N/A,N/A,FedEx Ground
1205,391048898134,N/A,N/A,N/A,FedEx Ground
8331,391048898410,N/A,N/A,N/A,FedEx Ground
1560,391048898844,N/A,N/A,N/A,FedEx Ground
686,391048899380,N/A,N/A,N/A,FedEx Ground
2481,391048899840,N/A,N/A,N/A,FedEx Ground
5037,391048899884,N/A,N/A,N/A,FedEx Ground
5881,391048899895,N/A,N/A,N/A,FedEx Ground
2256,391048900002,N/A,N/A,N/A,FedEx Ground
1121,391048900105,N/A,N/A,N/A,FedEx Ground
1810,391048900171,N/A,N/A,N/A,FedEx Ground
1072,391048900458,N/A,N/A,N/A,FedEx Ground
1424,391048901226,N/A,N/A,N/A,FedEx Ground
2259,391048901351,N/A,N/A,N/A,FedEx Ground
1438,391048901811,N/A,N/A,N/A,FedEx Ground
1523,391048902005,N/A,N/A,N/A,FedEx Ground
2477,391048902050,N/A,N/A,N/A,FedEx Ground
5874,391048902174,N/A,N/A,N/A,FedEx Ground
2695,391048902612,N/A,N/A,N/A,FedEx Ground
1959,391048902851,N/A,N/A,N/A,FedEx Ground
5167,391048902910,N/A,N/A,N/A,FedEx Ground
5964,391048903479,N/A,N/A,N/A,FedEx Ground
2113,391048903891,N/A,N/A,N/A,FedEx Ground
5445,391048904177,N/A,N/A,N/A,FedEx Ground
3254,391048904497,N/A,N/A,N/A,FedEx Ground
3270,391048904773,N/A,N/A,N/A,FedEx Ground
1155,391048904979,N/A,N/A,N/A,FedEx Ground
5292,391048905037,N/A,N/A,N/A,FedEx Ground
3733,391048905195,N/A,N/A,N/A,FedEx Ground
7246,391048905254,N/A,N/A,N/A,FedEx Ground
3081,391048905839,N/A,N/A,N/A,FedEx Ground
718,391048905997,N/A,N/A,N/A,FedEx Ground
640,391048906055,N/A,N/A,N/A,FedEx Ground
1082,391048906169,N/A,N/A,N/A,FedEx Ground
1452,391048906294,N/A,N/A,N/A,FedEx Ground
2357,391048906489,N/A,N/A,N/A,FedEx Ground
2108,391048906504,N/A,N/A,N/A,FedEx Ground
1352,391048906548,N/A,N/A,N/A,FedEx Ground
669,391048906938,N/A,N/A,N/A,FedEx Ground
5807,391048906960,N/A,N/A,N/A,FedEx Ground
644,391048908816,N/A,N/A,N/A,FedEx Ground
3472,391048908871,N/A,N/A,N/A,FedEx Ground
1411,391048915575,N/A,N/A,N/A,FedEx Ground
1624,391048917501,N/A,N/A,N/A,FedEx Ground
856,391048917660,N/A,N/A,N/A,FedEx Ground
3785,391048917707,N/A,N/A,N/A,FedEx Ground
2861,391048918953,N/A,N/A,N/A,FedEx Ground
1309,391048923210,N/A,N/A,N/A,FedEx Ground
5325,391048923334,N/A,N/A,N/A,FedEx Ground
4063,391048924308,N/A,N/A,N/A,FedEx Ground
3568,391048924628,N/A,N/A,N/A,FedEx Ground
1220,391048925646,N/A,N/A,N/A,FedEx Ground
4171,391048926241,N/A,N/A,N/A,FedEx Ground
5391,391048926561,N/A,N/A,N/A,FedEx Ground
1613,391048926697,N/A,N/A,N/A,FedEx Ground
1989,391048928233,N/A,N/A,N/A,FedEx Ground
3738,391048931170,N/A,N/A,N/A,FedEx Ground
1784,391048931825,N/A,N/A,N/A,FedEx Ground
1694,391048932821,N/A,N/A,N/A,FedEx Ground
1666,391048932898,N/A,N/A,N/A,FedEx Ground
4392,391048933015,N/A,N/A,N/A,FedEx Ground
2662,391048933920,N/A,N/A,N/A,FedEx Ground
907,391048933953,N/A,N/A,N/A,FedEx Ground
2075,391048934125,N/A,N/A,N/A,FedEx Ground
780,391048934180,N/A,N/A,N/A,FedEx Ground
4239,391048934673,N/A,N/A,N/A,FedEx Ground
1291,391048935280,N/A,N/A,N/A,FedEx Ground
4412,391048935474,N/A,N/A,N/A,FedEx Ground
706,391048936323,N/A,N/A,N/A,FedEx Ground
4591,391047624472,N/A,N/A,N/A,FedEx Ground
3703,391047625413,N/A,N/A,N/A,FedEx Ground
4053,391047627059,N/A,N/A,N/A,FedEx Ground
5372,391047630240,N/A,N/A,N/A,FedEx Ground
3168,391047631224,N/A,N/A,N/A,FedEx Ground
5100,391047631658,N/A,N/A,N/A,FedEx Ground
4673,391047632530,N/A,N/A,N/A,FedEx Ground
3317,391047633640,N/A,N/A,N/A,FedEx Ground
3424,391047633801,N/A,N/A,N/A,FedEx Ground
3128,391047635892,N/A,N/A,N/A,FedEx Ground
3517,391047635907,N/A,N/A,N/A,FedEx Ground
4128,391047635929,N/A,N/A,N/A,FedEx Ground
3042,391047636410,N/A,N/A,N/A,FedEx Ground
5908,391047636888,N/A,N/A,N/A,FedEx Ground
6876,391047637060,N/A,N/A,N/A,FedEx Ground
6470,391047637082,N/A,N/A,N/A,FedEx Ground
5143,391047637266,N/A,N/A,N/A,FedEx Ground
5734,391047637288,N/A,N/A,N/A,FedEx Ground
6323,391047638457,N/A,N/A,N/A,FedEx Ground
7342,391047638480,N/A,N/A,N/A,FedEx Ground
5135,391047639144,N/A,N/A,N/A,FedEx Ground
4659,391047639199,N/A,N/A,N/A,FedEx Ground
5832,391047639247,N/A,N/A,N/A,FedEx Ground
7349,391047639361,N/A,N/A,N/A,FedEx Ground
6588,391047639832,N/A,N/A,N/A,FedEx Ground
4188,391047640398,N/A,N/A,N/A,FedEx Ground
7099,391047641008,N/A,N/A,N/A,FedEx Ground
3083,391047641361,N/A,N/A,N/A,FedEx Ground
4676,391047641409,N/A,N/A,N/A,FedEx Ground
3452,391047641681,N/A,N/A,N/A,FedEx Ground
3019,391047642574,N/A,N/A,N/A,FedEx Ground
5122,391047642699,N/A,N/A,N/A,FedEx Ground
5726,391047658253,N/A,N/A,N/A,FedEx Ground
5248,391047658780,N/A,N/A,N/A,FedEx Ground
2488,391047659488,N/A,N/A,N/A,FedEx Ground
4692,391047659503,N/A,N/A,N/A,FedEx Ground
5740,391047660264,N/A,N/A,N/A,FedEx Ground
3752,391047662017,N/A,N/A,N/A,FedEx Ground
3599,391047664557,N/A,N/A,N/A,FedEx Ground
4048,391047664650,N/A,N/A,N/A,FedEx Ground
6583,391047664693,N/A,N/A,N/A,FedEx Ground
5716,391047666240,N/A,N/A,N/A,FedEx Ground
4054,391047666321,N/A,N/A,N/A,FedEx Ground
5256,391047668184,N/A,N/A,N/A,FedEx Ground
4469,391047668574,N/A,N/A,N/A,FedEx Ground
5789,391047669206,N/A,N/A,N/A,FedEx Ground
6849,391047669445,N/A,N/A,N/A,FedEx Ground
4607,391047670048,N/A,N/A,N/A,FedEx Ground
6943,391047670059,N/A,N/A,N/A,FedEx Ground
5062,391047670769,N/A,N/A,N/A,FedEx Ground
3740,391047671011,N/A,N/A,N/A,FedEx Ground
6098,391047671835,N/A,N/A,N/A,FedEx Ground
7241,391047671846,N/A,N/A,N/A,FedEx Ground
2940,391047672430,N/A,N/A,N/A,FedEx Ground
5081,391047672647,N/A,N/A,N/A,FedEx Ground
2431,391047673860,N/A,N/A,N/A,FedEx Ground
5059,391047673941,N/A,N/A,N/A,FedEx Ground
5452,391047673996,N/A,N/A,N/A,FedEx Ground
3385,391047674054,N/A,N/A,N/A,FedEx Ground
3593,391047674157,N/A,N/A,N/A,FedEx Ground
4468,391047674650,N/A,N/A,N/A,FedEx Ground
5107,391047674981,N/A,N/A,N/A,FedEx Ground
5297,391047675933,N/A,N/A,N/A,FedEx Ground
4210,391047676425,N/A,N/A,N/A,FedEx Ground
4189,391047676572,N/A,N/A,N/A,FedEx Ground
5773,391047676995,N/A,N/A,N/A,FedEx Ground
3175,391047677064,N/A,N/A,N/A,FedEx Ground
7127,391047677627,N/A,N/A,N/A,FedEx Ground
7362,391047678141,N/A,N/A,N/A,FedEx Ground
3509,391047678222,N/A,N/A,N/A,FedEx Ground
5327,391047678634,N/A,N/A,N/A,FedEx Ground
3110,391047678645,N/A,N/A,N/A,FedEx Ground
7357,391047679034,N/A,N/A,N/A,FedEx Ground
4491,391047679067,N/A,N/A,N/A,FedEx Ground
5148,391047679262,N/A,N/A,N/A,FedEx Ground
5715,391047679402,N/A,N/A,N/A,FedEx Ground
5675,391047680726,N/A,N/A,N/A,FedEx Ground
4371,391047693494,N/A,N/A,N/A,FedEx Ground
5226,391047693748,N/A,N/A,N/A,FedEx Ground
6850,391047694045,N/A,N/A,N/A,FedEx Ground
4373,391047694284,N/A,N/A,N/A,FedEx Ground
5695,391047694972,N/A,N/A,N/A,FedEx Ground
6786,391047695008,N/A,N/A,N/A,FedEx Ground
7220,391047699070,N/A,N/A,N/A,FedEx Ground
5290,391047699231,N/A,N/A,N/A,FedEx Ground
5960,391047699871,N/A,N/A,N/A,FedEx Ground
6159,391047700559,N/A,N/A,N/A,FedEx Ground
7361,391047701132,N/A,N/A,N/A,FedEx Ground
4193,391047703000,N/A,N/A,N/A,FedEx Ground
5490,391047705105,N/A,N/A,N/A,FedEx Ground
2995,391047705274,N/A,N/A,N/A,FedEx Ground
5353,391047706774,N/A,N/A,N/A,FedEx Ground
4605,391047708593,N/A,N/A,N/A,FedEx Ground
5224,391047709269,N/A,N/A,N/A,FedEx Ground
2314,391047801363,N/A,N/A,N/A,FedEx 2Day
3883,391047801569,N/A,N/A,N/A,FedEx 2Day
2188,391047802017,N/A,N/A,N/A,FedEx 2Day
2126,391047802040,N/A,N/A,N/A,FedEx 2Day
2473,391047802050,N/A,N/A,N/A,FedEx 2Day
2308,391047802061,N/A,N/A,N/A,FedEx 2Day
2321,391047802110,N/A,N/A,N/A,FedEx 2Day
5274,391047802120,N/A,N/A,N/A,FedEx 2Day
2071,391047802131,N/A,N/A,N/A,FedEx 2Day
3478,391047802212,N/A,N/A,N/A,FedEx 2Day
2070,391047802532,N/A,N/A,N/A,FedEx 2Day
2917,391047916586,N/A,N/A,N/A,FedEx Ground
5644,391047916623,N/A,N/A,N/A,FedEx Ground
2031,391047917744,N/A,N/A,N/A,FedEx Ground
2109,391047917766,N/A,N/A,N/A,FedEx Ground
2647,391047919699,N/A,N/A,N/A,FedEx Ground
2190,391047919714,N/A,N/A,N/A,FedEx Ground
5131,391047919769,N/A,N/A,N/A,FedEx Ground
3493,391047919909,N/A,N/A,N/A,FedEx Ground
2287,391047920306,N/A,N/A,N/A,FedEx Ground
3833,391047920339,N/A,N/A,N/A,FedEx Ground
1916,391047920464,N/A,N/A,N/A,FedEx Ground
5671,391047920718,N/A,N/A,N/A,FedEx Ground
2129,391047920832,N/A,N/A,N/A,FedEx Ground
3708,391047920990,N/A,N/A,N/A,FedEx Ground
5848,391047921037,N/A,N/A,N/A,FedEx Ground
6395,391047921200,N/A,N/A,N/A,FedEx Ground
5381,391047921276,N/A,N/A,N/A,FedEx Ground
1746,391047921298,N/A,N/A,N/A,FedEx Ground
3277,391047921368,N/A,N/A,N/A,FedEx Ground
2582,391047921380,N/A,N/A,N/A,FedEx Ground
5396,391047921390,N/A,N/A,N/A,FedEx Ground
5752,391047921405,N/A,N/A,N/A,FedEx Ground
3774,391047921450,N/A,N/A,N/A,FedEx Ground
5436,391047921471,N/A,N/A,N/A,FedEx Ground
1693,391047921520,N/A,N/A,N/A,FedEx Ground
2023,391047921541,N/A,N/A,N/A,FedEx Ground
2648,391047921714,N/A,N/A,N/A,FedEx Ground
6958,391047921725,N/A,N/A,N/A,FedEx Ground
2116,391047921769,N/A,N/A,N/A,FedEx Ground
2459,391047921780,N/A,N/A,N/A,FedEx Ground
3370,391047921828,N/A,N/A,N/A,FedEx Ground
5469,391047921840,N/A,N/A,N/A,FedEx Ground
1860,391047921850,N/A,N/A,N/A,FedEx Ground
2583,391047921909,N/A,N/A,N/A,FedEx Ground
2762,391047922033,N/A,N/A,N/A,FedEx Ground
2808,391047922261,N/A,N/A,N/A,FedEx Ground
5787,391047922283,N/A,N/A,N/A,FedEx Ground
5010,391047922294,N/A,N/A,N/A,FedEx Ground
2436,391047922353,N/A,N/A,N/A,FedEx Ground
2551,391047922504,N/A,N/A,N/A,FedEx Ground
1725,391047922662,N/A,N/A,N/A,FedEx Ground
4420,391047922776,N/A,N/A,N/A,FedEx Ground
1615,391047923018,N/A,N/A,N/A,FedEx Ground
3337,391047923187,N/A,N/A,N/A,FedEx Ground
5305,391047923408,N/A,N/A,N/A,FedEx Ground
2194,391047923647,N/A,N/A,N/A,FedEx Ground
2492,391047923728,N/A,N/A,N/A,FedEx Ground
2104,391047923809,N/A,N/A,N/A,FedEx Ground
2096,391047923842,N/A,N/A,N/A,FedEx Ground
2009,391047923864,N/A,N/A,N/A,FedEx Ground
3276,391047924139,N/A,N/A,N/A,FedEx Ground
2245,391047924437,N/A,N/A,N/A,FedEx Ground
1687,391047924507,N/A,N/A,N/A,FedEx Ground
3218,391047924529,N/A,N/A,N/A,FedEx Ground
2586,391047924687,N/A,N/A,N/A,FedEx Ground
1119,391047924920,N/A,N/A,N/A,FedEx Ground
5254,391047924930,N/A,N/A,N/A,FedEx Ground
1792,391047925098,N/A,N/A,N/A,FedEx Ground
3522,391047925282,N/A,N/A,N/A,FedEx Ground
2571,391047925617,N/A,N/A,N/A,FedEx Ground
3583,391047925640,N/A,N/A,N/A,FedEx Ground
5047,391047926110,N/A,N/A,N/A,FedEx Ground
5329,391047926543,N/A,N/A,N/A,FedEx Ground
1842,391047927675,N/A,N/A,N/A,FedEx Ground
4543,391047937632,N/A,N/A,N/A,FedEx Ground
1903,391047940190,N/A,N/A,N/A,FedEx Ground
5240,391047940488,N/A,N/A,N/A,FedEx Ground
1374,391047941234,N/A,N/A,N/A,FedEx Ground
5241,391047941922,N/A,N/A,N/A,FedEx Ground
1845,391047943167,N/A,N/A,N/A,FedEx Ground
3422,391047944082,N/A,N/A,N/A,FedEx Ground
2906,391047944288,N/A,N/A,N/A,FedEx Ground
2146,391047945160,N/A,N/A,N/A,FedEx Ground
1325,391047945593,N/A,N/A,N/A,FedEx Ground
1616,391047945766,N/A,N/A,N/A,FedEx Ground
4682,391047945777,N/A,N/A,N/A,FedEx Ground
4221,391047946431,N/A,N/A,N/A,FedEx Ground
5944,391047946534,N/A,N/A,N/A,FedEx Ground
1751,391047947909,N/A,N/A,N/A,FedEx Ground
2247,391047948386,N/A,N/A,N/A,FedEx Ground
1773,391047949691,N/A,N/A,N/A,FedEx Ground
3481,391047950283,N/A,N/A,N/A,FedEx Ground
2865,391047951029,N/A,N/A,N/A,FedEx Ground
5202,391047951717,N/A,N/A,N/A,FedEx Ground
2527,391047951740,N/A,N/A,N/A,FedEx Ground
5077,391047951761,N/A,N/A,N/A,FedEx Ground
5649,391047951901,N/A,N/A,N/A,FedEx Ground
5136,391047952643,N/A,N/A,N/A,FedEx Ground
3537,391047953503,N/A,N/A,N/A,FedEx Ground
3825,391047954131,N/A,N/A,N/A,FedEx Ground
2185,391047954289,N/A,N/A,N/A,FedEx Ground
3407,391047954830,N/A,N/A,N/A,FedEx Ground
