Store / Club #,Vision Center NPI #,Tax ID,Davis Vision Office ID #,Superior Vision Office ID #
1929,1982785481,71-0415188,46956,29712
1931,1659455285,71-0862119,46957,31782
1933,1639182884,71-0415188,46958,29732
1934,1770672644,71-0862119,51363,32121
1935,1568543957,71-0862119,39798,31467
1936,1497845531,71-0862119,46959,32272
1937,1780695759,71-0862119,50950,31871
1938,1417039330,71-0415188,46960,30287
1939,1568542942,71-0862119,51788,31459
1940,1396512687,71-0862119,118563,70831
1941,1942398490,71-0415188,53418,29860
1942,1366525081,71-0862119,46961,31964
1943,1972686673,71-0415188,46962,30170
1945,1053492595,71-0862119,44503,31287
1947,1437464187,71-0415188,66447,30359
1948,1194048769,71-0862119,64818,32312
1949,1417063801,71-0862119,46963,31206
1951,1841387370,71-0415188,46964,29825
1952,1114000809,71-0415188,46965,30340
1955,1750463675,71-0415188,46966,30100
1956,1881781326,71-0415188,46967,29954
1957,1891887915,71-0862119,46968,31254
1959,1710090006,71-0862119,46969,32424
1960,1487743001,71-0862119,46970,31486
1961,1184706194,71-0862119,46971,32677
1962,1942383583,71-0862119,46972,31679
1963,1437231339,71-0415188,55571,29900
1965,1619058872,71-0415188,46973,30043
1966,1316051279,71-0862119,51629,32358
1967,1629167952,71-0862119,46974,31245
1968,1871674317,71-0862119,50752,32652
1969,1295502581,71-0862119,118529,70720
1970,1720137839,71-0862119,55446,32008
1971,1326129511,71-0415188,46975,30063
1972,1639250657,71-0415188,52164,29975
1973,1497862916,71-0862119,46976,32211
1975,1538258868,71-0862119,46977,31407
1976,1114030442,71-0862119,51579,31409
1977,1720169113,71-0862119,51892,31661
1978,1457434177,71-0862119,46978,31933
1980,1194158956,71-0862119,1676,32639
1981,1417038886,71-0862119,46979,32404
1982,1750462768,71-0862119,46980,32905
1983,1518049410,71-0415188,51893,29796
1984,1588907489,71-0862119,36664,31427
1985,1780765156,71-0862119,46981,32230
1986,1316958382,71-0862119,51436,32189
1987,1558444125,71-0862119,46982,32540
1988,1518734805,71-0415188,118418,70721
1989,1629480249,71-0415188,38910,30284
1991,1386744647,71-0862119,46983,40610
1992,1851489306,71-0415188,51691,29769
1993,1649319401,71-0862119,56019,32642
1994,1952178246,71-0862119,118531,70722
1995,1225125776,71-0415188,46984,30143
1996,1548553829,71-0862119,540,31947
1997,1316050610,71-0862119,49376,32776
1998,1588079032,71-0415188,33825,30088
1999,1144658402,71-0415188,5038,29839
2001,1083798623,71-0415188,51894,30196
2002,1023885324,71-0415188,118419,70723
2003,1467532846,71-0862119,52165,32924
2004,1972684017,71-0415188,46985,30138
2005,1295502599,71-0862119,118576,70724
2006,1093048712,71-0415188,63053,30028
2007,1336916642,71-0415188,118420,70725
2009,1649351040,71-0862119,46986,32321
2010,1275616997,71-0862119,46987,31776
2012,1447349774,71-0862119,46988,32734
2013,1376629782,71-0862119,50237,32772
2014,1093897332,71-0862119,49706,31784
2015,1821171802,71-0862119,46989,31365
2016,1366811895,71-0415188,34025,30326
2019,1568546190,71-0862119,39799,32233
2021,1720168107,71-0862119,46990,32241
2022,1609965938,71-0862119,46991,32430
2023,1417724733,71-0862119,118577,70726
2024,1619256567,71-0862119,2604,32787
2025,1386732865,71-0415188,51998,30021
2026,1134255581,66-0475164,54483,00059400
2027,1578647111,71-0862119,46992,31339
2028,1336220474,71-0415188,52811,30200
2030,1821186305,71-0415188,52160,29642
2031,1922196476,71-0415188,52161,30029
2032,1174612030,71-0415188,52163,29874
2033,1235578907,71-0415188,1864,29603
2035,1831100338,71-0862119,46993,31482
2036,1851168173,71-0862119,118579,70727
2037,1710995964,71-0415188,53421,30361
2038,1619051208,71-0862119,46994,32401
2039,1497838031,71-0415188,52159,30027
2040,1013098417,71-0862119,52812,31774
2044,1992881197,71-0415188,53236,29884
2045,1881778421,71-0862119,46995,32793
2046,1295819456,71-0862119,46996,31729
2047,1649354804,71-0862119,46997,31513
2048,1831287382,71-0415188,52162,29979
2049,1952487431,71-0862119,39800,31953
2050,1265528327,71-0415188,52813,30008
2051,1184712226,71-0415188,50238,30062
2055,1992885370,71-0862119,46998,32196
2056,1114794435,71-0862119,118580,70728
2058,1568239887,71-0862119,118581,70729
2059,1154402550,71-0862119,39801,31815
2061,1639251879,71-0862119,47000,32341
2062,1679655500,71-0862119,47001,31415
2063,1477566255,71-0862119,47002,32604
2064,1588740062,71-0862119,52485,31812
2065,1508948514,71-0862119,47003,32816
2066,1164514717,74-3019386,47004,34152
2067,1003942467,66-0475164,54488,00059250
2068,1629151568,71-0862119,42338,31619
2069,1659635639,71-0415188,31842,29728
2070,1174619233,71-0415188,53107,30032
2071,1083700140,71-0415188,53108,30352
2072,1073641171,66-0475164,54498,00059562
2073,1306857412,71-0862119,47005,31163
2074,1811764137,71-0415188,118421,70730
2075,1235210691,71-0415188,54887,29879
2077,1417040262,71-0415188,54233,30039
2078,1407869290,71-0862119,47006,32782
2079,1396835435,71-0862119,47007,32150
2080,1154411502,71-0862119,47008,32608
2081,1760574222,71-0862119,47009,31858
2082,1265527261,71-0415188,53869,70731
2083,1396858189,71-0862119,52513,43091
2084,1447027768,71-0415188,118425,70732
2085,1497881882,66-0475164,54500,00059274
2086,1215018684,74-3019386,47010,34077
2087,1063595338,71-0415188,47011,30342
2088,1134233026,71-0862119,47012,32343
2089,1023191632,71-0862119,47013,31380
2091,1508959768,71-0862119,47014,32834
2092,1881743995,71-0862119,118583,70733
2093,1316714686,71-0862119,118584,70734
2094,1649302563,71-0415188,53419,29830
2095,1235514431,71-0862119,9121,31460
2096,1407184161,71-0862119,63494,31134
2098,1356457279,71-0862119,47015,32293
2099,1295822161,71-0415188,54234,29827
2100,1548341936,71-0862119,47016,31277
2101,1548343262,71-0415188,47017,29983
2102,1629150966,71-0862119,47018,32442
2103,1285710699,71-0862119,47019,32533
2104,1942077219,71-0862119,118585,70735
2105,1821179342,74-3019386,47020,34213
2106,1215069661,71-0415188,54087,29939
2107,1295847556,71-0862119,47021,32564
2108,1730264573,71-0862119,54885,32416
2109,1962611152,71-0862119,56295,31848
2110,1013006089,71-0415188,53420,29752
2111,1487421756,71-0862119,118586,70736
2112,1558459818,71-0415188,47022,30181
2113,1831966118,71-0415188,118426,70737
2114,1417040676,71-0862119,47023,31545
2115,1841203635,71-0862119,47024,31857
2116,1821865106,71-0862119,118587,70738
2118,1356422893,71-0862119,54883,32082
2119,1205921459,71-0415188,54235,30018
2121,1811083108,71-0415188,47025,29596
2122,1376623710,71-0862119,47026,32063
2123,1194806547,74-3019386,47027,34196
2124,1851483002,71-0862119,47028,32183
2125,1720855000,71-0415188,118445,70739
2126,1023111911,71-0415188,53870,30378
2127,1497838049,71-0862119,47029,32366
2129,1538242474,71-0862119,42340,31148
2130,1841373396,71-0862119,47030,31904
2131,1790566354,71-0415188,117955,70064
2132,1134202906,71-0862119,47031,31217
2133,1992896161,74-3019386,47032,34244
2134,1629845904,71-0862119,118588,70740
2135,1205949500,71-0862119,49377,31405
2136,1245320829,71-0862119,47033,32780
2137,1952178238,71-0862119,118589,70741
2139,1477320653,71-0862119,118590,70742
2140,1700966140,71-0862119,47034,32407
2141,1548037724,71-0862119,118591,70743
2142,1679340871,71-0862119,118592,70744
2145,1134996341,71-0862119,118593,70745
2146,1831293034,71-0862119,54236,31181
2147,1225124563,71-0415188,54884,30115
2149,1699881086,71-0862119,51550,31514
2150,1205603412,71-0415188,118447,70746
2151,1326131582,71-0862119,47035,31343
2152,1558475418,71-0862119,47036,31424
2153,1548346950,71-0862119,47037,59189
2154,1639946841,71-0862119,118594,70747
2155,1871924779,71-0862119,7971,32684
2156,1659148872,71-0862119,118595,70748
2157,1316041411,71-0862119,54090,32476
2158,1003904590,71-0862119,47038,31708
2160,1972689180,71-0862119,47040,32215
2161,1710754932,71-0415188,118448,70749
2163,1740057983,71-0862119,118596,70750
2164,1801903364,71-0862119,47041,32128
2166,1659475853,71-0862119,54237,32651
2167,1629153564,71-0862119,42341,31974
2169,1639487242,71-0862119,66619,31598
2170,1770667099,71-0862119,54465,31813
2174,1366528770,71-0862119,47043,31423
2175,1861573362,71-0862119,47044,31650
2176,1205928769,71-0862119,47045,31790
2177,1093582231,71-0415188,118449,70751
2180,1972691467,71-0862119,47046,32529
2181,1760882666,71-0415188,36054,30332
2183,1356439863,71-0862119,47047,31331
2184,1326136839,71-0862119,47048,31290
2185,1366219503,71-0862119,118598,70752
2187,1952482325,71-0415188,54888,29872
2189,1154198307,71-0415188,118450,70753
2190,1205603453,71-0415188,118451,70754
2191,1619980877,71-0862119,53267,31319
2192,1740363670,71-0862119,51895,32929
2193,1306952205,71-0862119,47049,31140
2194,1487421327,71-0862119,118599,70755
2195,1548037708,71-0862119,118601,70756
2196,1720168636,71-0415188,47050,30068
2197,1922101427,71-0862119,47051,31743
2198,1811077191,71-0415188,47052,59365
2199,1184716334,71-0862119,47053,32478
2200,1073695623,71-0862119,54287,31463
2201,1063595502,74-3019386,47054,34300
2202,1619057056,71-0862119,47055,32061
2204,1699050302,71-0415188,7555,29705
2205,1780451955,71-0862119,118602,70757
2206,1679340848,71-0415188,118452,70758
2207,1831286434,71-0415188,47056,30298
2208,1558788521,71-0862119,31675,31667
2209,1134226731,71-0862119,47057,32028
2210,1033223912,71-0862119,47058,32166
2211,1477667400,71-0862119,47059,31358
2213,1750464293,71-0862119,47060,32162
2214,1093804908,71-0862119,47061,32521
2215,1568543650,71-0415188,47062,29908
2218,1487421558,71-0415188,118454,70759
2221,1962415273,71-0862119,47063,31749
2222,1528148962,71-0862119,47064,32175
2223,1922875095,71-0415188,118457,70760
2224,1033207584,71-0862119,47065,32832
2227,1649047713,71-0862119,118603,70761
2228,1437235843,71-0862119,47066,32541
2230,1649352089,71-0862119,42343,32264
2231,1639250731,71-0415188,47067,30107
2232,1821865999,71-0862119,118605,70762
2233,1811060429,71-0862119,47068,32732
2234,1467566323,71-0862119,49379,32574
2237,1487743043,71-0862119,47069,31938
2238,1821170747,71-0862119,47070,31662
2239,1982796538,74-3019386,47071,34333
2240,1821126186,66-0475164,54515,00059476
2241,1740377340,71-0415188,47072,29972
2242,1992572069,71-0415188,118458,70763
2243,1689868143,71-0415188,57684,30013
2244,1396851226,71-0862119,47073,32177
2245,1538936604,71-0415188,118460,70764
2247,1124895230,71-0862119,118610,70765
2248,1154407641,71-0862119,47074,32632
2249,1659468254,71-0415188,47075,29783
2250,1265546295,71-0862119,47076,32315
2251,1114794229,71-0415188,118461,70766
2252,1760259873,71-0862119,118612,70767
2253,1487421590,71-0415188,118463,70768
2255,1386411494,71-0862119,118613,70769
2256,1881770097,71-0862119,47077,31707
2257,1356442867,74-3019386,47078,34036
2258,1821865932,71-0862119,118615,70770
2259,1023108008,71-0415188,47079,29802
2262,1366219479,71-0862119,118617,70771
2263,1437926540,71-0862119,118619,70772
2264,1790899649,71-0862119,52814,31378
2265,1255108361,71-0862119,118620,70773
2266,1528171204,71-0862119,47080,32829
2269,1932299914,71-0415188,47081,29779
2270,1891878344,71-0415188,47082,29662
2271,1750463667,71-0862119,47083,31335
2272,1841589058,71-0862119,69617,32000
2273,1821174061,71-0862119,47084,32509
2274,1255412243,71-0415188,47085,29867
2275,1982617296,71-0862119,50896,32562
2276,1023283629,71-0862119,59619,32174
2277,1790552818,71-0415188,118464,70774
2278,1467534594,71-0862119,39805,31641
2279,1306920764,71-0862119,47086,32680
2280,1417724535,71-0415188,118466,70775
2281,1063581031,71-0862119,39806,31869
2282,1871360990,71-0862119,118622,70776
2284,1487421509,71-0862119,118624,70777
2285,1932216116,71-0862119,47087,31201
2286,1225144272,71-0862119,49717,31536
2287,1982777595,71-0862119,39807,31930
2288,1912774035,71-0415188,118467,70778
2289,1932656238,71-0862119,41723,51878
2291,1134996267,71-0415188,118493,70779
2292,1588431613,71-0415188,118495,70780
2293,1306977533,71-0415188,56285,30380
2294,1669706206,71-0862119,63052,63066
2295,1679655773,71-0862119,47089,32770
2297,1841067972,71-0415188,118496,70781
2299,1861269912,71-0862119,118625,70782
2300,1013091271,71-0862119,39808,31915
2302,1235444522,66-0475164,54521,00059564
2306,1841371226,71-0862119,47090,32561
2307,1841380821,71-0415188,47091,29652
2309,1639250681,71-0862119,47092,32803
2310,1962584987,71-0862119,47093,32097
2311,1386748580,71-0862119,53858,32010
2312,1669249710,71-0862119,118626,70783
2313,1245411172,71-0862119,58059,32869
2314,1649047705,71-0415188,118497,70784
2316,1235242538,71-0862119,47094,31908
2317,1750463691,71-0415188,47095,30274
2318,1972672947,71-0862119,39809,32107
2321,1629845789,71-0415188,118498,70785
2322,1649352667,71-0862119,47096,32567
2323,1144333444,71-0862119,47097,32224
2325,1366721029,71-0415188,2370,30073
2326,1568579647,71-0862119,47098,31162
2330,1164299228,71-0862119,118627,70786
2331,1316714470,71-0862119,118628,70787
2334,1245312396,71-0862119,42344,31755
2335,1891877700,71-0862119,47099,32350
2336,1417037854,71-0862119,47100,32067
2337,1477634848,71-0862119,47101,32532
2338,1467536078,71-0862119,47102,31965
2339,1912080565,71-0862119,47103,32015
2340,1639252315,71-0862119,42345,32852
2341,1356427629,71-0862119,49380,32080
2346,1083964043,66-0475164,54524,00058939
2348,1326124538,71-0862119,47104,31327
2350,1710090543,71-0862119,50510,32441
2351,1306908322,71-0862119,55405,31968
2352,1154402659,71-0415188,47105,29893
2354,1083797179,71-0862119,47106,31921
2355,1023121357,71-0862119,47107,32474
2357,1790867927,71-0862119,47108,31765
2358,1720178866,71-0862119,47109,31291
2359,1417060252,71-0862119,47110,32235
2361,1326151168,71-0862119,47111,32406
2362,1588777320,71-0862119,47112,31658
2365,1518040294,71-0862119,40721,32163
2366,1144301151,71-0862119,47113,31447
2367,1174656300,71-0415188,53659,30379
2368,1932283223,71-0862119,39811,32232
2369,1326128760,71-0862119,47114,32291
2370,1376656769,71-0862119,47115,32751
2371,1114794278,71-0862119,118629,70788
2385,1750471736,71-0415188,47116,58958
2386,1376627919,71-0862119,47117,32223
2387,1598857021,71-0862119,47118,31248
2388,1861574006,71-0862119,53498,32903
2398,1598846503,71-0862119,47119,31821
2399,1265518534,71-0862119,47120,32069
2400,1912010752,71-0862119,47121,32820
2401,1114794179,71-0415188,118499,70789
2402,1326138660,71-0415188,50616,30005
2403,1144310483,71-0415188,47122,30030
2404,1528169042,74-3019386,47123,34325
2405,1326154717,71-0862119,47124,32513
2412,1972685857,71-0862119,47125,32138
2417,1760564686,71-0862119,47126,31524
2418,1801972005,71-0415188,47127,30146
2420,1417039397,71-0862119,39812,31147
2421,1407937998,71-0862119,50953,31829
2423,1114054517,66-0475164,54528,00059234
2426,1821101668,71-0862119,47128,32496
2427,1003997537,74-3019386,47129,34344
2428,1427138049,71-0415188,47130,29805
2429,1730292574,71-0862119,47131,31768
2434,1982794400,71-0862119,47132,31680
2435,1598847477,71-0862119,47133,31876
2436,1356712103,71-0862119,32585,202
2437,1629168240,71-0862119,47134,32696
2438,1013784073,71-0862119,118630,70790
2439,1376959080,74-3019386,34874,34330
2440,1376310334,71-0862119,118631,70791
2441,1992818744,71-0862119,47135,31485
2443,1376902510,71-0415188,38008,30316
2444,1184491144,71-0862119,118632,70792
2445,1497837389,71-0862119,42347,31489
2446,1124100060,71-0862119,42351,31682
2447,1184737934,71-0862119,47136,31862
2448,1942622089,71-0415188,30347,30372
2449,1669509188,66-0475164,31143,00059469
2450,1386734374,71-0415188,47137,30154
2452,1649351727,71-0862119,47138,32322
2453,1194815183,71-0415188,52502 ,29931
2455,1003906090,71-0415188,47139,30283
2457,1124117601,71-0415188,47140,29631
2458,1083481048,71-0415188,118500,70793
2459,1396837829,71-0862119,47141,32379
2463,1134640071,74-3019386,36035,42952
2464,1467974477,71-0415188,36027,42951
2469,1376633370,71-0415188,47142,30213
2471,1265545024,71-0862119,47143,32585
2472,1154198125,71-0862119,118633,70794
2473,1972370948,71-0415188,118501,70795
2474,1477666238,71-0862119,47144,32937
2475,1649354259,71-0862119,47145,31434
2476,1619067618,71-0415188,47146,29804
2477,1205926441,71-0415188,47147,29902
2479,1144097114,71-0415188,118502,70796
2480,1033291976,71-0862119,42358,32762
2481,1114009016,71-0862119,42360,32888
2482,1124895065,71-0415188,118503,70797
2483,1699295550,71-0415188,36042,42953
2484,1770350746,71-0862119,118634,70798
2485,1114017357,71-0415188,47148,30174
2490,1427148600,71-0415188,47149,30197
2491,1528149028,71-0415188,47150,30130
2492,1043394349,71-0415188,47151,29914
2493,1003992249,71-0862119,47152,32581
2494,1306613385,71-0415188,118504,70799
2495,1932976917,71-0415188,118505,70800
2496,1992895502,71-0862119,47153,31713
2497,1194592170,71-0862119,118636,70801
2501,1659408185,66-0475164,54559,00059052
2502,1427130483,71-0862119,44032,31130
2503,1558442699,71-0862119,47154,31666
2504,1194831578,71-0862119,47155,32606
2505,1760583280,74-3019386,47156,34256
2506,1902919772,71-0862119,47157,31954
2507,1902673981,71-0415188,118506,70802
2508,1568552701,71-0415188,47158,30336
2509,1437280799,71-0862119,56353,15510
2510,1700255239,71-0862119,34011,32841
2511,1528158524,71-0415188,47159,30377
2512,1366219347,71-0415188,118507,70803
2513,1922198530,71-0862119,52815,31975
2514,1063596286,71-0862119,47160,31786
2515,1801986047,71-0415188,47161,30095
2516,1467542605,71-0415188,47162,30303
2517,1083481063,71-0415188,118508,70804
2518,1417039314,71-0862119,47163,32698
2519,1780766683,71-0862119,39818,32694
2522,1336221472,71-0862119,47164,32607
2523,1821865817,71-0415188,118509,70805
2526,1376310367,71-0415188,118510,70806
2528,1487736393,71-0862119,44504,31566
2529,1700968815,71-0862119,47165,31750
2531,1588756894,71-0862119,47166,32115
2532,1922181023,71-0862119,47167,32002
2533,1114019643,71-0862119,47168,32273
2534,1740361138,71-0862119,47169,32169
2535,1407938319,71-0862119,42361,32462
2536,1902673999,71-0415188,118512,70807
2537,1639946627,71-0415188,118513,70808
2539,1811087059,71-0415188,47170,29776
2540,1073699831,71-0862119,39820,32643
2541,1104939982,71-0862119,47171,31980
2543,1336227347,71-0862119,39821,32292
2544,1376625293,71-0862119,47172,32615
2545,1063707057,71-0862119,2115,32042
2546,1083481071,71-0415188,118514,70809
2547,1659478253,71-0862119,47173,32335
2548,1356427504,71-0862119,47174,32027
2549,1639269871,71-0415188,47175,30368
2550,1427134618,71-0415188,47176,29916
2553,1891562880,71-0415188,118515,70810
2554,1992893036,71-0415188,47178,29711
2556,1245007236,71-0415188,118516,70811
2557,1972370963,71-0415188,118518,70812
2558,1518040195,71-0862119,47179,32387
2559,1427131002,71-0862119,47180,42935
2560,1316210057,71-0862119,8449,31269
2561,1275615924,71-0862119,39822,32512
2565,1518734516,71-0862119,118638,70813
2566,1417724410,71-0862119,118639,70814
2567,1558443457,71-0862119,47181,32402
2568,1053188052,71-0415188,118519,70815
2574,1184706731,71-0862119,42380,32596
2575,1255413761,71-0415188,47183,30102
2576,1578576252,71-0862119,47184,31145
2577,1952485252,71-0862119,47185,31120
2580,1467534818,71-0862119,44621,31429
2581,1619080074,71-0862119,53270,32516
2584,1831289446,71-0862119,47186,32376
2585,1972689388,71-0862119,47187,31461
2586,1225141526,71-0862119,47188,31926
2587,1902989817,71-0415188,53489,30024
2588,1164507943,71-0862119,39823,31155
2591,1831281302,71-0862119,47189,31488
2592,1417047416,71-0415188,47190,29831
2593,1790875938,71-0415188,47191,29930
2594,1700976941,71-0415188,47192,29737
2595,1093801870,71-0415188,47193,30354
2596,1184714321,71-0415188,47194,29928
2597,1982786539,71-0862119,44025,31125
2598,1780451781,71-0415188,118520,70816
2599,1679674196,74-3019386,47195,34260
2600,1518041151,71-0862119,47196,31150
2603,1710061031,71-0862119,3589,70961
2604,1174609440,71-0862119,47197,31950
2605,1609971415,71-0862119,47198,31791
2608,1124150578,71-0415188,54038,30045
2609,1861269862,71-0415188,118521,70817
2610,1679340673,71-0862119,118640,70818
2611,1952485047,71-0862119,42363,59334
2612,1144303686,74-3019386,47199,34093
2614,1588748602,71-0862119,42365,32514
2615,1457441065,71-0862119,47200,32164
2616,1427132067,71-0862119,47201,31366
2618,1962592428,71-0862119,47202,32170
2619,1639251853,71-0862119,47203,32871
2621,1689441685,71-0415188,118522,70819
2626,1013009554,71-0862119,47204,32691
2627,1659460228,71-0862119,47205,31982
2628,1265518419,71-0862119,47206,32329
2629,1518098011,71-0862119,56014,31152
2630,1275623886,71-0862119,47207,31235
2631,1891878989,71-0862119,47208,32056
2633,1053497479,71-0862119,47209,31363
2634,1417088857,71-0862119,56347,32537
2636,1942386149,71-0415188,47210,30331
2637,1942314877,71-0862119,47211,32034
2638,1174609325,71-0862119,47212,31342
2639,1851793194,71-0862119,35798,31443
2640,1134594682,71-0862119,37231,32393
2641,1205918869,71-0862119,42366,31228
2642,1649351792,71-0415188,47213,30317
2643,1093897548,71-0415188,51791,29618
2644,1093898314,71-0862119,47214,32577
2647,1790868479,71-0862119,47215,32415
2648,1932976933,71-0415188,118523,70820
2649,1912088576,74-3019386,47216,34074
2650,1366858607,71-0862119,35282,32367
2651,1619059508,71-0862119,47217,31144
2656,1427131903,71-0862119,1666,31537
2658,1912088006,71-0862119,47218,31490
2663,1942383344,71-0862119,39826,32073
2664,1750463287,71-0862119,43048,31807
2665,1043393812,71-0862119,47220,31567
2667,1114009404,74-3019386,47222,34307
2668,1376624460,71-0862119,47223,32093
2671,1184712671,71-0415188,51645,28222
2674,1104908680,71-0862119,42315,32392
2678,1205919842,71-0862119,47224,32125
2679,1053401406,71-0862119,47225,31605
2684,1700981115,71-0862119,47227,31270
2687,1609957075,71-0862119,47228,31420
2688,1467533810,74-3019386,47229,34291
2690,1184714792,71-0862119,47230,32833
2691,1609959337,71-0862119,47231,32046
2692,1700969896,71-0862119,47232,32400
2693,1902989023,71-0862119,47233,32255
2694,1760565311,71-0862119,47234,31310
2695,1235221748,71-0862119,52468,31436
2697,1295502292,71-0415188,118525,70821
2700,1750463683,71-0862119,47235,13099
2702,1679656227,71-0862119,47236,31244
2703,1225119605,71-0862119,47237,31740
2705,1275615627,71-0862119,47238,31470
2706,1275611634,71-0862119,47239,31478
2708,1922189067,71-0415188,47240,30049
2712,1396828224,71-0862119,47241,32519
2713,1801986419,71-0862119,47242,32590
2714,1740361740,71-0415188,47243,30182
2715,1528141454,71-0862119,47244,32248
2716,1154402204,71-0415188,47245,30083
2717,1639252554,71-0862119,47246,32587
2718,1184725608,74-3019386,47247,34352
2719,1043391055,71-0862119,47248,31411
2720,1114000619,71-0862119,47249,31346
2721,1891823076,66-0475164,31144,00059008
2723,1013090943,71-0862119,47251,32692
2724,1235221888,74-3019386,47252,33998
2725,1619072022,71-0862119,47253,32835
2726,1225122740,71-0862119,47254,32004
2727,1902998446,71-0862119,47255,32180
2728,1336223973,71-0415188,47256,30165
2729,1376628941,71-0415188,47257,29692
2730,1699851808,71-0862119,44622,31233
2732,1922181858,71-0862119,47258,32599
2733,1205918216,71-0862119,47259,31174
2735,1912097908,71-0415188,47260,30251
2739,1376624767,71-0862119,47261,32704
2740,1679658512,71-0862119,47262,31695
2748,1235229857,71-0862119,49382,31577
2749,1568239564,71-0862119,118641,70822
2751,1609951011,71-0415188,47263,30249
2752,1265517841,71-0415188,47264,30244
2753,1093896482,71-0862119,47265,31442
2754,1316029465,71-0862119,47266,31473
2755,1205919701,71-0862119,47267,32510
2756,1841373370,71-0862119,45900,43128
2757,1245648781,71-0862119,36297,31739
2758,1629166186,71-0862119,47269,32688
2760,1902987399,71-0862119,47270,32356
2761,1699856070,71-0862119,47271,31386
2762,1750470183,71-0862119,47272,32731
2763,1023409976,74-3019386,91,34334
2764,1649353285,71-0415188,47274,30076
2765,1437540150,74-3019386,92,33985
2766,1811070915,71-0415188,47275,29767
2767,1508947508,71-0415188,47276,30160
2768,1851473771,71-0415188,47277,29862
2769,1073936050,74-3019386,31156,34261
2771,1184707739,71-0862119,47278,31225
2774,1538586797,71-0862119,31794,32761
2777,1801984943,71-0415188,47279,29734
2778,1457437865,71-0415188,47280,29800
2780,1326138322,71-0415188,47281,30195
2781,1326128489,71-0415188,47282,29892
2782,1578647897,71-0415188,47283,29985
2783,1710069752,71-0862119,47284,32463
2784,1588747836,71-0415188,47285,30087
2786,1659453777,71-0862119,47286,32904
2787,1639250020,71-0862119,47287,32729
2788,1376626465,71-0862119,47288,32313
2789,1437241973,71-0862119,47289,32140
2790,1437698560,71-0862119,33392,42041
2793,1912774910,71-0862119,118642,70823
2794,1730263054,71-0415188,47290,30312
2795,1477635571,71-0862119,47291,31435
2796,1629151162,71-0862119,47292,32281
2799,1174605638,71-0862119,47293,32839
2803,1285206581,71-0862119,114583,62189
2804,1629720784,71-0862119,118950,71124
2806,1174607766,71-0862119,47294,32314
2807,1306929237,71-0862119,47295,31801
2808,1467534560,71-0862119,47296,31321
2809,1376647677,71-0862119,47297,31128
2811,1760572382,71-0862119,47298,32377
2812,1134200322,71-0415188,47299,29943
2813,1265513170,71-0862119,47300,11770
2814,1538242078,71-0862119,47301,32887
2815,1376624478,71-0415188,47302,29755
2816,1174604185,71-0415188,47303,30228
2817,1235212770,71-0415188,47304,29824
2818,1811070451,71-0862119,47305,32766
2819,1831272475,71-0862119,47306,31770
2820,1861575631,71-0415188,47307,29628
2821,1093897191,71-0862119,47308,31892
2822,1952484727,71-0862119,47309,32026
2823,1891899100,71-0862119,47310,32040
2825,1821171356,71-0862119,47311,31260
2827,1700967536,71-0415188,47312,29992
2828,1104907252,71-0862119,47313,32181
2830,1902989437,71-0862119,42319,31511
2831,1053401299,71-0415188,47314,29973
2832,1205918638,71-0862119,47315,32382
2834,1528561685,74-3019386,51105,45577
2836,1417046392,71-0862119,47316,31213
2838,1376623447,71-0415188,47318,30214
2841,1083796544,71-0862119,47319,31603
2842,1467229468,71-0415188,118526,70824
2843,1124104310,71-0862119,47320,31617
2844,1740387349,71-0862119,47321,31505
2845,1346322476,71-0862119,44624,31431
2846,1144303066,71-0862119,47322,32771
2847,1932282282,71-0415188,47323,29626
2850,1699060681,71-0862119,3323,31860
2852,1902997950,71-0862119,52487,31127
2853,1538242060,71-0862119,47324,32306
2854,1295824258,71-0862119,47325,31620
2855,1801986088,71-0415188,47326,29788
2856,1821171471,71-0862119,47327,31734
2857,1245314889,71-0862119,47328,32826
2859,1255440053,71-0862119,47329,31794
2860,1437231636,71-0862119,47330,31522
2861,1285714329,71-0415188,47331,30301
2862,1356431514,71-0415188,47332,30125
2864,1801997325,74-3019386,47333,34289
2865,1811078405,71-0415188,47334,29929
2866,1144310533,71-0862119,47335,32485
2867,1417030149,71-0862119,44619,32149
2869,1003999699,71-0862119,47336,32334
2871,1699279430,71-0862119,49892,45183
2872,1265514244,71-0862119,47338,31215
2873,1619050705,71-0862119,47339,31724
2874,1710094339,71-0862119,47340,31702
2881,1588749428,71-0862119,47341,31449
2882,1902988454,71-0415188,47342,30376
2883,1124109640,74-3019386,47343,34331
2884,1992886584,71-0415188,47344,30325
2886,1447349410,71-0415188,47345,30345
2888,1053493528,71-0862119,42321,31143
2889,1639250749,71-0415188,47346,29981
2890,1790868933,71-0862119,47347,32592
2891,1588747083,74-3019386,47348,34137
2892,1144303850,71-0415188,47349,29645
2893,1710069778,71-0415188,47350,29682
2894,1811091119,71-0862119,47351,31375
2897,1073602033,71-0862119,47353,31867
2904,1457432593,71-0862119,47354,32699
2906,1134233042,71-0862119,47355,31668
2909,1356424881,71-0862119,43047,32910
2910,1295839488,71-0862119,47356,32032
2911,1578671277,71-0862119,47357,32084
2912,1700969821,71-0862119,47358,32750
2913,1699850537,71-0862119,47359,31361
2914,1265524979,71-0862119,47360,31123
2915,1477644631,71-0862119,47361,32304
2917,1881702579,71-0862119,47362,31653
2918,1396045027,74-3019386,68207,34304
2920,1770677064,71-0862119,47363,31484
2921,1407937006,71-0415188,47364,30210
