DC,BANNER ,CATEGORY ,Pick Type,ITEM #,ITEM DESC,Ti ,Hi , Pack Height 
7084,WM,CUT FLORAL,Case Pick,658791850,RS MD 12ST RSE DB GF,6,3,25
7084,WM,CUT FLORAL,Case Pick,658939902,RS MD MIN RSPL DB GF,6,3,24.5
7084,WM,CUT FLORAL,Case Pick,570195775,RS MX MD BRILL DB GF,6,3,24.5
8851,WM,CUT FLORAL,Case Pick,599974138,CB MD CUPCAKE DB GF,6,3,24.5
8851,WM,CUT FLORAL,Case Pick,599974154,CB MD LG CARN DB RD,6,3,24.5
8851,WM,CUT FLORAL,Case Pick,579770248,BQ MD XL MIX DB FF,6,3,24.5
8851,WM,CUT FLORAL,Case Pick,658419906,BQ MD STRIPY DB BC,6,3,24.5
8851,WM,CUT FLORAL,Case Pick,658791843,RS MD 12ST RSE DB UB,6,3,24.5
8851,WM,CUT FLORAL,Case Pick,658898787,RS MD RSELILY DB VF,6,3,24.5
8851,WM,CUT FLORAL,Case Pick,658968452,RS MD MIN RSPL DB CR,6,3,24.5
8851,WM,CUT FLORAL,Case Pick,579521638,RS MX MD BRILL DB FD,6,3,24.5
8852,WM,CUT FLORAL,Case Pick,599974138,CB MD CUPCAKE DB GF,6,3,24.5
8852,WM,CUT FLORAL,Case Pick,599974161,CB MD LG CARN DB FF,6,3,24.5
8852,WM,CUT FLORAL,Case Pick,579770248,BQ MD XL MIX DB FF,6,3,24.5
8852,WM,CUT FLORAL,Case Pick,599974138,CB MD CUPCAKE DB GF,6,3,24.5
8852,WM,CUT FLORAL,Case Pick,599974161,CB MD LG CARN DB FF,6,3,24.5
8852,WM,CUT FLORAL,Case Pick,599974163,BQ MD STRIPY DB FF,6,3,24.5
8852,WM,CUT FLORAL,Case Pick,658791850,RS MD 12ST RSE DB GF,6,3,25
8852,WM,CUT FLORAL,Case Pick,658898791,RS MD RSELILY DB FA,6,3,24.5
8852,WM,CUT FLORAL,Case Pick,658939897,RS MD MIN RSPL DB FF,6,3,24.5
8852,WM,CUT FLORAL,Case Pick,570195775,RS MX MD BRILL DB GF,6,3,24.5
6042,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6042,WM,CUT FLORAL,FPP,599974139,RS MD 12ST RSE 9B GF,1,1,25
6042,WM,CUT FLORAL,FPP,658898800,BQ MD XL MIX 9B CH,1,1,25
6042,WM,CUT FLORAL,FPP,658898801,BQ MD XL MIX DD CH,1,1,79
6042,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6042,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6042,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6042,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6042,WM,CUT FLORAL,FPP,658898801,BQ MD XL MIX DD CH,1,1,79
6042,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6042,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6042,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
6042,WM,CUT FLORAL,FPP,658898801,BQ MD XL MIX DD CH,1,1,79
6042,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6042,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6042,WM,CUT FLORAL,FPP,658898801,BQ MD XL MIX DD CH,1,1,79
6047,WM,CUT FLORAL,FPP,579770224,BQ MD XL MIX 9B BC,1,1,25
6047,WM,CUT FLORAL,FPP,658791846,RS MD 12ST RSE 9B UB,1,1,25
6047,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6047,WM,CUT FLORAL,FPP,599977251,RS MD 12ST RSE DD UB,1,1,79
6047,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
6047,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6047,WM,CUT FLORAL,FPP,599977251,RS MD 12ST RSE DD UB,1,1,79
6047,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
6047,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6047,WM,CUT FLORAL,FPP,599977042,BQ MD MEGA MIX 9B RF,1,1,25
6047,WM,CUT FLORAL,FPP,599977251,RS MD 12ST RSE DD UB,1,1,79
6047,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
6047,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6047,WM,CUT FLORAL,FPP,599977251,RS MD 12ST RSE DD UB,1,1,79
6047,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
6055,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
6055,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6055,WM,CUT FLORAL,FPP,658791817,RS MD 12ST RSE 9B FP,1,1,25
6055,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6055,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6055,WM,CUT FLORAL,FPP,658419903,AR MD GNG MIX 54 BC,1,1,25
6055,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6055,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6055,WM,CUT FLORAL,FPP,658419903,AR MD GNG MIX 54 BC,1,1,25
6055,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6055,WM,CUT FLORAL,FPP,599974174,BQ MD MEGA MIX 9B CH,1,1,25
6055,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6055,WM,CUT FLORAL,FPP,658419903,AR MD GNG MIX 54 BC,1,1,25
6055,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6055,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6055,WM,CUT FLORAL,FPP,658419903,AR MD GNG MIX 54 BC,1,1,25
6056,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
6056,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6056,WM,CUT FLORAL,FPP,599974139,RS MD 12ST RSE 9B GF,1,1,25
6056,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6056,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6056,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
6056,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6056,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6056,WM,CUT FLORAL,FPP,599974139,RS MD 12ST RSE 9B GF,1,1,25
6056,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
6056,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
6056,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6056,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6056,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
6056,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6056,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6056,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
6057,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
6057,WM,CUT FLORAL,FPP,599974166,BQ MD XLMIX LA 9B FF,1,1,25
6057,WM,CUT FLORAL,FPP,599974171,RS MD 12ST RSE 9B BC,1,1,25
6057,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6057,WM,CUT FLORAL,FPP,599974166,BQ MD XLMIX LA 9B FF,1,1,25
6057,WM,CUT FLORAL,FPP,599974167,BQ MD XLMIX LA DD FF,1,1,79
6057,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
6057,WM,CUT FLORAL,FPP,658419903,AR MD GNG MIX 54 BC,1,1,25
6057,WM,CUT FLORAL,FPP,659086592,AR MD GNGMIX LA54 FF,1,1,25
6057,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6057,WM,CUT FLORAL,FPP,599974167,BQ MD XLMIX LA DD FF,1,1,79
6057,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
6057,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
6057,WM,CUT FLORAL,FPP,658419903,AR MD GNG MIX 54 BC,1,1,25
6057,WM,CUT FLORAL,FPP,659086592,AR MD GNGMIX LA54 FF,1,1,25
6057,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6057,WM,CUT FLORAL,FPP,599974167,BQ MD XLMIX LA DD FF,1,1,79
6057,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
6057,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
6057,WM,CUT FLORAL,FPP,659086592,AR MD GNGMIX LA54 FF,1,1,25
6057,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6057,WM,CUT FLORAL,FPP,599974167,BQ MD XLMIX LA DD FF,1,1,79
6057,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
6057,WM,CUT FLORAL,FPP,658419903,AR MD GNG MIX 54 BC,1,1,25
6057,WM,CUT FLORAL,FPP,659086592,AR MD GNGMIX LA54 FF,1,1,25
6059,WM,CUT FLORAL,FPP,658898797,BQ MD XL MIX 9B FP,1,1,25
6059,WM,CUT FLORAL,FPP,563059991,RS MD 12ST RSE DD MF,1,1,84
6059,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6059,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6059,WM,CUT FLORAL,FPP,658791708,RS MD 12ST RSE 9B MF,1,1,25
6059,WM,CUT FLORAL,FPP,658898797,BQ MD XL MIX 9B FP,1,1,25
6059,WM,CUT FLORAL,FPP,563059991,RS MD 12ST RSE DD MF,1,1,84
6059,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6059,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6059,WM,CUT FLORAL,FPP,658791708,RS MD 12ST RSE 9B MF,1,1,25
6059,WM,CUT FLORAL,FPP,563059991,RS MD 12ST RSE DD MF,1,1,84
6059,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6059,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6059,WM,CUT FLORAL,FPP,599974174,BQ MD MEGA MIX 9B CH,1,1,25
6059,WM,CUT FLORAL,FPP,563059991,RS MD 12ST RSE DD MF,1,1,84
6059,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6059,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6062,WM,CUT FLORAL,FPP,599974159,RS MD 12ST RSE 9B FF,1,1,25
6062,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6062,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6062,WM,CUT FLORAL,FPP,658898807,BQ MD XL MIX DD GF,1,1,79
6062,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6062,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6062,WM,CUT FLORAL,FPP,658898807,BQ MD XL MIX DD GF,1,1,79
6062,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6062,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6062,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
6062,WM,CUT FLORAL,FPP,658898807,BQ MD XL MIX DD GF,1,1,79
6062,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6062,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6062,WM,CUT FLORAL,FPP,658898807,BQ MD XL MIX DD GF,1,1,79
6064,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6064,WM,CUT FLORAL,FPP,579770259,BQ MD XL MIX 9B UB,1,1,25
6064,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6064,WM,CUT FLORAL,FPP,599974139,RS MD 12ST RSE 9B GF,1,1,25
6064,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6064,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6064,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
6064,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6064,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6064,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
6064,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6064,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6064,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
6064,WM,CUT FLORAL,FPP,658873739,BQ MD MEGA MIX 9B FF,1,1,25
6064,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6064,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6064,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
6065,WM,CUT FLORAL,FPP,579770224,BQ MD XL MIX 9B BC,1,1,25
6065,WM,CUT FLORAL,FPP,599976806,RS MD 12ST RSE 9B CR,1,1,25
6065,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6065,WM,CUT FLORAL,FPP,579770224,BQ MD XL MIX 9B BC,1,1,25
6065,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
6065,WM,CUT FLORAL,FPP,658419903,AR MD GNG MIX 54 BC,1,1,25
6065,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6065,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
6065,WM,CUT FLORAL,FPP,658419903,AR MD GNG MIX 54 BC,1,1,25
6065,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6065,WM,CUT FLORAL,FPP,599977042,BQ MD MEGA MIX 9B RF,1,1,25
6065,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
6065,WM,CUT FLORAL,FPP,658419903,AR MD GNG MIX 54 BC,1,1,25
6065,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6065,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
6065,WM,CUT FLORAL,FPP,658419903,AR MD GNG MIX 54 BC,1,1,25
6071,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
6071,WM,CUT FLORAL,FPP,599974159,RS MD 12ST RSE 9B FF,1,1,25
6071,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6071,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6071,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6071,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6071,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6071,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6071,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6071,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6071,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6071,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
6071,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6071,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6071,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6072,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6072,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
6072,WM,CUT FLORAL,FPP,599974166,BQ MD XLMIX LA 9B FF,1,1,25
6072,WM,CUT FLORAL,FPP,599976806,RS MD 12ST RSE 9B CR,1,1,25
6072,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6072,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6072,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6072,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6072,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6072,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6072,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6072,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6072,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6072,WM,CUT FLORAL,FPP,599974174,BQ MD MEGA MIX 9B CH,1,1,25
6072,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6072,WM,CUT FLORAL,FPP,659086592,AR MD GNGMIX LA54 FF,1,1,25
6072,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6072,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6072,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6073,WM,CUT FLORAL,FPP,579770230,BQ MD XL MIX DD CR,1,1,79
6073,WM,CUT FLORAL,FPP,579770232,BQ MD XL MIX 9B CR,1,1,25
6073,WM,CUT FLORAL,FPP,599974159,RS MD 12ST RSE 9B FF,1,1,25
6073,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6073,WM,CUT FLORAL,FPP,579770230,BQ MD XL MIX DD CR,1,1,79
6073,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6073,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6073,WM,CUT FLORAL,FPP,579770230,BQ MD XL MIX DD CR,1,1,79
6073,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6073,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6073,WM,CUT FLORAL,FPP,579770230,BQ MD XL MIX DD CR,1,1,79
6073,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6073,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6073,WM,CUT FLORAL,FPP,599977042,BQ MD MEGA MIX 9B RF,1,1,25
6073,WM,CUT FLORAL,FPP,579770230,BQ MD XL MIX DD CR,1,1,79
6073,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6073,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6074,WM,CUT FLORAL,FPP,658791817,RS MD 12ST RSE 9B FP,1,1,25
6074,WM,CUT FLORAL,FPP,658898797,BQ MD XL MIX 9B FP,1,1,25
6074,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6074,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
6074,WM,CUT FLORAL,FPP,658898797,BQ MD XL MIX 9B FP,1,1,25
6074,WM,CUT FLORAL,FPP,658898798,BQ MD XL MIX DD FP,1,1,79
6074,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6074,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
6074,WM,CUT FLORAL,FPP,658898798,BQ MD XL MIX DD FP,1,1,79
6074,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6074,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
6074,WM,CUT FLORAL,FPP,599974174,BQ MD MEGA MIX 9B CH,1,1,25
6074,WM,CUT FLORAL,FPP,658898798,BQ MD XL MIX DD FP,1,1,79
6074,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6074,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
6074,WM,CUT FLORAL,FPP,658898798,BQ MD XL MIX DD FP,1,1,79
6077,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6077,WM,CUT FLORAL,FPP,579770224,BQ MD XL MIX 9B BC,1,1,25
6077,WM,CUT FLORAL,FPP,599976806,RS MD 12ST RSE 9B CR,1,1,25
6077,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6077,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6077,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6077,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6077,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6077,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6077,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6077,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6077,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6077,WM,CUT FLORAL,FPP,599977042,BQ MD MEGA MIX 9B RF,1,1,25
6077,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
6077,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6077,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6082,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6082,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
6082,WM,CUT FLORAL,FPP,599934343,RS MD RSES 9B DI,1,1,25
6082,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6082,WM,CUT FLORAL,FPP,599974166,BQ MD XLMIX LA 9B FF,1,1,25
6082,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6082,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6082,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6082,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6082,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6082,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6082,WM,CUT FLORAL,FPP,599974167,BQ MD XLMIX LA DD FF,1,1,79
6082,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6082,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6082,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6082,WM,CUT FLORAL,FPP,658873739,BQ MD MEGA MIX 9B FF,1,1,25
6082,WM,CUT FLORAL,FPP,659086592,AR MD GNGMIX LA54 FF,1,1,25
6082,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6082,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6082,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6083,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6083,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
6083,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6083,WM,CUT FLORAL,FPP,658791817,RS MD 12ST RSE 9B FP,1,1,25
6083,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6083,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6083,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6083,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6083,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6083,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6083,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6083,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6083,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6083,WM,CUT FLORAL,FPP,658873739,BQ MD MEGA MIX 9B FF,1,1,25
6083,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6083,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6083,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6084,WM,CUT FLORAL,FPP,579770259,BQ MD XL MIX 9B UB,1,1,25
6084,WM,CUT FLORAL,FPP,599974159,RS MD 12ST RSE 9B FF,1,1,25
6084,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6084,WM,CUT FLORAL,FPP,579770259,BQ MD XL MIX 9B UB,1,1,25
6084,WM,CUT FLORAL,FPP,593017512,BQ MDAY XL MIX DD RD,1,1,79
6084,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6084,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
6084,WM,CUT FLORAL,FPP,593017512,BQ MDAY XL MIX DD RD,1,1,79
6084,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6084,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
6084,WM,CUT FLORAL,FPP,593017512,BQ MDAY XL MIX DD RD,1,1,79
6084,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6084,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
6084,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
6084,WM,CUT FLORAL,FPP,593017512,BQ MDAY XL MIX DD RD,1,1,79
6084,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
