Location Number,Capabilities,June 3 Hours,Week 19 (6/4-5) Additional Hours
553,Pickup + Instore,13,28
555,Pickup + Instore,13,28
556,Instore Only,8,18
557,Instore Only,8,18
558,Pickup + Instore,13,28
559,Pickup + Instore,13,28
560,Pickup + Instore,13,28
561,Instore Only,8,18
562,Pickup + Instore,13,28
563,Pickup + Instore,13,28
564,Pickup + Instore,13,28
565,Instore Only,8,18
566,Pickup + Instore,13,28
568,Instore Only,8,18
569,Instore Only,8,18
571,Pickup + Instore,13,28
572,Pickup + Instore,13,28
573,Pickup + Instore,13,28
574,Pickup + Instore,13,28
575,Pickup + Instore,13,28
576,Pickup + Instore,13,28
577,Pickup + Instore,13,28
578,Pickup + Instore,13,28
579,Pickup + Instore,13,28
580,Pickup + Instore,13,28
581,Instore Only,8,18
582,Pickup + Instore,13,28
583,Instore Only,8,18
584,Instore Only,8,18
585,Pickup + Instore,13,28
586,Pickup + Instore,13,28
587,Instore Only,8,18
588,Pickup + Instore,13,28
589,Pickup + Instore,13,28
590,Pickup + Instore,13,28
591,Instore Only,8,18
592,Pickup + Instore,13,28
593,Instore Only,8,18
594,Pickup + Instore,13,28
595,Pickup + Instore,13,28
598,Pickup + Instore,13,28
599,Pickup + Instore,13,28
600,Instore Only,8,18
601,Pickup + Instore,13,28
602,Pickup + Instore,13,28
603,Pickup + Instore,13,28
604,Pickup + Instore,13,28
605,Pickup + Instore,13,28
608,Pickup + Instore,13,28
609,Instore Only,8,18
610,Instore Only,8,18
611,Pickup + Instore,13,28
612,Instore Only,8,18
613,Pickup + Instore,13,28
614,Pickup + Instore,13,28
615,Pickup + Instore,13,28
616,Pickup + Instore,13,28
618,Pickup + Instore,13,28
619,Instore Only,8,18
620,Pickup + Instore,13,28
621,Instore Only,8,18
622,Pickup + Instore,13,28
623,Pickup + Instore,13,28
624,Pickup + Instore,13,28
625,Pickup + Instore,13,28
627,Instore Only,8,18
628,Pickup + Instore,13,28
629,Instore Only,8,18
630,Pickup + Instore,13,28
631,Pickup + Instore,13,28
632,Pickup + Instore,13,28
633,Instore Only,8,18
634,Pickup + Instore,13,28
635,Pickup + Instore,13,28
636,Instore Only,8,18
637,Instore Only,8,18
638,Pickup + Instore,13,28
639,Pickup + Instore,13,28
640,Pickup + Instore,13,28
641,Pickup + Instore,13,28
642,Instore Only,8,18
643,Pickup + Instore,13,28
644,Pickup + Instore,13,28
645,Instore Only,8,18
646,Instore Only,8,18
647,Instore Only,8,18
648,Pickup + Instore,13,28
649,Pickup + Instore,13,28
651,Pickup + Instore,13,28
652,Pickup + Instore,13,28
653,Pickup + Instore,13,28
655,Fuel + Instore,11,23
656,Instore Only,8,18
657,Pickup + Instore,13,28
658,Pickup + Instore,13,28
659,Pickup + Instore,13,28
660,Pickup + Instore,13,28
661,Pickup + Instore,13,28
662,Pickup + Instore,13,28
663,Pickup + Instore,13,28
664,Instore Only,8,18
665,Instore Only,8,18
666,Pickup + Instore,13,28
667,Pickup + Instore,13,28
668,Pickup + Instore,13,28
669,Pickup + Instore,13,28
670,Pickup + Instore,13,28
671,Pickup + Instore,13,28
672,Pickup + Instore,13,28
673,Pickup + Instore,13,28
674,Pickup + Instore,13,28
675,Instore Only,8,18
676,Instore Only,8,18
677,Pickup + Instore,13,28
678,Instore Only,8,18
680,Pickup + Instore,13,28
681,Pickup + Instore,13,28
682,Pickup + Instore,13,28
683,Instore Only,8,18
684,Instore Only,8,18
685,Pickup + Instore,13,28
686,Instore Only,8,18
687,Pickup + Instore,13,28
688,Pickup + Instore,13,28
689,Pickup + Instore,13,28
690,Pickup + Instore,13,28
691,Instore Only,8,18
692,Pickup + Instore,13,28
694,Pickup + Instore,13,28
695,Fuel + Pickup + Instore,16,33
697,Pickup + Instore,13,28
698,Pickup + Instore,13,28
699,Pickup + Instore,13,28
700,Instore Only,8,18
701,Pickup + Instore,13,28
702,Pickup + Instore,13,28
703,Pickup + Instore,13,28
705,Pickup + Instore,13,28
706,Pickup + Instore,13,28
707,Instore Only,8,18
708,Instore Only,8,18
709,Pickup + Instore,13,28
710,Pickup + Instore,13,28
711,Instore Only,8,18
712,Instore Only,8,18
714,Pickup + Instore,13,28
715,Pickup + Instore,13,28
716,Instore Only,8,18
718,Pickup + Instore,13,28
719,Pickup + Instore,13,28
720,Pickup + Instore,13,28
721,Pickup + Instore,13,28
722,Pickup + Instore,13,28
723,Instore Only,8,18
724,Pickup + Instore,13,28
725,Pickup + Instore,13,28
726,Instore Only,8,18
727,Instore Only,8,18
728,Pickup + Instore,13,28
729,Pickup + Instore,13,28
730,Instore Only,8,18
731,Instore Only,8,18
733,Instore Only,8,18
734,Pickup + Instore,13,28
735,Instore Only,8,18
736,Instore Only,8,18
737,Instore Only,8,18
738,Instore Only,8,18
739,Instore Only,8,18
740,Instore Only,8,18
741,Instore Only,8,18
742,Pickup + Instore,13,28
743,Pickup + Instore,13,28
744,Pickup + Instore,13,28
745,Pickup + Instore,13,28
746,Pickup + Instore,13,28
748,Instore Only,8,18
749,Pickup + Instore,13,28
750,Instore Only,8,18
751,Instore Only,8,18
752,Pickup + Instore,13,28
753,Pickup + Instore,13,28
754,Pickup + Instore,13,28
755,Pickup + Instore,13,28
756,Instore Only,8,18
757,Instore Only,8,18
758,Instore Only,8,18
759,Instore Only,8,18
761,Pickup + Instore,13,28
762,Pickup + Instore,13,28
764,Pickup + Instore,13,28
765,Pickup + Instore,13,28
766,Pickup + Instore,13,28
767,Pickup + Instore,13,28
768,Pickup + Instore,13,28
769,Pickup + Instore,13,28
770,Instore Only,8,18
771,Pickup + Instore,13,28
772,Pickup + Instore,13,28
773,Instore Only,8,18
774,Pickup + Instore,13,28
775,Instore Only,8,18
776,Pickup + Instore,13,28
777,Pickup + Instore,13,28
778,Pickup + Instore,13,28
779,Pickup + Instore,13,28
780,Pickup + Instore,13,28
781,Instore Only,8,18
782,Instore Only,8,18
784,Instore Only,8,18
785,Instore Only,8,18
786,Pickup + Instore,13,28
787,Pickup + Instore,13,28
788,Instore Only,8,18
789,Pickup + Instore,13,28
790,Instore Only,8,18
791,Instore Only,8,18
793,Pickup + Instore,13,28
794,Instore Only,8,18
795,Instore Only,8,18
796,Instore Only,8,18
797,Instore Only,8,18
798,Instore Only,8,18
799,Instore Only,8,18
800,Pickup + Instore,13,28
801,Instore Only,8,18
802,Instore Only,8,18
803,Instore Only,8,18
804,Instore Only,8,18
805,Pickup + Instore,13,28
806,Pickup + Instore,13,28
807,Pickup + Instore,13,28
808,Pickup + Instore,13,28
809,Pickup + Instore,13,28
810,Pickup + Instore,13,28
811,Instore Only,8,18
812,Instore Only,8,18
813,Instore Only,8,18
814,Pickup + Instore,13,28
815,Instore Only,8,18
816,Instore Only,8,18
817,Pickup + Instore,13,28
818,Pickup + Instore,13,28
819,Pickup + Instore,13,28
820,Instore Only,8,18
821,Pickup + Instore,13,28
822,Pickup + Instore,13,28
823,Pickup + Instore,13,28
824,Pickup + Instore,13,28
825,Pickup + Instore,13,28
826,Pickup + Instore,13,28
827,Instore Only,8,18
828,Pickup + Instore,13,28
831,Pickup + Instore,13,28
833,Instore Only,8,18
834,Instore Only,8,18
835,Pickup + Instore,13,28
836,Instore Only,8,18
838,Pickup + Instore,13,28
839,Pickup + Instore,13,28
842,Pickup + Instore,13,28
843,Pickup + Instore,13,28
844,Pickup + Instore,13,28
846,Instore Only,8,18
847,Instore Only,8,18
848,Pickup + Instore,13,28
849,Pickup + Instore,13,28
850,Pickup + Instore,13,28
851,Instore Only,8,18
852,Instore Only,8,18
853,Pickup + Instore,13,28
854,Instore Only,8,18
855,Instore Only,8,18
856,Instore Only,8,18
857,Pickup + Instore,13,28
858,Instore Only,8,18
859,Pickup + Instore,13,28
860,Pickup + Instore,13,28
861,Pickup + Instore,13,28
862,Pickup + Instore,13,28
863,Instore Only,8,18
864,Instore Only,8,18
865,Pickup + Instore,13,28
866,Pickup + Instore,13,28
867,Pickup + Instore,13,28
868,Instore Only,8,18
869,Instore Only,8,18
870,Instore Only,8,18
872,Pickup + Instore,13,28
874,Instore Only,8,18
875,Pickup + Instore,13,28
876,Instore Only,8,18
877,Pickup + Instore,13,28
878,Pickup + Instore,13,28
879,Instore Only,8,18
880,Pickup + Instore,13,28
881,Pickup + Instore,13,28
882,Instore Only,8,18
884,Pickup + Instore,13,28
885,Instore Only,8,18
886,Pickup + Instore,13,28
887,Pickup + Instore,13,28
888,Instore Only,8,18
889,Instore Only,8,18
890,Pickup + Instore,13,28
891,Instore Only,8,18
892,Pickup + Instore,13,28
894,Pickup + Instore,13,28
896,Pickup + Instore,13,28
897,Fuel + Instore,11,23
899,Pickup + Instore,13,28
900,Instore Only,8,18
901,Pickup + Instore,13,28
902,Instore Only,8,18
903,Instore Only,8,18
904,Pickup + Instore,13,28
905,Pickup + Instore,13,28
906,Instore Only,8,18
907,Instore Only,8,18
908,Pickup + Instore,13,28
909,Pickup + Instore,13,28
910,Instore Only,8,18
911,Pickup + Instore,13,28
912,Pickup + Instore,13,28
913,Instore Only,8,18
914,Instore Only,8,18
915,Pickup + Instore,13,28
916,Pickup + Instore,13,28
917,Instore Only,8,18
918,Instore Only,8,18
919,Pickup + Instore,13,28
921,Pickup + Instore,13,28
922,Instore Only,8,18
923,Pickup + Instore,13,28
924,Instore Only,8,18
927,Instore Only,8,18
928,Pickup + Instore,13,28
929,Pickup + Instore,13,28
930,Pickup + Instore,13,28
931,Pickup + Instore,13,28
932,Pickup + Instore,13,28
933,Instore Only,8,18
934,Pickup + Instore,13,28
935,Pickup + Instore,13,28
936,Instore Only,8,18
937,Pickup + Instore,13,28
938,Pickup + Instore,13,28
939,Pickup + Instore,13,28
940,Pickup + Instore,13,28
941,Pickup + Instore,13,28
942,Pickup + Instore,13,28
943,Pickup + Instore,13,28
944,Pickup + Instore,13,28
945,Pickup + Instore,13,28
947,Pickup + Instore,13,28
948,Pickup + Instore,13,28
950,Pickup + Instore,13,28
952,Instore Only,8,18
953,Pickup + Instore,13,28
954,Instore Only,8,18
955,Pickup + Instore,13,28
958,Instore Only,8,18
959,Instore Only,8,18
960,Pickup + Instore,13,28
961,Pickup + Instore,13,28
962,Instore Only,8,18
963,Pickup + Instore,13,28
964,Pickup + Instore,13,28
965,Instore Only,8,18
966,Instore Only,8,18
967,Pickup + Instore,13,28
968,Pickup + Instore,13,28
969,Pickup + Instore,13,28
970,Instore Only,8,18
971,Instore Only,8,18
972,Fuel + Pickup + Instore,16,33
973,Pickup + Instore,13,28
974,Pickup + Instore,13,28
975,Instore Only,8,18
976,Instore Only,8,18
978,Instore Only,8,18
979,Instore Only,8,18
980,Pickup + Instore,13,28
981,Pickup + Instore,13,28
982,Instore Only,8,18
984,Pickup + Instore,13,28
985,Instore Only,8,18
987,Pickup + Instore,13,28
988,Pickup + Instore,13,28
989,Pickup + Instore,13,28
990,Pickup + Instore,13,28
991,Pickup + Instore,13,28
992,Pickup + Instore,13,28
993,Instore Only,8,18
994,Pickup + Instore,13,28
995,Pickup + Instore,13,28
999,Fuel + Pickup + Instore,16,33
1000,Pickup + Instore,13,28
1001,Pickup + Instore,13,28
1002,Instore Only,8,18
1003,Pickup + Instore,13,28
1004,Pickup + Instore,13,28
1005,Instore Only,8,18
1006,Instore Only,8,18
1007,Instore Only,8,18
1008,Pickup + Instore,13,28
1009,Pickup + Instore,13,28
1010,Pickup + Instore,13,28
1011,Pickup + Instore,13,28
1012,Instore Only,8,18
1014,Pickup + Instore,13,28
1015,Pickup + Instore,13,28
1016,Pickup + Instore,13,28
1017,Instore Only,8,18
1018,Instore Only,8,18
1019,Instore Only,8,18
1020,Instore Only,8,18
1021,Instore Only,8,18
1022,Pickup + Instore,13,28
1023,Instore Only,8,18
1024,Instore Only,8,18
1025,Pickup + Instore,13,28
1026,Pickup + Instore,13,28
1027,Pickup + Instore,13,28
1028,Pickup + Instore,13,28
1029,Pickup + Instore,13,28
1030,Pickup + Instore,13,28
1032,Pickup + Instore,13,28
1033,Pickup + Instore,13,28
1034,Pickup + Instore,13,28
1035,Pickup + Instore,13,28
1036,Instore Only,8,18
1037,Pickup + Instore,13,28
1038,Instore Only,8,18
1039,Pickup + Instore,13,28
1040,Pickup + Instore,13,28
1041,Pickup + Instore,13,28
1042,Instore Only,8,18
1043,Instore Only,8,18
1044,Pickup + Instore,13,28
1045,Pickup + Instore,13,28
1047,Pickup + Instore,13,28
1048,Pickup + Instore,13,28
1051,Instore Only,8,18
1052,Instore Only,8,18
1053,Pickup + Instore,13,28
1054,Instore Only,8,18
1055,Pickup + Instore,13,28
1056,Pickup + Instore,13,28
1057,Instore Only,8,18
1058,Instore Only,8,18
1059,Instore Only,8,18
1060,Pickup + Instore,13,28
1061,Instore Only,8,18
1062,Pickup + Instore,13,28
1064,Pickup + Instore,13,28
1065,Instore Only,8,18
1066,Pickup + Instore,13,28
1068,Pickup + Instore,13,28
1069,Instore Only,8,18
1070,Instore Only,8,18
1071,Pickup + Instore,13,28
1072,Instore Only,8,18
1073,Instore Only,8,18
1074,Instore Only,8,18
1075,Pickup + Instore,13,28
1076,Pickup + Instore,13,28
1077,Pickup + Instore,13,28
1079,Pickup + Instore,13,28
1080,Pickup + Instore,13,28
1081,Pickup + Instore,13,28
1082,Pickup + Instore,13,28
1083,Pickup + Instore,13,28
1085,Pickup + Instore,13,28
1086,Pickup + Instore,13,28
1087,Pickup + Instore,13,28
1088,Pickup + Instore,13,28
1089,Instore Only,8,18
1090,Pickup + Instore,13,28
1091,Instore Only,8,18
1093,Pickup + Instore,13,28
1094,Pickup + Instore,13,28
1096,Instore Only,8,18
1097,Pickup + Instore,13,28
1098,Instore Only,8,18
1099,Pickup + Instore,13,28
1100,Instore Only,8,18
1101,Instore Only,8,18
1102,Pickup + Instore,13,28
1103,Pickup + Instore,13,28
1104,Pickup + Instore,13,28
1105,Pickup + Instore,13,28
1106,Instore Only,8,18
1107,Instore Only,8,18
1108,Instore Only,8,18
1109,Instore Only,8,18
1110,Instore Only,8,18
1111,Instore Only,8,18
1112,Instore Only,8,18
1113,Pickup + Instore,13,28
1114,Instore Only,8,18
1115,Instore Only,8,18
1116,Instore Only,8,18
1117,Pickup + Instore,13,28
1118,Pickup + Instore,13,28
1120,Pickup + Instore,13,28
1121,Pickup + Instore,13,28
1122,Instore Only,8,18
1123,Pickup + Instore,13,28
1124,Pickup + Instore,13,28
1125,Pickup + Instore,13,28
1126,Pickup + Instore,13,28
1128,Instore Only,8,18
1129,Pickup + Instore,13,28
1130,Instore Only,8,18
1131,Instore Only,8,18
1132,Pickup + Instore,13,28
1133,Pickup + Instore,13,28
1134,Pickup + Instore,13,28
1135,Pickup + Instore,13,28
1136,Pickup + Instore,13,28
1137,Fuel + Pickup + Instore,16,33
1139,Instore Only,8,18
1140,Instore Only,8,18
1141,Pickup + Instore,13,28
1142,Pickup + Instore,13,28
1143,Instore Only,8,18
1144,Instore Only,8,18
1146,Pickup + Instore,13,28
1147,Instore Only,8,18
1148,Pickup + Instore,13,28
1149,Pickup + Instore,13,28
1150,Pickup + Instore,13,28
1151,Pickup + Instore,13,28
1152,Instore Only,8,18
1153,Pickup + Instore,13,28
1154,Instore Only,8,18
1155,Pickup + Instore,13,28
1156,Pickup + Instore,13,28
1157,Instore Only,8,18
1158,Pickup + Instore,13,28
1160,Pickup + Instore,13,28
1161,Pickup + Instore,13,28
1162,Instore Only,8,18
1163,Pickup + Instore,13,28
1164,Pickup + Instore,13,28
1165,Pickup + Instore,13,28
1167,Pickup + Instore,13,28
1168,Instore Only,8,18
1169,Instore Only,8,18
1170,Instore Only,8,18
1171,Pickup + Instore,13,28
1172,Pickup + Instore,13,28
1173,Pickup + Instore,13,28
1174,Instore Only,8,18
1176,Pickup + Instore,13,28
1177,Pickup + Instore,13,28
1178,Pickup + Instore,13,28
1179,Pickup + Instore,13,28
1180,Instore Only,8,18
1181,Pickup + Instore,13,28
1182,Pickup + Instore,13,28
1183,Pickup + Instore,13,28
1184,Pickup + Instore,13,28
1185,Pickup + Instore,13,28
1186,Instore Only,8,18
1187,Instore Only,8,18
1188,Pickup + Instore,13,28
1190,Pickup + Instore,13,28
1191,Pickup + Instore,13,28
1192,Instore Only,8,18
1193,Pickup + Instore,13,28
1194,Pickup + Instore,13,28
1195,Pickup + Instore,13,28
1196,Instore Only,8,18
1197,Pickup + Instore,13,28
1198,Pickup + Instore,13,28
1199,Instore Only,8,18
1200,Pickup + Instore,13,28
1201,Pickup + Instore,13,28
1202,Pickup + Instore,13,28
1203,Pickup + Instore,13,28
1204,Pickup + Instore,13,28
1205,Instore Only,8,18
1206,Pickup + Instore,13,28
1207,Pickup + Instore,13,28
1209,Pickup + Instore,13,28
1210,Pickup + Instore,13,28
1211,Instore Only,8,18
1212,Pickup + Instore,13,28
1213,Pickup + Instore,13,28
1214,Instore Only,8,18
1215,Pickup + Instore,13,28
1216,Pickup + Instore,13,28
1217,Instore Only,8,18
1218,Pickup + Instore,13,28
1219,Pickup + Instore,13,28
1220,Pickup + Instore,13,28
1221,Pickup + Instore,13,28
1222,Pickup + Instore,13,28
1223,Pickup + Instore,13,28
1224,Pickup + Instore,13,28
1225,Pickup + Instore,13,28
1226,Instore Only,8,18
1227,Pickup + Instore,13,28
1228,Pickup + Instore,13,28
1229,Pickup + Instore,13,28
1230,Pickup + Instore,13,28
1231,Pickup + Instore,13,28
1232,Pickup + Instore,13,28
1233,Instore Only,8,18
1234,Instore Only,8,18
1235,Pickup + Instore,13,28
1236,Pickup + Instore,13,28
1237,Pickup + Instore,13,28
1238,Pickup + Instore,13,28
1239,Instore Only,8,18
1240,Pickup + Instore,13,28
1241,Pickup + Instore,13,28
1242,Pickup + Instore,13,28
1243,Instore Only,8,18
1244,Pickup + Instore,13,28
1245,Pickup + Instore,13,28
1247,Instore Only,8,18
1248,Pickup + Instore,13,28
1249,Pickup + Instore,13,28
1252,Pickup + Instore,13,28
1253,Pickup + Instore,13,28
1254,Pickup + Instore,13,28
1255,Instore Only,8,18
1256,Pickup + Instore,13,28
1257,Fuel + Instore,11,23
1259,Instore Only,8,18
1260,Instore Only,8,18
1261,Pickup + Instore,13,28
1263,Pickup + Instore,13,28
1264,Instore Only,8,18
1265,Pickup + Instore,13,28
1266,Pickup + Instore,13,28
1267,Pickup + Instore,13,28
1268,Instore Only,8,18
1270,Pickup + Instore,13,28
1271,Pickup + Instore,13,28
1272,Instore Only,8,18
1273,Pickup + Instore,13,28
1274,Instore Only,8,18
1275,Pickup + Instore,13,28
1276,Pickup + Instore,13,28
1277,Instore Only,8,18
1279,Pickup + Instore,13,28
1280,Pickup + Instore,13,28
1281,Pickup + Instore,13,28
1282,Instore Only,8,18
1283,Pickup + Instore,13,28
1284,Pickup + Instore,13,28
1285,Instore Only,8,18
1286,Pickup + Instore,13,28
1287,Pickup + Instore,13,28
1288,Pickup + Instore,13,28
1289,Instore Only,8,18
1290,Instore Only,8,18
1291,Pickup + Instore,13,28
1292,Pickup + Instore,13,28
1293,Pickup + Instore,13,28
1294,Pickup + Instore,13,28
1295,Instore Only,8,18
1296,Pickup + Instore,13,28
1297,Instore Only,8,18
1298,Pickup + Instore,13,28
1299,Instore Only,8,18
1300,Pickup + Instore,13,28
1301,Pickup + Instore,13,28
1302,Instore Only,8,18
1303,Pickup + Instore,13,28
1304,Instore Only,8,18
1305,Pickup + Instore,13,28
1306,Pickup + Instore,13,28
1307,Pickup + Instore,13,28
1308,Pickup + Instore,13,28
1309,Pickup + Instore,13,28
1310,Pickup + Instore,13,28
1311,Pickup + Instore,13,28
1312,Pickup + Instore,13,28
1313,Pickup + Instore,13,28
1314,Pickup + Instore,13,28
1315,Pickup + Instore,13,28
1316,Instore Only,8,18
1317,Pickup + Instore,13,28
1318,Pickup + Instore,13,28
1319,Pickup + Instore,13,28
1320,Pickup + Instore,13,28
1321,Pickup + Instore,13,28
1322,Pickup + Instore,13,28
1324,Instore Only,8,18
1326,Pickup + Instore,13,28
1327,Instore Only,8,18
1328,Instore Only,8,18
1329,Instore Only,8,18
1330,Pickup + Instore,13,28
1331,Pickup + Instore,13,28
1332,Pickup + Instore,13,28
1333,Instore Only,8,18
1334,Instore Only,8,18
1335,Instore Only,8,18
1337,Instore Only,8,18
1338,Fuel + Pickup + Instore,16,33
1339,Pickup + Instore,13,28
1340,Pickup + Instore,13,28
1341,Pickup + Instore,13,28
1342,Pickup + Instore,13,28
1344,Pickup + Instore,13,28
1345,Pickup + Instore,13,28
1346,Pickup + Instore,13,28
1347,Pickup + Instore,13,28
1348,Pickup + Instore,13,28
1349,Pickup + Instore,13,28
1350,Pickup + Instore,13,28
1351,Pickup + Instore,13,28
1352,Instore Only,8,18
1353,Pickup + Instore,13,28
1354,Instore Only,8,18
1355,Pickup + Instore,13,28
1356,Instore Only,8,18
1357,Instore Only,8,18
1358,Instore Only,8,18
1359,Pickup + Instore,13,28
1360,Instore Only,8,18
1361,Pickup + Instore,13,28
1362,Pickup + Instore,13,28
1363,Instore Only,8,18
1364,Instore Only,8,18
1366,Instore Only,8,18
1367,Pickup + Instore,13,28
1368,Instore Only,8,18
1369,Pickup + Instore,13,28
1370,Pickup + Instore,13,28
1371,Pickup + Instore,13,28
1372,Pickup + Instore,13,28
1373,Pickup + Instore,13,28
1375,Instore Only,8,18
1376,Pickup + Instore,13,28
1377,Pickup + Instore,13,28
1378,Pickup + Instore,13,28
1379,Pickup + Instore,13,28
1380,Instore Only,8,18
1381,Pickup + Instore,13,28
1382,Pickup + Instore,13,28
1383,Pickup + Instore,13,28
1384,Instore Only,8,18
1385,Pickup + Instore,13,28
1386,Instore Only,8,18
1387,Pickup + Instore,13,28
1388,Pickup + Instore,13,28
1389,Instore Only,8,18
1390,Pickup + Instore,13,28
1391,Pickup + Instore,13,28
1392,Pickup + Instore,13,28
1393,Instore Only,8,18
1394,Pickup + Instore,13,28
1395,Fuel + Instore,11,23
1396,Instore Only,8,18
1397,Pickup + Instore,13,28
1398,Pickup + Instore,13,28
1399,Instore Only,8,18
1400,Pickup + Instore,13,28
1401,Pickup + Instore,13,28
1403,Instore Only,8,18
1404,Pickup + Instore,13,28
1405,Pickup + Instore,13,28
1406,Pickup + Instore,13,28
1407,Pickup + Instore,13,28
1408,Pickup + Instore,13,28
1409,Pickup + Instore,13,28
1410,Pickup + Instore,13,28
1411,Pickup + Instore,13,28
1412,Instore Only,8,18
1413,Pickup + Instore,13,28
1414,Instore Only,8,18
1415,Instore Only,8,18
1416,Instore Only,8,18
1417,Pickup + Instore,13,28
1418,Pickup + Instore,13,28
1419,Pickup + Instore,13,28
1420,Fuel + Pickup + Instore,16,33
1421,Pickup + Instore,13,28
1422,Instore Only,8,18
1423,Instore Only,8,18
1424,Pickup + Instore,13,28
1425,Instore Only,8,18
1426,Pickup + Instore,13,28
1427,Instore Only,8,18
1428,Pickup + Instore,13,28
1429,Instore Only,8,18
1430,Pickup + Instore,13,28
1431,Instore Only,8,18
1432,Instore Only,8,18
1433,Instore Only,8,18
1434,Pickup + Instore,13,28
1435,Instore Only,8,18
1436,Pickup + Instore,13,28
1437,Instore Only,8,18
1438,Pickup + Instore,13,28
1439,Pickup + Instore,13,28
1440,Fuel + Pickup + Instore,16,33
1441,Pickup + Instore,13,28
1442,Instore Only,8,18
1443,Pickup + Instore,13,28
1444,Pickup + Instore,13,28
1445,Instore Only,8,18
1446,Instore Only,8,18
1447,Pickup + Instore,13,28
1448,Pickup + Instore,13,28
1449,Pickup + Instore,13,28
1450,Instore Only,8,18
1451,Instore Only,8,18
1453,Pickup + Instore,13,28
1454,Pickup + Instore,13,28
1455,Pickup + Instore,13,28
1456,Instore Only,8,18
1457,Instore Only,8,18
1458,Pickup + Instore,13,28
1459,Pickup + Instore,13,28
1460,Instore Only,8,18
1461,Instore Only,8,18
1462,Instore Only,8,18
1463,Pickup + Instore,13,28
1464,Pickup + Instore,13,28
1465,Pickup + Instore,13,28
1466,Instore Only,8,18
1467,Instore Only,8,18
1468,Instore Only,8,18
1469,Pickup + Instore,13,28
1470,Instore Only,8,18
1472,Pickup + Instore,13,28
1473,Pickup + Instore,13,28
1474,Pickup + Instore,13,28
1475,Instore Only,8,18
1476,Pickup + Instore,13,28
1477,Instore Only,8,18
1478,Pickup + Instore,13,28
1479,Pickup + Instore,13,28
1480,Instore Only,8,18
1481,Pickup + Instore,13,28
1483,Instore Only,8,18
1485,Pickup + Instore,13,28
1486,Pickup + Instore,13,28
1487,Pickup + Instore,13,28
1488,Pickup + Instore,13,28
1490,Pickup + Instore,13,28
1491,Instore Only,8,18
1492,Pickup + Instore,13,28
1493,Instore Only,8,18
1494,Fuel + Pickup + Instore,16,33
1495,Pickup + Instore,13,28
1496,Pickup + Instore,13,28
1497,Fuel + Pickup + Instore,16,33
1498,Pickup + Instore,13,28
1499,Fuel + Instore,11,23
1500,Instore Only,8,18
1502,Instore Only,8,18
1503,Pickup + Instore,13,28
1504,Pickup + Instore,13,28
1505,Instore Only,8,18
1506,Instore Only,8,18
1507,Pickup + Instore,13,28
1508,Instore Only,8,18
1509,Instore Only,8,18
1510,Pickup + Instore,13,28
1511,Pickup + Instore,13,28
1512,Pickup + Instore,13,28
1513,Pickup + Instore,13,28
1514,Pickup + Instore,13,28
1515,Pickup + Instore,13,28
1516,Fuel + Instore,11,23
1517,Pickup + Instore,13,28
1518,Fuel + Pickup + Instore,16,33
1519,Instore Only,8,18
1520,Instore Only,8,18
1521,Pickup + Instore,13,28
1522,Fuel + Instore,11,23
1523,Pickup + Instore,13,28
1524,Pickup + Instore,13,28
1525,Pickup + Instore,13,28
1526,Instore Only,8,18
1527,Pickup + Instore,13,28
1528,Pickup + Instore,13,28
1529,Pickup + Instore,13,28
1530,Instore Only,8,18
1531,Fuel + Pickup + Instore,16,33
1532,Pickup + Instore,13,28
1533,Pickup + Instore,13,28
1534,Pickup + Instore,13,28
1535,Pickup + Instore,13,28
1536,Pickup + Instore,13,28
1538,Instore Only,8,18
1539,Pickup + Instore,13,28
1540,Instore Only,8,18
1541,Pickup + Instore,13,28
1542,Instore Only,8,18
1543,Instore Only,8,18
1544,Pickup + Instore,13,28
1545,Pickup + Instore,13,28
1547,Pickup + Instore,13,28
1548,Instore Only,8,18
1549,Pickup + Instore,13,28
1551,Pickup + Instore,13,28
1552,Pickup + Instore,13,28
1553,Pickup + Instore,13,28
1554,Pickup + Instore,13,28
1555,Pickup + Instore,13,28
1556,Pickup + Instore,13,28
1557,Pickup + Instore,13,28
1558,Pickup + Instore,13,28
1560,Pickup + Instore,13,28
1561,Pickup + Instore,13,28
1563,Pickup + Instore,13,28
1564,Pickup + Instore,13,28
1565,Instore Only,8,18
1566,Pickup + Instore,13,28
1567,Pickup + Instore,13,28
1568,Pickup + Instore,13,28
1569,Instore Only,8,18
1570,Pickup + Instore,13,28
1571,Pickup + Instore,13,28
1572,Fuel + Instore,11,23
1573,Fuel + Instore,11,23
1574,Pickup + Instore,13,28
1575,Instore Only,8,18
1577,Pickup + Instore,13,28
1578,Pickup + Instore,13,28
1579,Instore Only,8,18
1580,Pickup + Instore,13,28
1581,Pickup + Instore,13,28
1584,Pickup + Instore,13,28
1585,Pickup + Instore,13,28
1586,Pickup + Instore,13,28
1588,Pickup + Instore,13,28
1589,Pickup + Instore,13,28
1590,Pickup + Instore,13,28
1591,Pickup + Instore,13,28
1592,Instore Only,8,18
1593,Instore Only,8,18
1594,Pickup + Instore,13,28
1595,Pickup + Instore,13,28
1596,Pickup + Instore,13,28
1597,Pickup + Instore,13,28
1598,Pickup + Instore,13,28
1599,Pickup + Instore,13,28
1600,Pickup + Instore,13,28
1601,Pickup + Instore,13,28
1602,Pickup + Instore,13,28
1603,Instore Only,8,18
1604,Pickup + Instore,13,28
1605,Pickup + Instore,13,28
