Market,Store,Location Name,Refresh Qty,Refresh Cost
542,5204,BOSSIER CITY LA,25,"$10,000"
543,3042,COVINGTON LA,34,"$13,600"
543,3703,"KENNER (WILL & ESPL), LA",37,"$14,800"
543,5102,GRETNA WESTBANK EXPY LA,33,"$13,200"
543,5722,"NEW ORLEANS (MANHTTN), LA",26,"$10,400"
543,5776,OCEAN SPRINGS MS,47,"$18,800"
543,6165,GULFPORT PASS RD MS,29,"$11,600"
543,6166,DIBERVILLE MS,42,"$16,800"
543,6577,SLIDELL ROBERT BLVD LA,29,"$11,600"
543,6588,SLIDELL PONCHARTRAIN LA,34,"$13,600"
543,7099,MORGAN CITY LA,44,"$17,600"
561,2397,"MANSFIELD, TX",49,"$19,600"
561,2975,"GARLAND, TX",38,"$15,200"
561,2976,"MESQUITE, TX",34,"$13,600"
561,3015,PLEASANT GROVE TX,31,"$12,400"
561,3530,"ROCKWALL(S), TX",44,"$17,600"
561,3870,"ARLINGTON, TX",46,"$18,400"
561,4046,GARLAND 78 & MILLER TX,31,"$12,400"
561,5021,DALLAS TX,32,"$12,800"
562,3452,"HOUSTON(RIPPLE), TX",35,"$14,000"
562,3509,"HOUSTON, TX",41,"$16,400"
562,3579,KINGWOOD TX,40,"$16,000"
562,4466,SUGAR LAND W AIRPORT TX,38,"$15,200"
562,4618,LEAGUE CITY LANDING TX,23,"$9,200"
562,6583,LAKE CHARLES RYAN LA,28,"$11,200"
562,7309,HUMBLE TX,26,"$10,400"
562,7361,PEARLAND TX,41,"$16,400"
570,2451,ALBUQUERQUE SAN MATEO NM,35,"$14,000"
570,3317,"ALBUQUERQUE, NM",29,"$11,600"
570,3385,ALBUQUERQUE (SAGE) NM,24,"$9,600"
570,3517,RIO RANCHO SOUTHERN NM,35,"$14,000"
570,4676,ALBUQUERQUE LADERA NM,36,"$14,400"
570,5702,"LUBBOCK, TX",51,"$20,400"
570,7349,AMARILLO ARDEN TX,36,"$14,400"
570,7362,AMARILLO OSAGE TX,26,"$10,400"
96,2499,WINDERMERE FL,41,"$16,400"
96,3162,ORLANDO MICHIGAN FL,31,"$12,400"
96,4211,"ORLANDO (CLARC/PINE), FL",44,"$17,600"
96,5366,"MELBOURNE, FL",39,"$15,600"
96,6894,APOPKA BALMY BEACH FL,44,"$17,600"
102,3066,SARASOTA FL,44,"$17,600"
102,4354,"NAPLES (PINE), FL",40,"$16,000"
102,5321,"FORT MYERS (COL-MAC), FL",35,"$14,000"
102,5622,BRANDON FL,37,"$14,800"
102,5826,"BRANDON (LITHIA), FL",27,"$10,800"
102,6968,RIVERVIEW FL,31,"$12,400"
102,7221,NORTH PORT HERON CREEK FL,47,"$18,800"
102,7298,SARASOTA PALMER CROSSING FL,30,"$12,000"
102,7307,BRADENTON LOCKWOOD RIDGE & 70 FL,30,"$12,000"
103,2930,TAMARAC FL,39,"$15,600"
103,3183,Homestead FL,34,"$13,600"
103,4617,"POMPANO BEACH, FL",37,"$14,800"
103,5945,Hialeah FL,42,"$16,800"
488,2396,BOYNTON BEACH FL,24,"$9,600"
488,2406,DELRAY SOUTH FL,27,"$10,800"
488,3104,DEERFIELD BEACH FL,44,"$17,600"
488,4498,"CORAL SPRINGS (WILES), FL",36,"$14,400"
488,5704,PORT ST. LUCIE FL,31,"$12,400"
488,5758,"GREENACRES CITY, FL",40,"$16,000"
488,5759,"LAKE WORTH (NW), FL",40,"$16,000"
488,6967,WELLINGTON FL,37,"$14,800"
492,2743,"SHERWOOD,AR WNM NEIGH MKT",21,"$8,400"
492,3990,MERIDIAN E MS,40,"$16,000"
492,5459,STARKVILLE MS,31,"$12,400"
492,5780,PARAGOULD AR,38,"$15,200"
492,6943,JONESBORO STADIUM DR. AR,29,"$11,600"
492,6975,CABOT AR,33,"$13,200"
534,2686,BENTONVILLE E CENTRAL AR,45,"$18,000"
534,2742,"SPRINGDALE,AR WNM/NEIGHB",44,"$17,600"
534,3164,BENTONVILLE AR,34,"$13,600"
534,3479,"ROGERS(NEW HOPE), AR",32,"$12,800"
534,3654,ROGERS AR,41,"$16,400"
534,4375,SPRINGDALE DON TYSON WEST AR,26,"$10,400"
534,4376,BENTONVILLE N. WALTON AR,32,"$12,800"
534,5837,"ROGERS (PINNACLE), AR",33,"$13,200"
537,2744,"FORT SMITH,AR WNM NEIGH M",35,"$14,000"
537,2745,"FAYETTEVILLE,AR WNM NEIGH",31,"$12,400"
537,4128,Russellville AR,38,"$15,200"
537,4516,FAYETTEVILLE MLK AR,45,"$18,000"
537,4579,FORT SMITH S AR,37,"$14,800"
537,5737,"FAYETTEVILLE (W), AR",34,"$13,600"
537,5790,HOT SPRINGS MALVERN & CONES AR,36,"$14,400"
538,3062,SPRINGFIELD MO,42,"$16,800"
538,3111,SPRINGFIELD MO,26,"$10,400"
538,3238,"SPRINGFIELD, MO",41,"$16,400"
538,5692,SPRINGFIELD MO,37,"$14,800"
538,5693,SPRINGFIELD MO,35,"$14,000"
538,5791,PITTSURG KS,40,"$16,000"
538,7072,CAPE GIRARDEAU E MO,45,"$18,000"
544,3184,Hoover Lorna Rd AL,35,"$14,000"
544,4504,"BIRMINGHAM(GREEN S), AL",28,"$11,200"
544,4580,"VESTAVIA HILLS, AL",32,"$12,800"
544,4756,ALABASTER AL,41,"$16,400"
544,5062,AUBURN E AL,18,"$7,200"
545,5623,GULF BREEZE FL,44,"$17,600"
545,5653,ORANGE BEACH AL,38,"$15,200"
545,5740,MOBILE GOVERNMENT AL,33,"$13,200"
545,5744,MOBILE PASCAGOULA AL,30,"$12,000"
545,5771,PENSACOLA E NINE MILE FL,34,"$13,600"
545,6531,PENSACOLA NINE MILE FL,34,"$13,600"
548,3161,SOUTH PASEDENA FL,27,"$10,800"
548,3414,PALM HARBOR FL,43,"$17,200"
548,5221,TAMPA FL,21,"$8,400"
548,5654,TAMPA HIMES FL,31,"$12,400"
548,5760,"TAMPA (KENNEDY), FL",34,"$13,600"
548,5876,"DUNEDIN, FL",41,"$16,400"
548,6548,TAMPA FL,50,"$20,000"
549,525,SANFORD SR 46A FL,27,"$10,800"
549,2944,DELAND FL,52,"$20,800"
549,3606,DEBARY FL,41,"$16,400"
549,3629,PORT ORANGE FL,37,"$14,800"
549,4561,JACKSONVILLE PRINCETON SQ FL,37,"$14,800"
549,5005,JACKSONVILLE WILSON FL,37,"$14,800"
549,5816,JACKSONVILLE SAN PABLO FL,35,"$14,000"
549,5817,JACKSONVILLE MERRILL RD FL,28,"$11,200"
549,5818,JACKSONVILLE MANDARIN FL,38,"$15,200"
549,5819,FRUIT COVE FL,32,"$12,800"
549,5820,JACKSONVILLE MIDDLEBURG FL,30,"$12,000"
559,3617,"ORLANDO (CURRY FRD.E), FL",40,"$16,000"
559,5741,"ORLANDO(CURRY/ECON), FL",47,"$18,800"
559,5846,"KISSIMMEE, FL",43,"$17,200"
559,5875,"ORLANDO, FL",45,"$18,000"
559,5988,ORLANDO BALDWIN FL,38,"$15,200"
