Store Nbr,Inventory Arrives to Store (est.),Mod Set,Mod End
5812,Aug. 23-Aug. 26,Week 32,Week 40
5814,Aug. 23-Aug. 26,Week 32,Week 40
5839,Aug. 23-Aug. 26,Week 32,Week 40
5841,Aug. 23-Aug. 26,Week 32,Week 40
5842,Aug. 23-Aug. 26,Week 32,Week 40
5843,Aug. 23-Aug. 26,Week 32,Week 40
5844,Aug. 23-Aug. 26,Week 32,Week 40
5845,Aug. 23-Aug. 26,Week 32,Week 40
5847,Aug. 23-Aug. 26,Week 32,Week 40
5851,Aug. 23-Aug. 26,Week 32,Week 40
5853,Aug. 23-Aug. 26,Week 32,Week 40
5854,Aug. 23-Aug. 26,Week 32,Week 40
5861,Aug. 23-Aug. 26,Week 32,Week 40
5864,Aug. 23-Aug. 26,Week 32,Week 40
5866,Aug. 23-Aug. 26,Week 32,Week 40
5867,Aug. 23-Aug. 26,Week 32,Week 40
5879,Aug. 23-Aug. 26,Week 32,Week 40
5881,Aug. 23-Aug. 26,Week 32,Week 40
5882,Aug. 23-Aug. 26,Week 32,Week 40
5883,Aug. 23-Aug. 26,Week 32,Week 40
5893,Aug. 23-Aug. 26,Week 32,Week 40
5898,Aug. 23-Aug. 26,Week 32,Week 40
5912,Aug. 23-Aug. 26,Week 32,Week 40
5922,Aug. 23-Aug. 26,Week 32,Week 40
5927,Aug. 23-Aug. 26,Week 32,Week 40
5929,Aug. 23-Aug. 26,Week 32,Week 40
5932,Aug. 23-Aug. 26,Week 32,Week 40
5938,Aug. 23-Aug. 26,Week 32,Week 40
5944,Aug. 23-Aug. 26,Week 32,Week 40
5947,Aug. 23-Aug. 26,Week 32,Week 40
5956,Aug. 23-Aug. 26,Week 32,Week 40
5957,Aug. 23-Aug. 26,Week 32,Week 40
5959,Aug. 23-Aug. 26,Week 32,Week 40
5964,Aug. 23-Aug. 26,Week 32,Week 40
5965,Aug. 23-Aug. 26,Week 32,Week 40
5968,Aug. 23-Aug. 26,Week 32,Week 40
5969,Aug. 23-Aug. 26,Week 32,Week 40
5976,Aug. 23-Aug. 26,Week 32,Week 40
5987,Aug. 23-Aug. 26,Week 32,Week 40
5992,Aug. 23-Aug. 26,Week 32,Week 40
5996,Aug. 23-Aug. 26,Week 32,Week 40
6190,Aug. 23-Aug. 26,Week 32,Week 40
6286,Aug. 23-Aug. 26,Week 32,Week 40
6300,Aug. 23-Aug. 26,Week 32,Week 40
6370,Aug. 23-Aug. 26,Week 32,Week 40
6395,Aug. 23-Aug. 26,Week 32,Week 40
6397,Aug. 23-Aug. 26,Week 32,Week 40
6469,Aug. 23-Aug. 26,Week 32,Week 40
6477,Aug. 23-Aug. 26,Week 32,Week 40
6579,Aug. 23-Aug. 26,Week 32,Week 40
6789,Aug. 23-Aug. 26,Week 32,Week 40
6807,Aug. 23-Aug. 26,Week 32,Week 40
6878,Aug. 23-Aug. 26,Week 32,Week 40
6879,Aug. 23-Aug. 26,Week 32,Week 40
6898,Aug. 23-Aug. 26,Week 32,Week 40
6929,Aug. 23-Aug. 26,Week 32,Week 40
6931,Aug. 23-Aug. 26,Week 32,Week 40
6958,Aug. 23-Aug. 26,Week 32,Week 40
6963,Aug. 23-Aug. 26,Week 32,Week 40
6964,Aug. 23-Aug. 26,Week 32,Week 40
6978,Aug. 23-Aug. 26,Week 32,Week 40
7020,Aug. 23-Aug. 26,Week 32,Week 40
7032,Aug. 23-Aug. 26,Week 32,Week 40
7156,Aug. 23-Aug. 26,Week 32,Week 40
7178,Aug. 23-Aug. 26,Week 32,Week 40
7179,Aug. 23-Aug. 26,Week 32,Week 40
7181,Aug. 23-Aug. 26,Week 32,Week 40
7185,Aug. 23-Aug. 26,Week 32,Week 40
7199,Aug. 23-Aug. 26,Week 32,Week 40
7280,Aug. 23-Aug. 26,Week 32,Week 40
7281,Aug. 23-Aug. 26,Week 32,Week 40
7290,Aug. 23-Aug. 26,Week 32,Week 40
7294,Aug. 23-Aug. 26,Week 32,Week 40
7324,Aug. 23-Aug. 26,Week 32,Week 40
7326,Aug. 23-Aug. 26,Week 32,Week 40
8331,Aug. 23-Aug. 26,Week 32,Week 40
