Store #,City,State,MARCH ACTIVATION DATE
517,MUSTANG,OK,3/26/2024
544,DEL CITY,OK,3/26/2024
743,OKLAHOMA CITY,OK,3/26/2024
1056,NEWCASTLE,OK,3/26/2024
2734,NORMAN,OK,3/26/2024
7294,NORMAN,OK,3/26/2024
7326,OKLAHOMA CITY,OK,3/26/2024
73,SAPULPA,OK,3/26/2024
324,BRISTOW,OK,3/26/2024
472,BROKEN ARROW,OK,3/26/2024
894,TULSA,OK,3/26/2024
992,TULSA,OK,3/26/2024
1597,TULSA,OK,3/26/2024
3295,BROKEN ARROW,OK,3/26/2024
4615,GLENPOOL,OK,3/26/2024
4637,BROKEN ARROW,OK,3/26/2024
186,EL DORADO,KS,4/9/2024
346,AUGUSTA,KS,4/9/2024
794,HUTCHINSON,KS,4/9/2024
1099,WICHITA,KS,4/9/2024
1221,WICHITA,KS,4/9/2024
1507,WICHITA,KS,4/9/2024
2428,NEWTON,KS,4/9/2024
3103,GODDARD,KS,4/9/2024
3283,WICHITA,KS,4/9/2024
3492,WICHITA,KS,4/9/2024
4321,WICHITA,KS,4/9/2024
39,FORT SCOTT,KS,4/9/2024
42,COFFEYVILLE,KS,4/9/2024
72,PITTSBURG,KS,4/9/2024
111,CHANUTE,KS,4/9/2024
242,PAOLA,KS,4/9/2024
368,PARSONS,KS,4/9/2024
382,OTTAWA,KS,4/9/2024
1187,IOLA,KS,4/9/2024
2893,INDEPENDENCE,KS,4/9/2024
5307,GARDNER,KS,4/9/2024
1218,CASA GRANDE,AZ,3/27/2024
1324,NOGALES,AZ,3/27/2024
1325,TUCSON,AZ,3/27/2024
1411,GREEN VALLEY,AZ,3/27/2024
1612,TUCSON,AZ,3/27/2024
1846,DOUGLAS,AZ,3/27/2024
2922,TUCSON,AZ,3/27/2024
3379,ORO VALLEY,AZ,3/27/2024
5031,TUCSON,AZ,3/27/2024
1149,SAFFORD,AZ,3/27/2024
1240,SIERRA VISTA,AZ,3/27/2024
1291,TUCSON,AZ,3/27/2024
3807,BENSON,AZ,3/27/2024
3884,TUCSON,AZ,3/27/2024
5626,TUCSON,AZ,3/27/2024
5799,TUCSON,AZ,3/27/2024
5858,TUCSON,AZ,3/27/2024
1549,PHOENIX,AZ,3/27/2024
2554,AVONDALE,AZ,3/27/2024
2777,SURPRISE,AZ,3/27/2024
3407,BUCKEYE,AZ,3/27/2024
3896,PEORIA,AZ,3/27/2024
4336,EL MIRAGE,AZ,3/27/2024
5331,PHOENIX,AZ,3/27/2024
5369,GOODYEAR,AZ,3/27/2024
5429,SURPRISE,AZ,3/27/2024
1532,GLENDALE,AZ,3/27/2024
1533,PEORIA,AZ,3/27/2024
2512,PHOENIX,AZ,3/27/2024
3241,GLENDALE,AZ,3/27/2024
3465,GLENDALE,AZ,3/27/2024
5189,PHOENIX,AZ,3/27/2024
5330,PHOENIX,AZ,3/27/2024
6477,PHOENIX,AZ,3/27/2024
1598,PHOENIX,AZ,3/27/2024
2113,PHOENIX,AZ,3/27/2024
2766,SCOTTSDALE,AZ,3/27/2024
4232,PHOENIX,AZ,3/27/2024
5124,GLENDALE,AZ,3/27/2024
5190,PHOENIX,AZ,3/27/2024
5329,ANTHEM,AZ,3/27/2024
5835,CAVE CREEK,AZ,3/27/2024
1512,CHANDLER,AZ,3/27/2024
1746,TEMPE,AZ,3/27/2024
2482,MESA,AZ,3/27/2024
2515,PHOENIX,AZ,3/27/2024
3771,PHOENIX,AZ,3/27/2024
3799,MESA,AZ,3/27/2024
5768,TEMPE,AZ,3/27/2024
1334,CLAYPOOL,AZ,3/27/2024
1381,APACHE JUNCTION,AZ,3/27/2024
1646,MESA,AZ,3/27/2024
2112,SCOTTSDALE,AZ,3/27/2024
2767,MESA,AZ,3/27/2024
2768,MESA,AZ,3/27/2024
3833,MESA,AZ,3/27/2024
5428,MESA,AZ,3/27/2024
2671,CHANDLER,AZ,3/27/2024
2778,COOLIDGE,AZ,3/27/2024
3360,CHANDLER,AZ,3/27/2024
3751,SAN TAN VALLEY,AZ,3/27/2024
3861,GILBERT,AZ,3/27/2024
4430,MARICOPA,AZ,3/27/2024
4451,QUEEN CREEK,AZ,3/27/2024
5186,GILBERT,AZ,3/27/2024
6480,CHANDLER,AZ,3/27/2024
826,FARMINGTON,NM,4/9/2024
869,ALAMOSA,CO,3/26/2024
873,TAOS,NM,4/9/2024
966,CORTEZ,CO,3/26/2024
1380,LAS VEGAS,NM,4/9/2024
2270,DURANGO,CO,3/26/2024
2656,ESPANOLA,NM,4/9/2024
3428,FARMINGTON,NM,4/9/2024
5003,PAGOSA SPRINGS,CO,3/26/2024
906,GALLUP,NM,3/20/2024
1397,ALBUQUERQUE,NM,4/9/2024
1414,BELEN,NM,4/9/2024
2652,GRANTS,NM,4/9/2024
2924,ALBUQUERQUE,NM,4/9/2024
3596,LOS LUNAS,NM,4/9/2024
5430,ALBUQUERQUE,NM,4/9/2024
5492,SOCORRO,NM,4/9/2024
824,ALBUQUERQUE,NM,4/9/2024
829,SANTA FE,NM,4/9/2024
835,ALBUQUERQUE,NM,4/9/2024
850,ALBUQUERQUE,NM,4/9/2024
3423,SANTA FE,NM,4/9/2024
3731,BERNALILLO,NM,4/9/2024
3732,RIO RANCHO,NM,4/9/2024
4201,EDGEWOOD,NM,4/9/2024
5491,ALBUQUERQUE,NM,4/9/2024
611,ROSWELL,NM,4/9/2024
806,LAS CRUCES,NM,4/9/2024
851,RUIDOSO DOWNS,NM,4/9/2024
868,CARLSBAD,NM,3/20/2024
1306,ALAMOGORDO,NM,4/9/2024
1357,SILVER CITY,NM,4/9/2024
3427,ARTESIA,NM,4/9/2024
4341,TRUTH OR CONSEQUENCES,NM,4/9/2024
4601,LAS CRUCES,NM,4/9/2024
5155,LAS CRUCES,NM,4/9/2024
5166,DEMING,NM,3/20/2024
1790,MONROE,MI,4/10/2024
2631,LIVONIA,MI,4/10/2024
2872,VAN BUREN TWP,MI,4/10/2024
2912,TAYLOR,MI,4/10/2024
3336,WOODHAVEN,MI,4/10/2024
3476,CANTON,MI,4/10/2024
4383,DEARBORN,MI,4/10/2024
5761,CANTON,MI,4/10/2024
5842,SOUTHGATE,MI,4/10/2024
1791,FREMONT,MI,4/10/2024
1923,COMSTOCK PARK,MI,4/10/2024
1942,HOLLAND,MI,4/10/2024
2102,LUDINGTON,MI,4/10/2024
2238,MUSKEGON,MI,4/10/2024
2493,GRAND RAPIDS,MI,4/10/2024
2567,GRANDVILLE,MI,4/10/2024
3328,GREENVILLE,MI,4/10/2024
3453,WYOMING,MI,4/10/2024
3458,WHITEHALL,MI,4/10/2024
3876,MUSKEGON,MI,4/10/2024
5386,GRAND HAVEN,MI,4/10/2024
1540,SOUTH HAVEN,MI,4/10/2024
2010,NILES,MI,4/10/2024
2061,PLAINWELL,MI,4/10/2024
2062,BENTON HARBOR,MI,4/10/2024
2678,MISHAWAKA,IN,4/9/2024
3436,SOUTH BEND,IN,4/9/2024
4439,PAW PAW,MI,4/10/2024
5064,KALAMAZOO,MI,4/10/2024
5065,KALAMAZOO,MI,4/10/2024
5280,PORTAGE,MI,4/10/2024
1593,COLDWATER,MI,4/10/2024
1642,CHARLOTTE,MI,4/10/2024
1771,STURGIS,MI,4/10/2024
1809,JONESVILLE,MI,4/10/2024
1836,ADRIAN,MI,4/10/2024
2080,BATTLE CREEK,MI,4/10/2024
2620,HASTINGS,MI,4/10/2024
3791,THREE RIVERS,MI,4/10/2024
5160,JACKSON,MI,4/10/2024
5411,IONIA,MI,4/10/2024
5472,SALINE,MI,4/10/2024
1423,SAINT JOHNS,MI,4/10/2024
1733,OWOSSO,MI,4/10/2024
1754,HOWELL,MI,4/10/2024
2618,COMMERCE,MI,4/10/2024
2700,WHITE LAKE,MI,4/10/2024
2866,OKEMOS,MI,4/10/2024
2867,LANSING,MI,4/10/2024
2869,LANSING,MI,4/10/2024
4540,FOWLERVILLE,MI,4/10/2024
5048,NEW HUDSON,MI,4/10/2024
5893,NOVI,MI,4/10/2024
1422,ALMA,MI,4/10/2024
1428,MOUNT PLEASANT,MI,4/10/2024
1432,CADILLAC,MI,4/10/2024
1719,BIG RAPIDS,MI,4/10/2024
1752,BAY CITY,MI,4/10/2024
2014,HOUGHTON LAKE,MI,4/10/2024
2619,MIDLAND,MI,4/10/2024
2644,SAGINAW,MI,4/10/2024
5097,SAGINAW,MI,4/10/2024
5159,WEST BRANCH,MI,4/10/2024
5376,TAWAS CITY,MI,4/10/2024
1592,BAD AXE,MI,4/10/2024
1611,FORT GRATIOT,MI,4/10/2024
1798,CARO,MI,4/10/2024
1928,FLINT,MI,4/10/2024
1987,LAPEER,MI,4/10/2024
2273,BURTON,MI,4/10/2024
2354,ROCHESTER HILLS,MI,4/10/2024
2693,FENTON,MI,4/10/2024
3632,SANDUSKY,MI,4/10/2024
3726,GRAND BLANC,MI,4/10/2024
4243,CLIO,MI,4/10/2024
2558,STERLING HEIGHTS,MI,4/10/2024
2559,STERLING HEIGHTS,MI,4/10/2024
2692,CHESTERFIELD,MI,4/10/2024
2873,TROY,MI,4/10/2024
2959,ROSEVILLE,MI,4/10/2024
3487,SHELBY TOWNSHIP,MI,4/10/2024
4424,WARREN,MI,4/10/2024
4660,CLINTON TOWNSHIP,MI,4/10/2024
5844,LIVONIA,MI,4/10/2024
1416,NAPOLEON,OH,4/10/2024
1913,BOWLING GREEN,OH,4/10/2024
2191,BRYAN,OH,4/10/2024
2350,WAUSEON,OH,4/10/2024
3445,HOLLAND,OH,4/10/2024
4479,PERRYSBURG,OH,4/10/2024
5028,TOLEDO,OH,4/10/2024
5029,OREGON,OH,4/10/2024
5030,TOLEDO,OH,4/10/2024
5385,DEFIANCE,OH,4/10/2024
1429,FREMONT,OH,4/10/2024
1445,PORT CLINTON,OH,4/10/2024
1448,ASHLAND,OH,4/10/2024
1539,ONTARIO,OH,4/10/2024
1622,TIFFIN,OH,4/10/2024
1628,SANDUSKY,OH,4/10/2024
1986,NORWALK,OH,4/10/2024
2613,BUCYRUS,OH,4/10/2024
3809,UPPER SANDUSKY,OH,4/10/2024
5309,OBERLIN,OH,4/10/2024
5471,MANSFIELD,OH,4/10/2024
1479,VALPARAISO,IN,4/9/2024
1487,MICHIGAN CITY,IN,4/9/2024
1576,SCHERERVILLE,IN,4/9/2024
1618,MERRILLVILLE,IN,4/9/2024
2276,LA PORTE,IN,4/9/2024
2544,PORTAGE,IN,4/9/2024
2817,LANSING,IL,3/27/2024
2818,HAMMOND,IN,4/9/2024
4631,HAMMOND,IN,4/9/2024
1707,EAST LIVERPOOL,OH,4/10/2024
1948,WEIRTON,WV,4/11/2024
2063,AUSTINTOWN,OH,4/10/2024
2193,STEUBENVILLE,OH,4/10/2024
2197,CORTLAND,OH,4/10/2024
2211,POLAND,OH,4/10/2024
2541,ALLIANCE,OH,4/10/2024
2910,SALEM,OH,4/10/2024
3860,YOUNGSTOWN,OH,4/10/2024
1857,MENTOR,OH,4/10/2024
1863,EASTLAKE,OH,4/10/2024
1927,MACEDONIA,OH,4/10/2024
2313,STREETSBORO,OH,4/10/2024
2359,ASHTABULA,OH,4/10/2024
2506,RAVENNA,OH,4/10/2024
3250,AURORA,OH,4/10/2024
3293,CHARDON,OH,4/10/2024
3608,MADISON,OH,4/10/2024
5387,MIDDLEFIELD,OH,4/10/2024
1839,LORAIN,OH,4/10/2024
2073,CLEVELAND,OH,4/10/2024
2266,STRONGSVILLE,OH,4/10/2024
2316,NORTH OLMSTED,OH,4/10/2024
2362,SOUTH EUCLID,OH,4/10/2024
4255,ELYRIA,OH,4/10/2024
4285,CLEVELAND,OH,4/10/2024
5066,AVON,OH,4/10/2024
5082,PARMA,OH,4/10/2024
1812,WOOSTER,OH,4/10/2024
1894,MEDINA,OH,4/10/2024
1895,FAIRLAWN,OH,4/10/2024
1911,AKRON,OH,4/10/2024
2323,STOW,OH,4/10/2024
2361,NORTH CANTON,OH,4/10/2024
2914,MASSILLON,OH,4/10/2024
2966,WADSWORTH,OH,4/10/2024
3722,KENT,OH,4/10/2024
5285,CANTON,OH,4/10/2024
5410,CANTON,OH,4/10/2024
1724,MILLERSBURG,OH,4/10/2024
1782,VIENNA,WV,4/11/2024
1937,COSHOCTON,OH,4/10/2024
2078,MARIETTA,OH,4/10/2024
2115,NEW PHILADELPHIA,OH,4/10/2024
2149,MOUNT VERNON,OH,4/10/2024
2199,SAINT CLAIRSVILLE,OH,4/10/2024
2209,ZANESVILLE,OH,4/10/2024
2684,NEW MARTINSVILLE,WV,4/11/2024
2823,PARKERSBURG,WV,4/11/2024
2852,MOUNDSVILLE,WV,4/11/2024
3262,CAMBRIDGE,OH,4/10/2024
3581,ZANESVILLE,OH,4/10/2024
1739,WASHINGTON,PA,4/10/2024
2300,PITTSBURGH,PA,4/10/2024
2603,GIBSONIA,PA,4/10/2024
3738,NATRONA HEIGHTS,PA,4/10/2024
3838,TARENTUM,PA,4/10/2024
4644,MOON TOWNSHIP,PA,4/10/2024
5040,CARNEGIE,PA,4/10/2024
5088,TRIADELPHIA,WV,4/11/2024
5381,BETHEL PARK,PA,4/10/2024
1568,HERMITAGE,PA,4/10/2024
1770,CRANBERRY TOWNSHIP,PA,4/10/2024
1820,KITTANNING,PA,4/10/2024
1883,MONACA,PA,4/10/2024
1885,BUTLER,PA,4/10/2024
2008,GROVE CITY,PA,4/10/2024
2287,NEW CASTLE,PA,4/10/2024
2540,CLARION,PA,4/10/2024
3223,BEAVER FALLS,PA,4/10/2024
4643,BADEN,PA,4/10/2024
2019,UNIONTOWN,PA,4/10/2024
2281,WEST MIFFLIN,PA,4/10/2024
2420,BELLE VERNON,PA,4/10/2024
2588,NORTH VERSAILLES,PA,4/10/2024
2611,MOUNT PLEASANT,PA,4/10/2024
4501,WEST BROWNSVILLE,PA,4/10/2024
5379,CONNELLSVILLE,PA,4/10/2024
5446,WAYNESBURG,PA,4/10/2024
545,MANCHESTER,KY,4/10/2024
552,WHITESBURG,KY,4/10/2024
696,PRESTONSBURG,KY,4/10/2024
739,MIDDLESBORO,KY,4/10/2024
1113,LONDON,KY,4/10/2024
1189,BARBOURVILLE,KY,4/10/2024
1233,PAINTSVILLE,KY,4/10/2024
1247,HAZARD,KY,4/10/2024
1259,CORBIN,KY,4/10/2024
1505,PIKEVILLE,KY,4/10/2024
1743,HARLAN,KY,4/10/2024
154,ABINGDON,VA,4/11/2024
1023,GALAX,VA,4/11/2024
1302,NORTON,VA,4/11/2024
1336,MARION,VA,4/11/2024
1763,BLUEFIELD,VA,4/11/2024
2089,BRISTOL,VA,4/11/2024
2761,POUNDING MILL,VA,4/11/2024
3270,WYTHEVILLE,VA,4/11/2024
3303,GRUNDY,VA,4/11/2024
3480,LEBANON,VA,4/11/2024
3772,JONESVILLE,VA,4/11/2024
1450,RIPLEY,WV,4/11/2024
2244,HUNTINGTON,WV,4/11/2024
2548,SOUTH WILLIAMSON,KY,4/10/2024
2576,CROSS LANES,WV,4/11/2024
2610,LOGAN,WV,4/11/2024
2792,WAYNE,WV,4/11/2024
2810,SPENCER,WV,4/11/2024
2849,MASON,WV,4/11/2024
4277,HURRICANE,WV,4/11/2024
5296,BARBOURSVILLE,WV,4/11/2024
1351,BECKLEY,WV,4/11/2024
1360,FAYETTEVILLE,WV,4/11/2024
1477,SUMMERSVILLE,WV,4/11/2024
1499,LEWISBURG,WV,4/11/2024
2036,SOUTH CHARLESTON,WV,4/11/2024
2646,PEARISBURG,VA,4/11/2024
2662,COVINGTON,VA,4/11/2024
2933,PRINCETON,WV,4/11/2024
4278,QUINCY,WV,4/11/2024
5319,MACARTHUR,WV,4/11/2024
6951,SUTTON,WV,4/11/2024
1239,URBANA,OH,4/10/2024
1595,MARYSVILLE,OH,4/10/2024
1990,DELAWARE,OH,4/10/2024
2426,COLUMBUS,OH,4/10/2024
2471,DUBLIN,OH,4/10/2024
2725,LEWIS CENTER,OH,4/10/2024
2774,DUBLIN,OH,4/10/2024
3812,COLUMBUS,OH,4/10/2024
5185,COLUMBUS,OH,4/10/2024
5203,LONDON,OH,4/10/2024
1368,WEST UNION,OH,4/10/2024
1427,CIRCLEVILLE,OH,4/10/2024
1519,JACKSON,OH,4/10/2024
1564,NEW BOSTON,OH,4/10/2024
2400,CHILLICOTHE,OH,4/10/2024
2572,WAVERLY,OH,4/10/2024
2605,GALLIPOLIS,OH,4/10/2024
3251,WASHINGTON COURT HOUSE,OH,4/10/2024
3282,LOGAN,OH,4/10/2024
3486,ATHENS,OH,4/10/2024
3515,HILLSBORO,OH,4/10/2024
1594,HEATH,OH,4/10/2024
2098,COLUMBUS,OH,4/10/2024
2726,REYNOLDSBURG,OH,4/10/2024
3447,WHITEHALL,OH,4/10/2024
3580,NEWARK,OH,4/10/2024
3792,LANCASTER,OH,4/10/2024
5184,CANAL WINCHESTER,OH,4/10/2024
5466,GROVE CITY,OH,4/10/2024
5857,WESTERVILLE,OH,4/10/2024
1289,WILMINGTON,OH,4/10/2024
1407,LEBANON,OH,4/10/2024
1441,MASON,OH,4/10/2024
1503,DAYTON,OH,4/10/2024
1504,DAYTON,OH,4/10/2024
2309,WEST CHESTER,OH,4/10/2024
2441,HAMILTON,OH,4/10/2024
3502,HAMILTON,OH,4/10/2024
3571,MIDDLETOWN,OH,4/10/2024
3784,FRANKLIN,OH,4/10/2024
5499,MILFORD,OH,4/10/2024
1264,BELLEFONTAINE,OH,4/10/2024
1330,LIMA,OH,4/10/2024
1333,VAN WERT,OH,4/10/2024
1433,CELINA,OH,4/10/2024
1718,FINDLAY,OH,4/10/2024
1750,MARION,OH,4/10/2024
2542,OTTAWA,OH,4/10/2024
3206,LIMA,OH,4/10/2024
3300,WAPAKONETA,OH,4/10/2024
3840,FINDLAY,OH,4/10/2024
5355,KENTON,OH,4/10/2024
1331,SIDNEY,OH,4/10/2024
1410,TROY,OH,4/10/2024
1463,XENIA,OH,4/10/2024
1495,HUBER HEIGHTS,OH,4/10/2024
2124,BEAVERCREEK,OH,4/10/2024
2429,SPRINGFIELD,OH,4/10/2024
3641,SPRINGFIELD,OH,4/10/2024
3765,PIQUA,OH,4/10/2024
3783,DAYTON,OH,4/10/2024
5104,MORAINE,OH,4/10/2024
5409,ENGLEWOOD,OH,4/10/2024
1443,CINCINNATI,OH,4/10/2024
1510,FLORENCE,KY,4/10/2024
1521,CINCINNATI,OH,4/10/2024
1961,ALEXANDRIA,KY,4/10/2024
2250,CINCINNATI,OH,4/10/2024
2447,CINCINNATI,OH,4/10/2024
2967,FT WRIGHT,KY,4/10/2024
3342,AMELIA,OH,4/10/2024
3749,CINCINNATI,OH,4/10/2024
4609,CINCINNATI,OH,4/10/2024
1480,WINCHESTER,IN,4/9/2024
1665,MUNCIE,IN,4/9/2024
1728,ANDERSON,IN,4/9/2024
1729,CONNERSVILLE,IN,4/9/2024
1745,RICHMOND,IN,4/9/2024
1758,NEW CASTLE,IN,4/9/2024
2035,GREENVILLE,OH,4/10/2024
2275,OXFORD,OH,4/10/2024
2388,PORTLAND,IN,4/9/2024
3747,MUNCIE,IN,4/9/2024
5374,EATON,OH,4/10/2024
854,FRANKFORT,IN,4/9/2024
1329,LOGANSPORT,IN,4/9/2024
1547,LAFAYETTE,IN,4/9/2024
1962,KOKOMO,IN,4/9/2024
2020,RENSSELAER,IN,4/9/2024
2339,WEST LAFAYETTE,IN,4/9/2024
2771,MONTICELLO,IN,4/9/2024
3851,LAFAYETTE,IN,4/9/2024
1294,MARION,IN,4/9/2024
1304,WARSAW,IN,4/9/2024
1378,GOSHEN,IN,4/9/2024
1425,COLUMBIA CITY,IN,4/9/2024
1566,GOSHEN,IN,4/9/2024
1639,ROCHESTER,IN,4/9/2024
1667,WABASH,IN,4/9/2024
1978,PLYMOUTH,IN,4/9/2024
2311,HUNTINGTON,IN,4/9/2024
2679,ELKHART,IN,4/9/2024
4399,ELKHART,IN,4/9/2024
1388,KENDALLVILLE,IN,4/9/2024
1419,FORT WAYNE,IN,4/9/2024
1570,AUBURN,IN,4/9/2024
1647,DECATUR,IN,4/9/2024
1709,ANGOLA,IN,4/9/2024
1804,FORT WAYNE,IN,4/9/2024
2819,BLUFFTON,IN,4/9/2024
4230,FORT WAYNE,IN,4/9/2024
4231,FORT WAYNE,IN,4/9/2024
5025,FORT WAYNE,IN,4/9/2024
591,CYNTHIANA,KY,4/10/2024
693,JACKSON,KY,4/10/2024
702,WINCHESTER,KY,4/10/2024
1139,MOREHEAD,KY,4/10/2024
1140,MOUNT STERLING,KY,4/10/2024
1426,ASHLAND,KY,4/10/2024
1478,SOUTH POINT,OH,4/10/2024
1569,MAYSVILLE,KY,4/10/2024
2638,ASHLAND,KY,4/10/2024
3894,LEXINGTON,KY,4/10/2024
4461,LOUISA,KY,4/10/2024
844,MORRIS,IL,3/27/2024
852,OTTAWA,IL,3/27/2024
1003,PLANO,IL,3/27/2024
1307,BOURBONNAIS,IL,3/27/2024
1386,PONTIAC,IL,3/27/2024
1548,WATSEKA,IL,3/27/2024
2956,SHOREWOOD,IL,3/27/2024
4323,KANKAKEE,IL,3/27/2024
4699,STREATOR,IL,3/27/2024
786,DEKALB,IL,3/27/2024
1420,STREAMWOOD,IL,3/27/2024
1553,BLOOMINGDALE,IL,3/27/2024
1814,ELGIN,IL,3/27/2024
1848,GLEN ELLYN,IL,3/27/2024
1898,SAINT CHARLES,IL,3/27/2024
4405,AURORA,IL,3/27/2024
5352,BATAVIA,IL,3/27/2024
5442,ADDISON,IL,3/27/2024
1401,NAPERVILLE,IL,3/27/2024
1596,BOLINGBROOK,IL,3/27/2024
1779,BRIDGEVIEW,IL,3/27/2024
2215,DARIEN,IL,3/27/2024
3400,OSWEGO,IL,3/27/2024
3790,LOCKPORT,IL,3/27/2024
4286,MONTGOMERY,IL,3/27/2024
4531,ROMEOVILLE,IL,3/27/2024
1256,JOLIET,IL,3/27/2024
1497,RICHTON PARK,IL,3/27/2024
1556,ORLAND HILLS,IL,3/27/2024
3601,CRESTWOOD,IL,3/27/2024
4049,OLYMPIA FIELDS,IL,3/27/2024
4529,NEW LENOX,IL,3/27/2024
5486,COUNTRY CLUB HILLS,IL,3/27/2024
5965,CHICAGO,IL,3/27/2024
1933,NORTHLAKE,IL,3/27/2024
1998,SKOKIE,IL,3/27/2024
2204,FOREST PARK,IL,3/27/2024
2816,NILES,IL,3/27/2024
3725,NILES,IL,3/27/2024
5402,CHICAGO,IL,3/27/2024
5617,CHICAGO,IL,3/27/2024
1681,MOUNT PROSPECT,IL,3/27/2024
1737,VILLA PARK,IL,3/27/2024
1892,HODGKINS,IL,3/27/2024
1897,ELK GROVE VILLAGE,IL,3/27/2024
1938,BEDFORD PARK,IL,3/27/2024
2815,ROLLING MEADOWS,IL,3/27/2024
3004,CICERO,IL,3/27/2024
5485,EVERGREEN PARK,IL,3/27/2024
1228,ROUND LAKE BEACH,IL,3/27/2024
1404,LAKE ZURICH,IL,3/27/2024
1489,VERNON HILLS,IL,3/27/2024
1668,GURNEE,IL,3/27/2024
1735,WHEELING,IL,3/27/2024
3891,WAUKEGAN,IL,3/27/2024
3893,ZION,IL,3/27/2024
5199,ANTIOCH,IL,3/27/2024
5276,PALATINE,IL,3/27/2024
1211,HARVARD,IL,3/27/2024
1377,JOHNSBURG,IL,3/27/2024
1413,CRYSTAL LAKE,IL,3/27/2024
1531,CARPENTERSVILLE,IL,3/27/2024
3434,WOODSTOCK,IL,3/27/2024
3597,BELVIDERE,IL,3/27/2024
4641,HUNTLEY,IL,3/27/2024
5060,ALGONQUIN,IL,3/27/2024
254,OLNEY,IL,3/27/2024
422,ROBINSON,IL,3/27/2024
481,MATTOON,IL,3/27/2024
550,LAWRENCEVILLE,IL,3/27/2024
612,CHARLESTON,IL,3/27/2024
798,MARSHALL,IL,3/27/2024
1093,RANTOUL,IL,3/27/2024
1734,CHAMPAIGN,IL,3/27/2024
2491,DANVILLE,IL,3/27/2024
2934,PARIS,IL,3/27/2024
3255,SAVOY,IL,3/27/2024
5403,URBANA,IL,3/27/2024
200,JACKSONVILLE,IL,3/27/2024
334,CARLINVILLE,IL,3/27/2024
343,TAYLORVILLE,IL,3/27/2024
480,PITTSFIELD,IL,3/27/2024
609,HANNIBAL,MO,3/26/2024
1451,BEARDSTOWN,IL,3/27/2024
1454,QUINCY,IL,3/27/2024
1602,SPRINGFIELD,IL,3/27/2024
1690,DECATUR,IL,3/27/2024
2728,DECATUR,IL,3/27/2024
3210,SPRINGFIELD,IL,3/27/2024
3602,SPRINGFIELD,IL,3/27/2024
197,MACOMB,IL,3/27/2024
199,LINCOLN,IL,3/27/2024
603,PEKIN,IL,3/27/2024
1028,EAST PEORIA,IL,3/27/2024
1125,NORMAL,IL,3/27/2024
1323,PEORIA,IL,3/27/2024
1421,WASHINGTON,IL,3/27/2024
1713,CANTON,IL,3/27/2024
3459,BLOOMINGTON,IL,3/27/2024
3460,PEORIA,IL,3/27/2024
5157,MORTON,IL,3/27/2024
633,KEWANEE,IL,3/27/2024
636,PRINCETON,IL,3/27/2024
775,GALESBURG,IL,3/27/2024
792,ALEDO,IL,3/27/2024
796,PERU,IL,3/27/2024
830,ROCK FALLS,IL,3/27/2024
891,STERLING,IL,3/27/2024
957,GENESEO,IL,3/27/2024
2231,MOLINE,IL,3/27/2024
4511,SILVIS,IL,3/27/2024
5399,DIXON,IL,3/27/2024
198,SALEM,IL,3/27/2024
213,LITCHFIELD,IL,3/27/2024
224,MOUNT VERNON,IL,3/27/2024
317,VANDALIA,IL,3/27/2024
435,HIGHLAND,IL,3/27/2024
436,CARLYLE,IL,3/27/2024
454,FAIRFIELD,IL,3/27/2024
506,FLORA,IL,3/27/2024
936,EFFINGHAM,IL,3/27/2024
1395,CENTRALIA,IL,3/27/2024
4259,SHELBYVILLE,IL,3/27/2024
15,WEST PLAINS,MO,3/26/2024
32,BRANSON,MO,3/26/2024
56,AVA,MO,3/26/2024
379,OZARK,MO,3/26/2024
444,SPRINGFIELD,MO,3/26/2024
837,THAYER,MO,3/26/2024
871,MOUNTAIN VIEW,MO,3/26/2024
1009,REPUBLIC,MO,3/26/2024
2175,BRANSON WEST,MO,3/26/2024
2221,SPRINGFIELD,MO,3/26/2024
2702,NIXA,MO,3/26/2024
4381,BRANSON,MO,3/26/2024
9,SIKESTON,MO,3/26/2024
19,POPLAR BLUFF,MO,3/26/2024
30,DEXTER,MO,3/26/2024
37,FARMINGTON,MO,3/26/2024
69,FESTUS,MO,3/26/2024
82,PERRYVILLE,MO,3/26/2024
95,DESLOGE,MO,3/26/2024
122,JACKSON,MO,3/26/2024
152,DE SOTO,MO,3/26/2024
188,CAPE GIRARDEAU,MO,3/26/2024
337,FREDERICKTOWN,MO,3/26/2024
21,SAINT ROBERT,MO,3/26/2024
29,JEFFERSON CITY,MO,3/26/2024
44,ELDON,MO,3/26/2024
65,SULLIVAN,MO,3/26/2024
89,CAMDENTON,MO,3/26/2024
101,ROLLA,MO,3/26/2024
219,SEDALIA,MO,3/26/2024
354,OWENSVILLE,MO,3/26/2024
357,VERSAILLES,MO,3/26/2024
815,OSAGE BEACH,MO,3/26/2024
895,CUBA,MO,3/26/2024
5477,JEFFERSON CITY,MO,3/26/2024
60,TROY,MO,3/26/2024
145,BOWLING GREEN,MO,3/26/2024
243,WENTZVILLE,MO,3/26/2024
648,SAINT PETERS,MO,3/26/2024
1021,WARRENTON,MO,3/26/2024
1161,SAINT CHARLES,MO,3/26/2024
1188,BRIDGETON,MO,3/26/2024
1265,SAINT LOUIS,MO,3/26/2024
2600,CHESTERFIELD,MO,3/26/2024
2616,O FALLON,MO,3/26/2024
5313,LAKE SAINT LOUIS,MO,3/26/2024
5927,FLORISSANT,MO,3/26/2024
99,UNION,MO,3/26/2024
172,WASHINGTON,MO,3/26/2024
