Reg,BU,Market,Store Number,Threshold Met?
3,A,28,1061,No
26,F,304,1064,No
57,M,394,2592,Yes
16,F,159,2227,No
19,E,201,4439,No
54,M,582,2307,No
26,F,308,4477,No
40,E,335,82,No
12,A,121,583,No
41,E,249,3435,No
56,M,450,2054,No
14,A,1,2748,No
4,F,35,4583,No
9,A,108,1517,Yes
40,E,359,80,No
42,A,334,48,No
13,B,131,4679,No
57,M,394,3350,Yes
7,B,70,3384,No
26,F,299,4458,No
16,F,181,2682,No
4,F,300,1268,No
53,E,438,979,No
20,E,316,4277,No
12,A,119,477,No
19,E,202,1771,No
3,A,112,2627,Yes
40,E,357,88,No
76,F,286,3573,Yes
41,E,260,2628,No
75,F,289,5253,No
5,B,56,3777,No
4,F,41,1339,No
7,B,506,3057,No
5,B,479,972,No
7,B,78,440,No
40,E,336,815,No
25,E,279,891,No
3,A,114,925,No
12,A,5,375,No
42,A,322,76,No
6,B,87,4055,No
41,E,257,1234,No
9,A,109,2151,Yes
47,M,407,993,No
40,E,336,357,No
5,B,50,5080,No
19,E,200,1791,No
11,A,146,97,No
76,F,286,2647,No
5,B,50,5416,Yes
19,E,203,1733,No
46,B,371,2515,Yes
21,E,239,2035,No
21,E,259,4461,No
56,M,392,5864,No
76,F,228,2674,No
75,F,287,2795,No
56,M,468,5424,No
3,A,104,1029,No
21,E,239,5374,No
42,A,325,52,No
11,A,140,365,No
14,A,16,494,Yes
40,E,361,2856,No
75,F,291,2520,No
4,F,35,1244,No
16,F,189,2874,Yes
25,E,262,1003,No
44,B,409,1507,No
14,A,14,2739,No
9,A,109,2591,No
47,M,382,2084,No
12,A,151,5057,No
5,B,53,5092,No
58,M,459,2479,Yes
20,E,235,4501,No
56,M,511,1840,Yes
46,B,385,824,Yes
41,E,254,1676,No
64,O,533,3275,No
4,F,300,1392,No
25,E,262,1307,No
5,B,583,3225,No
53,E,444,2658,No
42,A,325,296,No
42,A,327,102,No
56,M,451,5435,Yes
52,M,424,3624,No
13,B,128,803,No
26,F,309,2908,No
17,F,577,5752,Yes
12,A,119,4226,No
53,E,444,3497,No
53,E,435,1394,Yes
54,M,378,924,No
2,A,30,1658,No
41,E,251,4417,No
41,E,256,4118,No
21,E,222,3840,No
6,B,83,5480,No
6,B,82,4130,No
17,F,171,8331,No
9,A,91,5894,Yes
17,F,163,2719,No
75,F,314,1345,No
7,B,77,465,No
26,F,298,1498,Yes
13,B,503,288,No
76,F,195,4597,No
61,O,512,3047,Yes
2,A,30,1227,No
52,M,412,4246,No
26,F,308,1552,No
64,O,543,6323,No
11,A,137,1124,No
46,B,373,3360,No
75,F,291,4258,No
17,F,164,2104,Yes
12,A,119,3659,No
53,E,438,5397,No
12,A,124,3289,No
14,A,97,5422,No
54,M,401,3848,No
22,F,284,1736,No
52,M,426,1526,No
7,B,81,1073,No
44,B,410,382,No
52,M,421,1415,No
16,F,159,2103,No
9,A,92,956,No
76,F,192,1744,Yes
75,F,283,1985,Yes
60,M,467,2469,Yes
54,M,391,984,No
16,F,187,3329,No
16,F,156,1918,No
64,O,507,4390,No
13,B,134,773,No
76,F,195,1993,No
2,A,19,3201,No
47,M,433,3823,No
17,F,226,2543,No
7,B,81,476,No
4,F,41,4420,No
9,A,107,1436,Yes
22,F,232,3412,No
13,B,131,3288,No
25,E,279,4511,No
60,M,476,5929,No
14,A,10,730,No
5,B,51,1117,No
13,B,125,909,Yes
42,A,325,336,No
47,M,432,3267,No
19,E,238,2276,No
7,B,80,5165,No
21,E,225,2967,No
53,E,440,3268,No
54,M,376,2892,No
9,A,109,1845,Yes
7,B,80,452,No
47,M,383,7199,No
25,E,269,5199,No
20,E,227,2300,Yes
16,F,181,2138,No
26,F,304,1060,Yes
57,M,447,2507,No
16,F,183,1954,No
21,E,222,1264,No
58,M,460,2077,No
76,F,194,2164,No
5,B,52,3286,No
52,M,426,1005,No
57,M,484,3522,Yes
22,F,233,5200,No
13,B,132,533,No
19,E,201,2678,Yes
60,M,473,2269,Yes
53,E,263,3837,No
20,E,215,5410,Yes
42,A,328,788,No
4,F,39,1270,No
40,E,359,51,No
58,M,458,3947,Yes
21,E,246,854,No
47,M,411,5441,No
20,E,215,5285,No
22,F,284,5450,No
44,B,350,1043,No
64,O,533,3637,No
20,E,227,5381,No
14,A,16,4283,Yes
42,A,326,8,No
12,A,121,1467,No
5,B,44,4279,No
52,M,414,1787,No
3,A,94,3207,Yes
53,E,425,3534,No
2,A,24,1373,No
16,F,154,2797,No
7,B,70,600,No
21,E,246,2771,No
56,M,453,2553,No
13,B,66,651,No
12,A,124,2749,No
12,A,153,272,No
76,F,292,5227,No
42,A,321,3231,No
2,A,26,5814,No
21,E,247,4399,No
11,A,147,738,No
3,A,112,5220,Yes
14,A,3,2713,No
3,A,28,5392,No
76,F,320,2696,No
19,E,207,5385,No
21,E,223,2429,No
47,M,433,2432,Yes
11,A,4,114,No
16,F,159,3200,No
58,M,464,2546,No
3,A,89,800,No
4,F,35,3192,No
9,A,118,3349,No
40,E,362,3273,No
13,B,129,540,No
72,O,492,2431,No
20,E,214,4255,No
17,F,173,3543,Yes
41,E,580,4216,No
2,A,32,907,No
11,A,4,118,No
46,B,366,3379,No
44,B,344,108,No
12,A,5,434,No
3,A,104,5266,No
41,E,482,2786,No
42,A,334,79,No
21,E,223,1410,No
40,E,360,135,No
46,B,372,1381,No
44,B,353,743,No
76,F,320,2474,No
6,B,61,527,No
76,F,191,1926,No
41,E,254,333,No
3,A,112,2740,No
20,E,229,2008,No
7,B,77,1313,No
60,M,478,2315,No
52,M,426,1152,No
53,E,439,1316,No
12,A,149,1226,No
14,A,1,853,No
16,F,187,5497,No
40,E,357,179,No
40,E,341,253,No
3,A,93,1283,No
19,E,207,2191,No
26,F,296,2845,No
26,F,304,4410,No
21,E,222,3206,No
22,F,168,4612,No
14,A,7,723,No
6,B,84,330,No
44,B,409,1099,No
22,F,178,1844,No
41,E,243,1142,No
76,F,191,2911,No
40,E,359,159,Yes
3,A,101,1205,No
46,B,373,2778,No
7,B,70,3383,No
9,A,115,3474,No
44,B,353,139,No
26,F,299,4564,No
5,B,52,467,Yes
76,F,280,2551,No
46,B,368,3896,No
3,A,98,5054,Yes
75,F,312,1309,No
46,B,369,3465,Yes
53,E,442,910,No
13,B,129,502,No
16,F,157,2180,No
53,E,196,2522,No
53,E,442,1776,No
9,A,116,759,No
7,B,78,442,No
19,E,197,2912,Yes
57,M,405,3847,No
44,B,47,49,No
40,E,341,1071,No
2,A,18,2753,No
12,A,119,1606,No
44,B,409,1221,No
17,F,161,2261,No
76,F,194,1966,No
26,F,301,1354,No
5,B,44,3631,No
5,B,48,590,No
9,A,107,1541,Yes
75,F,508,5345,No
11,A,4,273,No
26,F,309,1010,No
22,F,168,2145,Yes
20,E,209,3293,No
60,M,473,3260,No
5,B,50,2834,No
2,A,22,594,No
16,F,180,2140,No
41,E,260,584,No
41,E,482,1601,No
75,F,315,1399,No
9,A,118,778,No
14,A,14,1620,No
19,E,197,1790,No
14,A,2,2723,No
4,F,35,3222,No
25,E,279,5399,No
9,A,105,5391,No
13,B,141,1192,No
17,F,176,3912,No
14,A,13,423,No
40,E,361,573,No
42,A,321,358,No
44,B,350,1295,No
57,M,394,1559,No
22,F,237,1684,No
11,A,146,120,No
17,F,161,1964,No
4,F,294,4334,No
54,M,376,1689,No
40,E,357,27,No
9,A,91,943,Yes
60,M,467,3531,No
54,M,389,3018,Yes
46,B,385,3423,Yes
16,F,156,2964,No
11,A,144,175,No
11,A,136,1468,No
13,B,125,2665,No
2,A,22,4409,No
13,B,125,553,No
11,A,137,2690,No
44,B,349,414,No
19,E,202,1593,No
76,F,191,1705,No
57,M,484,2401,No
7,B,86,3106,No
6,B,61,504,Yes
52,M,415,3630,No
22,F,168,2252,No
9,A,110,4161,Yes
53,E,442,3247,No
3,A,101,1083,Yes
53,E,425,4257,No
25,E,278,1713,No
2,A,21,2811,No
56,M,392,2617,No
13,B,68,5287,No
5,B,55,4215,No
76,F,231,2664,No
42,A,326,4168,No
9,A,553,4303,Yes
57,M,447,1989,Yes
44,B,47,181,No
21,E,246,1547,No
9,A,115,5727,No
22,F,233,2334,No
41,E,243,1327,No
75,F,287,1523,No
26,F,299,2836,No
75,F,290,4476,No
75,F,315,2807,No
58,M,461,2028,Yes
2,A,19,3402,No
57,M,394,3473,Yes
11,A,147,161,No
7,B,569,1000,No
2,A,22,1488,No
25,E,279,796,No
25,E,270,3597,No
21,E,223,1463,No
12,A,123,3234,No
5,B,50,807,No
6,B,65,1040,No
2,A,26,518,No
52,M,423,2642,No
41,E,257,665,No
16,F,160,2366,Yes
3,A,111,2081,Yes
4,F,300,2580,No
7,B,86,2599,No
44,B,344,227,No
53,E,263,1740,No
2,A,21,1363,No
5,B,583,789,Yes
11,A,147,1115,No
75,F,288,1773,Yes
53,E,263,802,No
5,B,56,6300,No
75,F,315,1780,No
5,B,44,1801,Yes
12,A,120,658,No
20,E,215,3722,Yes
75,F,315,2565,No
52,M,412,1696,No
2,A,32,555,No
58,M,365,4203,No
53,E,439,2986,No
22,F,233,2205,Yes
14,A,13,2111,No
76,F,195,2107,No
75,F,314,1934,No
11,A,136,155,No
57,M,581,2536,No
12,A,5,5197,No
4,F,29,1383,No
40,E,339,5313,No
75,F,508,1893,No
58,M,463,5156,Yes
41,E,257,569,No
2,A,18,5786,No
53,E,196,2100,No
54,M,380,5049,No
76,F,292,2015,No
6,B,87,4115,No
58,M,459,5338,No
54,M,582,3208,No
17,F,190,2120,No
9,A,107,2176,No
26,F,302,3825,No
44,B,345,576,Yes
14,A,15,5872,No
6,B,60,2439,No
3,A,28,556,No
60,M,475,2241,No
47,M,427,1649,No
56,M,455,1988,No
16,F,156,2629,No
7,B,506,1126,No
75,F,290,1524,No
20,E,229,1883,No
2,A,19,3609,No
21,E,219,3792,No
47,M,383,4247,No
40,E,361,96,No
47,M,433,1671,No
41,E,254,3363,No
56,M,454,3081,Yes
11,A,136,182,No
4,F,310,1261,No
52,M,424,5976,No
6,B,85,321,No
52,M,418,2827,No
7,B,569,2763,No
5,B,76,5389,No
20,E,316,2244,No
7,B,71,2653,No
7,B,569,1296,No
57,M,465,5072,No
5,B,44,2978,Yes
22,F,167,5239,No
11,A,138,112,No
6,B,59,1103,No
25,E,270,1377,No
7,B,88,782,No
9,A,92,771,No
26,F,309,877,No
60,M,477,5368,Yes
14,A,1,934,No
21,E,219,1594,No
12,A,120,5151,No
3,A,89,959,No
44,B,409,2428,No
25,E,278,5157,No
11,A,140,2720,No
40,E,339,243,No
14,A,15,3119,No
53,E,436,3245,No
44,B,47,38,No
20,E,311,154,No
58,M,459,2177,No
60,M,472,2319,No
7,B,80,3886,No
21,E,222,1330,Yes
76,F,320,2809,No
3,A,98,1444,Yes
75,F,312,2337,No
54,M,388,921,No
60,M,476,1876,No
17,F,163,2299,Yes
14,A,3,300,No
46,B,369,2512,Yes
19,E,202,2080,No
40,E,359,451,No
41,E,254,701,No
20,E,214,2266,No
46,B,384,2652,No
4,F,39,4487,No
52,M,414,581,No
7,B,74,1272,No
58,M,461,2842,Yes
25,E,264,1420,No
9,A,105,5347,No
42,A,326,2575,No
2,A,20,2475,No
7,B,70,793,No
2,A,25,4558,No
56,M,452,1554,Yes
3,A,89,2843,No
5,B,48,4509,No
20,E,317,5319,No
40,E,336,65,No
20,E,227,5040,No
60,M,474,4394,No
4,F,42,1035,Yes
76,F,320,2083,No
14,A,1,4581,No
6,B,85,1150,No
47,M,406,770,No
26,F,298,1842,Yes
54,M,379,4567,No
22,F,285,2419,No
75,F,281,3780,Yes
40,E,360,234,No
6,B,63,752,No
26,F,301,2000,No
4,F,37,625,No
20,E,235,5379,No
11,A,144,848,Yes
21,E,222,3300,No
12,A,124,3829,No
14,A,10,726,No
20,E,235,5446,No
4,F,35,2687,No
57,M,448,3523,No
20,E,215,2361,No
9,A,109,5932,Yes
53,E,196,1936,No
4,F,39,6576,No
22,F,233,2023,No
16,F,183,1698,No
56,M,400,2831,No
9,A,116,580,No
56,M,392,4239,No
54,M,391,3227,No
20,E,208,1948,No
40,E,361,4590,No
16,F,157,2139,No
20,E,316,2548,No
41,E,243,1033,No
60,M,474,4395,No
12,A,119,619,No
6,B,87,404,No
57,M,447,2099,No
9,A,108,5882,Yes
7,B,78,1494,No
53,E,438,1007,No
54,M,388,5458,No
54,M,403,3620,No
60,M,473,2016,No
7,B,71,6898,No
21,E,218,2572,No
52,M,424,3209,No
20,E,317,2036,No
9,A,115,3887,No
19,E,205,3726,No
5,B,479,2980,No
44,B,47,226,No
2,A,18,2513,No
19,E,238,1576,No
16,F,159,2341,Yes
20,E,209,1863,Yes
13,B,132,7301,No
7,B,80,395,No
13,B,128,1342,Yes
54,M,391,1200,No
17,F,173,2163,No
9,A,115,2459,No
6,B,87,3391,No
4,F,42,638,No
75,F,312,1301,No
12,A,120,2988,No
16,F,157,3535,No
16,F,180,1866,No
52,M,421,2820,No
19,E,204,2014,No
58,M,460,2952,No
21,E,248,5025,No
16,F,181,2224,No
20,E,214,2316,No
40,E,357,250,No
41,E,271,237,No
52,M,415,1496,Yes
41,E,249,5443,No
16,F,160,2953,Yes
20,E,311,2761,No
42,A,327,348,No
75,F,289,4064,Yes
20,E,316,2576,No
46,B,387,3427,No
13,B,129,761,No
41,E,243,1476,Yes
76,F,286,5105,No
42,A,327,530,No
5,B,56,7178,No
21,E,248,1419,Yes
2,A,24,2154,No
40,E,340,313,No
47,M,430,4865,No
47,M,383,3259,Yes
20,E,317,1477,No
3,A,94,1391,Yes
20,E,316,1450,No
53,E,442,1571,No
52,M,418,1431,No
75,F,315,1335,No
14,A,97,3307,No
44,B,352,1626,No
21,E,247,1425,No
53,E,439,1430,No
46,B,371,1746,Yes
17,F,161,2747,No
58,M,364,5303,No
22,F,232,2255,No
12,A,122,1318,No
40,E,335,95,No
14,A,16,1112,No
52,M,413,1723,Yes
44,B,353,544,No
25,E,275,3210,No
46,B,384,1414,No
58,M,364,1417,No
53,E,425,1020,No
46,B,367,5858,No
7,B,506,1154,No
57,M,447,1624,Yes
75,F,315,5117,No
9,A,110,5671,Yes
5,B,49,896,Yes
20,E,311,2089,No
41,E,253,430,No
16,F,188,1997,Yes
26,F,306,1156,No
16,F,160,1906,No
9,A,105,5055,No
21,E,248,1804,No
13,B,129,2913,No
4,F,38,1017,No
6,B,65,768,No
16,F,188,1940,Yes
42,A,321,67,No
20,E,215,2323,Yes
58,M,461,1853,Yes
26,F,296,1288,No
6,B,59,1837,Yes
57,M,396,4356,No
60,M,467,3850,Yes
16,F,180,1939,No
53,E,425,882,No
21,E,248,4230,No
21,E,222,1750,No
57,M,449,4238,No
75,F,290,1424,Yes
52,M,418,5115,No
16,F,180,2183,No
41,E,253,736,No
5,B,50,2649,No
16,F,183,1788,Yes
19,E,213,1539,No
54,M,403,5350,Yes
53,E,196,2358,No
3,A,98,3702,No
21,E,248,2819,No
2,A,18,1122,No
22,F,168,2641,No
3,A,114,779,Yes
22,F,237,5470,No
4,F,29,2860,No
47,M,429,790,No
44,B,345,246,No
9,A,90,4365,No
75,F,508,5779,No
12,A,119,1089,No
7,B,71,4299,No
3,A,98,5037,No
5,B,76,746,No
52,M,421,1470,No
6,B,59,1279,Yes
2,A,19,5709,No
40,E,339,60,No
16,F,160,2021,No
46,B,366,1846,No
42,A,325,5433,No
26,F,298,2704,No
5,B,55,286,No
41,E,254,694,No
60,M,475,1889,No
14,A,14,1605,No
16,F,154,2386,No
54,M,582,5270,No
47,M,433,1943,No
53,E,439,1449,No
76,F,228,3514,No
41,E,580,1371,No
11,A,11,2306,No
9,A,118,811,No
44,B,345,3055,No
76,F,192,1673,No
17,F,171,5202,No
26,F,304,1337,No
3,A,27,899,No
44,B,351,121,No
75,F,291,1833,No
3,A,114,2387,Yes
42,A,135,23,No
47,M,406,652,No
9,A,118,1874,No
44,B,356,73,No
57,M,405,2794,No
60,M,471,2450,No
22,F,234,1537,No
75,F,315,1344,No
17,F,174,2365,No
40,E,340,99,No
13,B,68,3213,No
42,A,321,66,No
76,F,292,3077,No
46,B,368,2554,Yes
14,A,16,1311,No
16,F,184,2399,Yes
16,F,184,1930,No
5,B,48,804,No
17,F,161,1873,Yes
60,M,473,2187,No
11,A,145,94,No
57,M,396,2838,Yes
2,A,32,3750,No
17,F,173,2144,No
57,M,405,1573,No
2,A,22,2732,No
26,F,304,1096,No
13,B,68,3390,No
20,E,311,3270,No
42,A,334,267,No
5,B,53,4240,No
19,E,201,2010,No
22,F,234,5358,No
9,A,116,5300,No
25,E,278,1421,No
7,B,569,4112,No
58,M,462,1862,Yes
11,A,4,164,No
40,E,362,4475,No
40,E,341,328,No
56,M,399,5841,No
16,F,157,2222,Yes
47,M,432,5141,No
47,M,429,637,No
14,A,13,3271,No
25,E,275,343,No
9,A,115,3370,Yes
52,M,414,2764,No
52,M,418,1241,No
57,M,446,2526,Yes
75,F,288,1687,No
13,B,503,285,No
53,E,196,2079,No
2,A,22,722,No
13,B,46,165,No
11,A,146,107,No
46,B,387,611,No
3,A,27,889,No
42,A,326,7,No
4,F,38,1135,No
26,F,299,2247,Yes
3,A,93,1081,Yes
19,E,213,5471,No
11,A,138,205,No
47,M,432,1965,Yes
11,A,144,5419,No
12,A,151,416,No
19,E,205,1611,No
52,M,415,2889,No
44,B,351,123,No
75,F,314,1465,No
76,F,191,1830,No
57,M,447,2556,No
16,F,181,1975,No
75,F,293,1867,No
57,M,446,2032,Yes
56,M,399,2862,No
75,F,282,2435,Yes
17,F,162,2022,Yes
44,B,349,271,No
11,A,146,675,No
3,A,94,563,No
12,A,121,4635,No
25,E,278,3460,No
14,A,2,562,No
52,M,415,2716,Yes
6,B,67,4416,Yes
52,M,413,3762,No
14,A,8,1101,No
7,B,70,812,No
2,A,18,3874,No
75,F,288,1631,Yes
52,M,426,1361,No
58,M,458,2291,Yes
53,E,440,2510,No
57,M,449,2985,Yes
26,F,302,7009,No
20,E,208,2211,Yes
54,M,378,980,Yes
25,E,275,2728,No
3,A,104,3526,No
46,B,385,5491,Yes
41,E,257,1190,No
58,M,364,4355,No
42,A,328,71,No
5,B,479,5312,No
9,A,109,2987,Yes
26,F,305,4274,No
16,F,179,1797,No
47,M,427,1627,No
11,A,137,394,No
2,A,25,3786,No
44,B,351,340,No
41,E,251,1356,No
11,A,4,153,No
47,M,383,2455,No
40,E,361,319,No
2,A,30,5735,No
17,F,173,3547,Yes
21,E,218,3515,No
3,A,94,613,No
13,B,66,457,No
13,B,132,309,No
42,A,127,278,No
46,B,369,1533,Yes
76,F,194,2326,No
52,M,414,5748,No
60,M,474,2549,Yes
12,A,153,4482,No
40,E,359,363,No
44,B,350,158,No
58,M,462,3464,Yes
53,E,441,3505,No
60,M,514,3525,No
16,F,183,2055,No
9,A,116,941,No
22,F,233,2945,No
22,F,233,4404,No
75,F,314,1486,No
21,E,247,1667,No
41,E,242,497,No
7,B,77,901,No
5,B,76,248,No
57,M,581,1645,Yes
20,E,317,1351,No
75,F,293,2412,Yes
47,M,411,1802,No
41,E,580,1002,No
41,E,253,431,No
12,A,123,2310,No
9,A,92,973,Yes
4,F,300,4065,No
40,E,360,801,No
14,A,7,604,No
47,M,381,1457,No
21,E,218,3282,No
16,F,184,1796,No
42,A,323,4108,No
41,E,251,902,No
40,E,357,78,No
53,E,263,2532,No
19,E,238,2544,No
6,B,59,4298,No
41,E,253,282,No
2,A,21,510,Yes
47,M,381,3778,No
41,E,482,2788,No
60,M,473,5078,Yes
5,B,479,3773,No
14,A,14,2533,No
40,E,360,109,No
26,F,299,4499,No
2,A,24,575,No
75,F,282,5382,Yes
9,A,92,1068,No
42,A,334,34,No
75,F,508,2853,No
3,A,27,588,No
57,M,394,2483,Yes
7,B,70,822,No
60,M,514,2403,Yes
2,A,26,5275,No
21,E,225,1510,No
7,B,86,2239,No
58,M,445,4340,Yes
16,F,179,1932,No
47,M,383,2147,No
44,B,347,374,No
53,E,263,958,No
19,E,202,1809,No
20,E,317,2933,No
6,B,60,194,No
22,F,234,2574,No
3,A,89,110,No
6,B,62,3572,No
76,F,280,1674,Yes
13,B,143,5079,No
57,M,484,5154,Yes
76,F,191,5242,No
6,B,60,1186,No
16,F,156,2012,Yes
20,E,227,3738,No
11,A,146,104,No
54,M,388,1280,No
19,E,204,2619,No
5,B,76,211,No
41,E,253,204,No
16,F,189,2444,No
13,B,143,3528,No
4,F,37,643,No
12,A,124,1080,No
21,E,248,1709,No
14,A,3,3386,No
12,A,151,682,No
13,B,141,1168,No
60,M,477,1843,No
17,F,164,2531,No
16,F,184,1785,No
21,E,247,1294,Yes
2,A,21,1111,No
76,F,286,2437,No
26,F,297,5254,No
22,F,170,2068,Yes
19,E,204,5159,No
20,E,209,3608,No
4,F,36,628,No
21,E,239,1745,No
76,F,286,1825,Yes
76,F,228,3429,No
40,E,339,2616,No
75,F,293,2850,No
26,F,296,1191,No
46,B,387,851,No
75,F,293,2436,No
13,B,66,383,No
7,B,77,757,No
44,B,349,420,No
46,B,385,3731,No
13,B,66,384,No
46,B,369,3241,No
40,E,272,213,No
19,E,204,1752,No
11,A,137,403,No
6,B,65,4512,No
9,A,116,859,No
6,B,67,5045,No
12,A,121,366,No
14,A,15,1207,No
47,M,406,592,No
12,A,119,5263,No
58,M,364,1369,No
46,B,367,1291,Yes
19,E,204,1719,No
46,B,372,2767,No
13,B,132,386,No
9,A,92,3538,No
6,B,85,1042,No
20,E,216,2684,No
60,M,472,5272,No
2,A,30,3570,No
22,F,232,2535,No
25,E,278,1125,Yes
3,A,112,1960,Yes
17,F,190,1976,No
40,E,357,138,No
9,A,553,3163,Yes
76,F,194,1949,No
16,F,188,2056,No
47,M,432,776,No
17,F,162,2854,No
12,A,121,1466,No
54,M,388,1058,No
21,E,259,702,No
40,E,360,2994,Yes
76,F,194,1973,No
40,E,335,30,No
9,A,108,2963,No
12,A,120,669,Yes
42,A,323,1,No
22,F,237,1792,No
7,B,569,1041,No
22,F,285,2460,No
17,F,226,1945,No
9,A,107,4260,No
9,A,92,931,Yes
3,A,104,1085,Yes
76,F,191,2166,Yes
7,B,80,5809,No
44,B,356,3295,No
46,B,387,1357,No
58,M,365,4337,No
57,M,581,1877,No
47,M,427,3648,No
41,E,482,923,No
16,F,189,2285,No
2,A,25,780,No
54,M,376,5334,Yes
54,M,582,1768,No
21,E,248,1388,No
9,A,115,769,No
75,F,508,1717,No
52,M,413,1764,Yes
14,A,7,2114,No
54,M,379,1659,No
75,F,287,1525,Yes
42,A,334,13,No
75,F,315,1726,No
42,A,327,3331,No
54,M,403,5233,No
3,A,104,988,No
11,A,147,238,No
2,A,18,4616,No
41,E,253,143,No
9,A,91,955,Yes
60,M,472,2325,Yes
16,F,189,1806,No
40,E,361,20,No
12,A,151,2757,No
44,B,344,564,No
52,M,419,2367,No
13,B,46,146,No
2,A,25,1720,No
11,A,329,190,No
4,F,39,1382,No
2,A,26,615,No
14,A,3,316,No
60,M,469,2071,Yes
41,E,243,1180,No
22,F,178,1977,Yes
57,M,405,5168,No
16,F,179,2047,No
19,E,204,5376,No
3,A,101,2920,No
17,F,161,2225,Yes
22,F,237,2129,No
7,B,73,3645,No
56,M,392,2453,No
54,M,582,2511,No
47,M,429,1326,No
3,A,27,952,Yes
41,E,580,492,No
16,F,180,2202,No
3,A,114,3463,No
40,E,272,224,No
14,A,1,5174,No
42,A,322,359,No
6,B,62,546,No
52,M,415,1528,No
42,A,323,5261,No
54,M,401,3366,No
41,E,580,1162,No
21,E,247,2311,No
13,B,128,489,Yes
14,A,16,932,No
40,E,362,577,No
26,F,308,1322,No
12,A,122,4223,No
57,M,470,2126,No
4,F,37,4664,No
75,F,283,5129,Yes
21,E,239,1665,No
12,A,123,6370,No
56,M,399,3739,No
52,M,426,886,No
19,E,213,1622,No
9,A,116,968,Yes
7,B,73,513,No
19,E,205,1798,No
58,M,458,3516,No
17,F,190,1781,No
25,E,279,775,No
40,E,339,1161,No
9,A,92,974,Yes
17,F,164,2637,No
13,B,134,405,No
54,M,403,1686,Yes
58,M,466,2517,Yes
9,A,110,2727,Yes
26,F,309,3700,No
41,E,251,1991,No
5,B,76,939,No
16,F,160,2157,Yes
20,E,216,2149,No
5,B,49,3433,No
41,E,251,1310,No
53,E,425,2812,No
25,E,275,609,No
58,M,460,2245,Yes
44,B,352,4241,No
7,B,81,1232,No
19,E,202,2620,No
9,A,105,5034,Yes
20,E,215,1894,No
52,M,418,559,No
53,E,436,1819,No
7,B,74,536,No
9,A,107,3527,No
5,B,583,1055,Yes
7,B,78,464,No
20,E,227,3838,No
3,A,111,1712,Yes
11,A,137,4187,No
26,F,305,1209,No
4,F,29,1011,No
16,F,179,5076,No
75,F,288,3219,No
22,F,232,1644,No
26,F,299,1664,Yes
7,B,71,861,No
47,M,406,799,No
76,F,228,2278,Yes
46,B,366,2922,No
4,F,310,1238,Yes
6,B,67,5091,No
60,M,467,3705,No
44,B,47,2123,No
26,F,305,1034,No
25,E,279,2231,Yes
7,B,80,3320,No
3,A,94,3310,No
26,F,304,4224,No
9,A,553,1996,Yes
5,B,49,284,No
7,B,81,6286,No
42,A,326,5,No
40,E,335,9,No
17,F,226,1623,Yes
16,F,189,1677,Yes
46,B,367,5626,Yes
20,E,214,5082,Yes
12,A,152,1376,No
4,F,41,1183,No
42,A,334,59,No
26,F,309,1133,No
13,B,141,887,No
4,F,36,1037,No
11,A,138,495,No
44,B,353,1056,No
44,B,353,212,No
57,M,470,2308,No
12,A,124,1694,No
16,F,183,1749,No
56,M,392,2402,No
26,F,308,3626,No
54,M,379,1231,Yes
13,B,66,408,No
54,M,388,5232,No
41,E,253,655,No
54,M,378,4599,No
26,F,304,1039,No
53,E,439,1643,No
17,F,175,3469,Yes
76,F,280,2566,No
53,E,436,2421,No
5,B,76,7156,No
14,A,7,1091,No
3,A,93,551,No
12,A,124,742,No
40,E,340,172,No
20,E,258,1233,No
26,F,305,5085,No
76,F,320,3215,No
52,M,418,1285,No
17,F,164,1810,No
46,B,375,3428,No
4,F,38,1030,No
13,B,134,75,No
19,E,204,1432,No
47,M,430,3237,No
16,F,189,2234,Yes
42,A,328,160,No
41,E,256,729,No
53,E,425,1971,No
16,F,160,3560,Yes
16,F,184,1753,No
26,F,306,5747,No
12,A,152,587,No
6,B,60,522,No
52,M,418,797,No
57,M,581,1826,Yes
57,M,448,5686,Yes
13,B,46,918,No
14,A,1,4333,No
40,E,360,1120,No
12,A,151,737,No
13,B,503,364,No
76,F,320,2894,No
44,B,353,2734,No
42,A,323,5260,No
44,B,409,3492,No
76,F,231,5241,No
56,M,455,1903,Yes
47,M,382,4412,No
3,A,111,1536,Yes
44,B,352,137,No
40,E,359,189,No
22,F,285,2560,No
7,B,74,601,No
6,B,59,297,No
40,E,335,152,No
75,F,508,1716,No
57,M,396,5070,Yes
53,E,441,1396,No
52,M,426,3590,No
17,F,226,1884,Yes
11,A,329,128,No
41,E,260,692,No
6,B,61,5388,No
53,E,438,5127,No
7,B,88,5713,No
44,B,353,7294,No
13,B,46,572,No
20,E,317,1499,No
46,B,384,2924,Yes
5,B,76,1254,No
44,B,347,28,No
17,F,162,2282,No
21,E,222,1433,No
7,B,506,3056,No
13,B,143,1195,No
22,F,234,1591,Yes
20,E,208,1707,No
20,E,235,2281,Yes
40,E,335,122,No
26,F,304,1662,No
75,F,289,2529,No
14,A,97,1375,No
20,E,216,3581,No
22,F,237,2230,No
11,A,4,105,No
53,E,438,965,No
58,M,463,1555,Yes
11,A,145,93,No
13,B,503,249,No
52,M,424,3102,No
9,A,92,1702,No
44,B,351,47,No
41,E,256,445,No
12,A,151,667,No
54,M,378,5033,No
52,M,419,1609,No
46,B,384,3596,No
9,A,118,6190,No
12,A,149,304,No
