DC,Item #,Desc.,Sector,Banner,Date,Chamber,Pick Type,CPT,IB,OB,Loads
6091,9399680,BONELESS HAMS,HAM,WM,3/22/2025,MP,CASE,840,179.1714286,179.1714286,0.21
6091,9399680,BONELESS HAMS,HAM,WM,3/23/2025,MP,CASE,840,179.1714286,179.1714286,0.21
6091,9399680,BONELESS HAMS,HAM,WM,3/24/2025,MP,CASE,840,179.1714286,179.1714286,0.21
6091,9399680,BONELESS HAMS,HAM,WM,3/25/2025,MP,CASE,840,179.1714286,179.1714286,0.21
6091,9399680,BONELESS HAMS,HAM,WM,3/26/2025,MP,CASE,840,179.1714286,179.1714286,0.21
6091,9399680,BONELESS HAMS,HAM,WM,3/27/2025,MP,CASE,840,179.1714286,179.1714286,0.21
6091,9399680,BONELESS HAMS,HAM,WM,3/28/2025,MP,CASE,840,179.1714286,179.1714286,0.21
6091,9399680,BONELESS HAMS,HAM,WM,3/29/2025,MP,CASE,840,221.6464286,221.6464286,0.26
6091,9399680,BONELESS HAMS,HAM,WM,3/30/2025,MP,CASE,840,221.6464286,221.6464286,0.26
6091,9399680,BONELESS HAMS,HAM,WM,3/31/2025,MP,CASE,840,221.6464286,221.6464286,0.26
6091,9399680,BONELESS HAMS,HAM,WM,4/1/2025,MP,CASE,840,221.6464286,221.6464286,0.26
6091,9399680,BONELESS HAMS,HAM,WM,4/2/2025,MP,CASE,840,221.6464286,221.6464286,0.26
6091,9399680,BONELESS HAMS,HAM,WM,4/3/2025,MP,CASE,840,221.6464286,221.6464286,0.26
6091,9399680,BONELESS HAMS,HAM,WM,4/4/2025,MP,CASE,840,221.6464286,221.6464286,0.26
6091,9399680,BONELESS HAMS,HAM,WM,4/5/2025,MP,CASE,840,138.4442857,138.4442857,0.16
6091,9399680,BONELESS HAMS,HAM,WM,4/6/2025,MP,CASE,840,138.4442857,138.4442857,0.16
6091,9399680,BONELESS HAMS,HAM,WM,4/7/2025,MP,CASE,840,138.4442857,138.4442857,0.16
6091,9399680,BONELESS HAMS,HAM,WM,4/8/2025,MP,CASE,840,138.4442857,138.4442857,0.16
6091,9399680,BONELESS HAMS,HAM,WM,4/9/2025,MP,CASE,840,138.4442857,138.4442857,0.16
6091,9399680,BONELESS HAMS,HAM,WM,4/10/2025,MP,CASE,840,138.4442857,138.4442857,0.16
6091,9399680,BONELESS HAMS,HAM,WM,4/11/2025,MP,CASE,840,138.4442857,138.4442857,0.16
6091,9399680,BONELESS HAMS,HAM,WM,4/12/2025,MP,CASE,840,74.02428571,74.02428571,0.09
6091,9399680,BONELESS HAMS,HAM,WM,4/13/2025,MP,CASE,840,74.02428571,74.02428571,0.09
6091,9399680,BONELESS HAMS,HAM,WM,4/14/2025,MP,CASE,840,74.02428571,74.02428571,0.09
6091,9399680,BONELESS HAMS,HAM,WM,4/15/2025,MP,CASE,840,74.02428571,74.02428571,0.09
6091,9399680,BONELESS HAMS,HAM,WM,4/16/2025,MP,CASE,840,74.02428571,74.02428571,0.09
6091,9399680,BONELESS HAMS,HAM,WM,4/17/2025,MP,CASE,840,74.02428571,74.02428571,0.09
6091,9399680,BONELESS HAMS,HAM,WM,4/18/2025,MP,CASE,840,74.02428571,74.02428571,0.09
6091,550937165,BONELESS HAMS,HAM,WM,3/1/2025,MP,CASE,840,75.17142857,75.17142857,0.09
6091,550937165,BONELESS HAMS,HAM,WM,3/2/2025,MP,CASE,840,75.17142857,75.17142857,0.09
6091,550937165,BONELESS HAMS,HAM,WM,3/3/2025,MP,CASE,840,75.17142857,75.17142857,0.09
6091,550937165,BONELESS HAMS,HAM,WM,3/4/2025,MP,CASE,840,75.17142857,75.17142857,0.09
6091,550937165,BONELESS HAMS,HAM,WM,3/5/2025,MP,CASE,840,75.17142857,75.17142857,0.09
6091,550937165,BONELESS HAMS,HAM,WM,3/6/2025,MP,CASE,840,75.17142857,75.17142857,0.09
6091,550937165,BONELESS HAMS,HAM,WM,3/7/2025,MP,CASE,840,75.17142857,75.17142857,0.09
6091,550937165,BONELESS HAMS,HAM,WM,3/8/2025,MP,CASE,840,80.058,80.058,0.10
6091,550937165,BONELESS HAMS,HAM,WM,3/9/2025,MP,CASE,840,80.058,80.058,0.10
6091,550937165,BONELESS HAMS,HAM,WM,3/10/2025,MP,CASE,840,80.058,80.058,0.10
6091,550937165,BONELESS HAMS,HAM,WM,3/11/2025,MP,CASE,840,80.058,80.058,0.10
6091,550937165,BONELESS HAMS,HAM,WM,3/12/2025,MP,CASE,840,80.058,80.058,0.10
6091,550937165,BONELESS HAMS,HAM,WM,3/13/2025,MP,CASE,840,80.058,80.058,0.10
6091,550937165,BONELESS HAMS,HAM,WM,3/14/2025,MP,CASE,840,80.058,80.058,0.10
6091,550937165,BONELESS HAMS,HAM,WM,3/15/2025,MP,CASE,840,88.60285714,88.60285714,0.11
6091,550937165,BONELESS HAMS,HAM,WM,3/16/2025,MP,CASE,840,88.60285714,88.60285714,0.11
6091,550937165,BONELESS HAMS,HAM,WM,3/17/2025,MP,CASE,840,88.60285714,88.60285714,0.11
6091,550937165,BONELESS HAMS,HAM,WM,3/18/2025,MP,CASE,840,88.60285714,88.60285714,0.11
6091,550937165,BONELESS HAMS,HAM,WM,3/19/2025,MP,CASE,840,88.60285714,88.60285714,0.11
6091,550937165,BONELESS HAMS,HAM,WM,3/20/2025,MP,CASE,840,88.60285714,88.60285714,0.11
6091,550937165,BONELESS HAMS,HAM,WM,3/21/2025,MP,CASE,840,88.60285714,88.60285714,0.11
6091,550937165,BONELESS HAMS,HAM,WM,3/22/2025,MP,CASE,840,104.0385714,104.0385714,0.12
6091,550937165,BONELESS HAMS,HAM,WM,3/23/2025,MP,CASE,840,104.0385714,104.0385714,0.12
6091,550937165,BONELESS HAMS,HAM,WM,3/24/2025,MP,CASE,840,104.0385714,104.0385714,0.12
6091,550937165,BONELESS HAMS,HAM,WM,3/25/2025,MP,CASE,840,104.0385714,104.0385714,0.12
6091,550937165,BONELESS HAMS,HAM,WM,3/26/2025,MP,CASE,840,104.0385714,104.0385714,0.12
6091,550937165,BONELESS HAMS,HAM,WM,3/27/2025,MP,CASE,840,104.0385714,104.0385714,0.12
6091,550937165,BONELESS HAMS,HAM,WM,3/28/2025,MP,CASE,840,104.0385714,104.0385714,0.12
6091,550937165,BONELESS HAMS,HAM,WM,3/29/2025,MP,CASE,840,121.1196429,121.1196429,0.14
6091,550937165,BONELESS HAMS,HAM,WM,3/30/2025,MP,CASE,840,121.1196429,121.1196429,0.14
6091,550937165,BONELESS HAMS,HAM,WM,3/31/2025,MP,CASE,840,121.1196429,121.1196429,0.14
6091,550937165,BONELESS HAMS,HAM,WM,4/1/2025,MP,CASE,840,121.1196429,121.1196429,0.14
6091,550937165,BONELESS HAMS,HAM,WM,4/2/2025,MP,CASE,840,121.1196429,121.1196429,0.14
6091,550937165,BONELESS HAMS,HAM,WM,4/3/2025,MP,CASE,840,121.1196429,121.1196429,0.14
6091,550937165,BONELESS HAMS,HAM,WM,4/4/2025,MP,CASE,840,121.1196429,121.1196429,0.14
6091,550937165,BONELESS HAMS,HAM,WM,4/5/2025,MP,CASE,840,88.60285714,88.60285714,0.11
6091,550937165,BONELESS HAMS,HAM,WM,4/6/2025,MP,CASE,840,88.60285714,88.60285714,0.11
6091,550937165,BONELESS HAMS,HAM,WM,4/7/2025,MP,CASE,840,88.60285714,88.60285714,0.11
6091,550937165,BONELESS HAMS,HAM,WM,4/8/2025,MP,CASE,840,88.60285714,88.60285714,0.11
6091,550937165,BONELESS HAMS,HAM,WM,4/9/2025,MP,CASE,840,88.60285714,88.60285714,0.11
6091,550937165,BONELESS HAMS,HAM,WM,4/10/2025,MP,CASE,840,88.60285714,88.60285714,0.11
6091,550937165,BONELESS HAMS,HAM,WM,4/11/2025,MP,CASE,840,88.60285714,88.60285714,0.11
6091,550937165,BONELESS HAMS,HAM,WM,4/12/2025,MP,CASE,840,67.23428571,67.23428571,0.08
6091,550937165,BONELESS HAMS,HAM,WM,4/13/2025,MP,CASE,840,67.23428571,67.23428571,0.08
6091,550937165,BONELESS HAMS,HAM,WM,4/14/2025,MP,CASE,840,67.23428571,67.23428571,0.08
6091,550937165,BONELESS HAMS,HAM,WM,4/15/2025,MP,CASE,840,67.23428571,67.23428571,0.08
6091,550937165,BONELESS HAMS,HAM,WM,4/16/2025,MP,CASE,840,67.23428571,67.23428571,0.08
6091,550937165,BONELESS HAMS,HAM,WM,4/17/2025,MP,CASE,840,67.23428571,67.23428571,0.08
6091,550937165,BONELESS HAMS,HAM,WM,4/18/2025,MP,CASE,840,67.23428571,67.23428571,0.08
6091,663226690,BONE IN HAMS,HAM,WM,3/1/2025,MP,CASE,840,147.2714286,147.2714286,0.18
6091,663226690,BONE IN HAMS,HAM,WM,3/2/2025,MP,CASE,840,147.2714286,147.2714286,0.18
6091,663226690,BONE IN HAMS,HAM,WM,3/3/2025,MP,CASE,840,147.2714286,147.2714286,0.18
6091,663226690,BONE IN HAMS,HAM,WM,3/4/2025,MP,CASE,840,147.2714286,147.2714286,0.18
6091,663226690,BONE IN HAMS,HAM,WM,3/5/2025,MP,CASE,840,147.2714286,147.2714286,0.18
6091,663226690,BONE IN HAMS,HAM,WM,3/6/2025,MP,CASE,840,147.2714286,147.2714286,0.18
6091,663226690,BONE IN HAMS,HAM,WM,3/7/2025,MP,CASE,840,147.2714286,147.2714286,0.18
6091,663226690,BONE IN HAMS,HAM,WM,3/8/2025,MP,CASE,840,175.9828571,175.9828571,0.21
6091,663226690,BONE IN HAMS,HAM,WM,3/9/2025,MP,CASE,840,175.9828571,175.9828571,0.21
6091,663226690,BONE IN HAMS,HAM,WM,3/10/2025,MP,CASE,840,175.9828571,175.9828571,0.21
6091,663226690,BONE IN HAMS,HAM,WM,3/11/2025,MP,CASE,840,175.9828571,175.9828571,0.21
6091,663226690,BONE IN HAMS,HAM,WM,3/12/2025,MP,CASE,840,175.9828571,175.9828571,0.21
6091,663226690,BONE IN HAMS,HAM,WM,3/13/2025,MP,CASE,840,175.9828571,175.9828571,0.21
6091,663226690,BONE IN HAMS,HAM,WM,3/14/2025,MP,CASE,840,175.9828571,175.9828571,0.21
6091,663226690,BONE IN HAMS,HAM,WM,3/15/2025,MP,CASE,840,219.6857143,219.6857143,0.26
6091,663226690,BONE IN HAMS,HAM,WM,3/16/2025,MP,CASE,840,219.6857143,219.6857143,0.26
6091,663226690,BONE IN HAMS,HAM,WM,3/17/2025,MP,CASE,840,219.6857143,219.6857143,0.26
6091,663226690,BONE IN HAMS,HAM,WM,3/18/2025,MP,CASE,840,219.6857143,219.6857143,0.26
6091,663226690,BONE IN HAMS,HAM,WM,3/19/2025,MP,CASE,840,219.6857143,219.6857143,0.26
6091,663226690,BONE IN HAMS,HAM,WM,3/20/2025,MP,CASE,840,219.6857143,219.6857143,0.26
6091,663226690,BONE IN HAMS,HAM,WM,3/21/2025,MP,CASE,840,219.6857143,219.6857143,0.26
6091,663226690,BONE IN HAMS,HAM,WM,3/22/2025,MP,CASE,840,292.9142857,292.9142857,0.35
6091,663226690,BONE IN HAMS,HAM,WM,3/23/2025,MP,CASE,840,292.9142857,292.9142857,0.35
6091,663226690,BONE IN HAMS,HAM,WM,3/24/2025,MP,CASE,840,292.9142857,292.9142857,0.35
6091,663226690,BONE IN HAMS,HAM,WM,3/25/2025,MP,CASE,840,292.9142857,292.9142857,0.35
6091,663226690,BONE IN HAMS,HAM,WM,3/26/2025,MP,CASE,840,292.9142857,292.9142857,0.35
6091,663226690,BONE IN HAMS,HAM,WM,3/27/2025,MP,CASE,840,292.9142857,292.9142857,0.35
6091,663226690,BONE IN HAMS,HAM,WM,3/28/2025,MP,CASE,840,292.9142857,292.9142857,0.35
6091,663226690,BONE IN HAMS,HAM,WM,3/29/2025,MP,CASE,840,366.1428571,366.1428571,0.44
6091,663226690,BONE IN HAMS,HAM,WM,3/30/2025,MP,CASE,840,366.1428571,366.1428571,0.44
6091,663226690,BONE IN HAMS,HAM,WM,3/31/2025,MP,CASE,840,366.1428571,366.1428571,0.44
6091,663226690,BONE IN HAMS,HAM,WM,4/1/2025,MP,CASE,840,366.1428571,366.1428571,0.44
6091,663226690,BONE IN HAMS,HAM,WM,4/2/2025,MP,CASE,840,366.1428571,366.1428571,0.44
6091,663226690,BONE IN HAMS,HAM,WM,4/3/2025,MP,CASE,840,366.1428571,366.1428571,0.44
6091,663226690,BONE IN HAMS,HAM,WM,4/4/2025,MP,CASE,840,366.1428571,366.1428571,0.44
6091,663226690,BONE IN HAMS,HAM,WM,4/5/2025,MP,CASE,840,219.6857143,219.6857143,0.26
6091,663226690,BONE IN HAMS,HAM,WM,4/6/2025,MP,CASE,840,219.6857143,219.6857143,0.26
6091,663226690,BONE IN HAMS,HAM,WM,4/7/2025,MP,CASE,840,219.6857143,219.6857143,0.26
6091,663226690,BONE IN HAMS,HAM,WM,4/8/2025,MP,CASE,840,219.6857143,219.6857143,0.26
6091,663226690,BONE IN HAMS,HAM,WM,4/9/2025,MP,CASE,840,219.6857143,219.6857143,0.26
6091,663226690,BONE IN HAMS,HAM,WM,4/10/2025,MP,CASE,840,219.6857143,219.6857143,0.26
6091,663226690,BONE IN HAMS,HAM,WM,4/11/2025,MP,CASE,840,219.6857143,219.6857143,0.26
6091,663226690,BONE IN HAMS,HAM,WM,4/12/2025,MP,CASE,840,68.53714286,68.53714286,0.08
6091,663226690,BONE IN HAMS,HAM,WM,4/13/2025,MP,CASE,840,68.53714286,68.53714286,0.08
6091,663226690,BONE IN HAMS,HAM,WM,4/14/2025,MP,CASE,840,68.53714286,68.53714286,0.08
6091,663226690,BONE IN HAMS,HAM,WM,4/15/2025,MP,CASE,840,68.53714286,68.53714286,0.08
6091,663226690,BONE IN HAMS,HAM,WM,4/16/2025,MP,CASE,840,68.53714286,68.53714286,0.08
6091,663226690,BONE IN HAMS,HAM,WM,4/17/2025,MP,CASE,840,68.53714286,68.53714286,0.08
6091,663226690,BONE IN HAMS,HAM,WM,4/18/2025,MP,CASE,840,68.53714286,68.53714286,0.08
6091,674237192,BONE IN HAMS,HAM,WM,3/1/2025,MP,CASE,840,70.6,70.6,0.08
6091,674237192,BONE IN HAMS,HAM,WM,3/2/2025,MP,CASE,840,70.6,70.6,0.08
6091,674237192,BONE IN HAMS,HAM,WM,3/3/2025,MP,CASE,840,70.6,70.6,0.08
6091,674237192,BONE IN HAMS,HAM,WM,3/4/2025,MP,CASE,840,70.6,70.6,0.08
6091,674237192,BONE IN HAMS,HAM,WM,3/5/2025,MP,CASE,840,70.6,70.6,0.08
6091,674237192,BONE IN HAMS,HAM,WM,3/6/2025,MP,CASE,840,70.6,70.6,0.08
6091,674237192,BONE IN HAMS,HAM,WM,3/7/2025,MP,CASE,840,70.6,70.6,0.08
6091,674237192,BONE IN HAMS,HAM,WM,3/8/2025,MP,CASE,840,74.49142857,74.49142857,0.09
6091,674237192,BONE IN HAMS,HAM,WM,3/9/2025,MP,CASE,840,74.49142857,74.49142857,0.09
6091,674237192,BONE IN HAMS,HAM,WM,3/10/2025,MP,CASE,840,74.49142857,74.49142857,0.09
6091,674237192,BONE IN HAMS,HAM,WM,3/11/2025,MP,CASE,840,74.49142857,74.49142857,0.09
6091,674237192,BONE IN HAMS,HAM,WM,3/12/2025,MP,CASE,840,74.49142857,74.49142857,0.09
6091,674237192,BONE IN HAMS,HAM,WM,3/13/2025,MP,CASE,840,74.49142857,74.49142857,0.09
6091,674237192,BONE IN HAMS,HAM,WM,3/14/2025,MP,CASE,840,74.49142857,74.49142857,0.09
6091,674237192,BONE IN HAMS,HAM,WM,3/15/2025,MP,CASE,840,81.17857143,81.17857143,0.10
6091,674237192,BONE IN HAMS,HAM,WM,3/16/2025,MP,CASE,840,81.17857143,81.17857143,0.10
6091,674237192,BONE IN HAMS,HAM,WM,3/17/2025,MP,CASE,840,81.17857143,81.17857143,0.10
6091,674237192,BONE IN HAMS,HAM,WM,3/18/2025,MP,CASE,840,81.17857143,81.17857143,0.10
6091,674237192,BONE IN HAMS,HAM,WM,3/19/2025,MP,CASE,840,81.17857143,81.17857143,0.10
6091,674237192,BONE IN HAMS,HAM,WM,3/20/2025,MP,CASE,840,81.17857143,81.17857143,0.10
6091,674237192,BONE IN HAMS,HAM,WM,3/21/2025,MP,CASE,840,81.17857143,81.17857143,0.10
6091,674237192,BONE IN HAMS,HAM,WM,3/22/2025,MP,CASE,840,93.74285714,93.74285714,0.11
6091,674237192,BONE IN HAMS,HAM,WM,3/23/2025,MP,CASE,840,93.74285714,93.74285714,0.11
6091,674237192,BONE IN HAMS,HAM,WM,3/24/2025,MP,CASE,840,93.74285714,93.74285714,0.11
6091,674237192,BONE IN HAMS,HAM,WM,3/25/2025,MP,CASE,840,93.74285714,93.74285714,0.11
6091,674237192,BONE IN HAMS,HAM,WM,3/26/2025,MP,CASE,840,93.74285714,93.74285714,0.11
6091,674237192,BONE IN HAMS,HAM,WM,3/27/2025,MP,CASE,840,93.74285714,93.74285714,0.11
6091,674237192,BONE IN HAMS,HAM,WM,3/28/2025,MP,CASE,840,93.74285714,93.74285714,0.11
6091,674237192,BONE IN HAMS,HAM,WM,3/29/2025,MP,CASE,840,107.0714286,107.0714286,0.13
6091,674237192,BONE IN HAMS,HAM,WM,3/30/2025,MP,CASE,840,107.0714286,107.0714286,0.13
6091,674237192,BONE IN HAMS,HAM,WM,3/31/2025,MP,CASE,840,107.0714286,107.0714286,0.13
6091,674237192,BONE IN HAMS,HAM,WM,4/1/2025,MP,CASE,840,107.0714286,107.0714286,0.13
6091,674237192,BONE IN HAMS,HAM,WM,4/2/2025,MP,CASE,840,107.0714286,107.0714286,0.13
6091,674237192,BONE IN HAMS,HAM,WM,4/3/2025,MP,CASE,840,107.0714286,107.0714286,0.13
6091,674237192,BONE IN HAMS,HAM,WM,4/4/2025,MP,CASE,840,107.0714286,107.0714286,0.13
6091,674237192,BONE IN HAMS,HAM,WM,4/5/2025,MP,CASE,840,81.17857143,81.17857143,0.10
6091,674237192,BONE IN HAMS,HAM,WM,4/6/2025,MP,CASE,840,81.17857143,81.17857143,0.10
6091,674237192,BONE IN HAMS,HAM,WM,4/7/2025,MP,CASE,840,81.17857143,81.17857143,0.10
6091,674237192,BONE IN HAMS,HAM,WM,4/8/2025,MP,CASE,840,81.17857143,81.17857143,0.10
6091,674237192,BONE IN HAMS,HAM,WM,4/9/2025,MP,CASE,840,81.17857143,81.17857143,0.10
6091,674237192,BONE IN HAMS,HAM,WM,4/10/2025,MP,CASE,840,81.17857143,81.17857143,0.10
6091,674237192,BONE IN HAMS,HAM,WM,4/11/2025,MP,CASE,840,81.17857143,81.17857143,0.10
6091,674237192,BONE IN HAMS,HAM,WM,4/12/2025,MP,CASE,840,66,66,0.08
6091,674237192,BONE IN HAMS,HAM,WM,4/13/2025,MP,CASE,840,66,66,0.08
6091,674237192,BONE IN HAMS,HAM,WM,4/14/2025,MP,CASE,840,66,66,0.08
6091,674237192,BONE IN HAMS,HAM,WM,4/15/2025,MP,CASE,840,66,66,0.08
6091,674237192,BONE IN HAMS,HAM,WM,4/16/2025,MP,CASE,840,66,66,0.08
6091,674237192,BONE IN HAMS,HAM,WM,4/17/2025,MP,CASE,840,66,66,0.08
6091,674237192,BONE IN HAMS,HAM,WM,4/18/2025,MP,CASE,840,66,66,0.08
6095,9352551,BONE IN HAMS,HAM,WM,3/1/2025,MP,CASE,840,138.5364286,138.5364286,0.16
6095,9352551,BONE IN HAMS,HAM,WM,3/2/2025,MP,CASE,840,138.5364286,138.5364286,0.16
6095,9352551,BONE IN HAMS,HAM,WM,3/3/2025,MP,CASE,840,138.5364286,138.5364286,0.16
6095,9352551,BONE IN HAMS,HAM,WM,3/4/2025,MP,CASE,840,138.5364286,138.5364286,0.16
6095,9352551,BONE IN HAMS,HAM,WM,3/5/2025,MP,CASE,840,138.5364286,138.5364286,0.16
6095,9352551,BONE IN HAMS,HAM,WM,3/6/2025,MP,CASE,840,138.5364286,138.5364286,0.16
6095,9352551,BONE IN HAMS,HAM,WM,3/7/2025,MP,CASE,840,138.5364286,138.5364286,0.16
6095,9352551,BONE IN HAMS,HAM,WM,3/8/2025,MP,CASE,840,156.8462857,156.8462857,0.19
6095,9352551,BONE IN HAMS,HAM,WM,3/9/2025,MP,CASE,840,156.8462857,156.8462857,0.19
6095,9352551,BONE IN HAMS,HAM,WM,3/10/2025,MP,CASE,840,156.8462857,156.8462857,0.19
6095,9352551,BONE IN HAMS,HAM,WM,3/11/2025,MP,CASE,840,156.8462857,156.8462857,0.19
6095,9352551,BONE IN HAMS,HAM,WM,3/12/2025,MP,CASE,840,156.8462857,156.8462857,0.19
6095,9352551,BONE IN HAMS,HAM,WM,3/13/2025,MP,CASE,840,156.8462857,156.8462857,0.19
6095,9352551,BONE IN HAMS,HAM,WM,3/14/2025,MP,CASE,840,156.8462857,156.8462857,0.19
6095,9352551,BONE IN HAMS,HAM,WM,3/15/2025,MP,CASE,840,186.2067857,186.2067857,0.22
6095,9352551,BONE IN HAMS,HAM,WM,3/16/2025,MP,CASE,840,186.2067857,186.2067857,0.22
6095,9352551,BONE IN HAMS,HAM,WM,3/17/2025,MP,CASE,840,186.2067857,186.2067857,0.22
6095,9352551,BONE IN HAMS,HAM,WM,3/18/2025,MP,CASE,840,186.2067857,186.2067857,0.22
6095,9352551,BONE IN HAMS,HAM,WM,3/19/2025,MP,CASE,840,186.2067857,186.2067857,0.22
6095,9352551,BONE IN HAMS,HAM,WM,3/20/2025,MP,CASE,840,186.2067857,186.2067857,0.22
6095,9352551,BONE IN HAMS,HAM,WM,3/21/2025,MP,CASE,840,186.2067857,186.2067857,0.22
6095,9352551,BONE IN HAMS,HAM,WM,3/22/2025,MP,CASE,840,237.4885714,237.4885714,0.28
6095,9352551,BONE IN HAMS,HAM,WM,3/23/2025,MP,CASE,840,237.4885714,237.4885714,0.28
6095,9352551,BONE IN HAMS,HAM,WM,3/24/2025,MP,CASE,840,237.4885714,237.4885714,0.28
6095,9352551,BONE IN HAMS,HAM,WM,3/25/2025,MP,CASE,840,237.4885714,237.4885714,0.28
6095,9352551,BONE IN HAMS,HAM,WM,3/26/2025,MP,CASE,840,237.4885714,237.4885714,0.28
6095,9352551,BONE IN HAMS,HAM,WM,3/27/2025,MP,CASE,840,237.4885714,237.4885714,0.28
6095,9352551,BONE IN HAMS,HAM,WM,3/28/2025,MP,CASE,840,237.4885714,237.4885714,0.28
6095,9352551,BONE IN HAMS,HAM,WM,3/29/2025,MP,CASE,840,289.3964286,289.3964286,0.34
6095,9352551,BONE IN HAMS,HAM,WM,3/30/2025,MP,CASE,840,289.3964286,289.3964286,0.34
6095,9352551,BONE IN HAMS,HAM,WM,3/31/2025,MP,CASE,840,289.3964286,289.3964286,0.34
6095,9352551,BONE IN HAMS,HAM,WM,4/1/2025,MP,CASE,840,289.3964286,289.3964286,0.34
6095,9352551,BONE IN HAMS,HAM,WM,4/2/2025,MP,CASE,840,289.3964286,289.3964286,0.34
6095,9352551,BONE IN HAMS,HAM,WM,4/3/2025,MP,CASE,840,289.3964286,289.3964286,0.34
6095,9352551,BONE IN HAMS,HAM,WM,4/4/2025,MP,CASE,840,289.3964286,289.3964286,0.34
6095,9352551,BONE IN HAMS,HAM,WM,4/5/2025,MP,CASE,840,186.2067857,186.2067857,0.22
6095,9352551,BONE IN HAMS,HAM,WM,4/6/2025,MP,CASE,840,186.2067857,186.2067857,0.22
6095,9352551,BONE IN HAMS,HAM,WM,4/7/2025,MP,CASE,840,186.2067857,186.2067857,0.22
6095,9352551,BONE IN HAMS,HAM,WM,4/8/2025,MP,CASE,840,186.2067857,186.2067857,0.22
6095,9352551,BONE IN HAMS,HAM,WM,4/9/2025,MP,CASE,840,186.2067857,186.2067857,0.22
6095,9352551,BONE IN HAMS,HAM,WM,4/10/2025,MP,CASE,840,186.2067857,186.2067857,0.22
6095,9352551,BONE IN HAMS,HAM,WM,4/11/2025,MP,CASE,840,186.2067857,186.2067857,0.22
6095,9352551,BONE IN HAMS,HAM,WM,4/12/2025,MP,CASE,840,102.0971429,102.0971429,0.12
6095,9352551,BONE IN HAMS,HAM,WM,4/13/2025,MP,CASE,840,102.0971429,102.0971429,0.12
6095,9352551,BONE IN HAMS,HAM,WM,4/14/2025,MP,CASE,840,102.0971429,102.0971429,0.12
6095,9352551,BONE IN HAMS,HAM,WM,4/15/2025,MP,CASE,840,102.0971429,102.0971429,0.12
6095,9352551,BONE IN HAMS,HAM,WM,4/16/2025,MP,CASE,840,102.0971429,102.0971429,0.12
6095,9352551,BONE IN HAMS,HAM,WM,4/17/2025,MP,CASE,840,102.0971429,102.0971429,0.12
6095,9352551,BONE IN HAMS,HAM,WM,4/18/2025,MP,CASE,840,102.0971429,102.0971429,0.12
6095,9369715,BONE IN HAMS,HAM,WM,3/1/2025,MP,CASE,840,189.3257143,189.3257143,0.23
6095,9369715,BONE IN HAMS,HAM,WM,3/2/2025,MP,CASE,840,189.3257143,189.3257143,0.23
6095,9369715,BONE IN HAMS,HAM,WM,3/3/2025,MP,CASE,840,189.3257143,189.3257143,0.23
6095,9369715,BONE IN HAMS,HAM,WM,3/4/2025,MP,CASE,840,189.3257143,189.3257143,0.23
6095,9369715,BONE IN HAMS,HAM,WM,3/5/2025,MP,CASE,840,189.3257143,189.3257143,0.23
6095,9369715,BONE IN HAMS,HAM,WM,3/6/2025,MP,CASE,840,189.3257143,189.3257143,0.23
6095,9369715,BONE IN HAMS,HAM,WM,3/7/2025,MP,CASE,840,189.3257143,189.3257143,0.23
6095,9369715,BONE IN HAMS,HAM,WM,3/8/2025,MP,CASE,840,221.368,221.368,0.26
6095,9369715,BONE IN HAMS,HAM,WM,3/9/2025,MP,CASE,840,221.368,221.368,0.26
6095,9369715,BONE IN HAMS,HAM,WM,3/10/2025,MP,CASE,840,221.368,221.368,0.26
6095,9369715,BONE IN HAMS,HAM,WM,3/11/2025,MP,CASE,840,221.368,221.368,0.26
6095,9369715,BONE IN HAMS,HAM,WM,3/12/2025,MP,CASE,840,221.368,221.368,0.26
6095,9369715,BONE IN HAMS,HAM,WM,3/13/2025,MP,CASE,840,221.368,221.368,0.26
6095,9369715,BONE IN HAMS,HAM,WM,3/14/2025,MP,CASE,840,221.368,221.368,0.26
6095,9369715,BONE IN HAMS,HAM,WM,3/15/2025,MP,CASE,840,270.8275,270.8275,0.32
6095,9369715,BONE IN HAMS,HAM,WM,3/16/2025,MP,CASE,840,270.8275,270.8275,0.32
6095,9369715,BONE IN HAMS,HAM,WM,3/17/2025,MP,CASE,840,270.8275,270.8275,0.32
6095,9369715,BONE IN HAMS,HAM,WM,3/18/2025,MP,CASE,840,270.8275,270.8275,0.32
6095,9369715,BONE IN HAMS,HAM,WM,3/19/2025,MP,CASE,840,270.8275,270.8275,0.32
6095,9369715,BONE IN HAMS,HAM,WM,3/20/2025,MP,CASE,840,270.8275,270.8275,0.32
6095,9369715,BONE IN HAMS,HAM,WM,3/21/2025,MP,CASE,840,270.8275,270.8275,0.32
6095,9369715,BONE IN HAMS,HAM,WM,3/22/2025,MP,CASE,840,355.5414286,355.5414286,0.42
6095,9369715,BONE IN HAMS,HAM,WM,3/23/2025,MP,CASE,840,355.5414286,355.5414286,0.42
6095,9369715,BONE IN HAMS,HAM,WM,3/24/2025,MP,CASE,840,355.5414286,355.5414286,0.42
6095,9369715,BONE IN HAMS,HAM,WM,3/25/2025,MP,CASE,840,355.5414286,355.5414286,0.42
6095,9369715,BONE IN HAMS,HAM,WM,3/26/2025,MP,CASE,840,355.5414286,355.5414286,0.42
6095,9369715,BONE IN HAMS,HAM,WM,3/27/2025,MP,CASE,840,355.5414286,355.5414286,0.42
