Store,Store Type,MFC Store,Possession date,RDC,FASH DC,Import DC,Return Center,City,State,GM SQFT,Total SQFT,Start Date,End Date,SubDivision,Phase 1 Date,Phase 2 Date,Phase 3 Date
2469,SUP,,,6037,6029,6060,9195,LONGVIEW,WA,"113,658","162,368",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2471,SUP,,,6024,6022,8980,9193,DUBLIN,OH,"121,640","173,772",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2472,SUP,,,6070,6014,8980,8092,WINSTON-SALEM,NC,"140,059","200,084",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
2473,EXP,,,7033,6029,6060,9195,HILO,HI,"133,997","133,997",8/13/2024,1/27/2025,M,10/1/2027,1/1/2029,#N/A
2474,SUP,,,7045,6041,8980,9196,KEYSER,WV,"111,840","149,120",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
2475,SUP,,,6054,6014,6061,8092,CONYERS,GA,"139,318","199,026",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
2476,SUP,,,6037,6029,6060,9195,COLLEGE PLACE,WA,"147,694","210,991",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2477,SUP,,,6026,6029,6060,9195,ROSEBURG,OR,"109,319","156,170",8/13/2024,1/27/2025,M,3/12/2025,9/17/2026,1/17/2028
2479,SUP,,,7033,6029,6060,9195,SAN DIEGO,CA,"99,445","132,593",8/13/2024,1/27/2025,M,10/1/2027,1/1/2029,#N/A
2480,SUP,,,6080,6041,6088,9196,HONESDALE,PA,"126,195","180,278",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2481,SUP,,,6027,6041,6088,9196,COAL TOWNSHIP,PA,"129,537","185,053",8/13/2024,1/27/2025,F,7/25/2024,11/24/2025,3/24/2027
2482,SUP,,,6031,6029,6060,9195,MESA (W),AZ,"142,673","203,819",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
2483,SUP,,,7033,6029,6060,9195,LAS VEGAS,NV,"118,352","169,075",8/13/2024,1/27/2025,M,10/1/2027,1/1/2029,#N/A
2484,SUP,,,7038,6014,6061,8092,CLEWISTON,FL,"112,278","149,704",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
2485,SUP,,,6037,6029,6060,9195,PONDERAY,ID,"110,075","157,250",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2486,WNM,,,6026,6029,6060,9195,SAN JOSE (CIRCUIT CITY),CA,"6,933","46,221",8/13/2024,1/27/2025,O,3/12/2025,9/17/2026,1/17/2028
2487,WNM,,,7033,6029,6060,9195,CORONA,CA,"5,292","35,282",8/13/2024,1/27/2025,O,10/1/2027,1/1/2029,#N/A
2488,WNM,,,6006,7842,7067,8092,DECATUR,AL,"6,177","41,179",8/13/2024,1/27/2025,O,8/22/2024,4/2/2026,8/2/2027
2490,EXP,,,6035,7842,7042,9193,ROELAND PARK,KS,"112,409","112,409",8/13/2024,1/27/2025,E,8/15/2024,1/26/2026,5/26/2027
2491,SUP,,,6092,6022,7078,9193,DANVILLE,IL,"140,058","200,083",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
2492,SUP,,,6037,6029,6060,9195,PENDLETON,OR,"109,903","157,004",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2493,SUP,,,6043,6022,7078,9193,GRAND RAPIDS,MI,"111,992","159,989",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2494,SUP,,,7033,6029,6060,9195,OCEANSIDE,CA,"100,977","134,636",8/13/2024,1/27/2025,M,10/1/2027,1/1/2029,#N/A
2495,EXP,,,6021,6029,6060,9195,WESTMINSTER,CA,"134,063","134,063",8/13/2024,1/27/2025,M,1/6/2026,4/6/2027,8/6/2028
2496,SUP,,,6039,6022,8980,8092,BOONE,NC,"109,760","146,347",8/13/2024,1/27/2025,A,11/2/2023,4/18/2025,8/18/2026
2497,SUP,,,6080,6041,6088,9196,PHILLIPSBURG,NJ,"146,842","209,774",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2499,WNM,,,6020,6014,6061,8092,ORLANDO (APOPKA-VINELAND),FL,"8,917","59,448",8/13/2024,1/27/2025,O,5/1/2022,9/1/2024,In Progress
2501,EXP,,,7035,6014,6061,8092,BAYAMON,PR,"127,967","127,967",8/13/2024,1/27/2025,I,7/1/2026,10/1/2027,#N/A
2502,SUP,,,6027,6041,6088,9196,LATROBE,PA,"130,449","186,355",8/13/2024,1/27/2025,F,7/25/2024,11/24/2025,3/24/2027
2503,SUP,,,6080,6041,6088,9196,HACKETTSTOWN,NJ,"92,149","122,865",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2504,SUP,,,6038,6041,6088,9196,KINGSTON,NY,"143,845","205,493",8/13/2024,1/27/2025,F,8/15/2024,10/24/2025,2/24/2027
2505,SUP,,,7036,6005,7042,9153,MISSOURI CITY,TX,"155,998","222,855",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
2506,SUP,,,6027,6041,6088,9196,RAVENNA,OH,"148,457","212,082",8/13/2024,1/27/2025,E,7/25/2024,11/24/2025,3/24/2027
2507,EXP,,,6021,6029,6060,9195,SANTA MARIA,CA,"134,643","134,643",8/13/2024,1/27/2025,M,1/6/2026,4/6/2027,8/6/2028
2508,SUP,,,7026,6029,6060,9195,BOISE,ID,"151,322","216,174",8/13/2024,1/27/2025,M,7/1/2027,10/1/2028,#N/A
2509,SUP,,,7039,6022,7078,9193,CHILTON,WI,"109,882","156,974",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
2510,SUP,,,7039,6022,7078,9193,MINOCQUA,WI,"111,451","148,601",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
2511,SUP,,,7026,6029,6060,9195,AMERICAN FORK,UT,"156,448","223,497",8/13/2024,1/27/2025,M,7/1/2027,10/1/2028,#N/A
2512,SUP,,,6031,6029,6060,9195,PHOENIX (N),AZ,"142,164","203,091",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
2513,SUP,,,6054,6014,6061,8092,DAHLONEGA,GA,"108,223","144,298",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
2514,SUP,,,7034,6041,6088,9196,POCOMOKE CITY,MD,"112,278","149,704",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
2515,SUP,,,6031,6029,6060,9195,PHOENIX (E),AZ,"134,315","191,878",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
2516,SUP,,,6037,6029,6060,9195,RENTON,WA,"105,171","150,244",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2517,SUP,,,7033,6029,6060,9195,SANTA ANA,CA,"101,201","134,935",8/13/2024,1/27/2025,M,10/1/2027,1/1/2029,#N/A
2518,EXP,,,7034,6041,6088,9196,HAMILTON,NJ,"142,268","142,268",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
2519,SUP,,,7034,6041,6088,9196,SHREWSBURY,PA,"107,929","154,184",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
2520,SUP,,,6023,6014,6088,8092,FREDERICKSBURG (E),VA,"111,607","159,438",8/13/2024,1/27/2025,F,3/10/2025,10/4/2026,2/4/2028
2522,SUP,,,7039,6022,7078,9193,ESCANABA,MI,"143,058","204,368",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
2523,EXP,,,6021,6029,6060,9195,BREA,CA,"134,903","134,903",8/13/2024,1/27/2025,M,1/6/2026,4/6/2027,8/6/2028
2526,SUP,,,6021,6029,6060,9195,PORTER RANCH,CA,"97,175","129,567",8/13/2024,1/27/2025,M,1/6/2026,4/6/2027,8/6/2028
2527,EXP,,,6021,6029,6060,9195,SAN CLEMENTE,CA,"101,020","101,020",8/13/2024,1/27/2025,M,1/6/2026,4/6/2027,8/6/2028
2528,SUP,,,6027,6041,6088,9196,MILL HALL,PA,"127,900","182,714",8/13/2024,1/27/2025,F,7/25/2024,11/24/2025,3/24/2027
2529,SUP,,,6023,6014,6088,8092,VIRGINIA BEACH,VA,"141,100","201,572",8/13/2024,1/27/2025,F,3/10/2025,10/4/2026,2/4/2028
2530,EXP,,,6038,6041,6088,9196,RUTLAND,VT,"76,149","76,149",8/13/2024,1/27/2025,F,8/15/2024,10/24/2025,2/24/2027
2531,WMT,,,6080,6041,6088,9196,MOHEGAN LAKE,NY,"130,030","130,030",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2532,SUP,,,7039,6022,7078,9193,BELOIT,WI,"140,059","200,084",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
2533,SUP,,,6011,7842,7067,9153,GULF BREEZE,FL,"127,905","182,721",8/13/2024,1/27/2025,A,2/29/2024,9/12/2025,1/12/2027
2534,SUP,,,6010,6014,6061,8092,DOTHAN,AL,"125,971","179,958",8/13/2024,1/27/2025,A,5/4/2023,1/6/2025,5/6/2026
2535,SUP,,,6080,6041,6088,9196,SAINT CLAIR,PA,"142,917","204,167",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2536,EXP,,,6021,6029,6060,9195,TULARE,CA,"130,688","130,688",8/13/2024,1/27/2025,M,1/6/2026,4/6/2027,8/6/2028
2537,SUP,,,6026,6029,6060,9195,REDDING,CA,"153,537","219,338",8/13/2024,1/27/2025,M,3/12/2025,9/17/2026,1/17/2028
2538,EXP,,,6026,6029,6060,9195,EUGENE,OR,"133,115","133,115",8/13/2024,1/27/2025,M,3/12/2025,9/17/2026,1/17/2028
2539,SUP,,,6037,6029,6060,9195,SPOKANE VALLEY,WA,"150,724","215,320",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2540,SUP,,,6027,6041,6088,9196,CLARION,PA,"112,278","149,704",8/13/2024,1/27/2025,E,7/25/2024,11/24/2025,3/24/2027
2541,SUP,,,6027,6041,6088,9196,ALLIANCE,OH,"140,059","200,084",8/13/2024,1/27/2025,E,7/25/2024,11/24/2025,3/24/2027
2542,SUP,,,6024,6022,8980,9193,OTTAWA,OH,"82,087","109,450",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2543,SUP,,,6080,6041,6088,9196,PITTSTON,PA,"119,963","171,376",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2544,SUP,,,6092,6022,7078,9193,PORTAGE,IN,"152,095","217,278",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
2545,SUP,,,7039,6022,7078,9193,MARINETTE,WI,"105,770","151,100",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
2546,EXP,,,6021,6029,6060,9195,ORANGE,CA,"132,111","132,111",8/13/2024,1/27/2025,M,1/6/2026,4/6/2027,8/6/2028
2547,SUP,,,6080,6041,6088,9196,MONTICELLO,NY,"142,600","203,715",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2548,SUP,,,6039,6022,8980,8092,SOUTH WILLIAMSON,KY,"122,809","175,441",8/13/2024,1/27/2025,E,11/2/2023,4/18/2025,8/18/2026
2549,SUP,,,6037,6029,6060,9195,SPOKANE (N),WA,"156,223","223,176",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2550,SUP,,,6026,6029,6060,9195,VANCOUVER,WA,"146,192","208,846",8/13/2024,1/27/2025,M,3/12/2025,9/17/2026,1/17/2028
2551,EXP,,,7045,6041,8980,9196,MOUNT AIRY,MD,"103,006","103,006",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
2553,EXP,,,6026,6029,6060,9195,WINDSOR,CA,"129,726","129,726",8/13/2024,1/27/2025,M,3/12/2025,9/17/2026,1/17/2028
2554,SUP,,,6031,6029,6060,9195,AVONDALE,AZ,"147,285","210,407",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
2555,EXP,,,7034,6041,6088,9196,NEW CASTLE,DE,"138,665","138,665",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
2556,EXP,,,6021,6029,6060,9195,ARROYO GRANDE,CA,"101,785","101,785",8/13/2024,1/27/2025,M,1/6/2026,4/6/2027,8/6/2028
2557,SUP,,,6021,6029,6060,9195,BAKERSFIELD (N),CA,"113,002","161,432",8/13/2024,1/27/2025,M,1/6/2026,4/6/2027,8/6/2028
2558,EXP,,,6043,6022,7078,9193,STERLING HEIGHTS,MI,"129,615","129,615",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2559,SUP,,,6043,6022,7078,9193,STERLING HEIGHTS,MI,"142,673","203,819",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2560,SUP,,,7034,6041,6088,9196,BERLIN,MD,"126,510","180,729",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
2561,SUP,,,6027,6041,6088,9196,ERIE (W),PA,"123,432","176,331",8/13/2024,1/27/2025,F,7/25/2024,11/24/2025,3/24/2027
2562,SUP,,,6019,6029,7042,9195,GOODLAND,KS,"83,772","111,696",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
2563,SUP,,,6017,6022,7067,9193,PAOLI,IN,"82,222","109,630",8/13/2024,1/27/2025,E,4/7/2025,10/31/2026,2/29/2028
2564,SUP,,,7045,6041,8980,9196,LURAY,VA,"82,222","109,630",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
2565,SUP,,,7045,6041,8980,9196,MADISON HEIGHTS,VA,"112,278","149,704",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
2566,SUP,,,7045,6041,8980,9196,CHARLES TOWN,WV,"108,223","144,298",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
2567,SUP,,,6043,6022,7078,9193,GRANDVILLE,MI,"117,359","167,656",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2568,EXP,,,6021,6029,6060,9195,PANORAMA CITY,CA,"142,082","142,082",8/13/2024,1/27/2025,M,1/6/2026,4/6/2027,8/6/2028
2571,EXP,,,6037,6029,6060,9195,FEDERAL WAY,WA,"125,587","125,587",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2572,SUP,,,6024,6022,8980,9193,WAVERLY,OH,"82,087","109,450",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2574,SUP,,,6027,6041,6088,9196,CARLISLE,PA,"139,034","198,620",8/13/2024,1/27/2025,F,7/25/2024,11/24/2025,3/24/2027
2575,SUP,,,6018,7842,7067,9153,CONWAY,AR,"106,386","151,980",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
2576,SUP,,,6024,6022,8980,9193,NITRO,WV,"140,059","200,084",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2577,SUP,,,7034,6041,6088,9196,HUNT VALLEY,MD,"143,026","204,323",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
2579,SUP,,,6019,6029,7042,9195,CHADRON,NE,"82,087","109,450",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
2580,SUP,,,6040,6014,8980,8092,CLINTON,NC,"106,386","151,980",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
2581,SUP,,,6038,6041,6088,9196,CAMILLUS,NY,"143,513","205,018",8/13/2024,1/27/2025,F,8/15/2024,10/24/2025,2/24/2027
2582,EXP,,,6080,6041,6088,9196,CLINTON,NJ,"122,695","122,695",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2583,EXP,,,6080,6041,6088,9196,UNIONDALE,NY,"90,965","90,965",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2584,SUP,,,6054,6014,6061,8092,TUCKER,GA,"101,123","134,831",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
2585,WMT,,,6080,6041,6088,9196,STRATFORD,CT,"132,483","132,483",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2586,SUP,,,6027,6041,6088,9196,CHEEKTOWAGA,NY,"108,512","155,017",8/13/2024,1/27/2025,F,7/25/2024,11/24/2025,3/24/2027
2587,SUP,,,6018,7842,7067,9153,CABOT,AR,"142,673","203,818",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
2588,SUP,,,6027,6041,6088,9196,NORTH VERSAILLES,PA,"142,600","203,715",8/13/2024,1/27/2025,E,7/25/2024,11/24/2025,3/24/2027
2590,WNM,,,6037,6029,6060,9195,HILLSBORO,OR,"7,499","49,993",8/13/2024,1/27/2025,O,2/1/2024,7/8/2025,11/8/2026
2591,SUP,,,7038,6014,6061,8092,PEMBROKE PINES,FL,"142,735","203,907",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
2592,SUP,,,7033,6029,6060,9195,NORTH LAS VEGAS,NV,"145,433","207,761",8/13/2024,1/27/2025,M,10/1/2027,1/1/2029,#N/A
2593,SUP,,,7033,6029,6060,9195,LAS VEGAS,NV,"159,151","227,358",8/13/2024,1/27/2025,M,10/1/2027,1/1/2029,#N/A
2594,EXP,,,6037,6029,6060,9195,LYNNWOOD,WA,"124,082","124,082",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2595,SUP,,,6037,6029,6060,9195,MARYSVILLE,WA,"158,250","226,072",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2596,SUP,,,6037,6029,6060,9195,MOUNT VERNON,WA,"142,673","203,818",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2597,SUP,,,6027,6041,6088,9196,CRANBERRY,PA,"131,517","187,881",8/13/2024,1/27/2025,F,7/25/2024,11/24/2025,3/24/2027
2598,EXP,,,6026,6029,6060,9195,SACRAMENTO,CA,"129,567","129,567",8/13/2024,1/27/2025,M,3/12/2025,9/17/2026,1/17/2028
2599,SUP,,,6016,6005,7042,9153,SAN ANTONIO,TX,"150,713","215,305",8/13/2024,1/27/2025,B,2/16/2023,11/12/2024,3/12/2026
2600,SUP,,,6069,7842,7067,9193,CHESTERFIELD,MO,"133,432","190,617",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
2603,EXP,,,6027,6041,6088,9196,GIBSONIA,PA,"128,107","128,107",8/13/2024,1/27/2025,E,7/25/2024,11/24/2025,3/24/2027
2604,EXP,,,6080,6041,6088,9196,NEWTON,NJ,"122,761","122,761",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2605,SUP,,,6024,6022,8980,9193,GALLIPOLIS,OH,"125,971","179,958",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2607,SUP,,,6037,6029,6060,9195,POLSON,MT,"89,715","119,620",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2608,SUP,,,6019,6029,7042,9195,MILES CITY,MT,"111,429","159,185",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
2609,SUP,,,6021,6029,6060,9195,LAKEWOOD,CA,"100,992","134,656",8/13/2024,1/27/2025,M,1/6/2026,4/6/2027,8/6/2028
2610,SUP,,,6024,6022,8980,9193,LOGAN,WV,"141,147","201,638",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2611,SUP,,,6027,6041,6088,9196,MT. PLEASANT,PA,"130,080","185,829",8/13/2024,1/27/2025,E,7/25/2024,11/24/2025,3/24/2027
2612,SUP,,,6012,7842,7042,9153,EL PASO,TX,"140,283","200,404",8/13/2024,1/27/2025,B,12/18/2024,6/18/2026,10/18/2027
2613,SUP,,,6024,6022,8980,9193,BUCYRUS,OH,"83,933","111,911",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2614,SUP,,,7034,6041,6088,9196,TEMPLE,PA,"143,967","205,667",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
2615,SUP,,,6010,6014,6061,8092,VALDOSTA,GA,"125,971","179,958",8/13/2024,1/27/2025,A,5/4/2023,1/6/2025,5/6/2026
2616,SUP,,,6069,7842,7067,9193,O'FALLON,MO,"147,446","210,637",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
2617,SUP,,,7026,6029,6060,9195,WINNEMUCCA,NV,"116,128","165,897",8/13/2024,1/27/2025,M,7/1/2027,10/1/2028,#N/A
2618,SUP,,,6043,6022,7078,9193,COMMERCE,MI,"148,558","212,226",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2619,SUP,,,6043,6022,7078,9193,MIDLAND,MI,"140,064","200,092",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2620,SUP,,,6043,6022,7078,9193,HASTINGS,MI,"72,009","96,012",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2621,EXP,,,6021,6029,6060,9195,SIMI VALLEY,CA,"129,039","129,039",8/13/2024,1/27/2025,M,1/6/2026,4/6/2027,8/6/2028
2623,DOT,,,6017,6022,7067,9193,GREENCASTLE,IN,,,8/13/2024,1/27/2025,W,4/7/2025,10/31/2026,2/29/2028
2626,SUP,,,7035,6014,6061,8092,LIVE OAK,FL,"105,017","150,024",8/13/2024,1/27/2025,A,7/1/2026,10/1/2027,#N/A
2627,SUP,,,6020,6014,6061,8092,TAMPA,FL,"104,973","139,964",8/13/2024,1/27/2025,A,5/1/2022,9/1/2024,In Progress
2628,SUP,,,6017,6022,7067,9193,LEXINGTON,KY,"140,059","200,084",8/13/2024,1/27/2025,E,4/7/2025,10/31/2026,2/29/2028
2629,SUP,,,6030,6041,6088,9196,NORTHBRIDGE,MA,"129,935","185,621",8/13/2024,1/27/2025,F,7/20/2024,11/24/2025,3/24/2027
2630,SUP,,,6010,6014,6061,8092,JESUP,GA,"112,278","149,704",8/13/2024,1/27/2025,A,5/4/2023,1/6/2025,5/6/2026
2631,SUP,,,6043,6022,7078,9193,LIVONIA,MI,"142,759","203,941",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2632,WNM,,,6031,6029,6060,9195,PHOENIX (SUNNYSLOPE),AZ,"6,542","43,619",8/13/2024,1/27/2025,O,6/30/2025,10/30/2026,#N/A
2633,EXP,,,6080,6041,6088,9196,PISCATAWAY,NJ,"134,698","134,698",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2634,SUP,,,6030,6041,6088,9196,GORHAM,NH,"106,759","152,513",8/13/2024,1/27/2025,F,7/20/2024,11/24/2025,3/24/2027
2636,EXP,,,6021,6029,6060,9195,HUNTINGTON BEACH,CA,"135,941","135,941",8/13/2024,1/27/2025,M,1/6/2026,4/6/2027,8/6/2028
2637,SUP,,,6080,6041,6088,9196,MONROE,NY,"142,929","204,184",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2638,SUP,,,6024,6022,8980,9193,ASHLAND,KY,"112,017","149,356",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2639,SUP,,,6030,6041,6088,9196,GILFORD,NH,"97,175","129,567",8/13/2024,1/27/2025,F,7/20/2024,11/24/2025,3/24/2027
2640,EXP,,,6030,6041,6088,9196,SALEM,MA,"96,227","96,227",8/13/2024,1/27/2025,F,7/20/2024,11/24/2025,3/24/2027
2641,SUP,,,6080,6041,6088,9196,ALLENTOWN (SW),PA,"146,074","208,677",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2642,SUP,,,6025,6022,7078,9193,APPLE VALLEY,MN,"142,520","203,600",8/13/2024,1/27/2025,M,10/12/2023,4/6/2025,8/6/2026
2643,SUP,,,6025,6022,7078,9193,WOODBURY,MN,"105,839","151,199",8/13/2024,1/27/2025,M,10/12/2023,4/6/2025,8/6/2026
2644,SUP,,,6043,6022,7078,9193,SAGINAW,MI,"151,404","216,291",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2645,SUP,,,6023,6014,6088,8092,BLACKSTONE,VA,"82,087","109,450",8/13/2024,1/27/2025,F,3/10/2025,10/4/2026,2/4/2028
2646,SUP,,,7045,6041,8980,9196,PEARISBURG,VA,"82,087","109,450",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
2647,SUP,,,7045,6041,8980,9196,WOODSTOCK,VA,"109,975","146,634",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
2648,EXP,,,6026,6029,6060,9195,SAN LEANDRO,CA,"136,028","136,028",8/13/2024,1/27/2025,M,3/12/2025,9/17/2026,1/17/2028
2649,SUP,,,6068,7842,7042,9153,IRVING,TX,"155,647","222,353",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
2650,SUP,,,7034,6041,6088,9196,PHILADELPHIA (NE) (FRANKLIN MILLS),PA,"123,268","176,097",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
2651,SUP,,,6080,6041,6088,9196,MANVILLE,NJ,"114,929","164,184",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2652,SUP,,,6012,7842,7042,9153,GRANTS,NM,"82,222","109,630",8/13/2024,1/27/2025,B,12/18/2024,6/18/2026,10/18/2027
2653,SUP,,,6012,7842,7042,9153,PORTALES,NM,"82,087","109,450",8/13/2024,1/27/2025,B,12/18/2024,6/18/2026,10/18/2027
2654,SUP,,,6066,6022,7067,9193,TOMPKINSVILLE,KY,"82,222","109,630",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
2656,SUP,,,6012,7842,7042,9153,ESPANOLA,NM,"106,613","152,304",8/13/2024,1/27/2025,B,12/18/2024,6/18/2026,10/18/2027
2658,SUP,,,7039,6022,7078,9193,WEST BEND,WI,"143,903","205,576",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
2659,EXP,,,6030,6041,6088,9196,FALMOUTH,ME,"84,256","84,256",8/13/2024,1/27/2025,F,7/20/2024,11/24/2025,3/24/2027
2660,EXP,,,6030,6041,6088,9196,NORTH READING,MA,"104,977","104,977",8/13/2024,1/27/2025,F,7/20/2024,11/24/2025,3/24/2027
2662,SUP,,,7045,6041,8980,9196,COVINGTON,VA,"109,940","146,587",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
2663,SUP,,,6027,6041,6088,9196,EBENSBURG,PA,"109,817","156,882",8/13/2024,1/27/2025,F,7/25/2024,11/24/2025,3/24/2027
2664,SUP,,,6027,6041,6088,9196,PUNXSUTAWNEY,PA,"80,517","107,356",8/13/2024,1/27/2025,F,7/25/2024,11/24/2025,3/24/2027
2665,SUP,,,6011,7842,7067,9153,SLIDELL,LA,"142,625","203,750",8/13/2024,1/27/2025,B,2/29/2024,9/12/2025,1/12/2027
2667,SUP,,,6036,6005,7042,9153,DALLAS,TX,"146,057","208,653",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
2668,SUP,,,7039,6022,7078,9193,RACINE,WI,"142,383","203,405",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
2671,SUP,,,6031,6029,6060,9195,CHANDLER (S),AZ,"142,164","203,091",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
2672,SUP,,,6019,6029,7042,9195,LAMAR,CO,"84,585","112,780",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
2674,SUP,,,6027,6041,6088,9196,GREENVILLE,PA,"109,914","157,020",8/13/2024,1/27/2025,F,7/25/2024,11/24/2025,3/24/2027
2678,SUP,,,6043,6022,7078,9193,MISHAWAKA,IN,"146,057","208,653",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
