Store,BU,Reg,Mkt,Store_nbr,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Total
183,SOUTHEAST BU,11,138,183,,,,,,,,662.54,2217.79,4725.58,8045.44,8808.36,24459.71
184,NORTH BU,40,361,184,22201.75,22959.1,21649.65,22557.7,27400.25,25103.1,26425.54,25538.69,28434.04,28509.49,43256.23,27611.77,321647.31
185,SOUTHWEST BU,44,350,185,13769.7,22916.45,17309.55,24502.4,35782.8,37592.6,46252.54,48845.34,45983.53,46203.39,49276.05,39359.55,427793.9
186,SOUTHWEST BU,44,409,186,5253.75,5641.15,4948.75,5929.55,7788.05,7390.6,7296.3,7227.66,8193.38,7898.51,10581.11,9609.8,87758.61
188,NORTH BU,40,335,188,17539.15,18954.1,18167.61,19236.55,24771.25,24636.75,24291.31,24081.94,24745.3,27008.72,39747.16,22562.16,285742
189,NORTH BU,40,359,189,4314.35,4720.2,4701.43,5451.19,5342.5,6116.15,7162.2,6682.7,6676.74,7627.38,10935.55,8338.48,78068.87
190,SOUTHEAST BU,11,329,190,4684.8,5182.45,5054.4,5968.7,8376.15,10200.7,12069.65,12868.31,12867.43,13678.77,20770.22,17581.11,129302.69
192,SOUTHEAST BU,12,153,192,41580.9,31499.65,30929.11,29070.75,30651.9,15439.8,29136.58,28564.62,28662.51,30063.395,44147.55,38401.98,378148.745
194,SOUTHWEST BU,6,60,194,25425.3,29448.9,27101.28,31675.48,38972.1,46150.3,40947.82,33774.93,33356.22,31441.845,32970.77,33408.78,404673.725
195,NORTH BU,40,360,195,4980.7,5491.05,5558.08,5453.63,7436.25,6856.85,7627.7,9101.55,8079.79,9032.17,13363.63,10498.635,93480.035
196,NORTH BU,41,271,196,12908.9,14669.4,15317.57,13766.85,16392.15,15518.2,19179.65,19630.46,18416.75,18805.94,24127.31,23821.285,212554.465
197,NORTH BU,25,278,197,6215.15,6846.6,6599.69,6390.4,7553.55,7448.75,9565.2,9499.72,9285.85,10840.43,15063.04,14445.165,109753.545
198,NORTH BU,25,272,198,7571.05,9041.1,11467.67,9854.1,13163.5,13010.6,12823.91,11769.61,10877.81,13839.68,17944.05,13979.905,145342.985
199,NORTH BU,25,278,199,4118.65,4603.4,4088.05,4233.15,5098.8,5552.95,6305.82,6950.92,6869.66,9747.71,14096.15,15547.415,87212.675
200,NORTH BU,25,275,200,10095.65,10683.5,9864.21,9966.8,12668.9,11982.5,14787.3,13210.18,13911.52,15783.44,22047.22,20720.55,165721.77
201,NORTH BU,40,341,201,72331.35,68911.15,56803.15,55169.32,52851.2,50318.875,53392.275,48038.31,41755.48,44722.05,60275.65,47383.275,651952.085
202,SOUTHWEST BU,5,51,202,8090.2,9073.2,9130.55,10226.09,13670.45,11642.1,13109.11,11952.04,12699.72,11721.14,16686.15,12852.795,140853.545
203,NORTH BU,40,359,203,,,,,,,,,2250.91,3408.32,4986.04,4420.455,15065.725
204,NORTH BU,41,253,204,2699.2,3699.8,3979.95,4474.3,6648,8030.8,8685,8643.02,8492.9,9643.49,14233.97,17293.04,96523.47
205,SOUTHEAST BU,11,138,205,,,,179.75,1315.4,2186.1,2906.07,4514.65,5710.99,8572.22,13888.05,14340.405,53613.635
206,SOUTHWEST BU,5,52,206,16888.2,19384.3,18944.01,21741.35,25418.15,24558,27146.15,25030.12,27339.07,26793.3,38877.41,32323.125,304443.185
207,SOUTHWEST BU,44,345,207,,,,,,,,,1532.73,2156.03,3557.12,4742.68,11988.56
210,SOUTHWEST BU,44,351,210,,,,,,,,,13.05,389.29,487.59,511.71,1401.64
211,SOUTHWEST BU,5,76,211,3299.15,4021.25,3744.5,4065.25,5076.85,5138.5,7442,7781.63,6631.89,7657.84,9924.92,10652.06,75435.84
212,SOUTHWEST BU,44,353,212,22607.7,25414.9,23618.47,25444.76,28916.25,27572.15,33024.7,30275.73,27978.84,31163.83,40970.055,36637.725,353625.11
213,NORTH BU,25,272,213,5260.25,6755.75,7092.19,8652.63,11242.7,12910.75,13644.95,11953.82,12289.58,14547.59,19277.17,14416.52,138043.9
214,SOUTHWEST BU,13,503,214,8163.55,10547.25,9666.51,11134.8,12414.55,14336.1,16811.47,17605.78,18431.98,19500.75,23952.35,24116.45,186681.54
216,NORTH BU,41,271,216,18726.7,21745.4,22924.49,21927.45,26557.5,26581.25,27505.25,27430.95,28116.26,31970.03,43901.025,35489.54,332875.845
217,SOUTHWEST BU,5,53,217,13723.15,15315.05,16798.64,19485.65,20699.85,19454.88,20301.65,19565.1,22513.2,20977.11,31110.94,25688.3,245633.52
218,SOUTHEAST BU,11,147,218,6586.15,8107.35,8034.77,8053.65,10293.8,10111.05,13086.7,13427.02,11772.9,13528.7,16342.16,13918.9,133263.15
219,NORTH BU,40,336,219,25416.25,26847.6,25479.14,27555.01,31347.6,34926.8,32476.4,29924.25,30442.34,35642.35,47341.87,38317.73,385717.34
220,SOUTHWEST BU,5,48,220,23299.6,25782.15,26512.11,31240.4,34691.7,33812.4,36812.53,33813.35,37165.05,39713.395,54955.96,46285.425,424084.07
221,SOUTHWEST BU,44,344,221,19638.1,23008.55,21328.25,25535.05,27922.7,25086.5,28014.85,27134.23,27991.27,31341.835,44814.305,37196.735,339012.375
222,NORTH BU,41,271,222,2314.5,2248.55,2037.7,2582.4,4896.7,5143.55,5629.79,5408.48,5377.94,6094.16,8930.035,8031.5,58695.305
224,NORTH BU,25,272,224,5642.5,6633.55,6248.7,6782.89,9351.75,10179.2,9935.45,8958.98,9925.56,11858.55,24740.28,21615.465,131872.875
225,SOUTHWEST BU,44,350,225,,,,,828.5,1979.55,2354.66,2741.26,2752.32,3666.98,4914.54,4193.285,23431.095
226,SOUTHWEST BU,44,47,226,4481.25,5766.55,5729.67,5882.15,7518.6,8928,11349.35,10939.06,11900.5,14748.41,18932.45,19431.905,125607.895
227,SOUTHWEST BU,44,344,227,8446.05,9380.25,7574.2,10133.45,11950.5,10665.6,12247.55,11408.35,11246.18,12457.4,16239.31,15236.27,136985.11
228,SOUTHWEST BU,5,48,228,15242.75,17573.45,17170.2,21841.05,22227.85,22721.2,25313.87,24162.35,28187.37,29116.935,40703.2,37949.395,302209.62
229,SOUTHEAST BU,11,329,229,4169.85,4869.45,5368.5,6379.55,7525.75,7645.85,8256.2,8632.68,8690.5,9826.63,13696.78,12717.5,97779.24
231,SOUTHWEST BU,44,351,231,14254.85,15509.75,15030.05,18130.88,19631.85,20719.4,21442.6,21335.82,21477.23,24877.76,32149.39,28960.945,253520.525
232,SOUTHWEST BU,44,350,232,,,,,,,,,84.52,306.39,619.19,779.51,1789.61
233,NORTH BU,41,271,233,,,,184.75,834.85,1143.3,2371.35,2508.27,2816.72,3166.11,4687.41,4989.11,22701.87
234,NORTH BU,40,360,234,43737.25,39146,35251.98,34768.33,37757.85,35939.2,38291.85,38865.22,42906.57,45653.625,53064.02,39628.525,485010.42
236,SOUTHWEST BU,13,503,236,,,,395.2,1745.2,1899.6,1895.37,2196.64,2765.48,3451.03,5176.47,5107.795,24632.785
237,NORTH BU,41,271,237,4024.3,4118.4,4995.76,4940.8,5845.05,5830.7,7660.5,7066.52,7042.2,7889.22,12141.26,11249.59,82804.3
238,SOUTHEAST BU,11,147,238,4971.15,6438.6,5821.64,5310.6,5420.45,6992,9396.5,8551.72,7442.7,8686.97,11599.23,10049.76,90681.32
239,SOUTHEAST BU,11,138,239,,,,171.15,1025.15,1334.8,3271.95,4633.35,5213.27,6240.83,8101.88,9224.75,39217.13
240,SOUTHWEST BU,44,47,240,3837.75,3822,4956.2,5367.75,6603.95,6319.35,8910,9169.56,9106.32,9128.62,11445.33,12328.335,90995.165
242,SOUTHWEST BU,44,410,242,2542.75,3418.75,3214.55,3309.79,4178.25,4774.4,4866.9,5417.17,5147.38,5744.97,7661.13,6163.265,56439.305
243,NORTH BU,40,339,243,25128.95,22381.85,21914.49,22205.8,26843.85,26915.4,27224.45,25258.44,24892.71,27416.97,40325.015,27202.79,317710.715
244,SOUTHEAST BU,42,135,244,,,,,310.15,661.55,605.8,752.83,992.97,1857.63,2304.23,4004.825,11489.985
246,SOUTHWEST BU,44,345,246,8673.9,9260.45,9368.88,9643.45,12306.55,12467.9,13082.14,11457.9,10846.14,12024.135,14519.83,13550.035,137201.31
247,SOUTHWEST BU,44,351,247,,,,,,,,171.12,177.59,183.68,341.99,220.92,1095.3
248,SOUTHWEST BU,5,76,248,,,,339.95,1106.25,1494.35,5128.75,6258.76,6817.86,7844.95,10720.82,11453.755,51165.445
249,SOUTHWEST BU,13,503,249,9755.35,12361.15,10591.14,12362.6,15286.5,17379.7,21368.46,19533.97,21915.26,21286.11,26954.54,25664.205,214458.985
250,NORTH BU,40,357,250,2267.15,3467.55,3230.2,3420,4206,4288.25,5080.1,5345.2,4922.08,4855.27,6421.86,5491.84,52995.5
251,SOUTHWEST BU,5,45,251,4177.8,4736.2,5372.21,5177.45,6687.55,9740.45,11633.8,12006.5,12775.12,15403.81,19042.74,18946.69,125700.32
252,NORTH BU,41,271,252,,,,299.4,1248.5,2137.25,2486.75,2804.51,3059.09,3282.07,4899.32,3686.925,23903.815
253,NORTH BU,40,341,253,3260.25,3749.3,3565.99,3373.92,4717.3,4833.4,6304.2,6439.51,6502.77,7609.26,11221.69,10037.005,71614.595
254,NORTH BU,25,273,254,4769.3,5191.9,5860.35,5294.2,7222.65,6774.35,7643.15,7374.99,7016.3,7703.2,11012.6,8700.97,84563.96
256,NORTH BU,40,341,256,28646.7,24081.05,24207.97,22208.01,27151.3,28293.4,31431.8,30428.36,29283.41,30996.835,47942.36,39540.83,364212.025
257,NORTH BU,41,254,257,,,,,,,,901.57,2086.24,3078.85,4916.09,5666.525,16649.275
258,SOUTHEAST BU,11,4,258,8783.05,10433.8,9468.11,10898.65,12642.25,13271.2,15110.4,20126.21,18718.41,21681.55,36247.59,23834.765,201215.985
259,SOUTHWEST BU,5,583,259,26055.5,28481.55,30671.58,35448.1,40502.55,39076.95,48712.3,47827.94,41696.74,46689.67,63625.62,55264,504052.5
260,SOUTHWEST BU,5,55,260,25916.9,31542.85,29429.29,30394.32,33619.5,40117.15,35836.74,34719.01,37136.95,34658.5,47228.48,42913.705,423513.395
261,SOUTHEAST BU,42,325,261,16271.3,19808.4,19022.85,20138.85,24786.4,26567.6,26532.2,22485.35,23742.83,24954.45,35429.6,27354.435,287094.265
262,NORTH BU,41,271,262,7409.7,8687.15,8836.66,9174.8,11915.2,12362.5,14643.25,13525.67,13549.61,16829.88,24466.12,20838.73,162239.27
264,SOUTHEAST BU,12,149,264,28551.55,35072.6,35363.25,36361.2,36964.65,46678.9,53761.05,52877.43,50872.65,57275.175,68394.24,61035.14,563207.835
265,SOUTHWEST BU,5,45,265,12625.05,14922.45,14946.4,14757.65,18306.15,16924.95,20649.5,18158.99,20390.83,19137.41,25514.62,22787.62,219121.62
266,SOUTHWEST BU,5,50,266,22447.55,23284.05,27626.12,39585.8,31187.15,27657.15,35921.55,32314.57,31793.49,30345.31,44613.91,35898.49,382675.14
267,SOUTHEAST BU,42,334,267,18858.15,21325.8,19845.05,22409.55,25166.15,24060.6,25537.4,25969.82,27197.19,28621.95,39977.54,36415.805,315385.005
268,SOUTHEAST BU,11,147,268,3328.2,5222.6,4939.49,5831.05,7413.55,9794.45,10116.45,11229.76,10782.85,11643.06,17003.47,16248.2,113553.13
269,SOUTHWEST BU,44,349,269,31721.35,36569.5,30101.11,30774.89,34127.9,31207.5,33982,28497.21,31771.87,34909.28,43950.43,38908.945,406521.985
271,SOUTHWEST BU,44,349,271,4955.75,6166.95,6017.48,6819.05,8337.15,10014.85,10746.25,10379.37,10875.02,12618.95,16462.81,15329.535,118723.165
272,SOUTHEAST BU,12,153,272,11357.7,14811.7,18056.74,17174.9,18473.6,17931.2,21940.5,21377.75,19591.81,19205.48,27818.59,14792.46,222532.43
273,SOUTHEAST BU,11,4,273,2861.95,4173.55,3560.67,3905.12,3892.95,4518.85,5581.16,5427.82,6016.7,7202.86,10838.71,10017.79,67998.13
275,SOUTHWEST BU,13,503,275,8995.5,11283.3,10877.75,14272.75,16884.9,15669.15,20884.14,19165.41,22624.86,23572.075,29871.31,27703.54,221804.685
276,SOUTHWEST BU,44,351,276,4205.85,4778.15,4257.35,4538.85,5788.7,6336.8,6685.5,6408.7,6356.72,7093.09,9064.52,8575.94,74090.17
277,SOUTHWEST BU,44,353,277,48728.65,50360.4,37611.8,39288.54,39967.85,34945.625,42356.725,36983.55,35709.23,37948.65,53349.88,44796.905,502047.805
278,SOUTHEAST BU,42,127,278,18155.35,20875.45,17687.09,19836.83,23657.25,22674.25,24704.7,22553.57,24017.87,25801.78,36982.11,26721.405,283667.655
279,SOUTHEAST BU,42,321,279,,,,,196.95,923.7,2286.95,1970.39,2085.09,3600.92,5199.8,4655.9,20919.7
280,SOUTHWEST BU,7,83,280,,,,,209.9,684.45,1233.5,1631.62,1513,2507.57,2995.18,3806.42,14581.64
281,SOUTHEAST BU,42,328,281,4900.5,6199.9,6074.11,7187,8722.7,10052.1,9944.85,9472.88,9628.24,9923.52,13491.995,10946.1,106543.895
282,NORTH BU,41,253,282,25026.65,31286.6,30870.45,33514.1,35952.85,40552.85,42103.9,39403.32,37804.74,44932.225,47768.2,36377.535,445593.42
283,SOUTHWEST BU,13,66,283,686.8,866.85,789.09,888.9,1053.65,775.85,1249.8,866.74,989.4,664.15,1272.28,993.98,11097.49
284,SOUTHWEST BU,5,49,284,25466.7,30517.9,29587.13,32320.5,39745.025,36745.2,36486.625,35043.06,37342.31,36257.3,46835.18,42827.565,429174.495
285,SOUTHWEST BU,13,503,285,7156.9,7561.25,7727.2,8091.3,10286.9,10610.75,10794.55,10317.78,10944.12,10492.195,14591.215,13718.59,122292.75
286,SOUTHWEST BU,5,55,286,10092.35,12930.3,12571.44,12368.06,14902.8,13686.85,16089.85,15463.22,17566.62,17158.82,21534.49,19983.82,184348.62
287,SOUTHEAST BU,11,11,287,18442.55,22619.05,23116.14,25947.05,27940.55,26118.1,32364.2,33818.09,33753.51,40141.5,53108.11,45989.745,383358.595
288,SOUTHWEST BU,13,503,288,,,,,,,,1484.12,3827.08,5251.08,7315.11,6652.16,24529.55
290,SOUTHWEST BU,7,77,290,1766.95,1756.05,1754.5,2172.61,2273.45,2182.45,2585.85,2567.42,2887.57,2951.7,4141.58,3274.33,30314.46
292,SOUTHWEST BU,7,87,292,1462.4,1920.5,1607.44,1977.72,2580.9,3647.4,3714.65,3876.79,4411.7,4260.53,6061.16,5937.905,41459.095
293,SOUTHWEST BU,6,85,293,,,,,,,,,57.32,285.08,526.9,487.065,1356.365
294,NORTH BU,41,253,294,14620.25,15512.7,15243.75,16985.75,19479.15,19201.7,21770.04,19634.64,20256.91,25280.67,35357.41,29992.67,253335.64
295,NORTH BU,40,340,295,12038.35,14774.2,12275.52,12415.42,14974.85,14161.1,15999.62,14133.23,15099.39,14787.39,19950.37,15934.34,176543.78
296,SOUTHEAST BU,42,325,296,3830.9,4099.55,4740.99,3984.69,5368.1,5585.45,6212.85,6397.94,6615.21,7248.44,9892.31,8244.58,72221.01
297,SOUTHWEST BU,6,59,297,18693.95,26381.9,21128.98,27126.55,27997.05,30513.5,32508.91,26512.03,29413.11,28673.51,38170.92,35573.84,342694.25
298,SOUTHEAST BU,14,3,298,18825.7,22980.1,20214.18,21567.35,26258.7,25650.1,26951.55,26164.47,26284.51,28749.76,43293.43,31691.695,318631.545
299,NORTH BU,41,254,299,23912.05,24192.55,22011.41,22933.55,27470.2,25213.7,29589.46,29251.89,28560.38,33742.415,47344.72,40612.485,354834.81
300,SOUTHEAST BU,14,3,300,8795.4,11206.85,10630.31,11095.35,14159.05,14127.15,18310.85,17691.52,16706.7,17768.24,25149.43,22920.49,188561.34
301,SOUTHEAST BU,14,3,301,18706.45,23701.5,21790.76,24710.6,31419.3,34013.55,32341,30403.52,31101.27,34868.63,49204.55,42016.25,374277.38
302,NORTH BU,41,271,302,7238.65,8241.9,8185.41,7868.4,8969.75,8882,10670.8,9172.98,9058.87,9556.15,12874.125,11455.14,112174.175
303,SOUTHEAST BU,11,4,303,,,,,,,,,1193.18,2806.52,3873.89,3795.87,11669.46
304,SOUTHEAST BU,12,149,304,9245.6,10054.25,10198.39,11584.58,16007.4,16280.9,16114.15,16171.25,14885.05,16565.4,21994.16,17961.865,177062.995
305,SOUTHEAST BU,11,138,305,,,,,,,,,1182.85,3519.61,5078.99,5772.73,15554.18
306,SOUTHEAST BU,12,5,306,12621.7,15893.4,14620.61,15655.4,20174,23237.05,21565,21590.29,21146.97,22462.665,30618.035,24667.465,244252.585
307,SOUTHEAST BU,42,135,307,24701.6,28975.2,26356.2,30796.92,37010,38595.6,42827.58,42402.3,42301.5,45709.33,65652.39,53443.415,478772.035
308,SOUTHEAST BU,12,151,308,13926.55,15976.3,13709.63,14135.11,17891.05,18469.02,19646.44,20133.91,19240.75,25181.79,33326.815,29251,240888.365
309,SOUTHWEST BU,13,132,309,13595.6,15807.95,25960.12,34581.55,34331,38008.3,46621.25,41788.34,45902.69,47638.885,55660.76,32342.155,432238.6
310,SOUTHWEST BU,13,132,310,14608.15,17312.25,15717.3,16956.4,20594.95,20118.7,22119.45,21352.04,24003.505,25250,33769.32,26134.42,257936.485
311,SOUTHWEST BU,13,129,311,1561.35,1844.65,1682,1914.95,2589.85,3755.75,3190.95,2624.13,2761.78,2592.56,3311.25,2843.46,30672.68
312,SOUTHWEST BU,13,134,312,3332.15,3791.1,3492.97,4033.1,4427.9,4774.6,5937.9,6180.48,4823.79,5298.13,7270.42,7721.19,61083.73
313,NORTH BU,40,340,313,16003.75,16864.5,14893.22,15300.01,18952.6,17947.3,18681.05,16310.03,15529.59,14936.68,25974.09,19547.54,210940.36
314,SOUTHEAST BU,12,5,314,10499,11784.45,12217.88,13698.8,16435.95,19878.55,19757.25,19167.73,19027.57,21492.31,29595.6,26109.04,219664.13
315,SOUTHEAST BU,14,3,315,4198.2,5407.05,5638.09,6185.4,7185.95,7913.6,11332.15,13247.82,14222.27,16543.05,20712.73,19123.165,131709.475
316,SOUTHEAST BU,14,3,316,9589.85,11614.25,11173,11685.6,15931.65,18089.65,18305.45,19071.94,17980.07,19708.51,29981.75,25100.99,208232.71
317,NORTH BU,25,272,317,3413.55,6384.35,4222.67,3873.95,4548.05,4736.65,5044.95,4405.46,4459.51,5802.94,8475.67,7447.565,62815.315
318,SOUTHEAST BU,42,325,318,5209.35,6126.65,6664.86,6387.5,7952.5,8675.55,10870.6,10385.32,10433.53,12817.91,16101.26,14322.76,115947.79
319,NORTH BU,40,361,319,22271.05,24591.35,23627.76,23902.18,29098.95,26984,28245.5,24482.74,24387.82,27188.845,36678.01,28244.265,319702.47
321,SOUTHWEST BU,6,85,321,3484.25,3758.3,3473.15,3896.25,3890.85,4284.75,5374.55,5219.04,5875.2,5272.84,7840.09,6339.16,58708.43
322,SOUTHWEST BU,6,85,322,13020.45,14066.25,13855.54,16755.18,20684.75,18143.9,20196.75,17338.29,20044.38,18600.27,26825.91,21476.56,221008.23
323,SOUTHEAST BU,42,127,323,,,,,,,,248.3,747.48,1161.65,1899.17,2670.295,6726.895
324,SOUTHWEST BU,44,356,324,,,,,,,,281.77,1128.73,1274.15,2755.3,2212.925,7652.875
325,NORTH BU,40,360,325,2269.95,3075.15,3010.65,3662.3,4514.7,5415.25,6079.26,5533.53,6913.88,7057.73,9196.87,9225.32,65954.59
328,NORTH BU,40,341,328,2814.55,4107.35,3878.32,4119.31,5089.85,5152.15,6776.65,7231.14,6769.69,7506.7,11894.92,11009.345,76349.975
329,SOUTHEAST BU,14,10,329,16297.2,19381.05,16734.86,17760.6,17100.1,15756.85,20208.75,20919.02,22318.14,23384.12,33003.26,26531.905,249395.855
330,SOUTHWEST BU,6,84,330,6479.9,7441.25,6947.3,8427.15,9878.05,9520.45,9779.3,9155.67,8510.68,7748.7,11598.63,9674.595,105161.675
331,SOUTHWEST BU,13,66,331,21704.25,26401.75,24826.24,21988.75,26820.05,25804.8,28842.95,29919.01,30581.89,33234.6,45032.145,39545.655,354702.09
332,SOUTHEAST BU,12,5,332,10051.65,13981.85,12536.59,12919.06,16845.85,16165.75,16913.1,15750.45,15948.68,16958.54,25814.97,22612.695,196499.185
333,NORTH BU,41,254,333,10085.95,11290.25,11278.95,12773.05,13676.5,13263.75,16665.95,16647.37,15683.03,17520.94,23507.88,17817.63,180211.25
334,NORTH BU,25,275,334,4280,5166.95,4703.04,5099.72,6192.2,5705.95,5846.91,5977.38,5977.03,5884.66,7839.02,7177.68,69850.54
335,SOUTHEAST BU,11,146,335,22026.15,24568.6,29233.36,22830.75,26205.3,29929,28689.26,25981.96,26366.655,31093.24,48113.93,36525.93,351564.135
336,SOUTHEAST BU,42,325,336,3905.3,4609.65,5049.41,5530.65,6749.5,7687.5,9154.35,9309.84,9145.51,9738.69,13624.01,11943.605,96448.015
337,NORTH BU,40,335,337,3223.05,3547.25,3411.03,4210.2,5742.7,4971.8,6013.45,6039.98,5645.39,5800.49,8482.47,6621.765,63709.575
338,SOUTHEAST BU,42,334,338,,,,,,,,,640.31,2019.15,3802.42,3895.67,10357.55
340,SOUTHWEST BU,44,351,340,2223.25,2413.75,2650.55,2983.37,3734.65,4136.75,5805.97,5907.4,5830.64,6698.49,9293.73,9538.69,61217.24
341,WEST BU,47,407,341,33.2,36.6,0,,45.35,0,0,0,,0,0,0,115.15
342,WEST BU,47,411,342,,,,,,,,,398.75,1085.34,2187.47,2311.03,5982.59
343,NORTH BU,25,275,343,3780.25,5296.3,4706.16,4861.8,6510.55,7410.9,7861.93,6814.56,7268.93,7740.9,10861.06,10170.96,83284.3
344,SOUTHWEST BU,6,65,344,,,,177.95,517.1,388.65,586.35,468.77,670.16,1018.72,1511.64,1947.39,7286.73
345,SOUTHWEST BU,13,46,345,14759.45,17709.7,15913.2,17248.35,20130.6,18787.2,18860.64,20414.23,24011.11,26487.64,36352.97,33373.355,264048.445
346,SOUTHWEST BU,44,409,346,2978.8,3134.35,3244.01,3346.35,3890.75,4527.2,4526.05,4485.4,4260.39,4107.11,6450.38,5653.185,50603.975
347,SOUTHEAST BU,11,136,347,,,,,491.2,1455.7,1715.8,2239.17,1863.67,2616.71,4069.66,4175.145,18627.055
348,SOUTHEAST BU,42,327,348,4747.95,5343.3,5643.59,5848.9,6555.55,7087.55,8721.09,8532.67,8237.62,9580.39,14271.705,11931.295,96501.61
350,WEST BU,47,433,350,1266.75,1195.15,1390.02,1808.62,2819.45,2847.25,3396.3,4111.1,3554.4,4866.86,7860.61,6771.79,41888.3
351,SOUTHWEST BU,13,68,351,8731.4,8836.4,8922.41,9766.26,12322.1,11865.45,13013.7,12590.23,14227.51,12054.51,16884.13,14350.78,143564.88
353,SOUTHWEST BU,5,48,353,5289.05,5858.85,5874,6681.35,8453.2,9013.9,9535.4,8302.49,9064.88,9229.03,12086.05,11780.16,101168.36
354,NORTH BU,40,336,354,,,,,,,,,1431.35,2598.91,4132.66,4012.335,12175.255
355,SOUTHEAST BU,14,10,355,13160.25,13936.25,13392.45,14839.8,19423.25,19613.5,25158.06,22073.02,21332.79,21097.21,29498.8,24903.545,238428.925
356,SOUTHEAST BU,14,10,356,14215.05,15575.6,13890.6,13069.85,15267.8,15764.6,26532.16667,22857.1,20258.36,20085.15,27422.34,23044.065,227982.6817
357,NORTH BU,40,336,357,,,,,,,,,2198.92,3739.8,5537.63,4023.475,15499.825
358,SOUTHEAST BU,42,321,358,10946.5,12205.65,13068.82,13929.8,18670.3,18092.6,18023.21,15760.35,15918.05,17758.11,24431.9,21096.375,199901.665
359,SOUTHEAST BU,42,322,359,69637.15,74072.5,68298.2,64565.7,63204.225,61828.475,73699,68548.64,70124.75,90961.73,119900.92,96635.075,921476.365
360,SOUTHWEST BU,44,352,360,6653.75,7442.2,7062.18,8189.2,9713.5,9624.3,10179,10272.19,9138.38,11003.67,13721.81,12494.265,115494.445
361,NORTH BU,40,341,361,24421.95,29382.2,24901.71,25106.95,30954.6,32347.85,33212.45,29643.85,29432.83,32458.74,46072.93,38756.28,376692.34
362,SOUTHEAST BU,11,11,362,2775.65,3059.45,2758.95,3113.65,3711.95,4150.5,4330.65,3766.21,2566.82,2835.93,4644.31,4877.76,42591.83
363,NORTH BU,40,359,363,3490.25,4607.2,4130.21,4675.2,6146.35,5338.44,6625.96,7077.04,6912.24,8152.36,11125,10600.38,78880.63
364,SOUTHWEST BU,13,503,364,5393.95,5702.85,6445.45,6659.35,7465.95,9621.35,11298.05,10821.65,11237.45,14076.385,17577.01,19328.51,125627.955
365,SOUTHEAST BU,11,140,365,16188.55,17492.05,18152.2,20447.5,26699.3,26067.2,28446.55,28027.67,27686.35,30338.69,42879.425,34202.985,316628.47
366,SOUTHEAST BU,12,121,366,6315.8,7929.95,8686.19,8747.9,9797.8,9056.65,11813.55,12051.71,10537.33,11907.06,16947.47,13586.23,127377.64
368,SOUTHWEST BU,44,410,368,3905.3,5255.25,4248.83,4649.15,6395.4,6857.1,6356.7,7071.97,6512.74,7509.01,10915.61,11139.815,80816.875
369,WEST BU,47,406,369,,,,,329.15,1121.85,1579.35,1862.93,1840.41,2311.94,3550.25,3411.96,16007.84
370,WEST BU,47,406,370,,,,,,,,,728.83,1151.56,2327.88,2592.41,6800.68
371,SOUTHWEST BU,5,48,371,15322.1,18592.45,18356.28,21231.05,23885.3,24444.95,26661.31,23591.68,25825.31,26397.56,37655.09,33197.2,295160.28
372,WEST BU,47,406,372,4253.85,4974.9,4674.05,4571,5878.35,6667.05,6591.15,6072,6182.57,7939.19,10591.68,12046.195,80441.985
373,SOUTHEAST BU,42,322,373,4086.9,4470.2,4308.9,4806.05,5223.75,6468.35,6011.01,5883.58,6318.52,7692.065,9195.295,9325.7,73790.32
374,SOUTHWEST BU,44,347,374,14242.2,15948.55,16096.51,15649.49,18216.55,19989.8,20363.1,19570.28,20815.39,21428.51,28445.85,22517.37,233283.6
375,SOUTHEAST BU,12,5,375,9380.95,11065.85,11143.71,11881.75,13631.55,13620.45,13453.9,13873.12,14446.44,14589.895,24210.64,19864.29,171162.545
376,SOUTHEAST BU,42,127,376,21527.95,31375.05,37189.76,46941.75,31512.6,31666.3,38144.05,32400.19,32660.61,36842.16,54643.25,38002.57,432906.24
