Store,BU,Reg,Mkt,Store_nbr,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Total
2581,EAST BU,76,191,2581,52343.4,63086.65,57095.67,57271.65,57390.95,52448.6,51048.6,41886.13,40683.68,43747.875,67912.35,51435.275,636350.83
2582,EAST BU,17,174,2582,2929.85,3166.7,2950.9,3172.85,3947.65,4219.9,3401.71,3470.03,3340.37,3131.9,5435.05,3757.835,42924.745
2583,EAST BU,17,172,2583,5198.35,6429.65,4723,5344.1,7665.4,6643.15,7256.2,6540.81,6682.88,8125.8,15606.89,9880.565,90096.795
2584,SOUTHEAST BU,2,23,2584,7123.5,6944.5,6411.36,6290.9,8366.75,7316.05,7697.97,8617.92,7183.14,8399.96,12809.12,14340.73,101501.9
2585,EAST BU,17,173,2585,3965.75,4052.4,3481.77,3933.9,5638.05,4829.05,4526.39,3661.98,4360.34,4664.42,8846.99,5109.235,57070.275
2586,EAST BU,76,195,2586,58192.5,79595.35,69773.48,72183.2,78457.7,83177.5,80925.9,79149.76,72338.19,77084.61,82039.285,78071.795,910989.27
2587,SOUTHEAST BU,42,326,2587,33803.15,39003.7,37171.69,38883.8,45369.3,42890.35,44597.5,45907.11,46172.63,49306.27,66984.6,52569.185,542659.285
2588,NORTH BU,20,227,2588,133132.82,188243.92,149297.97,147184.78,160709.74,173346.25,193952.94,178481.91,185069.91,199144.005,218705.845,199484.425,2126754.515
2590,NHM BU,61,550,2590,9295.65,10555.2,10116.4,10272.95,12049.8,11589.5,11892.95,11817.51,11451.22,10583.97,16403.685,14134.9,140163.735
2591,SOUTHEAST BU,9,109,2591,14901.15,16386.15,15332.18,16585.74,18878,18946.5,22146.42,18528.03,19020.41,19006.65,27711.49,21980.155,229422.875
2592,WEST BU,57,394,2592,54631.75,56824.7,52282.23,50827.61,58949,58050.6,53860.8,57063.6,57337.79,60596.55,78896.57,61750.58,701071.78
2593,WEST BU,57,396,2593,71947.6,79174.15,79833.59,80075.85,93212.25,99476.95,97995.14,88760.55,91766.345,90607.42,105488.465,90979.19,1069317.5
2595,WEST BU,60,471,2595,14079.85,17118.15,14751.15,14966.56,18383.75,18973.65,18326.8,17005.62,15982.46,17551.63,22158.57,19919.82,209218.01
2596,WEST BU,60,471,2596,13587.2,18696.95,14464.6,15935.6,18883.8,18906.75,18698.75,17163.39,18370.55,19053.46,27637.75,22534.9,223933.7
2597,EAST BU,76,228,2597,9636.7,11573.25,10999.15,11064.15,13981.55,14625.8,16510.4,17343.1,16171.94,17506.74,24561.57,18954.36,182928.71
2598,WEST BU,56,453,2598,5823.05,6576.55,6064.39,6559.25,8562.15,8029.5,7550.65,5742.19,6135.52,7371.02,12678.155,7448.205,88540.63
2599,SOUTHWEST BU,7,86,2599,11707.9,12318.2,11532.94,11927.32,14022.85,12820.45,14374.15,14524.78,16345.7,15370.74,23843.83,19526.715,178315.575
2600,NORTH BU,40,339,2600,12448.35,6661.85,6672.77,5958.51,6419.7,5906.65,7176.2,8632.8,6654.3,7690.81,12260.44,9517.45,95999.83
2603,NORTH BU,20,229,2603,1918.25,2058.7,1863.75,2321.15,2964.55,2524.7,3341.6,3027.81,2858.12,2692.52,6381.97,4072.72,36025.84
2604,EAST BU,17,174,2604,1298.4,1505,1576.04,1771.28,2454.6,2396.6,2360.15,2204.2,2115.56,2138.55,4696.58,3137.82,27654.78
2605,NORTH BU,21,218,2605,12449.15,13110.35,12154.09,12715.85,14975.55,17812.65,21321.3,21105.31,21482.48,26258.35,33426.19,24282.16,231093.43
2607,WEST BU,47,383,2607,,,,,,,,415.56,1005.85,1799.59,3153.3,2941.07,9315.37
2608,WEST BU,47,382,2608,,,,,,,,0,,290.73,902.2,1258.435,2451.365
2609,WEST BU,57,465,2609,47329.95,39194.8,35271.69,34663.2,36384.85,32824.6,33870.7,34720.41,32555.45,32930.7,44322.175,34688.01,438756.535
2610,NORTH BU,20,316,2610,7061.7,8052.5,8118.2,8460.3,10152.45,14808.25,16847.5,17369.62,18645.43,20996.31,29565.44,19406.52,179484.22
2611,NORTH BU,20,235,2611,18679.05,21573.6,20351.36,20876.65,26489.4,25534.6,27082.15,28990.33,23448.98,26077.1,34544.01,31641.91,305289.14
2612,SOUTHWEST BU,7,505,2612,37446.8,45180.2,44295.01,45745,51738.3,47131.35,51265.09,50815.76,55505.97,55837.42,70372.3,57152.41,612485.61
2613,NORTH BU,19,213,2613,4822.25,5033.8,4655.7,4967.85,6169.1,6210.9,6296.7,6064.29,6326.37,7569.37,10177.26,9052.01,77345.6
2614,EAST BU,22,168,2614,35471.35,41597.65,36021.04,36407,40736.5,38806.8,38633.05,37531.19,36857.39,41318.025,60883.91,51347.46,495611.365
2615,SOUTHEAST BU,3,27,2615,21974.5,24483.35,19887.55,21840.7,26771.05,27240.75,31466,25616.88,35594.77,35186.605,46222.44,38165.025,354449.62
2616,NORTH BU,40,339,2616,47538.25,38935.75,46058.85,41107.5,41025.3,40395.15,43411.95,36605.78,42021.93,36920.64,53056.24,33564.52,500641.86
2617,WEST BU,56,399,2617,3496.15,5045.85,4950.8,5231.85,5784.8,6254.3,6570.65,6793.14,6103.475,7268.73,8997.165,8239.265,74736.175
2618,NORTH BU,19,203,2618,9437.65,10988.8,9633.15,10511.9,16798.95,12368.45,12692.8,11411.4,11380.02,11291.04,18370.08,14049.265,148933.505
2619,NORTH BU,19,204,2619,9406.2,12896.15,10472.75,11691.7,15538.65,15563.35,14995.55,14190.56,14671.1,16209.26,24057.08,20014.415,179706.765
2620,NORTH BU,19,202,2620,18429.35,21196.15,22658.8,19794,14371.7,11981.25,10584.9,8435.55,9038.88,10440.37,13563.45,11603.775,172098.175
2621,WEST BU,57,446,2621,2027.75,1825,2089.43,2312.05,3400.7,2759.45,3051.75,2540.56,2498.61,2814.33,5782.86,3723.615,34826.105
2626,SOUTHEAST BU,3,101,2626,2886.05,3197.05,3014.6,3367.06,3700.45,4688.2,6695.6,5772.94,10734.66,8483.26,12097.66,10616.865,75254.395
2627,SOUTHEAST BU,3,112,2627,45228.5,46367.15,37595.43,37969.85,36243.6,32078.25,38508.3,35420.88,42401.25,39147.365,50167.15,43606.94,484734.665
2628,NORTH BU,41,260,2628,21136.1,25041.8,22543.5,25273.25,27866.15,28278.75,28275.31,22035.18,23945.56,24651.25,42527.68,21419.215,312993.745
2629,EAST BU,16,156,2629,18722.3,21730.1,20512.93,23827.39,26390,21945.85,26202.15,24701.75,21961.77,22305.1,28299.16,25615.535,282214.035
2630,SOUTHEAST BU,3,28,2630,12031.6,14478.85,13085.12,14446.95,14828.8,14921.85,18928.9,15270.42,22288.72,25368.68,31048.93,27228.125,223926.945
2631,NORTH BU,19,197,2631,29331.7,28244.05,21210.43,22995.37,29402.15,25183.5,23192.55,20094.06,19511.4,21173.18,34769.8,32716.78,307824.97
2632,NHM BU,61,510,2632,4101.45,4218.4,4352.95,4269.43,4832.3,4667.35,4180.89,3354.22,3395.32,3785.29,5732.445,4981.66,51871.705
2633,EAST BU,17,175,2633,3124,3923.55,2998.95,3028.2,4737.6,3948.9,4394.9,3782.36,3875.99,4817.99,9401.82,6062.855,54097.115
2634,EAST BU,16,180,2634,1469.5,2736.55,2670,2725.05,3393.95,3506.15,4708.25,3491.09,4072.82,3672.09,4723.6,4748.355,41917.405
2636,WEST BU,58,466,2636,3433.35,4436.55,3316.2,3682,5445.15,4617.45,3740.5,2199.76,3154.21,3942.2,8208.85,4181.04,50357.26
2637,EAST BU,17,164,2637,12007.95,13996.45,13336.97,15648.37,19492.25,18425.25,19507.7,19248.38,19813.53,21686.485,30274.745,25103.93,228542.01
2638,NORTH BU,21,259,2638,10420.7,11730.4,12459.83,11240.15,13949.8,15883.4,18470.65,19136.58,18444.32,18643.9,25589.31,17197.89,193166.93
2639,EAST BU,16,181,2639,7231.4,8817.45,7894.6,8824,11429.8,18176,21641,19779.97,20081.88,18908.21,21553.89,18066.335,182404.535
2640,EAST BU,16,157,2640,2105.35,2995.1,3162.95,2948.53,3720.1,2984,3195.95,3037.86,3177.45,3148.35,6369.71,4401.785,41247.135
2641,EAST BU,22,168,2641,25383.15,30049.7,25167.37,26578.35,30746.35,31278.45,32915.95,34058.71,33835.03,42228.825,55102.895,44817.395,412162.175
2642,WEST BU,52,423,2642,28795.95,26608,24733.66,26493.39,29985.55,39327.95,43944.1,37278.85,29639.63,32642.84,46198.56,28241.355,393889.835
2643,WEST BU,52,422,2643,43015.6,41925.45,29190.3,21243.85,26989.5,24464.9,28341.35,27587.05,22810.18,26501.905,46565.09,40663.495,379298.67
2644,NORTH BU,19,204,2644,15920.75,18298.7,16643.63,29678.26,31456.9,36004.25,32758.05,35061.95,19970.34,22276.855,42152.57,31047.47,331269.725
2645,EAST BU,75,314,2645,,,,,,,,,1025.46,2191.77,3276.52,4110.205,10603.955
2646,NORTH BU,20,317,2646,,,,,1040.85,2956.55,5004.45,3818.49,3281.075,4274.96,7242.655,5645.27,33264.3
2647,EAST BU,76,286,2647,6772.1,8663.4,7612.9,7552.25,8638.1,9781.45,10315.35,10853.36,10535.63,12272.37,15898.505,14619.65,123515.065
2648,WEST BU,56,511,2648,40328,42927.9,41754.26,42500.1,48324.5,59897.95,60071.05,59778.25,57324.275,53312.375,64843.96,56994.59,628057.21
2649,SOUTHWEST BU,5,50,2649,22962.95,25700.35,26703.48,34444.57,44615.7,44762.25,44224.41,35515.58667,36524.415,29663.825,45325.59,36042.215,426485.3417
2650,EAST BU,22,170,2650,16439.25,17831.3,18229.58,19920.69,27269.65,25907.85,24789.22,22590.62,23636.33,30951.01,44028.9,32421.06,304015.46
2651,EAST BU,17,175,2651,14499.2,18603.25,16366.7,16562.05,21120.6,20287.35,21631.3,22075.44,19322.74,21166.69,31232.19,22640.025,245507.535
2652,SOUTHWEST BU,46,384,2652,,,,,357.8,1288.85,1411.15,1570.89,1807.83,1910.42,2921.03,2688.03,13956
2653,SOUTHWEST BU,7,71,2653,13099.15,8437.05,7069.69,6858.8,7878.15,7807.3,8340.8,6895.6,6856.09,8049.69,9402.21,8935.985,99630.515
2654,NORTH BU,41,257,2654,,,,,,,,462.08,2337.88,3367.75,5995.69,6236.99,18400.39
2656,SOUTHWEST BU,46,375,2656,3950.2,5418.1,4531.69,4351.52,6163.9,6958.15,6440.55,6373.13,6723.73,6684.09,8377.95,7956.16,73929.17
2658,NORTH BU,53,444,2658,10197.85,12342.75,11148.19,10603.75,14114.35,13335.6,13751.45,13447.16,11645.45,13266.35,21072.755,16009.76,160935.415
2659,EAST BU,16,183,2659,1584.45,1514.85,1448.18,1608.54,2092.25,2206.15,2099.9,1870.36,1921.74,1773.02,3645.75,2094.48,23859.67
2660,EAST BU,16,157,2660,1208.35,1370.15,1300.95,1454.8,2161.95,2337.6,2171.5,1582.68,1443.36,2188.69,5039.47,2448.515,24708.015
2662,NORTH BU,20,317,2662,,,,,,,,,1407.06,2397.44,4819.95,3899.73,12524.18
2663,EAST BU,76,231,2663,13104.4,13738.25,13184.07,13954,16654.5,18846.15,21217.15,24361,23366.58,31269.73,45542.77,38364.565,273603.165
2664,EAST BU,76,231,2664,2992.25,3675.45,3811.99,3807.5,4584.05,4707.6,5489.87,5282.59,5113.64,6234.36,9553.31,7870.225,63122.835
2665,SOUTHWEST BU,13,125,2665,23000.1,26687.95,25890.52,27289.5,31943.55,27607.15,29957.1,26548.89,30607.51,32877.975,46818.07,36380.245,365608.56
2667,SOUTHWEST BU,5,55,2667,28711.85,33509.85,29987.65,31913.94,37142.69,33734.04,33101.045,32302.24,35455.73,37823.1,53322.31,44122.75,431127.195
2668,NORTH BU,53,435,2668,33758.45,37703.4,29397.15,30064.13,36608.1,27532.3,25510.7,25559.9,33365.62,35563.965,48556.19,40898.395,404518.3
2671,SOUTHWEST BU,46,373,2671,18802.6,15066,13799.44,14146.35,17147.1,18311.85,19245.25,18722.89,19785.77,19095.65,25679.43,20824.36,220626.69
2672,WEST BU,54,389,2672,,,,,439.95,787.85,1031.55,876.09,920.95,1359.31,1601.59,1986.45,9003.74
2674,EAST BU,76,228,2674,5366.35,6513.75,5724.93,5880.17,6261.25,6869.25,7626,8065.61,7622.8,7986.76,12206.86,11453.595,91577.325
2678,NORTH BU,19,201,2678,28655.6,33464.75,22770.03,25353.1,27624.45,25303.7,29140.85,32651.15,28221.47,41832.27,58150.39,48532.045,401699.805
2679,NORTH BU,21,247,2679,15747.9,17734,15114.32,15737.75,20096.15,19743.5,20633.8,20776.8,21152.27,21608.35,29493.345,23307.275,241145.46
2681,EAST BU,16,180,2681,,,,,,,,,359.87,935.47,1979.63,1823.17,5098.14
2682,EAST BU,16,181,2682,13414.4,16207.55,14168.65,11092.75,11462.8,10367.75,9718.41,8225.33,9808.67,9626.94,13408.36,12817.63,140319.24
2683,EAST BU,16,154,2683,990.05,1211.75,1089.64,845.33,1291.65,1007.5,1307.9,1676.31,1245.77,1094.46,1807.72,1185.925,14754.005
2684,NORTH BU,20,216,2684,5609.5,6373.9,6147.7,6443.3,7715,7490.65,8178.98,8455.39,8719.81,10160.19,15324.32,14593.13,105211.87
2686,NHM BU,72,534,2686,6315,6186.75,6770.21,6196.22,7832.7,7232.15,9379.5,9104.18,8257.745,7773.265,9408.48,8296.79,92752.99
2687,EAST BU,4,35,2687,28013.35,27898.55,26095.83,29905.47,27311.7,26905.65,36600.85,26131.58,24819.55,32320.54,48094.665,42602.215,376699.95
2688,SOUTHWEST BU,5,45,2688,25067.35,26842.1,25169.94,26973.68,33655.5,34265.2,46191.09,35373.84,38552.365,39669.37,56437.59,48431,436629.025
2689,NHM BU,61,512,2689,6171.75,6323.5,5947.65,6514.3,8761.9,8780.75,7305.1,7033.76,6764.84,7579.73,10753.78,8148.615,90085.675
2690,SOUTHEAST BU,11,137,2690,23674.25,30794.25,33351.92,28299.4,42024.65,33347.85,25685.5,24173.21,25626.25,28522.185,38897.11,36801.05,371197.625
2691,NORTH BU,41,243,2691,41614,36645,26414.14,23261.3,28348.3,26941.65,27791.25,27079.02,25607.98,27659.69,41194.76,23486.77,356043.86
2692,NORTH BU,19,206,2692,43595.9,39807.2,22270.98,17998.4,20574.2,19672.15,19415.2,19145.02,17614.67,19232.14,28782.86,22982.165,291090.885
2693,NORTH BU,19,205,2693,23401.85,27385.5,23619.1,26909.8,29897.1,27667.7,27849.4,28050.49,28440.34,28353.84,36622.63,34339.45,342537.2
2694,NORTH BU,40,340,2694,7693.25,7912.55,6547.82,7180.71,8546.35,8033.4,9584.55,9090.46,9688,11917.81,15753.35,12138.735,114086.985
2695,SOUTHEAST BU,3,89,2695,26177.75,33473.6,29360.15,31021,36106.05,33858.85,41179.3,43313.39,36129.02,34545.97,58218.92,48133.995,451517.995
2696,EAST BU,76,320,2696,,,,,,,,,1273.17,2176.73,4135.74,2671.86,10257.5
2697,WEST BU,56,452,2697,83602.85,85911.75,84968.8,82988.8,89101.75,105415.35,114420.05,96644.54,88715.8,102770.915,124401.3,107011.63,1165953.535
2699,NHM BU,59,497,2699,3620.85,3506.1,3672.37,3611.9,4973.25,4875.95,5340.4,5823.03,4844.36,5111.09,7266.6,6812.165,59458.065
2700,NORTH BU,19,203,2700,10372.7,12346.95,10701.55,11080.4,14123.25,15478,15739,13910.26,13890.36,14477.6,22429.4,17884.24,172433.71
2702,NORTH BU,40,333,2702,20550.5,24649.55,22406.67,22523.04,29382.65,27511.3,29726.5,28410.72,28831.19,31095.06,42458.82,34472.985,342018.985
2703,EAST BU,4,38,2703,18634.6,20789.25,18507.2,19049.35,22570,25261.4,23975.85,21920.37,20900.38,23070.66,34006.7,29279.115,277964.875
2704,EAST BU,26,298,2704,10245.2,11939.7,10468.4,11490.85,14049.05,13233.25,14442.1,14294.56,13655.45,14743.93,20342.01,19484.97,168389.47
2705,EAST BU,75,314,2705,9197.8,10606.9,9610.61,9602.3,11529.8,13293.4,13130.57,12491.93,12105.82,13338.03,17311.105,16841.58,149059.845
2706,SOUTHWEST BU,13,125,2706,29055.05,48737.25,38630.63,36185,43807.3,42848.4,35131.07,32283.83,33008.15,35494.36,49079.72,32191.39,456452.15
2708,WEST BU,58,460,2708,35926.65,32046.15,26954.27,27467.15,32553.05,30719.2,34298.95,36637.24,40877.77,42563.18,67575.01,46570.365,454188.985
2710,WEST BU,60,469,2710,,,,,,,,0,,0,0,0,0
2712,EAST BU,4,37,2712,25854.6,34446.2,32878.3,32834.6,48136.75,51920.25,35139.3,32346.44,28314.06,31153.56,42835.35,31441.645,427301.055
2713,SOUTHEAST BU,14,3,2713,20779.8,26673.2,22052.71,18737.6,19711.7,25748.75,28930.75,26288.9,25690.25,29551.04,43041.57,32726.19,319932.46
2714,WEST BU,52,426,2714,1265.05,1782,1378,1266.95,1253.35,1426.6,1819.65,2115.32,2239.4,2401.58,4047.36,3905.355,24900.615
2715,SOUTHWEST BU,13,143,2715,24662.55,31081.3,28934.33,32150.6,38138,35350.95,36733.65,38577.86,37799.22,46432.88,63879.31,51021.105,464761.755
2716,WEST BU,52,415,2716,18374.65,20766.4,19210.5,18654.15,20810.35,20390.1,21625.8,21151.1,21860.52,24919.54,39164.725,31493.045,278420.88
2717,SOUTHWEST BU,13,141,2717,16717,22074.4,17963.3,18456.35,22285.05,18417.75,18849.35,20754.07,20355.89,24448.33,34668.82,26899.625,261889.935
2719,EAST BU,17,163,2719,7575.85,9467,7225.47,8445.94,9454.45,9243.7,9708.15,8220.33,9202.36,10191.92,17889.28,13019.985,119644.435
2720,SOUTHEAST BU,11,140,2720,16503.3,22313.7,19411.55,23029.75,24720,32917.95,38935.95,32112.15,35759.64,42445.955,62856.91,54321.795,405328.65
2722,WEST BU,60,469,2722,14790.5,18557.7,13471.54,14185.41,14432.75,14302.15,15951.65,17565.08,16796.79,23553.71,22651.96,19202.39,205461.63
2723,SOUTHEAST BU,14,2,2723,9092.15,9638.75,9473.28,9638.75,12175.25,12137.55,14509.1,14651.67,13711.7,16442.3,23297.96,19027.4,163795.86
2724,SOUTHWEST BU,6,63,2724,12752,14964.3,12882.84,14875.85,16605.3,17045.9,16373.38,14185.22,16698.85,15391.075,20412.99,20755.575,192943.28
2725,NORTH BU,21,217,2725,7990.85,8565.9,7762.44,8980.89,11315.6,9477.75,10890.65,10405.36,10138.11,11493.26,17372.22,14428.575,128821.605
2726,NORTH BU,21,219,2726,38457.05,39731.2,30596.23,31211.15,34738.6,34735.3,39598.75,37070.28,37908.16,43109.045,56501.72,47205.835,470863.32
2727,SOUTHEAST BU,9,110,2727,26399.7,31926.05,26216.56,28777.85,32697,31706.5,34116.35,32938.08,30926.66,35578.86,48164.46,37999.605,397447.675
2728,NORTH BU,25,275,2728,16513.05,18546.7,17392.62,16324.35,21404.65,18850.8,19638,18788.91,16917.67,20370.16,29103.45,22160.6,236010.96
2729,WEST BU,54,378,2729,14782.9,14519.6,13732.67,13954.45,17849.05,17903.6,17585.02,18206.52,18574.57,19935.47,24750.92,22969.205,214763.975
2730,EAST BU,26,301,2730,5516.75,7173.3,5762.08,6076.6,7883.35,7401.35,8035.41,6888.06,7199.94,8100.05,11751.44,10178.165,91966.495
2731,NHM BU,59,497,2731,1422.1,1195.15,1022.64,1254.95,1264.2,1289,1043.8,1662.12,1284.51,1613.19,2650.46,2559.635,18261.755
2732,SOUTHEAST BU,2,22,2732,21622.45,24975.9,21172.42,21626.45,27775.8,29437.8,28032.95,26624.72,25811.14,28430.44,41324.58,35374.18,332208.83
2733,SOUTHEAST BU,2,32,2733,12645.45,16097.55,14649.7,15920.95,17203,18495.3,18007.1,18143.98,17723.09,18745.18,28830.52,22440.855,218902.675
2734,SOUTHWEST BU,44,353,2734,18825.65,20185.45,18651.59,18592.7,20247,18678.45,21098.7,22258.04,23672.01,24249.29,31543.13,28815.625,266817.635
2735,WEST BU,56,454,2735,59892.45,66769,60610.57,61214.15,54805.55,62020.45,59274.65,56556.86,55171.05,64113.74,79867.2,67564.99,747860.66
2739,SOUTHEAST BU,14,14,2739,9738.35,11288.5,10558.81,11017.67,12919.8,12859.2,13772.25,14815.8,15694.84,16750.73,21470.71,19196.27,170082.93
2740,SOUTHEAST BU,3,104,2740,29146,33036.25,28494.2,28376.47,32276.3,31471.3,36704.9,37682.54,34683.775,38315.96,51533.29,42678.245,424399.23
2741,NHM BU,72,534,2741,1531.85,1802.15,1567.96,2325.45,2844.2,2155.4,2034.55,2026.46,2118.155,2412.045,3157.745,3257.355,27233.32
2742,NHM BU,72,534,2742,1901,1611.9,1509.75,1889.4,1563.8,1398.95,1830.55,1924.26,1453.225,1486.48,2855.47,2865.905,22290.69
2743,NHM BU,72,492,2743,3504.2,3189.7,2799.98,2815.15,2147.4,2505.9,3365.75,3378.56,3494.82,3842.26,5176.95,6999.64,43220.31
2744,NHM BU,72,537,2744,4021.85,4270.9,3494.41,4417.45,5067.35,5012.15,4303.04,4046.51,3969.12,4079.18,6612.42,5831.655,55126.035
2745,NHM BU,72,537,2745,8273.15,8701.8,8336.75,9237.3,10516.2,10156,12456.05,12585.15,12658.195,13260.26,17348.155,18158.16,141687.17
2747,EAST BU,17,161,2747,4414.35,7140.3,5712.01,5110.51,6953.55,6517,6058.9,5894.12,5422.69,6178.65,11477.62,7282.875,78162.575
2748,SOUTHEAST BU,14,1,2748,12705.35,34057.7,21676.39,34630.45,100605,123636.75,68247.25,31667.32,38163.86,17380.12,23234.7,19402.58,525407.47
2749,SOUTHEAST BU,12,124,2749,2052,2827.8,2870.37,2658.48,3090.55,3239.05,4213.37,3990.23,891.52,3795.04,5585.86,5001.235,40215.505
2751,WEST BU,54,380,2751,13953.15,14986.15,13751.26,15127.65,16959.85,17238,15830.15,14671.67,15456.78,18402.14,21665.63,20622.32,198664.75
2752,WEST BU,54,585,2752,11274.45,12675.7,11385.03,11466.86,14433.6,14380.5,14273.95,13635.27,13522.47,15781.07,19818.235,17272.865,169920
2753,SOUTHEAST BU,2,18,2753,2169,3390.45,2758.5,3295.45,4278,4871.35,4622.05,5317.89,5320.67,4717.78,7295.045,5921.515,53957.7
2754,SOUTHEAST BU,2,30,2754,,,,,412.2,1595.35,3357.25,3091.1,2304.46,3852.18,6084.95,6153.44,26850.93
2755,SOUTHEAST BU,11,140,2755,13507.15,16718.6,14782.04,16954.55,17846.15,19859.45,20954,19562.46,22141.16,24044.8,36505.44,29989.71,252865.51
2756,EAST BU,76,280,2756,26185.4,20033.15,18910.35,18810.61,27187.65,22326.1,34300.75,29692.08,22005.495,28353.42,40817.17,27675.33,316297.505
2757,SOUTHEAST BU,12,151,2757,23991.55,25834.85,23292.87,23415.75,27519.15,27251.15,29427.55,27086.28,23807.31,26149.535,36928.605,32157.635,326862.235
2758,EAST BU,16,181,2758,,,,,,,,271.72,113.08,336.78,676.46,1076.81,2474.85
2760,SOUTHEAST BU,14,14,2760,,,,,313.4,1293.05,2809.9,3287.49,3848.77,4591.99,6157.58,6078.715,28380.895
2761,NORTH BU,20,311,2761,10766.85,11634.4,11125.39,11622.53,14117.2,16494,17838.04,15718.94,17558.1,19816.86,25964.12,20424.385,193080.815
2762,EAST BU,75,312,2762,10732.25,13384.35,11859.43,11649.7,13082.35,11838.55,13898.04,14769.58,15017.55,15429.5,21097.34,18210.41,170969.05
2763,SOUTHWEST BU,6,569,2763,5092.65,5871.7,5158.04,5997.8,7427.85,7000.47,5749.18,6067.38,7399.31,7545.43,11644.77,8282.16,83236.74
2764,WEST BU,52,414,2764,16498.55,17877.7,18966.28,19204.56,21380.95,18280.1,20670.35,20685.96,18844.82,38677.69,36075.69,27313.91,274476.56
2765,SOUTHWEST BU,6,569,2765,5702.3,6703.05,5928.55,7044.15,8295.25,8370.8,8633.75,8245.78,8848.09,8789.39,12257.84,9940.63,98759.58
2766,SOUTHWEST BU,46,372,2766,15796.6,17952.55,16766.14,16328.04,20652.85,20648.4,25376.25,25881.3,24836.665,27019.49,37855.125,30329.3,279442.71
2767,SOUTHWEST BU,46,372,2767,17548.35,19818.9,17798.07,18693,22807.05,22025.8,21968.15,20292.37,21478.21,23215.97,32847.24,24028.06,262521.17
2768,SOUTHWEST BU,46,371,2768,17498.45,20727.05,18045.33,18993.89,24491.7,23162.25,20640.15,19147.3,17607.65,20265.99,31597.65,24635.67,256813.08
2769,SOUTHWEST BU,7,87,2769,9401.8,10969.25,9619.97,10733.32,12565.95,12475.95,12298.56,12483.61,14262.95,12603.82,17326.1,14570.915,149312.195
2771,NORTH BU,21,246,2771,2039.2,2388.15,2198.99,2734.33,3307.35,3432.55,4004.2,4301.06,4624.38,5317.51,7246.1,7040.01,48633.83
2772,EAST BU,4,300,2772,4817.95,6777.05,6471.82,7432.15,12102.75,14643.7,10724.4,6830.13,5725.27,9300.23,18949.43,14606.5,118381.38
2773,NHM BU,59,546,2773,4135.15,3441.05,3483.2,3579.2,4232.75,4595.45,4155.45,5050.36,3208.07,4365.17,6831.31,8215.575,55292.735
2774,NORTH BU,21,217,2774,6019.35,6776.25,6549.71,7579.4,10323.05,9584.2,9954.7,9796.53,9169.89,9321.96,14555.11,12013.375,111643.525
2777,SOUTHWEST BU,46,368,2777,15321.35,16337.65,14397.97,16156.05,18835.35,19747.6,18985.75,18440.24,19359.07,20878.66,28290.5,22585.245,229335.435
2778,SOUTHWEST BU,46,373,2778,9892.75,12382.3,9865.27,10953.85,14866.45,14175.25,13245.9,12712.23,12204.48,13671.56,17463.05,16319.29,157752.38
2780,WEST BU,56,399,2780,31776.6,39075.45,34762.22,33737.52,39142.85,39712,41526.45,37013.64,37046.18,38402.11,56437.395,43951.17,472583.585
2781,WEST BU,56,399,2781,25930.4,31641.6,27819.76,31191.6,33254.05,32132.75,33639.95,30808.87,31876.91,31369.81,46889.655,36753.86,393309.215
2782,WEST BU,56,400,2782,5901.1,7354.75,6632.21,7402.25,9442.05,9207.35,9056.4,8434.1,8118.23,9336.31,12657.265,9984.085,103526.1
2783,NORTH BU,41,260,2783,17903.2,17120.2,16534.56,16659.99,19911.7,18260.25,19203.85,19782.83,22017.26,20299.36,30536.94,21313.25,239543.39
2784,WEST BU,47,407,2784,2930.45,3774.85,3221.96,3418.45,4653.6,4491,4867.6,4689.73,4686.73,5345.01,7398.31,5513.805,54991.495
2785,EAST BU,76,192,2785,10607.15,12442.5,9798.2,9575.18,13021.2,11139.5,11628.45,11389.58,10513.02,10920.05,17212.835,13282.24,141529.905
2786,NORTH BU,41,482,2786,17970.5,21225.65,18638.07,19080.91,22983.9,21477.75,22148.5,21187.89,23060.34,24390.44,35733.97,32986.21,280884.13
2787,NORTH BU,41,249,2787,17245.5,20475.2,16723.08,15687.08,19323.4,18598.6,17512.05,15353.45,17766.01,25073.72,33078.01,30642.325,247478.425
2788,NORTH BU,41,482,2788,11132.8,11790.8,11448.69,14347.1,16170.4,15849.3,15620.65,15617.66,16664.19,17234.07,24871.16,21896.75,192643.57
2789,SOUTHEAST BU,9,108,2789,17568.9,21098.15,18809.46,21028.45,24326.4,23091.15,24927.45,22863.4,19927.06,21429.655,31448.06,27294.055,273812.19
2790,EAST BU,76,280,2790,17884.75,19954.25,19194.48,18010.2,22848.45,23182.15,21815.63,20673.35,22252.63,21653.63,33760.78,27569.33,268799.63
2791,EAST BU,22,285,2791,8564.7,10588,9484.64,10232.25,15270.45,13937.85,14094.89,13085.67,13297.17,15838.82,22714.335,17861.405,164970.18
2792,NORTH BU,20,316,2792,2905.15,3589.25,2910.17,3541.92,4756.7,5284.5,5711.65,5472.06,4952.61,6135.73,7348.57,5625.875,58234.185
2793,EAST BU,26,308,2793,34196.4,30810.65,27418.59,25638.3,41584.4,42560.25,50685.1,52741.11,31530.02,37398.115,50942.28,41777.235,467282.45
2794,WEST BU,57,405,2794,,,,,,,,29.25,14.08,443.83,1544.19,2183.56,4214.91
