Store #,Address,Store,State,Poss Date,Door,Walmart REX/GO Date,Winston Goal Start Date,Staffing Status,VM Name,Start Date,Confirmed Temp Solve ,Notes
306,"1450 No. Brindlee Mtn. Pkwy, Arab, AL 35016",Arab - 35016,AL,1/15/24,NEW,4/19/24,9/9/24,Final Interview,#VALUE!,1/0/00,,
2613,"1875 East Mansfield, Bucyrus, OH 44820",Bucyrus - 44820,OH,5/20/24,NEW,9/6/24,9/9/24,Sourcing,#VALUE!,1/0/00,,
2178,"379 SOUTH ST, Calais, ME 4619",Calais - 04619,ME,2/5/24,NEW,5/10/24,9/9/24,Sourcing,#VALUE!,1/0/00,,
4243,"11493 N Linden Rd, Clio, MI 48420",Clio - 48420,MI,5/20/24,NEW,9/6/24,9/9/24,Final Interview,#VALUE!,1/0/00,,
1263,"401 N Burkhardt Rd., Evansville, IN 47715",Evansville - 47715,IN,6/17/24,NEW,9/6/24,9/9/24,Initial Interview,#VALUE!,1/0/00,,
2717,"5901 Hwy 49 South, Hattiesburg, MS 39402",Hattiesburg - 39402,MS,6/10/24,NEW,9/13/24,9/9/24,Hired,Kennisha T.,9/9/24,,
1115,"608 East Main Street, Hohenwald, TN 38462",Hohenwald - 38462,TN,1/22/24,NEW,4/26/24,9/9/24,Hired,Cynthia C.,9/9/24,,
43,"521 East Chestnut St, Junction City, KS 66441",Junction City - 66441,KS,6/10/24,NEW,9/27/24,9/9/24,Initial Interview,#VALUE!,1/0/00,,
1329,"240 MALL RD, Logansport, IN 46947",Logansport - 46947,IN,6/17/24,NEW,10/4/24,9/9/24,Initial Interview,#VALUE!,1/0/00,,
218,"1017 Mulberry Avenue, Selmer, TN 38375",Selmer - 38375,TN,4/29/24,NEW,8/2/24,9/9/24,Initial Interview,#VALUE!,1/0/00,,
4259,"2607 W. Main St., Shelbyville, IL 62565",Shelbyville - 62565,IL,2/5/24,NEW,5/24/24,9/9/24,Sourcing,#VALUE!,1/0/00,,
2810,"97 Williams Drive, Spencer, WV 25276",Spencer - 25276,WV,4/29/24,NEW,8/16/24,9/9/24,Sourcing,#VALUE!,1/0/00,,
6392,"2630 Se California Avenue, Topeka, KS 66605",Topeka - 66605,KS,6/24/24,NEW,9/27/24,9/9/24,Sourcing,#VALUE!,1/0/00,,
962,"2921 Toupal Drive, Trinidad, CO 81082",Trinidad - 81082,CO,3/11/24,NEW,6/28/24,9/9/24,Sourcing,#VALUE!,1/0/00,,
1044,"5050 TROUP HWY, Tyler, TX 75703",Tyler - 75703,TX,6/3/24,NEW,9/6/24,9/9/24,Initial Interview,#VALUE!,1/0/00,,
971,"1133 North Main St, Viroqua, WI 54665",Viroqua - 54665,WI,1/29/24,NEW,5/3/24,9/9/24,Sourcing,#VALUE!,1/0/00,,
244,"5940 Hwy 167 North, Winnfield, LA 71483",Winnfield - 71483,LA,6/3/24,NEW,9/6/24,9/9/24,Sourcing,#VALUE!,1/0/00,,
1317,"125 Bleachery Blvd, Asheville, NC 28805",Asheville - 28805,NC,7/1/24,NEW,10/18/24,9/16/24,Initial Interview,#VALUE!,1/0/00,,
2924,"2550 Coors Bldv. Nw, Albuquerque, NM 87120",Albuquerque - 87120,NM,7/1/24,NEW,10/18/24,9/16/24,Initial Interview,#VALUE!,1/0/00,,
1426,"351 River Hill Road, Ashland, KY 41101",Ashland - KY,KY,7/8/24,NEW,10/25/24,9/16/24,Initial Interview,#VALUE!,1/0/00,,
1711,"1600 MONTCLAIR RD, Birmingham, AL 35210",Birmingham - 35210,AL,7/8/24,NEW,10/25/24,9/16/24,Sourcing,#VALUE!,1/0/00,,
364,"810 Hurst Street, Center, TX 75935",Center - 75935,TX,7/8/24,NEW,10/25/24,9/16/24,Final Interview,#VALUE!,1/0/00,,
1780,"975 Hilton Heights Road, Charlottesville, VA 22901",Charlottesville - 22901,VA,6/10/24,NEW,10/11/24,9/16/24,Hired,Jonathan C.,9/16/24,,
1831,"8770 DELL CENTER DRIVE, Clay, NY 13041",Clay - 13041,NY,6/17/24,NEW,10/11/24,9/16/24,Sourcing,#VALUE!,1/0/00,,
1282,"140 E College Drive, Concordia, KS 66901",Concordia - 66901,KS,7/15/24,NEW,10/18/24,9/16/24,Sourcing,#VALUE!,1/0/00,,
5379,"1450 Morrell Avenue, Connellsville, PA 15425",Connellsville - 15425,PA,6/24/24,NEW,10/11/24,9/16/24,Sourcing,#VALUE!,1/0/00,,
3192,"11410 Anderson Rd, Greenville, SC 29611",Greenville - 29611,SC,7/22/24,NEW,10/25/24,9/16/24,Sourcing,#VALUE!,1/0/00,,
5466,"1693 Stringtown Road, Grove City, OH 43123",Grove City - 43123,OH,7/1/24,NEW,10/18/24,9/16/24,Sourcing,#VALUE!,1/0/00,,
903,"2711 Greenway Drive, Jackson, MS 39204",Jackson - 39204,MS,7/22/24,NEW,10/25/24,9/16/24,Sourcing,#VALUE!,1/0/00,,
1073,"1710 Central Texas Expressway, Lampasas, TX 76550",Lampasas - 76550,TX,7/22/24,NEW,10/25/24,9/16/24,Sourcing,#VALUE!,1/0/00,,
2334,"2034 Lincoln Hwy East, Lancaster, PA 17602",Lancaster - 17602,PA,7/8/24,NEW,10/25/24,9/16/24,Sourcing,#VALUE!,1/0/00,,
737,"1334 No. Ellington Parkway, Lewisburg, TN 37091",Lewisburg - 37091,TN,7/8/24,NEW,10/25/24,9/16/24,Initial Interview,#VALUE!,1/0/00,,
5203,"375 Lafayette Street, London, OH 43140",London - 43140,OH,7/8/24,NEW,10/25/24,9/16/24,Sourcing,#VALUE!,1/0/00,,
3802,"705 Middletown Warwick Rd, Middletown, DE 19709",Middletown - 19709,DE,7/8/24,NEW,10/25/24,9/16/24,Initial Interview,#VALUE!,1/0/00,,
1032,"2101 S HIGHWAY 77, Panama City, FL 32405",Panama City - 32405,FL,7/8/24,NEW,10/25/24,9/16/24,Sourcing,#VALUE!,1/0/00,,
2812,"25 25Th Street S.E., Rochester, MN 55904",Rochester - 55904,MN,7/15/24,NEW,10/18/24,9/16/24,Hired,#VALUE!,1/0/00,,
999,"7239 Sw Loop 410, San Antonio, TX 78242",San Antonio - 78242,TX,7/22/24,NEW,10/25/24,9/16/24,Offer Out ,#VALUE!,1/0/00,,
3386,"160 Springville Station Blvd, Springville, AL 35146",Springville - 35146,AL,7/15/24,NEW,10/18/24,9/16/24,Sourcing,#VALUE!,1/0/00,,
667,"2111 North Jackson Street, Tullahoma, TN 37388",Tullahoma - 37388,TN,7/22/24,NEW,10/25/24,9/16/24,Initial Interview,#VALUE!,1/0/00,,
3503,"1585 Liberty Drive, Suite #1, Thomasville, NC 27360",Thomasville - 27360,NC,7/8/24,NEW,10/11/24,9/23/24,Sourcing,#VALUE!,1/0/00,,
707,"1000 So. State Street, Clarksdale, MS 38614",Clarksdale - 38614,MS,6/24/24,NEW,10/11/24,9/23/24,Sourcing,#VALUE!,1/0/00,,
2476,"1700 S.E. Meadowbrook Blvd., College Place, WA 99324",College Place - 99324,WA,6/17/24,NEW,10/4/24,9/23/24,Sourcing,#VALUE!,1/0/00,,
3582,"1575 Space Center Drive, Colorado Springs, CO 80915",Colorado Springs - 80915,CO,7/15/24,NEW,11/1/24,9/23/24,Sourcing,#VALUE!,1/0/00,,
773,"1538 HIGHWAY 190, Eunice, LA 70535",Eunice - 70535,LA,7/15/24,NEW,10/18/24,9/23/24,Sourcing,#VALUE!,1/0/00,,
91,"205 Deadrick Road, Forrest City, AR 72335",Forrest City - 72335,AR,5/20/24,NEW,8/23/24,9/23/24,Sourcing,#VALUE!,1/0/00,,
1062,"150 W. El Dorado Blvd, Friendswood, TX 77546",Friendswood - 77546,TX,7/15/24,NEW,11/1/24,9/23/24,Hired,Bently H.,9/23/24,,
5105,"10 Riverton Commons Dr, Front Royal, VA 22630",Front Royal - 22630,VA,5/20/24,NEW,9/6/24,9/23/24,Sourcing,#VALUE!,1/0/00,,
3303,"1179 Riverview St, Grundy, VA 24614",Grundy - 24614,VA,6/24/24,NEW,10/11/24,9/23/24,Sourcing,#VALUE!,1/0/00,,
1437,"2501 North Highway 64, Guymon, OK 73942",Guymon - 73942,OK,7/8/24,NEW,10/11/24,9/23/24,Sourcing,Not F.,Not Found,,
1872,"2750 Prospect Avenue, Helena, MT 59601",Helena - 59601,MT,7/8/24,NEW,10/25/24,9/23/24,Sourcing,#VALUE!,1/0/00,,
1137,"13750 I-10 East, Houston, TX 77015",Houston - 77015,TX,7/15/24,NEW,11/1/24,9/23/24,Hired,Joshua G.,9/23/24,,
2787,"7325 North Keystone Ave., Indianapolis, IN 46240",Indianapolis - 46240,IN,7/15/24,NEW,11/1/24,9/23/24,Offer Out ,#VALUE!,1/0/00,,
4538,"6060 N Fry Rd, Katy, TX 77449",Katy - 77449,TX,7/29/24,NEW,11/1/24,9/23/24,Hired,Christine S.,9/23/24,,
4512,"22850 Morton Rach Rd, Katy, TX 77449",Katy - 77449,TX,7/15/24,NEW,11/1/24,9/23/24,Hired,Baraka M.,9/23/24,,
5447,"150 Harrison Ave, Kearny, NJ 7032",Kearny - NJ,NJ,7/1/24,NEW,11/1/24,9/23/24,Sourcing,#VALUE!,1/0/00,,
2469,"540 7TH AVE, Longview, WA 98632",Longview - 98632,WA,6/3/24,NEW,9/20/24,9/23/24,Offer Out ,#VALUE!,1/0/00,,
363,"855 S Cherokee Drive, Marshall, MO 65340",Marshall - 65340,MO,5/20/24,NEW,9/6/24,9/23/24,Sourcing,#VALUE!,1/0/00,,
3801,"8713 64th St Ne, Marysville, WA 98270",Marysville - 98270,WA,6/10/24,NEW,9/13/24,9/23/24,Sourcing,#VALUE!,1/0/00,,
1193,"2701 Louisville Avenue, Monroe, LA 71201",Monroe - 71201,LA,7/22/24,NEW,10/25/24,9/23/24,Sourcing,#VALUE!,1/0/00,,
2183,"1240 North Main St/Rt 26, Oxford, ME 4270",Oxford - 4270,ME,6/17/24,NEW,10/18/24,9/23/24,Sourcing,#VALUE!,1/0/00,,
3213,"3040 College Park Drive, The Woodlands, TX 77384",The Woodlands - 77384,TX,7/29/24,NEW,11/1/24,9/23/24,Offer Out ,#VALUE!,1/0/00,,
3734,"1207 Princeton Street, Vermillion, SD 57069",Vermillion - 57069,SD,6/24/24,NEW,10/11/24,9/23/24,Initial Interview,#VALUE!,1/0/00,,
1106,"4283 Carter St, Vidalia, LA 71373",Vidalia - 71373,LA,6/10/24,NEW,9/13/24,9/23/24,Sourcing,#VALUE!,1/0/00,,
1352,"5625 S NC 41 HWY, Wallace, NC 28466",Wallace - 28466,NC,7/8/24,NEW,10/25/24,9/30/24,Sourcing,#VALUE!,1/0/00,,
539,"2050 North Mall Blvd, Alexandria, LA 71301",Alexandria - 71301,LA,7/8/24,NEW,10/25/24,9/30/24,Sourcing,#VALUE!,1/0/00,,
795,"11391 Dunbarton Blvd, Barnwell, SC 29812",Barnwell - 29812,SC,7/22/24,NEW,10/25/24,9/30/24,Sourcing,#VALUE!,1/0/00,,
1126,"1381 So. Main Street, Boerne, TX 78006",Boerne - 78006,TX,7/29/24,NEW,11/1/24,9/30/24,Final Interview,#VALUE!,1/0/00,,
816,"960 Brookway Blvd, Brookhaven, MS 39601",Brookhaven - 39601,MS,7/29/24,NEW,11/1/24,9/30/24,Final Interview,#VALUE!,1/0/00,,
1524,"12000 Iron Bridge Road, Chester, VA 23831",Chester - 23831,VA,7/15/24,NEW,11/1/24,9/30/24,Sourcing,#VALUE!,1/0/00,,
2400,"85 River Trace Lane, Chillicothe, OH 45601",Chillicothe - 45601,OH,7/8/24,NEW,10/25/24,9/30/24,Sourcing,#VALUE!,1/0/00,,
2250,"4000 RED BANK RD, Cincinnati, OH 45213",Cincinnati - 45213,OH,7/15/24,NEW,11/1/24,9/30/24,Initial Interview,#VALUE!,1/0/00,,
2715,"3615 Sangani Blvd, D'Iberville, MS 39540",D'Iberville - 39540,MS,7/15/24,NEW,11/1/24,9/30/24,Hired,Jessica J.,9/30/24,,
1052,"3186 Hwy 171 North, Fayette, AL 35555",Fayette - 35555,AL,7/8/24,NEW,10/25/24,9/30/24,Sourcing,#VALUE!,1/0/00,,
465,"305 10TH STREET, Floresville, TX 78114",Floresville - 78114,TX,7/29/24,NEW,11/1/24,9/30/24,Sourcing,#VALUE!,1/0/00,,
2705,"1500 Armory Drive, Franklin, VA 23851",Franklin - 23851,VA,7/15/24,NEW,11/1/24,9/30/24,Sourcing,#VALUE!,1/0/00,,
282,"1550 Nashville Road, Franklin, KY 42134",Franklin - 42134,KY,7/15/24,NEW,11/1/24,9/30/24,Sourcing,#VALUE!,1/0/00,,
266,"1601 West State Highway 114, Grapevine, TX 76051",Grapevine - 76051,TX,7/15/24,NEW,11/1/24,9/30/24,Hired,Carity W.,9/30/24,,
120,"2716 North Central Avenue, Humboldt, TN 38343",Humboldt - 38343,TN,7/15/24,NEW,11/1/24,9/30/24,Initial Interview,#VALUE!,1/0/00,,
572,"1201 Stone Street, Kilgore, TX 75662",Kilgore - 75662,TX,7/8/24,NEW,10/25/24,9/30/24,Initial Interview,#VALUE!,1/0/00,,
1805,"79295 Us Hwy 111 , La Quinta, CA 92253",La Quinta,CA,7/15/24,NEW,11/1/24,9/30/24,Initial Interview,#VALUE!,1/0/00,,
3388,"1400 Lawrenceville Highway, Lawrenceville, GA 30044",Lawrenceville - 30044,GA,7/8/24,NEW,10/25/24,9/30/24,Final Interview,#VALUE!,1/0/00,,
1569,"240 Wal-Mart Way, Maysville, KY 41056",Maysville - 41056,KY,7/8/24,NEW,10/25/24,9/30/24,Initial Interview,#VALUE!,1/0/00,,
2768,"1955 So. Stapley Drive, Mesa, AZ 85204",Mesa - 85204,AZ,7/15/24,NEW,11/1/24,9/30/24,Hired,Rose S.,9/30/24,,
1646,"6131 East Southern Ave., Mesa, AZ 85206",Mesa - 85206,AZ,7/15/24,NEW,11/1/24,9/30/24,Initial Interview,#VALUE!,1/0/00,,
2767,"4505 East Mckellips Road, Mesa, AZ 85215",Mesa - 85215,AZ,7/15/24,NEW,11/1/24,9/30/24,Hired,Heather V.,9/30/24,,
394,"15445 Highway 24, Moulton, AL 35650",Moulton - 35650,AL,7/15/24,NEW,11/1/24,9/30/24,Sourcing,#VALUE!,1/0/00,,
748,"300 IOWA SPEEDWAY DR, Newton, IA 50208",Newton - 50208,IA,7/8/24,NEW,10/25/24,9/30/24,Initial Interview,#VALUE!,1/0/00,,
2032,"2001 North Rose Avenue , Oxnard, CA 93030",Oxnard,CA,7/22/24,NEW,10/25/24,9/30/24,Initial Interview,#VALUE!,1/0/00,,
3896,"21655 N Lake Pleasant Pkwy, Peoria, AZ 85382",Peoria - 85382,AZ,7/22/24,NEW,10/25/24,9/30/24,Hired,Marie M.,9/30/24,,
319,"2015 West Foxwood Dr, Raymore, MO 64083",Raymore - 64083,MO,7/15/24,NEW,11/1/24,9/30/24,Final Interview,#VALUE!,1/0/00,,
1708,"4848 So. 900 West St, Riverdale, UT 84405",Riverdale - 84405,UT,7/15/24,NEW,11/1/24,9/30/24,Sourcing,#VALUE!,1/0/00,,
2535,"500 Terry Rich Blvd, Saint Clair, PA 17970",Saint Clair - 17970,PA,7/8/24,NEW,10/25/24,9/30/24,Sourcing,#VALUE!,1/0/00,,
1803,"4331 Thousand Oaks Drive, San Antonio, TX 78217",San Antonio - 78217,TX,7/29/24,NEW,11/1/24,9/30/24,Offer Out ,#VALUE!,1/0/00,,
644,"651 Hwy 28 Bypass, Anderson, SC 29624",Anderson - 29624,SC,7/15/24,NEW,11/1/24,10/7/24,Initial Interview,#VALUE!,1/0/00,,
1383,"350 Robert Smalls Pkwy, Beaufort, SC 29906",Beaufort - 29906,SC,7/15/24,NEW,11/1/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
4115,"602 Cibolo Valley Drive, Cibolo, TX 78108",Cibolo - 78108,TX,7/29/24,NEW,11/1/24,10/7/24,Hired,Monequa M.,10/7/24,,
1259,"60 South Stewart Road, Corbin, KY 40701",Corbin - 40701,KY,7/15/24,NEW,11/1/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
4399,"30830 Old Us 20, Elkhart, IN 46514",Elkhart - 46514,IN,7/15/24,NEW,11/1/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
3328,"10772 West Carson City Road, Greenville, MI 48838",Greenville - MI,MI,7/15/24,NEW,11/1/24,10/7/24,Final Interview,#VALUE!,1/0/00,,
5443,"4650 South Emerson Ave., Indianapolis, IN 46203",Indianapolis - 46203,IN,7/15/24,NEW,11/1/24,10/7/24,Initial Interview,#VALUE!,1/0/00,,
599,"3200 Ft Henry Drive, Kingsport, TN 37664",Kingsport - 37664,TN,7/15/24,NEW,11/1/24,10/7/24,Initial Interview,#VALUE!,1/0/00,,
398,"515 E Loop 281, Longview, TX 75605",Longview - 75605,TX,7/15/24,NEW,11/1/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
526,"3706 Diann Marie Road, Louisville, KY 40241",Louisville - 40241,KY,7/15/24,NEW,11/1/24,10/7/24,Initial Interview,#VALUE!,1/0/00,,
695,"2232 Gallatin Pike North, Madison, TN 37115",Madison - 37115,TN,7/29/24,NEW,11/1/24,10/7/24,Initial Interview,#VALUE!,1/0/00,,
1017,"2010 PAXVILLE HWY, Manning, SC 29102",Manning - 29102,SC,7/29/24,NEW,11/1/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
153,"202 Park Plaza, New Albany, MS 38652",New Albany - 38652,MS,7/15/24,NEW,11/1/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
533,"1205 E Admiral Doyle, New Iberia, LA 70560",New Iberia - 70560,LA,7/15/24,NEW,11/1/24,10/7/24,Initial Interview,#VALUE!,1/0/00,,
623,"545 Pine Island Rd, North Fort Myers, FL 33903",North Fort Myers - 33903,FL,7/29/24,NEW,11/1/24,10/7/24,Initial Interview,#VALUE!,1/0/00,,
315,"2453 2Nd Avenue East, Oneonta, AL 35121",Oneonta - 35121,AL,7/29/24,NEW,11/1/24,10/7/24,Initial Interview,#VALUE!,1/0/00,,
543,"1629 East Cresswell Lane, Opelousas, LA 70570",Opelousas - 70570,LA,7/15/24,NEW,11/1/24,10/7/24,Initial Interview,#VALUE!,1/0/00,,
600,"2801 No. Charles St., Pampa, TX 79065",Pampa - 79065,TX,7/29/24,NEW,11/1/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
2061,"412 Cross Oaks Mall, Plainwell, MI 49080",Plainwell,MI,8/5/24,NEW,11/8/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
413,"1401 West Hwy 100, Port Isabel, TX 78578",Port Isabel - 78578,TX,7/15/24,NEW,11/1/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
676,"1102 No. Gateway Ave, Rockwood, TN 37854",Rockwood - 37854,TN,7/15/24,NEW,11/1/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
403,"13675 Hwy 43, Russellville, AL 35653",Russellville - 35653,AL,7/15/24,NEW,11/1/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
3523,"26471 Carl Boyer Drive, Santa Clarita, CA 91350",Santa Clarita,CA,7/29/24,NEW,11/1/24,10/7/24,Initial Interview,#VALUE!,1/0/00,,
666,"3525 Us Hwy 27 North, Sebring, FL 33870",Sebring - 33870,FL,7/15/24,NEW,11/1/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
587,"202 Sam Walton Drive, Sparta, TN 38583",Sparta - 38583,TN,7/15/24,NEW,11/1/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
3056,"305 Singing Oaks, Spring Branch, TX 78070",Spring Branch - 78070,TX,8/12/24,NEW,11/1/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
1358,"2110 Bells Highway, Walterboro, SC 29488",Walterboro - 29488,SC,7/29/24,NEW,11/1/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
714,"602 Shelia Street, West Helena, AR 72390",West Helena - 72390,AR,7/15/24,NEW,11/1/24,10/7/24,Sourcing,#VALUE!,1/0/00,,
4594,"2505 Lincolnton Hwy, Cherryville, NC 28021",Cherryville - 28021,NC,7/29/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
1156,"169 Norman Station Blvd, Mooresville, NC 28117",Mooresville - 28117,NC,8/5/24,NEW,11/22/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
2152,"141 Washington Ave Extension, Albany, NY 12205",Albany - 12205,NY,7/15/24,NEW,11/15/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
5422,"500 East Alice Street, Bainbridge, GA 39819",Bainbridge - 39819,GA,7/15/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
298,"1972 Hwy 431, Boaz, AL 35957",Boaz - 35957,AL,7/15/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
2911,"3018 East Avenue, Central Square, NY 13036",Central Square - 13036,NY,7/15/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
135,"1000 Graves St., Chillicothe, MO 64601",Chillicothe - 64601,MO,7/15/24,NEW,11/1/24,10/14/24,Initial Interview,#VALUE!,1/0/00,,
195,"2203 Patsy Lane, Excelsior Springs, MO 64024",Excelsior Springs - 64024,MO,7/15/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
1696,"3300 Highway 210 West, Fergus Falls, MN 56537",Fergus Falls - 56537,MN,7/15/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
39,"2500 South Main, Fort Scott, KS 66701",Fort Scott - 66701,KS,8/5/24,NEW,11/8/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
1273,"6310 S. Hwy 85-87, Fountain, CO 80817",Fountain,CO,8/19/24,NEW,11/22/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
1154,"1435 East Main St, Fredericksburg, TX 78624",Fredericksburg - 78624,TX,7/29/24,NEW,11/15/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
3245,"15594 State Highway 77, Hayward, WI 54843",Hayward - 54843,WI,7/29/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
1466,"2824 Appalachain Hwy, Jacksboro, TN 37757",Jacksboro - 37757,TN,7/15/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
2760,"4206 College Avenue, Jackson, AL 36545",Jackson - 36545,AL,7/15/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
5957,"5957 W. 44th Ave, Lakeside, CO 80212",Lakeside - 80212,CO,7/29/24,NEW,11/15/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
2964,"11 Jungle Rd, Leominster, MA 1453",Leominster - 01453,MA,7/29/24,NEW,11/8/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
5839,"3615 Crater Lake Hwy, Medford, OR 97504",Medford - 97504,OR,7/15/24,NEW,11/1/24,10/14/24,Initial Interview,#VALUE!,1/0/00,,
1428,"4730 Encore Blvd, Mount Pleasant, MI 48858",Mount Pleasant - 48858,MI,7/15/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
1851,"7900 West Mcnab Road, North Lauderdale, FL 33068",North Lauderdale - 33068,FL,8/12/24,NEW,11/15/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
1926,"341 Route 104 East, Oswego, NY 13126",Oswego - 13126,NY,7/15/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
2892,"11101 So. Parker Road, Parker, CO 80134",Parker,CO,7/29/24,NEW,11/15/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
205,"1002 Beacon Street, Philadelphia, MS 39350",Philadelphia - 39350,MS,7/29/24,NEW,11/15/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
2367,"1100 Hillside Avenue, Pine City, MN 55063",Pine City - 55063,MN,7/15/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
5847,"1950 Anderson Hwy, Powhatan, VA 23139",Powhatan - 23139,VA,7/29/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
4235,"2399 S State Road 46, Terre Haute, IN 47803",Terre Haute - 47803,IN,7/15/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
797,"324 West Agency Road, West Burlington, IA 52655",West Burlington - 52655,IA,7/15/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
1328,"700 Mikes' Pike Blvd, Winslow, AZ 86047",Winslow - 86047,AZ,7/15/24,NEW,11/1/24,10/14/24,Sourcing,#VALUE!,1/0/00,,
5802,"Plaza Canovanas 5802, Pr-3, Canovanas, PR 729",Canovanas,PR,7/15/24,NEW,11/30/24,10/21/24,Sourcing,#VALUE!,1/0/00,,
2772,"1675 North Howe Street, Southport, NC 28461",Southport - 28461,NC,9/2/24,NEW,12/6/24,10/28/24,Sourcing,#VALUE!,1/0/00,,
2946,"2500 W. Broward Boulevard, Fort Lauderdale, FL 33312",Fort Lauderdale - 33312,FL,9/9/24,NEW,12/13/24,11/4/24,Sourcing,#VALUE!,1/0/00,,
3474,"6225 East State Road 64, Bradenton, FL 34208",Bradenton - 34208,FL,9/16/24,NEW,12/20/24,11/11/24,Sourcing,#VALUE!,1/0/00,,
2697,"4893 Lone Tree Way, Antioch, CA 94531",Antioch,CA,10/14/24,NEW,1/31/25,12/16/24,Sourcing,#VALUE!,1/0/00,,
2,"161 N. WALMART DRIVE, Harrison, AR 72601",Harrison - 72601,AR,,2023,2023,2023,Hired,Linda M.,11/28/22,,
15,"1310 Preacher Rd/Hgwy 160, West Plains, MO 65775",West Plains - 65775,MO,,2023,2023,2023,Hired,Erin P.,3/4/24,,
16,"2214 Fayetteville Rd, Van Buren, AR 72956",Van Buren - 72956,AR,,2023,2023,2023,Hired,Martine H.,10/18/22,,
25,"4820 So. Clark St, Mexico, MO 65265",Mexico - 65265,MO,,2023,2023,2023,Hired,Felice F.,4/22/24,,
26,"5000 10TH AVE, Leavenworth, KS 66048",Leavenworth - 66048,KS,,2023,2023,2023,Hired,Jailene A.,7/22/24,,
29,"724 Stadium West Blvd, Jefferson City, MO 65109",Jefferson City - 65109,MO,,2023,2023,2023,Hired,Steven G.,9/27/23,,
30,"2025 Bus. Hwy 60 West, Dexter, MO 63841",Dexter - 63841,MO,,2023,2023,2023,Hired,Lauren B.,7/8/24,,
35,"101 East Bluemont Avenue, Manhattan, KS 66502",Manhattan - 66502,KS,,2023,2023,2023,Hired,Ebony W.,4/10/23,,
45,"1815 East Highland Drive, Jonesboro, AR 72401",Jonesboro - 72401,AR,,2023,2023,2023,Hired,Meghan B.,9/13/23,,
49,"1911 E.Jackson St., Hugo, OK 74743",Hugo - 74743,OK,,2023,2023,2023,Sourcing,#VALUE!,1/0/00,,
93,"201 LANNY BRIDGES AVE, Covington, TN 38019",Covington - 38019,TN,,2023,2023,2023,Hired,Jessica S.,9/5/23,,
94,"8445 Hwy 51 North, Millington, TN 38053",Millington - 38053,TN,,2023,2023,2023,Initial Interview,Jonathan C.,4/9/24,,
102,"406 E 22Nd Street, Stuttgart, AR 72160",Stuttgart - 72160,AR,,2023,2023,2023,Hired,Tiarra M.,8/14/23,,
122,"3051 East Jackson Blvd., Jackson, MO 63755",Jackson - 63755,MO,,2023,2023,2023,Hired,Michelle F.,8/7/23,,
129,"1715 North Commerce Street, Ardmore, OK 73401",Ardmore - 73401,OK,,2023,2023,2023,Hired,Melanie S.,8/14/23,,
139,"2015 North Green Avenue, Purcell, OK 73080",Purcell - 73080,OK,,2023,2023,2023,Hired,Kaylea E.,5/28/24,,
141,"8301 Rogers Avenue, Fort Smith, AR 72903",Fort Smith - 72903,AR,,2023,2023,2023,Hired,Sabine H.,7/15/24,,
