Store Nbr,Estimated Arrival
5466,August 16-21
5469,August 16-21
5470,August 16-21
5471,August 16-21
5476,August 16-21
5477,August 13-15
5479,August 13-15
5480,August 13-15
5481,August 13-15
5482,August 13-15
5483,August 16-21
5485,August 16-21
5486,August 16-21
5487,August 13-15
5488,August 13-15
5489,August 13-15
5491,August 13-15
5492,August 13-15
5494,August 13-15
5497,August 16-21
5498,August 16-21
5499,August 16-21
5612,August 16-21
5616,August 13-15
5617,August 16-21
5625,August 13-15
5626,August 13-15
5628,August 16-21
5632,August 16-21
5641,August 16-21
5644,August 16-21
5649,August 16-21
5667,August 13-15
5668,August 13-15
5669,August 13-15
5671,August 13-15
5672,August 16-21
5673,August 16-21
5676,August 13-15
5686,August 16-21
5701,August 16-21
5703,August 13-15
5705,August 13-15
5706,August 13-15
5707,August 16-21
5709,August 13-15
5713,August 13-15
5717,August 13-15
5727,August 13-15
5731,August 16-21
5732,August 16-21
5735,August 13-15
5743,August 13-15
5745,August 13-15
5747,August 13-15
5751,August 16-21
5752,August 16-21
5761,August 16-21
5763,August 13-15
5764,August 16-21
5766,August 16-21
5768,August 13-15
5777,August 16-21
5779,August 13-15
5786,August 13-15
5787,August 13-15
5795,August 16-21
5797,August 13-15
5799,August 13-15
5806,August 13-15
5807,August 16-21
5808,August 13-15
5809,August 13-15
5810,August 16-21
5812,August 13-15
5814,August 13-15
5823,August 16-21
5835,August 13-15
5839,August 16-21
5841,August 13-15
5842,August 16-21
5843,August 16-21
5844,August 16-21
5845,August 13-15
5847,August 13-15
5851,August 13-15
5853,August 16-21
5854,August 13-15
5857,August 16-21
5858,August 13-15
5859,August 16-21
5861,August 16-21
5864,August 16-21
5866,August 16-21
5867,August 16-21
5869,August 16-21
5871,August 13-15
5872,August 13-15
5879,August 13-15
5880,August 16-21
5881,August 16-21
5882,August 13-15
5883,August 16-21
5884,August 16-21
5886,August 16-21
5888,August 16-21
5889,August 16-21
5890,August 16-21
5891,August 16-21
5893,August 16-21
5894,August 13-15
5898,August 13-15
5911,August 13-15
5912,August 13-15
5922,August 13-15
5927,August 13-15
5929,August 16-21
5930,August 16-21
5932,August 13-15
5935,August 16-21
5944,August 16-21
5947,August 13-15
5956,August 16-21
5957,August 13-15
5959,August 16-21
5964,August 13-15
5965,August 16-21
5969,August 16-21
5976,August 13-15
5977,August 13-15
5987,August 16-21
5992,August 13-15
6190,August 13-15
6286,August 16-21
6300,August 16-21
6370,August 13-15
6392,August 16-21
6394,August 13-15
6395,August 13-15
6397,August 13-15
6467,August 16-21
6469,August 13-15
6476,August 16-21
6477,August 13-15
6480,August 13-15
6576,August 13-15
6579,August 16-21
6789,August 13-15
6807,August 13-15
6878,August 13-15
6879,August 13-15
6887,August 13-15
6898,August 13-15
6929,August 16-21
6931,August 16-21
6932,August 16-21
6951,August 16-21
6952,August 16-21
6958,August 13-15
6963,August 16-21
6964,August 13-15
6978,August 13-15
6998,August 13-15
7009,August 13-15
7020,August 13-15
7032,August 13-15
7087,August 16-21
7129,August 13-15
7156,August 16-21
7178,August 16-21
7179,August 13-15
7181,August 13-15
7185,August 13-15
7188,August 13-15
7194,August 13-15
7199,August 13-15
7238,August 13-15
7243,August 13-15
7245,August 13-15
7246,August 13-15
7249,August 16-21
7280,August 13-15
7281,August 13-15
7290,August 16-21
7294,August 16-21
7301,August 16-21
7324,August 13-15
7326,August 16-21
8331,August 16-21
8930,August 16-21
