Store Nbr,Store Name,Item Desc 1,Curr Str On Hand Qty
1469,CHATTANOOGA (CENTRAL) TN,GGS GENTLE 27 OZ,103 
1470,WILLMAR MN,GGS GENTLE 27 OZ,45 
1471,NEW LONDON WI,GGS GENTLE 27 OZ,0 
1472,HASTINGS MN,GGS GENTLE 27 OZ,60 
1473,MANKATO MN,GGS GENTLE 27 OZ,84 
1475,WASHINGTON IA,GGS GENTLE 27 OZ,1 
1477,SUMMERSVILLE WV,GGS GENTLE 27 OZ,66 
1478,"SOUTH POINT, OH",GGS GENTLE 27 OZ,14 
1479,VALPARAISO IN,GGS GENTLE 27 OZ,16 
1480,WINCHESTER IN,GGS GENTLE 27 OZ,1 
1481,"HOMEWOOD, AL",GGS GENTLE 27 OZ,14 
1482,TAMPA (W)FL,GGS GENTLE 27 OZ,44 
1486,FARMVILLE VA,GGS GENTLE 27 OZ,28 
1488,DOUGLASVILLE (SW) GA,GGS GENTLE 27 OZ,68 
1492,AURORA CO,GGS GENTLE 27 OZ,1 
1493,MONROEVILLE AL,GGS GENTLE 27 OZ,18 
1494,CORPUS CHRISTI TX,GGS GENTLE 27 OZ,19 
1495,"HUBER HEIGHTS, OH",GGS GENTLE 27 OZ,17 
1497,RICHTON PARK IL,GGS GENTLE 27 OZ,43 
1498,GREENSBORO NC,GGS GENTLE 27 OZ,24 
1499,LEWISBURG WV,GGS GENTLE 27 OZ,2 
1500,WATERTOWN SD,GGS GENTLE 27 OZ,4 
1502,ROANOKE RAPIDS NC,GGS GENTLE 27 OZ,95 
1503,CENTERVILLE/DAY(SE) OH,GGS GENTLE 27 OZ,104 
1504,DAYTON/MIAMISBURG OH,GGS GENTLE 27 OZ,36 
1505,PIKEVILLE KY,GGS GENTLE 27 OZ,48 
1507,"WICHITA (NE), KS",GGS GENTLE 27 OZ,1 
1510,FLORENCE KY,GGS GENTLE 27 OZ,12 
1511,MIRAMAR FL,GGS GENTLE 27 OZ,5 
1513,PALM HARBOR FL,GGS GENTLE 27 OZ,70 
1515,"GERMANTOWN, WI",GGS GENTLE 27 OZ,65 
1516,BORGER TX,GGS GENTLE 27 OZ,17 
1519,"JACKSON, OH",GGS GENTLE 27 OZ,1 
1520,ABERDEEN SD,GGS GENTLE 27 OZ,1 
1521,"CINCINNATI,OH",GGS GENTLE 27 OZ,5 
1524,"CHESTER, VA",GGS GENTLE 27 OZ,14 
1529,YORK PA,GGS GENTLE 27 OZ,5 
1530,CLEVELAND MS,GGS GENTLE 27 OZ,53 
1531,CARPENTERSVILLE IL,GGS GENTLE 27 OZ,29 
1533,PEORIA AZ,GGS GENTLE 27 OZ,5 
1534,BISMARCK ND,GGS GENTLE 27 OZ,1 
1535,SIOUX FALLS SD,GGS GENTLE 27 OZ,233 
1536,ST PETERSBURG FL,GGS GENTLE 27 OZ,24 
1538,BROOKINGS SD,GGS GENTLE 27 OZ,3 
1539,MANSFIELD OH,GGS GENTLE 27 OZ,0 
1540,SOUTH HAVEN MI,GGS GENTLE 27 OZ,1 
1541,ROYAL PALM BEACH FL,GGS GENTLE 27 OZ,18 
1544,CLARKSBURG WV,GGS GENTLE 27 OZ,77 
1545,"GRAND FORKS, ND",GGS GENTLE 27 OZ,88 
1546,IOWA FALLS IA,GGS GENTLE 27 OZ,73 
1547,LAFAYETTE IN,GGS GENTLE 27 OZ,6 
1549,PHOENIX (W) AZ,GGS GENTLE 27 OZ,60 
1550,GUNNISON CO,GGS GENTLE 27 OZ,58 
1551,FRANKLIN WI,GGS GENTLE 27 OZ,96 
1553,BLOOMINGDALE IL,GGS GENTLE 27 OZ,30 
1554,STOCKTON CA,GGS GENTLE 27 OZ,8 
1555,EL CENTRO CA,GGS GENTLE 27 OZ,124 
1556,ORLAND HILLS IL,GGS GENTLE 27 OZ,12 
1557,FISHERS IN,GGS GENTLE 27 OZ,55 
1559,LAS VEGAS (NE) NV,GGS GENTLE 27 OZ,84 
1560,LAS VEGAS (SE) NV,GGS GENTLE 27 OZ,4 
1562,COON RAPIDS MN,GGS GENTLE 27 OZ,79 
1563,LANCASTER CA,GGS GENTLE 27 OZ,56 
1564,NEW BOSTON OH,GGS GENTLE 27 OZ,35 
1566,GOSHEN IN,GGS GENTLE 27 OZ,12 
1567,DICKINSON ND,GGS GENTLE 27 OZ,2 
1568,HERMITAGE PA,GGS GENTLE 27 OZ,3 
1570,AUBURN IN,GGS GENTLE 27 OZ,144 
1572,VERNAL UT,GGS GENTLE 27 OZ,24 
1573,PRICE UT,GGS GENTLE 27 OZ,0 
1574,BAKERSFIELD (S) CA,GGS GENTLE 27 OZ,7 
1575,OROVILLE CA,GGS GENTLE 27 OZ,5 
1576,SCHERERVILLE IN,GGS GENTLE 27 OZ,24 
1577,BUFFALO MN,GGS GENTLE 27 OZ,79 
1578,ROSWELL GA,GGS GENTLE 27 OZ,1 
1579,OXFORD NC,GGS GENTLE 27 OZ,17 
1581,FARGO ND,GGS GENTLE 27 OZ,76 
1583,MADERA CA,GGS GENTLE 27 OZ,39 
1584,LAS VEGAS (SW) NV,GGS GENTLE 27 OZ,56 
1585,NORTH PLATTE NE,GGS GENTLE 27 OZ,(1)
1588,VICTORVILLE CA,GGS GENTLE 27 OZ,204 
1590,"HIALEAH, FL",GGS GENTLE 27 OZ,27 
1591,HARRISBURG (E) PA,GGS GENTLE 27 OZ,96 
1593,COLDWATER MI,GGS GENTLE 27 OZ,(1)
1594,HEATH OH,GGS GENTLE 27 OZ,48 
1595,"MARYSVILLE, OH",GGS GENTLE 27 OZ,60 
1598,PHOENIX AZ,GGS GENTLE 27 OZ,25 
1600,RIDGECREST CA,GGS GENTLE 27 OZ,40 
1603,CHESTER SC,GGS GENTLE 27 OZ,36 
1604,RAPID CITY SD,GGS GENTLE 27 OZ,3 
1605,PENSACOLA (W) FL,GGS GENTLE 27 OZ,15 
1606,CHATTANOOGA (N) TN,GGS GENTLE 27 OZ,74 
1607,LEWISTOWN PA,GGS GENTLE 27 OZ,125 
1611,FORT GRATIOT MI,GGS GENTLE 27 OZ,72 
1613,HIGH POINT NC,GGS GENTLE 27 OZ,72 
1614,DURHAM (N) NC,GGS GENTLE 27 OZ,3 
1616,SUSANVILLE CA,GGS GENTLE 27 OZ,59 
1617,CASPER WY,GGS GENTLE 27 OZ,11 
1618,MERRILLVILLE IN,GGS GENTLE 27 OZ,4 
1619,HENRIETTA NY,GGS GENTLE 27 OZ,27 
1620,"BREWTON, AL",GGS GENTLE 27 OZ,36 
1622,"TIFFIN, OH",GGS GENTLE 27 OZ,0 
1623,WILKES-BARRE PA,GGS GENTLE 27 OZ,68 
1624,BAKERSFIELD (NE) CA,GGS GENTLE 27 OZ,60 
1627,"DILWORTH, MN",GGS GENTLE 27 OZ,8 
1628,SANDUSKY OH,GGS GENTLE 27 OZ,72 
1630,YREKA CA,GGS GENTLE 27 OZ,77 
1631,"HAMPTON, VA",GGS GENTLE 27 OZ,27 
1633,ST CLOUD MN,GGS GENTLE 27 OZ,41 
1635,WAUKESHA WI,GGS GENTLE 27 OZ,68 
1636,MINOT ND,GGS GENTLE 27 OZ,74 
1638,EUFAULA AL,GGS GENTLE 27 OZ,34 
1640,STATE COLLEGE PA,GGS GENTLE 27 OZ,31 
1641,WILLIAMSTON NC,GGS GENTLE 27 OZ,33 
1642,CHARLOTTE MI,GGS GENTLE 27 OZ,3 
1643,FOND DU LAC WI,GGS GENTLE 27 OZ,67 
1644,LEWISBURG PA,GGS GENTLE 27 OZ,76 
1645,HANFORD CA,GGS GENTLE 27 OZ,43 
1646,MESA (SUPERSTITION) AZ,GGS GENTLE 27 OZ,1 
1650,SAUKVILLE WI,GGS GENTLE 27 OZ,72 
1651,"AMERICAN CANYON, CA",GGS GENTLE 27 OZ,84 
1652,"DUBLIN, VA",GGS GENTLE 27 OZ,74 
1653,WESTON WV,GGS GENTLE 27 OZ,13 
1655,CRAWFORDSVILLE IN,GGS GENTLE 27 OZ,3 
1656,MEADVILLE PA,GGS GENTLE 27 OZ,6 
1657,FARIBAULT MN,GGS GENTLE 27 OZ,90 
1658,THOMSON GA,GGS GENTLE 27 OZ,53 
1659,BRIGHTON CO,GGS GENTLE 27 OZ,23 
1660,PALMDALE CA,GGS GENTLE 27 OZ,116 
1662,STATESVILLE NC,GGS GENTLE 27 OZ,15 
1663,"WAYNESVILLE, NC",GGS GENTLE 27 OZ,108 
1664,WILSON NC,GGS GENTLE 27 OZ,43 
1665,MUNCIE IN,GGS GENTLE 27 OZ,48 
1668,GURNEE IL,GGS GENTLE 27 OZ,(1)
1669,"EAU CLAIRE, WI",GGS GENTLE 27 OZ,196 
1670,WYOMISSING (READING) PA,GGS GENTLE 27 OZ,87 
1672,ASHLAND WI,GGS GENTLE 27 OZ,48 
1674,HAGERSTOWN MD,GGS GENTLE 27 OZ,33 
1675,LEBANON KY,GGS GENTLE 27 OZ,46 
1679,ONALASKA WI,GGS GENTLE 27 OZ,2 
1680,KENDALL FL,GGS GENTLE 27 OZ,21 
1681,MOUNT PROSPECT IL,GGS GENTLE 27 OZ,19 
1682,CHESAPEAKE VA,GGS GENTLE 27 OZ,42 
1684,EVERETT PA,GGS GENTLE 27 OZ,49 
1685,PIERRE SD,GGS GENTLE 27 OZ,23 
1686,"TAYLORSVILLE, UT",GGS GENTLE 27 OZ,2 
1687,SUFFOLK VA,GGS GENTLE 27 OZ,1 
1689,AURORA (S) CO,GGS GENTLE 27 OZ,1 
1690,DECATUR IL,GGS GENTLE 27 OZ,14 
1692,COLTON CA,GGS GENTLE 27 OZ,74 
1693,REDLANDS CA,GGS GENTLE 27 OZ,1 
1694,MARION NC,GGS GENTLE 27 OZ,0 
1696,FERGUS FALLS MN,GGS GENTLE 27 OZ,60 
1697,ELK GROVE CA,GGS GENTLE 27 OZ,43 
1698,HOOKSETT NH,GGS GENTLE 27 OZ,3 
1699,LAYTON UT,GGS GENTLE 27 OZ,28 
1700,POWAY CA,GGS GENTLE 27 OZ,31 
1701,ELBERTON GA,GGS GENTLE 27 OZ,15 
1702,MELBOURNE (N) FL,GGS GENTLE 27 OZ,34 
1703,MARTINSBURG WV,GGS GENTLE 27 OZ,26 
1707,"EAST LIVERPOOL, OH",GGS GENTLE 27 OZ,48 
1708,RIVERDALE UT,GGS GENTLE 27 OZ,1 
1709,ANGOLA IN,GGS GENTLE 27 OZ,123 
1711,IRONDALE AL,GGS GENTLE 27 OZ,42 
1712,LARGO FL,GGS GENTLE 27 OZ,90 
1714,FAIRMONT WV,GGS GENTLE 27 OZ,24 
1715,EASTON MD,GGS GENTLE 27 OZ,1 
1716,PRINCE FREDERICK MD,GGS GENTLE 27 OZ,51 
1719,BIG RAPIDS MI,GGS GENTLE 27 OZ,101 
1720,SNELLVILLE GA,GGS GENTLE 27 OZ,42 
1723,"DES MOINES, IA",GGS GENTLE 27 OZ,1 
1724,MILLERSBURG OH,GGS GENTLE 27 OZ,24 
1726,HARRISONBURG VA,GGS GENTLE 27 OZ,5 
1727,BERLIN WI,GGS GENTLE 27 OZ,60 
1732,DENISON IA,GGS GENTLE 27 OZ,56 
1736,DOVER DE,GGS GENTLE 27 OZ,74 
1737,VILLA PARK IL,GGS GENTLE 27 OZ,16 
1738,HUTCHINSON MN,GGS GENTLE 27 OZ,43 
1739,WASHINGTON PA,GGS GENTLE 27 OZ,26 
1740,FREEPORT IL,GGS GENTLE 27 OZ,52 
1741,MILFORD DE,GGS GENTLE 27 OZ,94 
1742,"TURNERSVILLE, NJ",GGS GENTLE 27 OZ,79 
1743,HARLAN KY,GGS GENTLE 27 OZ,4 
1746,TEMPE AZ,GGS GENTLE 27 OZ,10 
1747,PERRIS CA,GGS GENTLE 27 OZ,96 
1748,"CHARLESTON (WEST), SC",GGS GENTLE 27 OZ,6 
1750,MARION OH,GGS GENTLE 27 OZ,1 
1751,RALEIGH (NW),GGS GENTLE 27 OZ,13 
1752,BAY CITY MI,GGS GENTLE 27 OZ,71 
1753,DERRY NH,GGS GENTLE 27 OZ,17 
1754,HOWELL MI,GGS GENTLE 27 OZ,103 
1756,FONTANA CA,GGS GENTLE 27 OZ,4 
1757,HERMANTOWN MN,GGS GENTLE 27 OZ,31 
1760,FOLSOM CA,GGS GENTLE 27 OZ,12 
1762,SEABROOK NH,GGS GENTLE 27 OZ,23 
1763,BLUEFIELD VA,GGS GENTLE 27 OZ,18 
1765,SOMERSET PA,GGS GENTLE 27 OZ,3 
1766,MARIETTA GA,GGS GENTLE 27 OZ,68 
1767,SHALLOTTE NC,GGS GENTLE 27 OZ,1 
1768,OREM UT,GGS GENTLE 27 OZ,1 
1769,DU BOIS PA,GGS GENTLE 27 OZ,51 
1770,"EVANS CTY(CRANBERRY), PA",GGS GENTLE 27 OZ,84 
1771,STURGIS MI,GGS GENTLE 27 OZ,95 
1772,KLAMATH FALLS OR,GGS GENTLE 27 OZ,24 
1773,"NEWPORT NEWS, VA",GGS GENTLE 27 OZ,23 
1774,SANFORD NC,GGS GENTLE 27 OZ,16 
1775,"LEBANON, OR",GGS GENTLE 27 OZ,12 
1776,WATERTOWN WI,GGS GENTLE 27 OZ,1 
1777,READING PA,GGS GENTLE 27 OZ,60 
1778,CODY WY,GGS GENTLE 27 OZ,16 
1780,CHARLOTTESVILLE VA,GGS GENTLE 27 OZ,16 
1782,VIENNA WV,GGS GENTLE 27 OZ,46 
1784,SALEM OR,GGS GENTLE 27 OZ,72 
1786,EAGAN MN,GGS GENTLE 27 OZ,3 
1788,"SCARBOROUGH, ME",GGS GENTLE 27 OZ,29 
1789,LODI CA,GGS GENTLE 27 OZ,56 
1791,FREMONT MI,GGS GENTLE 27 OZ,21 
1793,WOODBURN OR,GGS GENTLE 27 OZ,1 
1795,PISGAH FOREST NC,GGS GENTLE 27 OZ,5 
1796,AMHERST NH,GGS GENTLE 27 OZ,5 
1797,THOMASTON ME,GGS GENTLE 27 OZ,24 
1799,PORTAGE WI,GGS GENTLE 27 OZ,72 
1800,GARLAND TX,GGS GENTLE 27 OZ,33 
1803,SAN ANTONIO NACOGDOCHES &,GGS GENTLE 27 OZ,1 
1804,FORT WAYNE IN,GGS GENTLE 27 OZ,43 
1805,LAQUINTA CA,GGS GENTLE 27 OZ,94 
1807,WEST BERLIN NJ,GGS GENTLE 27 OZ,72 
1808,STEAMBOAT SPRINGS CO,GGS GENTLE 27 OZ,52 
1809,JONESVILLE MI,GGS GENTLE 27 OZ,6 
1810,FISHKILL NY,GGS GENTLE 27 OZ,22 
1811,NORFOLK VA,GGS GENTLE 27 OZ,6 
1812,WOOSTER OH,GGS GENTLE 27 OZ,0 
1813,"VILLAGE OF NEWARK, NY",GGS GENTLE 27 OZ,36 
1814,ELGIN IL,GGS GENTLE 27 OZ,4 
1815,FRESNO CA,GGS GENTLE 27 OZ,8 
1816,KNIGHTDALE NC,GGS GENTLE 27 OZ,2 
1817,HERMISTON OR,GGS GENTLE 27 OZ,47 
1820,KITTANNING PA,GGS GENTLE 27 OZ,7 
1821,CHARLOTTE NC,GGS GENTLE 27 OZ,22 
1822,FAJARDO PR,GGS GENTLE 27 OZ,48 
1823,HANOVER PA,GGS GENTLE 27 OZ,67 
1825,MANASSAS VA,GGS GENTLE 27 OZ,32 
1826,VISALIA CA,GGS GENTLE 27 OZ,22 
1827,PARK CITY UT,GGS GENTLE 27 OZ,8 
1828,"PLOVER, WI",GGS GENTLE 27 OZ,2 
1829,MARION SC,GGS GENTLE 27 OZ,17 
1831,LIVERPOOL NY,GGS GENTLE 27 OZ,0 
1832,"CATHEDRAL CITY, CA",GGS GENTLE 27 OZ,6 
1834,GRANTS PASS OR,GGS GENTLE 27 OZ,24 
1835,"VESTAL, NY",GGS GENTLE 27 OZ,28 
1836,ADRIAN MI,GGS GENTLE 27 OZ,3 
1838,LAS VEGAS NV,GGS GENTLE 27 OZ,(9)
1839,LORAIN OH,GGS GENTLE 27 OZ,2 
1840,MANTECA CA,GGS GENTLE 27 OZ,42 
1842,GREENSBORO NC,GGS GENTLE 27 OZ,7 
1843,"MCMINNVILLE, OR",GGS GENTLE 27 OZ,48 
1844,TOMS RIVER NJ,GGS GENTLE 27 OZ,38 
1845,"COOPER CITY (DAVIE), FL",GGS GENTLE 27 OZ,1 
1846,DOUGLAS AZ,GGS GENTLE 27 OZ,48 
1848,"GLEN ELLYN, IL",GGS GENTLE 27 OZ,43 
1849,WINSTON-SALEM NC,GGS GENTLE 27 OZ,50 
1852,"WOODBRIDGE, VA",GGS GENTLE 27 OZ,48 
1853,HEMET CA,GGS GENTLE 27 OZ,44 
1854,"HATILLO, PR",GGS GENTLE 27 OZ,36 
1855,"EDEN PRAIRIE, MN",GGS GENTLE 27 OZ,79 
1857,MENTOR (CLEVELAND) OH,GGS GENTLE 27 OZ,12 
1858,"MONTEVIDEO, MN",GGS GENTLE 27 OZ,59 
1859,"CALEXICO, CA",GGS GENTLE 27 OZ,48 
1860,"ELKTON, MD",GGS GENTLE 27 OZ,96 
1861,"OAK PARK HEIGHTS, MN",GGS GENTLE 27 OZ,90 
1862,"RIALTO, CA",GGS GENTLE 27 OZ,19 
1863,"EASTLAKE, OH",GGS GENTLE 27 OZ,9 
1864,"BROOKLYN PARK, MN",GGS GENTLE 27 OZ,10 
1867,"WESTMINSTER, MD",GGS GENTLE 27 OZ,45 
1869,"MARLTON, NJ",GGS GENTLE 27 OZ,66 
1870,PULLMAN WA,GGS GENTLE 27 OZ,66 
1872,"HELENA, MT",GGS GENTLE 27 OZ,44 
1873,"PROVIDENCE/CRANSTON, RI",GGS GENTLE 27 OZ,5 
1874,"ENGLEWOOD, FL",GGS GENTLE 27 OZ,241 
1875,"GLEN BURNIE, MD",GGS GENTLE 27 OZ,48 
1876,"HOOD RIVER, OR",GGS GENTLE 27 OZ,78 
1878,"REXBURG, ID",GGS GENTLE 27 OZ,5 
1879,"BARSTOW, CA",GGS GENTLE 27 OZ,60 
1881,SACRAMENTO (NW) CA,GGS GENTLE 27 OZ,65 
1882,"SELMA, CA",GGS GENTLE 27 OZ,48 
1883,"MONACA, PA",GGS GENTLE 27 OZ,143 
1885,"BUTLER, PA",GGS GENTLE 27 OZ,10 
1886,"MECHANICSBURG, PA",GGS GENTLE 27 OZ,59 
1887,"MONTOURSVILLE, PA",GGS GENTLE 27 OZ,25 
1889,"ISLAND CITY, OR",GGS GENTLE 27 OZ,4 
1890,"SALISBURY, MD",GGS GENTLE 27 OZ,78 
1891,"MANCHESTER, CT",GGS GENTLE 27 OZ,0 
1892,"HODGKINS,IL",GGS GENTLE 27 OZ,31 
1893,"BOWIE, MD",GGS GENTLE 27 OZ,39 
1894,"MEDINA, OH",GGS GENTLE 27 OZ,2 
1895,"FAIRLAWN, OH",GGS GENTLE 27 OZ,48 
1897,"ELK GROVE VILLAGE, IL",GGS GENTLE 27 OZ,9 
1898,"ST CHARLES, IL",GGS GENTLE 27 OZ,12 
1899,"RIVERSIDE (E), CA",GGS GENTLE 27 OZ,124 
1902,"AMMON, ID",GGS GENTLE 27 OZ,10 
1903,"YUBA CITY, CA",GGS GENTLE 27 OZ,56 
1904,"LEESBURG, VA",GGS GENTLE 27 OZ,31 
1905,"BLACKFOOT, ID",GGS GENTLE 27 OZ,38 
1906,FAIRHAVEN MA,GGS GENTLE 27 OZ,37 
1908,"GREENBAY (E), WI",GGS GENTLE 27 OZ,72 
1909,"NIAGARA FALLS, NY",GGS GENTLE 27 OZ,4 
1910,"CRESCENT CITY, CA",GGS GENTLE 27 OZ,6 
1911,"AKRON (S), OH",GGS GENTLE 27 OZ,39 
1912,"CORONA, CA",GGS GENTLE 27 OZ,113 
1913,"BOWLING GREEN, OH",GGS GENTLE 27 OZ,5 
1914,"SAN BERNARDINO, CA",GGS GENTLE 27 OZ,4 
1915,"YUCCA VALLEY, CA",GGS GENTLE 27 OZ,132 
1916,"COCONUT CREEK, FL",GGS GENTLE 27 OZ,1 
1917,"SANTEE, CA",GGS GENTLE 27 OZ,60 
1921,"MANAHAWKIN, NJ",GGS GENTLE 27 OZ,53 
1922,"RANCHO CUCAMONGA, CA",GGS GENTLE 27 OZ,3 
1923,"COMSTOCK PARK, MI",GGS GENTLE 27 OZ,1 
1924,"PRESQUE ISLE, ME",GGS GENTLE 27 OZ,2 
1928,"FLINT, MI",GGS GENTLE 27 OZ,128 
1930,"PLAISTOW, NH",GGS GENTLE 27 OZ,1 
1931,"RHINELANDER, WI",GGS GENTLE 27 OZ,5 
1932,"ELLSWORTH, ME",GGS GENTLE 27 OZ,27 
1933,"NORTHLAKE, IL",GGS GENTLE 27 OZ,56 
1934,"SOUTH HILL, VA",GGS GENTLE 27 OZ,4 
1935,"JOHNSTOWN, PA",GGS GENTLE 27 OZ,93 
1937,"COSHOCTON, OH",GGS GENTLE 27 OZ,50 
1938,"BEDFORD PARK, IL",GGS GENTLE 27 OZ,26 
1939,"BRUNSWICK, ME",GGS GENTLE 27 OZ,27 
1940,"EAST GREENBUSH, NY",GGS GENTLE 27 OZ,18 
1941,"GLENDORA, CA",GGS GENTLE 27 OZ,1 
1943,"LINCOLN (N), NE",GGS GENTLE 27 OZ,25 
1945,"MANSFIELD, PA",GGS GENTLE 27 OZ,22 
1947,"OMAK, WA",GGS GENTLE 27 OZ,82 
1948,"WEIRTON, WV",GGS GENTLE 27 OZ,80 
1949,"FREDONIA, NY",GGS GENTLE 27 OZ,78 
1951,"ONTARIO, OR",GGS GENTLE 27 OZ,7 
1952,"FRIDLEY, MN",GGS GENTLE 27 OZ,1 
1953,"LOUISBURG, NC",GGS GENTLE 27 OZ,30 
1957,"NAPLES (NORTH), FL",GGS GENTLE 27 OZ,35 
1958,"RIO GRANDE CITY, TX",GGS GENTLE 27 OZ,59 
1960,"TAMPA, FL (S)",GGS GENTLE 27 OZ,56 
1961,"ALEXANDRIA, KY",GGS GENTLE 27 OZ,42 
1963,"TURLOCK, CA",GGS GENTLE 27 OZ,17 
1965,"COUNCIL BLUFFS, IA",GGS GENTLE 27 OZ,31 
1967,"SPRINGFIELD, MA",GGS GENTLE 27 OZ,37 
1968,"ABERDEEN, MD",GGS GENTLE 27 OZ,5 
1969,"MIDLOTHIAN, VA",GGS GENTLE 27 OZ,5 
1970,"HUDSON, MA",GGS GENTLE 27 OZ,33 
1971,"ROCHESTER, MN",GGS GENTLE 27 OZ,84 
1973,"JAMESTOWN (LAKEWOOD), NY",GGS GENTLE 27 OZ,74 
1975,"CLAREMONT, NH",GGS GENTLE 27 OZ,15 
1976,"BIG FLATS (ELMIRA), NY",GGS GENTLE 27 OZ,1 
1977,"BRICK (OCEAN), NJ",GGS GENTLE 27 OZ,8 
1979,"CLEARLAKE, CA",GGS GENTLE 27 OZ,24 
1980,"PUTNAM, CT",GGS GENTLE 27 OZ,4 
1981,"CALIFORNIA, MD",GGS GENTLE 27 OZ,31 
1982,"APPLETON, WI",GGS GENTLE 27 OZ,0 
1983,"CERES (MODESTO SE), CA",GGS GENTLE 27 OZ,4 
1985,"LAUREL, MD",GGS GENTLE 27 OZ,19 
1986,"NORWALK, OH",GGS GENTLE 27 OZ,38 
1988,"ROSEVILLE, CA",GGS GENTLE 27 OZ,12 
1989,"LOMPOC, CA",GGS GENTLE 27 OZ,84 
1990,"DELAWARE, OH",GGS GENTLE 27 OZ,49 
1992,"UPLAND, CA",GGS GENTLE 27 OZ,80 
1994,"PLATTSBURGH, NY",GGS GENTLE 27 OZ,1 
1998,CHICAGO SKOKIE TOUHY & ST,GGS GENTLE 27 OZ,73 
2000,"KITTY HAWK, NC",GGS GENTLE 27 OZ,20 
2001,"FRESNO, CA (SE)",GGS GENTLE 27 OZ,37 
2002,"GILROY, CA",GGS GENTLE 27 OZ,56 
2003,"NORTH BRUNSWICK, NJ",GGS GENTLE 27 OZ,47 
2004,"DUBUQUE, IA",GGS GENTLE 27 OZ,0 
2005,"KANNAPOLIS, NC",GGS GENTLE 27 OZ,12 
2006,"CLARKSTON,WA",GGS GENTLE 27 OZ,61 
2008,"GROVE CITY, PA",GGS GENTLE 27 OZ,0 
2009,ABINGDON (BEL AIR) MD,GGS GENTLE 27 OZ,(1)
2013,"WATERVILLE, ME",GGS GENTLE 27 OZ,2 
2019,"UNIONTOWN, PA",GGS GENTLE 27 OZ,113 
2021,"RAYNHAM, MA",GGS GENTLE 27 OZ,60 
2023,"LEBANON, PA",GGS GENTLE 27 OZ,63 
2025,"TRACY, CA",GGS GENTLE 27 OZ,24 
2026,PONCE-PR,GGS GENTLE 27 OZ,70 
2028,"RIVERSIDE (S), CA",GGS GENTLE 27 OZ,123 
2030,"SONORA, CA",GGS GENTLE 27 OZ,2 
2032,"OXNARD, CA",GGS GENTLE 27 OZ,60 
2033,MANDAN BISMARCK ND,GGS GENTLE 27 OZ,48 
2035,"GREENVILLE, OH",GGS GENTLE 27 OZ,9 
2036,"SO CHARLESTON, WV",GGS GENTLE 27 OZ,56 
2038,"STERLIING PARK, VA",GGS GENTLE 27 OZ,21 
2039,"MERCED, CA",GGS GENTLE 27 OZ,32 
2040,"BURLINGTON, NJ",GGS GENTLE 27 OZ,63 
2044,"CHICO, CA",GGS GENTLE 27 OZ,61 
2047,"PALMYRA, ME",GGS GENTLE 27 OZ,34 
2048,"FAIRFIELD, CA",GGS GENTLE 27 OZ,5 
2050,"HENDERSON, NV",GGS GENTLE 27 OZ,6 
2051,"KINGMAN, AZ",GGS GENTLE 27 OZ,25 
2052,"UKIAH, CA",GGS GENTLE 27 OZ,7 
2053,"WILLOWS, CA",GGS GENTLE 27 OZ,2 
2054,MARTELL (JACKSON) CA,GGS GENTLE 27 OZ,53 
2055,"CONCORD, NH",GGS GENTLE 27 OZ,(1)
2056,"SARATOGA SPRINGS, NY",GGS GENTLE 27 OZ,1 
2057,"RINDGE, NH",GGS GENTLE 27 OZ,8 
2058,"RALEIGH, NC",GGS GENTLE 27 OZ,1 
2059,"GREENSBURG, PA",GGS GENTLE 27 OZ,123 
2062,"BENTON HARBOR, MI",GGS GENTLE 27 OZ,106 
2063,"AUSTINTOWN, OH",GGS GENTLE 27 OZ,58 
2064,"MILFORD, PA",GGS GENTLE 27 OZ,35 
2065,"KNOXVILLE (W), TN",GGS GENTLE 27 OZ,0 
2066,"HOUSTON, TX",GGS GENTLE 27 OZ,14 
2067,"MAYAGUEZ, PR",GGS GENTLE 27 OZ,32 
2068,"FAIRLESS HILLS, PA",GGS GENTLE 27 OZ,66 
2069,"SOUTH MEDFORD, OR",GGS GENTLE 27 OZ,24 
2071,"ANCHORAGE, AK(S)",GGS GENTLE 27 OZ,22 
2072,"GUAYAMA, PR",GGS GENTLE 27 OZ,27 
2073,"BROOKLYN, OH",GGS GENTLE 27 OZ,7 
2074,"WASILLA, AK",GGS GENTLE 27 OZ,3 
2077,"LAKE ELSINORE, CA",GGS GENTLE 27 OZ,96 
2078,"MARIETTA, OH",GGS GENTLE 27 OZ,44 
2080,"BATTLE CREEK, MI",GGS GENTLE 27 OZ,111 
2081,"CLEARWATER, FL",GGS GENTLE 27 OZ,29 
2082,"CERRITOS, CA",GGS GENTLE 27 OZ,50 
2085,"ISABELA, PR",GGS GENTLE 27 OZ,37 
2086,"PLANO, TX",GGS GENTLE 27 OZ,1 
2087,"VADNAIS HTS, MN",GGS GENTLE 27 OZ,3 
2088,"BATAVIA,  NY",GGS GENTLE 27 OZ,1 
2089,"BRISTOL, VA",GGS GENTLE 27 OZ,65 
2090,"FRANKLIN, NJ",GGS GENTLE 27 OZ,45 
2093,"UTICA, NY",GGS GENTLE 27 OZ,12 
2095,"WAREHAM, MA",GGS GENTLE 27 OZ,16 
2096,"WARMINSTER, PA",GGS GENTLE 27 OZ,60 
2099,"PASO ROBLES, CA EF",GGS GENTLE 27 OZ,23 
2101,"KENNEWICK, WA",GGS GENTLE 27 OZ,1 
