0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Store,Tracking Number,Ship date ,Status ,Delivered date,Service type ,Reference ,Purchase order number ,Shipper company ,Recipient contact name ,Recipient city ,Recipient address ,Recipient state ,Recipient postal ,Received by ,Dimensional Wt (Lbs) ,Scheduled delivery date ,Status with details ,Pkg Dimensions (in) 
5090,6.44E+11,10/11/2023,Delivered,10/12/2023,FedEx Ground,D9354,5090,SPARTAN GRAPHICS,STORE MANAGER,DE PERE,1415 LAWRENCE DR,WI,54115,DAVID,,,"Delivered: 10/12/2023 12:01 pm Signed for by:DAVID; De Pere, WI",11x9x6
5740,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,5740,SPARTAN GRAPHICS,STORE MANAGER,MOBILE,2570 GOVERNMENT BLVD,AL,36606,FMITCHELL,,,"Delivered: 10/13/2023 11:31 am Signed for by:FMITCHELL; Mobile, AL",12x9x6
5744,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,5744,SPARTAN GRAPHICS,STORE MANAGER,THEODORE,7320 THEODORE DAWES RD,AL,36582,XSHAUNA,,,"Delivered: 10/13/2023 9:52 am Signed for by:XSHAUNA; Theodore, AL",11x10x6
5769,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,5769,SPARTAN GRAPHICS,STORE MANAGER,DOTHAN,3871 W MAIN ST,AL,36305,HLILLY,,,"Delivered: 10/13/2023 3:44 pm Signed for by:HLILLY; Dothan, AL",11x9x6
5816,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,5816,SPARTAN GRAPHICS,STORE MANAGER,JACKSONVILLE,1650 SAN PABLO RD S,FL,32224,WWEARY,,,"Delivered: 10/13/2023 1:54 pm Signed for by:WWEARY; Jacksonville, FL",12x9x6
5817,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,5817,SPARTAN GRAPHICS,STORE MANAGER,JACKSONVILLE,8011 MERRILL RD,FL,32277,JHOLTHOUSE,,,"Delivered: 10/13/2023 11:51 am Signed for by:JHOLTHOUSE; Jacksonville, FL",11x9x6
5818,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,5818,SPARTAN GRAPHICS,STORE MANAGER,JACKSONVILLE,10550 OLD ST AUGUSTINE RD,FL,32257,DDENISE,,,"Delivered: 10/13/2023 1:01 pm Signed for by:DDENISE; Jacksonville, FL",11x9x6
5819,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,5819,SPARTAN GRAPHICS,STORE MANAGER,FRUIT COVE,445 STATE ROAD 13,FL,32259,MTORRES,,,"Delivered: 10/13/2023 12:23 pm Signed for by:MTORRES; Saint Johns, FL",11x9x6
5820,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,5820,SPARTAN GRAPHICS,STORE MANAGER,MIDDLEBURG,2570 COUNTY ROAD 220,FL,32068,BBRGANT,,,"Delivered: 10/13/2023 2:57 pm Signed for by:BBRGANT; Middleburg, FL",11x9x6
5845,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,5845,SPARTAN GRAPHICS,STORE MANAGER,NICEVILLE,1300 JOHN SIMS PKWY E,FL,32578,JDORSEY,,,"Delivered: 10/13/2023 9:47 am Signed for by:JDORSEY; Niceville, FL",12x9x6
5872,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,5872,SPARTAN GRAPHICS,STORE MANAGER,SANTA ROSA BEACH,6712 US HIGHWAY 98  W,FL,32459,RBELL,,,"Delivered: 10/13/2023 10:14 am Signed for by:RBELL; Santa Rosa Beach, FL",11x9x6
6173,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,6173,SPARTAN GRAPHICS,STORE MANAGER,ROBERTSDALE,21141 STATE HWY 59,AL,36567,MKATHLEEN,,,"Delivered: 10/13/2023 9:45 am Signed for by:MKATHLEEN; Robertsdale, AL",12x9x6
6395,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,6395,SPARTAN GRAPHICS,STORE MANAGER,BLUFFTON,4 BLUFFTON RD,SC,29910,WMART,,,"Delivered: 10/13/2023 12:05 pm Signed for by:WMART; Bluffton, SC",11x9x6
6978,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,6978,SPARTAN GRAPHICS,STORE MANAGER,JACKSONVILLE,7075 COLLINS RD,FL,32244,MMARION,,,"Delivered: 10/13/2023 12:24 pm Signed for by:MMARION; Jacksonville, FL",11x9x6
7181,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,7181,SPARTAN GRAPHICS,STORE MANAGER,BEAUFORT,265 SEA ISLAND PKWY,SC,29907,AJONES,,,"Delivered: 10/13/2023 2:06 pm Signed for by:AJONES; Beaufort, SC",11x9x6
425,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,425,SPARTAN GRAPHICS,STORE MANAGER,BRENT,10675 HWY 5,AL,35034,AALEXANDER,,,"Delivered: 10/13/2023 11:50 am Signed for by:AALEXANDER; Brent, AL",11x9x6
468,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,468,SPARTAN GRAPHICS,STORE MANAGER,TEXARKANA,133 ARKANSAS BLVD,AR,71854,GGREG,,,"Delivered: 10/13/2023 9:57 am Signed for by:GGREG; Texarkana, AR",11x9x6
488,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,488,SPARTAN GRAPHICS,STORE MANAGER,QUINCY,1940 PAT THOMAS PKWY,FL,32351,DLONG,,,"Delivered: 10/13/2023 10:55 am Signed for by:DLONG; Quincy, FL",11x9x6
556,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,556,SPARTAN GRAPHICS,STORE MANAGER,WAYCROSS,2425 MEMORIAL DR,GA,31503,DSWEAT,,,"Delivered: 10/13/2023 11:07 am Signed for by:DSWEAT; Waycross, GA",11x9x6
579,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,579,SPARTAN GRAPHICS,STORE MANAGER,SAINT AUGUSTINE,2355 US HIGHWAY 1  S,FL,32086,PMACKEY,,,"Delivered: 10/13/2023 1:46 pm Signed for by:PMACKEY; Saint Augustine, FL",11x9x6
593,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,593,SPARTAN GRAPHICS,STORE MANAGER,DOUGLAS,1450 BOWENS MILL RD SE,GA,31533,JBURGER,,,"Delivered: 10/13/2023 9:44 am Signed for by:JBURGER; Douglas, GA",11x9x6
604,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,604,SPARTAN GRAPHICS,STORE MANAGER,DOTHAN,4310 MONTGOMERY HWY,AL,36303,PREYNOLDS,,,"Delivered: 10/13/2023 11:05 am Signed for by:PREYNOLDS; Dothan, AL",11x9x6
605,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,605,SPARTAN GRAPHICS,STORE MANAGER,SAVANNAH,1955 E MONTGOMERY XRD,GA,31406,AWASHINGTON,,,"Delivered: 10/13/2023 10:59 am Signed for by:AWASHINGTON; Savannah, GA",11x9x5
606,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,606,SPARTAN GRAPHICS,STORE MANAGER,SAVANNAH,4725 US HIGHWAY 80  E,GA,31410,SHUDGINS,,,"Delivered: 10/13/2023 9:58 am Signed for by:SHUDGINS; Savannah, GA",11x9x5
635,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,635,SPARTAN GRAPHICS,STORE MANAGER,SAVANNAH,6000 OGEECHEE RD,GA,31419,AGREEN,,,"Delivered: 10/13/2023 9:53 am Signed for by:AGREEN; Savannah, GA",11x9x5
639,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,639,SPARTAN GRAPHICS,STORE MANAGER,BRUNSWICK,150 ALTAMA CONNECTOR,GA,31525,EHUDSON,,,"Delivered: 10/13/2023 10:43 am Signed for by:EHUDSON; Brunswick, GA",12x9x6
715,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,715,SPARTAN GRAPHICS,STORE MANAGER,TUSCALOOSA,1501 SKYLAND BLVD E,AL,35405,RRK,,,"Delivered: 10/13/2023 8:57 am Signed for by:RRK; Tuscaloosa, AL",11x9x6
728,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,728,SPARTAN GRAPHICS,STORE MANAGER,HILTON HEAD ISLAND,25 PEMBROKE DR,SC,29926,SSOPHIA,,,"Delivered: 10/13/2023 10:59 am Signed for by:SSOPHIA; Hilton Head Island, SC",11x9x6
731,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,731,SPARTAN GRAPHICS,STORE MANAGER,DEMOPOLIS,969 US HIGHWAY 80  W,AL,36732,RHACKWORK,,,"Delivered: 10/13/2023 11:34 am Signed for by:RHACKWORK; Demopolis, AL",11x9x6
734,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,734,SPARTAN GRAPHICS,STORE MANAGER,ENTERPRISE,600 BOLL WEEVIL CIR,AL,36330,TPATRICK,,,"Delivered: 10/13/2023 9:55 am Signed for by:TPATRICK; Enterprise, AL",11x9x6
740,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,740,SPARTAN GRAPHICS,STORE MANAGER,OZARK,1537 S US HIGHWAY 231,AL,36360,JDAWKINS,,,"Delivered: 10/13/2023 9:50 am Signed for by:JDAWKINS; Ozark, AL",11x9x6
767,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,767,SPARTAN GRAPHICS,STORE MANAGER,LAKE CITY,2767 W US HIGHWAY 90,FL,32055,BBANKER,,,"Delivered: 10/13/2023 12:19 pm Signed for by:BBANKER; Lake City, FL",11x9x6
818,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,818,SPARTAN GRAPHICS,STORE MANAGER,PANAMA CITY BEACH,10270 FRONT BEACH RD,FL,32407,JBELL,,,"Delivered: 10/13/2023 10:44 am Signed for by:JBELL; Panama City Beach, FL",11x9x6
836,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,836,SPARTAN GRAPHICS,STORE MANAGER,SAINT MARYS,6586 GA HWY 40  E,GA,31558,JJFJFJDJ,,,"Delivered: 10/13/2023 9:58 am Signed for by:JJFJFJDJ; Saint Marys, GA",12x9x6
853,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,853,SPARTAN GRAPHICS,STORE MANAGER,MOBILE,685 SCHILLINGER RD S,AL,36695,DDRINKER,,,"Delivered: 10/13/2023 12:36 pm Signed for by:DDRINKER; Mobile, AL",12x9x6
858,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,858,SPARTAN GRAPHICS,STORE MANAGER,CAIRO,361 8TH AVE NE,GA,39828,KGRINER,,,"Delivered: 10/13/2023 11:48 am Signed for by:KGRINER; Cairo, GA",11x9x6
862,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,862,SPARTAN GRAPHICS,STORE MANAGER,HINESVILLE,751 W OGLETHORPE HWY,GA,31313,NHANDY,,,"Delivered: 10/13/2023 10:48 am Signed for by:NHANDY; Hinesville, GA",11x9x5
866,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,866,SPARTAN GRAPHICS,STORE MANAGER,MOBILE,5245 RANGELINE SERVICE RD S,AL,36619,JAVERY,,,"Delivered: 10/13/2023 9:51 am Signed for by:JAVERY; Mobile, AL",12x9x6
889,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,889,SPARTAN GRAPHICS,STORE MANAGER,THOMASVILLE,15328 US HIGHWAY 19  S,GA,31757,RREDDICK,,,"Delivered: 10/13/2023 11:18 am Signed for by:RREDDICK; Thomasville, GA",11x9x6
899,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,899,SPARTAN GRAPHICS,STORE MANAGER,VALDOSTA,340 NORMAN DR,GA,31601,MDURHAM,,,"Delivered: 10/13/2023 10:49 am Signed for by:MDURHAM; Valdosta, GA",12x9x6
904,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,904,SPARTAN GRAPHICS,STORE MANAGER,FOLEY,2200 S MCKENZIE ST,AL,36535,MSARCAR,,,"Delivered: 10/13/2023 10:00 am Signed for by:MSARCAR; Foley, AL",12x9x6
919,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,919,SPARTAN GRAPHICS,STORE MANAGER,FORT WALTON BEACH,748 BEAL PKWY NW,FL,32547,RLAWLESS,,,"Delivered: 10/13/2023 11:40 am Signed for by:RLAWLESS; Fort Walton Beach, FL",12x9x6
928,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,928,SPARTAN GRAPHICS,STORE MANAGER,SAINT JOHNS,845 DURBIN PAVILION DR,FL,32259,IIRYAN,,,"Delivered: 10/13/2023 10:31 am Signed for by:IIRYAN; Saint Johns, FL",11x9x5
934,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,934,SPARTAN GRAPHICS,STORE MANAGER,DAPHNE,27520 US HIGHWAY 98,AL,36526,BLETT,,,"Delivered: 10/13/2023 10:08 am Signed for by:BLETT; Daphne, AL",12x9x6
944,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,944,SPARTAN GRAPHICS,STORE MANAGER,CRESTVIEW,3351 S FERDON BLVD,FL,32536,ABELL,,,"Delivered: 10/13/2023 10:59 am Signed for by:ABELL; Crestview, FL",12x9x6
977,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,977,SPARTAN GRAPHICS,STORE MANAGER,FERNANDINA BEACH,1385 AMELIA PLZ,FL,32034,MOLI,,,"Delivered: 10/13/2023 10:34 am Signed for by:MOLI; Fernandina Beach, FL",11x9x6
990,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,990,SPARTAN GRAPHICS,STORE MANAGER,MILTON,4965 HWY 90,FL,32571,KDEVORE,,,"Delivered: 10/13/2023 10:14 am Signed for by:KDEVORE; Milton, FL",12x9x6
991,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,991,SPARTAN GRAPHICS,STORE MANAGER,MOBILE,101 E I65 SERVICE RD,AL,36606,RODOM,,,"Delivered: 10/13/2023 10:21 am Signed for by:RODOM; Mobile, AL",13x11x6
1011,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1011,SPARTAN GRAPHICS,STORE MANAGER,RINCON,434 S COLUMBIA AVE,GA,31326,JJOSH,,,"Delivered: 10/13/2023 2:14 pm Signed for by:JJOSH; Rincon, GA",11x9x6
1032,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1032,SPARTAN GRAPHICS,STORE MANAGER,LYNN HAVEN,2101 S HWY 77,FL,32444,AJOSH,,,"Delivered: 10/13/2023 9:44 am Signed for by:AJOSH; Lynn Haven, FL",12x9x6
1052,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1052,SPARTAN GRAPHICS,STORE MANAGER,FAYETTE,3186 HWY 171  N,AL,35555,RPERRY,,,"Delivered: 10/13/2023 2:02 pm Signed for by:RPERRY; Fayette, AL",11x9x6
1061,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1061,SPARTAN GRAPHICS,STORE MANAGER,HAZLEHURST,136 E JARMAN ST,GA,31539,MPEEPLESV,,,"Delivered: 10/13/2023 10:01 am Signed for by:MPEEPLESV; Hazlehurst, GA",11x9x6
1063,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1063,SPARTAN GRAPHICS,STORE MANAGER,GENEVA,1608 W MAGNOLIA AVE,AL,36340,FSHWFFER,,,"Delivered: 10/13/2023 2:05 pm Signed for by:FSHWFFER; Geneva, AL",11x9x6
1065,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1065,SPARTAN GRAPHICS,STORE MANAGER,HOPE,2400 N HERVEY ST,AR,71801,MJOHNSON,,,"Delivered: 10/13/2023 10:35 am Signed for by:MJOHNSON; Hope, AR",11x9x6
1077,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1077,SPARTAN GRAPHICS,STORE MANAGER,TALLAHASSEE,3535 APALACHEE PKWY,FL,32311,JCLARY,,,"Delivered: 10/13/2023 11:33 am Signed for by:JCLARY; Tallahassee, FL",12x9x6
1082,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1082,SPARTAN GRAPHICS,STORE MANAGER,JACKSONVILLE,"10991 SAN JOSE BLVD,STE 1",FL,32223,JJOHANA,,,"Delivered: 10/13/2023 11:27 am Signed for by:JJOHANA; Jacksonville, FL",12x9x6
1083,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1083,SPARTAN GRAPHICS,STORE MANAGER,JACKSONVILLE,6830 NORMANDY BLVD,FL,32205,YANTHONY,,,"Delivered: 10/13/2023 9:36 am Signed for by:YANTHONY; Jacksonville, FL",11x9x6
1091,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1091,SPARTAN GRAPHICS,STORE MANAGER,ANDALUSIA,1991 M. L. KING JR.,AL,36420,VKENDALL,,,"Delivered: 10/13/2023 2:17 pm Signed for by:VKENDALL; Andalusia, AL",11x9x6
1134,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1134,SPARTAN GRAPHICS,STORE MANAGER,DEFUNIAK SPGS,1226 FREEPORT HWY S,FL,32435,TTAMI,,,"Delivered: 10/13/2023 11:17 am Signed for by:TTAMI; Defuniak Springs, FL",11x9x6
1172,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1172,SPARTAN GRAPHICS,STORE MANAGER,JACKSONVILLE,13490 BEACH BLVD,FL,32224,AAUTUMN,,,"Delivered: 10/13/2023 10:56 am Signed for by:AAUTUMN; Jacksonville, FL",12x9x6
1173,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1173,SPARTAN GRAPHICS,STORE MANAGER,JACKSONVILLE,8808 BEACH BLVD,FL,32216,PPATH,,,"Delivered: 10/13/2023 10:04 am Signed for by:PPATH; Jacksonville, FL",11x9x6
1174,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1174,SPARTAN GRAPHICS,STORE MANAGER,THOMASVILLE,34301 HWY 43,AL,36784,COTOOLE,,,"Delivered: 10/13/2023 1:10 pm Signed for by:COTOOLE; Thomasville, AL",11x9x6
1182,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1182,SPARTAN GRAPHICS,STORE MANAGER,PALM COAST,174 CYPRESS POINT PKWY,FL,32164,SSCOTT,,,"Delivered: 10/13/2023 11:52 am Signed for by:SSCOTT; Palm Coast, FL",11x9x6
1205,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1205,SPARTAN GRAPHICS,STORE MANAGER,MACCLENNY,9218 S STATE ROAD 228,FL,32063,CMELK,,,"Delivered: 10/13/2023 10:39 am Signed for by:CMELK; Macclenny, FL",11x9x6
1207,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1207,SPARTAN GRAPHICS,STORE MANAGER,CALLAWAY,725 N TYNDALL PKWY,FL,32404,MSTANLEY,,,"Delivered: 10/13/2023 9:52 am Signed for by:MSTANLEY; Panama City, FL",12x9x6
1212,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1212,SPARTAN GRAPHICS,STORE MANAGER,SARALAND,1095 INDUSTRIAL PKWY,AL,36571,BELKS,,,"Delivered: 10/13/2023 9:21 am Signed for by:BELKS; Saraland, AL",11x9x6
1219,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1219,SPARTAN GRAPHICS,STORE MANAGER,JACKSONVILLE,12100 LEM TURNER RD,FL,32218,CSMITH,,,"Delivered: 10/13/2023 11:11 am Signed for by:CSMITH; Jacksonville, FL",11x9x6
1222,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1222,SPARTAN GRAPHICS,STORE MANAGER,PENSACOLA,8970 PENSACOLA BLVD,FL,32534,CMCMAHON,,,"Delivered: 10/13/2023 9:53 am Signed for by:CMCMAHON; Pensacola, FL",12x9x6
1223,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1223,SPARTAN GRAPHICS,STORE MANAGER,TALLAHASSEE,5500 THOMASVILLE RD,FL,32312,NWILLIAM,,,"Delivered: 10/13/2023 10:17 am Signed for by:NWILLIAM; Tallahassee, FL",11x9x6
1224,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1224,SPARTAN GRAPHICS,STORE MANAGER,PENSACOLA,2650 CREIGHTON RD,FL,32504,SBRAY,,,"Delivered: 10/13/2023 11:33 am Signed for by:SBRAY; Pensacola, FL",12x9x6
1225,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1225,SPARTAN GRAPHICS,STORE MANAGER,ORANGE PARK,899 BLANDING BLVD,FL,32065,BCRAWFORD,,,"Delivered: 10/13/2023 4:07 pm Signed for by:BCRAWFORD; Orange Park, FL",11x9x6
1283,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1283,SPARTAN GRAPHICS,STORE MANAGER,STARKE,14500 US HIGHWAY 301  S,FL,32091,MPHILLIPS,,,"Delivered: 10/13/2023 2:32 pm Signed for by:MPHILLIPS; Starke, FL",11x9x6
1362,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1362,SPARTAN GRAPHICS,STORE MANAGER,DESTIN,15017 EMERALD COAST PKWY,FL,32541,KKELLY,,,"Delivered: 10/13/2023 10:19 am Signed for by:KKELLY; Destin, FL",12x9x6
1375,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1375,SPARTAN GRAPHICS,STORE MANAGER,MARIANNA,2255 HWY 71,FL,32448,AANNAMARIE,,,"Delivered: 10/13/2023 11:21 am Signed for by:AANNAMARIE; Marianna, FL",12x9x6
1383,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1383,SPARTAN GRAPHICS,STORE MANAGER,BEAUFORT,350 ROBERT SMALLS PKWY,SC,29906,SSHARPE,,,"Delivered: 10/13/2023 10:47 am Signed for by:SSHARPE; Beaufort, SC",11x9x5
1408,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1408,SPARTAN GRAPHICS,STORE MANAGER,TALLAHASSEE,4400 W TENNESSEE ST,FL,32304,SSABRINA,,,"Delivered: 10/13/2023 10:23 am Signed for by:SSABRINA; Tallahassee, FL",12x9x6
1444,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1444,SPARTAN GRAPHICS,STORE MANAGER,JACKSONVILLE,9890 HUTCHINSON PARK DR,FL,32225,FJAY,,,"Delivered: 10/13/2023 10:44 am Signed for by:FJAY; Jacksonville, FL",11x9x6
1856,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1856,SPARTAN GRAPHICS,STORE MANAGER,BANGOR,900 STILLWATER AVE,ME,4401,TTAMMY,,,"Delivered: 10/13/2023 10:45 am Signed for by:TTAMMY; Bangor, ME",11x9x6
1919,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1919,SPARTAN GRAPHICS,STORE MANAGER,LINCOLN,250 W BROADWAY,ME,4457,DDEREK,,,"Delivered: 10/13/2023 10:17 am Signed for by:DDEREK; Lincoln, ME",11x9x6
1932,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,1932,SPARTAN GRAPHICS,STORE MANAGER,ELLSWORTH,17 MYRICK ST,ME,4605,DDORSHE,,,"Delivered: 10/13/2023 10:15 am Signed for by:DDORSHE; Ellsworth, ME",11x9x6
2047,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,2047,SPARTAN GRAPHICS,STORE MANAGER,PALMYRA,1573 MAIN ST,ME,4965,BBRESK,,,"Delivered: 10/13/2023 9:27 am Signed for by:BBRESK; Palmyra, ME",11x9x6
2114,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,2114,SPARTAN GRAPHICS,STORE MANAGER,CHIPLEY,1621 MAIN ST,FL,32428,FCOLLINS,,,"Delivered: 10/13/2023 11:44 am Signed for by:FCOLLINS; Chipley, FL",11x9x6
2123,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,2123,SPARTAN GRAPHICS,STORE MANAGER,TEXARKANA,4000 NEW BOSTON RD,TX,75501,SSJMS,,,"Delivered: 10/13/2023 12:18 pm Signed for by:SSJMS; Texarkana, TX",11x9x6
2143,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,2143,SPARTAN GRAPHICS,STORE MANAGER,SKOWHEGAN,60 FAIRGROUNDS MKT PL,ME,4976,JTOLES,,,"Delivered: 10/13/2023 10:28 am Signed for by:JTOLES; Skowhegan, ME",11x9x6
2178,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,2178,SPARTAN GRAPHICS,STORE MANAGER,CALAIS,379 SOUTH ST,ME,4619,TDAY,,,"Delivered: 10/13/2023 12:19 pm Signed for by:TDAY; Calais, ME",11x9x6
2306,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,2306,SPARTAN GRAPHICS,STORE MANAGER,NORTHPORT,5710 MCFARLAND BLVD,AL,35476,GGILES,,,"Delivered: 10/13/2023 9:05 am Signed for by:GGILES; Northport, AL",11x9x6
2533,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,2533,SPARTAN GRAPHICS,STORE MANAGER,GULF BREEZE,3767 GULF BREEZE PKWY,FL,32563,SHOPE,,,"Delivered: 10/13/2023 11:03 am Signed for by:SHOPE; Gulf Breeze, FL",12x9x6
2534,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,2534,SPARTAN GRAPHICS,STORE MANAGER,DOTHAN,3300 S OATES ST,AL,36301,MJOHN,,,"Delivered: 10/13/2023 9:41 am Signed for by:MJOHN; Dothan, AL",11x9x6
2615,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,2615,SPARTAN GRAPHICS,STORE MANAGER,VALDOSTA,3274 INNER PERIMETER RD,GA,31602,CCAMPBELL,,,"Delivered: 10/13/2023 10:06 am Signed for by:CCAMPBELL; Valdosta, GA",12x9x6
2630,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,2630,SPARTAN GRAPHICS,STORE MANAGER,JESUP,1100 N 1ST ST,GA,31545,AROEHRIG,,,"Delivered: 10/13/2023 12:49 pm Signed for by:AROEHRIG; Jesup, GA",12x9x6
7247,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,7247,SPARTAN GRAPHICS,STORE MANAGER,ATMORE,911 N MAIN ST,AL,36502,HSHSJ,,,"Delivered: 10/13/2023 9:31 am Signed for by:HSHSJ; Atmore, AL",11x9x6
4333,6.44E+11,10/11/2023,Delivered,10/13/2023,FedEx Ground,D9354,4333,SPARTAN GRAPHICS,STORE MANAGER,FAIRHOPE,10040 COUNTY ROAD 48,AL,36532,CJOINER,,,"Delivered: 10/13/2023 9:59 am Signed for by:CJOINER; Fairhope, AL",12x9x6
