0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Store,Tracking Number,Ship date ,Status ,Delivered date,Service type ,Reference ,Purchase order number ,Shipper company ,Recipient contact name ,Recipient city ,Recipient address ,Recipient state ,Recipient postal ,Received by ,Dimensional Wt (Lbs) ,Scheduled delivery date ,Status with details ,Pkg Dimensions (in) 
5090,6.44E+11,10/11/2023,Delivered,10/12/2023,FedEx Ground,D9354,5090,SPARTAN GRAPHICS,STORE MANAGER,DE PERE,1415 LAWRENCE DR,WI,54115,DAVID,,,"Delivered: 10/12/2023 12:01 pm Signed for by:DAVID; De Pere, WI",11x9x6
1239,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1239,SPARTAN GRAPHICS,STORE MANAGER,URBANA,1840 E US HIGHWAY 36,OH,43078,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1241,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1241,SPARTAN GRAPHICS,STORE MANAGER,DAVENPORT,5811 ELMORE AVE,IA,52807,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1264,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1264,SPARTAN GRAPHICS,STORE MANAGER,BELLEFONTAINE,2281 US HIGHWAY 68  S,OH,43311,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1275,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1275,SPARTAN GRAPHICS,STORE MANAGER,LEBANON,2440 N LEBANON ST,IN,46052,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1289,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1289,SPARTAN GRAPHICS,STORE MANAGER,WILMINGTON,2825 PROGRESS WAY,OH,45177,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1294,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1294,SPARTAN GRAPHICS,STORE MANAGER,MARION,3240 SOUTHWESTERN,IN,46953,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1331,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1331,SPARTAN GRAPHICS,STORE MANAGER,SIDNEY,2400 MICHIGAN ST,OH,45365,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1333,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1333,SPARTAN GRAPHICS,STORE MANAGER,VAN WERT,301 TOWN CENTER BLVD,OH,45891,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1356,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1356,SPARTAN GRAPHICS,STORE MANAGER,MARTINSVILLE,410 GRAND VALLEY BLVD,IN,46151,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1377,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1377,SPARTAN GRAPHICS,STORE MANAGER,JOHNSBURG,3801 RUNNING BROOK FARM BLVD,IL,60051,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1388,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1388,SPARTAN GRAPHICS,STORE MANAGER,KENDALLVILLE,2501 E NORTH ST,IN,46755,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1394,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1394,SPARTAN GRAPHICS,STORE MANAGER,GREENFIELD,10600 W LAYTON AVE,WI,53228,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1401,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1401,SPARTAN GRAPHICS,STORE MANAGER,NAPERVILLE,2552 W 75TH ST,IL,60564,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1404,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1404,SPARTAN GRAPHICS,STORE MANAGER,LAKE ZURICH,820 S RAND RD,IL,60047,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1410,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1410,SPARTAN GRAPHICS,STORE MANAGER,TROY,1801 W MAIN ST,OH,45373,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1413,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1413,SPARTAN GRAPHICS,STORE MANAGER,CRYSTAL LAKE,1205 S IL ROUTE 31,IL,60014,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1416,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1416,SPARTAN GRAPHICS,STORE MANAGER,NAPOLEON,1815 SCOTT ST,OH,43545,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1419,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1419,SPARTAN GRAPHICS,STORE MANAGER,FORT WAYNE,5311 COLDWATER RD,IN,46825,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1421,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1421,SPARTAN GRAPHICS,STORE MANAGER,WASHINGTON,1980 FREEDOM PKWY,IL,61571,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1422,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1422,SPARTAN GRAPHICS,STORE MANAGER,ALMA,7700 N ALGER RD,MI,48801,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1423,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1423,SPARTAN GRAPHICS,STORE MANAGER,SAINT JOHNS,1165 SUPERIOR DR,MI,48879,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1425,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1425,SPARTAN GRAPHICS,STORE MANAGER,COLUMBIA CITY,402 W PLAZA DR,IN,46725,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1428,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1428,SPARTAN GRAPHICS,STORE MANAGER,MOUNT PLEASANT,4730 ENCORE BLVD,MI,48858,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1429,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1429,SPARTAN GRAPHICS,STORE MANAGER,FREMONT,2052 N STATE ROUTE 53,OH,43420,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1430,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1430,SPARTAN GRAPHICS,STORE MANAGER,OSHKOSH,351 S WASHBURN ST,WI,54904,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1432,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1432,SPARTAN GRAPHICS,STORE MANAGER,CADILLAC,8917 E 34TH RD,MI,49601,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1445,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1445,SPARTAN GRAPHICS,STORE MANAGER,PORT CLINTON,2826 E HARBOR RD,OH,43452,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1448,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1448,SPARTAN GRAPHICS,STORE MANAGER,ASHLAND,1996 E MAIN ST,OH,44805,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1463,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1463,SPARTAN GRAPHICS,STORE MANAGER,XENIA,70 HOSPITALITY DR,OH,45385,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1479,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1479,SPARTAN GRAPHICS,STORE MANAGER,VALPARAISO,2400 MORTHLAND DR,IN,46383,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1480,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1480,SPARTAN GRAPHICS,STORE MANAGER,WINCHESTER,950 E GREENVILLE PIKE,IN,47394,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1487,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1487,SPARTAN GRAPHICS,STORE MANAGER,MICHIGAN CITY,5780 FRANKLIN ST,IN,46360,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1489,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1489,SPARTAN GRAPHICS,STORE MANAGER,VERNON HILLS,555 E TOWNLINE RD,IL,60061,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1490,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1490,SPARTAN GRAPHICS,STORE MANAGER,ROCKFORD,7219 WALTON ST,IL,61108,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1495,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1495,SPARTAN GRAPHICS,STORE MANAGER,HUBER HEIGHTS,7680 BRANDT PIKE,OH,45424,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1497,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1497,SPARTAN GRAPHICS,STORE MANAGER,RICHTON PARK,22401 CENTRAL AVE,IL,60471,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1504,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1504,SPARTAN GRAPHICS,STORE MANAGER,DAYTON,8800 KINGSRIDGE DR,OH,45458,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1515,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1515,SPARTAN GRAPHICS,STORE MANAGER,GERMANTOWN,W190N9855 APPLETON AVE,WI,53022,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1518,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1518,SPARTAN GRAPHICS,STORE MANAGER,INDIANAPOLIS,3221 W 86TH ST,IN,46268,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1521,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1521,SPARTAN GRAPHICS,STORE MANAGER,CINCINNATI,8451 COLERAIN AVE,OH,45239,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1539,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1539,SPARTAN GRAPHICS,STORE MANAGER,ONTARIO,359 N LEXINGTON SPRINGMILL RD,OH,44906,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1540,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1540,SPARTAN GRAPHICS,STORE MANAGER,SOUTH HAVEN,201 73RD ST,MI,49090,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1542,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1542,SPARTAN GRAPHICS,STORE MANAGER,GAYLORD,950 EDELWEISS VLG PKWY,MI,49735,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1547,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1547,SPARTAN GRAPHICS,STORE MANAGER,LAFAYETTE,4205 COMMERCE DR,IN,47905,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1548,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1548,SPARTAN GRAPHICS,STORE MANAGER,WATSEKA,1790 E WALNUT ST,IL,60970,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1553,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1553,SPARTAN GRAPHICS,STORE MANAGER,BLOOMINGDALE,314 W ARMY TRAIL RD,IL,60108,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1556,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1556,SPARTAN GRAPHICS,STORE MANAGER,ORLAND HILLS,9265 159TH ST,IL,60487,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1557,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1557,SPARTAN GRAPHICS,STORE MANAGER,FISHERS,8300 E 96TH ST,IN,46037,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1566,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1566,SPARTAN GRAPHICS,STORE MANAGER,GOSHEN,4024 ELKHART RD,IN,46526,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1570,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1570,SPARTAN GRAPHICS,STORE MANAGER,AUBURN,505 TOURING DR,IN,46706,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1576,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1576,SPARTAN GRAPHICS,STORE MANAGER,SCHERERVILLE,1555 US HIGHWAY 41,IN,46375,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1592,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1592,SPARTAN GRAPHICS,STORE MANAGER,BAD AXE,901 N VAN DYKE RD,MI,48413,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1593,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1593,SPARTAN GRAPHICS,STORE MANAGER,COLDWATER,800 E CHICAGO ST,MI,49036,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1594,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1594,SPARTAN GRAPHICS,STORE MANAGER,HEATH,911 HEBRON RD,OH,43056,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1595,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1595,SPARTAN GRAPHICS,STORE MANAGER,MARYSVILLE,555 COLEMANS XING,OH,43040,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1596,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1596,SPARTAN GRAPHICS,STORE MANAGER,BOLINGBROOK,200 S BOLINGBROOK DR,IL,60440,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1601,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1601,SPARTAN GRAPHICS,STORE MANAGER,CARMEL,2001 E 151ST ST,IN,46033,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1618,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1618,SPARTAN GRAPHICS,STORE MANAGER,MERRILLVILLE,2936 E 79TH AVE,IN,46410,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1622,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1622,SPARTAN GRAPHICS,STORE MANAGER,TIFFIN,2801 W STATE ROUTE 18,OH,44883,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1628,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1628,SPARTAN GRAPHICS,STORE MANAGER,SANDUSKY,"5500 MILAN RD,STE 200",OH,44870,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1639,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1639,SPARTAN GRAPHICS,STORE MANAGER,ROCHESTER,2395 MAIN ST,IN,46975,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1642,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1642,SPARTAN GRAPHICS,STORE MANAGER,CHARLOTTE,1680 PACKARD HWY,MI,48813,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1650,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1650,SPARTAN GRAPHICS,STORE MANAGER,SAUKVILLE,825 E GREEN BAY AVE,WI,53080,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1655,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1655,SPARTAN GRAPHICS,STORE MANAGER,CRAWFORDSVILLE,1835 S US HIGHWAY 231,IN,47933,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1668,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1668,SPARTAN GRAPHICS,STORE MANAGER,GURNEE,6590 GRAND AVE,IL,60031,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1681,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1681,SPARTAN GRAPHICS,STORE MANAGER,MOUNT PROSPECT,930 MT PROSPECT PLZ,IL,60056,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1690,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1690,SPARTAN GRAPHICS,STORE MANAGER,DECATUR,4224 N PROSPECT DR,IL,62526,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1709,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1709,SPARTAN GRAPHICS,STORE MANAGER,ANGOLA,2016 N WAYNE ST,IN,46703,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1719,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1719,SPARTAN GRAPHICS,STORE MANAGER,BIG RAPIDS,21400 PERRY AVE,MI,49307,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1724,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1724,SPARTAN GRAPHICS,STORE MANAGER,MILLERSBURG,1640 S WASHINGTON ST,OH,44654,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1728,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1728,SPARTAN GRAPHICS,STORE MANAGER,ANDERSON,2321 CHARLES ST,IN,46013,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1733,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1733,SPARTAN GRAPHICS,STORE MANAGER,OWOSSO,1621 E M 21,MI,48867,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1734,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1734,SPARTAN GRAPHICS,STORE MANAGER,CHAMPAIGN,2610 N PROSPECT AVE,IL,61822,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1745,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1745,SPARTAN GRAPHICS,STORE MANAGER,RICHMOND,3601 E MAIN ST,IN,47374,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1752,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1752,SPARTAN GRAPHICS,STORE MANAGER,BAY CITY,3921 WILDER RD,MI,48706,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1754,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1754,SPARTAN GRAPHICS,STORE MANAGER,HOWELL,3850 E GRAND RIVER AVE,MI,48843,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1758,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1758,SPARTAN GRAPHICS,STORE MANAGER,NEW CASTLE,3167 S STATE ROAD 3,IN,47362,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1771,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1771,SPARTAN GRAPHICS,STORE MANAGER,STURGIS,1500 S CENTERVILLE RD,MI,49091,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1776,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1776,SPARTAN GRAPHICS,STORE MANAGER,WATERTOWN,1901 MARKET WAY,WI,53094,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1790,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1790,SPARTAN GRAPHICS,STORE MANAGER,MONROE,2150 N TELEGRAPH RD,MI,48162,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1791,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1791,SPARTAN GRAPHICS,STORE MANAGER,FREMONT,7083 W 48TH ST,MI,49412,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1798,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1798,SPARTAN GRAPHICS,STORE MANAGER,CARO,1121 E CARO RD,MI,48723,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1799,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1799,SPARTAN GRAPHICS,STORE MANAGER,PORTAGE,2950 NEW PINERY RD,WI,53901,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1804,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1804,SPARTAN GRAPHICS,STORE MANAGER,FORT WAYNE,1710 APPLE GLEN BLVD,IN,46804,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1809,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1809,SPARTAN GRAPHICS,STORE MANAGER,JONESVILLE,701 OLDS ST,MI,49250,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1812,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1812,SPARTAN GRAPHICS,STORE MANAGER,WOOSTER,3883 BURBANK RD,OH,44691,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1814,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1814,SPARTAN GRAPHICS,STORE MANAGER,ELGIN,1100 S RANDALL RD,IL,60123,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1836,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1836,SPARTAN GRAPHICS,STORE MANAGER,ADRIAN,1601 E US HIGHWAY 223,MI,49221,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1839,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1839,SPARTAN GRAPHICS,STORE MANAGER,LORAIN,4380 LEAVITT RD,OH,44053,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1848,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1848,SPARTAN GRAPHICS,STORE MANAGER,GLEN ELLYN,3S100 HWY 53,IL,60137,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1857,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1857,SPARTAN GRAPHICS,STORE MANAGER,MENTOR,9303 MENTOR AVE,OH,44060,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1863,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1863,SPARTAN GRAPHICS,STORE MANAGER,EASTLAKE,33752 VINE ST,OH,44095,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1892,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1892,SPARTAN GRAPHICS,STORE MANAGER,HODGKINS,9450 JOLIET RD,IL,60525,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1894,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1894,SPARTAN GRAPHICS,STORE MANAGER,MEDINA,4141 PEARL RD,OH,44256,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1895,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1895,SPARTAN GRAPHICS,STORE MANAGER,FAIRLAWN,3750 W MARKET ST,OH,44333,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1911,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1911,SPARTAN GRAPHICS,STORE MANAGER,AKRON,2887 S ARLINGTON RD,OH,44312,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1923,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1923,SPARTAN GRAPHICS,STORE MANAGER,COMSTOCK PARK,3999 ALPINE AVE NW,MI,49321,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1928,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1928,SPARTAN GRAPHICS,STORE MANAGER,FLINT,4313 CORUNNA RD,MI,48532,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1933,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1933,SPARTAN GRAPHICS,STORE MANAGER,NORTHLAKE,137 W NORTH AVE,IL,60164,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1936,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1936,SPARTAN GRAPHICS,STORE MANAGER,SAULT SAINTE MARIE,3763 I 75 BUS SPUR,MI,49783,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1938,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1938,SPARTAN GRAPHICS,STORE MANAGER,BEDFORD PARK,7050 S CICERO AVE,IL,60638,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1962,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1962,SPARTAN GRAPHICS,STORE MANAGER,KOKOMO,1920 E MARKLAND AVE,IN,46901,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1978,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1978,SPARTAN GRAPHICS,STORE MANAGER,PLYMOUTH,2505 N OAK DR,IN,46563,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1982,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1982,SPARTAN GRAPHICS,STORE MANAGER,APPLETON,955 N MUTUAL WAY,WI,54913,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1986,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1986,SPARTAN GRAPHICS,STORE MANAGER,NORWALK,340 WESTWIND DR,OH,44857,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1987,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1987,SPARTAN GRAPHICS,STORE MANAGER,LAPEER,555 E GENESEE ST,MI,48446,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
1990,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,1990,SPARTAN GRAPHICS,STORE MANAGER,DELAWARE,1760 COLUMBUS PIKE,OH,43015,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
2020,6.44E+11,Not available,Delivered,10/18/2023,FedEx Ground,D9354,2020,SPARTAN GRAPHICS,STORE MANAGER,RENSSELAER,905 S COLLEGE AVE,IN,47978,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
