Market,Store,Food,Consumables,Toys,Live Plants ,Fashion  
459,1917,Yes,Yes,Yes,Yes,Yes
156,1918,Yes,Yes,Yes,Yes,Yes
179,1919,Yes,Yes,Yes,Yes,No
477,1920,Yes,Yes,Yes,Yes,Yes
178,1921,Yes,Yes,Yes,Yes,No
462,1922,Yes,Yes,Yes,Yes,No
200,1923,Yes,Yes,Yes,Yes,No
179,1924,Yes,Yes,Yes,Yes,No
478,1925,Yes,Yes,Yes,Yes,No
191,1926,Yes,Yes,Yes,Yes,No
209,1927,Yes,Yes,Yes,Yes,No
205,1928,Yes,Yes,Yes,Yes,Yes
419,1929,Yes,Yes,Yes,Yes,No
184,1930,Yes,Yes,Yes,Yes,Yes
440,1931,Yes,Yes,Yes,Yes,No
179,1932,Yes,Yes,Yes,Yes,No
267,1933,Yes,Yes,Yes,Yes,Yes
314,1934,Yes,Yes,Yes,Yes,No
231,1935,Yes,Yes,Yes,Yes,No
196,1936,Yes,Yes,Yes,Yes,No
216,1937,Yes,Yes,Yes,Yes,No
268,1938,Yes,Yes,Yes,Yes,Yes
180,1939,Yes,Yes,Yes,Yes,No
188,1940,Yes,Yes,Yes,Yes,Yes
462,1941,Yes,Yes,Yes,Yes,No
200,1942,Yes,Yes,Yes,Yes,No
433,1943,Yes,Yes,Yes,Yes,No
226,1945,Yes,Yes,Yes,Yes,No
187,1946,Yes,Yes,Yes,Yes,No
473,1947,Yes,Yes,Yes,Yes,No
227,1948,Yes,Yes,Yes,Yes,No
194,1949,Yes,Yes,Yes,Yes,No
301,1950,Yes,Yes,Yes,Yes,No
399,1951,Yes,Yes,Yes,Yes,No
422,1952,Yes,Yes,Yes,Yes,No
297,1953,Yes,Yes,Yes,Yes,No
183,1954,Yes,Yes,Yes,Yes,No
263,1955,Yes,Yes,Yes,Yes,No
382,1956,Yes,Yes,Yes,Yes,No
105,1957,Yes,Yes,Yes,Yes,No
80,1958,Yes,Yes,Yes,Yes,No
164,1959,Yes,Yes,Yes,Yes,No
112,1960,Yes,Yes,Yes,Yes,No
225,1961,Yes,Yes,Yes,Yes,No
246,1962,Yes,Yes,Yes,Yes,No
450,1963,Yes,Yes,Yes,Yes,Yes
161,1964,Yes,Yes,Yes,Yes,No
432,1965,Yes,Yes,Yes,Yes,No
194,1966,Yes,Yes,Yes,Yes,No
154,1967,Yes,Yes,Yes,Yes,Yes
281,1968,Yes,Yes,Yes,Yes,No
290,1969,Yes,Yes,Yes,Yes,Yes
159,1970,Yes,Yes,Yes,Yes,No
425,1971,Yes,Yes,Yes,Yes,No
511,1972,Yes,Yes,Yes,Yes,No
194,1973,Yes,Yes,Yes,Yes,No
179,1974,Yes,Yes,Yes,Yes,No
181,1975,Yes,Yes,Yes,Yes,No
190,1976,Yes,Yes,Yes,Yes,No
178,1977,Yes,Yes,Yes,Yes,Yes
247,1978,Yes,Yes,Yes,Yes,No
457,1979,Yes,Yes,Yes,Yes,No
162,1980,Yes,Yes,Yes,Yes,No
508,1981,Yes,Yes,Yes,Yes,No
439,1982,Yes,Yes,Yes,Yes,No
450,1983,Yes,Yes,Yes,Yes,No
154,1984,Yes,Yes,Yes,Yes,No
283,1985,Yes,Yes,Yes,Yes,No
213,1986,Yes,Yes,Yes,Yes,No
205,1987,Yes,Yes,Yes,Yes,No
455,1988,Yes,Yes,Yes,Yes,No
447,1989,Yes,Yes,Yes,Yes,No
217,1990,Yes,Yes,Yes,Yes,No
251,1991,Yes,Yes,Yes,Yes,Yes
462,1992,Yes,Yes,Yes,Yes,No
195,1993,Yes,Yes,Yes,Yes,No
187,1994,Yes,Yes,Yes,Yes,No
400,1995,Yes,Yes,Yes,Yes,No
553,1996,Yes,Yes,Yes,Yes,No
188,1997,Yes,Yes,Yes,Yes,Yes
267,1998,Yes,Yes,Yes,Yes,No
424,1999,Yes,Yes,Yes,Yes,No
301,2000,Yes,Yes,Yes,Yes,No
449,2001,Yes,Yes,Yes,Yes,Yes
451,2002,Yes,Yes,Yes,Yes,No
174,2003,Yes,Yes,Yes,Yes,No
415,2004,Yes,Yes,Yes,Yes,No
306,2005,Yes,Yes,Yes,Yes,No
475,2006,Yes,Yes,Yes,Yes,No
473,2007,Yes,Yes,Yes,Yes,No
229,2008,Yes,Yes,Yes,Yes,No
281,2009,Yes,Yes,Yes,Yes,Yes
201,2010,Yes,Yes,Yes,Yes,No
156,2012,Yes,Yes,Yes,Yes,No
179,2013,Yes,Yes,Yes,Yes,No
204,2014,Yes,Yes,Yes,Yes,No
292,2015,Yes,Yes,Yes,Yes,No
473,2016,Yes,Yes,Yes,Yes,No
235,2019,Yes,Yes,Yes,Yes,Yes
246,2020,Yes,Yes,Yes,Yes,No
160,2021,Yes,Yes,Yes,Yes,No
162,2022,Yes,Yes,Yes,Yes,No
233,2023,Yes,Yes,Yes,Yes,No
226,2024,Yes,Yes,Yes,Yes,No
511,2025,Yes,Yes,Yes,Yes,No
801,2026,Yes,Yes,Yes,Yes,No
320,2027,Yes,Yes,Yes,Yes,No
461,2028,Yes,Yes,Yes,Yes,Yes
450,2030,Yes,Yes,Yes,Yes,No
511,2031,Yes,Yes,Yes,Yes,No
446,2032,Yes,Yes,Yes,Yes,No
427,2033,Yes,Yes,Yes,Yes,No
239,2035,Yes,Yes,Yes,Yes,No
317,2036,Yes,Yes,Yes,Yes,Yes
472,2037,Yes,Yes,Yes,Yes,No
292,2038,Yes,Yes,Yes,Yes,Yes
450,2039,Yes,Yes,Yes,Yes,No
558,2040,Yes,Yes,Yes,Yes,No
284,2041,Yes,Yes,Yes,Yes,No
194,2043,Yes,Yes,Yes,Yes,No
457,2044,Yes,Yes,Yes,Yes,No
281,2045,Yes,Yes,Yes,Yes,Yes
180,2046,Yes,Yes,Yes,Yes,No
179,2047,Yes,Yes,Yes,Yes,No
453,2048,Yes,Yes,Yes,Yes,No
237,2049,Yes,Yes,Yes,Yes,No
396,2050,Yes,Yes,Yes,Yes,No
405,2051,Yes,Yes,Yes,Yes,No
457,2052,Yes,Yes,Yes,Yes,No
457,2053,Yes,Yes,Yes,Yes,No
454,2054,Yes,Yes,Yes,Yes,No
183,2055,Yes,Yes,Yes,Yes,No
188,2056,Yes,Yes,Yes,Yes,No
184,2057,Yes,Yes,Yes,Yes,No
297,2058,Yes,Yes,Yes,Yes,No
231,2059,Yes,Yes,Yes,Yes,No
201,2061,Yes,Yes,Yes,Yes,No
201,2062,Yes,Yes,Yes,Yes,No
208,2063,Yes,Yes,Yes,Yes,No
226,2064,Yes,Yes,Yes,Yes,No
122,2065,Yes,Yes,Yes,Yes,Yes
64,2066,Yes,Yes,Yes,Yes,Yes
801,2067,Yes,Yes,Yes,Yes,No
170,2068,Yes,Yes,Yes,Yes,No
468,2069,Yes,Yes,Yes,Yes,No
469,2070,Yes,Yes,Yes,Yes,No
469,2071,Yes,Yes,Yes,Yes,No
811,2072,Yes,Yes,Yes,Yes,No
214,2073,Yes,Yes,Yes,Yes,Yes
469,2074,Yes,Yes,Yes,Yes,No
478,2075,Yes,Yes,Yes,Yes,No
460,2077,Yes,Yes,Yes,Yes,Yes
216,2078,Yes,Yes,Yes,Yes,No
196,2079,Yes,Yes,Yes,Yes,No
202,2080,Yes,Yes,Yes,Yes,No
111,2081,Yes,Yes,Yes,Yes,No
464,2082,Yes,Yes,Yes,Yes,Yes
320,2083,Yes,Yes,Yes,Yes,No
382,2084,Yes,Yes,Yes,Yes,No
811,2085,Yes,Yes,Yes,Yes,No
56,2086,Yes,Yes,Yes,Yes,Yes
422,2087,Yes,Yes,Yes,Yes,No
195,2088,Yes,Yes,Yes,Yes,No
311,2089,Yes,Yes,Yes,Yes,No
174,2090,Yes,Yes,Yes,Yes,No
110,2091,Yes,Yes,Yes,Yes,Yes
187,2092,Yes,Yes,Yes,Yes,No
189,2093,Yes,Yes,Yes,Yes,No
460,2094,Yes,Yes,Yes,Yes,Yes
160,2095,Yes,Yes,Yes,Yes,No
170,2096,Yes,Yes,Yes,Yes,Yes
188,2097,Yes,Yes,Yes,Yes,No
219,2098,Yes,Yes,Yes,Yes,Yes
447,2099,Yes,Yes,Yes,Yes,No
196,2100,Yes,Yes,Yes,Yes,No
475,2101,Yes,Yes,Yes,Yes,No
200,2102,Yes,Yes,Yes,Yes,No
159,2103,Yes,Yes,Yes,Yes,No
164,2104,Yes,Yes,Yes,Yes,No
53,2105,Yes,Yes,Yes,Yes,No
392,2106,Yes,Yes,Yes,Yes,No
195,2107,Yes,Yes,Yes,Yes,No
165,2108,Yes,Yes,Yes,Yes,No
165,2109,Yes,Yes,Yes,Yes,No
465,2110,Yes,Yes,Yes,Yes,No
13,2111,Yes,Yes,Yes,Yes,No
372,2112,Yes,Yes,Yes,Yes,No
370,2113,Yes,Yes,Yes,Yes,No
7,2114,Yes,Yes,Yes,Yes,No
216,2115,Yes,Yes,Yes,Yes,No
187,2116,Yes,Yes,Yes,Yes,No
451,2117,Yes,Yes,Yes,Yes,No
156,2118,Yes,Yes,Yes,Yes,No
511,2119,Yes,Yes,Yes,Yes,Yes
190,2120,Yes,Yes,Yes,Yes,No
472,2121,Yes,Yes,Yes,Yes,No
159,2122,Yes,Yes,Yes,Yes,No
47,2123,Yes,Yes,Yes,Yes,No
223,2124,Yes,Yes,Yes,Yes,No
380,2125,Yes,Yes,Yes,Yes,No
470,2126,Yes,Yes,Yes,Yes,No
440,2127,Yes,Yes,Yes,Yes,No
159,2128,Yes,Yes,Yes,Yes,No
237,2129,Yes,Yes,Yes,Yes,No
183,2130,Yes,Yes,Yes,Yes,No
411,2131,Yes,Yes,Yes,Yes,No
131,2132,Yes,Yes,Yes,Yes,No
82,2133,Yes,Yes,Yes,Yes,Yes
306,2134,Yes,Yes,Yes,Yes,No
190,2135,Yes,Yes,Yes,Yes,No
291,2136,Yes,Yes,Yes,Yes,No
296,2137,Yes,Yes,Yes,Yes,No
181,2138,Yes,Yes,Yes,Yes,No
157,2139,Yes,Yes,Yes,Yes,No
180,2140,Yes,Yes,Yes,Yes,No
166,2141,Yes,Yes,Yes,Yes,Yes
184,2142,Yes,Yes,Yes,Yes,No
179,2143,Yes,Yes,Yes,Yes,No
173,2144,Yes,Yes,Yes,Yes,No
168,2145,Yes,Yes,Yes,Yes,No
189,2146,Yes,Yes,Yes,Yes,No
383,2147,Yes,Yes,Yes,Yes,No
216,2149,Yes,Yes,Yes,Yes,No
458,2150,Yes,Yes,Yes,Yes,No
109,2151,Yes,Yes,Yes,Yes,No
188,2152,Yes,Yes,Yes,Yes,No
183,2153,Yes,Yes,Yes,Yes,No
24,2154,Yes,Yes,Yes,Yes,Yes
156,2155,Yes,Yes,Yes,Yes,No
171,2156,Yes,Yes,Yes,Yes,Yes
160,2157,Yes,Yes,Yes,Yes,No
156,2158,Yes,Yes,Yes,Yes,No
194,2159,Yes,Yes,Yes,Yes,No
290,2160,Yes,Yes,Yes,Yes,No
511,2161,Yes,Yes,Yes,Yes,No
173,2163,Yes,Yes,Yes,Yes,Yes
194,2164,Yes,Yes,Yes,Yes,No
191,2166,Yes,Yes,Yes,Yes,No
167,2167,Yes,Yes,Yes,Yes,No
232,2169,Yes,Yes,Yes,Yes,No
162,2170,Yes,Yes,Yes,Yes,No
154,2174,Yes,Yes,Yes,Yes,No
333,2175,Yes,Yes,Yes,Yes,No
107,2176,Yes,Yes,Yes,Yes,No
459,2177,Yes,Yes,Yes,Yes,No
179,2178,Yes,Yes,Yes,Yes,No
157,2180,Yes,Yes,Yes,Yes,No
463,2181,Yes,Yes,Yes,Yes,No
180,2183,Yes,Yes,Yes,Yes,No
160,2184,Yes,Yes,Yes,Yes,Yes
232,2185,Yes,Yes,Yes,Yes,No
473,2187,Yes,Yes,Yes,Yes,No
469,2188,Yes,Yes,Yes,Yes,No
392,2189,Yes,Yes,Yes,Yes,No
453,2190,Yes,Yes,Yes,Yes,No
207,2191,Yes,Yes,Yes,Yes,No
436,2192,Yes,Yes,Yes,Yes,No
227,2193,Yes,Yes,Yes,Yes,No
283,2194,Yes,Yes,Yes,Yes,Yes
178,2195,Yes,Yes,Yes,Yes,Yes
472,2196,Yes,Yes,Yes,Yes,No
208,2197,Yes,Yes,Yes,Yes,Yes
423,2198,Yes,Yes,Yes,Yes,No
235,2199,Yes,Yes,Yes,Yes,No
162,2200,Yes,Yes,Yes,Yes,No
505,2201,Yes,Yes,Yes,Yes,No
180,2202,Yes,Yes,Yes,Yes,No
267,2204,Yes,Yes,Yes,Yes,Yes
233,2205,Yes,Yes,Yes,Yes,Yes
466,2206,Yes,Yes,Yes,Yes,Yes
403,2207,Yes,Yes,Yes,Yes,No
226,2208,Yes,Yes,Yes,Yes,No
216,2209,Yes,Yes,Yes,Yes,No
195,2210,Yes,Yes,Yes,Yes,No
208,2211,Yes,Yes,Yes,Yes,No
340,2213,Yes,Yes,Yes,Yes,Yes
41,2214,Yes,Yes,Yes,Yes,No
265,2215,Yes,Yes,Yes,Yes,Yes
466,2218,Yes,Yes,Yes,Yes,No
333,2221,Yes,Yes,Yes,Yes,No
157,2222,Yes,Yes,Yes,Yes,No
585,2223,Yes,Yes,Yes,Yes,Yes
181,2224,Yes,Yes,Yes,Yes,No
161,2225,Yes,Yes,Yes,Yes,No
481,2226,Yes,Yes,Yes,Yes,No
159,2227,Yes,Yes,Yes,Yes,No
154,2228,Yes,Yes,Yes,Yes,No
237,2230,Yes,Yes,Yes,Yes,No
279,2231,Yes,Yes,Yes,Yes,No
163,2232,Yes,Yes,Yes,Yes,Yes
280,2233,Yes,Yes,Yes,Yes,No
189,2234,Yes,Yes,Yes,Yes,No
167,2236,Yes,Yes,Yes,Yes,No
118,2237,Yes,Yes,Yes,Yes,No
200,2238,Yes,Yes,Yes,Yes,No
86,2239,Yes,Yes,Yes,Yes,No
801,2240,Yes,Yes,Yes,Yes,No
475,2241,Yes,Yes,Yes,Yes,No
464,2242,Yes,Yes,Yes,Yes,Yes
478,2243,Yes,Yes,Yes,Yes,No
316,2244,Yes,Yes,Yes,Yes,No
460,2245,Yes,Yes,Yes,Yes,No
299,2247,Yes,Yes,Yes,Yes,No
293,2248,Yes,Yes,Yes,Yes,Yes
467,2249,Yes,Yes,Yes,Yes,No
225,2250,Yes,Yes,Yes,Yes,No
484,2251,Yes,Yes,Yes,Yes,No
168,2252,Yes,Yes,Yes,Yes,No
458,2253,Yes,Yes,Yes,Yes,No
165,2254,Yes,Yes,Yes,Yes,No
232,2255,Yes,Yes,Yes,Yes,No
296,2256,Yes,Yes,Yes,Yes,No
67,2257,Yes,Yes,Yes,Yes,No
283,2258,Yes,Yes,Yes,Yes,Yes
383,2259,Yes,Yes,Yes,Yes,No
161,2261,Yes,Yes,Yes,Yes,No
190,2262,Yes,Yes,Yes,Yes,No
167,2263,Yes,Yes,Yes,Yes,No
189,2264,Yes,Yes,Yes,Yes,No
35,2265,Yes,Yes,Yes,Yes,No
214,2266,Yes,Yes,Yes,Yes,Yes
156,2267,Yes,Yes,Yes,Yes,No
473,2269,Yes,Yes,Yes,Yes,No
375,2270,Yes,Yes,Yes,Yes,No
440,2271,Yes,Yes,Yes,Yes,No
285,2272,Yes,Yes,Yes,Yes,No
205,2273,Yes,Yes,Yes,Yes,Yes
424,2274,Yes,Yes,Yes,Yes,No
239,2275,Yes,Yes,Yes,Yes,No
238,2276,Yes,Yes,Yes,Yes,No
449,2277,Yes,Yes,Yes,Yes,No
228,2278,Yes,Yes,Yes,Yes,No
282,2279,Yes,Yes,Yes,Yes,Yes
451,2280,Yes,Yes,Yes,Yes,No
235,2281,Yes,Yes,Yes,Yes,Yes
162,2282,Yes,Yes,Yes,Yes,No
161,2283,Yes,Yes,Yes,Yes,No
173,2284,Yes,Yes,Yes,Yes,No
189,2285,Yes,Yes,Yes,Yes,No
171,2286,Yes,Yes,Yes,Yes,No
229,2287,Yes,Yes,Yes,Yes,No
462,2288,Yes,Yes,Yes,Yes,No
154,2289,Yes,Yes,Yes,Yes,No
458,2291,Yes,Yes,Yes,Yes,No
484,2292,Yes,Yes,Yes,Yes,Yes
585,2293,Yes,Yes,Yes,Yes,No
174,2294,Yes,Yes,Yes,Yes,No
287,2295,Yes,Yes,Yes,Yes,No
448,2297,Yes,Yes,Yes,Yes,Yes
163,2299,Yes,Yes,Yes,Yes,No
227,2300,Yes,Yes,Yes,Yes,No
811,2302,Yes,Yes,Yes,Yes,No
11,2306,Yes,Yes,Yes,Yes,No
403,2307,Yes,Yes,Yes,Yes,No
470,2308,Yes,Yes,Yes,Yes,No
221,2309,Yes,Yes,Yes,Yes,Yes
123,2310,Yes,Yes,Yes,Yes,No
247,2311,Yes,Yes,Yes,Yes,No
312,2312,Yes,Yes,Yes,Yes,No
209,2313,Yes,Yes,Yes,Yes,No
470,2314,Yes,Yes,Yes,Yes,No
478,2315,Yes,Yes,Yes,Yes,No
214,2316,Yes,Yes,Yes,Yes,Yes
472,2317,Yes,Yes,Yes,Yes,No
231,2318,Yes,Yes,Yes,Yes,No
471,2319,Yes,Yes,Yes,Yes,No
468,2320,Yes,Yes,Yes,Yes,No
470,2321,Yes,Yes,Yes,Yes,No
145,2322,Yes,Yes,Yes,Yes,Yes
215,2323,Yes,Yes,Yes,Yes,No
472,2325,Yes,Yes,Yes,Yes,No
194,2326,Yes,Yes,Yes,Yes,No
497,2328,Yes,Yes,Yes,Yes,No
156,2329,Yes,Yes,Yes,Yes,No
183,2330,Yes,Yes,Yes,Yes,No
162,2331,Yes,Yes,Yes,Yes,No
181,2332,Yes,Yes,Yes,Yes,No
445,2333,Yes,Yes,Yes,Yes,No
233,2334,Yes,Yes,Yes,Yes,No
441,2335,Yes,Yes,Yes,Yes,No
159,2336,Yes,Yes,Yes,Yes,No
312,2337,Yes,Yes,Yes,Yes,No
196,2338,Yes,Yes,Yes,Yes,No
246,2339,Yes,Yes,Yes,Yes,No
233,2340,Yes,Yes,Yes,Yes,No
159,2341,Yes,Yes,Yes,Yes,Yes
801,2346,Yes,Yes,Yes,Yes,No
36,2348,Yes,Yes,Yes,Yes,No
207,2350,Yes,Yes,Yes,Yes,No
188,2351,Yes,Yes,Yes,Yes,No
424,2352,Yes,Yes,Yes,Yes,No
205,2354,Yes,Yes,Yes,Yes,No
195,2355,Yes,Yes,Yes,Yes,Yes
280,2357,Yes,Yes,Yes,Yes,No
196,2358,Yes,Yes,Yes,Yes,No
209,2359,Yes,Yes,Yes,Yes,No
215,2361,Yes,Yes,Yes,Yes,Yes
209,2362,Yes,Yes,Yes,Yes,No
174,2365,Yes,Yes,Yes,Yes,No
160,2366,Yes,Yes,Yes,Yes,No
419,2367,Yes,Yes,Yes,Yes,No
174,2368,Yes,Yes,Yes,Yes,No
181,2369,Yes,Yes,Yes,Yes,No
188,2370,Yes,Yes,Yes,Yes,Yes
163,2371,Yes,Yes,Yes,Yes,No
161,2373,Yes,Yes,Yes,Yes,No
514,2385,Yes,Yes,Yes,Yes,No
154,2386,Yes,Yes,Yes,Yes,No
114,2387,Yes,Yes,Yes,Yes,No
239,2388,Yes,Yes,Yes,Yes,No
548,2391,Yes,Yes,Yes,Yes,No
102,2392,Yes,Yes,Yes,Yes,No
533,2393,Yes,Yes,Yes,Yes,No
533,2394,Yes,Yes,Yes,Yes,No
507,2395,Yes,Yes,Yes,Yes,No
488,2396,Yes,Yes,Yes,Yes,No
561,2397,Yes,Yes,Yes,Yes,No
183,2398,Yes,Yes,Yes,Yes,No
184,2399,Yes,Yes,Yes,Yes,No
218,2400,Yes,Yes,Yes,Yes,No
484,2401,Yes,Yes,Yes,Yes,No
400,2402,Yes,Yes,Yes,Yes,No
514,2403,Yes,Yes,Yes,Yes,No
87,2404,Yes,Yes,Yes,Yes,Yes
194,2405,Yes,Yes,Yes,Yes,No
488,2406,Yes,Yes,Yes,Yes,No
293,2412,Yes,Yes,Yes,Yes,No
500,2414,Yes,Yes,Yes,Yes,No
196,2417,Yes,Yes,Yes,Yes,No
455,2418,Yes,Yes,Yes,Yes,No
285,2419,Yes,Yes,Yes,Yes,No
235,2420,Yes,Yes,Yes,Yes,No
436,2421,Yes,Yes,Yes,Yes,No
476,2422,Yes,Yes,Yes,Yes,No
801,2423,Yes,Yes,Yes,Yes,No
187,2424,Yes,Yes,Yes,Yes,No
485,2425,Yes,Yes,Yes,Yes,No
217,2426,Yes,Yes,Yes,Yes,Yes
53,2427,Yes,Yes,Yes,Yes,Yes
409,2428,Yes,Yes,Yes,Yes,No
223,2429,Yes,Yes,Yes,Yes,No
492,2431,Yes,Yes,Yes,Yes,No
433,2432,Yes,Yes,Yes,Yes,No
561,2433,Yes,Yes,Yes,Yes,No
196,2434,Yes,Yes,Yes,Yes,No
282,2435,Yes,Yes,Yes,Yes,No
293,2436,Yes,Yes,Yes,Yes,No
286,2437,Yes,Yes,Yes,Yes,No
291,2438,Yes,Yes,Yes,Yes,No
60,2439,Yes,Yes,Yes,Yes,No
294,2440,Yes,Yes,Yes,Yes,No
221,2441,Yes,Yes,Yes,Yes,No
485,2442,Yes,Yes,Yes,Yes,No
430,2443,Yes,Yes,Yes,Yes,Yes
189,2444,Yes,Yes,Yes,Yes,No
170,2445,Yes,Yes,Yes,Yes,Yes
170,2446,Yes,Yes,Yes,Yes,No
225,2447,Yes,Yes,Yes,Yes,Yes
423,2448,Yes,Yes,Yes,Yes,No
801,2449,Yes,Yes,Yes,Yes,No
471,2450,Yes,Yes,Yes,Yes,No
570,2451,Yes,Yes,Yes,Yes,No
444,2452,Yes,Yes,Yes,Yes,No
392,2453,Yes,Yes,Yes,Yes,No
383,2455,Yes,Yes,Yes,Yes,No
454,2457,Yes,Yes,Yes,Yes,Yes
451,2458,Yes,Yes,Yes,Yes,No
115,2459,Yes,Yes,Yes,Yes,No
285,2460,Yes,Yes,Yes,Yes,No
56,2463,Yes,Yes,Yes,Yes,Yes
454,2464,Yes,Yes,Yes,Yes,No
497,2465,Yes,Yes,Yes,Yes,No
552,2468,Yes,Yes,Yes,Yes,No
467,2469,Yes,Yes,Yes,Yes,No
217,2471,Yes,Yes,Yes,Yes,Yes
308,2472,Yes,Yes,Yes,Yes,No
470,2473,Yes,Yes,Yes,Yes,No
320,2474,Yes,Yes,Yes,Yes,No
25,2475,Yes,Yes,Yes,Yes,No
475,2476,Yes,Yes,Yes,Yes,No
468,2477,Yes,Yes,Yes,Yes,No
459,2479,Yes,Yes,Yes,Yes,No
226,2480,Yes,Yes,Yes,Yes,No
232,2481,Yes,Yes,Yes,Yes,No
372,2482,Yes,Yes,Yes,Yes,No
394,2483,Yes,Yes,Yes,Yes,Yes
118,2484,Yes,Yes,Yes,Yes,No
474,2485,Yes,Yes,Yes,Yes,No
512,2486,Yes,Yes,Yes,Yes,No
515,2487,Yes,Yes,Yes,Yes,No
566,2488,Yes,Yes,Yes,Yes,No
362,2490,Yes,Yes,Yes,Yes,Yes
273,2491,Yes,Yes,Yes,Yes,No
475,2492,Yes,Yes,Yes,Yes,No
200,2493,Yes,Yes,Yes,Yes,Yes
460,2494,Yes,Yes,Yes,Yes,No
466,2495,Yes,Yes,Yes,Yes,Yes
124,2496,Yes,Yes,Yes,Yes,No
174,2497,Yes,Yes,Yes,Yes,No
96,2499,Yes,Yes,Yes,Yes,No
801,2501,Yes,Yes,Yes,Yes,No
231,2502,Yes,Yes,Yes,Yes,No
174,2503,Yes,Yes,Yes,Yes,No
188,2504,Yes,Yes,Yes,Yes,No
62,2505,Yes,Yes,Yes,Yes,No
208,2506,Yes,Yes,Yes,Yes,No
447,2507,Yes,Yes,Yes,Yes,No
399,2508,Yes,Yes,Yes,Yes,No
439,2509,Yes,Yes,Yes,Yes,No
440,2510,Yes,Yes,Yes,Yes,No
582,2511,Yes,Yes,Yes,Yes,No
369,2512,Yes,Yes,Yes,Yes,No
18,2513,Yes,Yes,Yes,Yes,No
285,2514,Yes,Yes,Yes,Yes,No
370,2515,Yes,Yes,Yes,Yes,Yes
514,2516,Yes,Yes,Yes,Yes,No
466,2517,Yes,Yes,Yes,Yes,No
178,2518,Yes,Yes,Yes,Yes,No
233,2519,Yes,Yes,Yes,Yes,No
291,2520,Yes,Yes,Yes,Yes,No
196,2522,Yes,Yes,Yes,Yes,No
464,2523,Yes,Yes,Yes,Yes,Yes
446,2526,Yes,Yes,Yes,Yes,No
460,2527,Yes,Yes,Yes,Yes,No
232,2528,Yes,Yes,Yes,Yes,No
289,2529,Yes,Yes,Yes,Yes,Yes
181,2530,Yes,Yes,Yes,Yes,No
164,2531,Yes,Yes,Yes,Yes,No
263,2532,Yes,Yes,Yes,Yes,No
14,2533,Yes,Yes,Yes,Yes,No
7,2534,Yes,Yes,Yes,Yes,No
232,2535,Yes,Yes,Yes,Yes,No
581,2536,Yes,Yes,Yes,Yes,No
457,2537,Yes,Yes,Yes,Yes,No
478,2538,Yes,Yes,Yes,Yes,Yes
474,2539,Yes,Yes,Yes,Yes,No
229,2540,Yes,Yes,Yes,Yes,No
208,2541,Yes,Yes,Yes,Yes,No
222,2542,Yes,Yes,Yes,Yes,No
226,2543,Yes,Yes,Yes,Yes,Yes
238,2544,Yes,Yes,Yes,Yes,Yes
196,2545,Yes,Yes,Yes,Yes,No
464,2546,Yes,Yes,Yes,Yes,Yes
164,2547,Yes,Yes,Yes,Yes,No
316,2548,Yes,Yes,Yes,Yes,No
474,2549,Yes,Yes,Yes,Yes,No
476,2550,Yes,Yes,Yes,Yes,Yes
280,2551,Yes,Yes,Yes,Yes,No
457,2553,Yes,Yes,Yes,Yes,No
368,2554,Yes,Yes,Yes,Yes,No
284,2555,Yes,Yes,Yes,Yes,Yes
447,2556,Yes,Yes,Yes,Yes,No
447,2557,Yes,Yes,Yes,Yes,No
206,2558,Yes,Yes,Yes,Yes,Yes
206,2559,Yes,Yes,Yes,Yes,Yes
285,2560,Yes,Yes,Yes,Yes,No
228,2561,Yes,Yes,Yes,Yes,No
406,2562,Yes,Yes,Yes,Yes,No
580,2563,Yes,Yes,Yes,Yes,No
286,2564,Yes,Yes,Yes,Yes,No
315,2565,Yes,Yes,Yes,Yes,No
280,2566,Yes,Yes,Yes,Yes,No
200,2567,Yes,Yes,Yes,Yes,Yes
446,2568,Yes,Yes,Yes,Yes,Yes
514,2571,Yes,Yes,Yes,Yes,Yes
218,2572,Yes,Yes,Yes,Yes,No
234,2574,Yes,Yes,Yes,Yes,No
326,2575,Yes,Yes,Yes,Yes,No
316,2576,Yes,Yes,Yes,Yes,No
281,2577,Yes,Yes,Yes,Yes,No
429,2579,Yes,Yes,Yes,Yes,No
300,2580,Yes,Yes,Yes,Yes,No
191,2581,Yes,Yes,Yes,Yes,Yes
174,2582,Yes,Yes,Yes,Yes,No
172,2583,Yes,Yes,Yes,Yes,No
23,2584,Yes,Yes,Yes,Yes,No
173,2585,Yes,Yes,Yes,Yes,No
195,2586,Yes,Yes,Yes,Yes,Yes
326,2587,Yes,Yes,Yes,Yes,No
227,2588,Yes,Yes,Yes,Yes,No
550,2590,Yes,Yes,Yes,Yes,No
109,2591,Yes,Yes,Yes,Yes,Yes
394,2592,Yes,Yes,Yes,Yes,No
396,2593,Yes,Yes,Yes,Yes,No
471,2594,Yes,Yes,Yes,Yes,Yes
471,2595,Yes,Yes,Yes,Yes,No
471,2596,Yes,Yes,Yes,Yes,No
228,2597,Yes,Yes,Yes,Yes,No
453,2598,Yes,Yes,Yes,Yes,No
86,2599,Yes,Yes,Yes,Yes,Yes
339,2600,Yes,Yes,Yes,Yes,No
229,2603,Yes,Yes,Yes,Yes,No
174,2604,Yes,Yes,Yes,Yes,No
218,2605,Yes,Yes,Yes,Yes,No
383,2607,Yes,Yes,Yes,Yes,No
382,2608,Yes,Yes,Yes,Yes,No
465,2609,Yes,Yes,Yes,Yes,Yes
316,2610,Yes,Yes,Yes,Yes,No
